Date,BIDU
2006-08-07,7.402
2006-08-08,7.348
2006-08-09,7.024
2006-08-10,7.096
2006-08-11,7.2
2006-08-14,7.095
2006-08-15,7.67
2006-08-16,7.818
2006-08-17,8.109
2006-08-18,8.02
2006-08-21,7.89
2006-08-22,7.941
2006-08-23,7.686
2006-08-24,7.664
2006-08-25,7.68
2006-08-28,7.74
2006-08-29,7.682
2006-08-30,7.776
2006-08-31,7.771
2006-09-01,7.807
2006-09-05,7.78
2006-09-06,7.727
2006-09-07,7.83
2006-09-08,7.994
2006-09-11,7.989
2006-09-12,8.033
2006-09-13,8.383
2006-09-14,8.472
2006-09-15,8.775
2006-09-18,8.897
2006-09-19,8.511
2006-09-20,8.65
2006-09-21,8.715
2006-09-22,8.698
2006-09-25,9.002
2006-09-26,8.894
2006-09-27,8.857
2006-09-28,8.891
2006-09-29,8.754
2006-10-02,8.614
2006-10-03,8.319
2006-10-04,8.395
2006-10-05,8.509
2006-10-06,8.408
2006-10-09,8.495
2006-10-10,8.65
2006-10-11,8.713
2006-10-12,8.647
2006-10-13,8.445
2006-10-16,8.462
2006-10-17,8.365
2006-10-18,8.337
2006-10-19,8.6
2006-10-20,8.659
2006-10-23,8.737
2006-10-24,8.426
2006-10-25,8.49
2006-10-26,8.495
2006-10-27,8.9
2006-10-30,9.6
2006-10-31,8.728
2006-11-01,8.481
2006-11-02,8.711
2006-11-03,8.687
2006-11-06,8.865
2006-11-07,9.388
2006-11-08,9.61
2006-11-09,9.607
2006-11-10,9.631
2006-11-13,10.325
2006-11-14,10.22
2006-11-15,10.326
2006-11-16,10.74
2006-11-17,10.976
2006-11-20,11.021
2006-11-21,11.614
2006-11-22,11.438
2006-11-24,11.399
2006-11-27,10.685
2006-11-28,10.859
2006-11-29,11.198
2006-11-30,11.578
2006-12-01,11.12
2006-12-04,11.488
2006-12-05,12.272
2006-12-06,12.657
2006-12-07,11.794
2006-12-08,12.096
2006-12-11,12.19
2006-12-12,12.199
2006-12-13,12.087
2006-12-14,12.005
2006-12-15,11.7
2006-12-18,11.807
2006-12-19,11.71
2006-12-20,11.768
2006-12-21,11.48
2006-12-22,11.377
2006-12-26,11.278
2006-12-27,11.482
2006-12-28,11.401
2006-12-29,11.269
2007-01-03,12.241
2007-01-04,12.6
2007-01-05,12.25
2007-01-08,12.195
2007-01-09,12.372
2007-01-10,12.801
2007-01-11,13.118
2007-01-12,12.47
2007-01-16,12.744
2007-01-17,12.549
2007-01-18,12.138
2007-01-19,12.14
2007-01-22,12.24
2007-01-23,12.455
2007-01-24,12.49
2007-01-25,12.374
2007-01-26,12.34
2007-01-29,12.34
2007-01-30,12.407
2007-01-31,12.494
2007-02-01,11.994
2007-02-02,11.961
2007-02-05,11.599
2007-02-06,11.695
2007-02-07,11.84
2007-02-08,11.978
2007-02-09,11.749
2007-02-12,11.675
2007-02-13,11.33
2007-02-14,11.5
2007-02-15,10.618
2007-02-16,10.515
2007-02-20,10.632
2007-02-21,10.701
2007-02-22,10.741
2007-02-23,11.037
2007-02-26,11.171
2007-02-27,10.476
2007-02-28,10.67
2007-03-01,10.622
2007-03-02,10.212
2007-03-05,9.967
2007-03-06,10.428
2007-03-07,10.347
2007-03-08,10.519
2007-03-09,10.244
2007-03-12,10.254
2007-03-13,9.891
2007-03-14,9.737
2007-03-15,9.621
2007-03-16,9.575
2007-03-19,9.657
2007-03-20,9.68
2007-03-21,10.097
2007-03-22,10.26
2007-03-23,10.259
2007-03-26,10.126
2007-03-27,10.126
2007-03-28,9.925
2007-03-29,9.712
2007-03-30,9.655
2007-04-02,9.352
2007-04-03,9.524
2007-04-04,9.46
2007-04-05,9.458
2007-04-09,9.48
2007-04-10,9.785
2007-04-11,9.861
2007-04-12,9.773
2007-04-13,9.737
2007-04-16,9.872
2007-04-17,9.928
2007-04-18,9.907
2007-04-19,9.694
2007-04-20,9.96
2007-04-23,9.956
2007-04-24,10.35
2007-04-25,10.468
2007-04-26,10.937
2007-04-27,12.457
2007-04-30,12.158
2007-05-01,12.135
2007-05-02,12.297
2007-05-03,12.532
2007-05-04,12.696
2007-05-07,12.593
2007-05-08,12.524
2007-05-09,12.708
2007-05-10,12.488
2007-05-11,12.812
2007-05-14,13.199
2007-05-15,12.903
2007-05-16,12.975
2007-05-17,13.089
2007-05-18,13.105
2007-05-21,13.466
2007-05-22,13.514
2007-05-23,13.07
2007-05-24,12.83
2007-05-25,13.071
2007-05-29,13.32
2007-05-30,13.569
2007-05-31,14.049
2007-06-01,14.031
2007-06-04,14.171
2007-06-05,14.464
2007-06-06,14.154
2007-06-07,13.725
2007-06-08,13.703
2007-06-11,13.71
2007-06-12,13.564
2007-06-13,13.824
2007-06-14,14.015
2007-06-15,14.307
2007-06-18,14.905
2007-06-19,15.43
2007-06-20,15.24
2007-06-21,15.395
2007-06-22,15.648
2007-06-25,15.406
2007-06-26,15.522
2007-06-27,15.714
2007-06-28,16.219
2007-06-29,16.798
2007-07-02,18.641001
2007-07-03,18.1
2007-07-05,18.499001
2007-07-06,19.76
2007-07-09,19.389999
2007-07-10,20.388
2007-07-11,20.549999
2007-07-12,20.620001000000002
2007-07-13,21.284
2007-07-16,20.801001
2007-07-17,21.229
2007-07-18,19.99
2007-07-19,19.819
2007-07-20,18.950001
2007-07-23,18.007998999999998
2007-07-24,17.504
2007-07-25,18.323
2007-07-26,20.906
2007-07-27,20.479
2007-07-30,20.924999
2007-07-31,20.198
2007-08-01,20.068001000000002
2007-08-02,20.267
2007-08-03,19.85
2007-08-06,19.34
2007-08-07,19.92
2007-08-08,20.370001000000002
2007-08-09,19.495001000000002
2007-08-10,18.938999
2007-08-13,19.285
2007-08-14,18.983
2007-08-15,17.988001
2007-08-16,16.889
2007-08-17,17.650999
2007-08-20,18.754998999999998
2007-08-21,19.746
2007-08-22,20.475
2007-08-23,20.320999
2007-08-24,20.320999
2007-08-27,21.195
2007-08-28,19.969
2007-08-29,20.653
2007-08-30,20.566
2007-08-31,20.82
2007-09-04,21.695
2007-09-05,21.973
2007-09-06,22.014999
2007-09-07,21.364
2007-09-10,21.809998999999998
2007-09-11,22.704
2007-09-12,23.011999
2007-09-13,23.247
2007-09-14,23.488001
2007-09-17,25.289
2007-09-18,26.879
2007-09-19,27.594998999999998
2007-09-20,27.608
2007-09-21,28.459999
2007-09-24,30.341
2007-09-25,29.993
2007-09-26,28.792999
2007-09-27,29.197001
2007-09-28,28.965
2007-10-01,28.481001000000003
2007-10-02,32.057999
2007-10-03,31.417
2007-10-04,31.5
2007-10-05,32.160999
2007-10-08,32.944
2007-10-09,32.876999
2007-10-10,34.317001
2007-10-11,30.878
2007-10-12,32.298
2007-10-15,31.495001000000002
2007-10-16,30.747999
2007-10-17,31.620001000000002
2007-10-18,32.0
2007-10-19,31.611
2007-10-22,31.625999
2007-10-23,34.990002000000004
2007-10-24,33.599998
2007-10-25,33.43
2007-10-26,35.339001
2007-10-29,36.549999
2007-10-30,37.099998
2007-10-31,38.249001
2007-11-01,38.595001
2007-11-02,40.900002
2007-11-05,41.688
2007-11-06,40.77
2007-11-07,39.5
2007-11-08,35.786999
2007-11-09,34.294998
2007-11-12,30.15
2007-11-13,34.145
2007-11-14,34.400002
2007-11-15,32.77
2007-11-16,31.499001
2007-11-19,30.747999
2007-11-20,31.35
2007-11-21,30.792
2007-11-23,30.886
2007-11-26,32.613997999999995
2007-11-27,34.133998999999996
2007-11-28,36.724998
2007-11-29,37.948002
2007-11-30,38.195999
2007-12-03,38.525002
2007-12-04,38.771999
2007-12-05,39.216999
2007-12-06,39.287997999999995
2007-12-07,39.0
2007-12-10,39.73
2007-12-11,37.838001
2007-12-12,38.900002
2007-12-13,38.700001
2007-12-14,39.291
2007-12-17,35.599998
2007-12-18,37.297001
2007-12-19,37.498001
2007-12-20,38.014998999999996
2007-12-21,38.044998
2007-12-24,38.057999
2007-12-26,39.966999
2007-12-27,40.919998
2007-12-28,39.887001
2007-12-31,38.98
2008-01-02,38.188
2008-01-03,37.508998999999996
2008-01-04,36.099998
2008-01-07,34.431
2008-01-08,34.521
2008-01-09,34.41
2008-01-10,33.953998999999996
2008-01-11,32.924999
2008-01-14,34.040001000000004
2008-01-15,31.82
2008-01-16,29.33
2008-01-17,26.499001
2008-01-18,27.304001
2008-01-22,27.365999
2008-01-23,27.02
2008-01-24,30.719998999999998
2008-01-25,29.947001
2008-01-28,29.132
2008-01-29,27.070999
2008-01-30,25.938999
2008-01-31,27.995001000000002
2008-02-01,26.959
2008-02-04,27.228001000000003
2008-02-05,25.349001
2008-02-06,23.0
2008-02-07,23.23
2008-02-08,23.391001
2008-02-11,24.671
2008-02-12,24.542999
2008-02-13,26.108999
2008-02-14,26.450001
2008-02-15,25.91
2008-02-19,24.674999
2008-02-20,24.719998999999998
2008-02-21,24.27
2008-02-22,24.438999
2008-02-25,24.101
2008-02-26,23.780001000000002
2008-02-27,25.885
2008-02-28,25.299999
2008-02-29,25.132998999999998
2008-03-03,24.052
2008-03-04,24.615
2008-03-05,24.222
2008-03-06,24.242001000000002
2008-03-07,24.292999
2008-03-10,24.129998999999998
2008-03-11,26.039
2008-03-12,27.364
2008-03-13,26.809
2008-03-14,26.805
2008-03-17,24.709999
2008-03-18,24.653
2008-03-19,22.021
2008-03-20,20.790001
2008-03-24,24.0
2008-03-25,23.561001
2008-03-26,24.15
2008-03-27,23.754998999999998
2008-03-28,24.721001
2008-03-31,23.962999
2008-04-01,27.325001
2008-04-02,28.148001
2008-04-03,28.664
2008-04-04,29.389
2008-04-07,30.0
2008-04-08,29.594998999999998
2008-04-09,28.881001
2008-04-10,29.200001
2008-04-11,28.423
2008-04-14,28.916
2008-04-15,28.837999
2008-04-16,31.775
2008-04-17,30.975
2008-04-18,34.099998
2008-04-21,35.750999
2008-04-22,35.009997999999996
2008-04-23,34.966
2008-04-24,34.200001
2008-04-25,36.368999
2008-04-28,36.035999
2008-04-29,37.381001
2008-04-30,36.560001
2008-05-01,37.0
2008-05-02,36.150002
2008-05-05,37.384997999999996
2008-05-06,37.042
2008-05-07,35.912997999999995
2008-05-08,35.516998
2008-05-09,34.627998
2008-05-12,36.687
2008-05-13,36.84
2008-05-14,36.117001
2008-05-15,36.426998
2008-05-16,36.459
2008-05-19,37.099998
2008-05-20,37.213001
2008-05-21,35.499001
2008-05-22,33.500999
2008-05-23,32.870998
2008-05-27,33.650002
2008-05-28,34.493999
2008-05-29,34.493
2008-05-30,34.506001
2008-06-02,33.775002
2008-06-03,34.209
2008-06-04,34.452
2008-06-05,36.181
2008-06-06,34.504002
2008-06-09,33.200001
2008-06-10,32.633998999999996
2008-06-11,31.898001
2008-06-12,31.542
2008-06-13,32.683997999999995
2008-06-16,33.591
2008-06-17,33.264
2008-06-18,33.249001
2008-06-19,33.480999
2008-06-20,32.289001
2008-06-23,31.886
2008-06-24,30.672001
2008-06-25,33.209
2008-06-26,31.476
2008-06-27,31.323999
2008-06-30,31.296
2008-07-01,31.768998999999997
2008-07-02,31.204
2008-07-03,31.6
2008-07-07,32.789001
2008-07-08,33.456001
2008-07-09,33.283001
2008-07-10,32.931
2008-07-11,30.507998999999998
2008-07-14,29.139999
2008-07-15,28.204
2008-07-16,29.893998999999997
2008-07-17,30.290001
2008-07-18,29.153999
2008-07-21,29.700001
2008-07-22,29.236
2008-07-23,28.870001000000002
2008-07-24,33.507999
2008-07-25,33.240002000000004
2008-07-28,33.436001
2008-07-29,34.812
2008-07-30,35.023998
2008-07-31,34.715
2008-08-01,34.417
2008-08-04,33.02
2008-08-05,33.028999
2008-08-06,33.880001
2008-08-07,32.762001
2008-08-08,31.926001
2008-08-11,30.440001000000002
2008-08-12,31.153
2008-08-13,31.556998999999998
2008-08-14,32.486
2008-08-15,32.101002
2008-08-18,30.725
2008-08-19,30.884001
2008-08-20,32.122002
2008-08-21,32.330002
2008-08-22,32.402
2008-08-25,32.242001
2008-08-26,31.014
2008-08-27,31.573
2008-08-28,31.653999
2008-08-29,31.372
2008-09-02,30.854
2008-09-03,29.325001
2008-09-04,27.114
2008-09-05,27.066
2008-09-08,27.438
2008-09-09,25.413
2008-09-10,26.41
2008-09-11,28.252001
2008-09-12,28.201
2008-09-15,27.302
2008-09-16,26.649
2008-09-17,25.445999
2008-09-18,30.525
2008-09-19,28.975
2008-09-22,26.863001
2008-09-23,26.35
2008-09-24,26.726999
2008-09-25,27.549999
2008-09-26,26.075001
2008-09-29,23.120001000000002
2008-09-30,24.823
2008-10-01,24.448999
2008-10-02,23.351999
2008-10-03,22.237
2008-10-06,22.768
2008-10-07,21.444
2008-10-08,21.330999
2008-10-09,20.618
2008-10-10,21.375
2008-10-13,26.605
2008-10-14,25.025
2008-10-15,22.719998999999998
2008-10-16,22.629998999999998
2008-10-17,23.952
2008-10-20,25.438
2008-10-21,24.867001000000002
2008-10-22,24.909
2008-10-23,21.254
2008-10-24,19.122
2008-10-27,17.9
2008-10-28,20.895
2008-10-29,21.191999
2008-10-30,21.360001
2008-10-31,20.6
2008-11-03,20.472
2008-11-04,23.462
2008-11-05,21.729
2008-11-06,20.966
2008-11-07,21.799999
2008-11-10,21.128
2008-11-11,19.083
2008-11-12,18.299
2008-11-13,18.987
2008-11-14,17.889
2008-11-17,13.409
2008-11-18,12.876
2008-11-19,11.174
2008-11-20,11.035
2008-11-21,11.269
2008-11-24,11.513
2008-11-25,12.403
2008-11-26,14.275
2008-11-28,13.588
2008-12-01,11.631
2008-12-02,11.857
2008-12-03,11.367
2008-12-04,11.453
2008-12-05,10.91
2008-12-08,11.795
2008-12-09,10.936
2008-12-10,10.454
2008-12-11,11.13
2008-12-12,11.4
2008-12-15,11.809
2008-12-16,13.2
2008-12-17,13.55
2008-12-18,13.069
2008-12-19,13.107
2008-12-22,12.307
2008-12-23,12.5
2008-12-24,12.372
2008-12-26,12.389
2008-12-29,12.185
2008-12-30,12.693
2008-12-31,13.057
2009-01-02,13.541
2009-01-05,13.784
2009-01-06,13.573
2009-01-07,12.734
2009-01-08,12.465
2009-01-09,12.064
2009-01-12,11.41
2009-01-13,11.55
2009-01-14,10.975
2009-01-15,10.944
2009-01-16,11.59
2009-01-20,10.965
2009-01-21,11.092
2009-01-22,11.253
2009-01-23,11.195
2009-01-26,11.557
2009-01-27,11.53
2009-01-28,12.716
2009-01-29,12.864
2009-01-30,12.877
2009-02-02,12.552
2009-02-03,12.517
2009-02-04,12.9
2009-02-05,12.529
2009-02-06,12.461
2009-02-09,14.057
2009-02-10,13.084
2009-02-11,13.386
2009-02-12,13.2
2009-02-13,12.82
2009-02-17,12.235
2009-02-18,12.809
2009-02-19,13.257
2009-02-20,13.627
2009-02-23,13.176
2009-02-24,14.276
2009-02-25,14.376
2009-02-26,14.594
2009-02-27,14.832
2009-03-02,13.722
2009-03-03,14.459
2009-03-04,15.732
2009-03-05,16.150999
2009-03-06,15.702
2009-03-09,15.508
2009-03-10,16.659
2009-03-11,16.818001000000002
2009-03-12,16.940001000000002
2009-03-13,17.266001
2009-03-16,16.134001
2009-03-17,17.540001
2009-03-18,17.5
2009-03-19,17.518998999999997
2009-03-20,17.52
2009-03-23,18.26
2009-03-24,18.83
2009-03-25,18.379998999999998
2009-03-26,18.635
2009-03-27,18.315001000000002
2009-03-30,17.299
2009-03-31,17.66
2009-04-01,17.476999
2009-04-02,18.492001000000002
2009-04-03,18.75
2009-04-06,18.641001
2009-04-07,17.742001000000002
2009-04-08,18.259001
2009-04-09,19.032
2009-04-13,19.948
2009-04-14,19.795
2009-04-15,19.603001000000003
2009-04-16,20.344998999999998
2009-04-17,21.009001
2009-04-20,20.0
2009-04-21,20.455999
2009-04-22,20.833
2009-04-23,21.25
2009-04-24,21.754
2009-04-27,22.486
2009-04-28,22.118999
2009-04-29,22.729
2009-04-30,23.290001
2009-05-01,23.561001
2009-05-04,24.825001
2009-05-05,24.98
2009-05-06,25.566999
2009-05-07,24.700001
2009-05-08,24.6
2009-05-11,23.955
2009-05-12,24.118
2009-05-13,23.1
2009-05-14,23.459999
2009-05-15,23.500999
2009-05-18,24.358999
2009-05-19,24.697001
2009-05-20,24.704
2009-05-21,24.047001
2009-05-22,23.99
2009-05-26,24.736
2009-05-27,25.112
2009-05-28,25.82
2009-05-29,26.379998999999998
2009-06-01,28.599001
2009-06-02,27.799999
2009-06-03,28.686001
2009-06-04,29.34
2009-06-05,30.407
2009-06-08,30.389999
2009-06-09,30.916
2009-06-10,29.83
2009-06-11,30.069
2009-06-12,28.9
2009-06-15,29.231001000000003
2009-06-16,28.9
2009-06-17,29.591998999999998
2009-06-18,29.403999
2009-06-19,29.76
2009-06-22,27.802
2009-06-23,27.284
2009-06-24,28.334999
2009-06-25,29.315001000000002
2009-06-26,30.118
2009-06-29,29.818001000000002
2009-06-30,30.108999
2009-07-01,29.507
2009-07-02,28.950001
2009-07-06,28.580999
2009-07-07,27.615
2009-07-08,27.488001
2009-07-09,28.174999
2009-07-10,28.424
2009-07-13,29.063
2009-07-14,29.905001000000002
2009-07-15,31.580999
2009-07-16,32.25
2009-07-17,32.16
2009-07-20,33.624001
2009-07-21,33.208
2009-07-22,32.456001
2009-07-23,33.264
2009-07-24,35.810001
2009-07-27,35.681999
2009-07-28,35.111
2009-07-29,34.451
2009-07-30,35.18
2009-07-31,34.813999
2009-08-03,35.445
2009-08-04,35.144001
2009-08-05,34.700001
2009-08-06,34.127998
2009-08-07,34.703998999999996
2009-08-10,35.188
2009-08-11,34.583
2009-08-12,34.862999
2009-08-13,34.722
2009-08-14,33.958
2009-08-17,32.155998
2009-08-18,32.740002000000004
2009-08-19,33.077999
2009-08-20,33.924999
2009-08-21,34.5
2009-08-24,34.5
2009-08-25,34.782001
2009-08-26,34.372002
2009-08-27,34.009997999999996
2009-08-28,33.952999
2009-08-31,33.006001
2009-09-01,31.875999
2009-09-02,32.486
2009-09-03,32.948002
2009-09-04,34.327
2009-09-08,35.715
2009-09-09,36.360001000000004
2009-09-10,37.244999
2009-09-11,36.994999
2009-09-14,37.950001
2009-09-15,39.752998
2009-09-16,40.291
2009-09-17,39.918999
2009-09-18,39.998001
2009-09-21,40.025002
2009-09-22,39.629002
2009-09-23,39.494999
2009-09-24,39.022999
2009-09-25,38.756001
2009-09-28,39.605
2009-09-29,39.442001
2009-09-30,39.105
2009-10-01,37.202
2009-10-02,37.521
2009-10-05,38.188999
2009-10-06,40.099998
2009-10-07,41.380001
2009-10-08,41.266998
2009-10-09,42.707001
2009-10-12,41.348999
2009-10-13,40.75
2009-10-14,41.018002
2009-10-15,39.990002000000004
2009-10-16,39.578998999999996
2009-10-19,41.102001
2009-10-20,40.872002
2009-10-21,40.591999
2009-10-22,41.560001
2009-10-23,43.530998
2009-10-26,43.297001
2009-10-27,38.366001000000004
2009-10-28,39.682999
2009-10-29,39.34
2009-10-30,37.792
2009-11-02,37.544998
2009-11-03,38.304001
2009-11-04,38.637001
2009-11-05,39.623001
2009-11-06,40.973999
2009-11-09,42.587002000000005
2009-11-10,42.812
2009-11-11,43.050999
2009-11-12,42.715
2009-11-13,43.25
2009-11-16,43.832001
2009-11-17,44.150002
2009-11-18,43.512001
2009-11-19,42.800999
2009-11-20,42.758998999999996
2009-11-23,43.900002
2009-11-24,43.554001
2009-11-25,44.217999
2009-11-27,43.972
2009-11-30,43.374001
2009-12-01,43.555
2009-12-02,43.472
2009-12-03,42.789001
2009-12-04,42.532001
2009-12-07,42.099998
2009-12-08,41.883998999999996
2009-12-09,42.646
2009-12-10,42.231998
2009-12-11,41.810001
2009-12-14,42.451
2009-12-15,42.400002
2009-12-16,42.625999
2009-12-17,41.584
2009-12-18,41.439999
2009-12-21,40.737999
2009-12-22,39.881001
2009-12-23,41.419998
2009-12-24,41.598999
2009-12-28,42.429001
2009-12-29,41.963001
2009-12-30,41.623001
2009-12-31,41.123001
2010-01-04,41.002998
2010-01-05,40.59
2010-01-06,41.25
2010-01-07,40.463001
2010-01-08,40.426998
2010-01-11,40.056999
2010-01-12,38.648998
2010-01-13,43.948002
2010-01-14,46.423
2010-01-15,46.768002
2010-01-19,44.084
2010-01-20,43.966999
2010-01-21,43.997002
2010-01-22,41.689999
2010-01-25,41.515999
2010-01-26,41.938
2010-01-27,42.436001
2010-01-28,41.785
2010-01-29,41.171001000000004
2010-02-01,42.568001
2010-02-02,42.618
2010-02-03,44.978001
2010-02-04,44.085999
2010-02-05,44.880001
2010-02-08,44.323002
2010-02-09,43.500999
2010-02-10,48.213001
2010-02-11,48.745998
2010-02-12,48.799999
2010-02-16,48.946999
2010-02-17,48.751999
2010-02-18,49.759997999999996
2010-02-19,50.014998999999996
2010-02-22,50.715
2010-02-23,50.169998
2010-02-24,50.547001
2010-02-25,50.887001
2010-02-26,51.868
2010-03-01,52.291
2010-03-02,51.888
2010-03-03,51.702
2010-03-04,52.377998
2010-03-05,52.075001
2010-03-08,53.432999
2010-03-09,53.91
2010-03-10,54.917
2010-03-11,55.41
2010-03-12,55.023998
2010-03-15,57.683997999999995
2010-03-16,57.316002000000005
2010-03-17,56.695
2010-03-18,56.466
2010-03-19,56.965
2010-03-22,57.972
2010-03-23,59.487999
2010-03-24,60.849998
2010-03-25,59.198002
2010-03-26,59.637001
2010-03-29,60.349998
2010-03-30,59.82
2010-03-31,59.700001
2010-04-01,60.0
2010-04-05,60.130001
2010-04-06,61.941002000000005
2010-04-07,61.773998
2010-04-08,61.985001000000004
2010-04-09,62.547001
2010-04-12,62.616001000000004
2010-04-13,62.666
2010-04-14,63.765999
2010-04-15,64.896004
2010-04-16,63.237
2010-04-19,61.349998
2010-04-20,63.584
2010-04-21,62.997002
2010-04-22,64.003998
2010-04-23,64.57599599999999
2010-04-26,64.084999
2010-04-27,62.011002000000005
2010-04-28,62.138
2010-04-29,70.987
2010-04-30,68.896004
2010-05-03,70.899002
2010-05-04,69.300003
2010-05-05,68.95300300000001
2010-05-06,66.802002
2010-05-07,63.949001
2010-05-10,69.477997
2010-05-11,71.417
2010-05-12,78.209999
2010-05-13,75.639999
2010-05-14,73.980003
2010-05-17,73.18
2010-05-18,71.57
2010-05-19,70.129997
2010-05-20,67.58000200000001
2010-05-21,70.849998
2010-05-24,71.0
2010-05-25,69.08000200000001
2010-05-26,67.589996
2010-05-27,73.5
2010-05-28,73.209999
2010-06-01,73.559998
