Date,IPMLF
2013-01-29,13.199
2013-01-30,13.28
2013-01-31,13.4562
2013-02-01,13.4562
2013-02-04,13.299
2013-02-05,13.299
2013-02-06,13.888
2013-02-07,13.843
2013-02-08,13.98
2013-02-11,13.98
2013-02-12,14.0963
2013-02-13,13.93
2013-02-14,13.986
2013-02-15,13.986
2013-02-19,13.74
2013-02-20,13.6
2013-02-21,13.6
2013-02-22,13.75
2013-02-25,13.833
2013-02-26,13.57
2013-02-27,13.51
2013-02-28,13.527
2013-03-01,13.6
2013-03-04,13.52
2013-03-05,13.52
2013-03-06,13.52
2013-03-07,13.58
2013-03-08,13.68
2013-03-11,13.68
2013-03-12,13.68
2013-03-13,13.68
2013-03-14,13.56
2013-03-15,13.6723
2013-03-18,13.6723
2013-03-19,13.49
2013-03-20,13.6996
2013-03-21,13.6
2013-03-22,13.6
2013-03-25,13.836
2013-03-26,13.836
2013-03-27,13.836
2013-03-28,14.59
2013-04-01,14.59
2013-04-02,14.59
2013-04-03,14.59
2013-04-04,14.59
2013-04-05,13.07
2013-04-08,13.07
2013-04-09,13.07
2013-04-10,13.07
2013-04-11,13.3471
2013-04-12,13.3471
2013-04-15,13.3471
2013-04-16,11.44
2013-04-17,11.19
2013-04-18,11.0716
2013-04-19,11.0716
2013-04-22,11.49
2013-04-23,11.1006
2013-04-24,11.34
2013-04-25,11.91
2013-04-26,11.91
2013-04-29,11.86
2013-04-30,11.6277
2013-05-01,11.6802
2013-05-02,11.63
2013-05-03,11.62
2013-05-06,11.62
2013-05-07,11.62
2013-05-08,11.62
2013-05-09,11.339
2013-05-10,11.1318
2013-05-13,10.8668
2013-05-14,11.0169
2013-05-15,10.8112
2013-05-16,10.7034
2013-05-17,10.4912
2013-05-20,10.61
2013-05-21,10.548
2013-05-22,10.57
2013-05-23,10.3772
2013-05-24,10.621
2013-05-28,10.621
2013-05-29,10.55
2013-05-30,10.78
2013-05-31,10.6
2013-06-03,10.609
2013-06-04,10.703
2013-06-05,10.614
2013-06-06,10.614
2013-06-07,10.732
2013-06-10,10.8185
2013-06-11,10.737
2013-06-12,10.793
2013-06-13,10.801
2013-06-14,11.01
2013-06-17,11.01
2013-06-18,11.0
2013-06-19,10.93
2013-06-20,10.5534
2013-06-21,10.08
2013-06-24,9.809
2013-06-25,9.67
2013-06-26,9.67
2013-06-27,9.67
2013-06-28,9.927
2013-07-01,9.927
2013-07-02,10.05
2013-07-03,10.05
2013-07-05,9.98
2013-07-08,9.98
2013-07-09,9.98
2013-07-10,9.98
2013-07-11,10.03
2013-07-12,10.85
2013-07-15,10.68
2013-07-16,10.32
2013-07-17,10.56
2013-07-18,10.24
2013-07-19,10.17
2013-07-22,10.24
2013-07-23,10.5
2013-07-24,10.5
2013-07-25,10.5
2013-07-26,10.6
2013-07-29,10.5
2013-07-30,10.5
2013-07-31,10.5
2013-08-01,10.5
2013-08-02,10.5
2013-08-05,10.5
2013-08-06,9.774
2013-08-07,9.774
2013-08-08,10.08
2013-08-09,10.06
2013-08-12,10.11
2013-08-13,10.11
2013-08-14,10.11
2013-08-15,10.11
2013-08-16,11.54
2013-08-19,11.52
2013-08-20,10.991
2013-08-21,10.991
2013-08-22,10.838
2013-08-23,11.156
2013-08-26,11.85
2013-08-27,12.3
2013-08-28,12.136
2013-08-29,11.88
2013-08-30,12.036
2013-09-03,11.63
2013-09-04,11.367
2013-09-05,11.367
2013-09-06,11.367
2013-09-09,11.367
2013-09-10,11.24
2013-09-11,11.58
2013-09-12,11.58
2013-09-13,11.689
2013-09-16,11.689
2013-09-17,11.69
2013-09-18,11.99
2013-09-19,12.71
2013-09-20,12.124
2013-09-23,11.944
2013-09-24,11.944
2013-09-25,11.944
2013-09-26,11.944
2013-09-27,12.18
2013-09-30,11.86
2013-10-01,11.86
2013-10-02,12.17
2013-10-03,11.998
2013-10-04,11.998
2013-10-07,11.998
2013-10-08,11.497
2013-10-09,11.497
2013-10-10,11.497
2013-10-11,11.49
2013-10-14,11.49
2013-10-15,11.545
2013-10-16,11.545
2013-10-17,11.545
2013-10-18,11.98
2013-10-21,12.16
2013-10-22,12.331
2013-10-23,12.331
2013-10-24,12.331
2013-10-25,12.48
2013-10-28,12.48
2013-10-29,12.64
2013-10-30,12.46
2013-10-31,12.46
2013-11-01,12.547
2013-11-04,12.59
2013-11-05,12.658
2013-11-06,12.658
2013-11-07,12.662
2013-11-08,12.542
2013-11-11,12.616
2013-11-12,12.72
2013-11-13,12.8
2013-11-14,13.533
2013-11-15,13.533
2013-11-18,13.7
2013-11-19,13.662
2013-11-20,13.662
2013-11-21,13.648
2013-11-22,13.648
2013-11-25,13.648
2013-11-26,13.531
2013-11-27,13.531
2013-11-29,13.594
2013-12-02,13.594
2013-12-03,13.48
2013-12-04,13.48
2013-12-05,13.777
2013-12-06,13.777
2013-12-09,13.777
2013-12-10,13.777
2013-12-11,13.777
2013-12-12,13.94
2013-12-13,13.94
2013-12-16,14.049
2013-12-17,14.049
2013-12-18,14.049
2013-12-19,13.743
2013-12-20,13.87
2013-12-23,13.62
2013-12-24,13.62
2013-12-26,13.62
2013-12-27,13.62
2013-12-30,14.949
2013-12-31,14.949
2014-01-02,14.949
2014-01-03,14.949
2014-01-06,14.937
2014-01-07,14.678
2014-01-08,14.36
2014-01-09,14.115
2014-01-10,14.115
2014-01-13,14.09
2014-01-14,13.93
2014-01-15,13.93
2014-01-16,14.19
2014-01-17,14.88
2014-01-21,15.09
2014-01-22,15.09
2014-01-23,14.93
2014-01-24,14.93
2014-01-27,14.93
2014-01-28,14.992
2014-01-29,14.992
2014-01-30,15.1
2014-01-31,15.04
2014-02-03,15.04
2014-02-04,15.086
2014-02-05,15.086
2014-02-06,15.02
2014-02-07,15.56
2014-02-10,15.56
2014-02-11,15.56
2014-02-12,16.559998999999998
2014-02-13,16.559998999999998
2014-02-14,16.41
2014-02-18,16.540001
2014-02-19,16.540001
2014-02-20,16.200001
2014-02-21,16.200001
2014-02-24,16.49
2014-02-25,16.639999
2014-02-26,16.139999
2014-02-27,15.9
2014-02-28,16.073
2014-03-03,16.01
2014-03-04,15.98
2014-03-05,15.53
2014-03-06,15.37
2014-03-07,15.17
2014-03-10,15.17
2014-03-11,14.18
2014-03-12,14.18
2014-03-13,14.582
2014-03-14,14.515
2014-03-17,14.501
2014-03-18,14.27
2014-03-19,12.769
2014-03-20,13.19
2014-03-21,13.37
2014-03-24,13.12
2014-03-25,13.309
2014-03-26,13.079
2014-03-27,12.875
2014-03-28,12.86
2014-03-31,12.88
2014-04-01,12.804
2014-04-02,12.881
2014-04-03,12.881
2014-04-04,12.94
2014-04-07,12.964
2014-04-08,13.122
2014-04-09,13.249
2014-04-10,13.249
2014-04-11,13.249
2014-04-14,13.01
2014-04-15,12.07
2014-04-16,12.57
2014-04-17,12.974
2014-04-21,13.31
2014-04-22,13.31
2014-04-23,13.31
2014-04-24,13.05
2014-04-25,12.941
2014-04-28,12.941
2014-04-29,12.941
2014-04-30,12.941
2014-05-01,12.941
2014-05-02,12.51
2014-05-05,12.573
2014-05-06,12.52
2014-05-07,12.682
2014-05-08,12.682
2014-05-09,12.682
2014-05-12,12.9
2014-05-13,12.9
2014-05-14,12.9
2014-05-15,12.652
2014-05-16,12.652
2014-05-19,12.73
2014-05-20,12.42
2014-05-21,12.42
2014-05-22,12.42
2014-05-23,13.14
2014-05-27,13.15
2014-05-28,13.252
2014-05-29,13.71
2014-05-30,13.834
2014-06-02,14.001
2014-06-03,14.13
2014-06-04,14.014
2014-06-05,14.014
2014-06-06,14.098
2014-06-09,13.74
2014-06-10,13.74
2014-06-11,13.79
2014-06-12,13.79
2014-06-13,13.79
2014-06-16,13.79
2014-06-17,13.745
2014-06-18,13.93
2014-06-19,14.58
2014-06-20,14.419
2014-06-23,14.46
2014-06-24,14.46
2014-06-25,14.46
2014-06-26,14.2478
2014-06-27,14.248
2014-06-30,14.4
2014-07-01,14.8
2014-07-02,14.65
2014-07-03,14.86
2014-07-07,14.86
2014-07-08,15.459
2014-07-09,15.99
2014-07-10,15.953
2014-07-11,15.842
2014-07-14,15.41
2014-07-15,15.23
2014-07-16,15.23
2014-07-17,15.44
2014-07-18,15.44
2014-07-21,15.35
2014-07-22,15.53
2014-07-23,15.74
2014-07-24,15.74
2014-07-25,15.74
2014-07-28,15.302
2014-07-29,15.547
2014-07-30,15.46
2014-07-31,15.46
2014-08-01,15.46
2014-08-04,15.46
2014-08-05,8.942
2014-08-06,9.22
2014-08-07,8.86
2014-08-08,9.44
2014-08-11,9.49
2014-08-12,9.0
2014-08-13,8.68
2014-08-14,7.99
2014-08-15,9.256
2014-08-18,9.33
2014-08-19,8.74
2014-08-20,8.28
2014-08-21,8.3
2014-08-22,8.18
2014-08-25,8.079
2014-08-26,8.17
2014-08-27,8.17
2014-08-28,8.17
2014-08-29,8.277
2014-09-02,8.2
2014-09-03,8.27
2014-09-04,8.65
2014-09-05,8.44
2014-09-08,8.472
2014-09-09,8.927
2014-09-10,9.16
2014-09-11,8.894
2014-09-12,8.91
2014-09-15,8.876
2014-09-16,8.82
2014-09-17,8.9
2014-09-18,9.081
2014-09-19,9.094
2014-09-22,8.27
2014-09-23,8.174
2014-09-24,8.04
2014-09-25,7.942
2014-09-26,7.94
2014-09-29,7.878
2014-09-30,7.73
2014-10-01,7.73
2014-10-02,7.73
2014-10-03,7.59
2014-10-06,7.59
2014-10-07,7.59
2014-10-08,7.27
2014-10-09,7.333
2014-10-10,7.37
2014-10-13,7.17
2014-10-14,7.185
2014-10-15,7.521
2014-10-16,7.819
2014-10-17,7.752
2014-10-20,7.298
2014-10-21,7.91
2014-10-22,7.845
2014-10-23,7.845
2014-10-24,7.845
2014-10-27,8.07
2014-10-28,8.6
2014-10-29,8.72
2014-10-30,8.5
2014-10-31,8.5
2014-11-03,8.65
2014-11-04,8.65
2014-11-05,8.1
2014-11-06,7.795
2014-11-07,7.85
2014-11-10,7.85
2014-11-11,7.743
2014-11-12,7.856
2014-11-13,7.856
2014-11-14,7.883
2014-11-17,7.985
2014-11-18,8.25
2014-11-19,7.95
2014-11-20,7.97
2014-11-21,8.026
2014-11-24,8.137
2014-11-25,8.137
2014-11-26,8.03
2014-11-28,7.89
2014-12-01,7.778
2014-12-02,7.495
2014-12-03,7.77
2014-12-04,7.77
2014-12-05,7.77
2014-12-08,7.25
2014-12-09,7.068
2014-12-10,7.107
2014-12-11,7.09
2014-12-12,7.09
2014-12-15,6.7
2014-12-16,6.84
2014-12-17,7.51
2014-12-18,7.76
2014-12-19,8.048
2014-12-22,8.048
2014-12-23,8.2
2014-12-24,8.283
2014-12-26,8.283
2014-12-29,8.283
2014-12-30,8.509
2014-12-31,8.452
2015-01-02,8.47
2015-01-05,8.0
2015-01-06,7.874
2015-01-07,7.906
2015-01-08,7.853
2015-01-09,8.067
2015-01-12,8.01
2015-01-13,7.96
2015-01-14,7.42
2015-01-15,7.42
2015-01-16,7.56
2015-01-20,7.56
2015-01-21,7.56
2015-01-22,7.494
2015-01-23,7.108
2015-01-26,7.101
2015-01-27,6.98
2015-01-28,6.78
2015-01-29,6.65
2015-01-30,7.19
2015-02-02,7.19
2015-02-03,7.45
2015-02-04,7.22
2015-02-05,7.22
2015-02-06,7.22
2015-02-09,7.22
2015-02-10,7.198
2015-02-11,7.352
2015-02-12,7.39
2015-02-13,7.764
2015-02-17,7.832
2015-02-18,8.0
2015-02-19,7.895
2015-02-20,7.895
2015-02-23,7.943
2015-02-24,7.943
2015-02-25,7.868
2015-02-26,8.5
2015-02-27,9.2
2015-03-02,9.777
2015-03-03,11.0
2015-03-04,10.64
2015-03-05,10.356
2015-03-06,9.8
2015-03-09,9.337
2015-03-10,9.05
2015-03-11,9.359
2015-03-12,9.359
2015-03-13,8.75
2015-03-16,8.85
2015-03-17,8.85
2015-03-18,9.362
2015-03-19,9.362
2015-03-20,9.362
2015-03-23,9.362
2015-03-24,9.8
2015-03-25,10.088
2015-03-26,10.088
2015-03-27,10.088
2015-03-30,9.48
2015-03-31,9.48
2015-04-01,9.8
2015-04-02,9.96
2015-04-06,9.96
2015-04-07,10.39
2015-04-08,10.39
2015-04-09,10.296
2015-04-10,10.296
2015-04-13,10.48
2015-04-14,10.48
2015-04-15,10.65
2015-04-16,10.642
2015-04-17,10.731
2015-04-20,10.72
2015-04-21,10.677
2015-04-22,10.677
2015-04-23,10.55
2015-04-24,10.75
2015-04-27,10.657
2015-04-28,10.657
2015-04-29,10.8
2015-04-30,10.86
2015-05-01,10.81
2015-05-04,10.797
2015-05-05,10.88
2015-05-06,10.78
2015-05-07,10.55
2015-05-08,10.72
2015-05-11,10.72
2015-05-12,10.65
2015-05-13,10.333
2015-05-14,10.45
2015-05-15,10.35
2015-05-18,10.4
2015-05-19,9.76
2015-05-20,8.998
2015-05-21,8.65
2015-05-22,8.65
2015-05-26,8.65
2015-05-27,8.65
2015-05-28,8.02
2015-05-29,7.95
2015-06-01,7.95
2015-06-02,8.05
2015-06-03,7.99
2015-06-04,7.96
2015-06-05,8.012
2015-06-08,7.98
2015-06-09,7.953
2015-06-10,7.936
2015-06-11,7.75
2015-06-12,7.575
2015-06-15,7.0
2015-06-16,7.27
2015-06-17,7.97
2015-06-18,8.0
2015-06-19,7.99
2015-06-22,7.99
2015-06-23,7.84
2015-06-24,8.65
2015-06-25,8.65
2015-06-26,8.7
2015-06-29,8.7
2015-06-30,8.417
2015-07-01,8.417
2015-07-02,8.417
2015-07-06,8.01
2015-07-07,8.01
2015-07-08,6.92
2015-07-09,7.54
2015-07-10,7.54
2015-07-13,7.54
2015-07-14,7.3
2015-07-15,7.3
2015-07-16,7.18
2015-07-17,6.92
2015-07-20,6.92
2015-07-21,6.7
2015-07-22,6.7
2015-07-23,6.643
2015-07-24,6.643
2015-07-27,5.993
2015-07-28,5.993
2015-07-29,5.993
2015-07-30,6.05
2015-07-31,6.05
2015-08-03,6.05
2015-08-04,5.953
2015-08-05,6.05
2015-08-06,6.03
2015-08-07,6.05
2015-08-10,6.17
2015-08-11,6.068
2015-08-12,6.068
2015-08-13,6.068
2015-08-14,6.11
2015-08-17,6.08
2015-08-18,6.1
2015-08-19,6.1
2015-08-20,5.8
2015-08-21,5.881
2015-08-24,5.54
2015-08-25,5.72
2015-08-26,5.72
2015-08-27,5.75
2015-08-28,5.95
2015-08-31,6.38
2015-09-01,6.08
2015-09-02,6.026
2015-09-03,6.245
2015-09-04,6.15
2015-09-08,6.28
2015-09-09,6.152
2015-09-10,5.8
2015-09-11,5.73
2015-09-14,5.644
2015-09-15,5.57
2015-09-16,5.72
2015-09-17,5.72
2015-09-18,5.72
2015-09-21,5.8
2015-09-22,5.61
2015-09-23,5.61
2015-09-24,5.54
2015-09-25,5.54
2015-09-28,4.739
2015-09-29,4.57
2015-09-30,4.67
2015-10-01,4.8
2015-10-02,4.8
2015-10-05,4.96
2015-10-06,5.54
2015-10-07,5.81
2015-10-08,5.79
2015-10-09,6.15
2015-10-12,6.45
2015-10-13,6.45
2015-10-14,6.23
2015-10-15,6.1
2015-10-16,6.1
2015-10-19,6.091
2015-10-20,6.091
2015-10-21,6.091
2015-10-22,6.091
2015-10-23,6.004
2015-10-26,5.97
2015-10-27,5.97
2015-10-28,6.06
2015-10-29,5.83
2015-10-30,6.01
2015-11-02,5.98
2015-11-03,6.03
2015-11-04,6.0415
2015-11-05,6.11
2015-11-06,6.1
2015-11-09,6.1
2015-11-10,5.81
2015-11-11,5.81
2015-11-12,5.11
2015-11-13,4.9403
2015-11-16,5.3274
2015-11-17,5.32
2015-11-18,5.4039
2015-11-19,5.4039
2015-11-20,5.4039
2015-11-23,5.54
2015-11-24,5.07
2015-11-25,5.42
2015-11-27,5.42
2015-11-30,5.42
2015-12-01,5.12
2015-12-02,5.0796
2015-12-03,5.2
2015-12-04,5.15
2015-12-07,5.15
2015-12-08,4.8149
2015-12-09,4.8149
2015-12-10,4.706
2015-12-11,4.54
2015-12-14,4.43
2015-12-15,4.27
2015-12-16,4.11
2015-12-17,3.79
2015-12-18,3.5833
2015-12-21,3.52
2015-12-22,3.7
2015-12-23,4.38
2015-12-24,4.38
2015-12-28,4.61
2015-12-29,4.74
2015-12-30,4.88
2015-12-31,4.8382
2016-01-04,4.7
2016-01-05,4.69
2016-01-06,4.2183
2016-01-07,3.66
2016-01-08,3.71
2016-01-11,3.71
2016-01-12,4.0
2016-01-13,3.58
2016-01-14,3.58
2016-01-15,3.35
2016-01-19,3.09
2016-01-20,3.17
2016-01-21,3.35
2016-01-22,3.35
2016-01-25,3.35
2016-01-26,3.3483
2016-01-27,3.2034
2016-01-28,3.2034
2016-01-29,3.2923
2016-02-01,3.2923
2016-02-02,3.2123
2016-02-03,3.17
2016-02-04,3.3
2016-02-05,3.52
2016-02-08,3.5949
2016-02-09,3.24
2016-02-10,3.05
2016-02-11,2.845
2016-02-12,3.06
2016-02-16,3.1
2016-02-17,3.49
2016-02-18,3.7527
2016-02-19,3.74
2016-02-22,4.0078
2016-02-23,3.71
2016-02-24,3.72
2016-02-25,3.72
2016-02-26,3.9302
2016-02-29,3.9302
2016-03-01,3.9302
2016-03-02,3.8775
2016-03-03,3.9
2016-03-04,4.06
2016-03-07,4.15
2016-03-08,4.15
2016-03-09,3.9
2016-03-10,3.9
2016-03-11,3.95
2016-03-14,4.03
2016-03-15,3.799
2016-03-16,3.6385
2016-03-17,3.82
2016-03-18,3.75
2016-03-21,3.64
2016-03-22,3.66
2016-03-23,3.4531
2016-03-24,3.4504
2016-03-28,3.3864
2016-03-29,3.3784
2016-03-30,3.3784
2016-03-31,3.21
2016-04-01,3.21
2016-04-04,3.0978
2016-04-05,3.13
2016-04-06,3.1013
2016-04-07,3.0575
2016-04-08,3.19
2016-04-11,3.13
2016-04-12,3.4961
2016-04-13,3.57
2016-04-14,3.6
2016-04-15,3.6
2016-04-18,3.3675
2016-04-19,3.7007
2016-04-20,3.9
2016-04-21,3.7
2016-04-22,3.81
2016-04-25,3.7
2016-04-26,3.7
2016-04-27,3.74
2016-04-28,4.2
2016-04-29,4.833
2016-05-02,4.569
2016-05-03,4.51
2016-05-04,4.2769
2016-05-05,4.15
2016-05-06,4.0389
2016-05-09,3.8234
2016-05-10,3.9053
2016-05-11,4.0299
2016-05-12,4.12
2016-05-13,4.45
2016-05-16,4.6
2016-05-17,4.396
2016-05-18,4.2927
2016-05-19,4.2927
2016-05-20,4.5619
2016-05-23,4.56
2016-05-24,4.32
2016-05-25,4.4639
2016-05-26,4.2166
2016-05-27,4.29
2016-05-31,4.2103
2016-06-01,4.2395
2016-06-02,4.19
2016-06-03,4.42
2016-06-06,4.8121
2016-06-07,4.82
2016-06-08,4.9
2016-06-09,4.91
2016-06-10,4.652
2016-06-13,4.35
2016-06-14,4.28
2016-06-15,4.28
2016-06-16,4.28
2016-06-17,4.381
2016-06-20,4.42
2016-06-21,4.41
2016-06-22,4.41
2016-06-23,4.43
2016-06-24,4.6044
2016-06-27,4.5573
2016-06-28,4.73
2016-06-29,4.7947
2016-06-30,4.7947
2016-07-01,4.71
2016-07-05,5.16
2016-07-06,5.18
2016-07-07,5.3377
2016-07-08,5.3377
2016-07-11,5.4963
2016-07-12,5.6
2016-07-13,5.5673
2016-07-14,5.6558
2016-07-15,5.619
2016-07-18,5.53
2016-07-19,5.484
2016-07-20,5.53
2016-07-21,5.5479
2016-07-22,5.61
2016-07-25,5.61
2016-07-26,5.56
2016-07-27,5.6262
2016-07-28,5.65
2016-07-29,5.78
2016-08-01,5.78
2016-08-02,5.93
2016-08-03,5.93
2016-08-04,5.9885
2016-08-05,5.8
2016-08-08,5.822
2016-08-09,5.822
2016-08-10,5.7
2016-08-11,5.78
2016-08-12,5.5464
2016-08-15,5.1424
2016-08-16,5.16
2016-08-17,5.0
2016-08-18,5.4906
2016-08-19,5.43
2016-08-22,5.43
2016-08-23,5.43
2016-08-24,5.18
2016-08-25,5.2202
2016-08-26,5.27
2016-08-29,5.27
2016-08-30,5.24
2016-08-31,4.9663
2016-09-01,4.93
2016-09-02,5.08
2016-09-06,5.08
2016-09-07,5.24
2016-09-08,5.24
2016-09-09,5.1948
2016-09-12,4.9
2016-09-13,4.9
2016-09-14,5.07
2016-09-15,4.95
2016-09-16,4.9063
2016-09-19,4.8
2016-09-20,4.8
2016-09-21,4.8
2016-09-22,4.9481
2016-09-23,4.6186
2016-09-26,4.6186
2016-09-27,4.3704
2016-09-28,4.45
2016-09-29,4.45
2016-09-30,4.6314
2016-10-03,4.6314
2016-10-04,4.6314
2016-10-05,4.6314
2016-10-06,4.6314
2016-10-07,4.6314
2016-10-10,4.19
2016-10-11,4.19
2016-10-12,4.45
2016-10-13,4.45
2016-10-14,4.45
2016-10-17,4.45
2016-10-18,4.28
2016-10-19,4.418
2016-10-20,4.3504
2016-10-21,4.4555
2016-10-24,4.4016
2016-10-25,4.34
2016-10-26,4.25
2016-10-27,3.7473
2016-10-28,3.7
2016-10-31,3.7699
2016-11-01,3.7999
2016-11-02,3.8091
2016-11-03,3.8091
2016-11-04,3.77
2016-11-07,3.5898
2016-11-08,3.9337
2016-11-09,4.2299
2016-11-10,4.4548
2016-11-11,4.322
2016-11-14,3.68
2016-11-15,3.8451
2016-11-16,4.089
2016-11-17,3.7733
2016-11-18,3.74
2016-11-21,3.9146
2016-11-22,3.75
2016-11-23,4.1272
2016-11-25,4.8169
2016-11-28,4.94
2016-11-29,4.58
2016-11-30,4.6614
2016-12-01,4.5006
2016-12-02,4.631
2016-12-05,4.839
2016-12-06,4.6166
2016-12-07,4.7141
2016-12-08,4.74
2016-12-09,4.7744
2016-12-12,4.83
2016-12-13,4.9054
2016-12-14,4.86
2016-12-15,4.769
2016-12-16,4.85
2016-12-19,4.45
2016-12-20,4.5377
2016-12-21,4.5041
2016-12-22,4.5
2016-12-23,4.44
2016-12-27,4.44
2016-12-28,4.31
2016-12-29,4.3769
2016-12-30,4.38
2017-01-03,4.605
2017-01-04,4.7834
2017-01-05,5.11
2017-01-06,5.011
2017-01-09,5.0991
2017-01-10,5.2324
2017-01-11,5.15
2017-01-12,5.15
2017-01-13,5.6
2017-01-17,5.86
2017-01-18,5.4345
2017-01-19,5.41
2017-01-20,5.1946
2017-01-23,5.39
2017-01-24,5.4969
2017-01-25,5.3703
2017-01-26,5.5
2017-01-27,5.4188
2017-01-30,5.079
2017-01-31,5.061
2017-02-01,5.22
2017-02-02,5.22
2017-02-03,4.9509
2017-02-06,4.82
2017-02-07,4.8934
2017-02-08,4.99
2017-02-09,4.8981
2017-02-10,5.3
2017-02-13,5.49
2017-02-14,5.4401
2017-02-15,5.1686
2017-02-16,5.14
2017-02-17,5.14
2017-02-21,5.159
2017-02-22,5.1078
2017-02-23,5.0715
2017-02-24,5.04
2017-02-27,4.829
2017-02-28,4.88
2017-03-01,4.9581
2017-03-02,4.85
2017-03-03,4.7851
2017-03-06,4.7851
2017-03-07,4.4903
2017-03-08,4.67
2017-03-09,4.2596
2017-03-10,4.4
2017-03-13,4.52
2017-03-14,4.52
2017-03-15,4.5181
2017-03-16,4.5181
2017-03-17,4.5181
2017-03-20,4.5007
2017-03-21,4.656
2017-03-22,4.656
2017-03-23,4.41
2017-03-24,4.5
2017-03-27,4.5
2017-03-28,4.591
2017-03-29,4.6523
2017-03-30,4.6909
2017-03-31,4.6909
2017-04-03,4.6909
2017-04-04,4.5808
2017-04-05,4.6468
2017-04-06,4.4981
2017-04-07,4.4981
2017-04-10,4.47
2017-04-11,4.5985
2017-04-12,4.6275
2017-04-13,4.6275
2017-04-17,4.57
2017-04-18,4.4732
2017-04-19,4.5215
2017-04-20,4.46
2017-04-21,4.46
2017-04-24,4.389
2017-04-25,4.42
2017-04-26,4.42
2017-04-27,4.42
2017-04-28,4.42
2017-05-01,4.42
2017-05-02,4.3465
2017-05-03,4.3465
2017-05-04,4.3465
2017-05-05,4.3465
2017-05-08,4.209
2017-05-09,4.189
2017-05-10,4.189
2017-05-11,4.166
2017-05-12,4.0609
2017-05-15,4.0756
2017-05-16,4.105
2017-05-17,3.9864
2017-05-18,3.9864
2017-05-19,3.84
2017-05-22,3.66
2017-05-23,3.865
2017-05-24,3.8706
2017-05-25,3.7814
2017-05-26,3.7653
2017-05-30,3.7901
2017-05-31,3.6303
2017-06-01,3.6303
2017-06-02,3.49
2017-06-05,3.4331
2017-06-06,3.4869
2017-06-07,3.4869
2017-06-08,3.5955
2017-06-09,3.9708
2017-06-12,3.9708
2017-06-13,3.8105
2017-06-14,3.712
2017-06-15,3.6102
2017-06-16,3.6058
2017-06-19,3.454
2017-06-20,3.4035
2017-06-21,3.302
2017-06-22,3.4057
2017-06-23,3.3577
2017-06-26,3.326
2017-06-27,3.5594
2017-06-28,3.6814
2017-06-29,3.6496
2017-06-30,3.6512
2017-07-03,3.49
2017-07-05,3.1495
2017-07-06,2.3097
2017-07-07,2.4505
2017-07-10,2.606
2017-07-11,2.62
2017-07-12,2.748
2017-07-13,2.7
2017-07-14,2.5
2017-07-17,2.5
2017-07-18,2.61
2017-07-19,2.61
2017-07-20,2.6342
