Date,DVA
1996-09-25,7.775
1996-09-26,7.775
1996-09-27,7.8
1996-09-30,8.0
1996-10-01,7.8
1996-10-02,8.125
1996-10-03,8.15
1996-10-04,8.6
1996-10-07,8.875
1996-10-08,9.0
1996-10-09,8.9
1996-10-10,8.95
1996-10-11,9.05
1996-10-14,9.225
1996-10-15,8.85
1996-10-16,8.575
1996-10-17,8.225
1996-10-18,8.35
1996-10-21,8.625
1996-10-22,8.7
1996-10-23,8.65
1996-10-24,8.575
1996-10-25,8.45
1996-10-28,8.375
1996-10-29,8.325
1996-10-30,7.925
1996-10-31,7.8
1996-11-01,7.8
1996-11-04,7.8
1996-11-05,7.8
1996-11-06,7.8
1996-11-07,7.8
1996-11-08,7.8
1996-11-11,7.25
1996-11-12,7.375
1996-11-13,7.4
1996-11-14,7.25
1996-11-15,7.0
1996-11-18,6.725
1996-11-19,7.25
1996-11-20,7.25
1996-11-21,6.95
1996-11-22,6.9
1996-11-25,6.85
1996-11-26,6.8
1996-11-27,6.85
1996-11-29,6.85
1996-12-02,6.875
1996-12-03,6.8
1996-12-04,6.85
1996-12-05,6.725
1996-12-06,6.8
1996-12-09,7.0
1996-12-10,6.95
1996-12-11,6.8
1996-12-12,6.6
1996-12-13,6.45
1996-12-16,6.45
1996-12-17,6.525
1996-12-18,6.6
1996-12-19,6.675
1996-12-20,6.95
1996-12-23,6.95
1996-12-24,6.95
1996-12-26,6.925
1996-12-27,6.8
1996-12-30,6.925
1996-12-31,7.25
1997-01-02,7.175
1997-01-03,7.1
1997-01-06,6.975
1997-01-07,6.95
1997-01-08,6.825
1997-01-09,6.475
1997-01-10,6.4
1997-01-13,6.55
1997-01-14,6.45
1997-01-15,6.625
1997-01-16,6.8
1997-01-17,6.8
1997-01-20,6.825
1997-01-21,6.85
1997-01-22,6.875
1997-01-23,6.725
1997-01-24,6.7
1997-01-27,6.65
1997-01-28,6.75
1997-01-29,7.0
1997-01-30,7.1
1997-01-31,7.325
1997-02-03,7.225
1997-02-04,6.975
1997-02-05,7.025
1997-02-06,7.05
1997-02-07,7.075
1997-02-10,7.075
1997-02-11,6.95
1997-02-12,6.95
1997-02-13,7.175
1997-02-14,7.2
1997-02-18,7.3
1997-02-19,7.25
1997-02-20,7.275
1997-02-21,7.3
1997-02-24,7.2
1997-02-25,7.275
1997-02-26,6.925
1997-02-27,6.925
1997-02-28,6.975
1997-03-03,6.975
1997-03-04,6.75
1997-03-05,6.8
1997-03-06,6.725
1997-03-07,6.725
1997-03-10,6.8
1997-03-11,6.75
1997-03-12,6.675
1997-03-13,6.575
1997-03-14,6.275
1997-03-17,6.15
1997-03-18,6.25
1997-03-19,6.375
1997-03-20,6.375
1997-03-21,6.35
1997-03-24,6.25
1997-03-25,6.125
1997-03-26,6.325
1997-03-27,6.25
1997-03-31,6.075
1997-04-01,6.15
1997-04-02,5.725
1997-04-03,5.625
1997-04-04,5.825
1997-04-07,5.975
1997-04-08,5.9
1997-04-09,5.925
1997-04-10,5.875
1997-04-11,5.775
1997-04-14,5.8
1997-04-15,6.0
1997-04-16,5.975
1997-04-17,5.925
1997-04-18,5.95
1997-04-21,6.075
1997-04-22,6.075
1997-04-23,6.125
1997-04-24,6.25
1997-04-25,6.425
1997-04-28,6.425
1997-04-29,6.525
1997-04-30,6.425
1997-05-01,6.55
1997-05-02,6.8
1997-05-05,7.275
1997-05-06,7.1
1997-05-07,7.0
1997-05-08,7.325
1997-05-09,7.2
1997-05-12,7.15
1997-05-13,7.25
1997-05-14,7.25
1997-05-15,6.9
1997-05-16,6.85
1997-05-19,6.8
1997-05-20,6.625
1997-05-21,6.825
1997-05-22,6.8
1997-05-23,7.0
1997-05-27,6.9
1997-05-28,6.95
1997-05-29,6.95
1997-05-30,7.2
1997-06-02,7.325
1997-06-03,7.6
1997-06-04,7.95
1997-06-05,7.925
1997-06-06,7.95
1997-06-09,7.875
1997-06-10,7.625
1997-06-11,7.9
1997-06-12,7.8
1997-06-13,7.8
1997-06-16,7.775
1997-06-17,7.425
1997-06-18,7.55
1997-06-19,7.5
1997-06-20,7.575
1997-06-23,7.675
1997-06-24,7.65
1997-06-25,7.725
1997-06-26,7.775
1997-06-27,7.725
1997-06-30,8.0375
1997-07-01,8.225
1997-07-02,8.325
1997-07-03,8.5
1997-07-07,8.525
1997-07-08,8.5125
1997-07-09,8.45
1997-07-10,8.3875
1997-07-11,8.525
1997-07-14,8.475
1997-07-15,8.5375
1997-07-16,8.4375
1997-07-17,8.425
1997-07-18,8.475
1997-07-21,8.225
1997-07-22,8.0125
1997-07-23,8.05
1997-07-24,7.725
1997-07-25,7.6
1997-07-28,7.5
1997-07-29,7.275
1997-07-30,7.7
1997-07-31,8.25
1997-08-01,8.5375
1997-08-04,8.8625
1997-08-05,9.0375
1997-08-06,9.2625
1997-08-07,9.4
1997-08-08,9.0625
1997-08-11,9.0
1997-08-12,8.4875
1997-08-13,8.6875
1997-08-14,8.7875
1997-08-15,8.6625
1997-08-18,8.5625
1997-08-19,8.55
1997-08-20,8.675
1997-08-21,8.55
1997-08-22,8.475
1997-08-25,8.7375
1997-08-26,8.725
1997-08-27,9.3625
1997-08-28,9.3875
1997-08-29,9.15
1997-09-02,9.175
1997-09-03,9.3
1997-09-04,9.45
1997-09-05,9.45
1997-09-08,9.4875
1997-09-09,9.5
1997-09-10,9.4
1997-09-11,9.3
1997-09-12,9.5
1997-09-15,9.4
1997-09-16,9.65
1997-09-17,9.425
1997-09-18,9.475
1997-09-19,9.625
1997-09-22,10.025
1997-09-23,9.9125
1997-09-24,9.725
1997-09-25,9.775
1997-09-26,9.7875
1997-09-29,9.7875
1997-09-30,10.0
1997-10-01,10.2
1997-10-02,10.1375
1997-10-03,9.6
1997-10-06,9.6875
1997-10-07,9.9125
1997-10-08,9.9375
1997-10-09,9.825
1997-10-10,9.775
1997-10-13,10.0
1997-10-14,10.2625
1997-10-15,10.4625
1997-10-16,10.225
1997-10-17,10.2375
1997-10-20,10.3875
1997-10-21,10.8125
1997-10-22,10.770833
1997-10-23,10.4375
1997-10-24,10.625
1997-10-27,9.666667
1997-10-28,9.729167
1997-10-29,10.520833
1997-10-30,9.916667
1997-10-31,10.270833
1997-11-03,11.145833
1997-11-04,10.833333
1997-11-05,10.729167
1997-11-06,10.75
1997-11-07,10.083333
1997-11-10,10.208333
1997-11-11,10.416667
1997-11-12,9.604167
1997-11-13,9.875
1997-11-14,10.375
1997-11-17,10.416667
1997-11-18,10.375
1997-11-19,9.270833
1997-11-20,9.375
1997-11-21,9.5
1997-11-24,9.083333
1997-11-25,8.354167
1997-11-26,8.541667
1997-11-28,8.625
1997-12-01,8.458333
1997-12-02,8.395833
1997-12-03,8.4375
1997-12-04,8.541667
1997-12-05,9.208333
1997-12-08,9.0625
1997-12-09,9.291667
1997-12-10,9.208333
1997-12-11,9.125
1997-12-12,9.270833
1997-12-15,9.25
1997-12-16,9.3125
1997-12-17,9.3125
1997-12-18,9.25
1997-12-19,9.1875
1997-12-22,9.041667
1997-12-23,9.083333
1997-12-24,9.104167
1997-12-26,9.1875
1997-12-29,9.166667
1997-12-30,9.229167
1997-12-31,9.166667
1998-01-02,9.041667
1998-01-05,9.0
1998-01-06,8.916667
1998-01-07,8.6875
1998-01-08,8.416667
1998-01-09,8.166667
1998-01-12,7.9166669999999995
1998-01-13,8.125
1998-01-14,8.291667
1998-01-15,8.291667
1998-01-16,8.3125
1998-01-20,8.333333
1998-01-21,8.3125
1998-01-22,8.291667
1998-01-23,8.270833
1998-01-26,8.0
1998-01-27,7.75
1998-01-28,7.625
1998-01-29,8.104167
1998-01-30,8.125
1998-02-02,8.666667
1998-02-03,9.583333
1998-02-04,9.916667
1998-02-05,9.6875
1998-02-06,9.708333
1998-02-09,9.708333
1998-02-10,9.645833
1998-02-11,9.666667
1998-02-12,9.666667
1998-02-13,9.9375
1998-02-17,9.8125
1998-02-18,9.916667
1998-02-19,9.875
1998-02-20,10.333333
1998-02-23,10.375
1998-02-24,10.25
1998-02-25,10.1875
1998-02-26,10.375
1998-02-27,10.729167
1998-03-02,11.208333
1998-03-03,11.541667
1998-03-04,10.895833
1998-03-05,10.770833
1998-03-06,10.770833
1998-03-09,10.958333
1998-03-10,11.0
1998-03-11,11.020833
1998-03-12,11.708333
1998-03-13,11.833333
1998-03-16,11.895833
1998-03-17,11.520833
1998-03-18,11.125
1998-03-19,11.333333
1998-03-20,11.125
1998-03-23,11.083333
1998-03-24,11.375
1998-03-25,11.125
1998-03-26,11.020833
1998-03-27,10.833333
1998-03-30,10.729167
1998-03-31,11.104167
1998-04-01,10.8125
1998-04-02,11.125
1998-04-03,11.041667
1998-04-06,10.666667
1998-04-07,10.5
1998-04-08,10.375
1998-04-09,10.625
1998-04-13,10.791667
1998-04-14,10.708333
1998-04-15,10.729167
1998-04-16,10.770833
1998-04-17,10.770833
1998-04-20,10.520833
1998-04-21,10.625
1998-04-22,10.354167
1998-04-23,10.354167
1998-04-24,10.166667
1998-04-27,10.208333
1998-04-28,10.104167
1998-04-29,10.270833
1998-04-30,11.041667
1998-05-01,10.895833
1998-05-04,11.020833
1998-05-05,11.0
1998-05-06,10.854167
1998-05-07,10.8125
1998-05-08,10.625
1998-05-11,10.270833
1998-05-12,10.104167
1998-05-13,10.520833
1998-05-14,10.541667
1998-05-15,10.333333
1998-05-18,10.208333
1998-05-19,10.291667
1998-05-20,10.1875
1998-05-21,10.583333
1998-05-22,10.6875
1998-05-26,10.541667
1998-05-27,10.395833
1998-05-28,10.229167
1998-05-29,10.229167
1998-06-01,10.208333
1998-06-02,10.208333
1998-06-03,10.4375
1998-06-04,10.4375
1998-06-05,10.625
1998-06-08,10.916667
1998-06-09,11.0
1998-06-10,10.958333
1998-06-11,10.666667
1998-06-12,11.020833
1998-06-15,11.0
1998-06-16,11.020833
1998-06-17,11.145833
1998-06-18,10.958333
1998-06-19,10.958333
1998-06-22,11.166667
1998-06-23,11.645833
1998-06-24,12.041667
1998-06-25,11.791667
1998-06-26,11.791667
1998-06-29,11.791667
1998-06-30,11.5
1998-07-01,11.166667
1998-07-02,11.354167
1998-07-06,11.666667
1998-07-07,11.25
1998-07-08,11.145833
1998-07-09,11.166667
1998-07-10,10.979167
1998-07-13,10.604167
1998-07-14,10.958333
1998-07-15,11.041667
1998-07-16,11.145833
1998-07-17,11.0
1998-07-20,11.270833
1998-07-21,11.145833
1998-07-22,11.020833
1998-07-23,10.645833
1998-07-24,10.458333
1998-07-27,10.375
1998-07-28,10.5
1998-07-29,10.770833
1998-07-30,10.541667
1998-07-31,10.145833
1998-08-03,9.875
1998-08-04,8.291667
1998-08-05,8.5
1998-08-06,8.229167
1998-08-07,8.833333
1998-08-10,8.583333
1998-08-11,8.4375
1998-08-12,8.833333
1998-08-13,8.604167
1998-08-14,8.6875
1998-08-17,8.645833
1998-08-18,8.645833
1998-08-19,8.333333
1998-08-20,8.0
1998-08-21,7.8958330000000005
1998-08-24,7.4166669999999995
1998-08-25,7.1041669999999995
1998-08-26,6.75
1998-08-27,6.3958330000000005
1998-08-28,6.5
1998-08-31,6.3333330000000005
1998-09-01,6.625
1998-09-02,6.6666669999999995
1998-09-03,7.0
1998-09-04,7.6458330000000005
1998-09-08,8.145833
1998-09-09,8.166667
1998-09-10,7.7916669999999995
1998-09-11,7.9166669999999995
1998-09-14,7.6458330000000005
1998-09-15,7.7291669999999995
1998-09-16,8.041667
1998-09-17,8.0
1998-09-18,8.354167
1998-09-21,8.5
1998-09-22,8.645833
1998-09-23,9.229167
1998-09-24,9.375
1998-09-25,9.020833
1998-09-28,9.020833
1998-09-29,8.541667
1998-09-30,8.0
1998-10-01,7.0208330000000005
1998-10-02,6.5
1998-10-05,6.7291669999999995
1998-10-06,7.1458330000000005
1998-10-07,7.3333330000000005
1998-10-08,7.5833330000000005
1998-10-09,7.3333330000000005
1998-10-12,7.2291669999999995
1998-10-13,7.3125
1998-10-14,7.3125
1998-10-15,7.2916669999999995
1998-10-16,7.9375
1998-10-19,8.041667
1998-10-20,8.25
1998-10-21,7.9375
1998-10-22,7.7291669999999995
1998-10-23,7.4166669999999995
1998-10-26,7.2708330000000005
1998-10-27,7.7916669999999995
1998-10-28,7.8958330000000005
1998-10-29,8.0
1998-10-30,8.166667
1998-11-02,8.25
1998-11-03,8.875
1998-11-04,9.916667
1998-11-05,9.75
1998-11-06,10.0625
1998-11-09,9.145833
1998-11-10,9.479167
1998-11-11,8.854167
1998-11-12,8.75
1998-11-13,8.9375
1998-11-16,9.125
1998-11-17,8.958333
1998-11-18,8.979167
1998-11-19,9.166667
1998-11-20,9.041667
1998-11-23,8.75
1998-11-24,8.833333
1998-11-25,8.770833
1998-11-27,8.875
1998-11-30,8.854167
1998-12-01,8.770833
1998-12-02,8.666667
1998-12-03,8.354167
1998-12-04,8.6875
1998-12-07,8.9375
1998-12-08,8.729167
1998-12-09,8.416667
1998-12-10,8.270833
1998-12-11,8.083333
1998-12-14,7.4791669999999995
1998-12-15,7.5833330000000005
1998-12-16,7.6041669999999995
1998-12-17,8.083333
1998-12-18,7.9791669999999995
1998-12-21,8.25
1998-12-22,8.354167
1998-12-23,8.270833
1998-12-24,8.708333
1998-12-28,9.125
1998-12-29,9.020833
1998-12-30,9.4375
1998-12-31,9.854167
1999-01-04,9.333333
1999-01-05,8.979167
1999-01-06,8.354167
1999-01-07,8.604167
1999-01-08,8.5625
1999-01-11,8.208333
1999-01-12,8.3125
1999-01-13,8.458333
1999-01-14,8.291667
1999-01-15,8.5
1999-01-19,8.3125
1999-01-20,8.0
1999-01-21,7.8333330000000005
1999-01-22,8.166667
1999-01-25,7.8125
1999-01-26,7.625
1999-01-27,7.5833330000000005
1999-01-28,7.4583330000000005
1999-01-29,7.7708330000000005
1999-02-01,8.041667
1999-02-02,8.0
1999-02-03,8.166667
1999-02-04,7.9375
1999-02-05,7.5833330000000005
1999-02-08,7.5
1999-02-09,7.4166669999999995
1999-02-10,7.1666669999999995
1999-02-11,7.125
1999-02-12,6.5833330000000005
1999-02-16,6.875
1999-02-17,7.0
1999-02-18,2.916667
1999-02-19,3.125
1999-02-22,3.333333
1999-02-23,3.104167
1999-02-24,2.875
1999-02-25,3.0
1999-02-26,2.958333
1999-03-01,2.9375
1999-03-02,2.916667
1999-03-03,2.75
1999-03-04,2.5
1999-03-05,2.8125
1999-03-08,2.791667
1999-03-09,2.895833
1999-03-10,3.125
1999-03-11,3.020833
1999-03-12,3.0625
1999-03-15,3.083333
1999-03-16,3.208333
1999-03-17,3.625
1999-03-18,3.4375
1999-03-19,3.729167
1999-03-22,3.791667
1999-03-23,3.520833
1999-03-24,3.583333
1999-03-25,3.770833
1999-03-26,3.645833
1999-03-29,3.479167
1999-03-30,3.458333
1999-03-31,3.666667
1999-04-01,3.5625
1999-04-05,3.645833
1999-04-06,3.4375
1999-04-07,3.354167
1999-04-08,3.270833
1999-04-09,3.5
1999-04-12,3.520833
1999-04-13,3.5
1999-04-14,3.520833
1999-04-15,3.541667
1999-04-16,3.645833
1999-04-19,3.479167
1999-04-20,3.520833
1999-04-21,3.666667
1999-04-22,3.708333
1999-04-23,4.4166669999999995
1999-04-26,4.6458330000000005
1999-04-27,4.6875
1999-04-28,4.5625
1999-04-29,4.7708330000000005
1999-04-30,4.625
1999-05-03,4.6666669999999995
1999-05-04,4.7291669999999995
1999-05-05,4.7916669999999995
1999-05-06,4.875
1999-05-07,4.875
1999-05-10,5.1041669999999995
1999-05-11,4.8333330000000005
1999-05-12,5.2083330000000005
1999-05-13,5.3125
1999-05-14,5.1458330000000005
1999-05-17,4.9583330000000005
1999-05-18,4.9375
1999-05-19,4.9791669999999995
1999-05-20,5.2291669999999995
1999-05-21,5.1458330000000005
1999-05-24,5.0625
1999-05-25,4.9791669999999995
1999-05-26,5.0
1999-05-27,5.125
1999-05-28,5.125
1999-06-01,4.9791669999999995
1999-06-02,4.9583330000000005
1999-06-03,4.9791669999999995
1999-06-04,5.0
1999-06-07,5.0
1999-06-08,4.9583330000000005
1999-06-09,4.8958330000000005
1999-06-10,4.875
1999-06-11,5.0
1999-06-14,4.9583330000000005
1999-06-15,4.7708330000000005
1999-06-16,4.875
1999-06-17,4.8333330000000005
1999-06-18,4.9375
1999-06-21,4.9166669999999995
1999-06-22,4.8541669999999995
1999-06-23,4.8333330000000005
1999-06-24,4.6458330000000005
1999-06-25,4.6666669999999995
1999-06-28,4.8125
1999-06-29,5.0
1999-06-30,5.1875
1999-07-01,5.1041669999999995
1999-07-02,5.0416669999999995
1999-07-06,4.9583330000000005
1999-07-07,4.8125
1999-07-08,4.7291669999999995
1999-07-09,4.75
1999-07-12,4.6458330000000005
1999-07-13,4.625
1999-07-14,4.5208330000000005
1999-07-15,4.5416669999999995
1999-07-16,4.2916669999999995
1999-07-19,2.875
1999-07-20,2.770833
1999-07-21,3.083333
1999-07-22,3.291667
1999-07-23,3.166667
1999-07-26,3.083333
1999-07-27,3.0
1999-07-28,2.916667
1999-07-29,2.8125
1999-07-30,2.791667
1999-08-02,2.833333
1999-08-03,2.791667
1999-08-04,2.645833
1999-08-05,2.708333
1999-08-06,2.708333
1999-08-09,2.645833
1999-08-10,2.833333
1999-08-11,2.708333
1999-08-12,2.6875
1999-08-13,2.729167
1999-08-16,2.833333
1999-08-17,2.916667
1999-08-18,2.9375
1999-08-19,2.916667
1999-08-20,3.0
1999-08-23,2.895833
1999-08-24,2.833333
1999-08-25,2.8125
1999-08-26,2.770833
1999-08-27,2.791667
1999-08-30,2.791667
1999-08-31,2.6875
1999-09-01,2.645833
1999-09-02,2.604167
1999-09-03,2.666667
1999-09-07,2.6875
1999-09-08,2.625
1999-09-09,2.645833
1999-09-10,2.666667
1999-09-13,2.645833
1999-09-14,2.6875
1999-09-15,2.833333
1999-09-16,2.6875
1999-09-17,2.729167
1999-09-20,2.666667
1999-09-21,2.625
1999-09-22,2.5625
1999-09-23,2.520833
1999-09-24,2.5
1999-09-27,2.5
1999-09-28,2.520833
1999-09-29,2.354167
1999-09-30,2.479167
1999-10-01,2.375
1999-10-04,2.166667
1999-10-05,2.0
1999-10-06,2.25
1999-10-07,2.020833
1999-10-08,1.958333
1999-10-11,1.979167
1999-10-12,2.0
1999-10-13,1.958333
1999-10-14,2.020833
1999-10-15,2.0
1999-10-18,2.416667
1999-10-19,2.666667
1999-10-20,2.708333
1999-10-21,2.8125
1999-10-22,2.854167
1999-10-25,2.666667
1999-10-26,2.645833
1999-10-27,2.666667
1999-10-28,2.5625
1999-10-29,2.4375
1999-11-01,2.604167
1999-11-02,2.666667
1999-11-03,2.583333
1999-11-04,2.5625
1999-11-05,2.5
1999-11-08,2.520833
1999-11-09,2.4375
1999-11-10,2.3125
1999-11-11,2.083333
1999-11-12,2.3125
1999-11-15,2.333333
1999-11-16,2.375
1999-11-17,2.354167
1999-11-18,2.333333
1999-11-19,2.375
1999-11-22,2.416667
1999-11-23,2.458333
1999-11-24,2.333333
1999-11-26,2.333333
1999-11-29,2.354167
1999-11-30,2.375
1999-12-01,2.25
1999-12-02,2.333333
1999-12-03,2.333333
1999-12-06,2.333333
1999-12-07,2.229167
1999-12-08,2.291667
1999-12-09,2.229167
1999-12-10,2.25
1999-12-13,2.291667
1999-12-14,2.291667
1999-12-15,2.291667
1999-12-16,2.229167
1999-12-17,2.1875
1999-12-20,2.104167
1999-12-21,2.041667
1999-12-22,2.041667
1999-12-23,2.104167
1999-12-27,2.041667
1999-12-28,2.083333
1999-12-29,2.083333
1999-12-30,2.125
1999-12-31,2.229167
2000-01-03,2.291667
2000-01-04,2.25
2000-01-05,2.0625
2000-01-06,2.0
2000-01-07,2.208333
2000-01-10,2.25
2000-01-11,2.229167
2000-01-12,2.208333
2000-01-13,2.3125
2000-01-14,2.395833
2000-01-18,2.395833
2000-01-19,1.625
2000-01-20,1.770833
2000-01-21,1.916667
2000-01-24,1.666667
2000-01-25,1.645833
2000-01-26,1.645833
2000-01-27,1.583333
2000-01-28,1.520833
2000-01-31,1.541667
2000-02-01,1.520833
2000-02-02,1.5625
2000-02-03,1.520833
2000-02-04,1.458333
2000-02-07,1.458333
2000-02-08,1.458333
2000-02-09,1.416667
2000-02-10,1.333333
2000-02-11,1.354167
2000-02-14,1.25
2000-02-15,1.291667
2000-02-16,1.291667
2000-02-17,1.3125
2000-02-18,1.270833
2000-02-22,1.270833
2000-02-23,1.291667
2000-02-24,1.291667
2000-02-25,1.166667
2000-02-28,1.041667
2000-02-29,1.0
2000-03-01,0.958333
2000-03-02,1.041667
2000-03-03,1.0
2000-03-06,1.166667
2000-03-07,1.166667
2000-03-08,1.145833
2000-03-09,1.104167
2000-03-10,1.041667
2000-03-13,0.958333
2000-03-14,1.0
2000-03-15,0.895833
2000-03-16,0.958333
2000-03-17,0.958333
2000-03-20,0.895833
2000-03-21,0.854167
2000-03-22,0.854167
2000-03-23,0.854167
2000-03-24,1.0
2000-03-27,0.875
2000-03-28,0.875
2000-03-29,0.895833
2000-03-30,0.979167
2000-03-31,1.041667
2000-04-03,1.0
2000-04-04,1.020833
2000-04-05,1.020833
2000-04-06,1.041667
2000-04-07,1.0625
2000-04-10,1.166667
2000-04-11,1.479167
2000-04-12,1.166667
2000-04-13,1.104167
2000-04-14,0.895833
2000-04-17,0.916667
2000-04-18,1.0
2000-04-19,1.041667
2000-04-20,0.979167
2000-04-24,0.958333
2000-04-25,0.916667
2000-04-26,0.9375
2000-04-27,0.895833
2000-04-28,0.958333
2000-05-01,1.0
2000-05-02,0.979167
2000-05-03,0.958333
2000-05-04,0.9375
2000-05-05,0.979167
2000-05-08,0.916667
2000-05-09,0.875
2000-05-10,0.916667
2000-05-11,1.375
2000-05-12,1.375
2000-05-15,1.4375
2000-05-16,1.458333
2000-05-17,1.416667
2000-05-18,1.4375
2000-05-19,1.4375
2000-05-22,1.333333
2000-05-23,1.208333
2000-05-24,1.229167
2000-05-25,1.208333
2000-05-26,1.291667
2000-05-30,1.375
2000-05-31,1.3125
2000-06-01,1.3125
2000-06-02,1.333333
2000-06-05,1.333333
2000-06-06,1.395833
2000-06-07,1.458333
2000-06-08,1.333333
2000-06-09,1.3125
2000-06-12,1.291667
2000-06-13,1.416667
2000-06-14,1.6875
2000-06-15,1.8125
2000-06-16,1.770833
2000-06-19,1.958333
2000-06-20,1.854167
2000-06-21,1.791667
2000-06-22,1.854167
2000-06-23,1.8125
2000-06-26,1.791667
2000-06-27,1.9375
2000-06-28,1.916667
2000-06-29,1.895833
2000-06-30,2.0
2000-07-03,2.041667
2000-07-05,2.125
2000-07-06,2.25
2000-07-07,2.291667
2000-07-10,2.5
2000-07-11,2.3125
2000-07-12,2.416667
2000-07-13,2.479167
2000-07-14,2.479167
2000-07-17,2.5
2000-07-18,2.5
2000-07-19,2.458333
