Date,VCI
2018-12-28,47300.0
2018-12-31,47300.0
2019-01-02,45000.0
2019-01-03,44400.0
2019-01-04,42900.0
2019-01-07,41500.0
2019-01-08,39000.0
2019-01-09,38900.0
2019-01-10,38250.0
2019-01-11,38600.0
2019-01-14,38150.0
2019-01-15,39500.0
2019-01-16,39700.0
2019-01-17,39400.0
2019-01-18,39000.0
2019-01-22,39400.0
2019-01-23,39300.0
2019-01-24,39500.0
2019-01-25,38200.0
2019-01-28,36550.0
2019-01-29,37200.0
2019-01-30,37000.0
2019-01-31,36100.0
2019-02-01,34800.0
2019-02-04,34800.0
2019-02-05,34800.0
2019-02-06,34800.0
2019-02-07,34800.0
2019-02-08,34800.0
2019-02-11,35400.0
2019-02-12,36850.0
2019-02-13,38300.0
2019-02-14,38300.0
2019-02-15,37400.0
2019-02-19,38250.0
2019-02-20,39200.0
2019-02-21,39350.0
2019-02-22,40000.0
2019-02-25,41400.0
2019-02-26,41700.0
2019-02-27,42600.0
2019-02-28,44000.0
2019-03-01,44000.0
2019-03-04,43500.0
2019-03-05,43350.0
2019-03-06,43100.0
2019-03-07,43500.0
2019-03-08,42800.0
2019-03-11,41700.0
2019-03-12,42000.0
2019-03-13,42200.0
2019-03-14,41900.0
2019-03-15,41000.0
2019-03-18,40500.0
2019-03-19,41000.0
2019-03-20,40500.0
2019-03-21,40300.0
2019-03-22,39800.0
2019-03-25,37700.0
2019-03-26,38000.0
2019-03-27,38500.0
2019-03-28,38300.0
2019-03-29,37800.0
2019-04-01,38000.0
2019-04-02,38000.0
2019-04-03,37950.0
2019-04-04,38000.0
2019-04-05,37650.0
2019-04-08,38900.0
2019-04-09,38700.0
2019-04-10,37600.0
2019-04-11,37000.0
2019-04-12,36300.0
2019-04-15,36300.0
2019-04-16,35700.0
2019-04-17,35350.0
2019-04-18,35600.0
2019-04-22,35700.0
2019-04-23,35700.0
2019-04-24,35300.0
2019-04-25,35300.0
2019-04-26,35300.0
2019-04-29,35300.0
2019-04-30,35300.0
2019-05-01,35300.0
2019-05-02,35200.0
2019-05-03,34800.0
2019-05-06,33300.0
2019-05-07,31500.0
2019-05-08,29700.0
2019-05-09,30850.0
2019-05-10,32400.0
2019-05-13,31900.0
2019-05-14,31950.0
2019-05-15,31900.0
2019-05-16,30850.0
2019-05-17,30900.0
2019-05-20,31600.0
2019-05-21,31600.0
2019-05-22,31300.0
2019-05-23,31600.0
2019-05-24,31100.0
2019-05-28,30500.0
2019-05-29,30400.0
2019-05-30,30400.0
2019-05-31,30300.0
2019-06-03,30500.0
2019-06-04,30450.0
2019-06-05,30850.0
2019-06-06,30500.0
2019-06-07,30650.0
2019-06-10,32100.0
2019-06-11,32500.0
2019-06-12,31800.0
2019-06-13,32600.0
2019-06-14,32600.0
2019-06-17,32800.0
2019-06-18,32900.0
2019-06-19,32900.0
2019-06-20,32700.0
2019-06-21,32700.0
2019-06-24,32500.0
2019-06-25,32000.0
2019-06-26,30700.0
2019-06-27,30800.0
2019-06-28,30200.0
2019-07-01,30450.0
2019-07-02,30800.0
2019-07-03,30800.0
2019-07-05,30800.0
2019-07-08,30800.0
2019-07-09,30800.0
2019-07-10,30800.0
2019-07-11,30800.0
2019-07-12,30800.0
2019-07-15,30800.0
2019-07-16,30800.0
2019-07-17,33700.0
2019-07-18,33500.0
2019-07-19,33900.0
2019-07-22,33800.0
2019-07-23,33900.0
2019-07-24,33900.0
2019-07-25,33900.0
2019-07-26,33900.0
2019-07-29,33900.0
2019-07-30,33900.0
2019-07-31,33600.0
2019-08-01,33300.0
2019-08-02,33200.0
2019-08-05,33200.0
2019-08-06,33200.0
2019-08-07,33200.0
2019-08-08,33600.0
2019-08-09,33600.0
2019-08-12,33500.0
2019-08-13,33600.0
2019-08-14,33500.0
2019-08-15,34400.0
2019-08-16,34400.0
2019-08-19,34400.0
2019-08-20,34400.0
2019-08-21,35000.0
2019-08-22,35500.0
2019-08-23,34200.0
2019-08-26,33550.0
2019-08-27,32700.0
2019-08-28,32400.0
2019-08-29,32800.0
2019-08-30,32800.0
2019-09-03,31250.0
2019-09-04,32000.0
2019-09-05,31900.0
2019-09-06,32300.0
2019-09-09,31800.0
2019-09-10,31900.0
2019-09-11,32400.0
2019-09-12,32300.0
2019-09-13,32800.0
2019-09-16,33300.0
2019-09-17,33450.0
2019-09-18,33100.0
2019-09-19,34500.0
2019-09-20,35000.0
2019-09-23,35400.0
2019-09-24,35350.0
2019-09-25,35800.0
2019-09-26,35800.0
2019-09-27,35000.0
2019-09-30,34250.0
2019-10-01,35000.0
2019-10-02,36000.0
2019-10-03,35500.0
2019-10-04,34600.0
2019-10-07,33600.0
2019-10-08,34700.0
2019-10-09,34300.0
2019-10-10,34300.0
2019-10-11,34800.0
2019-10-14,34800.0
2019-10-15,34900.0
2019-10-16,35000.0
2019-10-17,35100.0
2019-10-18,34500.0
2019-10-21,34300.0
2019-10-22,34400.0
2019-10-23,34800.0
2019-10-24,35000.0
2019-10-25,34900.0
2019-10-28,34800.0
2019-10-29,34200.0
2019-10-30,35000.0
2019-10-31,35000.0
2019-11-01,35000.0
2019-11-04,34500.0
2019-11-05,34900.0
2019-11-06,34500.0
2019-11-07,34050.0
2019-11-08,34250.0
2019-11-11,34000.0
2019-11-12,34050.0
2019-11-13,33950.0
2019-11-14,34000.0
2019-11-15,33550.0
2019-11-18,33950.0
2019-11-19,34000.0
2019-11-20,34000.0
2019-11-21,33500.0
2019-11-22,33400.0
2019-11-25,33100.0
2019-11-26,33100.0
2019-11-27,33000.0
2019-11-29,33700.0
2019-12-02,33400.0
2019-12-03,
2019-12-04,
2019-12-05,
2019-12-06,31500.0
2019-12-09,32450.0
2019-12-10,31800.0
2019-12-11,31500.0
2019-12-12,31900.0
2019-12-13,31700.0
2019-12-16,31400.0
2019-12-17,30850.0
2019-12-18,29500.0
2019-12-19,30000.0
2019-12-20,30000.0
2019-12-23,29500.0
2019-12-24,29500.0
2019-12-26,29500.0
2019-12-27,29800.0
2019-12-30,29500.0
2019-12-31,29500.0
2020-01-02,29000.0
2020-01-03,29000.0
2020-01-06,28600.0
2020-01-07,28600.0
2020-01-08,28600.0
2020-01-09,28900.0
2020-01-10,28800.0
2020-01-13,29000.0
2020-01-14,29000.0
2020-01-15,29000.0
2020-01-16,28500.0
2020-01-17,28800.0
2020-01-21,28900.0
2020-01-22,28600.0
2020-01-23,28600.0
2020-01-24,28600.0
2020-01-27,28600.0
2020-01-28,28600.0
2020-01-29,28600.0
2020-01-30,27000.0
2020-01-31,26800.0
2020-02-03,26800.0
2020-02-04,26800.0
2020-02-05,26650.0
2020-02-06,26800.0
2020-02-07,26500.0
2020-02-10,26400.0
2020-02-11,26500.0
2020-02-12,27350.0
2020-02-13,27650.0
2020-02-14,28150.0
2020-02-18,28300.0
2020-02-19,28100.0
2020-02-20,28000.0
2020-02-21,28000.0
2020-02-24,27200.0
2020-02-25,27500.0
2020-02-26,26500.0
2020-02-27,26900.0
2020-02-28,26000.0
2020-03-02,26000.0
2020-03-03,26000.0
2020-03-04,26000.0
2020-03-05,26400.0
2020-03-06,26600.0
2020-03-09,25500.0
2020-03-10,25500.0
2020-03-11,23900.0
2020-03-12,22250.0
2020-03-13,20700.0
2020-03-16,19300.0
2020-03-17,19300.0
2020-03-18,18900.0
2020-03-19,18700.0
2020-03-20,18150.0
2020-03-23,16900.0
2020-03-24,16000.0
2020-03-25,16050.0
2020-03-26,15900.0
2020-03-27,15900.0
2020-03-30,14800.0
2020-03-31,14200.0
2020-04-01,14500.0
2020-04-02,14500.0
2020-04-03,15000.0
2020-04-06,15850.0
2020-04-07,15700.0
2020-04-08,15400.0
2020-04-09,16450.0
2020-04-13,18000.0
2020-04-14,17500.0
2020-04-15,18300.0
2020-04-16,18700.0
2020-04-17,19800.0
2020-04-20,19100.0
2020-04-21,17800.0
2020-04-22,18300.0
2020-04-23,18800.0
2020-04-24,18400.0
2020-04-27,17650.0
2020-04-28,17700.0
2020-04-29,17700.0
2020-04-30,17700.0
2020-05-01,
2020-05-04,17750.0
2020-05-05,18500.0
2020-05-06,18400.0
2020-05-07,19000.0
2020-05-08,19650.0
