Date,PKX
1995-03-13,26.125
1995-03-14,26.75
1995-03-15,26.5
1995-03-16,26.75
1995-03-17,27.0
1995-03-20,28.25
1995-03-21,27.75
1995-03-22,27.75
1995-03-23,28.125
1995-03-24,29.5
1995-03-27,29.5
1995-03-28,29.375
1995-03-29,29.125
1995-03-30,29.125
1995-03-31,28.875
1995-04-03,28.875
1995-04-04,28.375
1995-04-05,28.5
1995-04-06,28.375
1995-04-07,28.25
1995-04-10,28.25
1995-04-11,27.5
1995-04-12,27.5
1995-04-13,27.375
1995-04-17,28.375
1995-04-18,29.375
1995-04-19,29.125
1995-04-20,28.875
1995-04-21,28.625
1995-04-24,28.25
1995-04-25,28.125
1995-04-26,28.125
1995-04-27,27.9375
1995-04-28,27.625
1995-05-01,27.75
1995-05-02,27.375
1995-05-03,28.875
1995-05-04,29.5
1995-05-05,29.875
1995-05-08,30.5
1995-05-09,30.25
1995-05-10,29.625
1995-05-11,29.5
1995-05-12,30.125
1995-05-15,29.25
1995-05-16,29.875
1995-05-17,30.25
1995-05-18,29.625
1995-05-19,29.875
1995-05-22,29.25
1995-05-23,28.75
1995-05-24,28.125
1995-05-25,28.0
1995-05-26,28.0
1995-05-30,28.25
1995-05-31,28.25
1995-06-01,29.25
1995-06-02,29.0
1995-06-05,29.0
1995-06-06,28.875
1995-06-07,29.125
1995-06-08,28.984375
1995-06-09,29.0
1995-06-12,29.0
1995-06-13,28.5
1995-06-14,28.5
1995-06-15,28.375
1995-06-16,28.875
1995-06-19,29.0
1995-06-20,29.0
1995-06-21,29.0
1995-06-22,29.125
1995-06-23,28.625
1995-06-26,28.625
1995-06-27,28.375
1995-06-28,28.5
1995-06-29,29.0
1995-06-30,29.5
1995-07-03,29.5
1995-07-05,29.25
1995-07-06,29.5
1995-07-07,31.25
1995-07-10,32.0
1995-07-11,35.25
1995-07-12,34.875
1995-07-13,34.875
1995-07-14,34.5
1995-07-17,34.375
1995-07-18,34.25
1995-07-19,33.875
1995-07-20,34.0
1995-07-21,34.375
1995-07-24,34.875
1995-07-25,34.5
1995-07-26,34.5
1995-07-27,34.375
1995-07-28,33.875
1995-07-31,33.5
1995-08-01,32.125
1995-08-02,30.25
1995-08-03,28.75
1995-08-04,30.625
1995-08-07,30.0
1995-08-08,30.125
1995-08-09,30.75
1995-08-10,30.5
1995-08-11,30.375
1995-08-14,30.375
1995-08-15,30.625
1995-08-16,30.625
1995-08-17,30.625
1995-08-18,30.75
1995-08-21,30.625
1995-08-22,30.625
1995-08-23,30.75
1995-08-24,30.25
1995-08-25,30.375
1995-08-28,30.375
1995-08-29,30.625
1995-08-30,30.75
1995-08-31,31.5
1995-09-01,30.875
1995-09-05,30.75
1995-09-06,32.0
1995-09-07,32.75
1995-09-08,32.875
1995-09-11,33.0
1995-09-12,33.125
1995-09-13,33.0
1995-09-14,32.625
1995-09-15,33.25
1995-09-18,33.25
1995-09-19,33.125
1995-09-20,34.75
1995-09-21,34.75
1995-09-22,34.375
1995-09-25,34.5
1995-09-26,34.0
1995-09-27,33.0
1995-09-28,32.875
1995-09-29,32.875
1995-10-02,32.75
1995-10-03,31.75
1995-10-04,31.0
1995-10-05,31.25
1995-10-06,30.5
1995-10-09,30.625
1995-10-10,29.5
1995-10-11,29.625
1995-10-12,29.625
1995-10-13,29.375
1995-10-16,29.0
1995-10-17,29.625
1995-10-18,29.875
1995-10-19,30.125
1995-10-20,29.25
1995-10-23,28.5
1995-10-24,28.75
1995-10-25,28.0
1995-10-26,26.75
1995-10-27,26.625
1995-10-30,25.75
1995-10-31,25.75
1995-11-01,25.5
1995-11-02,25.5
1995-11-03,25.375
1995-11-06,25.125
1995-11-07,24.625
1995-11-08,24.625
1995-11-09,23.125
1995-11-10,24.5
1995-11-13,23.625
1995-11-14,23.5
1995-11-15,23.5
1995-11-16,23.875
1995-11-17,24.875
1995-11-20,24.25
1995-11-21,24.0
1995-11-22,24.75
1995-11-24,24.75
1995-11-27,25.375
1995-11-28,25.75
1995-11-29,25.5
1995-11-30,24.5
1995-12-01,25.125
1995-12-04,24.75
1995-12-05,25.625
1995-12-06,24.75
1995-12-07,24.25
1995-12-08,23.625
1995-12-11,22.5
1995-12-12,22.125
1995-12-13,20.75
1995-12-14,20.75
1995-12-15,20.75
1995-12-18,20.375
1995-12-19,20.875
1995-12-20,21.5
1995-12-21,21.5
1995-12-22,22.375
1995-12-26,22.25
1995-12-27,22.0
1995-12-28,21.875
1995-12-29,21.875
1996-01-02,22.5
1996-01-03,23.625
1996-01-04,20.875
1996-01-05,20.375
1996-01-08,21.25
1996-01-09,21.5
1996-01-10,21.625
1996-01-11,22.25
1996-01-12,21.75
1996-01-15,21.125
1996-01-16,20.5
1996-01-17,20.25
1996-01-18,20.625
1996-01-19,21.75
1996-01-22,21.875
1996-01-23,21.875
1996-01-24,21.875
1996-01-25,21.25
1996-01-26,21.5
1996-01-29,22.25
1996-01-30,22.5
1996-01-31,22.625
1996-02-01,22.875
1996-02-02,23.25
1996-02-05,23.625
1996-02-06,23.25
1996-02-07,24.0
1996-02-08,24.75
1996-02-09,25.0
1996-02-12,24.875
1996-02-13,24.875
1996-02-14,25.0
1996-02-15,24.5
1996-02-16,25.0
1996-02-20,25.125
1996-02-21,25.0
1996-02-22,25.25
1996-02-23,25.0
1996-02-26,25.0
1996-02-27,25.0
1996-02-28,25.125
1996-02-29,25.0
1996-03-01,25.125
1996-03-04,25.0
1996-03-05,25.25
1996-03-06,25.375
1996-03-07,25.25
1996-03-08,24.375
1996-03-11,24.0
1996-03-12,23.75
1996-03-13,23.125
1996-03-14,22.625
1996-03-15,22.875
1996-03-18,23.625
1996-03-19,24.0
1996-03-20,24.625
1996-03-21,25.125
1996-03-22,25.625
1996-03-25,26.25
1996-03-26,25.75
1996-03-27,24.875
1996-03-28,24.375
1996-03-29,24.25
1996-04-01,24.0
1996-04-02,24.375
1996-04-03,24.25
1996-04-04,24.625
1996-04-08,24.75
1996-04-09,24.5
1996-04-10,23.625
1996-04-11,25.25
1996-04-12,25.625
1996-04-15,26.375
1996-04-16,26.125
1996-04-17,25.875
1996-04-18,25.875
1996-04-19,26.5
1996-04-22,26.75
1996-04-23,26.5
1996-04-24,26.75
1996-04-25,28.25
1996-04-26,27.875
1996-04-29,28.0
1996-04-30,27.5
1996-05-01,27.25
1996-05-02,27.0
1996-05-03,27.375
1996-05-06,28.125
1996-05-07,27.875
1996-05-08,27.625
1996-05-09,27.375
1996-05-10,27.625
1996-05-13,27.5
1996-05-14,27.75
1996-05-15,27.625
1996-05-16,27.375
1996-05-17,26.5
1996-05-20,26.125
1996-05-21,26.125
1996-05-22,26.25
1996-05-23,25.25
1996-05-24,25.75
1996-05-28,25.5
1996-05-29,25.375
1996-05-30,25.625
1996-05-31,26.375
1996-06-03,25.5
1996-06-04,25.5
1996-06-05,25.125
1996-06-06,25.25
1996-06-07,25.0
1996-06-10,24.875
1996-06-11,24.625
1996-06-12,24.625
1996-06-13,24.875
1996-06-14,24.5
1996-06-17,24.25
1996-06-18,24.25
1996-06-19,24.125
1996-06-20,24.0
1996-06-21,24.875
1996-06-24,24.0
1996-06-25,24.125
1996-06-26,23.5
1996-06-27,23.625
1996-06-28,24.375
1996-07-01,25.0
1996-07-02,25.25
1996-07-03,25.5
1996-07-05,25.0
1996-07-08,24.875
1996-07-09,24.75
1996-07-10,24.75
1996-07-11,24.625
1996-07-12,24.875
1996-07-15,24.125
1996-07-16,22.75
1996-07-17,23.5
1996-07-18,24.5
1996-07-19,24.875
1996-07-22,24.625
1996-07-23,24.625
1996-07-24,24.375
1996-07-25,24.25
1996-07-26,23.625
1996-07-29,23.875
1996-07-30,23.375
1996-07-31,23.5
1996-08-01,23.625
1996-08-02,23.625
1996-08-05,23.5
1996-08-06,23.875
1996-08-07,24.25
1996-08-08,24.5
1996-08-09,24.0
1996-08-12,24.0
1996-08-13,23.875
1996-08-14,23.625
1996-08-15,23.25
1996-08-16,23.625
1996-08-19,23.125
1996-08-20,22.375
1996-08-21,20.75
1996-08-22,21.0
1996-08-23,21.125
1996-08-26,20.75
1996-08-27,20.875
1996-08-28,20.875
1996-08-29,21.25
1996-08-30,21.875
1996-09-03,21.125
1996-09-04,21.75
1996-09-05,21.25
1996-09-06,21.5
1996-09-09,21.875
1996-09-10,22.125
1996-09-11,22.0
1996-09-12,21.625
1996-09-13,21.625
1996-09-16,21.625
1996-09-17,21.75
1996-09-18,21.875
1996-09-19,21.625
1996-09-20,21.25
1996-09-23,21.125
1996-09-24,21.0
1996-09-25,21.75
1996-09-26,21.625
1996-09-27,21.75
1996-09-30,21.375
1996-10-01,21.25
1996-10-02,21.375
1996-10-03,21.625
1996-10-04,21.0
1996-10-07,21.25
1996-10-08,21.125
1996-10-09,21.625
1996-10-10,22.0
1996-10-11,22.5
1996-10-14,22.125
1996-10-15,22.0
1996-10-16,22.5
1996-10-17,22.375
1996-10-18,22.5
1996-10-21,22.875
1996-10-22,22.625
1996-10-23,22.5
1996-10-24,22.625
1996-10-25,22.25
1996-10-28,22.0
1996-10-29,21.375
1996-10-30,20.875
1996-10-31,20.75
1996-11-01,20.875
1996-11-04,20.625
1996-11-05,20.5
1996-11-06,20.0
1996-11-07,19.375
1996-11-08,19.375
1996-11-11,18.75
1996-11-12,19.375
1996-11-13,19.5
1996-11-14,19.375
1996-11-15,19.5
1996-11-18,20.375
1996-11-19,20.75
1996-11-20,20.375
1996-11-21,20.625
1996-11-22,20.375
1996-11-25,19.75
1996-11-26,19.5
1996-11-27,19.75
1996-11-29,20.125
1996-12-02,20.0
1996-12-03,19.875
1996-12-04,19.75
1996-12-05,20.125
1996-12-06,20.625
1996-12-09,20.25
1996-12-10,20.5
1996-12-11,20.25
1996-12-12,20.25
1996-12-13,20.375
1996-12-16,20.125
1996-12-17,19.75
1996-12-18,20.625
1996-12-19,21.875
1996-12-20,22.0
1996-12-23,21.875
1996-12-24,21.25
1996-12-26,20.375
1996-12-27,20.125
1996-12-30,20.25
1996-12-31,20.25
1997-01-02,20.375
1997-01-03,21.0
1997-01-06,20.875
1997-01-07,20.625
1997-01-08,21.75
1997-01-09,22.5
1997-01-10,23.375
1997-01-13,23.375
1997-01-14,24.625
1997-01-15,24.875
1997-01-16,24.75
1997-01-17,24.25
1997-01-20,24.125
1997-01-21,23.5
1997-01-22,22.5
1997-01-23,22.375
1997-01-24,22.25
1997-01-27,22.0
1997-01-28,22.375
1997-01-29,22.375
1997-01-30,22.5
1997-01-31,22.875
1997-02-03,22.875
1997-02-04,22.875
1997-02-05,22.125
1997-02-06,21.875
1997-02-07,21.875
1997-02-10,21.625
1997-02-11,21.625
1997-02-12,21.5
1997-02-13,21.75
1997-02-14,21.625
1997-02-18,20.5
1997-02-19,20.625
1997-02-20,20.375
1997-02-21,19.625
1997-02-24,19.625
1997-02-25,20.375
1997-02-26,20.125
1997-02-27,19.375
1997-02-28,19.5
1997-03-03,19.625
1997-03-04,19.5
1997-03-05,19.5
1997-03-06,20.625
1997-03-07,20.375
1997-03-10,20.375
1997-03-11,20.5
1997-03-12,20.625
1997-03-13,20.0
1997-03-14,19.75
1997-03-17,20.375
1997-03-18,19.875
1997-03-19,19.5
1997-03-20,19.875
1997-03-21,20.5
1997-03-24,22.375
1997-03-25,23.125
1997-03-26,23.625
1997-03-27,23.75
1997-03-31,23.75
1997-04-01,24.0
1997-04-02,24.5
1997-04-03,24.125
1997-04-04,25.25
1997-04-07,27.25
1997-04-08,26.625
1997-04-09,26.0
1997-04-10,25.25
1997-04-11,24.75
1997-04-14,25.125
1997-04-15,24.875
1997-04-16,25.25
1997-04-17,25.25
1997-04-18,25.5
1997-04-21,25.75
1997-04-22,25.75
1997-04-23,25.75
1997-04-24,25.5
1997-04-25,24.875
1997-04-28,25.125
1997-04-29,24.625
1997-04-30,24.125
1997-05-01,23.875
1997-05-02,24.25
1997-05-05,25.0
1997-05-06,24.625
1997-05-07,24.25
1997-05-08,24.0
1997-05-09,24.75
1997-05-12,25.125
1997-05-13,25.375
1997-05-14,25.625
1997-05-15,27.375
1997-05-16,26.875
1997-05-19,27.75
1997-05-20,27.625
1997-05-21,28.0
1997-05-22,27.75
1997-05-23,28.25
1997-05-27,29.75
1997-05-28,30.375
1997-05-29,30.375
1997-05-30,29.0
1997-06-02,30.0
1997-06-03,30.0
1997-06-04,28.5
1997-06-05,29.25
1997-06-06,30.0
1997-06-09,31.125
1997-06-10,31.0
1997-06-11,30.75
1997-06-12,31.25
1997-06-13,33.0
1997-06-16,33.75
1997-06-17,34.625
1997-06-18,33.0
1997-06-19,32.5
1997-06-20,31.625
1997-06-23,31.125
1997-06-24,31.0
1997-06-25,30.8125
1997-06-26,31.375
1997-06-27,31.25
1997-06-30,32.0
1997-07-01,33.0
1997-07-02,33.125
1997-07-03,33.5
1997-07-07,32.25
1997-07-08,32.0
1997-07-09,31.9375
1997-07-10,32.0625
1997-07-11,32.9375
1997-07-14,33.1875
1997-07-15,32.625
1997-07-16,32.5
1997-07-17,32.0
1997-07-18,32.0
1997-07-21,32.0
1997-07-22,31.75
1997-07-23,32.0
1997-07-24,31.8125
1997-07-25,31.6875
1997-07-28,29.625
1997-07-29,27.8125
1997-07-30,27.75
1997-07-31,28.5
1997-08-01,28.8125
1997-08-04,29.375
1997-08-05,28.5
1997-08-06,28.9375
1997-08-07,28.9375
1997-08-08,29.625
1997-08-11,30.25
1997-08-12,30.1875
1997-08-13,29.6875
1997-08-14,29.5
1997-08-15,29.375
1997-08-18,29.25
1997-08-19,29.5
1997-08-20,29.6875
1997-08-21,29.375
1997-08-22,28.8125
1997-08-25,29.125
1997-08-26,28.8125
1997-08-27,28.5
1997-08-28,26.75
1997-08-29,25.875
1997-09-02,25.5625
1997-09-03,26.0
1997-09-04,25.625
1997-09-05,26.25
1997-09-08,26.1875
1997-09-09,26.125
1997-09-10,26.25
1997-09-11,26.8125
1997-09-12,27.25
1997-09-15,26.9375
1997-09-16,27.125
1997-09-17,27.4375
1997-09-18,27.5625
1997-09-19,27.0
1997-09-22,25.875
1997-09-23,25.1875
1997-09-24,25.625
1997-09-25,25.4375
1997-09-26,25.5625
1997-09-29,25.4375
1997-09-30,25.75
1997-10-01,25.4375
1997-10-02,24.75
1997-10-03,23.5625
1997-10-06,23.8125
1997-10-07,23.25
1997-10-08,22.3125
1997-10-09,22.5
1997-10-10,21.6875
1997-10-13,21.4375
1997-10-14,21.0
1997-10-15,19.75
1997-10-16,19.75
1997-10-17,21.75
1997-10-20,21.4375
1997-10-21,22.0
1997-10-22,22.9375
1997-10-23,22.0
1997-10-24,21.0
1997-10-27,19.375
1997-10-28,19.0625
1997-10-29,17.5625
1997-10-30,15.6875
1997-10-31,16.25
1997-11-03,17.6875
1997-11-04,17.5625
1997-11-05,17.5
1997-11-06,17.25
1997-11-07,15.125
1997-11-10,14.6875
1997-11-11,15.0
1997-11-12,14.5625
1997-11-13,15.8125
1997-11-14,16.5
1997-11-17,16.1875
1997-11-18,16.4375
1997-11-19,15.3125
1997-11-20,15.375
1997-11-21,16.8125
1997-11-24,16.25
1997-11-25,17.0
1997-11-26,17.9375
1997-11-28,16.75
1997-12-01,17.625
1997-12-02,17.9375
1997-12-03,17.3125
1997-12-04,18.0625
1997-12-05,19.1875
1997-12-08,18.4375
1997-12-09,17.0625
1997-12-10,16.5
1997-12-11,15.25
1997-12-12,15.4375
1997-12-15,18.75
1997-12-16,18.625
1997-12-17,18.6875
1997-12-18,17.9375
1997-12-19,18.5
1997-12-22,18.6875
1997-12-23,17.5
1997-12-24,17.5625
1997-12-26,18.6875
1997-12-29,17.5
1997-12-30,17.3125
1997-12-31,17.4375
1998-01-02,17.625
1998-01-05,17.1875
1998-01-06,16.8125
1998-01-07,16.25
1998-01-08,16.25
1998-01-09,15.875
1998-01-12,17.125
1998-01-13,17.75
1998-01-14,17.5625
1998-01-15,18.5625
1998-01-16,18.0
1998-01-20,18.0625
1998-01-21,17.5625
1998-01-22,17.0625
1998-01-23,17.875
1998-01-26,18.75
1998-01-27,18.9375
1998-01-28,19.4375
1998-01-29,23.0
1998-01-30,23.6875
1998-02-02,22.5
1998-02-03,21.75
1998-02-04,22.625
1998-02-05,23.8125
1998-02-06,23.1875
1998-02-09,22.625
1998-02-10,22.75
1998-02-11,22.4375
1998-02-12,22.125
1998-02-13,22.25
1998-02-17,21.4375
1998-02-18,21.5
1998-02-19,21.1875
1998-02-20,21.3125
1998-02-23,21.9375
1998-02-24,21.125
1998-02-25,21.375
1998-02-26,21.5
1998-02-27,23.125
1998-03-02,23.4375
1998-03-03,22.625
1998-03-04,22.4375
1998-03-05,21.3125
1998-03-06,21.0
1998-03-09,20.9375
1998-03-10,21.8125
1998-03-11,21.4375
1998-03-12,21.25
1998-03-13,21.0
1998-03-16,20.8125
1998-03-17,20.125
1998-03-18,19.25
1998-03-19,19.375
1998-03-20,19.875
1998-03-23,19.3125
1998-03-24,19.4375
1998-03-25,19.75
1998-03-26,19.6875
1998-03-27,19.6875
1998-03-30,19.6875
1998-03-31,19.375
1998-04-01,19.0
1998-04-02,18.75
1998-04-03,18.0
1998-04-06,18.25
1998-04-07,18.5
1998-04-08,18.625
1998-04-09,18.75
1998-04-13,18.75
1998-04-14,18.5625
1998-04-15,18.125
1998-04-16,17.8125
1998-04-17,17.4375
1998-04-20,17.25
1998-04-21,17.5
1998-04-22,17.375
1998-04-23,17.125
1998-04-24,17.0
1998-04-27,16.1875
1998-04-28,15.875
1998-04-29,17.375
1998-04-30,17.8125
1998-05-01,17.8125
1998-05-04,17.0625
1998-05-05,16.875
1998-05-06,16.25
1998-05-07,16.1875
1998-05-08,16.4375
1998-05-11,15.4375
1998-05-12,14.6875
1998-05-13,14.125
1998-05-14,16.0
1998-05-15,16.0
1998-05-18,15.25
1998-05-19,15.75
1998-05-20,15.5625
1998-05-21,15.5
1998-05-22,15.5
1998-05-26,14.0625
1998-05-27,13.5625
1998-05-28,13.75
1998-05-29,14.625
1998-06-01,14.4375
1998-06-02,14.0
1998-06-03,14.3125
1998-06-04,14.6875
1998-06-05,14.9375
1998-06-08,14.8125
1998-06-09,14.375
1998-06-10,13.5625
1998-06-11,13.125
1998-06-12,13.5625
1998-06-15,12.5
1998-06-16,12.75
1998-06-17,13.8125
1998-06-18,13.0
1998-06-19,12.9375
1998-06-22,12.25
1998-06-23,11.875
1998-06-24,11.25
1998-06-25,11.0
1998-06-26,10.5625
1998-06-29,10.6875
1998-06-30,12.0
1998-07-01,13.0
1998-07-02,11.5625
1998-07-06,11.125
1998-07-07,11.1875
1998-07-08,11.1875
1998-07-09,11.25
1998-07-10,10.5
1998-07-13,10.25
1998-07-14,10.5625
1998-07-15,11.0
1998-07-16,12.4375
1998-07-17,12.8125
1998-07-20,12.6875
1998-07-21,12.0
1998-07-22,11.875
1998-07-23,11.375
1998-07-24,11.875
1998-07-27,11.75
1998-07-28,12.3125
1998-07-29,13.125
1998-07-30,14.375
1998-07-31,13.25
1998-08-03,12.625
1998-08-04,12.125
1998-08-05,11.875
1998-08-06,11.5
1998-08-07,11.9375
1998-08-10,11.875
1998-08-11,10.875
1998-08-12,11.6875
1998-08-13,11.3125
1998-08-14,11.75
1998-08-17,11.6875
1998-08-18,11.4375
1998-08-19,12.9375
1998-08-20,13.328125
1998-08-21,12.5625
1998-08-24,12.5625
1998-08-25,12.9375
1998-08-26,12.25
1998-08-27,11.5
1998-08-28,11.6875
1998-08-31,11.125
1998-09-01,12.0625
1998-09-02,12.125
1998-09-03,13.0
1998-09-04,12.625
1998-09-08,14.0
1998-09-09,13.375
1998-09-10,13.0
1998-09-11,13.3125
1998-09-14,13.75
1998-09-15,13.1875
1998-09-16,13.3125
1998-09-17,13.0625
1998-09-18,13.25
1998-09-21,12.75
1998-09-22,12.6875
1998-09-23,13.25
1998-09-24,13.3125
1998-09-25,13.8125
1998-09-28,13.8125
1998-09-29,13.875
1998-09-30,13.8125
1998-10-01,13.625
1998-10-02,13.75
1998-10-05,13.5
1998-10-06,13.8125
1998-10-07,13.75
1998-10-08,14.25
1998-10-09,16.1875
1998-10-12,16.4375
1998-10-13,15.8125
1998-10-14,16.0625
1998-10-15,18.125
1998-10-16,17.1875
1998-10-19,17.4375
1998-10-20,18.1875
1998-10-21,18.0
1998-10-22,17.6875
1998-10-23,17.0
1998-10-26,16.0
1998-10-27,16.0625
1998-10-28,16.125
1998-10-29,16.875
1998-10-30,18.0
1998-11-02,17.5625
1998-11-03,17.8125
1998-11-04,18.125
1998-11-05,18.0
1998-11-06,17.75
1998-11-09,17.1875
1998-11-10,16.1875
1998-11-11,16.5
1998-11-12,15.75
1998-11-13,15.75
1998-11-16,16.75
1998-11-17,16.375
1998-11-18,16.25
1998-11-19,17.125
1998-11-20,16.8125
1998-11-23,16.5
1998-11-24,16.5
1998-11-25,16.0625
1998-11-27,15.5
1998-11-30,15.0
1998-12-01,14.5625
1998-12-02,15.0
1998-12-03,14.75
1998-12-04,15.6875
1998-12-07,16.1875
1998-12-08,16.1875
1998-12-09,17.875
1998-12-10,18.125
1998-12-11,17.375
1998-12-14,16.375
1998-12-15,17.0
1998-12-16,16.4375
1998-12-17,16.75
1998-12-18,16.8125
1998-12-21,17.6875
1998-12-22,17.1875
1998-12-23,17.0
1998-12-24,17.0
1998-12-28,16.625
1998-12-29,16.75
1998-12-30,17.0625
1998-12-31,16.875
1999-01-04,17.8125
1999-01-05,17.8125
1999-01-06,19.25
1999-01-07,19.875
1999-01-08,20.8125
1999-01-11,20.5
1999-01-12,19.875
1999-01-13,19.625
1999-01-14,18.6875
1999-01-15,19.8125
1999-01-19,19.9375
1999-01-20,19.5
1999-01-21,19.375
1999-01-22,18.75
1999-01-25,19.125
1999-01-26,18.5625
1999-01-27,19.3125
1999-01-28,19.125
1999-01-29,18.75
1999-02-01,18.5625
1999-02-02,17.6875
1999-02-03,16.875
1999-02-04,17.125
1999-02-05,17.875
1999-02-08,17.5
1999-02-09,16.625
1999-02-10,16.625
1999-02-11,16.75
1999-02-12,16.9375
1999-02-16,16.25
1999-02-17,15.375
1999-02-18,15.1875
1999-02-19,13.875
1999-02-22,14.25
1999-02-23,14.3125
1999-02-24,14.25
1999-02-25,14.75
1999-02-26,15.625
1999-03-01,15.5
1999-03-02,15.5
1999-03-03,14.875
1999-03-04,15.1875
1999-03-05,15.8125
1999-03-08,16.125
1999-03-09,16.1875
1999-03-10,16.375
1999-03-11,16.875
1999-03-12,16.75
1999-03-15,17.125
1999-03-16,17.625
1999-03-17,17.375
1999-03-18,16.375
1999-03-19,17.4375
1999-03-22,16.4375
1999-03-23,15.375
1999-03-24,15.125
1999-03-25,17.0
1999-03-26,16.8125
1999-03-29,17.625
1999-03-30,17.9375
1999-03-31,17.875
1999-04-01,18.5
1999-04-05,18.0
1999-04-06,18.875
1999-04-07,19.125
1999-04-08,19.625
1999-04-09,20.0
1999-04-12,19.375
1999-04-13,19.25
1999-04-14,19.6875
1999-04-15,24.75
1999-04-16,28.0
1999-04-19,25.5
1999-04-20,26.0
1999-04-21,25.3125
1999-04-22,25.75
1999-04-23,25.9375
1999-04-26,26.5
1999-04-27,26.5
1999-04-28,26.0
1999-04-29,25.9375
1999-04-30,25.75
1999-05-03,25.375
1999-05-04,25.5
1999-05-05,26.125
1999-05-06,27.25
1999-05-07,26.3125
1999-05-10,26.3125
1999-05-11,26.0
1999-05-12,25.75
1999-05-13,25.8125
1999-05-14,25.9375
1999-05-17,25.25
1999-05-18,25.625
1999-05-19,25.9375
1999-05-20,25.9375
1999-05-21,25.6875
1999-05-24,23.6875
1999-05-25,24.75
1999-05-26,25.625
1999-05-27,24.4375
1999-05-28,25.3125
1999-06-01,26.6875
1999-06-02,26.9375
1999-06-03,26.625
1999-06-04,29.0
1999-06-07,29.875
1999-06-08,29.9375
1999-06-09,29.9375
1999-06-10,30.75
1999-06-11,30.6875
1999-06-14,30.125
1999-06-15,30.8125
1999-06-16,32.8125
1999-06-17,32.25
1999-06-18,32.3125
1999-06-21,33.75
1999-06-22,32.5625
1999-06-23,32.375
1999-06-24,31.1875
1999-06-25,30.875
1999-06-28,31.625
1999-06-29,32.5
1999-06-30,33.625
1999-07-01,38.625
1999-07-02,37.5625
1999-07-06,40.75
1999-07-07,38.5
1999-07-08,35.0
1999-07-09,37.8125
1999-07-12,35.375
1999-07-13,33.1875
1999-07-14,33.0
1999-07-15,34.6875
1999-07-16,34.5
1999-07-19,35.875
1999-07-20,34.8125
1999-07-21,35.4375
1999-07-22,36.0
1999-07-23,35.6875
1999-07-26,35.1875
1999-07-27,36.375
1999-07-28,35.625
1999-07-29,35.0
1999-07-30,35.5
1999-08-02,35.125
1999-08-03,34.875
1999-08-04,34.3125
1999-08-05,33.6875
1999-08-06,33.9375
1999-08-09,35.0
1999-08-10,34.125
1999-08-11,34.9375
1999-08-12,33.875
1999-08-13,34.0
1999-08-16,33.1875
1999-08-17,33.0
1999-08-18,32.0
1999-08-19,33.625
1999-08-20,34.375
1999-08-23,36.5
1999-08-24,35.0
1999-08-25,35.875
1999-08-26,35.25
1999-08-27,36.125
1999-08-30,36.0
1999-08-31,36.625
1999-09-01,34.4375
1999-09-02,35.1875
1999-09-03,35.625
1999-09-07,35.75
1999-09-08,35.375
1999-09-09,35.9375
1999-09-10,36.0
1999-09-13,36.6875
1999-09-14,35.9375
1999-09-15,36.25
1999-09-16,36.0625
1999-09-17,36.5625
1999-09-20,36.0
1999-09-21,35.375
1999-09-22,35.5625
1999-09-23,35.4375
1999-09-24,33.625
