Date,EURN
2016-08-18,9.11
2016-08-19,9.02
2016-08-22,9.16
2016-08-23,9.44
2016-08-24,9.29
2016-08-25,8.58
2016-08-26,8.56
2016-08-29,8.72
2016-08-30,8.89
2016-08-31,8.83
2016-09-01,8.77
2016-09-02,8.83
2016-09-06,9.04
2016-09-07,9.21
2016-09-08,9.38
2016-09-09,9.03
2016-09-12,8.93
2016-09-13,8.82
2016-09-14,8.57
2016-09-15,8.58
2016-09-16,8.67
2016-09-19,8.86
2016-09-20,8.13
2016-09-21,8.26
2016-09-22,8.39
2016-09-23,8.22
2016-09-26,7.87
2016-09-27,7.79
2016-09-28,7.83
2016-09-29,7.43
2016-09-30,7.63
2016-10-03,7.47
2016-10-04,7.69
2016-10-05,7.89
2016-10-06,8.26
2016-10-07,8.21
2016-10-10,8.2
2016-10-11,8.0
2016-10-12,7.75
2016-10-13,7.7
2016-10-14,7.9
2016-10-17,7.85
2016-10-18,7.95
2016-10-19,8.1
2016-10-20,8.1
2016-10-21,8.05
2016-10-24,8.1
2016-10-25,8.1
2016-10-26,7.8
2016-10-27,7.9
2016-10-28,7.7
2016-10-31,7.85
2016-11-01,7.8
2016-11-02,7.3
2016-11-03,7.35
2016-11-04,7.2
2016-11-07,7.3
2016-11-08,7.15
2016-11-09,7.25
2016-11-10,7.5
2016-11-11,7.3
2016-11-14,7.25
2016-11-15,7.35
2016-11-16,7.5
2016-11-17,7.4
2016-11-18,7.45
2016-11-21,7.65
2016-11-22,7.75
2016-11-23,7.45
2016-11-25,7.6
2016-11-28,7.4
2016-11-29,7.55
2016-11-30,7.1
2016-12-01,6.9
2016-12-02,6.7
2016-12-05,6.85
2016-12-06,7.0
2016-12-07,7.25
2016-12-08,7.4
2016-12-09,7.35
2016-12-12,7.2
2016-12-13,7.25
2016-12-14,7.25
2016-12-15,7.25
2016-12-16,7.5
2016-12-19,7.45
2016-12-20,7.5
2016-12-21,7.9
2016-12-22,7.8
2016-12-23,8.0
2016-12-27,8.05
2016-12-28,8.0
2016-12-29,8.05
2016-12-30,7.95
2017-01-03,8.45
2017-01-04,8.35
2017-01-05,8.55
2017-01-06,8.4
2017-01-09,8.4
2017-01-10,8.25
2017-01-11,8.3
2017-01-12,8.35
2017-01-13,8.3
2017-01-17,8.3
2017-01-18,8.35
2017-01-19,8.25
2017-01-20,8.25
2017-01-23,8.2
2017-01-24,8.4
2017-01-25,8.15
2017-01-26,7.75
2017-01-27,7.75
2017-01-30,7.65
2017-01-31,7.85
2017-02-01,7.7
2017-02-02,7.7
2017-02-03,7.8
2017-02-06,7.7
2017-02-07,7.75
2017-02-08,7.8
2017-02-09,7.85
2017-02-10,8.05
2017-02-13,8.1
2017-02-14,8.0
2017-02-15,8.0
2017-02-16,8.1
2017-02-17,8.2
2017-02-21,8.25
2017-02-22,8.2
2017-02-23,8.05
2017-02-24,8.0
2017-02-27,8.15
2017-02-28,8.1
2017-03-01,8.15
2017-03-02,8.15
2017-03-03,8.1
2017-03-06,8.15
2017-03-07,7.95
2017-03-08,7.9
2017-03-09,7.9
2017-03-10,7.95
2017-03-13,8.0
2017-03-14,7.95
2017-03-15,7.95
2017-03-16,8.0
2017-03-17,8.35
2017-03-20,8.2
2017-03-21,7.9
2017-03-22,7.9
2017-03-23,7.9
2017-03-24,8.0
2017-03-27,7.9
2017-03-28,7.95
2017-03-29,7.95
2017-03-30,8.0
2017-03-31,7.9
2017-04-03,7.9
2017-04-04,7.75
2017-04-05,7.6
2017-04-06,7.85
2017-04-07,7.8
2017-04-10,8.1
2017-04-11,8.0
2017-04-12,7.95
2017-04-13,7.8
2017-04-17,7.95
2017-04-18,7.95
2017-04-19,7.95
2017-04-20,8.0
2017-04-21,7.85
2017-04-24,8.1
2017-04-25,8.25
2017-04-26,7.9
2017-04-27,7.8
2017-04-28,7.9
2017-05-01,7.9
2017-05-02,7.95
2017-05-03,7.9
2017-05-04,7.85
2017-05-05,7.9
2017-05-08,7.95
2017-05-09,8.0
2017-05-10,8.0
2017-05-11,7.95
2017-05-12,7.9
2017-05-15,7.9
2017-05-16,7.8
2017-05-17,7.85
2017-05-18,7.8
2017-05-19,7.9
2017-05-22,7.7
2017-05-23,7.65
2017-05-24,7.45
2017-05-25,7.4
2017-05-26,7.4
2017-05-30,7.5
2017-05-31,7.6
2017-06-01,7.65
2017-06-02,7.55
2017-06-05,7.65
2017-06-06,7.5
2017-06-07,7.35
2017-06-08,7.35
2017-06-09,7.35
2017-06-12,7.3
2017-06-13,7.3
2017-06-14,7.25
2017-06-15,7.2
2017-06-16,7.25
2017-06-19,7.4
2017-06-20,7.35
2017-06-21,7.25
2017-06-22,7.4
2017-06-23,7.6
2017-06-26,7.55
2017-06-27,7.5
2017-06-28,7.65
2017-06-29,7.85
2017-06-30,7.9
2017-07-03,7.95
2017-07-05,7.8
2017-07-06,7.7
2017-07-07,7.65
2017-07-10,7.7
2017-07-11,7.75
2017-07-12,7.9
2017-07-13,7.85
2017-07-14,8.0
2017-07-17,7.95
2017-07-18,7.9
2017-07-19,7.9
2017-07-20,7.9
2017-07-21,7.85
2017-07-24,7.8
2017-07-25,7.95
2017-07-26,7.9
2017-07-27,7.9
2017-07-28,8.05
2017-07-31,8.05
2017-08-01,8.05
2017-08-02,8.05
2017-08-03,7.85
2017-08-04,7.85
2017-08-07,7.85
2017-08-08,7.75
2017-08-09,7.55
2017-08-10,7.45
2017-08-11,7.2
2017-08-14,7.2
2017-08-15,7.05
2017-08-16,7.1
2017-08-17,6.9
2017-08-18,6.95
2017-08-21,7.0
2017-08-22,7.15
2017-08-23,7.25
2017-08-24,7.45
2017-08-25,7.7
2017-08-28,7.7
2017-08-29,7.7
2017-08-30,7.55
2017-08-31,7.6
2017-09-01,7.55
2017-09-05,7.7
2017-09-06,7.8
2017-09-07,8.05
2017-09-08,8.0
2017-09-11,7.95
2017-09-12,7.95
2017-09-13,8.05
2017-09-14,7.95
2017-09-15,7.95
2017-09-18,7.95
2017-09-19,8.0
2017-09-20,8.1
2017-09-21,8.05
2017-09-22,7.95
2017-09-25,7.85
2017-09-26,7.7
2017-09-27,7.7
2017-09-28,7.95
2017-09-29,8.1
2017-10-02,8.05
2017-10-03,8.05
2017-10-04,8.05
2017-10-05,8.15
2017-10-06,8.05
2017-10-09,8.0
2017-10-10,8.05
2017-10-11,8.15
2017-10-12,8.15
2017-10-13,8.25
2017-10-16,8.6
2017-10-17,8.5
2017-10-18,8.45
2017-10-19,8.52
2017-10-20,8.45
2017-10-23,8.3
2017-10-24,8.35
2017-10-25,8.2
2017-10-26,8.15
2017-10-27,8.2
2017-10-30,8.2
2017-10-31,8.35
2017-11-01,8.45
2017-11-02,8.35
2017-11-03,8.2
2017-11-06,8.25
2017-11-07,8.35
2017-11-08,8.5
2017-11-09,8.45
2017-11-10,8.4
2017-11-13,8.3
2017-11-14,8.5
2017-11-15,8.5
2017-11-16,8.35
2017-11-17,8.45
2017-11-20,8.65
2017-11-21,8.85
2017-11-22,8.75
2017-11-24,8.9
2017-11-27,8.8
2017-11-28,8.9
2017-11-29,8.5
2017-11-30,8.55
2017-12-01,8.7
2017-12-04,8.9
2017-12-05,8.75
2017-12-06,8.2
2017-12-07,8.15
2017-12-08,8.15
2017-12-11,8.1
2017-12-12,8.35
2017-12-13,8.15
2017-12-14,8.35
2017-12-15,8.25
2017-12-18,8.25
2017-12-19,8.15
2017-12-20,8.1
2017-12-21,8.35
2017-12-22,8.8
2017-12-26,8.8
2017-12-27,9.15
2017-12-28,9.25
2017-12-29,9.25
2018-01-02,9.4
2018-01-03,9.35
2018-01-04,9.55
2018-01-05,9.3
2018-01-08,9.1
2018-01-09,9.0
2018-01-10,8.9
2018-01-11,8.95
2018-01-12,8.95
2018-01-16,8.9
2018-01-17,9.0
2018-01-18,8.9
2018-01-19,8.9
2018-01-22,8.9
2018-01-23,8.95
2018-01-24,8.8
2018-01-25,9.1
2018-01-26,9.05
2018-01-29,8.8
2018-01-30,8.8
2018-01-31,8.4
2018-02-01,8.45
2018-02-02,8.25
2018-02-05,7.95
2018-02-06,8.1
2018-02-07,8.05
2018-02-08,7.65
2018-02-09,7.75
2018-02-12,8.35
2018-02-13,8.15
2018-02-14,8.3
2018-02-15,8.35
2018-02-16,8.35
2018-02-20,8.3
2018-02-21,8.35
2018-02-22,8.45
2018-02-23,8.45
2018-02-26,8.45
2018-02-27,8.25
2018-02-28,7.95
2018-03-01,8.1
2018-03-02,8.3
2018-03-05,8.4
2018-03-06,8.65
2018-03-07,8.6
2018-03-08,8.5
2018-03-09,8.5
2018-03-12,8.65
2018-03-13,8.75
2018-03-14,8.55
2018-03-15,8.4
2018-03-16,8.55
2018-03-19,8.35
2018-03-20,8.4
2018-03-21,8.6
2018-03-22,8.35
2018-03-23,8.35
2018-03-26,8.45
2018-03-27,8.35
2018-03-28,8.3
2018-03-29,8.2
2018-04-02,8.05
2018-04-03,8.25
2018-04-04,8.25
2018-04-05,8.4
2018-04-06,8.25
2018-04-09,8.3
2018-04-10,8.5
2018-04-11,8.7
2018-04-12,8.6
2018-04-13,8.6
2018-04-16,8.8
2018-04-17,8.7
2018-04-18,8.8
2018-04-19,8.75
2018-04-20,8.95
2018-04-23,9.05
2018-04-24,8.85
2018-04-25,8.35
2018-04-26,8.5
2018-04-27,8.2
2018-04-30,8.15
2018-05-01,8.15
2018-05-02,8.25
2018-05-03,8.15
2018-05-04,8.1
2018-05-07,8.15
2018-05-08,8.25
2018-05-09,8.4
2018-05-10,8.45
2018-05-11,8.45
2018-05-14,8.4
2018-05-15,8.3
2018-05-16,8.35
2018-05-17,8.25
2018-05-18,8.25
2018-05-21,8.45
2018-05-22,8.55
2018-05-23,8.6
2018-05-24,8.65
2018-05-25,8.65
2018-05-29,8.8
2018-05-30,9.25
2018-05-31,9.45
2018-06-01,9.3
2018-06-04,9.3
2018-06-05,9.4
2018-06-06,9.25
2018-06-07,9.5
2018-06-08,9.35
2018-06-11,9.1
2018-06-12,9.15
2018-06-13,9.2
2018-06-14,9.05
2018-06-15,8.75
2018-06-18,9.25
2018-06-19,9.5
2018-06-20,9.7
2018-06-21,9.8
2018-06-22,9.75
2018-06-25,9.6
2018-06-26,9.4
2018-06-27,9.4
2018-06-28,9.15
2018-06-29,9.2
2018-07-02,9.1
2018-07-03,9.0
2018-07-05,8.95
2018-07-06,8.95
2018-07-09,9.0
2018-07-10,9.25
2018-07-11,9.1
2018-07-12,8.9
2018-07-13,8.7
2018-07-16,8.7
2018-07-17,8.5
2018-07-18,8.6
2018-07-19,8.55
2018-07-20,8.45
2018-07-23,8.45
2018-07-24,8.5
2018-07-25,8.5
2018-07-26,8.5
2018-07-27,8.45
2018-07-30,8.45
2018-07-31,8.45
2018-08-01,8.5
2018-08-02,8.5
2018-08-03,8.4
2018-08-06,8.4
2018-08-07,8.5
2018-08-08,8.5
2018-08-09,8.5
2018-08-10,8.35
2018-08-13,8.05
2018-08-14,8.05
2018-08-15,7.75
2018-08-16,7.8
2018-08-17,8.0
2018-08-20,8.25
2018-08-21,8.4
2018-08-22,8.45
2018-08-23,8.5
2018-08-24,8.5
2018-08-27,8.65
2018-08-28,8.6
2018-08-29,8.6
2018-08-30,8.75
2018-08-31,8.7
2018-09-04,8.4
2018-09-05,8.25
2018-09-06,8.15
2018-09-07,8.1
2018-09-10,8.25
2018-09-11,8.35
2018-09-12,8.25
2018-09-13,8.2
2018-09-14,8.2
2018-09-17,8.1
2018-09-18,8.35
2018-09-19,8.4
2018-09-20,8.5
2018-09-21,8.65
2018-09-24,8.7
2018-09-25,8.9
2018-09-26,8.6
2018-09-27,8.6
2018-09-28,8.7
2018-10-01,9.07
2018-10-02,9.02
2018-10-03,9.14
2018-10-04,9.23
2018-10-05,9.18
2018-10-08,9.09
2018-10-09,9.31
2018-10-10,9.04
2018-10-11,8.91
2018-10-12,8.99
2018-10-15,9.09
2018-10-16,9.27
2018-10-17,9.17
2018-10-18,9.01
2018-10-19,9.0
2018-10-22,9.01
2018-10-23,8.77
2018-10-24,8.53
2018-10-25,8.69
2018-10-26,8.95
2018-10-29,9.14
2018-10-30,9.08
2018-10-31,9.2
2018-11-01,9.35
2018-11-02,9.53
2018-11-05,9.3
2018-11-06,9.35
2018-11-07,9.33
2018-11-08,9.05
2018-11-09,8.89
2018-11-12,8.48
2018-11-13,8.2
2018-11-14,8.33
2018-11-15,8.56
2018-11-16,8.71
2018-11-19,8.42
2018-11-20,8.13
2018-11-21,8.42
2018-11-23,8.19
2018-11-26,8.36
2018-11-27,9.02
2018-11-28,9.14
2018-11-29,9.2
2018-11-30,8.76
2018-12-03,8.93
2018-12-04,8.63
2018-12-06,8.26
2018-12-07,8.43
2018-12-10,8.12
2018-12-11,8.27
2018-12-12,8.45
2018-12-13,8.26
2018-12-14,7.98
2018-12-17,7.68
2018-12-18,7.45
2018-12-19,7.29
2018-12-20,7.03
2018-12-21,7.04
2018-12-24,6.99
2018-12-26,7.25
2018-12-27,6.96
2018-12-28,7.0
2018-12-31,6.93
2019-01-02,7.21
2019-01-03,7.28
2019-01-04,7.47
2019-01-07,7.58
2019-01-08,7.65
2019-01-09,7.83
2019-01-10,7.72
2019-01-11,7.67
2019-01-14,7.6
2019-01-15,7.75
2019-01-16,7.7
2019-01-17,7.71
2019-01-18,7.78
2019-01-22,7.47
2019-01-23,7.82
2019-01-24,7.46
2019-01-25,7.53
2019-01-28,7.65
2019-01-29,7.63
2019-01-30,7.74
2019-01-31,7.78
2019-02-01,7.73
2019-02-04,7.81
2019-02-05,7.92
2019-02-06,7.9
2019-02-07,7.67
2019-02-08,7.64
2019-02-11,7.64
2019-02-12,7.92
2019-02-13,7.88
2019-02-14,7.98
2019-02-15,8.07
2019-02-19,8.02
2019-02-20,7.93
2019-02-21,7.91
2019-02-22,7.93
2019-02-25,7.93
2019-02-26,7.81
2019-02-27,7.93
2019-02-28,7.83
2019-03-01,8.0
2019-03-04,8.14
2019-03-05,8.15
2019-03-06,8.01
2019-03-07,7.89
2019-03-08,7.82
2019-03-11,7.87
2019-03-12,7.98
2019-03-13,8.01
2019-03-14,7.98
2019-03-15,8.03
2019-03-18,8.23
2019-03-19,8.13
2019-03-20,8.17
2019-03-21,8.35
2019-03-22,8.1
2019-03-25,8.03
2019-03-26,7.94
2019-03-27,7.99
2019-03-28,7.99
2019-03-29,8.15
2019-04-01,8.42
2019-04-02,8.37
2019-04-03,8.34
2019-04-04,8.24
2019-04-05,8.41
2019-04-08,8.77
2019-04-09,8.89
2019-04-10,9.16
2019-04-11,9.3
2019-04-12,9.36
2019-04-15,9.42
2019-04-16,9.38
2019-04-17,9.53
2019-04-18,9.51
2019-04-22,9.71
2019-04-23,9.56
2019-04-24,9.43
2019-04-25,9.43
2019-04-26,9.35
2019-04-29,9.45
2019-04-30,9.38
2019-05-01,9.35
2019-05-02,9.52
2019-05-03,9.71
2019-05-06,9.68
2019-05-07,9.45
2019-05-08,9.43
2019-05-09,9.41
2019-05-10,9.5
2019-05-13,9.26
2019-05-14,9.64
2019-05-15,10.08
2019-05-16,10.09
2019-05-17,9.9
2019-05-20,9.83
2019-05-21,9.8
2019-05-22,9.61
2019-05-23,9.18
2019-05-24,9.1
2019-05-28,8.88
2019-05-29,8.79
2019-05-30,8.64
2019-05-31,8.4
2019-06-03,8.34
2019-06-04,8.41
2019-06-05,8.3
2019-06-06,8.5
2019-06-07,8.55
2019-06-10,8.51
2019-06-11,8.58
2019-06-12,8.23
2019-06-13,8.52
2019-06-14,8.33
2019-06-17,8.35
2019-06-18,8.39
2019-06-19,8.4
2019-06-20,8.92
2019-06-21,8.99
2019-06-24,8.9
2019-06-25,8.9
2019-06-26,9.09
2019-06-27,9.25
2019-06-28,9.44
2019-07-01,9.49
2019-07-02,9.38
2019-07-03,9.11
2019-07-05,8.94
2019-07-08,8.9
2019-07-09,8.95
2019-07-10,9.03
2019-07-11,9.19
2019-07-12,9.19
2019-07-15,9.14
2019-07-16,9.14
2019-07-17,8.95
2019-07-18,8.94
2019-07-19,8.89
2019-07-22,8.89
2019-07-23,9.06
2019-07-24,9.08
2019-07-25,8.95
2019-07-26,8.83
2019-07-29,8.63
2019-07-30,8.38
2019-07-31,8.42
2019-08-01,8.3
2019-08-02,8.19
2019-08-05,7.81
2019-08-06,7.97
2019-08-07,7.97
2019-08-08,7.92
2019-08-09,7.68
2019-08-12,7.47
2019-08-13,7.54
2019-08-14,7.3
2019-08-15,7.25
2019-08-16,7.56
2019-08-19,7.92
2019-08-20,7.94
2019-08-21,8.12
2019-08-22,8.11
2019-08-23,7.87
2019-08-26,7.91
2019-08-27,7.82
2019-08-28,7.95
2019-08-29,8.08
2019-08-30,8.12
2019-09-03,7.87
2019-09-04,7.86
2019-09-05,8.12
2019-09-06,8.16
2019-09-09,8.4
2019-09-10,8.5
2019-09-11,8.45
2019-09-12,8.53
2019-09-13,8.86
2019-09-16,8.9
2019-09-17,8.65
2019-09-18,8.62
2019-09-19,8.68
2019-09-20,8.7
2019-09-23,8.6
2019-09-24,8.5
2019-09-25,8.57
2019-09-26,9.2
2019-09-27,9.13
2019-09-30,9.2
2019-10-01,9.33
2019-10-02,9.4
2019-10-03,9.52
2019-10-04,9.95
2019-10-07,10.29
2019-10-08,10.37
2019-10-09,10.49
2019-10-10,10.6
2019-10-11,11.33
2019-10-14,11.32
2019-10-15,10.72
2019-10-16,10.69
2019-10-17,11.03
2019-10-18,11.22
2019-10-21,10.99
2019-10-22,11.02
2019-10-23,11.57
2019-10-24,11.15
2019-10-25,11.07
2019-10-28,11.25
2019-10-29,11.12
2019-10-30,11.7
2019-10-31,11.13
2019-11-01,11.49
2019-11-04,11.39
2019-11-05,11.02
2019-11-06,10.76
2019-11-07,10.36
2019-11-08,10.81
2019-11-11,10.52
2019-11-12,10.71
2019-11-13,10.65
2019-11-14,10.84
2019-11-15,11.0
2019-11-18,10.82
2019-11-19,10.81
2019-11-20,11.07
2019-11-21,11.14
2019-11-22,10.96
2019-11-25,11.1
2019-11-26,10.81
2019-11-27,10.92
2019-11-29,10.86
2019-12-02,10.77
2019-12-03,10.56
2019-12-04,10.67
2019-12-05,10.7
2019-12-06,11.16
2019-12-09,11.14
2019-12-10,11.24
2019-12-11,11.26
2019-12-12,11.25
2019-12-13,11.45
2019-12-16,11.57
2019-12-17,11.43
2019-12-18,11.52
2019-12-19,12.24
2019-12-20,12.04
2019-12-23,12.25
2019-12-24,12.25
2019-12-26,12.3
2019-12-27,12.18
2019-12-30,12.28
2019-12-31,12.54
2020-01-02,12.83
2020-01-03,13.09
2020-01-06,12.91
2020-01-07,12.95
2020-01-08,12.69
2020-01-09,13.04
2020-01-10,12.46
2020-01-13,12.23
2020-01-14,11.88
2020-01-15,11.55
2020-01-16,11.57
2020-01-17,11.74
2020-01-21,11.43
2020-01-22,11.34
2020-01-23,11.22
2020-01-24,10.6
2020-01-27,10.24
2020-01-28,10.2
2020-01-29,10.26
2020-01-30,9.81
2020-01-31,9.88
2020-02-03,9.79
2020-02-04,10.06
2020-02-05,10.28
2020-02-06,9.71
2020-02-07,9.44
2020-02-10,9.63
2020-02-11,10.0
