Date,PPG
1982-03-03,1.90625
1982-03-04,1.890625
1982-03-05,1.875
1982-03-08,1.84375
1982-03-09,1.828125
1982-03-10,1.859375
1982-03-11,1.9375
1982-03-12,1.960938
1982-03-15,1.992188
1982-03-16,2.007813
1982-03-17,2.0
1982-03-18,1.96875
1982-03-19,1.96875
1982-03-22,1.960938
1982-03-23,1.992188
1982-03-24,2.015625
1982-03-25,1.992188
1982-03-26,1.960938
1982-03-29,1.984375
1982-03-30,1.992188
1982-03-31,1.976563
1982-04-01,2.0
1982-04-02,2.007813
1982-04-05,2.007813
1982-04-06,2.015625
1982-04-07,2.03125
1982-04-08,2.023438
1982-04-12,2.023438
1982-04-13,2.039063
1982-04-14,2.054688
1982-04-15,2.007813
1982-04-16,2.0
1982-04-19,2.015625
1982-04-20,2.015625
1982-04-21,2.015625
1982-04-22,2.015625
1982-04-23,2.054688
1982-04-26,2.117188
1982-04-27,2.117188
1982-04-28,2.125
1982-04-29,2.085938
1982-04-30,2.132813
1982-05-03,2.15625
1982-05-04,2.117188
1982-05-05,2.117188
1982-05-06,2.109375
1982-05-07,2.109375
1982-05-10,2.101563
1982-05-11,2.132813
1982-05-12,2.140625
1982-05-13,2.078125
1982-05-14,2.109375
1982-05-17,2.109375
1982-05-18,2.109375
1982-05-19,2.125
1982-05-20,2.140625
1982-05-21,2.125
1982-05-24,2.101563
1982-05-25,2.085938
1982-05-26,2.070313
1982-05-27,2.070313
1982-05-28,2.078125
1982-06-01,1.984375
1982-06-02,2.03125
1982-06-03,2.015625
1982-06-04,1.9375
1982-06-07,1.921875
1982-06-08,1.898438
1982-06-09,1.835938
1982-06-10,1.867188
1982-06-11,1.914063
1982-06-14,1.921875
1982-06-15,1.921875
1982-06-16,1.9375
1982-06-17,1.929688
1982-06-18,1.921875
1982-06-21,1.898438
1982-06-22,1.90625
1982-06-23,1.953125
1982-06-24,1.960938
1982-06-25,1.976563
1982-06-28,2.0
1982-06-29,2.09375
1982-06-30,2.078125
1982-07-01,2.085938
1982-07-02,2.078125
1982-07-06,2.046875
1982-07-07,2.0
1982-07-08,2.039063
1982-07-09,2.0625
1982-07-12,2.0625
1982-07-13,2.046875
1982-07-14,2.015625
1982-07-15,2.03125
1982-07-16,2.023438
1982-07-19,2.046875
1982-07-20,2.085938
1982-07-21,2.171875
1982-07-22,2.203125
1982-07-23,2.1875
1982-07-26,2.242188
1982-07-27,2.226563
1982-07-28,2.140625
1982-07-29,2.203125
1982-07-30,2.226563
1982-08-02,2.273438
1982-08-03,2.25
1982-08-04,2.148438
1982-08-05,2.117188
1982-08-06,2.03125
1982-08-09,2.054688
1982-08-10,2.078125
1982-08-11,2.078125
1982-08-12,2.085938
1982-08-13,2.109375
1982-08-16,2.117188
1982-08-17,2.179688
1982-08-18,2.296875
1982-08-19,2.3125
1982-08-20,2.4375
1982-08-23,2.421875
1982-08-24,2.40625
1982-08-25,2.4375
1982-08-26,2.445313
1982-08-27,2.40625
1982-08-30,2.515625
1982-08-31,2.53125
1982-09-01,2.515625
1982-09-02,2.476563
1982-09-03,2.539063
1982-09-07,2.546875
1982-09-08,2.53125
1982-09-09,2.53125
1982-09-10,2.484375
1982-09-13,2.484375
1982-09-14,2.484375
1982-09-15,2.515625
1982-09-16,2.492188
1982-09-17,2.46875
1982-09-20,2.492188
1982-09-21,2.515625
1982-09-22,2.585938
1982-09-23,2.5625
1982-09-24,2.5625
1982-09-27,2.546875
1982-09-28,2.546875
1982-09-29,2.5
1982-09-30,2.460938
1982-10-01,2.5
1982-10-04,2.507813
1982-10-05,2.515625
1982-10-06,2.5625
1982-10-07,2.609375
1982-10-08,2.59375
1982-10-11,2.617188
1982-10-12,2.679688
1982-10-13,2.828125
1982-10-14,2.65625
1982-10-15,2.632813
1982-10-18,2.734375
1982-10-19,2.804688
1982-10-20,2.875
1982-10-21,2.96875
1982-10-22,3.070313
1982-10-25,2.890625
1982-10-26,2.921875
1982-10-27,3.070313
1982-10-28,3.0625
1982-10-29,3.007813
1982-11-01,3.0
1982-11-02,3.015625
1982-11-03,3.15625
1982-11-04,3.25
1982-11-05,3.3359379999999996
1982-11-08,3.273438
1982-11-09,3.21875
1982-11-10,3.234375
1982-11-11,3.164063
1982-11-12,3.171875
1982-11-15,3.0625
1982-11-16,3.0625
1982-11-17,3.109375
1982-11-18,3.140625
1982-11-19,3.109375
1982-11-22,3.078125
1982-11-23,2.921875
1982-11-24,3.039063
1982-11-26,3.109375
1982-11-29,3.140625
1982-11-30,3.140625
1982-12-01,3.203125
1982-12-02,3.234375
1982-12-03,3.21875
1982-12-06,3.25
1982-12-07,3.265625
1982-12-08,3.21875
1982-12-09,3.15625
1982-12-10,3.09375
1982-12-13,3.0
1982-12-14,3.0
1982-12-15,2.976563
1982-12-16,2.945313
1982-12-17,3.09375
1982-12-20,3.078125
1982-12-21,3.109375
1982-12-22,3.234375
1982-12-23,3.28125
1982-12-27,3.210938
1982-12-28,3.296875
1982-12-29,3.28125
1982-12-30,3.265625
1982-12-31,3.234375
1983-01-03,3.15625
1983-01-04,3.21875
1983-01-05,3.257813
1983-01-06,3.421875
1983-01-07,3.5703129999999996
1983-01-10,3.5
1983-01-11,3.5
1983-01-12,3.359375
1983-01-13,3.3828129999999996
1983-01-14,3.40625
1983-01-17,3.390625
1983-01-18,3.484375
1983-01-19,3.453125
1983-01-20,3.359375
1983-01-21,3.28125
1983-01-24,3.21875
1983-01-25,3.21875
1983-01-26,3.234375
1983-01-27,3.359375
1983-01-28,3.40625
1983-01-31,3.4296879999999996
1983-02-01,3.375
1983-02-02,3.375
1983-02-03,3.390625
1983-02-04,3.40625
1983-02-07,3.421875
1983-02-08,3.375
1983-02-09,3.3671879999999996
1983-02-10,3.40625
1983-02-11,3.40625
1983-02-14,3.390625
1983-02-15,3.34375
1983-02-16,3.375
1983-02-17,3.390625
1983-02-18,3.375
1983-02-22,3.3984379999999996
1983-02-23,3.3984379999999996
1983-02-24,3.5625
1983-02-25,3.5390629999999996
1983-02-28,3.6171879999999996
1983-03-01,3.6875
1983-03-02,3.7421879999999996
1983-03-03,3.71875
1983-03-04,3.703125
1983-03-07,3.71875
1983-03-08,3.65625
1983-03-09,3.671875
1983-03-10,3.6875
1983-03-11,3.6953129999999996
1983-03-14,3.7265629999999996
1983-03-15,3.7265629999999996
1983-03-16,3.75
1983-03-17,3.8125
1983-03-18,3.984375
1983-03-21,3.90625
1983-03-22,3.9375
1983-03-23,3.921875
1983-03-24,3.890625
1983-03-25,3.875
1983-03-28,3.890625
1983-03-29,3.859375
1983-03-30,3.8203129999999996
1983-03-31,3.84375
1983-04-04,3.859375
1983-04-05,3.859375
1983-04-06,3.84375
1983-04-07,3.84375
1983-04-08,3.765625
1983-04-11,3.765625
1983-04-12,3.828125
1983-04-13,3.90625
1983-04-14,3.9375
1983-04-15,3.9140629999999996
1983-04-18,3.9296879999999996
1983-04-19,3.9765629999999996
1983-04-20,3.984375
1983-04-21,3.953125
1983-04-22,3.953125
1983-04-25,3.96875
1983-04-26,4.0
1983-04-27,4.023438
1983-04-28,4.039063
1983-04-29,4.085938
1983-05-02,4.054688
1983-05-03,4.039063
1983-05-04,3.9921879999999996
1983-05-05,3.9375
1983-05-06,4.046875
1983-05-09,4.054688
1983-05-10,4.03125
1983-05-11,4.023438
1983-05-12,3.9765629999999996
1983-05-13,3.984375
1983-05-16,4.0
1983-05-17,4.015625
1983-05-18,4.03125
1983-05-19,3.953125
1983-05-20,4.007813
1983-05-23,4.039063
1983-05-24,4.117188
1983-05-25,4.109375
1983-05-26,4.203125
1983-05-27,4.164063
1983-05-31,4.09375
1983-06-01,4.101563
1983-06-02,4.03125
1983-06-03,4.03125
1983-06-06,4.070313
1983-06-07,4.046875
1983-06-08,4.007813
1983-06-09,4.007813
1983-06-10,4.0625
1983-06-13,4.078125
1983-06-14,4.109375
1983-06-15,4.117188
1983-06-16,4.15625
1983-06-17,4.125
1983-06-20,4.117188
1983-06-21,4.09375
1983-06-22,4.09375
1983-06-23,4.070313
1983-06-24,4.09375
1983-06-27,4.078125
1983-06-28,4.046875
1983-06-29,3.9375
1983-06-30,3.96875
1983-07-01,4.023438
1983-07-05,3.9921879999999996
1983-07-06,3.984375
1983-07-07,3.96875
1983-07-08,3.984375
1983-07-11,3.9765629999999996
1983-07-12,3.90625
1983-07-13,3.8671879999999996
1983-07-14,3.8984379999999996
1983-07-15,3.828125
1983-07-18,3.8125
1983-07-19,3.8125
1983-07-20,3.875
1983-07-21,4.0
1983-07-22,4.125
1983-07-25,4.210938
1983-07-26,4.3125
1983-07-27,4.195313
1983-07-28,4.085938
1983-07-29,3.9921879999999996
1983-08-01,3.9140629999999996
1983-08-02,3.9140629999999996
1983-08-03,3.875
1983-08-04,3.7109379999999996
1983-08-05,3.734375
1983-08-08,3.734375
1983-08-09,3.671875
1983-08-10,3.53125
1983-08-11,3.5625
1983-08-12,3.6328129999999996
1983-08-15,3.75
1983-08-16,3.671875
1983-08-17,3.734375
1983-08-18,3.7109379999999996
1983-08-19,3.734375
1983-08-22,3.7421879999999996
1983-08-23,3.7890629999999996
1983-08-24,3.734375
1983-08-25,3.8046879999999996
1983-08-26,3.90625
1983-08-29,3.9453129999999996
1983-08-30,4.0
1983-08-31,3.984375
1983-09-01,4.046875
1983-09-02,4.125
1983-09-06,4.1875
1983-09-07,4.335938
1983-09-08,4.359375
1983-09-09,4.28125
1983-09-12,4.257813
1983-09-13,4.1875
1983-09-14,4.203125
1983-09-15,4.21875
1983-09-16,4.09375
1983-09-19,4.171875
1983-09-20,4.25
1983-09-21,4.46875
1983-09-22,4.4375
1983-09-23,4.546875
1983-09-26,4.484375
1983-09-27,4.5
1983-09-28,4.453125
1983-09-29,4.34375
1983-09-30,4.109375
1983-10-03,4.109375
1983-10-04,4.234375
1983-10-05,4.25
1983-10-06,4.34375
1983-10-07,4.609375
1983-10-10,4.515625
1983-10-11,4.5
1983-10-12,4.5625
1983-10-13,4.578125
1983-10-14,4.546875
1983-10-17,4.40625
1983-10-18,4.40625
1983-10-19,4.40625
1983-10-20,4.46875
1983-10-21,4.53125
1983-10-24,4.5625
1983-10-25,4.546875
1983-10-26,4.515625
1983-10-27,4.484375
1983-10-28,4.5
1983-10-31,4.5625
1983-11-01,4.46875
1983-11-02,4.546875
1983-11-03,4.46875
1983-11-04,4.34375
1983-11-07,4.28125
1983-11-08,4.203125
1983-11-09,4.25
1983-11-10,4.203125
1983-11-11,4.3125
1983-11-14,4.375
1983-11-15,4.34375
1983-11-16,4.40625
1983-11-17,4.390625
1983-11-18,4.390625
1983-11-21,4.40625
1983-11-22,4.53125
1983-11-23,4.578125
1983-11-25,4.59375
1983-11-28,4.5625
1983-11-29,4.4375
1983-11-30,4.515625
1983-12-01,4.5
1983-12-02,4.546875
1983-12-05,4.5
1983-12-06,4.46875
1983-12-07,4.4375
1983-12-08,4.4375
1983-12-09,4.4375
1983-12-12,4.390625
1983-12-13,4.40625
1983-12-14,4.34375
1983-12-15,4.265625
1983-12-16,4.234375
1983-12-19,4.296875
1983-12-20,4.296875
1983-12-21,4.3125
1983-12-22,4.25
1983-12-23,4.21875
1983-12-27,4.328125
1983-12-28,4.296875
1983-12-29,4.4375
1983-12-30,4.359375
1984-01-03,4.34375
1984-01-04,4.34375
1984-01-05,4.5625
1984-01-06,4.59375
1984-01-09,4.671875
1984-01-10,4.578125
1984-01-11,4.578125
1984-01-12,4.5
1984-01-13,4.375
1984-01-16,4.421875
1984-01-17,4.421875
1984-01-18,4.375
1984-01-19,4.4375
1984-01-20,4.453125
1984-01-23,4.296875
1984-01-24,4.21875
1984-01-25,4.21875
1984-01-26,4.15625
1984-01-27,4.125
1984-01-30,4.0
1984-01-31,4.0
1984-02-01,3.96875
1984-02-02,3.875
1984-02-03,3.9375
1984-02-06,3.9375
1984-02-07,3.953125
1984-02-08,3.9375
1984-02-09,3.84375
1984-02-10,3.78125
1984-02-13,3.765625
1984-02-14,3.75
1984-02-15,3.625
1984-02-16,3.625
1984-02-17,3.46875
1984-02-21,3.484375
1984-02-22,3.578125
1984-02-23,3.546875
1984-02-24,3.59375
1984-02-27,3.78125
1984-02-28,3.65625
1984-02-29,3.734375
1984-03-01,3.78125
1984-03-02,3.78125
1984-03-05,3.71875
1984-03-06,3.765625
1984-03-07,3.75
1984-03-08,3.71875
1984-03-09,3.65625
1984-03-12,3.75
1984-03-13,3.8125
1984-03-14,3.8125
1984-03-15,3.8125
1984-03-16,3.921875
1984-03-19,3.859375
1984-03-20,3.859375
1984-03-21,3.875
1984-03-22,3.828125
1984-03-23,3.78125
1984-03-26,3.796875
1984-03-27,3.796875
1984-03-28,3.8125
1984-03-29,3.796875
1984-03-30,3.796875
1984-04-02,3.640625
1984-04-03,3.6875
1984-04-04,3.703125
1984-04-05,3.703125
1984-04-06,3.65625
1984-04-09,3.515625
1984-04-10,3.453125
1984-04-11,3.4375
1984-04-12,3.546875
1984-04-13,3.484375
1984-04-16,3.46875
1984-04-17,3.5
1984-04-18,3.515625
1984-04-19,3.5625
1984-04-23,3.5625
1984-04-24,3.5
1984-04-25,3.5625
1984-04-26,3.703125
1984-04-27,3.75
1984-04-30,3.78125
1984-05-01,3.84375
1984-05-02,3.859375
1984-05-03,3.828125
1984-05-04,3.65625
1984-05-07,3.75
1984-05-08,3.8125
1984-05-09,3.78125
1984-05-10,3.78125
1984-05-11,3.703125
1984-05-14,3.625
1984-05-15,3.578125
1984-05-16,3.5625
1984-05-17,3.46875
1984-05-18,3.421875
1984-05-21,3.421875
1984-05-22,3.34375
1984-05-23,3.390625
1984-05-24,3.34375
1984-05-25,3.3125
1984-05-29,3.25
1984-05-30,3.15625
1984-05-31,3.125
1984-06-01,3.203125
1984-06-04,3.375
1984-06-05,3.34375
1984-06-06,3.46875
1984-06-07,3.515625
1984-06-08,3.53125
1984-06-11,3.53125
1984-06-12,3.5
1984-06-13,3.515625
1984-06-14,3.453125
1984-06-15,3.40625
1984-06-18,3.46875
1984-06-19,3.484375
1984-06-20,3.46875
1984-06-21,3.453125
1984-06-22,3.453125
1984-06-25,3.46875
1984-06-26,3.46875
1984-06-27,3.4375
1984-06-28,3.4375
1984-06-29,3.484375
1984-07-02,3.484375
1984-07-03,3.5625
1984-07-05,3.546875
1984-07-06,3.546875
1984-07-09,3.625
1984-07-10,3.71875
1984-07-11,3.6875
1984-07-12,3.625
1984-07-13,3.609375
1984-07-16,3.625
1984-07-17,3.65625
1984-07-18,3.625
1984-07-19,3.5
1984-07-20,3.59375
1984-07-23,3.546875
1984-07-24,3.546875
1984-07-25,3.546875
1984-07-26,3.53125
1984-07-27,3.53125
1984-07-30,3.5
1984-07-31,3.453125
1984-08-01,3.625
1984-08-02,3.75
1984-08-03,3.875
1984-08-06,3.9375
1984-08-07,3.984375
1984-08-08,3.9375
1984-08-09,4.109375
1984-08-10,4.1875
1984-08-13,4.078125
1984-08-14,4.09375
1984-08-15,4.078125
1984-08-16,4.09375
1984-08-17,4.109375
1984-08-20,4.1875
1984-08-21,4.234375
1984-08-22,4.21875
1984-08-23,4.1875
1984-08-24,4.296875
1984-08-27,4.28125
1984-08-28,4.234375
1984-08-29,4.1875
1984-08-30,4.15625
1984-08-31,4.1875
1984-09-04,4.171875
1984-09-05,4.140625
1984-09-06,4.1875
1984-09-07,4.1875
1984-09-10,4.1875
1984-09-11,4.25
1984-09-12,4.21875
1984-09-13,4.34375
1984-09-14,4.34375
1984-09-17,4.40625
1984-09-18,4.484375
1984-09-19,4.4375
1984-09-20,4.46875
1984-09-21,4.4375
1984-09-24,4.46875
1984-09-25,4.421875
1984-09-26,4.359375
1984-09-27,4.375
1984-09-28,4.21875
1984-10-01,4.21875
1984-10-02,4.171875
1984-10-03,4.03125
1984-10-04,4.09375
1984-10-05,4.171875
1984-10-08,4.109375
1984-10-09,4.140625
1984-10-10,4.15625
1984-10-11,4.21875
1984-10-12,4.296875
1984-10-15,4.34375
1984-10-16,4.21875
1984-10-17,4.25
