Date,FN
2019-09-27,51.619999
2019-09-30,52.299999
2019-10-01,51.66
2019-10-02,50.650002
2019-10-03,50.540001000000004
2019-10-04,51.029999
2019-10-07,50.740002000000004
2019-10-08,48.779999
2019-10-09,48.400002
2019-10-10,48.689999
2019-10-11,50.0
2019-10-14,50.400002
2019-10-15,51.48
2019-10-16,51.259997999999996
2019-10-17,52.209998999999996
2019-10-18,52.779999
2019-10-21,53.970001
2019-10-22,54.459998999999996
2019-10-23,53.080002
2019-10-24,53.369999
2019-10-25,53.799999
2019-10-28,54.389998999999996
2019-10-29,53.27
2019-10-30,54.32
2019-10-31,56.23
2019-11-01,58.450001
2019-11-04,60.599998
2019-11-05,57.560001
2019-11-06,57.209998999999996
2019-11-07,57.240002000000004
2019-11-08,58.790001000000004
2019-11-11,58.77
2019-11-12,59.25
2019-11-13,59.75
2019-11-14,59.889998999999996
2019-11-15,60.860001000000004
2019-11-18,61.040001000000004
2019-11-19,61.43
2019-11-20,60.810001
2019-11-21,59.990002000000004
2019-11-22,59.599998
2019-11-25,60.560001
2019-11-26,60.5
2019-11-27,61.189999
2019-11-29,60.490002000000004
2019-12-02,59.119999
2019-12-03,58.689999
2019-12-04,59.5
2019-12-05,59.740002000000004
2019-12-06,60.380001
2019-12-09,59.5
2019-12-10,58.599998
2019-12-11,60.73
2019-12-12,63.009997999999996
2019-12-13,62.619999
2019-12-16,63.77
2019-12-17,64.639999
2019-12-18,64.349998
2019-12-19,64.980003
2019-12-20,64.43
2019-12-23,64.410004
2019-12-24,64.790001
2019-12-26,65.400002
2019-12-27,64.57
2019-12-30,64.949997
2019-12-31,64.839996
2020-01-02,66.160004
2020-01-03,65.949997
2020-01-06,64.779999
2020-01-07,65.699997
2020-01-08,66.07
2020-01-09,65.779999
2020-01-10,64.839996
2020-01-13,66.220001
2020-01-14,66.029999
2020-01-15,66.349998
2020-01-16,64.510002
2020-01-17,66.660004
2020-01-21,66.150002
2020-01-22,67.68
2020-01-23,67.949997
2020-01-24,67.07
2020-01-27,65.550003
2020-01-28,67.519997
2020-01-29,66.809998
2020-01-30,66.519997
2020-01-31,63.040001000000004
2020-02-03,63.709998999999996
2020-02-04,67.709999
2020-02-05,67.139999
2020-02-06,65.720001
2020-02-07,64.480003
2020-02-10,65.720001
2020-02-11,67.0
2020-02-12,68.040001
2020-02-13,67.699997
2020-02-14,64.989998
2020-02-18,62.950001
2020-02-19,63.41
2020-02-20,63.240002000000004
2020-02-21,61.290001000000004
2020-02-24,58.049999
2020-02-25,56.299999
2020-02-26,57.220001
2020-02-27,54.869999
2020-02-28,55.119999
2020-03-02,57.5
2020-03-03,56.310001
2020-03-04,59.41
2020-03-05,60.509997999999996
2020-03-06,59.32
2020-03-09,53.759997999999996
2020-03-10,55.48
2020-03-11,51.080002
2020-03-12,48.18
2020-03-13,52.849998
2020-03-16,49.959998999999996
2020-03-17,50.419998
2020-03-18,47.549999
2020-03-19,49.380001
2020-03-20,47.779999
2020-03-23,49.630001
2020-03-24,54.5
2020-03-25,52.419998
2020-03-26,53.23
2020-03-27,48.34
2020-03-30,52.720001
2020-03-31,54.560001
2020-04-01,53.919998
2020-04-02,53.900002
2020-04-03,52.650002
2020-04-06,57.650002
2020-04-07,59.09
2020-04-08,58.880001
2020-04-09,60.299999
2020-04-13,58.470001
2020-04-14,62.73
2020-04-15,61.279999
2020-04-16,62.639998999999996
2020-04-17,61.509997999999996
2020-04-20,61.200001
2020-04-21,61.279999
2020-04-22,62.540001000000004
2020-04-23,64.059998
2020-04-24,64.540001
2020-04-27,65.769997
2020-04-28,64.489998
2020-04-29,64.910004
2020-04-30,62.75
2020-05-01,59.639998999999996
2020-05-04,58.740002000000004
2020-05-05,58.02
2020-05-06,58.150002
2020-05-07,58.869999
2020-05-08,61.349998
