Date,KOS
2013-05-02,10.88
2013-05-03,10.92
2013-05-06,10.96
2013-05-07,11.13
2013-05-08,10.99
2013-05-09,11.35
2013-05-10,11.25
2013-05-13,11.38
2013-05-14,11.46
2013-05-15,11.55
2013-05-16,11.52
2013-05-17,11.79
2013-05-20,11.92
2013-05-21,11.15
2013-05-22,10.75
2013-05-23,10.57
2013-05-24,10.54
2013-05-28,10.53
2013-05-29,10.43
2013-05-30,10.61
2013-05-31,10.32
2013-06-03,10.43
2013-06-04,10.55
2013-06-05,10.59
2013-06-06,10.55
2013-06-07,10.62
2013-06-10,10.61
2013-06-11,10.38
2013-06-12,10.43
2013-06-13,10.5
2013-06-14,10.78
2013-06-17,10.77
2013-06-18,10.74
2013-06-19,10.62
2013-06-20,10.5
2013-06-21,10.43
2013-06-24,10.36
2013-06-25,10.31
2013-06-26,10.38
2013-06-27,10.35
2013-06-28,10.16
2013-07-01,10.4
2013-07-02,10.39
2013-07-03,10.37
2013-07-05,10.4
2013-07-08,10.41
2013-07-09,10.4
2013-07-10,10.41
2013-07-11,10.77
2013-07-12,10.8
2013-07-15,10.84
2013-07-16,11.02
2013-07-17,10.91
2013-07-18,10.91
2013-07-19,10.81
2013-07-22,10.95
2013-07-23,11.1
2013-07-24,10.86
2013-07-25,10.98
2013-07-26,10.94
2013-07-29,10.95
2013-07-30,10.87
2013-07-31,10.56
2013-08-01,10.81
2013-08-02,10.66
2013-08-05,10.52
2013-08-06,10.2
2013-08-07,10.13
2013-08-08,10.18
2013-08-09,10.09
2013-08-12,9.75
2013-08-13,10.51
2013-08-14,10.16
2013-08-15,10.19
2013-08-16,10.05
2013-08-19,9.93
2013-08-20,10.08
2013-08-21,9.81
2013-08-22,9.98
2013-08-23,9.99
2013-08-26,10.0
2013-08-27,9.95
2013-08-28,10.21
2013-08-29,10.22
2013-08-30,10.17
2013-09-03,10.13
2013-09-04,10.4
2013-09-05,10.39
2013-09-06,10.37
2013-09-09,10.41
2013-09-10,10.42
2013-09-11,10.53
2013-09-12,10.89
2013-09-13,10.48
2013-09-16,10.63
2013-09-17,10.62
2013-09-18,10.87
2013-09-19,10.73
2013-09-20,10.75
2013-09-23,10.56
2013-09-24,10.58
2013-09-25,10.66
2013-09-26,10.66
2013-09-27,10.44
2013-09-30,10.28
2013-10-01,10.42
2013-10-02,10.52
2013-10-03,10.44
2013-10-04,10.49
2013-10-07,10.48
2013-10-08,10.32
2013-10-09,10.13
2013-10-10,10.28
2013-10-11,10.59
2013-10-14,10.74
2013-10-15,10.73
2013-10-16,10.6
2013-10-17,10.7
2013-10-18,10.54
2013-10-21,10.71
2013-10-22,10.47
2013-10-23,10.47
2013-10-24,10.72
2013-10-25,10.82
2013-10-28,10.82
2013-10-29,10.81
2013-10-30,10.76
2013-10-31,10.66
2013-11-01,10.71
2013-11-04,10.55
2013-11-05,10.31
2013-11-06,10.45
2013-11-07,10.28
2013-11-08,10.44
2013-11-11,10.25
2013-11-12,10.2
2013-11-13,10.16
2013-11-14,10.58
2013-11-15,10.68
2013-11-18,10.53
2013-11-19,10.56
2013-11-20,10.55
2013-11-21,10.45
2013-11-22,10.64
2013-11-25,10.57
2013-11-26,10.76
2013-11-27,10.51
2013-11-29,10.41
2013-12-02,11.25
2013-12-03,11.29
2013-12-04,11.13
2013-12-05,11.13
2013-12-06,11.31
2013-12-09,11.15
2013-12-10,11.02
2013-12-11,10.85
2013-12-12,11.06
2013-12-13,11.01
2013-12-16,10.97
2013-12-17,10.73
2013-12-18,10.58
2013-12-19,10.66
2013-12-20,10.92
2013-12-23,11.03
2013-12-24,11.15
2013-12-26,11.01
2013-12-27,11.26
2013-12-30,11.16
2013-12-31,11.18
2014-01-02,11.21
2014-01-03,11.06
2014-01-06,10.99
2014-01-07,11.23
2014-01-08,11.15
2014-01-09,11.21
2014-01-10,11.19
2014-01-13,10.81
2014-01-14,11.11
2014-01-15,10.22
2014-01-16,10.33
2014-01-17,10.24
2014-01-21,10.35
2014-01-22,10.56
2014-01-23,10.54
2014-01-24,10.54
2014-01-27,10.45
2014-01-28,10.61
2014-01-29,10.31
2014-01-30,10.5
2014-01-31,10.34
2014-02-03,10.09
2014-02-04,10.29
2014-02-05,10.21
2014-02-06,10.33
2014-02-07,10.48
2014-02-10,10.35
2014-02-11,10.64
2014-02-12,10.61
2014-02-13,10.62
2014-02-14,10.72
2014-02-18,10.66
2014-02-19,10.63
2014-02-20,10.73
2014-02-21,10.62
2014-02-24,10.81
2014-02-25,10.93
2014-02-26,10.98
2014-02-27,11.0
2014-02-28,10.98
2014-03-03,10.96
2014-03-04,10.98
2014-03-05,10.91
2014-03-06,10.83
2014-03-07,10.9
2014-03-10,10.88
2014-03-11,10.75
2014-03-12,10.69
2014-03-13,10.58
2014-03-14,10.6
2014-03-17,10.74
2014-03-18,10.77
2014-03-19,10.7
2014-03-20,10.82
2014-03-21,10.96
2014-03-24,10.88
2014-03-25,10.92
2014-03-26,10.84
2014-03-27,11.06
2014-03-28,10.98
2014-03-31,11.0
2014-04-01,11.08
2014-04-02,10.99
2014-04-03,10.93
2014-04-04,10.75
2014-04-07,10.49
2014-04-08,10.55
2014-04-09,10.5
2014-04-10,10.45
2014-04-11,10.49
2014-04-14,10.51
2014-04-15,10.83
2014-04-16,10.99
2014-04-17,11.0
2014-04-21,11.0
2014-04-22,10.97
2014-04-23,11.0
2014-04-24,11.0
2014-04-25,10.92
2014-04-28,10.94
2014-04-29,10.97
2014-04-30,10.92
2014-05-01,10.88
2014-05-02,10.99
2014-05-05,10.27
2014-05-06,10.49
2014-05-07,10.65
2014-05-08,10.5
2014-05-09,10.4
2014-05-12,10.4
2014-05-13,10.4
2014-05-14,10.42
2014-05-15,10.43
2014-05-16,10.48
2014-05-19,10.52
2014-05-20,10.47
2014-05-21,10.54
2014-05-22,10.4
2014-05-23,10.37
2014-05-27,10.45
2014-05-28,10.55
2014-05-29,10.58
2014-05-30,10.48
2014-06-02,10.3
2014-06-03,10.26
2014-06-04,10.15
2014-06-05,10.13
2014-06-06,10.05
2014-06-09,10.15
2014-06-10,10.45
2014-06-11,10.41
2014-06-12,10.53
2014-06-13,10.87
2014-06-16,10.93
2014-06-17,11.02
2014-06-18,11.1
2014-06-19,11.2
2014-06-20,11.2
2014-06-23,11.11
2014-06-24,11.03
2014-06-25,11.08
2014-06-26,11.11
2014-06-27,11.21
2014-06-30,11.23
2014-07-01,11.1
2014-07-02,11.04
2014-07-03,11.04
2014-07-07,10.74
2014-07-08,10.72
2014-07-09,10.62
2014-07-10,9.94
2014-07-11,10.05
2014-07-14,10.18
2014-07-15,9.96
2014-07-16,10.07
2014-07-17,9.92
2014-07-18,10.08
2014-07-21,10.22
2014-07-22,10.2
2014-07-23,10.3
2014-07-24,10.26
2014-07-25,10.05
2014-07-28,9.92
2014-07-29,9.88
2014-07-30,9.84
2014-07-31,9.63
2014-08-01,9.35
2014-08-04,9.68
2014-08-05,9.45
2014-08-06,9.48
2014-08-07,9.41
2014-08-08,9.65
2014-08-11,9.72
2014-08-12,9.58
2014-08-13,9.48
2014-08-14,9.49
2014-08-15,9.77
2014-08-18,10.02
2014-08-19,9.97
2014-08-20,10.0
2014-08-21,10.08
2014-08-22,9.87
2014-08-25,10.1
2014-08-26,10.12
2014-08-27,10.03
2014-08-28,9.97
2014-08-29,10.02
2014-09-02,9.79
2014-09-03,9.84
2014-09-04,9.82
2014-09-05,9.81
2014-09-08,9.81
2014-09-09,9.81
2014-09-10,9.81
2014-09-11,10.09
2014-09-12,9.97
2014-09-15,10.12
2014-09-16,10.45
2014-09-17,10.22
2014-09-18,10.21
2014-09-19,10.25
2014-09-22,9.89
2014-09-23,9.86
2014-09-24,9.97
2014-09-25,9.86
2014-09-26,10.2
2014-09-29,10.35
2014-09-30,9.96
2014-10-01,10.02
2014-10-02,9.96
2014-10-03,9.85
2014-10-06,9.93
2014-10-07,9.41
2014-10-08,9.38
2014-10-09,9.21
2014-10-10,9.13
2014-10-13,8.72
2014-10-14,8.54
2014-10-15,8.86
2014-10-16,9.02
2014-10-17,8.88
2014-10-20,8.94
2014-10-21,9.38
2014-10-22,9.13
2014-10-23,9.29
2014-10-24,9.2
2014-10-27,8.9
2014-10-28,9.25
2014-10-29,9.24
2014-10-30,9.11
2014-10-31,9.33
2014-11-03,9.21
2014-11-04,9.14
2014-11-05,9.38
2014-11-06,9.44
2014-11-07,10.25
2014-11-10,9.91
2014-11-11,9.94
2014-11-12,9.95
2014-11-13,9.59
2014-11-14,9.66
2014-11-17,9.44
2014-11-18,9.39
2014-11-19,9.36
2014-11-20,9.65
2014-11-21,9.88
2014-11-24,9.7
2014-11-25,9.6
2014-11-26,9.22
2014-11-28,8.34
2014-12-01,8.77
2014-12-02,8.58
2014-12-03,8.68
2014-12-04,8.42
2014-12-05,8.31
2014-12-08,7.72
2014-12-09,8.15
2014-12-10,7.3
2014-12-11,7.36
2014-12-12,7.29
2014-12-15,7.09
2014-12-16,7.3
2014-12-17,7.85
2014-12-18,7.93
2014-12-19,8.3
2014-12-22,8.07
2014-12-23,8.37
2014-12-24,8.31
2014-12-26,8.3
2014-12-29,8.25
2014-12-30,8.26
2014-12-31,8.39
2015-01-02,8.48
2015-01-05,8.11
2015-01-06,7.99
2015-01-07,7.77
2015-01-08,8.22
2015-01-09,8.39
2015-01-12,7.99
2015-01-13,8.01
2015-01-14,8.08
2015-01-15,7.69
2015-01-16,8.02
2015-01-20,7.89
2015-01-21,8.24
2015-01-22,8.48
2015-01-23,8.64
2015-01-26,8.74
2015-01-27,8.95
2015-01-28,8.52
2015-01-29,8.59
2015-01-30,8.77
2015-02-02,8.97
2015-02-03,8.8
2015-02-04,8.36
2015-02-05,8.53
2015-02-06,8.68
2015-02-09,8.91
2015-02-10,8.8
2015-02-11,8.79
2015-02-12,8.95
2015-02-13,9.05
2015-02-17,8.9
2015-02-18,8.87
2015-02-19,8.8
2015-02-20,8.73
2015-02-23,8.63
2015-02-24,8.54
2015-02-25,8.84
2015-02-26,8.77
2015-02-27,8.98
2015-03-02,7.97
2015-03-03,8.13
2015-03-04,8.24
2015-03-05,8.27
2015-03-06,8.28
2015-03-09,8.25
2015-03-10,8.2
2015-03-11,8.41
2015-03-12,8.23
2015-03-13,8.14
2015-03-16,8.06
2015-03-17,8.04
2015-03-18,8.37
2015-03-19,8.35
2015-03-20,8.24
2015-03-23,8.01
2015-03-24,7.91
2015-03-25,8.06
2015-03-26,8.18
2015-03-27,8.06
2015-03-30,7.95
2015-03-31,7.91
2015-04-01,8.1
2015-04-02,8.45
2015-04-06,8.71
2015-04-07,8.62
2015-04-08,8.4
2015-04-09,8.56
2015-04-10,8.6
2015-04-13,8.34
2015-04-14,8.47
2015-04-15,8.64
2015-04-16,8.67
2015-04-17,8.62
2015-04-20,8.52
2015-04-21,8.5
2015-04-22,8.48
2015-04-23,8.67
2015-04-24,8.69
2015-04-27,9.53
2015-04-28,9.51
2015-04-29,9.72
2015-04-30,9.78
2015-05-01,9.68
2015-05-04,9.35
2015-05-05,9.36
2015-05-06,9.54
2015-05-07,9.33
2015-05-08,9.39
2015-05-11,9.08
2015-05-12,9.34
2015-05-13,9.37
2015-05-14,9.23
2015-05-15,9.31
2015-05-18,9.3
2015-05-19,8.94
2015-05-20,8.96
2015-05-21,9.19
2015-05-22,9.11
2015-05-26,8.9
2015-05-27,8.84
2015-05-28,8.76
2015-05-29,8.89
2015-06-01,8.87
2015-06-02,8.9
2015-06-03,8.72
2015-06-04,8.65
2015-06-05,8.86
2015-06-08,8.93
2015-06-09,8.93
2015-06-10,9.0
2015-06-11,9.01
2015-06-12,8.85
2015-06-15,8.88
2015-06-16,8.97
2015-06-17,8.91
2015-06-18,8.78
2015-06-19,8.66
2015-06-22,8.73
2015-06-23,8.74
2015-06-24,8.65
2015-06-25,8.68
2015-06-26,8.57
2015-06-29,8.42
2015-06-30,8.43
2015-07-01,7.93
2015-07-02,8.08
2015-07-06,7.92
2015-07-07,8.18
2015-07-08,7.84
2015-07-09,7.9
2015-07-10,7.87
2015-07-13,7.85
2015-07-14,8.0
2015-07-15,7.84
2015-07-16,7.7
2015-07-17,7.44
2015-07-20,7.09
2015-07-21,7.27
2015-07-22,7.14
2015-07-23,7.17
2015-07-24,7.06
2015-07-27,6.89
2015-07-28,7.14
2015-07-29,7.31
2015-07-30,7.32
2015-07-31,7.2
2015-08-03,6.92
2015-08-04,6.91
2015-08-05,6.77
2015-08-06,7.02
2015-08-07,6.87
2015-08-10,7.29
2015-08-11,7.36
2015-08-12,7.54
2015-08-13,7.24
2015-08-14,7.06
2015-08-17,7.0
2015-08-18,7.11
2015-08-19,6.77
2015-08-20,6.64
2015-08-21,6.5
2015-08-24,6.2
2015-08-25,6.11
2015-08-26,6.22
2015-08-27,6.6
2015-08-28,6.86
2015-08-31,7.0
2015-09-01,6.68
2015-09-02,6.73
2015-09-03,6.69
2015-09-04,6.57
2015-09-08,6.68
2015-09-09,6.52
2015-09-10,6.61
2015-09-11,6.44
2015-09-14,6.41
2015-09-15,6.5
2015-09-16,6.95
2015-09-17,7.05
2015-09-18,6.77
2015-09-21,6.64
2015-09-22,6.4
2015-09-23,6.0
2015-09-24,5.83
2015-09-25,5.51
2015-09-28,5.39
2015-09-29,5.43
2015-09-30,5.58
2015-10-01,5.67
2015-10-02,5.97
2015-10-05,6.17
2015-10-06,6.87
2015-10-07,7.33
2015-10-08,7.56
2015-10-09,7.35
2015-10-12,7.06
2015-10-13,6.99
2015-10-14,7.11
2015-10-15,7.27
2015-10-16,7.5
2015-10-19,7.12
2015-10-20,7.11
2015-10-21,6.94
2015-10-22,6.91
2015-10-23,6.96
2015-10-26,6.78
2015-10-27,6.41
2015-10-28,6.6
2015-10-29,6.75
2015-10-30,6.82
2015-11-02,7.57
2015-11-03,7.81
2015-11-04,7.68
2015-11-05,7.77
2015-11-06,7.66
2015-11-09,7.62
2015-11-10,7.68
2015-11-11,7.31
2015-11-12,7.13
2015-11-13,7.32
2015-11-16,7.46
2015-11-17,7.22
2015-11-18,7.41
2015-11-19,7.11
2015-11-20,6.99
2015-11-23,7.17
2015-11-24,7.44
2015-11-25,7.24
2015-11-27,7.01
2015-11-30,6.71
2015-12-01,7.07
2015-12-02,7.01
2015-12-03,7.0
2015-12-04,6.87
2015-12-07,5.99
2015-12-08,6.07
2015-12-09,6.08
2015-12-10,6.17
2015-12-11,5.86
2015-12-14,5.6
2015-12-15,5.49
2015-12-16,5.4
2015-12-17,5.13
2015-12-18,5.01
2015-12-21,4.73
2015-12-22,5.09
2015-12-23,5.42
2015-12-24,5.29
2015-12-28,5.27
2015-12-29,5.2
2015-12-30,5.09
2015-12-31,5.2
2016-01-04,5.34
2016-01-05,5.08
2016-01-06,4.7
2016-01-07,4.41
2016-01-08,4.38
2016-01-11,4.32
2016-01-12,4.17
2016-01-13,4.19
2016-01-14,4.24
2016-01-15,3.79
2016-01-19,3.56
2016-01-20,3.5
2016-01-21,3.69
2016-01-22,3.72
2016-01-25,3.65
2016-01-26,3.83
2016-01-27,3.85
2016-01-28,4.15
2016-01-29,4.57
2016-02-01,4.47
2016-02-02,4.19
2016-02-03,4.36
2016-02-04,4.44
2016-02-05,4.38
2016-02-08,4.1
2016-02-09,3.97
2016-02-10,4.04
2016-02-11,4.01
2016-02-12,3.99
2016-02-16,3.94
2016-02-17,4.25
2016-02-18,4.04
2016-02-19,3.89
2016-02-22,4.5
2016-02-23,4.4
2016-02-24,4.46
2016-02-25,4.45
2016-02-26,4.56
2016-02-29,4.88
2016-03-01,4.92
2016-03-02,5.09
2016-03-03,5.42
2016-03-04,5.44
2016-03-07,5.61
2016-03-08,5.45
2016-03-09,5.55
2016-03-10,5.46
2016-03-11,5.7
2016-03-14,5.61
2016-03-15,5.68
2016-03-16,6.03
2016-03-17,6.04
2016-03-18,6.04
2016-03-21,6.12
2016-03-22,6.05
2016-03-23,5.6
2016-03-24,5.71
2016-03-28,5.6
2016-03-29,5.56
2016-03-30,5.64
2016-03-31,5.82
2016-04-01,5.61
2016-04-04,5.63
2016-04-05,5.64
2016-04-06,5.77
2016-04-07,5.73
2016-04-08,5.91
2016-04-11,5.84
2016-04-12,6.23
2016-04-13,6.19
2016-04-14,6.24
2016-04-15,5.89
2016-04-18,5.97
2016-04-19,6.14
2016-04-20,6.16
2016-04-21,6.2
2016-04-22,6.52
2016-04-25,6.41
2016-04-26,6.52
2016-04-27,6.66
2016-04-28,6.4
2016-04-29,6.48
2016-05-02,6.33
2016-05-03,5.88
2016-05-04,5.53
2016-05-05,5.46
2016-05-06,5.32
2016-05-09,4.64
2016-05-10,4.83
2016-05-11,5.18
2016-05-12,4.86
2016-05-13,5.01
2016-05-16,5.05
2016-05-17,5.11
2016-05-18,5.07
2016-05-19,5.08
2016-05-20,5.2
2016-05-23,5.15
