Date,NMIH
2014-05-15,10.04
2014-05-16,10.03
2014-05-19,10.0
2014-05-20,9.98
2014-05-21,9.98
2014-05-22,10.12
2014-05-23,10.25
2014-05-27,10.44
2014-05-28,10.38
2014-05-29,10.66
2014-05-30,10.94
2014-06-02,10.75
2014-06-03,10.97
2014-06-04,10.92
2014-06-05,11.1
2014-06-06,11.12
2014-06-09,11.2
2014-06-10,11.0
2014-06-11,11.26
2014-06-12,11.35
2014-06-13,11.32
2014-06-16,11.47
2014-06-17,11.68
2014-06-18,11.69
2014-06-19,11.58
2014-06-20,11.75
2014-06-23,11.49
2014-06-24,11.44
2014-06-25,11.41
2014-06-26,11.14
2014-06-27,11.0
2014-06-30,10.5
2014-07-01,10.38
2014-07-02,10.64
2014-07-03,10.83
2014-07-07,10.47
2014-07-08,10.39
2014-07-09,10.38
2014-07-10,10.3
2014-07-11,10.31
2014-07-14,10.42
2014-07-15,10.46
2014-07-16,10.41
2014-07-17,10.27
2014-07-18,10.24
2014-07-21,10.07
2014-07-22,10.07
2014-07-23,10.14
2014-07-24,10.15
2014-07-25,10.12
2014-07-28,10.02
2014-07-29,10.14
2014-07-30,10.2
2014-07-31,9.99
2014-08-01,9.82
2014-08-04,10.05
2014-08-05,9.96
2014-08-06,10.12
2014-08-07,10.23
2014-08-08,10.13
2014-08-11,10.19
2014-08-12,10.05
2014-08-13,9.93
2014-08-14,9.9
2014-08-15,9.83
2014-08-18,9.85
2014-08-19,9.86
2014-08-20,9.91
2014-08-21,9.8
2014-08-22,9.74
2014-08-25,9.62
2014-08-26,9.9
2014-08-27,9.76
2014-08-28,9.67
2014-08-29,9.68
2014-09-02,9.73
2014-09-03,9.42
2014-09-04,9.22
2014-09-05,9.17
2014-09-08,9.49
2014-09-09,9.41
2014-09-10,9.45
2014-09-11,9.43
2014-09-12,9.28
2014-09-15,9.18
2014-09-16,9.0
2014-09-17,9.24
2014-09-18,9.4
2014-09-19,9.06
2014-09-22,8.63
2014-09-23,8.6
2014-09-24,8.69
2014-09-25,8.66
2014-09-26,8.4
2014-09-29,8.35
2014-09-30,8.65
2014-10-01,8.53
2014-10-02,8.55
2014-10-03,8.57
2014-10-06,8.37
2014-10-07,8.4
2014-10-08,8.54
2014-10-09,8.41
2014-10-10,8.26
2014-10-13,8.31
2014-10-14,8.36
2014-10-15,8.43
2014-10-16,8.32
2014-10-17,8.87
2014-10-20,8.97
2014-10-21,9.01
2014-10-22,8.66
2014-10-23,8.56
2014-10-24,8.55
2014-10-27,8.6
2014-10-28,8.71
2014-10-29,8.7
2014-10-30,8.77
2014-10-31,8.95
2014-11-03,9.05
2014-11-04,9.15
2014-11-05,9.27
2014-11-06,9.38
2014-11-07,9.57
2014-11-10,9.68
2014-11-11,9.64
2014-11-12,9.62
2014-11-13,9.58
2014-11-14,9.38
2014-11-17,9.2
2014-11-18,9.16
2014-11-19,8.94
2014-11-20,8.99
2014-11-21,9.0
2014-11-24,9.0
2014-11-25,8.89
2014-11-26,8.9
2014-11-28,8.71
2014-12-01,8.5
2014-12-02,8.68
2014-12-03,8.67
2014-12-04,8.68
2014-12-05,8.87
2014-12-08,8.8
2014-12-09,8.79
2014-12-10,8.6
2014-12-11,8.72
2014-12-12,8.63
2014-12-15,8.58
2014-12-16,8.69
2014-12-17,8.89
2014-12-18,8.95
2014-12-19,9.02
2014-12-22,9.02
2014-12-23,9.13
2014-12-24,9.13
2014-12-26,9.08
2014-12-29,9.02
2014-12-30,9.1
2014-12-31,9.13
2015-01-02,9.15
2015-01-05,8.94
2015-01-06,8.73
2015-01-07,8.34
2015-01-08,8.33
2015-01-09,8.13
2015-01-12,7.84
2015-01-13,7.92
2015-01-14,7.71
2015-01-15,7.6
2015-01-16,7.94
2015-01-20,7.75
2015-01-21,7.7
2015-01-22,7.8
2015-01-23,7.88
2015-01-26,7.83
2015-01-27,7.76
2015-01-28,7.72
2015-01-29,7.72
2015-01-30,7.7
2015-02-02,8.04
2015-02-03,8.24
2015-02-04,8.05
2015-02-05,8.44
2015-02-06,8.51
2015-02-09,8.43
2015-02-10,8.52
2015-02-11,8.47
2015-02-12,8.5
2015-02-13,8.41
2015-02-17,8.31
2015-02-18,8.25
2015-02-19,8.41
2015-02-20,7.54
2015-02-23,7.45
2015-02-24,7.36
2015-02-25,7.33
2015-02-26,7.33
2015-02-27,7.3
2015-03-02,7.4
2015-03-03,7.5
2015-03-04,7.35
2015-03-05,7.4
2015-03-06,7.32
2015-03-09,7.42
2015-03-10,7.49
2015-03-11,7.42
2015-03-12,7.53
2015-03-13,7.49
2015-03-16,7.41
2015-03-17,7.45
2015-03-18,7.45
2015-03-19,7.43
2015-03-20,7.44
2015-03-23,7.49
2015-03-24,7.48
2015-03-25,7.41
2015-03-26,7.42
2015-03-27,7.4
2015-03-30,7.49
2015-03-31,7.49
2015-04-01,7.4
2015-04-02,7.64
2015-04-06,7.64
2015-04-07,7.48
2015-04-08,7.48
2015-04-09,7.43
2015-04-10,7.5
2015-04-13,7.39
2015-04-14,7.57
2015-04-15,7.74
2015-04-16,7.72
2015-04-17,7.56
2015-04-20,7.84
2015-04-21,7.76
2015-04-22,8.05
2015-04-23,8.15
2015-04-24,8.08
2015-04-27,8.11
2015-04-28,8.14
2015-04-29,8.0
2015-04-30,7.98
2015-05-01,7.9
2015-05-04,7.85
2015-05-05,7.77
2015-05-06,7.76
2015-05-07,7.69
2015-05-08,7.7
2015-05-11,7.95
2015-05-12,7.87
2015-05-13,8.16
2015-05-14,8.29
2015-05-15,8.2
2015-05-18,8.14
2015-05-19,8.08
2015-05-20,8.01
2015-05-21,8.1
2015-05-22,8.0
2015-05-26,7.99
2015-05-27,8.02
2015-05-28,7.89
2015-05-29,7.93
2015-06-01,7.95
2015-06-02,7.94
2015-06-03,8.05
2015-06-04,7.9
2015-06-05,7.92
2015-06-08,7.84
2015-06-09,7.9
2015-06-10,7.95
2015-06-11,8.0
2015-06-12,7.95
2015-06-15,7.99
2015-06-16,8.08
2015-06-17,8.03
2015-06-18,8.16
2015-06-19,8.25
2015-06-22,8.05
2015-06-23,8.11
2015-06-24,8.09
2015-06-25,8.14
2015-06-26,8.16
2015-06-29,7.99
2015-06-30,8.02
2015-07-01,8.17
2015-07-02,8.04
2015-07-06,8.05
2015-07-07,8.0
2015-07-08,8.06
2015-07-09,8.08
2015-07-10,8.09
2015-07-13,8.13
2015-07-14,8.13
2015-07-15,8.1
2015-07-16,8.12
2015-07-17,8.09
2015-07-20,7.96
2015-07-21,7.85
2015-07-22,7.87
2015-07-23,7.85
2015-07-24,7.75
2015-07-27,7.77
2015-07-28,7.85
2015-07-29,7.82
2015-07-30,7.9
2015-07-31,8.0
2015-08-03,7.87
2015-08-04,7.77
2015-08-05,8.26
2015-08-06,8.74
2015-08-07,8.67
2015-08-10,8.89
2015-08-11,8.85
2015-08-12,8.81
2015-08-13,8.78
2015-08-14,8.85
2015-08-17,8.42
2015-08-18,8.48
2015-08-19,8.46
2015-08-20,8.43
2015-08-21,8.42
2015-08-24,8.13
2015-08-25,7.95
2015-08-26,8.06
2015-08-27,8.13
2015-08-28,8.26
2015-08-31,8.32
2015-09-01,8.34
2015-09-02,8.4
2015-09-03,8.43
2015-09-04,8.24
2015-09-08,8.5
2015-09-09,8.47
2015-09-10,8.47
2015-09-11,8.44
2015-09-14,8.44
2015-09-15,8.46
2015-09-16,8.42
2015-09-17,8.34
2015-09-18,8.17
2015-09-21,8.22
2015-09-22,8.11
2015-09-23,8.01
2015-09-24,8.0
2015-09-25,7.88
2015-09-28,7.78
2015-09-29,7.57
2015-09-30,7.6
2015-10-01,7.26
2015-10-02,7.25
2015-10-05,7.54
2015-10-06,7.48
2015-10-07,7.6
2015-10-08,7.51
2015-10-09,7.52
2015-10-12,7.53
2015-10-13,7.46
2015-10-14,7.91
2015-10-15,8.17
2015-10-16,7.95
2015-10-19,7.77
2015-10-20,7.82
2015-10-21,7.6
2015-10-22,7.73
2015-10-23,7.82
2015-10-26,7.79
2015-10-27,7.69
2015-10-28,7.68
2015-10-29,7.69
2015-10-30,7.52
2015-11-02,7.56
2015-11-03,7.5
2015-11-04,7.64
2015-11-05,7.75
2015-11-06,7.75
2015-11-09,7.83
2015-11-10,7.77
2015-11-11,7.77
2015-11-12,7.36
2015-11-13,7.11
2015-11-16,7.4
2015-11-17,7.2
2015-11-18,7.33
2015-11-19,7.19
2015-11-20,7.24
2015-11-23,7.17
2015-11-24,7.14
2015-11-25,7.19
2015-11-27,7.18
2015-11-30,7.39
2015-12-01,7.4
2015-12-02,7.39
2015-12-03,7.22
2015-12-04,7.02
2015-12-07,6.98
2015-12-08,6.91
2015-12-09,6.84
2015-12-10,6.99
2015-12-11,6.85
2015-12-14,6.81
2015-12-15,6.81
2015-12-16,6.97
2015-12-17,6.78
2015-12-18,6.8
2015-12-21,6.86
2015-12-22,6.97
2015-12-23,6.88
2015-12-24,6.93
2015-12-28,6.87
2015-12-29,6.91
2015-12-30,6.78
2015-12-31,6.77
2016-01-04,6.65
2016-01-05,6.73
2016-01-06,6.85
2016-01-07,6.66
2016-01-08,6.67
2016-01-11,6.23
2016-01-12,5.92
2016-01-13,5.6
2016-01-14,5.61
2016-01-15,5.4
2016-01-19,5.31
2016-01-20,5.21
2016-01-21,5.06
2016-01-22,5.14
2016-01-25,4.73
2016-01-26,4.88
2016-01-27,4.85
2016-01-28,4.93
2016-01-29,5.25
2016-02-01,5.33
2016-02-02,4.99
2016-02-03,5.01
2016-02-04,4.77
2016-02-05,4.66
2016-02-08,4.41
2016-02-09,4.75
2016-02-10,4.78
2016-02-11,4.5
2016-02-12,4.87
2016-02-16,4.9
2016-02-17,5.13
2016-02-18,5.26
2016-02-19,5.12
2016-02-22,5.06
2016-02-23,4.88
2016-02-24,4.89
2016-02-25,4.89
2016-02-26,4.97
2016-02-29,5.1
2016-03-01,5.22
2016-03-02,5.24
2016-03-03,5.24
2016-03-04,5.19
2016-03-07,5.18
2016-03-08,4.97
2016-03-09,4.9
2016-03-10,4.93
2016-03-11,5.1
2016-03-14,5.05
2016-03-15,5.06
2016-03-16,5.13
2016-03-17,5.18
2016-03-18,5.25
2016-03-21,5.3
2016-03-22,5.15
2016-03-23,4.93
2016-03-24,4.9
2016-03-28,5.01
2016-03-29,5.09
2016-03-30,5.04
2016-03-31,5.05
2016-04-01,4.98
2016-04-04,4.9
2016-04-05,4.68
2016-04-06,4.67
2016-04-07,4.6
2016-04-08,4.61
2016-04-11,4.7
2016-04-12,4.79
2016-04-13,4.95
2016-04-14,4.96
2016-04-15,5.21
2016-04-18,5.22
2016-04-19,5.18
2016-04-20,5.15
2016-04-21,5.19
2016-04-22,5.36
2016-04-25,5.5
2016-04-26,5.65
2016-04-27,6.35
2016-04-28,6.26
2016-04-29,6.29
2016-05-02,6.28
2016-05-03,6.35
2016-05-04,6.32
2016-05-05,6.51
2016-05-06,6.37
2016-05-09,6.37
2016-05-10,6.26
2016-05-11,5.93
2016-05-12,6.12
2016-05-13,5.94
2016-05-16,6.01
2016-05-17,5.93
2016-05-18,5.99
2016-05-19,5.87
2016-05-20,5.99
2016-05-23,5.94
2016-05-24,5.99
2016-05-25,6.09
2016-05-26,6.17
2016-05-27,6.28
2016-05-31,6.24
2016-06-01,6.21
2016-06-02,6.11
2016-06-03,6.07
2016-06-06,6.11
2016-06-07,6.02
2016-06-08,5.99
2016-06-09,5.89
2016-06-10,5.87
2016-06-13,5.62
2016-06-14,5.52
2016-06-15,5.43
2016-06-16,5.47
2016-06-17,5.72
2016-06-20,5.69
2016-06-21,5.61
2016-06-22,5.47
2016-06-23,5.58
2016-06-24,5.36
2016-06-27,5.11
2016-06-28,5.26
2016-06-29,5.37
2016-06-30,5.48
2016-07-01,5.57
2016-07-05,5.3
2016-07-06,5.4
2016-07-07,5.44
2016-07-08,5.63
2016-07-11,5.71
2016-07-12,5.83
2016-07-13,5.85
2016-07-14,5.94
2016-07-15,5.99
2016-07-18,5.94
2016-07-19,5.92
2016-07-20,5.98
2016-07-21,6.04
2016-07-22,6.06
2016-07-25,6.24
2016-07-26,6.24
2016-07-27,6.22
2016-07-28,6.27
2016-07-29,6.28
2016-08-01,6.15
2016-08-02,6.13
2016-08-03,6.81
2016-08-04,6.85
2016-08-05,6.98
2016-08-08,6.98
2016-08-09,6.98
2016-08-10,6.86
2016-08-11,6.85
2016-08-12,6.89
2016-08-15,7.03
2016-08-16,7.15
2016-08-17,7.23
2016-08-18,7.31
2016-08-19,7.43
2016-08-22,7.5
2016-08-23,7.68
2016-08-24,7.75
2016-08-25,7.86
2016-08-26,8.11
2016-08-29,8.05
2016-08-30,7.99
2016-08-31,7.94
2016-09-01,7.98
2016-09-02,8.0
2016-09-06,7.92
2016-09-07,7.89
2016-09-08,7.85
2016-09-09,7.65
2016-09-12,7.77
2016-09-13,7.68
2016-09-14,7.87
2016-09-15,7.9
2016-09-16,7.9
2016-09-19,7.96
2016-09-20,7.85
2016-09-21,7.88
2016-09-22,7.83
2016-09-23,7.73
2016-09-26,7.57
2016-09-27,7.59
2016-09-28,7.6
2016-09-29,7.5
2016-09-30,7.62
2016-10-03,7.56
2016-10-04,7.6
2016-10-05,7.64
2016-10-06,7.51
2016-10-07,7.6
2016-10-10,7.88
2016-10-11,8.13
2016-10-12,8.11
2016-10-13,7.84
2016-10-14,7.98
2016-10-17,7.97
2016-10-18,8.09
2016-10-19,8.195
2016-10-20,8.17
2016-10-21,8.11
2016-10-24,8.2
2016-10-25,8.1
2016-10-26,8.05
2016-10-27,7.75
2016-10-28,7.65
2016-10-31,7.65
2016-11-01,7.65
2016-11-02,8.2
2016-11-03,8.15
2016-11-04,8.2
2016-11-07,8.35
2016-11-08,8.4
2016-11-09,8.5
2016-11-10,9.0
2016-11-11,8.95
2016-11-14,8.8
2016-11-15,8.65
2016-11-16,8.9
2016-11-17,8.9
2016-11-18,9.05
2016-11-21,8.95
2016-11-22,8.65
2016-11-23,8.8
2016-11-25,8.75
2016-11-28,8.7
2016-11-29,8.7
2016-11-30,8.6
2016-12-01,8.75
2016-12-02,8.9
2016-12-05,9.2
2016-12-06,9.45
2016-12-07,9.3
2016-12-08,9.35
2016-12-09,10.1
2016-12-12,9.95
2016-12-13,9.85
2016-12-14,9.9
2016-12-15,10.0
2016-12-16,10.05
2016-12-19,10.45
2016-12-20,10.6
2016-12-21,10.6
2016-12-22,10.6
2016-12-23,10.8
2016-12-27,10.7
2016-12-28,10.6
2016-12-29,10.7
2016-12-30,10.65
2017-01-03,10.8
2017-01-04,10.9
2017-01-05,10.55
2017-01-06,10.5
2017-01-09,10.05
2017-01-10,10.45
2017-01-11,10.5
2017-01-12,10.25
2017-01-13,10.35
2017-01-17,10.2
2017-01-18,10.55
2017-01-19,10.45
2017-01-20,10.5
2017-01-23,10.55
2017-01-24,10.6
2017-01-25,10.7
2017-01-26,10.5
2017-01-27,10.65
2017-01-30,10.65
2017-01-31,10.8
2017-02-01,10.95
2017-02-02,10.9
2017-02-03,11.1
2017-02-06,11.1
2017-02-07,11.1
2017-02-08,11.2
2017-02-09,11.1
2017-02-10,11.25
2017-02-13,11.45
2017-02-14,11.5
2017-02-15,11.55
2017-02-16,11.3
2017-02-17,11.1
2017-02-21,10.85
2017-02-22,11.0
2017-02-23,10.9
2017-02-24,10.95
2017-02-27,10.95
2017-02-28,11.1
2017-03-01,11.9
2017-03-02,10.9
2017-03-03,11.05
2017-03-06,11.2
2017-03-07,11.05
2017-03-08,10.95
2017-03-09,10.95
2017-03-10,10.95
2017-03-13,11.25
2017-03-14,11.55
2017-03-15,11.45
2017-03-16,11.9
2017-03-17,11.8
2017-03-20,11.4
2017-03-21,10.95
2017-03-22,10.85
2017-03-23,11.05
2017-03-24,11.05
2017-03-27,11.2
2017-03-28,11.1
2017-03-29,10.95
2017-03-30,11.25
2017-03-31,11.4
2017-04-03,11.25
2017-04-04,11.45
2017-04-05,11.3
2017-04-06,11.5
2017-04-07,11.55
2017-04-10,12.2
2017-04-11,12.45
2017-04-12,12.45
2017-04-13,12.2
2017-04-17,12.3
2017-04-18,12.3
2017-04-19,12.2
2017-04-20,12.15
2017-04-21,11.95
2017-04-24,12.05
2017-04-25,12.2
2017-04-26,12.35
2017-04-27,11.75
2017-04-28,11.6
2017-05-01,11.3
2017-05-02,11.8
2017-05-03,11.65
2017-05-04,11.5
2017-05-05,11.1
2017-05-08,10.8
2017-05-09,10.95
2017-05-10,10.8
2017-05-11,11.05
2017-05-12,10.85
2017-05-15,10.95
2017-05-16,10.9
2017-05-17,10.55
2017-05-18,10.75
2017-05-19,10.5
2017-05-22,10.55
2017-05-23,10.55
2017-05-24,10.6
2017-05-25,10.5
2017-05-26,10.75
2017-05-30,10.5
2017-05-31,10.4
2017-06-01,10.65
2017-06-02,10.75
2017-06-05,10.55
2017-06-06,10.5
2017-06-07,10.7
2017-06-08,11.0
2017-06-09,11.15
2017-06-12,11.05
2017-06-13,11.2
2017-06-14,11.1
2017-06-15,10.95
2017-06-16,10.95
2017-06-19,11.1
2017-06-20,10.85
2017-06-21,10.8
2017-06-22,10.9
2017-06-23,10.95
2017-06-26,10.95
2017-06-27,11.1
2017-06-28,11.25
2017-06-29,11.45
2017-06-30,11.45
2017-07-03,11.8
2017-07-05,11.7
2017-07-06,12.0
2017-07-07,12.15
2017-07-10,12.0
2017-07-11,11.75
2017-07-12,11.85
2017-07-13,11.95
2017-07-14,12.2
2017-07-17,11.85
2017-07-18,11.7
2017-07-19,11.7
2017-07-20,11.7
2017-07-21,11.65
2017-07-24,11.65
2017-07-25,11.65
2017-07-26,11.5
2017-07-27,11.7
2017-07-28,11.55
2017-07-31,11.8
2017-08-01,11.8
2017-08-02,11.8
2017-08-03,11.75
2017-08-04,12.0
2017-08-07,12.45
2017-08-08,12.4
2017-08-09,12.05
2017-08-10,11.85
2017-08-11,11.55
2017-08-14,11.85
2017-08-15,11.6
2017-08-16,11.6
2017-08-17,11.45
2017-08-18,11.35
2017-08-21,11.25
2017-08-22,11.55
2017-08-23,11.75
2017-08-24,11.45
2017-08-25,11.45
2017-08-28,10.85
2017-08-29,10.8
2017-08-30,10.65
2017-08-31,10.85
2017-09-01,10.9
2017-09-05,10.5
2017-09-06,10.55
2017-09-07,10.35
2017-09-08,10.35
2017-09-11,10.65
2017-09-12,11.15
2017-09-13,11.15
2017-09-14,11.0
2017-09-15,11.35
2017-09-18,11.25
2017-09-19,11.6
2017-09-20,11.7
2017-09-21,11.975
2017-09-22,12.025
2017-09-25,11.9
2017-09-26,12.1
2017-09-27,12.45
2017-09-28,12.5
2017-09-29,12.4
2017-10-02,12.1
2017-10-03,12.35
2017-10-04,12.05
2017-10-05,12.3
2017-10-06,12.15
2017-10-09,12.05
2017-10-10,12.25
2017-10-11,12.35
2017-10-12,13.05
2017-10-13,13.35
2017-10-16,13.45
2017-10-17,13.85
2017-10-18,13.9
2017-10-19,14.15
2017-10-20,14.35
2017-10-23,14.4
2017-10-24,14.625
2017-10-25,14.55
2017-10-26,14.55
2017-10-27,14.65
2017-10-30,14.525
2017-10-31,14.55
2017-11-01,14.4
2017-11-02,16.5
2017-11-03,15.9
2017-11-06,16.200001
2017-11-07,15.95
2017-11-08,15.9
2017-11-09,15.9
2017-11-10,15.8
2017-11-13,16.025
2017-11-14,16.0
2017-11-15,16.200001
2017-11-16,16.35
2017-11-17,16.299999
2017-11-20,16.450001
2017-11-21,16.65
2017-11-22,16.450001
2017-11-24,16.5
2017-11-27,16.4
2017-11-28,16.799999
2017-11-29,16.85
2017-11-30,17.049999
2017-12-01,17.15
2017-12-04,17.700001
2017-12-05,17.299999
2017-12-06,17.35
2017-12-07,17.4
2017-12-08,17.5
2017-12-11,17.6
2017-12-12,17.700001
2017-12-13,17.35
2017-12-14,17.0
2017-12-15,17.25
2017-12-18,17.25
2017-12-19,17.1
2017-12-20,17.75
2017-12-21,17.700001
2017-12-22,17.4
2017-12-26,17.450001
2017-12-27,17.15
2017-12-28,17.299999
2017-12-29,17.0
2018-01-02,17.75
2018-01-03,17.200001
2018-01-04,17.200001
2018-01-05,17.299999
2018-01-08,18.25
2018-01-09,18.15
2018-01-10,18.0
2018-01-11,18.5
2018-01-12,18.950001
2018-01-16,19.15
2018-01-17,19.4
2018-01-18,19.35
2018-01-19,19.6
2018-01-22,20.0
2018-01-23,20.200001
2018-01-24,19.6
2018-01-25,19.75
2018-01-26,19.799999
2018-01-29,19.65
2018-01-30,19.0
2018-01-31,18.35
2018-02-01,18.9
2018-02-02,18.549999
2018-02-05,17.85
2018-02-06,18.4
2018-02-07,18.700001
2018-02-08,18.049999
2018-02-09,18.200001
2018-02-12,18.25
2018-02-13,18.5
2018-02-14,19.1
2018-02-15,19.0
2018-02-16,20.549999
2018-02-20,20.65
2018-02-21,21.299999
2018-02-22,21.1
2018-02-23,21.25
2018-02-26,21.700001
2018-02-27,19.950001
2018-02-28,19.85
2018-03-01,19.6
2018-03-02,19.65
2018-03-05,19.575001
2018-03-06,19.700001
2018-03-07,20.200001
2018-03-08,19.799999
2018-03-09,20.200001
2018-03-12,18.049999
2018-03-13,17.9
2018-03-14,17.0
2018-03-15,16.0
2018-03-16,15.9
2018-03-19,16.1
2018-03-20,15.95
2018-03-21,16.450001
2018-03-22,16.35
2018-03-23,16.200001
2018-03-26,16.6
2018-03-27,16.75
2018-03-28,16.5
2018-03-29,16.549999
2018-04-02,16.5
2018-04-03,16.950001
2018-04-04,17.1
2018-04-05,17.549999
2018-04-06,17.700001
2018-04-09,13.7
2018-04-10,13.8
2018-04-11,14.3
2018-04-12,14.75
2018-04-13,14.65
2018-04-16,14.55
2018-04-17,14.4
2018-04-18,13.95
2018-04-19,14.0
2018-04-20,14.4
2018-04-23,14.25
2018-04-24,14.45
2018-04-25,13.9
2018-04-26,13.9
2018-04-27,13.95
2018-04-30,13.85
2018-05-01,14.6
2018-05-02,15.6
2018-05-03,15.8
2018-05-04,16.5
2018-05-07,16.35
2018-05-08,16.450001
2018-05-09,16.299999
2018-05-10,16.25
2018-05-11,16.15
2018-05-14,16.1
2018-05-15,16.450001
2018-05-16,16.85
2018-05-17,17.0
2018-05-18,17.1
2018-05-21,17.1
2018-05-22,17.299999
2018-05-23,17.200001
2018-05-24,17.299999
2018-05-25,17.0
2018-05-29,17.15
2018-05-30,17.200001
2018-05-31,16.65
2018-06-01,16.9
2018-06-04,17.049999
2018-06-05,17.200001
2018-06-06,17.799999
2018-06-07,17.6
2018-06-08,18.0
2018-06-11,17.6
2018-06-12,17.6
2018-06-13,17.5
2018-06-14,17.4
2018-06-15,17.200001
2018-06-18,17.35
2018-06-19,17.299999
2018-06-20,17.450001
2018-06-21,17.15
2018-06-22,17.1
2018-06-25,16.4
2018-06-26,16.4
2018-06-27,16.1
2018-06-28,16.299999
2018-06-29,16.299999
2018-07-02,16.5
2018-07-03,16.5
2018-07-05,16.799999
2018-07-06,16.9
2018-07-09,17.450001
2018-07-10,16.85
2018-07-11,16.65
2018-07-12,16.4
2018-07-13,16.4
2018-07-16,17.4
2018-07-17,17.75
2018-07-18,18.65
2018-07-19,19.5
2018-07-20,19.700001
2018-07-23,19.85
2018-07-24,19.799999
2018-07-25,19.799999
2018-07-26,20.6
2018-07-27,20.700001
2018-07-30,21.0
2018-07-31,20.9
2018-08-01,20.9
2018-08-02,22.35
2018-08-03,21.700001
2018-08-06,21.200001
2018-08-07,21.65
2018-08-08,21.65
2018-08-09,21.549999
2018-08-10,21.6
2018-08-13,21.450001
2018-08-14,21.799999
2018-08-15,21.65
2018-08-16,21.700001
2018-08-17,21.65
2018-08-20,21.9
2018-08-21,21.950001
2018-08-22,22.25
2018-08-23,22.1
2018-08-24,22.299999
2018-08-27,22.200001
2018-08-28,21.35
2018-08-29,21.450001
2018-08-30,21.35
2018-08-31,21.6
2018-09-04,22.049999
2018-09-05,20.85
2018-09-06,21.1
2018-09-07,21.15
2018-09-10,23.25
2018-09-11,23.225
2018-09-12,23.275
2018-09-13,23.25
2018-09-14,23.299999
2018-09-17,22.450001
2018-09-18,22.4
2018-09-19,22.35
2018-09-20,22.85
2018-09-21,22.799999
2018-09-24,22.75
2018-09-25,23.4
2018-09-26,23.799999
2018-09-27,22.75
2018-09-28,22.65
2018-10-01,22.690001000000002
2018-10-02,22.34
2018-10-03,22.719998999999998
2018-10-04,22.33
2018-10-05,21.469998999999998
2018-10-08,20.780001000000002
2018-10-09,20.719998999999998
2018-10-10,19.99
2018-10-11,19.4
2018-10-12,19.67
2018-10-15,19.43
2018-10-16,20.08
2018-10-17,20.219998999999998
2018-10-18,19.74
2018-10-19,19.5
2018-10-22,19.51
2018-10-23,19.379998999999998
2018-10-24,18.200001
2018-10-25,18.75
2018-10-26,18.450001
2018-10-29,18.469998999999998
2018-10-30,19.139999
2018-10-31,21.139999
2018-11-01,20.52
2018-11-02,20.309998999999998
2018-11-05,20.870001000000002
2018-11-06,21.15
2018-11-07,21.26
2018-11-08,21.84
