Date,AGP
2003-09-11,21.475
2003-09-12,21.0
2003-09-15,22.565001000000002
2003-09-16,22.535
2003-09-17,22.145
2003-09-18,22.075001
2003-09-19,22.674999
2003-09-22,22.455
2003-09-23,22.57
2003-09-24,22.24
2003-09-25,22.174999
2003-09-26,21.75
2003-09-29,21.9
2003-09-30,22.315001000000002
2003-10-01,22.9
2003-10-02,22.940001000000002
2003-10-03,22.780001000000002
2003-10-06,22.950001
2003-10-07,23.35
2003-10-08,23.115
2003-10-09,23.379998999999998
2003-10-10,23.475
2003-10-13,23.549999
2003-10-14,23.6
2003-10-15,23.235001
2003-10-16,23.049999
2003-10-17,23.049999
2003-10-20,23.1
2003-10-21,23.110001
2003-10-22,22.945
2003-10-23,22.875
2003-10-24,23.110001
2003-10-27,22.815001000000002
2003-10-28,22.43
2003-10-29,22.745001000000002
2003-10-30,21.125
2003-10-31,20.91
2003-11-03,20.905001000000002
2003-11-04,20.49
2003-11-05,20.375
2003-11-06,21.049999
2003-11-07,21.065001000000002
2003-11-10,21.0
2003-11-11,21.0
2003-11-12,21.110001
2003-11-13,21.625
2003-11-14,21.559998999999998
2003-11-17,21.575001
2003-11-18,21.674999
2003-11-19,22.040001
2003-11-20,21.754998999999998
2003-11-21,21.870001000000002
2003-11-24,22.115
2003-11-25,21.940001000000002
2003-11-26,21.695
2003-11-28,21.955
2003-12-01,21.940001000000002
2003-12-02,22.290001
2003-12-03,22.625
2003-12-04,22.17
2003-12-05,22.225
2003-12-08,22.370001000000002
2003-12-09,22.035
2003-12-10,21.469998999999998
2003-12-11,21.575001
2003-12-12,21.65
2003-12-15,21.65
2003-12-16,21.35
2003-12-17,21.01
2003-12-18,21.4
2003-12-19,21.924999
2003-12-22,21.684998999999998
2003-12-23,21.34
2003-12-24,21.235001
2003-12-26,21.424999
2003-12-29,21.525
2003-12-30,21.695
2003-12-31,21.780001000000002
2004-01-02,21.584999
2004-01-05,21.055
2004-01-06,20.465
2004-01-07,21.1
2004-01-08,20.594998999999998
2004-01-09,20.01
2004-01-12,19.645
2004-01-13,19.68
2004-01-14,20.135
2004-01-15,20.15
2004-01-16,20.450001
2004-01-20,21.125
2004-01-21,21.165001
2004-01-22,21.375
2004-01-23,21.57
2004-01-26,21.290001
2004-01-27,21.285
2004-01-28,20.424999
2004-01-29,20.6
2004-01-30,20.4
2004-02-02,20.415001
2004-02-03,19.9
2004-02-04,19.299999
2004-02-05,19.445
2004-02-06,19.34
2004-02-09,18.49
2004-02-10,18.504998999999998
2004-02-11,18.535
2004-02-12,19.575001
2004-02-13,19.6
2004-02-17,19.24
2004-02-18,20.805
2004-02-19,21.875
2004-02-20,21.674999
2004-02-23,21.290001
2004-02-24,21.115
2004-02-25,21.15
2004-02-26,21.35
2004-02-27,21.209999
2004-03-01,21.610001
2004-03-02,21.360001
2004-03-03,21.725
2004-03-04,21.75
2004-03-05,21.995001000000002
2004-03-08,21.9
2004-03-09,21.799999
2004-03-10,21.545
2004-03-11,21.280001000000002
2004-03-12,21.434998999999998
2004-03-15,21.57
2004-03-16,21.6
2004-03-17,21.5
2004-03-18,21.674999
2004-03-19,21.809998999999998
2004-03-22,21.469998999999998
2004-03-23,21.65
2004-03-24,21.43
2004-03-25,21.75
2004-03-26,21.775
2004-03-29,22.355
2004-03-30,22.51
2004-03-31,23.08
2004-04-01,22.235001
2004-04-02,22.195
2004-04-05,23.075001
2004-04-06,23.16
2004-04-07,22.924999
2004-04-08,22.495001000000002
2004-04-12,22.26
2004-04-13,21.875
2004-04-14,21.99
2004-04-15,21.52
2004-04-16,21.495001000000002
2004-04-19,22.184998999999998
2004-04-20,22.049999
2004-04-21,22.190001000000002
2004-04-22,22.635
2004-04-23,22.355
2004-04-26,22.055
2004-04-27,22.15
2004-04-28,21.6
2004-04-29,21.08
2004-04-30,20.754998999999998
2004-05-03,21.950001
2004-05-04,21.555
2004-05-05,22.125
2004-05-06,21.65
2004-05-07,21.74
2004-05-10,19.955
2004-05-11,20.33
2004-05-12,19.975
2004-05-13,20.969998999999998
2004-05-14,21.1
2004-05-17,21.325001
2004-05-18,21.405001000000002
2004-05-19,21.5
2004-05-20,21.355
2004-05-21,21.15
2004-05-24,21.135
2004-05-25,21.075001
2004-05-26,21.275
2004-05-27,21.195
2004-05-28,21.084999
2004-06-01,21.549999
2004-06-02,21.719998999999998
2004-06-03,21.24
2004-06-04,21.805
2004-06-07,22.299999
2004-06-08,22.26
2004-06-09,22.125
2004-06-10,22.299999
2004-06-14,22.299999
2004-06-15,22.575001
2004-06-16,23.57
2004-06-17,24.379998999999998
2004-06-18,24.475
2004-06-21,24.59
2004-06-22,24.030001000000002
2004-06-23,24.049999
2004-06-24,24.200001
2004-06-25,24.325001
2004-06-28,24.4
2004-06-29,23.965
2004-06-30,24.6
2004-07-01,24.299999
2004-07-02,24.200001
2004-07-06,24.299999
2004-07-07,23.93
2004-07-08,23.82
2004-07-09,24.0
2004-07-12,24.195
2004-07-13,25.450001
2004-07-14,25.465
2004-07-15,26.075001
2004-07-16,26.450001
2004-07-19,25.440001000000002
2004-07-20,25.385
2004-07-21,24.754998999999998
2004-07-22,24.34
2004-07-23,24.049999
2004-07-26,24.135
2004-07-27,24.174999
2004-07-28,23.540001
2004-07-29,24.174999
2004-07-30,24.344998999999998
2004-08-02,24.559998999999998
2004-08-03,23.885
2004-08-04,23.745001000000002
2004-08-05,22.950001
2004-08-06,22.379998999999998
2004-08-09,22.4
2004-08-10,22.924999
2004-08-11,23.135
2004-08-12,22.775
2004-08-13,22.855
2004-08-16,24.290001
2004-08-17,24.440001000000002
2004-08-18,24.815001000000002
2004-08-19,24.684998999999998
2004-08-20,25.0
2004-08-23,25.125
2004-08-24,25.225
2004-08-25,25.355
2004-08-26,25.219998999999998
2004-08-27,25.549999
2004-08-30,25.24
2004-08-31,25.67
2004-09-01,25.965
2004-09-02,26.15
2004-09-03,26.0
2004-09-07,27.059998999999998
2004-09-08,26.25
2004-09-09,26.355
2004-09-10,26.725
2004-09-13,27.424999
2004-09-14,27.52
2004-09-15,27.42
2004-09-16,27.275
2004-09-17,27.01
2004-09-20,27.184998999999998
2004-09-21,27.674999
2004-09-22,27.125
2004-09-23,27.375
2004-09-24,27.73
2004-09-27,27.205
2004-09-28,27.965
2004-09-29,28.445
2004-09-30,28.125
2004-10-01,27.35
2004-10-04,27.68
2004-10-05,27.65
2004-10-06,27.674999
2004-10-07,27.674999
2004-10-08,27.6
2004-10-11,27.975
2004-10-12,28.25
2004-10-13,28.35
2004-10-14,27.365
2004-10-15,27.639999
2004-10-18,28.305
2004-10-19,27.83
2004-10-20,29.225
2004-10-21,28.860001
2004-10-22,28.99
2004-10-25,29.975
2004-10-26,29.325001
2004-10-27,30.315001000000002
2004-10-28,29.924999
2004-10-29,30.215
2004-11-01,30.395
2004-11-02,30.98
2004-11-03,30.639999
2004-11-04,30.275
2004-11-05,31.045
2004-11-08,30.51
2004-11-09,31.4
2004-11-10,32.044998
2004-11-11,32.02
2004-11-12,32.400002
2004-11-15,32.494999
2004-11-16,32.830002
2004-11-17,33.369999
2004-11-18,33.720001
2004-11-19,33.025002
2004-11-22,33.645
2004-11-23,34.555
2004-11-24,34.630001
2004-11-26,34.555
2004-11-29,34.625
2004-11-30,34.5
2004-12-01,35.525002
2004-12-02,35.455002
2004-12-03,35.470001
2004-12-06,35.849998
2004-12-07,35.334998999999996
2004-12-08,36.185001
2004-12-09,36.375
2004-12-10,36.955002
2004-12-13,37.029999
2004-12-14,36.799999
2004-12-15,38.275002
2004-12-16,38.224998
2004-12-17,36.970001
2004-12-20,37.235001000000004
2004-12-21,37.400002
2004-12-22,37.919998
2004-12-23,37.865002000000004
2004-12-27,37.314999
2004-12-28,38.049999
2004-12-29,38.0
2004-12-30,38.075001
2004-12-31,37.830002
2005-01-03,37.375
2005-01-04,38.134997999999996
2005-01-05,37.299999
2005-01-06,36.994999
2005-01-07,37.275002
2005-01-10,37.700001
2005-01-11,39.169998
2005-01-12,39.494999
2005-01-13,40.445
2005-01-14,39.860001000000004
2005-01-18,40.084998999999996
2005-01-19,39.43
2005-01-20,39.220001
2005-01-21,39.630001
2005-01-24,39.619999
2005-01-25,39.939999
2005-01-26,40.099998
2005-01-27,40.279999
2005-01-28,40.040001000000004
2005-01-31,41.110001000000004
2005-02-01,41.439999
2005-02-02,40.5
2005-02-03,41.299999
2005-02-04,41.939999
2005-02-07,41.0
2005-02-08,41.599998
2005-02-09,41.580002
2005-02-10,41.02
2005-02-11,41.150002
2005-02-14,42.700001
2005-02-15,42.639998999999996
2005-02-16,43.16
2005-02-17,42.200001
2005-02-18,40.98
2005-02-22,40.970001
2005-02-23,39.450001
2005-02-24,39.880001
2005-02-25,40.200001
2005-02-28,39.860001000000004
2005-03-01,40.349998
2005-03-02,40.209998999999996
2005-03-03,40.02
2005-03-04,40.57
2005-03-07,40.330002
2005-03-08,40.259997999999996
2005-03-09,38.75
2005-03-10,37.529999
2005-03-11,37.299999
2005-03-14,37.099998
2005-03-15,37.310001
2005-03-16,36.860001000000004
2005-03-17,36.959998999999996
2005-03-18,36.150002
2005-03-21,35.990002000000004
2005-03-22,35.709998999999996
2005-03-23,35.150002
2005-03-24,35.900002
2005-03-28,35.560001
2005-03-29,35.259997999999996
2005-03-30,36.889998999999996
2005-03-31,36.560001
2005-04-01,36.43
2005-04-04,36.360001000000004
2005-04-05,37.25
2005-04-06,37.799999
2005-04-07,37.779999
2005-04-08,36.68
2005-04-11,36.77
2005-04-12,36.700001
2005-04-13,35.400002
2005-04-14,32.93
2005-04-15,33.150002
2005-04-18,33.509997999999996
2005-04-19,34.990002000000004
2005-04-20,33.959998999999996
2005-04-21,34.299999
2005-04-22,33.439999
2005-04-25,33.950001
2005-04-26,32.200001
2005-04-27,35.200001
2005-04-28,34.23
2005-04-29,35.119999
2005-05-02,36.299999
2005-05-03,36.849998
2005-05-04,37.830002
2005-05-05,38.25
2005-05-06,38.32
2005-05-09,38.849998
2005-05-10,38.689999
2005-05-11,38.68
2005-05-12,38.75
2005-05-13,37.73
2005-05-16,38.290001000000004
2005-05-17,38.580002
2005-05-18,39.439999
2005-05-19,39.549999
2005-05-20,38.25
2005-05-23,40.049999
2005-05-24,40.110001000000004
2005-05-25,38.889998999999996
2005-05-26,40.0
2005-05-27,39.830002
2005-05-31,39.240002000000004
2005-06-01,39.380001
2005-06-02,38.259997999999996
2005-06-03,38.459998999999996
2005-06-06,38.740002000000004
2005-06-07,37.709998999999996
2005-06-08,37.5
2005-06-09,37.549999
2005-06-10,37.02
2005-06-13,37.57
2005-06-14,38.169998
2005-06-15,38.150002
2005-06-16,37.82
2005-06-17,38.970001
2005-06-20,39.060001
2005-06-21,40.25
2005-06-22,40.459998999999996
2005-06-23,40.200001
2005-06-24,39.5
2005-06-27,39.279999
2005-06-28,39.73
2005-06-29,39.599998
2005-06-30,40.200001
2005-07-01,40.48
2005-07-05,41.549999
2005-07-06,42.299999
2005-07-07,42.709998999999996
2005-07-08,46.919998
2005-07-11,45.5
2005-07-12,44.919998
2005-07-13,44.5
2005-07-14,44.849998
2005-07-15,44.290001000000004
2005-07-18,44.52
2005-07-19,44.900002
2005-07-20,40.779999
2005-07-21,35.52
2005-07-22,34.869999
2005-07-25,34.290001000000004
2005-07-26,33.5
2005-07-27,32.549999
2005-07-28,35.169998
2005-07-29,34.650002
2005-08-01,34.139998999999996
2005-08-02,34.549999
2005-08-03,34.740002000000004
2005-08-04,35.099998
2005-08-05,34.220001
2005-08-08,34.41
2005-08-09,34.48
2005-08-10,35.220001
2005-08-11,35.25
2005-08-12,35.099998
2005-08-15,35.279999
2005-08-16,35.139998999999996
2005-08-17,34.860001000000004
2005-08-18,34.400002
2005-08-19,34.5
2005-08-22,34.0
2005-08-23,34.029999
2005-08-24,33.82
2005-08-25,34.0
2005-08-26,33.790001000000004
2005-08-29,34.009997999999996
2005-08-30,34.09
2005-08-31,34.16
2005-09-01,33.860001000000004
2005-09-02,33.599998
2005-09-06,33.25
2005-09-07,33.740002000000004
2005-09-08,34.509997999999996
2005-09-09,34.32
2005-09-12,34.400002
2005-09-13,33.099998
2005-09-14,34.470001
2005-09-15,35.0
2005-09-16,35.5
2005-09-19,35.240002000000004
2005-09-20,35.299999
2005-09-21,34.509997999999996
2005-09-22,33.740002000000004
2005-09-23,34.0
2005-09-26,34.240002000000004
2005-09-27,35.0
2005-09-28,33.91
2005-09-29,19.809998999999998
2005-09-30,19.120001000000002
2005-10-03,19.73
2005-10-04,18.74
2005-10-05,18.17
2005-10-06,18.25
2005-10-07,18.469998999999998
2005-10-10,18.639999
2005-10-11,18.059998999999998
2005-10-12,17.76
2005-10-13,17.610001
2005-10-14,17.780001000000002
2005-10-17,18.059998999999998
2005-10-18,17.92
2005-10-19,17.700001
2005-10-20,17.629998999999998
2005-10-21,17.209999
2005-10-24,17.26
2005-10-25,16.49
2005-10-26,16.0
2005-10-27,15.45
2005-10-28,15.95
2005-10-31,16.719998999999998
2005-11-01,17.040001
2005-11-02,17.4
2005-11-03,17.68
2005-11-04,18.15
2005-11-07,18.42
2005-11-08,18.360001
2005-11-09,18.530001000000002
2005-11-10,19.07
2005-11-11,18.950001
2005-11-14,19.049999
2005-11-15,18.75
2005-11-16,18.709999
2005-11-17,18.92
2005-11-18,19.299999
2005-11-21,19.18
2005-11-22,19.18
2005-11-23,19.34
2005-11-25,19.15
2005-11-28,19.040001
2005-11-29,18.98
2005-11-30,18.66
2005-12-01,18.639999
2005-12-02,18.65
2005-12-05,18.66
2005-12-06,18.82
2005-12-07,18.799999
2005-12-08,18.91
2005-12-09,19.190001000000002
2005-12-12,18.99
2005-12-13,19.18
2005-12-14,19.540001
2005-12-15,18.860001
2005-12-16,18.780001000000002
2005-12-19,18.6
2005-12-20,18.93
2005-12-21,19.18
2005-12-22,19.18
2005-12-23,19.440001000000002
2005-12-27,19.42
2005-12-28,19.57
2005-12-29,19.629998999999998
2005-12-30,19.459999
2006-01-03,19.76
2006-01-04,20.34
2006-01-05,20.51
2006-01-06,20.52
2006-01-09,20.540001
2006-01-10,20.58
2006-01-11,20.620001000000002
2006-01-12,20.51
2006-01-13,20.01
2006-01-17,20.25
2006-01-18,20.959999
2006-01-19,21.43
2006-01-20,20.780001000000002
2006-01-23,21.09
2006-01-24,21.25
2006-01-25,21.370001000000002
2006-01-26,21.34
2006-01-27,21.780001000000002
2006-01-30,21.879998999999998
2006-01-31,22.32
2006-02-01,22.879998999999998
2006-02-02,22.450001
2006-02-03,22.610001
2006-02-06,22.450001
2006-02-07,22.34
2006-02-08,22.51
2006-02-09,22.65
2006-02-10,22.799999
2006-02-13,22.75
2006-02-14,23.110001
2006-02-15,23.25
2006-02-16,21.1
2006-02-17,20.700001
2006-02-21,21.040001
2006-02-22,20.870001000000002
2006-02-23,20.65
2006-02-24,20.85
2006-02-27,20.93
2006-02-28,21.389999
2006-03-01,21.07
2006-03-02,20.98
2006-03-03,20.82
2006-03-06,20.77
2006-03-07,20.780001000000002
2006-03-08,20.84
2006-03-09,20.66
2006-03-10,20.9
2006-03-13,20.790001
2006-03-14,20.93
2006-03-15,20.92
2006-03-16,21.33
2006-03-17,21.129998999999998
2006-03-20,21.940001000000002
2006-03-21,22.02
2006-03-22,22.059998999999998
2006-03-23,21.74
2006-03-24,21.52
2006-03-27,21.889999
2006-03-28,21.76
2006-03-29,21.23
2006-03-30,21.0
2006-03-31,21.040001
2006-04-03,20.870001000000002
2006-04-04,21.200001
2006-04-05,20.959999
2006-04-06,21.0
2006-04-07,20.9
2006-04-10,20.549999
2006-04-11,20.639999
2006-04-12,21.09
2006-04-13,21.33
2006-04-17,21.08
2006-04-18,21.290001
2006-04-19,21.610001
2006-04-20,21.68
2006-04-21,21.559998999999998
2006-04-24,21.85
2006-04-25,21.83
2006-04-26,21.52
2006-04-27,21.959999
2006-04-28,25.83
2006-05-01,25.389999
2006-05-02,25.74
2006-05-03,24.969998999999998
2006-05-04,25.790001
2006-05-05,26.700001
2006-05-08,28.309998999999998
2006-05-09,27.549999
2006-05-10,27.52
2006-05-11,27.35
2006-05-12,27.440001000000002
2006-05-15,27.99
2006-05-16,29.91
2006-05-17,29.07
2006-05-18,29.120001000000002
2006-05-19,29.77
2006-05-22,30.15
2006-05-23,29.76
2006-05-24,28.99
2006-05-25,28.9
2006-05-26,28.91
2006-05-30,28.66
2006-05-31,28.700001
2006-06-01,30.0
2006-06-02,29.870001000000002
2006-06-05,30.1
2006-06-06,29.91
2006-06-07,30.360001
2006-06-08,30.85
2006-06-09,30.18
2006-06-12,29.440001000000002
2006-06-13,28.780001000000002
2006-06-14,29.1
2006-06-15,30.01
2006-06-16,29.709999
2006-06-19,30.280001000000002
2006-06-20,30.25
2006-06-21,30.58
2006-06-22,30.370001000000002
2006-06-23,30.6
2006-06-26,30.379998999999998
2006-06-27,30.77
2006-06-28,30.719998999999998
2006-06-29,31.530001000000002
2006-06-30,31.040001
2006-07-03,31.32
2006-07-05,30.67
2006-07-06,31.48
2006-07-07,31.49
2006-07-10,32.209998999999996
2006-07-11,32.5
2006-07-12,32.630001
2006-07-13,32.150002
2006-07-14,31.620001000000002
2006-07-17,31.549999
2006-07-18,29.0
2006-07-19,29.73
2006-07-20,29.58
2006-07-21,28.790001
2006-07-24,29.620001000000002
2006-07-25,30.15
2006-07-26,29.6
2006-07-27,29.0
2006-07-28,28.469998999999998
