Date,ALNY
2014-01-06,61.07
2014-01-07,62.310001
2014-01-08,63.68
2014-01-09,64.83000200000001
2014-01-10,66.209999
2014-01-13,93.279999
2014-01-14,89.760002
2014-01-15,84.610001
2014-01-16,88.230003
2014-01-17,87.360001
2014-01-21,90.93
2014-01-22,92.129997
2014-01-23,89.489998
2014-01-24,83.599998
2014-01-27,81.050003
2014-01-28,84.529999
2014-01-29,83.370003
2014-01-30,85.900002
2014-01-31,83.660004
2014-02-03,78.68
2014-02-04,77.82
2014-02-05,75.339996
2014-02-06,75.720001
2014-02-07,79.019997
2014-02-10,80.709999
2014-02-11,79.91999799999999
2014-02-12,80.440002
2014-02-13,81.559998
2014-02-14,78.720001
2014-02-18,81.230003
2014-02-19,79.139999
2014-02-20,84.699997
2014-02-21,90.639999
2014-02-24,87.68
2014-02-25,86.129997
2014-02-26,85.790001
2014-02-27,87.029999
2014-02-28,81.239998
2014-03-03,79.900002
2014-03-04,81.309998
2014-03-05,80.199997
2014-03-06,75.199997
2014-03-07,73.120003
2014-03-10,72.790001
2014-03-11,72.550003
2014-03-12,74.139999
2014-03-13,71.980003
2014-03-14,71.190002
2014-03-17,72.75
2014-03-18,74.769997
2014-03-19,74.040001
2014-03-20,73.279999
2014-03-21,69.989998
2014-03-24,66.089996
2014-03-25,66.879997
2014-03-26,63.970001
2014-03-27,65.129997
2014-03-28,61.740002000000004
2014-03-31,67.139999
2014-04-01,67.43
2014-04-02,65.620003
2014-04-03,61.700001
2014-04-04,60.23
2014-04-07,62.549999
2014-04-08,62.470001
2014-04-09,65.900002
2014-04-10,57.919998
2014-04-11,55.07
2014-04-14,53.540001000000004
2014-04-15,53.220001
2014-04-16,54.610001000000004
2014-04-17,53.860001000000004
2014-04-21,55.73
2014-04-22,58.34
2014-04-23,54.32
2014-04-24,52.779999
2014-04-25,49.34
2014-04-28,48.869999
2014-04-29,50.950001
2014-04-30,49.529999
2014-05-01,54.43
2014-05-02,54.209998999999996
2014-05-05,54.34
2014-05-06,52.27
2014-05-07,51.610001000000004
2014-05-08,50.259997999999996
2014-05-09,54.330002
2014-05-12,57.509997999999996
2014-05-13,57.919998
2014-05-14,56.700001
2014-05-15,56.939999
2014-05-16,57.299999
2014-05-19,58.259997999999996
2014-05-20,54.790001000000004
2014-05-21,53.169998
2014-05-22,55.540001000000004
2014-05-23,58.75
2014-05-27,63.279999
2014-05-28,61.959998999999996
2014-05-29,61.389998999999996
2014-05-30,59.290001000000004
2014-06-02,57.950001
2014-06-03,56.459998999999996
2014-06-04,56.369999
2014-06-05,59.25
2014-06-06,61.34
2014-06-09,65.959999
2014-06-10,66.150002
2014-06-11,67.709999
2014-06-12,67.739998
2014-06-13,67.730003
2014-06-16,69.33000200000001
2014-06-17,69.800003
2014-06-18,70.760002
2014-06-19,70.199997
2014-06-20,70.010002
2014-06-23,67.029999
2014-06-24,66.269997
2014-06-25,66.68
2014-06-26,64.190002
2014-06-27,62.23
2014-06-30,63.169998
2014-07-01,66.83000200000001
2014-07-02,64.91999799999999
2014-07-03,65.720001
2014-07-07,61.470001
2014-07-08,57.169998
2014-07-09,58.529999
2014-07-10,57.849998
2014-07-11,57.360001000000004
2014-07-14,56.419998
2014-07-15,53.259997999999996
2014-07-16,53.77
2014-07-17,52.02
2014-07-18,53.82
2014-07-21,54.110001000000004
2014-07-22,55.259997999999996
2014-07-23,55.860001000000004
2014-07-24,55.759997999999996
2014-07-25,54.830002
2014-07-28,53.310001
2014-07-29,55.330002
2014-07-30,55.540001000000004
2014-07-31,54.119999
2014-08-01,53.709998999999996
2014-08-04,55.950001
2014-08-05,56.279999
2014-08-06,57.279999
2014-08-07,56.110001000000004
2014-08-08,58.150002
2014-08-11,61.299999
2014-08-12,61.41
2014-08-13,65.339996
2014-08-14,66.970001
2014-08-15,67.260002
2014-08-18,67.220001
2014-08-19,68.050003
2014-08-20,67.33000200000001
2014-08-21,65.360001
2014-08-22,65.349998
2014-08-25,67.650002
2014-08-26,69.519997
2014-08-27,68.059998
2014-08-28,68.459999
2014-08-29,69.66999799999999
2014-09-02,68.470001
2014-09-03,67.43
2014-09-04,65.970001
2014-09-05,65.33000200000001
2014-09-08,67.790001
2014-09-09,65.849998
2014-09-10,69.5
2014-09-11,70.370003
2014-09-12,72.550003
2014-09-15,71.949997
2014-09-16,73.459999
2014-09-17,77.690002
2014-09-18,78.18
2014-09-19,77.769997
2014-09-22,77.400002
2014-09-23,76.910004
2014-09-24,79.019997
2014-09-25,77.5
2014-09-26,78.800003
2014-09-29,78.599998
2014-09-30,78.099998
2014-10-01,77.019997
2014-10-02,76.08000200000001
2014-10-03,78.239998
2014-10-06,80.5
2014-10-07,78.870003
2014-10-08,79.58000200000001
2014-10-09,76.58000200000001
2014-10-10,72.849998
2014-10-13,86.68
2014-10-14,82.949997
2014-10-15,84.389999
2014-10-16,84.940002
2014-10-17,86.18
2014-10-20,87.989998
2014-10-21,88.91999799999999
2014-10-22,88.760002
2014-10-23,91.809998
2014-10-24,93.839996
2014-10-27,92.910004
2014-10-28,94.25
2014-10-29,91.529999
2014-10-30,94.720001
2014-10-31,92.739998
2014-11-03,92.559998
2014-11-04,89.989998
2014-11-05,88.010002
2014-11-06,92.910004
2014-11-07,95.839996
2014-11-10,99.18
2014-11-11,98.470001
2014-11-12,99.849998
2014-11-13,99.33000200000001
2014-11-14,90.120003
2014-11-17,88.980003
2014-11-18,89.949997
2014-11-19,89.57
2014-11-20,89.739998
2014-11-21,91.720001
2014-11-24,96.18
2014-11-25,97.209999
2014-11-26,100.730003
2014-11-28,100.550003
2014-12-01,100.690002
2014-12-02,101.57
2014-12-03,99.91999799999999
2014-12-04,100.07
2014-12-05,99.239998
2014-12-08,106.41999799999999
2014-12-09,106.589996
2014-12-10,100.739998
2014-12-11,100.220001
2014-12-12,100.449997
2014-12-15,93.949997
2014-12-16,92.08000200000001
2014-12-17,96.449997
2014-12-18,99.410004
2014-12-19,100.730003
2014-12-22,102.480003
2014-12-23,92.550003
2014-12-24,93.519997
2014-12-26,97.91999799999999
2014-12-29,97.110001
2014-12-30,97.0
2014-12-31,97.0
2015-01-02,97.769997
2015-01-05,95.379997
2015-01-06,94.019997
2015-01-07,94.860001
2015-01-08,101.699997
2015-01-09,101.300003
2015-01-12,103.779999
2015-01-13,104.970001
2015-01-14,103.550003
2015-01-15,98.639999
2015-01-16,100.769997
2015-01-20,96.25
2015-01-21,87.360001
2015-01-22,93.16999799999999
2015-01-23,93.41999799999999
2015-01-26,95.209999
2015-01-27,95.5
2015-01-28,90.879997
2015-01-29,93.43
2015-01-30,93.83000200000001
2015-02-02,92.260002
2015-02-03,88.849998
2015-02-04,85.57
2015-02-05,91.150002
2015-02-06,89.099998
2015-02-09,87.800003
2015-02-10,93.010002
2015-02-11,93.410004
2015-02-12,93.870003
2015-02-13,95.540001
2015-02-17,96.68
2015-02-18,97.209999
2015-02-19,98.940002
2015-02-20,102.389999
2015-02-23,104.099998
2015-02-24,105.230003
2015-02-25,106.660004
2015-02-26,104.389999
2015-02-27,101.529999
2015-03-02,105.400002
2015-03-03,106.910004
2015-03-04,107.230003
2015-03-05,111.559998
2015-03-06,107.66999799999999
2015-03-09,106.949997
2015-03-10,109.75
2015-03-11,113.599998
2015-03-12,113.900002
2015-03-13,113.57
2015-03-16,115.940002
2015-03-17,116.290001
2015-03-18,112.800003
2015-03-19,119.699997
2015-03-20,117.459999
2015-03-23,111.489998
2015-03-24,110.059998
2015-03-25,101.779999
2015-03-26,99.639999
2015-03-27,104.059998
2015-03-30,107.779999
2015-03-31,104.41999799999999
2015-04-01,105.260002
2015-04-02,104.410004
2015-04-06,103.690002
2015-04-07,104.050003
2015-04-08,106.5
2015-04-09,107.800003
2015-04-10,114.220001
2015-04-13,115.239998
2015-04-14,116.66999799999999
2015-04-15,120.0
2015-04-16,121.370003
2015-04-17,116.980003
2015-04-20,118.68
2015-04-21,120.699997
2015-04-22,118.0
2015-04-23,118.720001
2015-04-24,119.010002
2015-04-27,108.43
2015-04-28,104.690002
2015-04-29,104.010002
2015-04-30,101.870003
2015-05-01,106.889999
2015-05-04,107.160004
2015-05-05,104.029999
2015-05-06,105.709999
2015-05-07,106.629997
2015-05-08,112.790001
2015-05-11,113.510002
2015-05-12,113.809998
2015-05-13,114.389999
2015-05-14,115.870003
2015-05-15,119.839996
2015-05-18,121.620003
2015-05-19,117.33000200000001
2015-05-20,123.949997
2015-05-21,124.879997
2015-05-22,124.809998
2015-05-26,127.870003
2015-05-27,130.619995
2015-05-28,128.5
2015-05-29,131.08999599999999
2015-06-01,131.21000700000002
2015-06-02,131.320007
2015-06-03,128.83999599999999
2015-06-04,129.0
2015-06-05,131.350006
2015-06-08,129.970001
2015-06-09,127.58000200000001
2015-06-10,128.78999299999998
2015-06-11,132.740005
2015-06-12,130.279999
2015-06-15,129.75
2015-06-16,127.91999799999999
2015-06-17,128.949997
2015-06-18,134.46000700000002
2015-06-19,136.360001
2015-06-22,138.729996
2015-06-23,131.429993
2015-06-24,123.660004
2015-06-25,123.110001
2015-06-26,117.66999799999999
2015-06-29,114.209999
2015-06-30,119.870003
2015-07-01,117.57
2015-07-02,117.839996
2015-07-06,118.699997
2015-07-07,119.529999
2015-07-08,112.730003
2015-07-09,116.040001
2015-07-10,121.769997
2015-07-13,125.639999
2015-07-14,128.929993
2015-07-15,126.339996
2015-07-16,133.399994
2015-07-17,136.550003
2015-07-20,133.869995
2015-07-21,133.369995
2015-07-22,133.330002
2015-07-23,133.490005
2015-07-24,129.619995
2015-07-27,128.820007
2015-07-28,129.759995
2015-07-29,130.08999599999999
2015-07-30,125.459999
2015-07-31,127.43
2015-08-03,126.220001
2015-08-04,125.879997
2015-08-05,127.730003
2015-08-06,119.870003
2015-08-07,106.190002
2015-08-10,105.66999799999999
2015-08-11,106.32
2015-08-12,108.480003
2015-08-13,105.050003
2015-08-14,105.739998
2015-08-17,111.449997
2015-08-18,109.769997
2015-08-19,109.019997
2015-08-20,101.949997
2015-08-21,99.849998
2015-08-24,92.800003
2015-08-25,95.720001
2015-08-26,102.25
2015-08-27,104.900002
2015-08-28,109.07
2015-08-31,102.910004
2015-09-01,97.900002
2015-09-02,101.620003
2015-09-03,97.25
2015-09-04,97.800003
2015-09-08,104.75
2015-09-09,100.910004
2015-09-10,105.760002
2015-09-11,107.699997
2015-09-14,107.75
2015-09-15,107.75
2015-09-16,106.849998
2015-09-17,108.480003
2015-09-18,107.849998
2015-09-21,98.5
2015-09-22,97.309998
2015-09-23,93.300003
2015-09-24,90.769997
2015-09-25,83.720001
2015-09-28,79.849998
2015-09-29,77.400002
2015-09-30,80.360001
2015-10-01,79.650002
2015-10-02,83.019997
2015-10-05,80.230003
2015-10-06,76.019997
2015-10-07,80.709999
2015-10-08,82.279999
2015-10-09,83.160004
2015-10-12,82.389999
2015-10-13,79.059998
2015-10-14,79.459999
2015-10-15,85.480003
2015-10-16,84.910004
2015-10-19,84.41999799999999
2015-10-20,77.620003
2015-10-21,75.019997
2015-10-22,75.370003
2015-10-23,79.709999
2015-10-26,80.309998
2015-10-27,83.459999
2015-10-28,90.58000200000001
2015-10-29,88.150002
2015-10-30,85.949997
2015-11-02,93.07
2015-11-03,93.480003
2015-11-04,98.08000200000001
2015-11-05,98.769997
2015-11-06,101.529999
2015-11-09,108.839996
2015-11-10,107.239998
2015-11-11,104.290001
2015-11-12,98.940002
2015-11-13,102.57
2015-11-16,101.360001
2015-11-17,103.839996
2015-11-18,107.0
2015-11-19,102.860001
2015-11-20,102.610001
2015-11-23,104.529999
2015-11-24,104.760002
2015-11-25,105.25
2015-11-27,107.379997
2015-11-30,104.059998
2015-12-01,105.980003
2015-12-02,103.610001
2015-12-03,105.91999799999999
2015-12-04,108.959999
2015-12-07,97.720001
2015-12-08,101.029999
2015-12-09,100.58000200000001
2015-12-10,96.199997
2015-12-11,89.68
2015-12-14,88.33000200000001
2015-12-15,88.5
2015-12-16,91.970001
2015-12-17,88.18
2015-12-18,88.949997
2015-12-21,88.010002
2015-12-22,86.519997
2015-12-23,91.339996
2015-12-24,90.68
2015-12-28,91.68
2015-12-29,93.980003
2015-12-30,94.510002
2015-12-31,94.139999
2016-01-04,93.029999
2016-01-05,94.769997
2016-01-06,90.279999
2016-01-07,87.639999
2016-01-08,84.610001
2016-01-11,79.68
2016-01-12,81.83000200000001
2016-01-13,75.239998
2016-01-14,78.82
2016-01-15,75.980003
2016-01-19,72.410004
2016-01-20,74.800003
2016-01-21,71.139999
2016-01-22,76.120003
2016-01-25,75.519997
2016-01-26,75.16999799999999
2016-01-27,69.68
2016-01-28,65.18
2016-01-29,68.940002
2016-02-01,69.75
2016-02-02,64.910004
2016-02-03,66.129997
2016-02-04,67.510002
2016-02-05,65.589996
2016-02-08,60.610001000000004
2016-02-09,59.220001
2016-02-10,57.0
2016-02-11,56.959998999999996
2016-02-12,59.549999
2016-02-16,63.900002
2016-02-17,65.699997
2016-02-18,62.490002000000004
2016-02-19,63.52
2016-02-22,62.68
2016-02-23,59.450001
2016-02-24,58.02
2016-02-25,56.860001000000004
2016-02-26,58.0
2016-02-29,58.57
2016-03-01,59.830002
2016-03-02,62.630001
2016-03-03,59.98
2016-03-04,59.18
2016-03-07,60.09
2016-03-08,57.529999
2016-03-09,60.119999
2016-03-10,58.09
2016-03-11,62.150002
2016-03-14,65.769997
2016-03-15,61.700001
2016-03-16,60.389998999999996
2016-03-17,57.84
2016-03-18,59.799999
2016-03-21,61.310001
2016-03-22,62.220001
2016-03-23,59.060001
2016-03-24,60.279999
2016-03-28,58.779999
2016-03-29,59.84
2016-03-30,59.080002
2016-03-31,62.77
2016-04-01,64.790001
2016-04-04,67.540001
2016-04-05,68.33000200000001
2016-04-06,73.0
2016-04-07,71.739998
2016-04-08,69.150002
2016-04-11,66.769997
2016-04-12,67.43
2016-04-13,69.389999
2016-04-14,67.790001
2016-04-15,68.790001
2016-04-18,69.160004
2016-04-19,66.809998
2016-04-20,67.25
2016-04-21,71.629997
2016-04-22,71.860001
2016-04-25,71.949997
2016-04-26,70.370003
2016-04-27,68.629997
2016-04-28,67.879997
2016-04-29,67.040001
2016-05-02,68.790001
2016-05-03,60.810001
2016-05-04,57.450001
2016-05-05,58.73
2016-05-06,55.549999
2016-05-09,57.810001
2016-05-10,57.439999
2016-05-11,53.82
2016-05-12,52.369999
2016-05-13,52.549999
2016-05-16,54.540001000000004
2016-05-17,54.279999
2016-05-18,54.34
2016-05-19,53.669998
2016-05-20,55.110001000000004
2016-05-23,56.07
2016-05-24,57.810001
2016-05-25,63.549999
2016-05-26,70.57
2016-05-27,67.57
2016-05-31,71.720001
2016-06-01,70.540001
2016-06-02,74.120003
2016-06-03,70.199997
2016-06-06,72.599998
2016-06-07,71.050003
2016-06-08,69.879997
2016-06-09,65.410004
2016-06-10,63.169998
2016-06-13,60.650002
2016-06-14,60.580002
2016-06-15,59.139998999999996
2016-06-16,58.380001
2016-06-17,55.970001
2016-06-20,56.639998999999996
2016-06-21,55.779999
2016-06-22,56.139998999999996
2016-06-23,56.950001
2016-06-24,54.310001
2016-06-27,52.5
2016-06-28,55.299999
2016-06-29,55.599998
2016-06-30,55.490002000000004
2016-07-01,61.439999
2016-07-05,59.419998
2016-07-06,60.43
2016-07-07,61.52
2016-07-08,62.18
2016-07-11,63.459998999999996
2016-07-12,64.0
2016-07-13,62.82
2016-07-14,63.009997999999996
2016-07-15,64.480003
2016-07-18,64.83000200000001
2016-07-19,64.029999
2016-07-20,65.739998
2016-07-21,64.970001
2016-07-22,65.489998
2016-07-25,66.199997
2016-07-26,66.809998
2016-07-27,68.410004
2016-07-28,68.290001
2016-07-29,68.08000200000001
2016-08-01,71.800003
2016-08-02,70.559998
2016-08-03,71.360001
2016-08-04,71.029999
2016-08-05,78.41999799999999
2016-08-08,76.33000200000001
2016-08-09,76.400002
2016-08-10,73.269997
2016-08-11,74.269997
2016-08-12,74.08000200000001
2016-08-15,75.68
2016-08-16,73.58000200000001
2016-08-17,73.099998
2016-08-18,73.440002
2016-08-19,72.779999
2016-08-22,76.18
2016-08-23,75.790001
2016-08-24,70.83000200000001
2016-08-25,69.349998
2016-08-26,70.800003
2016-08-29,71.559998
2016-08-30,70.75
2016-08-31,69.849998
2016-09-01,69.019997
2016-09-02,69.16999799999999
2016-09-06,71.389999
2016-09-07,72.529999
2016-09-08,73.519997
2016-09-09,69.790001
2016-09-12,73.989998
2016-09-13,71.389999
2016-09-14,73.599998
2016-09-15,74.33000200000001
2016-09-16,75.66999799999999
2016-09-19,77.099998
2016-09-20,78.089996
2016-09-21,77.790001
2016-09-22,77.089996
2016-09-23,75.57
2016-09-26,76.0
2016-09-27,78.089996
2016-09-28,76.66999799999999
2016-09-29,69.940002
2016-09-30,67.779999
2016-10-03,68.230003
2016-10-04,68.57
2016-10-05,70.300003
2016-10-06,36.209998999999996
2016-10-07,34.27
2016-10-10,35.52
2016-10-11,34.830002
2016-10-12,35.759997999999996
2016-10-13,36.169998
2016-10-14,35.32
2016-10-17,36.580002
2016-10-18,38.07
2016-10-19,36.84
2016-10-20,37.599998
2016-10-21,36.669998
2016-10-24,37.200001
2016-10-25,36.669998
2016-10-26,37.09
2016-10-27,36.209998999999996
2016-10-28,36.34
2016-10-31,35.599998
2016-11-01,37.0
2016-11-02,35.950001
2016-11-03,31.41
2016-11-04,33.75
2016-11-07,36.259997999999996
2016-11-08,37.560001
2016-11-09,43.470001
2016-11-10,45.759997999999996
2016-11-11,46.540001000000004
2016-11-14,50.040001000000004
2016-11-15,48.23
2016-11-16,45.669998
2016-11-17,46.360001000000004
2016-11-18,45.98
2016-11-21,47.150002
2016-11-22,45.650002
2016-11-23,47.689999
2016-11-25,47.880001
2016-11-28,45.310001
2016-11-29,46.029999
2016-11-30,43.869999
2016-12-01,41.580002
2016-12-02,41.57
2016-12-05,41.240002000000004
2016-12-06,41.810001
2016-12-07,40.279999
2016-12-08,40.810001
2016-12-09,42.25
2016-12-12,42.610001000000004
2016-12-13,43.91
2016-12-14,43.209998999999996
2016-12-15,43.130001
2016-12-16,44.389998999999996
2016-12-19,43.419998
2016-12-20,42.220001
2016-12-21,40.48
2016-12-22,39.389998999999996
2016-12-23,41.290001000000004
2016-12-27,41.040001000000004
2016-12-28,40.009997999999996
2016-12-29,38.060001
2016-12-30,37.439999
2017-01-03,38.639998999999996
2017-01-04,41.290001000000004
2017-01-05,41.349998
2017-01-06,42.23
2017-01-09,43.5
2017-01-10,44.709998999999996
2017-01-11,41.25
2017-01-12,41.84
2017-01-13,41.599998
2017-01-17,38.220001
2017-01-18,38.509997999999996
2017-01-19,39.080002
2017-01-20,38.959998999999996
2017-01-23,38.16
2017-01-24,37.619999
2017-01-25,37.830002
2017-01-26,37.110001000000004
2017-01-27,38.09
2017-01-30,36.880001
2017-01-31,39.990002000000004
2017-02-01,40.450001
2017-02-02,41.459998999999996
2017-02-03,42.759997999999996
2017-02-06,43.009997999999996
2017-02-07,40.459998999999996
2017-02-08,40.630001
2017-02-09,44.959998999999996
2017-02-10,45.57
2017-02-13,45.610001000000004
2017-02-14,46.110001000000004
2017-02-15,47.09
2017-02-16,47.02
2017-02-17,48.279999
2017-02-21,46.860001000000004
2017-02-22,45.950001
2017-02-23,46.25
2017-02-24,46.619999
2017-02-27,51.310001
2017-02-28,51.639998999999996
2017-03-01,51.299999
2017-03-02,50.52
2017-03-03,51.439999
2017-03-06,50.360001000000004
2017-03-07,49.939999
2017-03-08,52.240002000000004
2017-03-09,51.48
2017-03-10,50.73
2017-03-13,50.48
2017-03-14,51.529999
2017-03-15,54.27
2017-03-16,54.48
2017-03-17,55.25
2017-03-20,59.709998999999996
2017-03-21,54.209998999999996
2017-03-22,53.25
2017-03-23,53.18
2017-03-24,52.470001
2017-03-27,52.32
2017-03-28,52.080002
2017-03-29,52.830002
2017-03-30,51.25
2017-03-31,51.25
2017-04-03,50.439999
2017-04-04,50.16
2017-04-05,47.75
2017-04-06,47.810001
2017-04-07,48.509997999999996
2017-04-10,49.25
2017-04-11,48.849998
2017-04-12,49.18
2017-04-13,49.849998
2017-04-17,50.950001
2017-04-18,49.73
2017-04-19,49.560001
2017-04-20,50.459998999999996
2017-04-21,49.509997999999996
2017-04-24,50.299999
2017-04-25,51.349998
2017-04-26,54.02
2017-04-27,52.77
2017-04-28,53.599998
2017-05-01,55.360001000000004
2017-05-02,53.07
2017-05-03,55.0
2017-05-04,54.869999
2017-05-05,55.07
2017-05-08,52.610001000000004
2017-05-09,54.02
2017-05-10,55.700001
2017-05-11,55.360001000000004
2017-05-12,56.77
2017-05-15,66.0
2017-05-16,72.010002
2017-05-17,70.129997
2017-05-18,71.089996
2017-05-19,71.66999799999999
2017-05-22,73.93
2017-05-23,74.870003
2017-05-24,69.970001
2017-05-25,69.5
2017-05-26,65.800003
2017-05-30,64.089996
2017-05-31,65.459999
2017-06-01,69.699997
2017-06-02,71.989998
2017-06-05,69.93
2017-06-06,71.279999
2017-06-07,71.599998
2017-06-08,73.459999
2017-06-09,72.83000200000001
2017-06-12,72.82
2017-06-13,74.309998
2017-06-14,74.800003
2017-06-15,75.349998
2017-06-16,76.07
2017-06-19,79.050003
2017-06-20,81.379997
2017-06-21,84.519997
2017-06-22,83.959999
2017-06-23,85.209999
2017-06-26,82.91999799999999
2017-06-27,79.83000200000001
2017-06-28,79.970001
2017-06-29,79.029999
2017-06-30,79.760002
2017-07-03,81.699997
2017-07-05,85.709999
2017-07-06,82.970001
2017-07-07,84.08000200000001
2017-07-10,79.410004
2017-07-11,79.0
2017-07-12,78.900002
2017-07-13,79.970001
2017-07-14,78.739998
2017-07-17,77.75
2017-07-18,78.120003
2017-07-19,78.459999
2017-07-20,80.510002
2017-07-21,82.019997
2017-07-24,83.540001
2017-07-25,81.010002
2017-07-26,81.57
2017-07-27,79.699997
2017-07-28,82.629997
2017-07-31,82.739998
2017-08-01,81.150002
2017-08-02,83.550003
2017-08-03,81.5
2017-08-04,82.440002
2017-08-07,82.93
2017-08-08,81.440002
2017-08-09,80.519997
2017-08-10,75.940002
2017-08-11,78.220001
2017-08-14,79.639999
2017-08-15,80.370003
2017-08-16,81.349998
2017-08-17,80.279999
2017-08-18,81.41999799999999
2017-08-21,84.68
2017-08-22,85.800003
2017-08-23,84.809998
2017-08-24,83.989998
2017-08-25,83.32
2017-08-28,83.199997
2017-08-29,82.519997
2017-08-30,83.139999
2017-08-31,85.730003
2017-09-01,88.910004
2017-09-05,86.800003
2017-09-06,86.019997
2017-09-07,72.529999
2017-09-08,73.690002
2017-09-11,78.68
2017-09-12,79.489998
2017-09-13,80.57
2017-09-14,78.150002
2017-09-15,76.209999
2017-09-18,76.0
2017-09-19,75.040001
2017-09-20,113.839996
2017-09-21,112.91999799999999
2017-09-22,113.800003
2017-09-25,117.040001
2017-09-26,112.059998
2017-09-27,113.459999
2017-09-28,118.269997
2017-09-29,117.489998
2017-10-02,122.309998
2017-10-03,119.900002
2017-10-04,120.160004
2017-10-05,121.389999
2017-10-06,122.650002
2017-10-09,121.5
2017-10-10,122.290001
2017-10-11,124.860001
2017-10-12,124.199997
2017-10-13,123.0
2017-10-16,121.889999
2017-10-17,118.699997
2017-10-18,117.550003
2017-10-19,115.629997
2017-10-20,114.699997
2017-10-23,115.57
2017-10-24,117.07
2017-10-25,117.400002
2017-10-26,114.489998
2017-10-27,119.91999799999999
2017-10-30,122.959999
2017-10-31,121.839996
2017-11-01,121.089996
2017-11-02,133.58999599999999
2017-11-03,132.360001
2017-11-06,130.5
2017-11-07,129.5
2017-11-08,132.330002
2017-11-09,137.679993
2017-11-10,139.979996
2017-11-13,129.110001
2017-11-14,130.320007
2017-11-15,125.949997
2017-11-16,126.379997
2017-11-17,127.510002
2017-11-20,128.149994
2017-11-21,132.009995
2017-11-22,132.330002
2017-11-24,132.850006
2017-11-27,131.440002
2017-11-28,129.740005
2017-11-29,128.139999
2017-11-30,134.53999299999998
2017-12-01,137.309998
2017-12-04,128.009995
2017-12-05,127.0
2017-12-06,124.57
2017-12-07,128.729996
2017-12-08,130.889999
2017-12-11,128.199997
2017-12-12,127.290001
2017-12-13,124.860001
2017-12-14,123.660004
2017-12-15,125.589996
2017-12-18,122.760002
2017-12-19,122.849998
2017-12-20,121.970001
2017-12-21,122.83000200000001
2017-12-22,123.959999
2017-12-26,124.68
2017-12-27,128.559998
2017-12-28,129.880005
2017-12-29,127.050003
2018-01-02,131.850006
2018-01-03,134.649994
2018-01-04,131.96000700000002
2018-01-05,127.730003
2018-01-08,129.179993
2018-01-09,130.740005
2018-01-10,128.600006
2018-01-11,128.050003
2018-01-12,129.070007
2018-01-16,124.639999
2018-01-17,125.25
2018-01-18,123.989998
2018-01-19,124.83000200000001
2018-01-22,131.0
2018-01-23,137.029999
2018-01-24,133.889999
2018-01-25,134.28999299999998
2018-01-26,134.389999
2018-01-29,133.559998
2018-01-30,131.229996
2018-01-31,129.979996
2018-02-01,129.429993
2018-02-02,124.5
2018-02-05,119.91999799999999
2018-02-06,122.16999799999999
2018-02-07,122.089996
2018-02-08,116.32
2018-02-09,115.91999799999999
2018-02-12,117.300003
2018-02-13,119.260002
2018-02-14,119.980003
2018-02-15,121.739998
2018-02-16,122.879997
2018-02-20,120.83000200000001
2018-02-21,119.18
2018-02-22,119.860001
2018-02-23,121.41999799999999
2018-02-26,123.0
2018-02-27,123.290001
2018-02-28,120.160004
2018-03-01,119.129997
2018-03-02,121.160004
2018-03-05,126.58000200000001
2018-03-06,123.25
2018-03-07,123.989998
2018-03-08,126.739998
2018-03-09,133.020004
2018-03-12,142.03999299999998
2018-03-13,144.16000400000001
2018-03-14,141.830002
2018-03-15,141.380005
2018-03-16,145.059998
2018-03-19,146.559998
2018-03-20,148.53999299999998
2018-03-21,146.259995
2018-03-22,142.5
2018-03-23,138.059998
2018-03-26,138.509995
2018-03-27,131.179993
2018-03-28,129.869995
2018-03-29,119.099998
2018-04-02,101.18
2018-04-03,99.410004
2018-04-04,102.290001
2018-04-05,96.440002
2018-04-06,95.08000200000001
2018-04-09,97.33000200000001
2018-04-10,98.08000200000001
2018-04-11,97.629997
2018-04-12,100.75
2018-04-13,100.760002
2018-04-16,95.839996
2018-04-17,98.349998
2018-04-18,97.699997
2018-04-19,96.190002
2018-04-20,97.480003
2018-04-23,95.860001
2018-04-24,94.730003
2018-04-25,94.33000200000001
2018-04-26,95.300003
2018-04-27,96.629997
2018-04-30,94.529999
2018-05-01,92.18
2018-05-02,90.019997
2018-05-03,88.309998
2018-05-04,92.349998
2018-05-07,97.41999799999999
2018-05-08,96.139999
2018-05-09,97.089996
2018-05-10,98.279999
2018-05-11,100.910004
2018-05-14,103.129997
2018-05-15,101.989998
2018-05-16,101.589996
2018-05-17,101.639999
2018-05-18,102.809998
2018-05-21,100.800003
2018-05-22,98.959999
2018-05-23,98.099998
2018-05-24,98.970001
2018-05-25,99.980003
2018-05-29,100.059998
2018-05-30,100.459999
2018-05-31,99.470001
2018-06-01,100.650002
2018-06-04,101.0
2018-06-05,101.019997
2018-06-06,101.660004
2018-06-07,99.910004
2018-06-08,100.239998
2018-06-11,100.050003
2018-06-12,105.910004
2018-06-13,102.860001
2018-06-14,107.059998
2018-06-15,107.800003
2018-06-18,106.230003
2018-06-19,104.620003
2018-06-20,105.260002
2018-06-21,102.690002
2018-06-22,104.199997
2018-06-25,100.040001
2018-06-26,98.510002
2018-06-27,96.07
2018-06-28,97.16999799999999
2018-06-29,98.489998
2018-07-02,98.08000200000001
2018-07-03,98.620003
2018-07-05,98.050003
2018-07-06,101.029999
2018-07-09,102.779999
2018-07-10,104.730003
2018-07-11,105.879997
2018-07-12,108.050003
2018-07-13,107.470001
2018-07-16,102.760002
2018-07-17,102.269997
2018-07-18,105.370003
