Date,DESP
2018-11-23,14.99
2018-11-26,14.82
2018-11-27,14.71
2018-11-28,15.24
2018-11-29,15.25
2018-11-30,14.94
2018-12-03,15.23
2018-12-04,14.53
2018-12-06,14.5
2018-12-07,14.21
2018-12-10,13.71
2018-12-11,13.93
2018-12-12,13.75
2018-12-13,13.93
2018-12-14,14.13
2018-12-17,13.81
2018-12-18,13.79
2018-12-19,13.13
2018-12-20,12.29
2018-12-21,11.64
2018-12-24,11.55
2018-12-26,12.2
2018-12-27,12.25
2018-12-28,12.37
2018-12-31,12.41
2019-01-02,12.7
2019-01-03,12.82
2019-01-04,13.21
2019-01-07,13.27
2019-01-08,13.41
2019-01-09,13.61
2019-01-10,13.58
2019-01-11,13.9
2019-01-14,13.89
2019-01-15,13.81
2019-01-16,14.25
2019-01-17,14.21
2019-01-18,14.19
2019-01-22,14.11
2019-01-23,14.37
2019-01-24,14.55
2019-01-25,15.0
2019-01-28,15.03
2019-01-29,14.98
2019-01-30,15.22
2019-01-31,15.02
2019-02-01,15.51
2019-02-04,15.96
2019-02-05,16.42
2019-02-06,16.65
2019-02-07,16.48
2019-02-08,16.280001000000002
2019-02-11,17.1
2019-02-12,17.18
2019-02-13,17.360001
2019-02-14,17.290001
2019-02-15,17.5
2019-02-19,17.940001000000002
2019-02-20,18.32
2019-02-21,17.76
2019-02-22,18.01
2019-02-25,18.02
2019-02-26,18.32
2019-02-27,18.5
2019-02-28,17.99
2019-03-01,17.799999
2019-03-04,18.16
2019-03-05,18.41
2019-03-06,17.92
2019-03-07,17.530001000000002
2019-03-08,17.35
2019-03-11,17.41
2019-03-12,17.059998999999998
2019-03-13,16.48
2019-03-14,16.370001000000002
2019-03-15,16.440001000000002
2019-03-18,16.299999
2019-03-19,15.94
2019-03-20,15.7
2019-03-21,15.36
2019-03-22,14.76
2019-03-25,14.72
2019-03-26,14.34
2019-03-27,14.06
2019-03-28,14.33
2019-03-29,14.9
2019-04-01,14.9
2019-04-02,14.93
2019-04-03,14.87
2019-04-04,14.32
2019-04-05,14.47
2019-04-08,14.47
2019-04-09,14.25
2019-04-10,14.31
2019-04-11,14.02
2019-04-12,14.33
2019-04-15,14.37
2019-04-16,14.8
2019-04-17,14.63
2019-04-18,14.54
2019-04-22,14.25
2019-04-23,14.39
2019-04-24,14.26
2019-04-25,14.27
2019-04-26,14.25
2019-04-29,14.55
2019-04-30,14.59
2019-05-01,14.6
2019-05-02,14.44
2019-05-03,14.73
2019-05-06,14.49
2019-05-07,14.25
2019-05-08,14.17
2019-05-09,13.57
2019-05-10,13.5
2019-05-13,13.32
2019-05-14,13.81
2019-05-15,13.94
2019-05-16,13.84
2019-05-17,12.75
2019-05-20,12.45
2019-05-21,12.9
2019-05-22,12.6
2019-05-23,12.45
2019-05-24,13.15
2019-05-28,13.02
2019-05-29,12.31
2019-05-30,12.22
2019-05-31,12.0
2019-06-03,11.96
2019-06-04,12.1
2019-06-05,11.86
2019-06-06,11.92
2019-06-07,12.49
2019-06-10,12.46
2019-06-11,12.5
2019-06-12,13.57
2019-06-13,13.43
2019-06-14,13.33
2019-06-17,13.57
2019-06-18,13.58
2019-06-19,13.67
2019-06-20,13.57
2019-06-21,13.92
2019-06-24,13.68
2019-06-25,13.62
2019-06-26,13.62
2019-06-27,13.96
2019-06-28,13.89
2019-07-01,13.69
2019-07-02,13.74
2019-07-03,13.63
2019-07-05,13.7
2019-07-08,13.32
2019-07-09,13.73
2019-07-10,13.91
2019-07-11,13.84
2019-07-12,13.95
2019-07-15,13.85
2019-07-16,14.0
2019-07-17,13.83
2019-07-18,13.82
2019-07-19,13.75
2019-07-22,13.42
2019-07-23,13.5
2019-07-24,12.93
2019-07-25,13.11
2019-07-26,13.68
2019-07-29,13.65
2019-07-30,13.54
2019-07-31,13.01
2019-08-01,13.18
2019-08-02,13.1
2019-08-05,12.9
2019-08-06,13.28
2019-08-07,13.1
2019-08-08,13.78
2019-08-09,14.71
2019-08-12,12.21
2019-08-13,11.92
2019-08-14,10.9
2019-08-15,10.49
2019-08-16,10.57
2019-08-19,10.6
2019-08-20,11.09
2019-08-21,11.29
2019-08-22,11.58
2019-08-23,11.14
2019-08-26,11.03
2019-08-27,10.7
2019-08-28,10.7
2019-08-29,10.66
2019-08-30,10.94
2019-09-03,10.46
2019-09-04,10.25
2019-09-05,9.99
2019-09-06,9.95
2019-09-09,9.74
2019-09-10,10.14
2019-09-11,10.4
2019-09-12,10.6
2019-09-13,10.79
2019-09-16,10.82
2019-09-17,10.85
2019-09-18,10.89
2019-09-19,11.09
2019-09-20,11.31
2019-09-23,11.43
2019-09-24,10.92
2019-09-25,11.23
2019-09-26,11.35
2019-09-27,11.38
2019-09-30,11.32
2019-10-01,11.23
2019-10-02,11.34
2019-10-03,11.36
2019-10-04,11.45
2019-10-07,11.53
2019-10-08,11.29
2019-10-09,11.4
2019-10-10,11.45
2019-10-11,11.38
2019-10-14,11.01
2019-10-15,10.45
2019-10-16,10.46
2019-10-17,10.32
2019-10-18,10.13
2019-10-21,10.09
2019-10-22,10.59
2019-10-23,10.99
2019-10-24,11.25
2019-10-25,11.46
2019-10-28,11.47
2019-10-29,11.69
2019-10-30,11.36
2019-10-31,11.18
2019-11-01,11.16
2019-11-04,11.24
2019-11-05,11.02
2019-11-06,11.01
2019-11-07,11.87
2019-11-08,11.11
2019-11-11,11.03
2019-11-12,11.15
2019-11-13,11.05
2019-11-14,11.02
2019-11-15,11.22
2019-11-18,11.21
2019-11-19,10.77
2019-11-20,10.56
2019-11-21,10.98
2019-11-22,11.64
2019-11-25,11.75
2019-11-26,12.63
2019-11-27,12.8
2019-11-29,12.42
2019-12-02,12.0
2019-12-03,11.85
2019-12-04,12.26
2019-12-05,12.44
2019-12-06,12.8
2019-12-09,12.62
2019-12-10,12.53
2019-12-11,12.75
2019-12-12,12.9
2019-12-13,13.35
2019-12-16,13.42
2019-12-17,13.38
2019-12-18,13.75
2019-12-19,13.36
2019-12-20,13.68
2019-12-23,13.5
2019-12-24,13.61
2019-12-26,13.6
2019-12-27,13.57
2019-12-30,13.42
2019-12-31,13.48
2020-01-02,13.78
2020-01-03,13.93
2020-01-06,13.84
2020-01-07,13.79
2020-01-08,13.69
2020-01-09,13.81
2020-01-10,13.9
2020-01-13,13.97
2020-01-14,13.67
2020-01-15,13.81
2020-01-16,13.86
2020-01-17,13.71
2020-01-21,13.3
2020-01-22,13.18
2020-01-23,13.01
2020-01-24,12.77
2020-01-27,12.44
2020-01-28,14.75
2020-01-29,14.64
2020-01-30,15.01
2020-01-31,14.81
2020-02-03,14.88
2020-02-04,14.71
2020-02-05,14.45
2020-02-06,14.39
2020-02-07,13.97
2020-02-10,13.8
2020-02-11,14.1
2020-02-12,14.18
2020-02-13,14.16
2020-02-14,14.67
2020-02-18,14.75
2020-02-19,15.18
2020-02-20,15.22
2020-02-21,15.1
2020-02-24,14.7
2020-02-25,13.97
2020-02-26,12.87
2020-02-27,12.34
2020-02-28,11.99
2020-03-02,11.89
2020-03-03,11.77
2020-03-04,12.0
2020-03-05,11.19
2020-03-06,10.87
2020-03-09,9.87
2020-03-10,10.01
2020-03-11,9.06
2020-03-12,8.02
2020-03-13,7.74
2020-03-16,6.72
2020-03-17,7.0
2020-03-18,6.25
2020-03-19,6.69
2020-03-20,7.0
2020-03-23,5.12
2020-03-24,5.11
2020-03-25,6.12
2020-03-26,6.81
2020-03-27,5.82
2020-03-30,5.58
2020-03-31,5.67
2020-04-01,5.74
2020-04-02,6.08
2020-04-03,6.21
2020-04-06,6.63
2020-04-07,6.98
2020-04-08,7.4
2020-04-09,7.65
2020-04-13,7.13
2020-04-14,7.38
2020-04-15,6.9
2020-04-16,6.74
2020-04-17,6.88
2020-04-20,6.75
2020-04-21,6.37
2020-04-22,6.4
2020-04-23,6.42
2020-04-24,6.24
2020-04-27,6.55
2020-04-28,6.54
2020-04-29,7.21
2020-04-30,6.9
2020-05-01,6.68
2020-05-04,5.86
2020-05-05,5.33
2020-05-06,5.38
2020-05-07,5.26
2020-05-08,5.61
