Date,RACE
2019-05-09,141.16000400000001
2019-05-10,141.330002
2019-05-13,138.679993
2019-05-14,140.940002
2019-05-15,143.639999
2019-05-16,143.66000400000001
2019-05-17,142.380005
2019-05-20,141.53999299999998
2019-05-21,143.860001
2019-05-22,142.869995
2019-05-23,142.330002
2019-05-24,144.28999299999998
2019-05-28,144.520004
2019-05-29,143.070007
2019-05-30,143.0
2019-05-31,143.020004
2019-06-03,141.970001
2019-06-04,143.03999299999998
2019-06-05,144.860001
2019-06-06,148.479996
2019-06-07,150.33999599999999
2019-06-10,153.83999599999999
2019-06-11,154.720001
2019-06-12,154.630005
2019-06-13,154.050003
2019-06-14,152.860001
2019-06-17,154.139999
2019-06-18,158.21000700000002
2019-06-19,157.830002
2019-06-20,161.16000400000001
2019-06-21,162.21000700000002
2019-06-24,162.21000700000002
2019-06-25,159.740005
2019-06-26,159.5
2019-06-27,160.860001
2019-06-28,161.419998
2019-07-01,163.190002
2019-07-02,165.119995
2019-07-03,167.509995
2019-07-05,165.610001
2019-07-08,165.850006
2019-07-09,165.639999
2019-07-10,167.0
2019-07-11,166.429993
2019-07-12,166.509995
2019-07-15,168.470001
2019-07-16,169.119995
2019-07-17,168.75
2019-07-18,168.699997
2019-07-19,166.5
2019-07-22,167.100006
2019-07-23,168.429993
2019-07-24,167.509995
2019-07-25,166.270004
2019-07-26,165.850006
2019-07-29,164.679993
2019-07-30,160.139999
2019-07-31,161.080002
2019-08-01,163.0
2019-08-02,159.479996
2019-08-05,156.779999
2019-08-06,156.58999599999999
2019-08-07,158.110001
2019-08-08,160.100006
2019-08-09,158.869995
2019-08-12,158.029999
2019-08-13,160.820007
2019-08-14,155.899994
2019-08-15,155.320007
2019-08-16,155.830002
2019-08-19,156.179993
2019-08-20,155.029999
2019-08-21,156.490005
2019-08-22,155.110001
2019-08-23,153.220001
2019-08-26,156.600006
2019-08-27,160.389999
2019-08-28,157.649994
2019-08-29,158.220001
2019-08-30,157.75
2019-09-03,158.009995
2019-09-04,159.990005
2019-09-05,161.880005
2019-09-06,163.110001
2019-09-09,160.740005
2019-09-10,151.03999299999998
2019-09-11,151.550003
2019-09-12,154.440002
2019-09-13,152.600006
2019-09-16,150.96000700000002
2019-09-17,153.96000700000002
2019-09-18,154.779999
2019-09-19,153.619995
2019-09-20,152.080002
2019-09-23,152.770004
2019-09-24,150.66000400000001
2019-09-25,150.350006
2019-09-26,151.479996
2019-09-27,152.119995
2019-09-30,154.08999599999999
2019-10-01,151.96000700000002
2019-10-02,146.899994
2019-10-03,149.440002
2019-10-04,149.559998
2019-10-07,149.78999299999998
2019-10-08,147.53999299999998
2019-10-09,149.300003
2019-10-10,150.149994
2019-10-11,153.320007
2019-10-14,154.770004
2019-10-15,156.100006
2019-10-16,159.869995
2019-10-17,157.610001
2019-10-18,155.850006
2019-10-21,156.050003
2019-10-22,153.899994
2019-10-23,151.970001
2019-10-24,155.029999
2019-10-25,156.08999599999999
2019-10-28,157.449997
2019-10-29,157.779999
2019-10-30,158.139999
2019-10-31,160.119995
2019-11-01,161.380005
2019-11-04,169.990005
2019-11-05,165.600006
2019-11-06,165.440002
2019-11-07,164.96000700000002
2019-11-08,164.899994
2019-11-11,164.399994
2019-11-12,165.020004
2019-11-13,163.860001
2019-11-14,165.470001
2019-11-15,167.0
2019-11-18,165.350006
2019-11-19,164.220001
2019-11-20,164.41000400000001
2019-11-21,165.41000400000001
2019-11-22,165.25
2019-11-25,167.66000400000001
2019-11-26,170.03999299999998
2019-11-27,170.880005
2019-11-29,168.270004
2019-12-02,165.110001
2019-12-03,168.020004
2019-12-04,167.619995
2019-12-05,166.940002
2019-12-06,166.169998
2019-12-09,163.679993
2019-12-10,164.83999599999999
2019-12-11,165.229996
2019-12-12,166.220001
2019-12-13,163.929993
2019-12-16,165.25
2019-12-17,167.429993
2019-12-18,167.529999
2019-12-19,166.520004
2019-12-20,167.009995
2019-12-23,168.58999599999999
2019-12-24,168.009995
2019-12-26,168.070007
2019-12-27,168.720001
2019-12-30,165.300003
2019-12-31,165.53999299999998
2020-01-02,168.509995
2020-01-03,166.729996
2020-01-06,165.850006
2020-01-07,165.220001
2020-01-08,168.53999299999998
2020-01-09,169.91000400000001
2020-01-10,171.309998
2020-01-13,174.28999299999998
2020-01-14,171.550003
2020-01-15,172.580002
2020-01-16,173.41000400000001
2020-01-17,173.940002
2020-01-21,174.149994
2020-01-22,173.119995
2020-01-23,172.259995
2020-01-24,172.479996
2020-01-27,168.050003
2020-01-28,171.25
2020-01-29,172.649994
2020-01-30,172.479996
2020-01-31,168.820007
2020-02-03,170.25
2020-02-04,168.529999
2020-02-05,167.880005
2020-02-06,168.800003
2020-02-07,166.759995
2020-02-10,167.550003
2020-02-11,171.16000400000001
2020-02-12,173.78999299999998
2020-02-13,172.309998
2020-02-14,173.259995
2020-02-18,177.669998
2020-02-19,179.21000700000002
2020-02-20,177.850006
2020-02-21,172.899994
2020-02-24,162.990005
2020-02-25,161.509995
2020-02-26,159.899994
2020-02-27,156.08999599999999
2020-02-28,157.75
2020-03-02,161.21000700000002
2020-03-03,156.729996
2020-03-04,160.380005
2020-03-05,154.190002
2020-03-06,152.179993
2020-03-09,137.729996
2020-03-10,146.33999599999999
2020-03-11,143.03999299999998
2020-03-12,129.990005
2020-03-13,142.279999
2020-03-16,129.320007
2020-03-17,136.610001
2020-03-18,134.050003
2020-03-19,136.699997
2020-03-20,139.559998
2020-03-23,129.5
2020-03-24,144.949997
2020-03-25,154.059998
2020-03-26,157.179993
2020-03-27,150.029999
2020-03-30,154.28999299999998
2020-03-31,152.570007
2020-04-01,148.449997
2020-04-02,141.850006
2020-04-03,134.830002
2020-04-06,147.009995
2020-04-07,146.479996
2020-04-08,154.009995
2020-04-09,157.03999299999998
2020-04-13,153.419998
2020-04-14,155.759995
2020-04-15,150.600006
2020-04-16,154.300003
2020-04-17,161.33999599999999
2020-04-20,157.009995
2020-04-21,153.149994
2020-04-22,158.020004
2020-04-23,157.020004
2020-04-24,156.350006
2020-04-27,158.5
2020-04-28,155.860001
2020-04-29,157.25
