Date,INWK
2016-09-12,8.39
2016-09-13,8.28
2016-09-14,8.29
2016-09-15,8.45
2016-09-16,8.54
2016-09-19,8.6
2016-09-20,8.44
2016-09-21,8.6
2016-09-22,8.97
2016-09-23,8.91
2016-09-26,8.93
2016-09-27,9.03
2016-09-28,9.38
2016-09-29,9.33
2016-09-30,9.42
2016-10-03,9.25
2016-10-04,9.18
2016-10-05,9.07
2016-10-06,9.0
2016-10-07,8.89
2016-10-10,8.95
2016-10-11,8.81
2016-10-12,8.87
2016-10-13,8.84
2016-10-14,8.88
2016-10-17,8.93
2016-10-18,9.02
2016-10-19,9.06
2016-10-20,9.19
2016-10-21,8.98
2016-10-24,9.08
2016-10-25,8.95
2016-10-26,8.85
2016-10-27,8.53
2016-10-28,8.6
2016-10-31,8.81
2016-11-01,8.73
2016-11-02,8.53
2016-11-03,8.34
2016-11-04,8.32
2016-11-07,8.47
2016-11-08,8.52
2016-11-09,8.89
2016-11-10,8.91
2016-11-11,9.27
2016-11-14,9.03
2016-11-15,8.96
2016-11-16,9.2
2016-11-17,9.28
2016-11-18,9.45
2016-11-21,9.56
2016-11-22,9.77
2016-11-23,9.95
2016-11-25,9.89
2016-11-28,9.56
2016-11-29,9.46
2016-11-30,9.25
2016-12-01,8.95
2016-12-02,9.2
2016-12-05,9.23
2016-12-06,9.49
2016-12-07,9.62
2016-12-08,9.89
2016-12-09,9.91
2016-12-12,9.8
2016-12-13,9.79
2016-12-14,9.77
2016-12-15,9.86
2016-12-16,9.89
2016-12-19,9.75
2016-12-20,9.79
2016-12-21,9.75
2016-12-22,9.78
2016-12-23,9.88
2016-12-27,9.89
2016-12-28,9.84
2016-12-29,9.85
2016-12-30,9.85
2017-01-03,10.04
2017-01-04,9.94
2017-01-05,9.87
2017-01-06,9.74
2017-01-09,9.73
2017-01-10,9.83
2017-01-11,9.76
2017-01-12,9.4
2017-01-13,9.62
2017-01-17,9.84
2017-01-18,9.81
2017-01-19,9.59
2017-01-20,9.69
2017-01-23,9.84
2017-01-24,9.94
2017-01-25,10.07
2017-01-26,9.96
2017-01-27,9.83
2017-01-30,9.59
2017-01-31,9.61
2017-02-01,9.53
2017-02-02,9.46
2017-02-03,9.72
2017-02-06,9.54
2017-02-07,9.58
2017-02-08,9.58
2017-02-09,9.53
2017-02-10,9.85
2017-02-13,9.75
2017-02-14,9.68
2017-02-15,9.63
2017-02-16,9.58
2017-02-17,9.8
2017-02-21,9.82
2017-02-22,9.65
2017-02-23,9.66
2017-02-24,10.0
2017-02-27,10.05
2017-02-28,9.71
2017-03-01,9.79
2017-03-02,9.68
2017-03-03,9.75
2017-03-06,9.7
2017-03-07,9.32
2017-03-08,9.29
2017-03-09,9.13
2017-03-10,9.34
2017-03-13,9.46
2017-03-14,9.45
2017-03-15,9.66
2017-03-16,9.73
2017-03-17,9.8
2017-03-20,9.84
2017-03-21,9.65
2017-03-22,9.58
2017-03-23,9.5
2017-03-24,9.47
2017-03-27,9.58
2017-03-28,9.38
2017-03-29,9.47
2017-03-30,9.72
2017-03-31,9.96
2017-04-03,9.72
2017-04-04,9.69
2017-04-05,9.7
2017-04-06,10.01
2017-04-07,9.99
2017-04-10,9.78
2017-04-11,10.0
2017-04-12,9.94
2017-04-13,9.92
2017-04-17,10.0
2017-04-18,9.98
2017-04-19,10.02
2017-04-20,10.1
2017-04-21,10.01
2017-04-24,10.03
2017-04-25,10.31
2017-04-26,10.63
2017-04-27,10.72
2017-04-28,10.59
2017-05-01,10.86
2017-05-02,10.85
2017-05-03,10.65
2017-05-04,10.67
2017-05-05,10.88
2017-05-08,10.73
2017-05-09,11.67
2017-05-10,11.86
2017-05-11,11.65
2017-05-12,11.57
2017-05-15,11.65
2017-05-16,11.55
2017-05-17,11.21
2017-05-18,11.15
2017-05-19,11.03
2017-05-22,11.01
2017-05-23,10.94
2017-05-24,10.79
2017-05-25,10.68
2017-05-26,10.69
2017-05-30,10.61
2017-05-31,10.84
2017-06-01,11.1
2017-06-02,11.28
2017-06-05,10.76
2017-06-06,10.79
2017-06-07,10.61
2017-06-08,10.61
2017-06-09,10.62
2017-06-12,10.68
2017-06-13,10.69
2017-06-14,10.63
2017-06-15,10.66
2017-06-16,10.79
2017-06-19,10.75
2017-06-20,10.62
2017-06-21,11.23
2017-06-22,11.35
2017-06-23,11.47
2017-06-26,11.65
2017-06-27,11.63
2017-06-28,11.57
2017-06-29,11.49
2017-06-30,11.6
2017-07-03,11.46
2017-07-05,11.48
2017-07-06,11.35
2017-07-07,11.67
2017-07-10,11.36
2017-07-11,11.35
2017-07-12,11.47
2017-07-13,11.49
2017-07-14,11.65
2017-07-17,11.72
2017-07-18,11.7
2017-07-19,11.76
2017-07-20,11.68
2017-07-21,11.63
2017-07-24,11.63
2017-07-25,11.7
2017-07-26,11.74
2017-07-27,11.59
2017-07-28,11.57
2017-07-31,11.79
2017-08-01,11.77
2017-08-02,11.52
2017-08-03,11.48
2017-08-04,11.44
2017-08-07,11.4
2017-08-08,11.05
2017-08-09,10.62
2017-08-10,10.6
2017-08-11,10.65
2017-08-14,10.76
2017-08-15,10.35
2017-08-16,10.56
2017-08-17,10.42
2017-08-18,10.44
2017-08-21,10.32
2017-08-22,10.26
2017-08-23,10.17
2017-08-24,10.27
2017-08-25,10.14
2017-08-28,10.32
2017-08-29,10.32
2017-08-30,10.32
2017-08-31,10.47
2017-09-01,10.57
2017-09-05,10.57
2017-09-06,10.53
2017-09-07,10.89
2017-09-08,10.91
2017-09-11,10.94
2017-09-12,11.13
2017-09-13,11.05
2017-09-14,11.09
2017-09-15,11.08
2017-09-18,11.07
2017-09-19,10.85
2017-09-20,11.01
2017-09-21,10.96
2017-09-22,10.9
2017-09-25,11.06
2017-09-26,11.42
2017-09-27,11.59
2017-09-28,11.43
2017-09-29,11.25
2017-10-02,11.52
2017-10-03,11.84
2017-10-04,11.74
2017-10-05,11.76
2017-10-06,11.81
2017-10-09,11.89
2017-10-10,11.88
2017-10-11,11.88
2017-10-12,11.66
2017-10-13,11.56
2017-10-16,11.46
2017-10-17,11.3
2017-10-18,11.25
2017-10-19,11.06
2017-10-20,11.16
2017-10-23,11.03
2017-10-24,11.08
2017-10-25,11.0
2017-10-26,11.0
2017-10-27,10.96
2017-10-30,10.76
2017-10-31,10.88
2017-11-01,10.73
2017-11-02,10.85
2017-11-03,10.63
2017-11-06,10.45
2017-11-07,10.41
2017-11-08,10.76
2017-11-09,10.35
2017-11-10,10.32
2017-11-13,10.4
2017-11-14,10.41
2017-11-15,10.23
2017-11-16,10.42
2017-11-17,10.46
2017-11-20,10.47
2017-11-21,10.51
2017-11-22,10.51
2017-11-24,10.64
2017-11-27,10.57
2017-11-28,10.69
2017-11-29,10.86
2017-11-30,10.85
2017-12-01,10.52
2017-12-04,10.48
2017-12-05,10.3
2017-12-06,10.23
2017-12-07,10.06
2017-12-08,10.03
2017-12-11,9.98
2017-12-12,10.16
2017-12-13,10.15
2017-12-14,10.28
2017-12-15,10.21
2017-12-18,10.33
2017-12-19,10.44
2017-12-20,10.12
2017-12-21,10.19
2017-12-22,10.09
2017-12-26,10.13
2017-12-27,10.1
2017-12-28,10.17
2017-12-29,10.03
2018-01-02,10.1
2018-01-03,9.99
2018-01-04,10.05
2018-01-05,10.12
2018-01-08,10.08
2018-01-09,10.04
2018-01-10,9.95
2018-01-11,10.12
2018-01-12,10.25
2018-01-16,9.99
2018-01-17,10.1
2018-01-18,10.03
2018-01-19,10.12
2018-01-22,10.05
2018-01-23,10.05
2018-01-24,9.99
2018-01-25,9.99
2018-01-26,10.19
2018-01-29,10.34
2018-01-30,9.92
2018-01-31,10.01
2018-02-01,9.95
2018-02-02,9.59
2018-02-05,9.08
2018-02-06,9.12
2018-02-07,9.04
2018-02-08,8.95
2018-02-09,9.07
2018-02-12,9.02
2018-02-13,8.81
2018-02-14,8.87
2018-02-15,8.95
2018-02-16,8.94
2018-02-20,8.86
2018-02-21,8.87
2018-02-22,8.99
2018-02-23,9.0
2018-02-26,8.98
2018-02-27,9.38
2018-02-28,9.23
2018-03-01,9.18
2018-03-02,9.31
2018-03-05,9.4
2018-03-06,9.42
2018-03-07,9.6
2018-03-08,9.62
2018-03-09,9.63
2018-03-12,9.66
2018-03-13,9.13
2018-03-14,9.12
2018-03-15,9.17
2018-03-16,9.28
2018-03-19,9.23
2018-03-20,9.08
2018-03-21,8.99
2018-03-22,8.95
2018-03-23,8.8
2018-03-26,8.84
2018-03-27,8.93
2018-03-28,9.01
2018-03-29,9.05
2018-04-02,9.01
2018-04-03,9.07
2018-04-04,9.22
2018-04-05,9.49
2018-04-06,9.39
2018-04-09,9.49
2018-04-10,9.54
2018-04-11,9.5
2018-04-12,9.47
2018-04-13,9.48
2018-04-16,9.7
2018-04-17,9.95
2018-04-18,10.05
2018-04-19,10.1
2018-04-20,10.25
2018-04-23,10.21
2018-04-24,10.21
2018-04-25,10.16
2018-04-26,10.22
2018-04-27,10.22
2018-04-30,10.1
2018-05-01,9.96
2018-05-02,9.86
2018-05-03,9.72
2018-05-04,9.77
2018-05-07,9.68
2018-05-08,9.06
2018-05-09,9.15
2018-05-10,9.07
2018-05-11,9.0
2018-05-14,8.83
2018-05-15,8.73
2018-05-16,8.86
2018-05-17,8.8
2018-05-18,8.71
2018-05-21,8.74
2018-05-22,8.66
2018-05-23,8.65
2018-05-24,8.6
2018-05-25,8.77
2018-05-29,8.88
2018-05-30,8.84
2018-05-31,8.79
2018-06-01,8.78
2018-06-04,8.77
2018-06-05,8.88
2018-06-06,8.96
2018-06-07,8.86
2018-06-08,8.9
2018-06-11,9.12
2018-06-12,8.95
2018-06-13,8.73
2018-06-14,8.75
2018-06-15,8.85
2018-06-18,8.84
2018-06-19,8.98
2018-06-20,9.01
2018-06-21,9.12
2018-06-22,9.25
2018-06-25,9.0
2018-06-26,8.9
2018-06-27,8.72
2018-06-28,8.67
2018-06-29,8.69
2018-07-02,8.81
2018-07-03,8.94
2018-07-05,9.0
2018-07-06,8.94
2018-07-09,8.88
2018-07-10,8.74
2018-07-11,8.73
2018-07-12,8.76
2018-07-13,8.78
2018-07-16,8.71
2018-07-17,8.79
2018-07-18,8.65
2018-07-19,8.68
2018-07-20,8.53
2018-07-23,8.31
2018-07-24,8.43
2018-07-25,8.18
2018-07-26,8.26
2018-07-27,8.09
2018-07-30,8.72
2018-07-31,8.86
2018-08-01,6.2
2018-08-02,6.02
2018-08-03,6.1
2018-08-06,6.6
2018-08-07,6.75
2018-08-08,6.57
2018-08-09,6.89
2018-08-10,6.76
2018-08-13,6.51
2018-08-14,6.63
2018-08-15,7.19
2018-08-16,7.27
2018-08-17,7.45
2018-08-20,7.56
2018-08-21,7.67
2018-08-22,7.51
2018-08-23,7.55
2018-08-24,7.5
2018-08-27,7.51
2018-08-28,7.6
2018-08-29,7.75
2018-08-30,7.68
2018-08-31,7.82
2018-09-04,7.8
2018-09-05,7.72
2018-09-06,7.7
2018-09-07,7.75
2018-09-10,7.87
2018-09-11,7.77
2018-09-12,7.87
2018-09-13,7.86
2018-09-14,7.87
2018-09-17,7.75
2018-09-18,7.84
2018-09-19,7.8
2018-09-20,7.92
2018-09-21,8.11
2018-09-24,8.0
2018-09-25,7.93
2018-09-26,7.96
2018-09-27,8.02
2018-09-28,7.92
2018-10-01,7.86
2018-10-02,7.81
2018-10-03,7.95
2018-10-04,7.71
2018-10-05,7.65
2018-10-08,7.64
2018-10-09,7.64
2018-10-10,7.38
2018-10-11,7.25
2018-10-12,7.36
2018-10-15,7.24
2018-10-16,7.4
2018-10-17,7.56
2018-10-18,7.37
2018-10-19,7.25
2018-10-22,7.41
2018-10-23,7.34
2018-10-24,7.2
2018-10-25,7.14
2018-10-26,6.9
2018-10-29,6.9
2018-10-30,7.25
2018-10-31,7.19
2018-11-01,7.14
2018-11-02,7.2
2018-11-05,7.15
2018-11-06,7.16
2018-11-07,7.1
2018-11-08,7.04
2018-11-09,4.24
2018-11-12,4.68
2018-11-13,4.89
2018-11-14,4.75
2018-11-15,4.77
2018-11-16,4.62
2018-11-19,4.51
2018-11-20,4.34
2018-11-21,4.47
2018-11-23,4.49
2018-11-26,4.5
2018-11-27,4.42
2018-11-28,4.38
2018-11-29,4.29
2018-11-30,4.22
2018-12-03,4.14
2018-12-04,3.92
2018-12-06,4.06
2018-12-07,3.89
2018-12-10,3.78
2018-12-11,3.68
2018-12-12,3.71
2018-12-13,3.66
2018-12-14,3.73
2018-12-17,3.73
2018-12-18,3.76
2018-12-19,3.26
2018-12-20,3.41
2018-12-21,3.22
2018-12-24,3.24
2018-12-26,3.44
2018-12-27,3.46
2018-12-28,3.66
2018-12-31,3.74
2019-01-02,4.05
2019-01-03,3.99
2019-01-04,4.21
2019-01-07,4.29
2019-01-08,4.54
2019-01-09,4.59
2019-01-10,4.57
2019-01-11,4.59
2019-01-14,4.57
2019-01-15,4.62
2019-01-16,4.59
2019-01-17,4.6
2019-01-18,4.57
2019-01-22,4.79
2019-01-23,4.6
2019-01-24,4.53
2019-01-25,4.51
2019-01-28,4.51
2019-01-29,4.48
2019-01-30,4.47
2019-01-31,4.59
2019-02-01,4.65
2019-02-04,4.81
2019-02-05,4.81
2019-02-06,4.86
2019-02-07,4.78
2019-02-08,4.88
2019-02-11,4.85
2019-02-12,4.95
2019-02-13,4.93
2019-02-14,5.11
2019-02-15,5.42
2019-02-19,5.42
2019-02-20,5.28
2019-02-21,5.21
2019-02-22,5.08
2019-02-25,4.9
2019-02-26,4.92
2019-02-27,4.97
2019-02-28,4.85
2019-03-01,4.9
2019-03-04,4.89
2019-03-05,4.95
2019-03-06,4.15
2019-03-07,3.77
2019-03-08,3.84
2019-03-11,3.86
2019-03-12,3.87
2019-03-13,3.89
2019-03-14,3.84
2019-03-15,3.97
2019-03-18,4.11
2019-03-19,4.14
2019-03-20,4.04
2019-03-21,3.98
2019-03-22,3.79
2019-03-25,3.65
2019-03-26,3.65
2019-03-27,3.64
2019-03-28,3.59
2019-03-29,3.62
2019-04-01,3.47
2019-04-02,3.63
2019-04-03,3.63
2019-04-04,3.75
2019-04-05,3.92
2019-04-08,3.83
2019-04-09,3.59
2019-04-10,3.63
2019-04-11,3.54
2019-04-12,3.48
2019-04-15,3.32
2019-04-16,3.31
2019-04-17,3.29
2019-04-18,3.35
2019-04-22,3.31
2019-04-23,3.38
2019-04-24,3.5
2019-04-25,3.36
2019-04-26,3.64
2019-04-29,3.51
2019-04-30,3.38
2019-05-01,3.35
2019-05-02,3.35
2019-05-03,3.41
2019-05-06,3.46
2019-05-07,3.35
2019-05-08,3.4
2019-05-09,3.38
2019-05-10,3.7
2019-05-13,3.73
2019-05-14,3.72
2019-05-15,3.87
2019-05-16,3.76
2019-05-17,3.98
2019-05-20,3.67
2019-05-21,3.73
2019-05-22,3.7
2019-05-23,3.41
2019-05-24,3.34
2019-05-28,3.34
2019-05-29,3.34
2019-05-30,3.43
2019-05-31,3.39
2019-06-03,3.39
2019-06-04,3.46
2019-06-05,3.45
2019-06-06,3.58
2019-06-07,3.68
2019-06-10,3.79
2019-06-11,3.81
2019-06-12,3.92
2019-06-13,4.03
2019-06-14,4.11
2019-06-17,4.22
2019-06-18,4.13
2019-06-19,4.17
2019-06-20,4.17
2019-06-21,4.18
2019-06-24,3.86
2019-06-25,3.79
2019-06-26,3.89
2019-06-27,3.96
2019-06-28,3.82
2019-07-01,3.86
2019-07-02,3.72
2019-07-03,3.77
2019-07-05,3.85
2019-07-08,3.71
2019-07-09,3.74
2019-07-10,3.57
2019-07-11,3.44
2019-07-12,3.54
2019-07-15,3.54
2019-07-16,3.59
2019-07-17,3.65
2019-07-18,3.66
2019-07-19,3.66
2019-07-22,3.67
2019-07-23,3.73
2019-07-24,3.9
2019-07-25,3.79
2019-07-26,3.89
2019-07-29,3.89
2019-07-30,3.98
2019-07-31,3.66
2019-08-01,3.53
2019-08-02,3.37
2019-08-05,3.13
2019-08-06,2.96
2019-08-07,2.86
2019-08-08,2.84
2019-08-09,4.5
2019-08-12,4.49
2019-08-13,4.38
2019-08-14,4.15
2019-08-15,4.19
2019-08-16,4.26
2019-08-19,4.47
2019-08-20,4.5
2019-08-21,4.56
2019-08-22,4.69
2019-08-23,4.56
2019-08-26,4.69
2019-08-27,4.7
2019-08-28,4.46
2019-08-29,4.3
2019-08-30,4.24
2019-09-03,4.08
2019-09-04,4.06
2019-09-05,4.06
2019-09-06,4.07
2019-09-09,4.02
2019-09-10,4.28
2019-09-11,4.22
2019-09-12,4.24
2019-09-13,4.3
2019-09-16,4.18
2019-09-17,3.99
2019-09-18,3.9
2019-09-19,3.96
2019-09-20,4.1
2019-09-23,4.11
2019-09-24,4.25
2019-09-25,4.36
2019-09-26,4.54
2019-09-27,4.5
2019-09-30,4.43
2019-10-01,4.41
2019-10-02,4.41
2019-10-03,4.31
2019-10-04,4.51
2019-10-07,4.54
2019-10-08,4.46
2019-10-09,4.4
2019-10-10,4.58
2019-10-11,4.56
2019-10-14,4.56
2019-10-15,4.51
2019-10-16,4.52
2019-10-17,4.7
2019-10-18,4.72
2019-10-21,4.98
2019-10-22,4.94
2019-10-23,4.86
2019-10-24,4.53
2019-10-25,4.53
2019-10-28,4.74
2019-10-29,4.92
2019-10-30,4.91
2019-10-31,4.85
2019-11-01,5.07
2019-11-04,5.43
2019-11-05,5.58
2019-11-06,5.43
2019-11-07,5.43
2019-11-08,4.98
2019-11-11,4.45
2019-11-12,4.4
2019-11-13,4.44
2019-11-14,4.47
2019-11-15,4.57
2019-11-18,4.53
2019-11-19,4.54
2019-11-20,4.41
2019-11-21,4.42
2019-11-22,4.6
2019-11-25,4.75
2019-11-26,4.76
2019-11-27,4.83
2019-11-29,4.71
2019-12-02,4.73
2019-12-03,4.78
2019-12-04,4.77
2019-12-05,4.72
2019-12-06,4.86
2019-12-09,4.88
2019-12-10,4.83
2019-12-11,4.84
2019-12-12,4.95
2019-12-13,5.24
2019-12-16,5.38
2019-12-17,5.47
2019-12-18,5.49
2019-12-19,5.47
2019-12-20,5.44
2019-12-23,5.44
2019-12-24,5.39
2019-12-26,5.26
2019-12-27,5.25
2019-12-30,5.23
2019-12-31,5.51
2020-01-02,5.29
2020-01-03,5.4
2020-01-06,5.44
2020-01-07,5.53
2020-01-08,5.79
2020-01-09,5.61
2020-01-10,5.53
2020-01-13,5.35
2020-01-14,5.01
2020-01-15,4.82
2020-01-16,4.88
2020-01-17,4.64
2020-01-21,4.55
2020-01-22,4.43
2020-01-23,4.27
2020-01-24,4.37
2020-01-27,4.7
2020-01-28,4.65
2020-01-29,4.47
2020-01-30,4.53
2020-01-31,4.15
2020-02-03,4.01
2020-02-04,4.16
2020-02-05,4.31
2020-02-06,4.39
2020-02-07,4.25
2020-02-10,4.16
2020-02-11,4.2
2020-02-12,4.17
2020-02-13,4.05
2020-02-14,3.94
2020-02-18,3.75
2020-02-19,3.93
2020-02-20,3.99
2020-02-21,3.8
2020-02-24,3.61
2020-02-25,3.48
2020-02-26,3.49
2020-02-27,3.25
2020-02-28,3.14
2020-03-02,3.26
2020-03-03,3.08
2020-03-04,3.31
2020-03-05,3.08
2020-03-06,3.18
2020-03-09,2.99
2020-03-10,3.06
2020-03-11,2.57
2020-03-12,1.77
2020-03-13,2.3
2020-03-16,2.04
2020-03-17,1.68
2020-03-18,1.27
2020-03-19,1.11
2020-03-20,1.02
2020-03-23,0.98
2020-03-24,1.33
2020-03-25,1.23
2020-03-26,1.34
2020-03-27,1.13
2020-03-30,0.97
2020-03-31,1.17
2020-04-01,1.07
2020-04-02,1.15
2020-04-03,0.96
2020-04-06,1.02
2020-04-07,1.12
2020-04-08,1.32
2020-04-09,1.49
2020-04-13,1.33
2020-04-14,1.43
2020-04-15,1.47
2020-04-16,1.4
2020-04-17,1.4
2020-04-20,1.17
2020-04-21,1.08
2020-04-22,1.12
2020-04-23,1.05
2020-04-24,1.09
2020-04-27,1.16
2020-04-28,1.42
2020-04-29,2.12
2020-04-30,1.77
2020-05-01,1.66
2020-05-04,1.53
2020-05-05,1.35
2020-05-06,1.19
2020-05-07,1.36
2020-05-08,1.43
