Date,INWK
2007-01-08,16.41
2007-01-09,16.52
2007-01-10,16.459999
2007-01-11,16.16
2007-01-12,16.200001
2007-01-16,14.01
2007-01-17,13.56
2007-01-18,13.85
2007-01-19,13.5
2007-01-22,13.15
2007-01-23,13.28
2007-01-24,13.59
2007-01-25,13.01
2007-01-26,12.8
2007-01-29,12.02
2007-01-30,12.65
2007-01-31,12.85
2007-02-01,12.89
2007-02-02,13.52
2007-02-05,14.09
2007-02-06,13.85
2007-02-07,13.88
2007-02-08,13.98
2007-02-09,14.01
2007-02-12,13.84
2007-02-13,13.72
2007-02-14,13.77
2007-02-15,14.0
2007-02-16,14.52
2007-02-20,14.92
2007-02-21,14.98
2007-02-22,14.72
2007-02-23,14.59
2007-02-26,14.5
2007-02-27,14.15
2007-02-28,13.55
2007-03-01,13.29
2007-03-02,12.55
2007-03-05,12.55
2007-03-06,12.5
2007-03-07,12.19
2007-03-08,11.93
2007-03-09,12.0
2007-03-12,12.0
2007-03-13,11.53
2007-03-14,11.62
2007-03-15,12.01
2007-03-16,11.92
2007-03-19,12.13
2007-03-20,11.88
2007-03-21,11.7
2007-03-22,11.5
2007-03-23,11.52
2007-03-26,11.56
2007-03-27,11.31
2007-03-28,11.08
2007-03-29,11.37
2007-03-30,11.8
2007-04-02,11.68
2007-04-03,11.99
2007-04-04,12.01
2007-04-05,12.29
2007-04-09,12.34
2007-04-10,12.18
2007-04-11,11.92
2007-04-12,12.04
2007-04-13,11.84
2007-04-16,12.78
2007-04-17,12.75
2007-04-18,12.35
2007-04-19,12.19
2007-04-20,12.48
2007-04-23,12.63
2007-04-24,12.72
2007-04-25,12.76
2007-04-26,13.18
2007-04-27,12.49
2007-04-30,12.27
2007-05-01,12.31
2007-05-02,12.33
2007-05-03,12.24
2007-05-04,12.36
2007-05-07,12.51
2007-05-08,12.8
2007-05-09,13.44
2007-05-10,12.68
2007-05-11,12.62
2007-05-14,12.57
2007-05-15,12.02
2007-05-16,12.0
2007-05-17,12.03
2007-05-18,12.13
2007-05-21,12.2
2007-05-22,12.52
2007-05-23,13.0
2007-05-24,12.76
2007-05-25,13.17
2007-05-29,13.34
2007-05-30,13.14
2007-05-31,13.29
2007-06-01,13.71
2007-06-04,14.8
2007-06-05,14.48
2007-06-06,14.38
2007-06-07,14.52
2007-06-08,14.57
2007-06-11,14.49
2007-06-12,14.62
2007-06-13,15.67
2007-06-14,16.15
2007-06-15,15.91
2007-06-18,16.01
2007-06-19,16.0
2007-06-20,15.98
2007-06-21,15.82
2007-06-22,15.9
2007-06-25,15.44
2007-06-26,15.79
2007-06-27,16.0
2007-06-28,16.15
2007-06-29,16.02
2007-07-02,16.48
2007-07-03,16.1
2007-07-05,16.25
2007-07-06,16.4
2007-07-09,15.59
2007-07-10,15.15
2007-07-11,15.93
2007-07-12,15.83
2007-07-13,15.55
2007-07-16,15.29
2007-07-17,15.16
2007-07-18,15.56
2007-07-19,15.4
2007-07-20,15.08
2007-07-23,14.64
2007-07-24,14.04
2007-07-25,14.18
2007-07-26,13.66
2007-07-27,13.26
2007-07-30,13.49
2007-07-31,13.35
2007-08-01,13.32
2007-08-02,14.25
2007-08-03,13.94
2007-08-06,13.81
2007-08-07,14.55
2007-08-08,15.37
2007-08-09,15.8
2007-08-10,15.38
2007-08-13,14.53
2007-08-14,13.89
2007-08-15,14.52
2007-08-16,14.86
2007-08-17,15.01
2007-08-20,15.1
2007-08-21,14.75
2007-08-22,14.47
2007-08-23,14.25
2007-08-24,14.42
2007-08-27,14.52
2007-08-28,14.2
2007-08-29,14.25
2007-08-30,14.3
2007-08-31,14.11
2007-09-04,13.98
2007-09-05,14.21
2007-09-06,14.66
2007-09-07,14.41
2007-09-10,14.85
2007-09-11,15.2
2007-09-12,15.49
2007-09-13,14.96
2007-09-14,15.08
2007-09-17,15.03
2007-09-18,15.5
2007-09-19,15.75
2007-09-20,15.9
2007-09-21,15.65
2007-09-24,16.030001000000002
2007-09-25,15.79
2007-09-26,16.690001000000002
2007-09-27,17.0
2007-09-28,17.23
2007-10-01,17.219998999999998
2007-10-02,17.17
2007-10-03,16.879998999999998
2007-10-04,17.0
2007-10-05,17.26
2007-10-08,18.0
2007-10-09,18.690001000000002
2007-10-10,18.200001
2007-10-11,17.02
2007-10-12,17.129998999999998
2007-10-15,17.07
2007-10-16,17.09
2007-10-17,17.33
2007-10-18,16.99
2007-10-19,16.48
2007-10-22,16.58
2007-10-23,17.190001000000002
2007-10-24,16.629998999999998
2007-10-25,15.98
2007-10-26,16.459999
2007-10-29,16.290001
2007-10-30,15.83
2007-10-31,16.09
2007-11-01,16.040001
2007-11-02,16.52
2007-11-05,16.41
2007-11-06,17.110001
2007-11-07,16.52
2007-11-08,14.96
2007-11-09,14.0
2007-11-12,14.27
2007-11-13,14.21
2007-11-14,14.9
2007-11-15,14.54
2007-11-16,14.37
2007-11-19,14.23
2007-11-20,13.98
2007-11-21,14.18
2007-11-23,14.1
2007-11-26,13.8
2007-11-27,13.79
2007-11-28,15.5
2007-11-29,15.51
2007-11-30,15.85
2007-12-03,15.82
2007-12-04,16.290001
2007-12-05,16.440001000000002
2007-12-06,16.540001
2007-12-07,16.65
2007-12-10,16.68
2007-12-11,16.799999
2007-12-12,17.0
2007-12-13,17.01
2007-12-14,16.84
2007-12-17,16.73
2007-12-18,17.0
2007-12-19,17.43
2007-12-20,17.799999
2007-12-21,18.0
2007-12-24,18.52
2007-12-26,18.4
2007-12-27,18.15
2007-12-28,18.540001
2007-12-31,17.26
2008-01-02,16.200001
2008-01-03,16.1
2008-01-04,16.07
2008-01-07,15.6
2008-01-08,15.69
2008-01-09,15.89
2008-01-10,16.07
2008-01-11,15.82
2008-01-14,15.85
2008-01-15,15.5
2008-01-16,14.77
2008-01-17,14.11
2008-01-18,14.29
2008-01-22,14.36
2008-01-23,14.81
2008-01-24,14.64
2008-01-25,14.42
2008-01-28,14.54
2008-01-29,14.49
2008-01-30,14.03
2008-01-31,13.85
2008-02-01,14.45
2008-02-04,14.44
2008-02-05,13.85
2008-02-06,14.14
2008-02-07,14.14
2008-02-08,13.26
2008-02-11,13.41
2008-02-12,13.87
2008-02-13,14.38
2008-02-14,14.1
2008-02-15,13.51
2008-02-19,13.58
2008-02-20,13.42
2008-02-21,13.87
2008-02-22,13.58
2008-02-25,14.0
2008-02-26,13.77
2008-02-27,13.81
2008-02-28,14.26
2008-02-29,13.77
2008-03-03,13.04
2008-03-04,13.0
2008-03-05,13.04
2008-03-06,12.49
2008-03-07,11.75
2008-03-10,11.1
2008-03-11,11.13
2008-03-12,11.3
2008-03-13,12.51
2008-03-14,12.33
2008-03-17,12.31
2008-03-18,13.34
2008-03-19,12.94
2008-03-20,12.95
2008-03-24,13.19
2008-03-25,13.61
2008-03-26,13.76
2008-03-27,14.05
2008-03-28,13.97
2008-03-31,14.03
2008-04-01,14.61
2008-04-02,15.0
2008-04-03,14.74
2008-04-04,14.57
2008-04-07,14.83
2008-04-08,14.93
2008-04-09,14.75
2008-04-10,14.42
2008-04-11,14.0
2008-04-14,13.99
2008-04-15,14.07
2008-04-16,13.98
2008-04-17,13.99
2008-04-18,14.5
2008-04-21,14.37
2008-04-22,13.6
2008-04-23,13.67
2008-04-24,13.78
2008-04-25,13.7
2008-04-28,13.79
2008-04-29,13.81
2008-04-30,13.44
2008-05-01,13.87
2008-05-02,13.2
2008-05-05,13.12
2008-05-06,13.29
2008-05-07,13.04
2008-05-08,12.8
2008-05-09,13.38
2008-05-12,13.9
2008-05-13,13.7
2008-05-14,13.78
2008-05-15,14.05
2008-05-16,13.85
2008-05-19,13.55
2008-05-20,13.29
2008-05-21,13.0
2008-05-22,12.87
2008-05-23,12.83
2008-05-27,13.0
2008-05-28,13.0
2008-05-29,12.83
2008-05-30,12.83
2008-06-02,11.92
2008-06-03,12.13
2008-06-04,12.01
2008-06-05,12.05
2008-06-06,12.0
2008-06-09,12.03
2008-06-10,12.6
2008-06-11,12.53
2008-06-12,12.78
2008-06-13,13.25
2008-06-16,13.52
2008-06-17,13.59
2008-06-18,13.51
2008-06-19,13.73
2008-06-20,13.4
2008-06-23,12.95
2008-06-24,12.56
2008-06-25,12.89
2008-06-26,12.23
2008-06-27,12.1
2008-06-30,11.96
2008-07-01,12.09
2008-07-02,11.39
2008-07-03,11.55
2008-07-07,11.23
2008-07-08,11.04
2008-07-09,11.03
2008-07-10,11.12
2008-07-11,11.73
2008-07-14,11.6
2008-07-15,11.75
2008-07-16,12.54
2008-07-17,13.23
2008-07-18,12.96
2008-07-21,12.84
2008-07-22,12.96
2008-07-23,12.68
2008-07-24,12.23
2008-07-25,12.15
2008-07-28,11.38
2008-07-29,11.92
2008-07-30,12.24
2008-07-31,11.66
2008-08-01,11.53
2008-08-04,11.54
2008-08-05,12.19
2008-08-06,12.22
2008-08-07,12.12
2008-08-08,11.8
2008-08-11,11.54
2008-08-12,10.48
2008-08-13,10.58
2008-08-14,10.56
2008-08-15,10.69
2008-08-18,11.07
2008-08-19,11.01
2008-08-20,11.02
2008-08-21,11.32
2008-08-22,11.52
2008-08-25,11.37
2008-08-26,11.49
2008-08-27,11.84
2008-08-28,12.05
2008-08-29,11.86
2008-09-02,11.86
2008-09-03,11.74
2008-09-04,11.36
2008-09-05,11.25
2008-09-08,11.46
2008-09-09,10.84
2008-09-10,11.03
2008-09-11,10.75
2008-09-12,10.75
2008-09-15,10.38
2008-09-16,11.02
2008-09-17,10.53
2008-09-18,11.12
2008-09-19,11.36
2008-09-22,11.14
2008-09-23,11.09
2008-09-24,11.18
2008-09-25,10.92
2008-09-26,11.62
2008-09-29,10.36
2008-09-30,11.09
2008-10-01,10.38
2008-10-02,10.08
2008-10-03,9.7
2008-10-06,9.39
2008-10-07,9.74
2008-10-08,9.05
2008-10-09,8.0
2008-10-10,8.67
2008-10-13,9.4
2008-10-14,8.98
2008-10-15,8.12
2008-10-16,8.56
2008-10-17,8.5
2008-10-20,8.7
2008-10-21,8.32
2008-10-22,8.36
2008-10-23,7.54
2008-10-24,6.74
2008-10-27,6.11
2008-10-28,6.14
2008-10-29,6.26
2008-10-30,6.67
2008-10-31,6.95
2008-11-03,6.74
2008-11-04,6.84
2008-11-05,6.34
2008-11-06,6.04
2008-11-07,6.09
2008-11-10,6.18
2008-11-11,6.04
2008-11-12,5.8
2008-11-13,6.11
2008-11-14,6.0
2008-11-17,5.8
2008-11-18,5.37
2008-11-19,4.83
2008-11-20,5.49
2008-11-21,5.33
2008-11-24,5.66
2008-11-25,5.5
2008-11-26,5.74
2008-11-28,5.61
2008-12-01,5.14
2008-12-02,5.29
2008-12-03,5.61
2008-12-04,5.28
2008-12-05,5.54
2008-12-08,6.18
2008-12-09,6.04
2008-12-10,5.97
2008-12-11,5.68
2008-12-12,5.95
2008-12-15,5.87
2008-12-16,6.32
2008-12-17,6.64
2008-12-18,6.66
2008-12-19,6.95
2008-12-22,6.7
2008-12-23,6.64
2008-12-24,6.44
2008-12-26,6.58
2008-12-29,6.23
2008-12-30,6.14
2008-12-31,6.55
2009-01-02,6.59
2009-01-05,6.5
2009-01-06,6.5
2009-01-07,6.3
2009-01-08,6.25
2009-01-09,6.09
2009-01-12,5.73
2009-01-13,5.35
2009-01-14,5.02
2009-01-15,4.7
2009-01-16,4.36
2009-01-20,3.81
2009-01-21,4.0
2009-01-22,3.85
2009-01-23,3.56
2009-01-26,3.41
2009-01-27,3.39
2009-01-28,3.56
2009-01-29,3.51
2009-01-30,3.31
2009-02-02,3.49
2009-02-03,3.47
2009-02-04,3.46
2009-02-05,3.52
2009-02-06,3.74
2009-02-09,3.59
2009-02-10,3.1
2009-02-11,3.0
2009-02-12,3.0
2009-02-13,3.14
2009-02-17,3.01
2009-02-18,3.04
2009-02-19,2.84
2009-02-20,2.84
2009-02-23,2.66
2009-02-24,2.65
2009-02-25,2.36
2009-02-26,2.3
2009-02-27,2.1
2009-03-02,1.92
2009-03-03,2.17
2009-03-04,2.52
2009-03-05,2.44
2009-03-06,2.62
2009-03-09,2.56
2009-03-10,3.05
2009-03-11,3.18
2009-03-12,3.7
2009-03-13,3.49
2009-03-16,3.31
2009-03-17,3.53
2009-03-18,4.0
2009-03-19,3.93
2009-03-20,3.57
2009-03-23,4.03
2009-03-24,3.92
2009-03-25,4.0
2009-03-26,4.31
2009-03-27,4.14
2009-03-30,3.86
2009-03-31,4.28
2009-04-01,4.07
2009-04-02,4.52
2009-04-03,4.47
2009-04-06,4.2
2009-04-07,3.98
2009-04-08,4.2
2009-04-09,4.9
2009-04-13,4.72
2009-04-14,4.24
2009-04-15,4.23
2009-04-16,4.47
2009-04-17,4.46
2009-04-20,4.22
2009-04-21,4.58
2009-04-22,4.66
2009-04-23,4.66
2009-04-24,5.24
2009-04-27,4.98
2009-04-28,5.03
2009-04-29,5.37
2009-04-30,5.05
2009-05-01,4.83
2009-05-04,5.26
2009-05-05,5.18
2009-05-06,5.37
2009-05-07,5.12
2009-05-08,5.09
2009-05-11,4.97
2009-05-12,4.84
2009-05-13,4.65
2009-05-14,4.68
2009-05-15,4.71
2009-05-18,4.97
2009-05-19,4.91
2009-05-20,4.75
2009-05-21,4.53
2009-05-22,4.4
2009-05-26,4.85
2009-05-27,4.66
2009-05-28,4.67
2009-05-29,4.66
2009-06-01,5.12
2009-06-02,5.8
2009-06-03,5.79
2009-06-04,6.0
2009-06-05,5.98
2009-06-08,6.04
2009-06-09,6.13
2009-06-10,5.93
2009-06-11,6.77
2009-06-12,6.75
2009-06-15,6.43
2009-06-16,5.94
2009-06-17,6.21
2009-06-18,5.98
2009-06-19,6.86
2009-06-22,6.19
2009-06-23,6.09
2009-06-24,6.15
2009-06-25,5.96
2009-06-26,5.49
2009-06-29,5.1
2009-06-30,4.75
2009-07-01,4.89
2009-07-02,4.81
2009-07-06,4.54
2009-07-07,4.25
2009-07-08,4.19
2009-07-09,4.1
2009-07-10,4.14
2009-07-13,4.36
2009-07-14,4.48
2009-07-15,4.64
2009-07-16,4.87
2009-07-17,4.9
2009-07-20,4.83
2009-07-21,4.77
2009-07-22,4.75
2009-07-23,5.01
2009-07-24,5.26
2009-07-27,5.21
2009-07-28,5.16
2009-07-29,5.18
2009-07-30,5.26
2009-07-31,5.17
2009-08-03,5.19
2009-08-04,5.6
2009-08-05,5.26
2009-08-06,5.11
2009-08-07,5.17
2009-08-10,5.14
2009-08-11,5.16
2009-08-12,5.51
2009-08-13,5.84
2009-08-14,5.83
2009-08-17,5.66
2009-08-18,5.94
2009-08-19,6.16
2009-08-20,6.11
2009-08-21,6.23
2009-08-24,6.12
2009-08-25,5.92
2009-08-26,5.72
2009-08-27,5.81
2009-08-28,5.82
2009-08-31,5.74
2009-09-01,5.66
2009-09-02,5.66
2009-09-03,4.68
2009-09-04,4.52
2009-09-08,4.5
2009-09-09,4.6
2009-09-10,4.72
2009-09-11,5.26
2009-09-14,5.01
2009-09-15,5.06
2009-09-16,5.15
2009-09-17,4.99
2009-09-18,4.98
2009-09-21,4.92
2009-09-22,4.98
2009-09-23,4.9
2009-09-24,4.63
2009-09-25,4.67
2009-09-28,4.68
2009-09-29,4.79
2009-09-30,4.94
2009-10-01,4.62
2009-10-02,4.8
2009-10-05,4.84
2009-10-06,4.97
2009-10-07,4.81
2009-10-08,4.98
2009-10-09,5.0
2009-10-12,5.09
2009-10-13,5.1
2009-10-14,5.19
2009-10-15,5.36
2009-10-16,5.47
2009-10-19,5.39
2009-10-20,5.25
2009-10-21,5.26
2009-10-22,5.5
2009-10-23,5.18
2009-10-26,5.28
2009-10-27,5.26
2009-10-28,5.01
2009-10-29,5.29
2009-10-30,5.15
2009-11-02,5.11
2009-11-03,5.4
2009-11-04,5.0
2009-11-05,5.01
2009-11-06,5.2
2009-11-09,5.32
2009-11-10,5.44
2009-11-11,5.48
2009-11-12,5.08
2009-11-13,5.01
2009-11-16,5.43
2009-11-17,5.61
2009-11-18,5.48
2009-11-19,5.21
2009-11-20,5.03
2009-11-23,5.2
2009-11-24,5.1
2009-11-25,5.12
2009-11-27,4.92
2009-11-30,5.14
2009-12-01,5.32
2009-12-02,5.55
2009-12-03,5.46
2009-12-04,5.52
2009-12-07,5.41
2009-12-08,5.28
2009-12-09,5.62
2009-12-10,5.44
2009-12-11,5.62
2009-12-14,5.65
2009-12-15,5.41
2009-12-16,5.64
2009-12-17,5.56
2009-12-18,5.64
2009-12-21,5.75
2009-12-22,5.97
2009-12-23,6.11
2009-12-24,6.36
2009-12-28,6.15
2009-12-29,5.97
2009-12-30,6.03
2009-12-31,5.9
2010-01-04,6.3
2010-01-05,6.31
2010-01-06,6.49
2010-01-07,7.15
2010-01-08,7.12
2010-01-11,6.98
2010-01-12,7.23
2010-01-13,7.31
2010-01-14,7.22
2010-01-15,6.98
2010-01-19,7.15
2010-01-20,7.05
2010-01-21,6.88
2010-01-22,6.75
2010-01-25,6.38
2010-01-26,6.09
2010-01-27,5.98
2010-01-28,5.85
2010-01-29,5.73
2010-02-01,5.7
2010-02-02,5.84
2010-02-03,5.71
2010-02-04,5.47
2010-02-05,5.52
2010-02-08,5.79
2010-02-09,5.57
2010-02-10,5.4
2010-02-11,5.51
2010-02-12,5.69
2010-02-16,6.07
2010-02-17,5.79
2010-02-18,5.81
2010-02-19,5.96
2010-02-22,5.67
2010-02-23,5.36
2010-02-24,5.18
2010-02-25,5.28
2010-02-26,5.67
2010-03-01,5.66
2010-03-02,5.61
2010-03-03,5.39
2010-03-04,5.4
2010-03-05,5.53
2010-03-08,5.39
2010-03-09,5.41
2010-03-10,5.4
2010-03-11,5.34
2010-03-12,5.3
2010-03-15,5.2
2010-03-16,5.15
2010-03-17,5.18
2010-03-18,5.14
2010-03-19,5.2
2010-03-22,5.47
2010-03-23,5.42
2010-03-24,5.34
2010-03-25,5.36
2010-03-26,5.36
2010-03-29,5.32
2010-03-30,5.25
2010-03-31,5.2
2010-04-01,5.15
2010-04-05,5.34
2010-04-06,5.28
2010-04-07,5.19
2010-04-08,5.26
2010-04-09,5.26
2010-04-12,5.28
2010-04-13,5.3
2010-04-14,5.41
2010-04-15,5.66
2010-04-16,5.67
2010-04-19,5.61
2010-04-20,5.66
2010-04-21,5.72
2010-04-22,5.8
2010-04-23,6.0
2010-04-26,6.14
2010-04-27,6.05
2010-04-28,6.06
2010-04-29,6.02
2010-04-30,5.99
2010-05-03,6.09
2010-05-04,6.01
2010-05-05,6.0
2010-05-06,6.16
2010-05-07,6.0
2010-05-10,6.36
2010-05-11,6.93
2010-05-12,6.93
2010-05-13,6.97
2010-05-14,6.75
2010-05-17,6.83
2010-05-18,6.77
2010-05-19,7.48
2010-05-20,7.01
2010-05-21,6.78
2010-05-24,6.66
2010-05-25,6.63
2010-05-26,6.6
2010-05-27,6.99
2010-05-28,6.93
2010-06-01,6.47
2010-06-02,6.74
2010-06-03,6.88
2010-06-04,6.38
2010-06-07,6.2
2010-06-08,6.73
2010-06-09,6.72
2010-06-10,6.87
2010-06-11,7.05
2010-06-14,6.95
2010-06-15,7.0
2010-06-16,7.09
2010-06-17,7.21
2010-06-18,7.5
2010-06-21,7.26
2010-06-22,6.94
2010-06-23,6.8
2010-06-24,6.75
2010-06-25,7.02
2010-06-28,7.05
2010-06-29,6.92
2010-06-30,6.83
2010-07-01,7.1
2010-07-02,7.04
2010-07-06,6.9
2010-07-07,6.92
2010-07-08,7.0
2010-07-09,7.09
2010-07-12,6.97
2010-07-13,7.14
2010-07-14,7.02
2010-07-15,7.05
2010-07-16,6.4
2010-07-19,6.54
2010-07-20,6.74
2010-07-21,6.45
2010-07-22,6.85
2010-07-23,7.04
2010-07-26,7.25
2010-07-27,7.17
2010-07-28,6.88
2010-07-29,6.83
2010-07-30,6.92
2010-08-02,7.1
2010-08-03,7.18
2010-08-04,7.32
2010-08-05,7.36
2010-08-06,7.15
2010-08-09,7.22
2010-08-10,6.85
2010-08-11,6.38
2010-08-12,6.26
2010-08-13,6.01
2010-08-16,6.12
2010-08-17,6.08
2010-08-18,5.78
2010-08-19,5.5
2010-08-20,5.49
2010-08-23,5.59
2010-08-24,5.68
2010-08-25,5.65
2010-08-26,5.69
2010-08-27,5.9
2010-08-30,5.44
2010-08-31,5.43
2010-09-01,5.6
2010-09-02,5.71
2010-09-03,5.74
2010-09-07,5.62
2010-09-08,5.77
2010-09-09,5.78
2010-09-10,5.63
2010-09-13,6.06
2010-09-14,6.14
2010-09-15,6.05
2010-09-16,5.83
2010-09-17,6.04
2010-09-20,6.07
2010-09-21,6.04
2010-09-22,6.08
2010-09-23,5.96
2010-09-24,6.25
2010-09-27,6.15
2010-09-28,6.48
2010-09-29,6.59
2010-09-30,6.57
2010-10-01,6.47
2010-10-04,6.2
2010-10-05,6.8
2010-10-06,6.55
2010-10-07,6.4
2010-10-08,6.49
2010-10-11,6.3
2010-10-12,6.37
2010-10-13,6.61
2010-10-14,6.44
2010-10-15,6.5
2010-10-18,6.81
2010-10-19,6.43
2010-10-20,6.75
2010-10-21,6.45
2010-10-22,6.64
2010-10-25,6.87
2010-10-26,6.85
2010-10-27,6.6
2010-10-28,6.69
2010-10-29,6.87
2010-11-01,6.47
2010-11-02,6.6
2010-11-03,6.52
2010-11-04,6.4
2010-11-05,6.51
2010-11-08,6.56
2010-11-09,6.53
2010-11-10,6.58
2010-11-11,6.53
2010-11-12,6.55
2010-11-15,6.53
2010-11-16,6.43
2010-11-17,6.48
2010-11-18,6.41
2010-11-19,6.31
2010-11-22,6.27
2010-11-23,6.21
2010-11-24,6.29
2010-11-26,6.4
2010-11-29,6.27
2010-11-30,6.17
2010-12-01,6.29
2010-12-02,6.19
2010-12-03,6.26
2010-12-06,6.34
2010-12-07,6.5
2010-12-08,6.54
2010-12-09,6.73
2010-12-10,6.8
2010-12-13,6.68
2010-12-14,6.64
2010-12-15,6.73
2010-12-16,6.72
2010-12-17,6.72
2010-12-20,6.8
2010-12-21,7.06
2010-12-22,6.96
2010-12-23,6.8
2010-12-27,6.75
2010-12-28,6.58
2010-12-29,6.56
2010-12-30,6.6
2010-12-31,6.55
2011-01-03,6.66
2011-01-04,6.65
2011-01-05,6.84
2011-01-06,6.71
2011-01-07,6.65
2011-01-10,6.68
2011-01-11,6.78
2011-01-12,6.74
2011-01-13,6.72
2011-01-14,6.54
2011-01-18,6.48
2011-01-19,6.35
2011-01-20,6.43
2011-01-21,6.36
2011-01-24,6.56
2011-01-25,6.6
2011-01-26,6.64
2011-01-27,6.48
2011-01-28,6.35
2011-01-31,6.3
2011-02-01,6.45
2011-02-02,6.49
2011-02-03,6.78
2011-02-04,6.85
2011-02-07,6.89
2011-02-08,6.9
2011-02-09,7.09
2011-02-10,7.12
2011-02-11,7.22
2011-02-14,7.07
2011-02-15,7.08
2011-02-16,7.99
2011-02-17,7.97
2011-02-18,8.25
2011-02-22,8.06
2011-02-23,8.21
2011-02-24,8.52
2011-02-25,8.44
2011-02-28,8.17
2011-03-01,7.92
2011-03-02,7.8
2011-03-03,7.95
2011-03-04,8.28
2011-03-07,8.04
2011-03-08,8.15
2011-03-09,8.51
2011-03-10,8.34
2011-03-11,8.11
2011-03-14,8.04
2011-03-15,7.78
2011-03-16,7.76
2011-03-17,8.02
2011-03-18,7.89
2011-03-21,8.21
2011-03-22,8.03
2011-03-23,7.75
2011-03-24,7.33
2011-03-25,7.34
2011-03-28,7.26
2011-03-29,7.32
2011-03-30,7.3
2011-03-31,7.38
2011-04-01,7.76
2011-04-04,7.77
2011-04-05,8.09
2011-04-06,8.2
2011-04-07,8.0
2011-04-08,7.95
2011-04-11,7.86
2011-04-12,7.76
2011-04-13,7.72
2011-04-14,7.84
2011-04-15,8.22
2011-04-18,7.94
2011-04-19,7.74
2011-04-20,8.09
2011-04-21,7.97
2011-04-25,7.79
2011-04-26,8.49
2011-04-27,8.63
2011-04-28,8.75
2011-04-29,8.97
2011-05-02,9.0
2011-05-03,8.79
2011-05-04,8.86
2011-05-05,8.97
2011-05-06,8.7
2011-05-09,8.74
2011-05-10,8.89
2011-05-11,8.47
2011-05-12,8.43
2011-05-13,8.22
2011-05-16,7.85
2011-05-17,8.07
2011-05-18,8.2
2011-05-19,8.32
2011-05-20,8.3
2011-05-23,8.04
2011-05-24,7.72
2011-05-25,7.95
2011-05-26,8.32
2011-05-27,8.26
2011-05-31,8.47
2011-06-01,8.08
2011-06-02,8.44
2011-06-03,8.55
2011-06-06,8.44
2011-06-07,8.82
2011-06-08,8.21
2011-06-09,8.27
2011-06-10,8.12
2011-06-13,8.12
2011-06-14,8.29
2011-06-15,8.4
2011-06-16,8.31
2011-06-17,8.18
2011-06-20,8.2
2011-06-21,8.5
2011-06-22,8.18
2011-06-23,8.24
2011-06-24,8.02
2011-06-27,8.07
2011-06-28,8.13
2011-06-29,8.0
2011-06-30,8.34
2011-07-01,8.66
2011-07-05,8.61
2011-07-06,8.72
2011-07-07,8.89
2011-07-08,8.99
2011-07-11,8.57
2011-07-12,8.27
2011-07-13,8.27
2011-07-14,8.0
2011-07-15,8.05
2011-07-18,8.04
2011-07-19,8.0
2011-07-20,7.94
2011-07-21,8.05
2011-07-22,7.99
2011-07-25,7.95
2011-07-26,7.82
2011-07-27,7.5
2011-07-28,7.31
2011-07-29,7.33
2011-08-01,7.36
2011-08-02,7.16
2011-08-03,7.46
2011-08-04,6.73
2011-08-05,7.35
2011-08-08,6.63
2011-08-09,7.66
2011-08-10,6.96
2011-08-11,7.45
2011-08-12,7.27
2011-08-15,7.51
2011-08-16,7.4
2011-08-17,7.55
2011-08-18,7.06
2011-08-19,7.06
