Date,GME
2011-07-25,23.629998999999998
2011-07-26,23.76
2011-07-27,23.5
2011-07-28,23.559998999999998
2011-07-29,23.58
2011-08-01,23.110001
2011-08-02,22.91
2011-08-03,22.85
2011-08-04,21.879998999999998
2011-08-05,22.129998999999998
2011-08-08,20.559998999999998
2011-08-09,21.360001
2011-08-10,20.540001
2011-08-11,21.440001000000002
2011-08-12,20.719998999999998
2011-08-15,20.950001
2011-08-16,21.389999
2011-08-17,20.459999
2011-08-18,21.43
2011-08-19,21.57
2011-08-22,21.610001
2011-08-23,22.58
2011-08-24,23.35
2011-08-25,22.5
2011-08-26,22.780001000000002
2011-08-29,23.1
2011-08-30,23.360001
2011-08-31,23.93
2011-09-01,23.040001
2011-09-02,22.15
2011-09-06,22.809998999999998
2011-09-07,23.219998999999998
2011-09-08,22.91
2011-09-09,23.129998999999998
2011-09-12,23.219998999999998
2011-09-13,23.17
2011-09-14,23.91
2011-09-15,24.639999
2011-09-16,24.889999
2011-09-19,24.23
2011-09-20,23.98
2011-09-21,23.440001000000002
2011-09-22,22.610001
2011-09-23,22.51
2011-09-26,23.610001
2011-09-27,23.879998999999998
2011-09-28,23.52
2011-09-29,23.99
2011-09-30,23.1
2011-10-03,22.969998999999998
2011-10-04,23.790001
2011-10-05,23.870001000000002
2011-10-06,24.059998999999998
2011-10-07,24.33
2011-10-10,24.58
2011-10-11,24.92
2011-10-12,25.65
2011-10-13,25.219998999999998
2011-10-14,25.16
2011-10-17,24.24
2011-10-18,24.98
2011-10-19,24.870001000000002
2011-10-20,25.059998999999998
2011-10-21,25.040001
2011-10-24,25.58
2011-10-25,25.6
2011-10-26,25.040001
2011-10-27,25.91
2011-10-28,26.200001
2011-10-31,25.57
2011-11-01,25.040001
2011-11-02,25.1
2011-11-03,25.83
2011-11-04,25.690001000000002
2011-11-07,25.450001
2011-11-08,25.639999
2011-11-09,24.92
2011-11-10,24.6
2011-11-11,25.17
2011-11-14,24.639999
2011-11-15,23.559998999999998
2011-11-16,22.52
2011-11-17,21.93
2011-11-18,22.459999
2011-11-21,22.719998999999998
2011-11-22,22.43
2011-11-23,22.110001
2011-11-25,21.51
2011-11-28,22.360001
2011-11-29,22.75
2011-11-30,23.120001000000002
2011-12-01,23.360001
2011-12-02,23.219998999999998
2011-12-05,23.68
2011-12-06,23.34
2011-12-07,23.690001000000002
2011-12-08,23.57
2011-12-09,24.200001
2011-12-12,24.709999
2011-12-13,24.07
2011-12-14,23.49
2011-12-15,23.700001
2011-12-16,23.34
2011-12-19,22.67
2011-12-20,23.469998999999998
2011-12-21,23.540001
2011-12-22,23.790001
2011-12-23,23.92
2011-12-27,23.92
2011-12-28,24.07
2011-12-29,24.35
2011-12-30,24.129998999999998
2012-01-03,23.790001
2012-01-04,24.129998999999998
2012-01-05,25.26
2012-01-06,24.870001000000002
2012-01-09,23.99
2012-01-10,24.23
2012-01-11,24.379998999999998
2012-01-12,24.18
2012-01-13,23.51
2012-01-17,23.23
2012-01-18,24.02
2012-01-19,24.84
2012-01-20,24.549999
2012-01-23,24.76
2012-01-24,24.75
2012-01-25,25.0
2012-01-26,24.700001
2012-01-27,24.32
2012-01-30,23.74
2012-01-31,23.360001
2012-02-01,23.309998999999998
2012-02-02,23.27
2012-02-03,23.639999
2012-02-06,23.41
2012-02-07,23.73
2012-02-08,24.49
2012-02-09,24.08
2012-02-10,22.879998999999998
2012-02-13,22.940001000000002
2012-02-14,22.98
2012-02-15,22.809998999999998
2012-02-16,23.040001
2012-02-17,23.18
2012-02-21,23.299999
2012-02-22,22.969998999999998
2012-02-23,23.290001
2012-02-24,22.73
2012-02-27,23.0
2012-02-28,23.33
2012-02-29,22.780001000000002
2012-03-01,23.84
2012-03-02,23.870001000000002
2012-03-05,24.16
2012-03-06,23.790001
2012-03-07,23.9
2012-03-08,24.209999
2012-03-09,23.9
2012-03-12,23.77
2012-03-13,23.790001
2012-03-14,23.5
2012-03-15,23.809998999999998
2012-03-16,23.559998999999998
2012-03-19,23.950001
2012-03-20,24.01
2012-03-21,24.67
2012-03-22,23.16
2012-03-23,23.620001000000002
2012-03-26,23.799999
2012-03-27,23.76
2012-03-28,23.49
2012-03-29,22.59
2012-03-30,21.84
2012-04-02,22.459999
2012-04-03,22.040001
2012-04-04,21.950001
2012-04-05,21.73
2012-04-09,21.85
2012-04-10,21.42
2012-04-11,21.27
2012-04-12,21.559998999999998
2012-04-13,21.23
2012-04-16,21.700001
2012-04-17,22.15
2012-04-18,22.290001
2012-04-19,22.290001
2012-04-20,22.379998999999998
2012-04-23,22.370001000000002
2012-04-24,22.280001000000002
2012-04-25,22.58
2012-04-26,22.58
2012-04-27,22.68
2012-04-30,22.76
2012-05-01,22.860001
2012-05-02,22.77
2012-05-03,22.48
2012-05-04,21.83
2012-05-07,21.09
2012-05-08,21.110001
2012-05-09,20.91
2012-05-10,21.07
2012-05-11,20.33
2012-05-14,20.879998999999998
2012-05-15,20.620001000000002
2012-05-16,20.84
2012-05-17,18.52
2012-05-18,19.07
2012-05-21,18.98
2012-05-22,19.040001
2012-05-23,19.08
2012-05-24,19.17
2012-05-25,19.52
2012-05-29,19.709999
2012-05-30,19.66
2012-05-31,19.18
2012-06-01,19.200001
2012-06-04,19.200001
2012-06-05,19.540001
2012-06-06,19.35
2012-06-07,18.799999
2012-06-08,19.030001000000002
2012-06-11,18.280001000000002
2012-06-12,18.57
2012-06-13,18.110001
2012-06-14,17.74
2012-06-15,17.83
2012-06-18,18.219998999999998
2012-06-19,18.370001000000002
2012-06-20,18.139999
2012-06-21,17.559998999999998
2012-06-22,17.690001000000002
2012-06-25,17.190001000000002
2012-06-26,17.48
2012-06-27,17.82
2012-06-28,17.809998999999998
2012-06-29,18.360001
2012-07-02,17.98
2012-07-03,18.370001000000002
2012-07-05,18.27
2012-07-06,18.129998999999998
2012-07-09,17.52
2012-07-10,17.549999
2012-07-11,17.209999
2012-07-12,17.1
2012-07-13,16.83
2012-07-16,16.57
2012-07-17,16.74
2012-07-18,16.9
2012-07-19,16.799999
2012-07-20,16.299999
2012-07-23,16.139999
2012-07-24,15.73
2012-07-25,15.77
2012-07-26,15.97
2012-07-27,16.139999
2012-07-30,16.02
2012-07-31,16.02
2012-08-01,16.07
2012-08-02,15.75
2012-08-03,15.9
2012-08-06,16.01
2012-08-07,16.809998999999998
2012-08-08,16.73
2012-08-09,16.83
2012-08-10,17.74
2012-08-13,17.889999
2012-08-14,17.280001000000002
2012-08-15,17.049999
2012-08-16,17.98
2012-08-17,18.57
2012-08-20,19.49
2012-08-21,19.49
2012-08-22,18.790001
2012-08-23,18.9
2012-08-24,18.42
2012-08-27,18.15
2012-08-28,18.139999
2012-08-29,18.610001
2012-08-30,19.16
2012-08-31,19.08
2012-09-04,20.41
2012-09-05,20.549999
2012-09-06,21.059998999999998
2012-09-07,21.66
2012-09-10,21.59
2012-09-11,21.77
2012-09-12,22.07
2012-09-13,22.379998999999998
2012-09-14,23.15
2012-09-17,22.290001
2012-09-18,22.43
2012-09-19,22.83
2012-09-20,22.74
2012-09-21,22.299999
2012-09-24,22.129998999999998
2012-09-25,20.879998999999998
2012-09-26,21.120001000000002
2012-09-27,20.92
2012-09-28,21.0
2012-10-01,21.24
2012-10-02,21.33
2012-10-03,21.299999
2012-10-04,22.370001000000002
2012-10-05,23.08
2012-10-08,23.25
2012-10-09,23.99
2012-10-10,22.959999
2012-10-11,22.860001
2012-10-12,22.77
2012-10-15,22.780001000000002
2012-10-16,22.950001
2012-10-17,22.940001000000002
2012-10-18,23.440001000000002
2012-10-19,23.120001000000002
2012-10-22,23.200001
2012-10-23,23.1
2012-10-24,23.280001000000002
2012-10-25,23.719998999999998
2012-10-26,23.0
2012-10-31,22.83
2012-11-01,23.6
2012-11-02,23.809998999999998
2012-11-05,23.719998999999998
2012-11-06,23.92
2012-11-07,23.4
2012-11-08,22.52
2012-11-09,22.110001
2012-11-12,23.09
2012-11-13,23.26
2012-11-14,23.48
2012-11-15,24.5
2012-11-16,25.549999
2012-11-19,25.92
2012-11-20,26.469998999999998
2012-11-21,27.08
2012-11-23,27.07
2012-11-26,26.82
2012-11-27,26.68
2012-11-28,26.440001000000002
2012-11-29,26.209999
2012-11-30,26.25
2012-12-03,25.83
2012-12-04,25.879998999999998
2012-12-05,25.969998999999998
2012-12-06,26.639999
2012-12-07,27.299999
2012-12-10,27.440001000000002
2012-12-11,27.709999
2012-12-12,27.83
2012-12-13,27.610001
2012-12-14,27.51
2012-12-17,27.52
2012-12-18,27.719998999999998
2012-12-19,27.549999
2012-12-20,26.129998999999998
2012-12-21,25.57
2012-12-24,25.58
2012-12-26,24.889999
2012-12-27,24.67
2012-12-28,24.530001000000002
2012-12-31,25.09
2013-01-02,25.66
2013-01-03,24.360001
2013-01-04,24.799999
2013-01-07,24.75
2013-01-08,23.190001000000002
2013-01-09,22.610001
2013-01-10,22.790001
2013-01-11,23.25
2013-01-14,23.01
2013-01-15,23.16
2013-01-16,23.07
2013-01-17,23.49
2013-01-18,23.280001000000002
2013-01-22,23.32
2013-01-23,23.15
2013-01-24,23.469998999999998
2013-01-25,23.709999
2013-01-28,23.780001000000002
2013-01-29,24.02
2013-01-30,23.639999
2013-01-31,23.200001
2013-02-01,24.690001000000002
2013-02-04,25.25
2013-02-05,26.809998999999998
2013-02-06,25.200001
2013-02-07,25.41
2013-02-08,26.059998999999998
2013-02-11,26.200001
2013-02-12,25.85
2013-02-13,26.030001000000002
2013-02-14,25.75
2013-02-15,25.370001000000002
2013-02-19,25.5
2013-02-20,25.33
2013-02-21,24.73
2013-02-22,24.82
2013-02-25,24.610001
2013-02-26,24.790001
2013-02-27,25.24
2013-02-28,25.059998999999998
2013-03-01,24.049999
2013-03-04,23.540001
2013-03-05,24.299999
2013-03-06,24.41
2013-03-07,24.540001
2013-03-08,24.67
2013-03-11,25.26
2013-03-12,25.48
2013-03-13,25.65
2013-03-14,25.41
2013-03-15,25.450001
2013-03-18,25.719998999999998
2013-03-19,25.24
2013-03-20,25.450001
2013-03-21,25.24
2013-03-22,25.66
2013-03-25,25.379998999999998
2013-03-26,26.360001
2013-03-27,26.450001
2013-03-28,27.969998999999998
2013-04-01,29.76
2013-04-02,30.24
2013-04-03,30.25
2013-04-04,29.889999
2013-04-05,29.959999
2013-04-08,30.26
2013-04-09,29.879998999999998
2013-04-10,29.91
2013-04-11,31.68
2013-04-12,32.02
2013-04-15,31.379998999999998
2013-04-16,32.299999
2013-04-17,32.77
2013-04-18,32.68
2013-04-19,32.73
2013-04-22,32.52
2013-04-23,33.189999
2013-04-24,34.23
2013-04-25,34.240002000000004
2013-04-26,34.619999
2013-04-29,34.57
2013-04-30,34.900002
2013-05-01,34.740002000000004
2013-05-02,36.310001
2013-05-03,37.150002
2013-05-06,37.189999
2013-05-07,37.290001000000004
2013-05-08,37.139998999999996
2013-05-09,37.09
2013-05-10,38.380001
2013-05-13,38.27
2013-05-14,38.639998999999996
2013-05-15,38.990002000000004
2013-05-16,38.049999
2013-05-17,39.759997999999996
2013-05-20,38.759997999999996
2013-05-21,36.779999
2013-05-22,36.25
2013-05-23,36.009997999999996
2013-05-24,32.110001000000004
2013-05-28,31.719998999999998
2013-05-29,31.82
2013-05-30,33.5
2013-05-31,33.16
2013-06-03,34.400002
2013-06-04,35.490002000000004
2013-06-05,34.860001000000004
2013-06-06,34.619999
2013-06-07,36.75
2013-06-10,34.990002000000004
2013-06-11,37.720001
2013-06-12,36.59
2013-06-13,37.529999
2013-06-14,39.009997999999996
2013-06-17,38.5
2013-06-18,38.459998999999996
2013-06-19,38.529999
2013-06-20,40.939999
2013-06-21,40.779999
2013-06-24,39.900002
2013-06-25,40.060001
2013-06-26,40.380001
2013-06-27,40.869999
2013-06-28,42.029999
2013-07-01,42.209998999999996
2013-07-02,42.169998
2013-07-03,42.380001
2013-07-05,42.990002000000004
2013-07-08,42.630001
2013-07-09,42.689999
2013-07-10,42.419998
2013-07-11,42.599998
2013-07-12,43.169998
2013-07-15,43.48
2013-07-16,43.84
2013-07-17,43.48
2013-07-18,43.630001
2013-07-19,43.459998999999996
2013-07-22,43.02
2013-07-23,42.419998
2013-07-24,43.240002000000004
2013-07-25,44.41
2013-07-26,45.799999
2013-07-29,45.389998999999996
2013-07-30,46.91
2013-07-31,49.060001
2013-08-01,49.98
2013-08-02,50.389998999999996
2013-08-05,50.290001000000004
2013-08-06,48.990002000000004
2013-08-07,47.880001
2013-08-08,48.490002000000004
2013-08-09,48.970001
2013-08-12,49.48
2013-08-13,49.240002000000004
2013-08-14,48.689999
2013-08-15,47.689999
2013-08-16,47.580002
2013-08-19,47.700001
2013-08-20,48.240002000000004
2013-08-21,47.619999
2013-08-22,51.91
2013-08-23,51.619999
2013-08-26,52.380001
2013-08-27,49.369999
2013-08-28,49.900002
2013-08-29,50.66
2013-08-30,50.209998999999996
2013-09-03,49.970001
2013-09-04,49.639998999999996
2013-09-05,51.200001
2013-09-06,49.610001000000004
2013-09-09,50.099998
2013-09-10,50.34
2013-09-11,49.560001
2013-09-12,49.450001
2013-09-13,52.450001
2013-09-16,52.119999
2013-09-17,52.619999
2013-09-18,51.380001
2013-09-19,51.84
2013-09-20,49.43
2013-09-23,49.810001
2013-09-24,51.049999
2013-09-25,50.799999
2013-09-26,50.43
2013-09-27,49.650002
2013-09-30,49.650002
2013-10-01,51.209998999999996
2013-10-02,50.32
2013-10-03,49.82
2013-10-04,50.700001
2013-10-07,49.580002
2013-10-08,49.32
2013-10-09,50.02
2013-10-10,51.889998999999996
2013-10-11,51.560001
2013-10-14,51.779999
2013-10-15,51.299999
2013-10-16,51.66
2013-10-17,52.669998
2013-10-18,53.880001
2013-10-21,54.650002
2013-10-22,54.759997999999996
2013-10-23,54.470001
2013-10-24,54.799999
2013-10-25,54.880001
2013-10-28,54.41
2013-10-29,55.450001
2013-10-30,55.220001
2013-10-31,54.82
2013-11-01,55.049999
2013-11-04,55.299999
2013-11-05,56.560001
2013-11-06,56.049999
2013-11-07,53.82
2013-11-08,55.48
2013-11-11,55.380001
2013-11-12,56.959998999999996
2013-11-13,57.59
2013-11-14,57.43
2013-11-15,56.529999
2013-11-18,55.040001000000004
2013-11-19,53.189999
2013-11-20,52.439999
2013-11-21,48.799999
2013-11-22,49.860001000000004
2013-11-25,48.900002
2013-11-26,48.259997999999996
2013-11-27,47.77
2013-11-29,48.25
2013-12-02,46.970001
2013-12-03,45.950001
2013-12-04,45.77
2013-12-05,45.130001
2013-12-06,45.080002
2013-12-09,45.580002
2013-12-10,45.77
2013-12-11,45.209998999999996
2013-12-12,45.610001000000004
2013-12-13,47.290001000000004
2013-12-16,48.110001000000004
2013-12-17,48.98
2013-12-18,49.93
2013-12-19,49.869999
2013-12-20,49.25
2013-12-23,50.52
2013-12-24,50.970001
2013-12-26,50.360001000000004
2013-12-27,49.040001000000004
2013-12-30,49.27
2013-12-31,49.259997999999996
2014-01-02,49.650002
2014-01-03,49.240002000000004
2014-01-06,48.169998
2014-01-07,44.139998999999996
2014-01-08,45.349998
2014-01-09,44.970001
2014-01-10,45.52
2014-01-13,45.32
2014-01-14,36.310001
2014-01-15,36.970001
2014-01-16,37.75
2014-01-17,37.650002
2014-01-21,38.209998999999996
2014-01-22,39.25
2014-01-23,38.25
2014-01-24,36.52
2014-01-27,37.32
2014-01-28,36.049999
2014-01-29,35.07
2014-01-30,35.310001
2014-01-31,35.07
2014-02-03,33.830002
2014-02-04,33.950001
2014-02-05,34.759997999999996
2014-02-06,35.349998
2014-02-07,35.5
2014-02-10,36.419998
2014-02-11,35.75
2014-02-12,36.509997999999996
2014-02-13,35.860001000000004
2014-02-14,35.610001000000004
2014-02-18,36.139998999999996
2014-02-19,35.599998
2014-02-20,35.639998999999996
2014-02-21,35.560001
2014-02-24,36.049999
2014-02-25,38.470001
2014-02-26,38.07
2014-02-27,37.25
2014-02-28,37.310001
2014-03-03,37.189999
2014-03-04,37.349998
2014-03-05,38.75
2014-03-06,38.689999
2014-03-07,38.52
2014-03-10,38.509997999999996
2014-03-11,38.490002000000004
2014-03-12,38.5
2014-03-13,37.119999
2014-03-14,38.98
2014-03-17,39.75
2014-03-18,38.389998999999996
2014-03-19,37.610001000000004
2014-03-20,38.439999
2014-03-21,37.82
2014-03-24,38.110001000000004
2014-03-25,37.790001000000004
2014-03-26,38.900002
2014-03-27,37.330002
2014-03-28,40.619999
2014-03-31,41.099998
2014-04-01,42.580002
2014-04-02,43.369999
2014-04-03,44.389998999999996
2014-04-04,42.84
2014-04-07,43.52
2014-04-08,43.740002000000004
2014-04-09,43.18
2014-04-10,41.209998999999996
2014-04-11,40.52
2014-04-14,41.169998
2014-04-15,41.450001
2014-04-16,40.740002000000004
2014-04-17,41.470001
2014-04-21,40.970001
2014-04-22,42.27
2014-04-23,39.91
2014-04-24,40.209998999999996
2014-04-25,39.369999
2014-04-28,40.34
2014-04-29,40.349998
2014-04-30,39.68
2014-05-01,39.259997999999996
2014-05-02,39.919998
2014-05-05,38.150002
2014-05-06,37.66
2014-05-07,35.84
2014-05-08,36.02
2014-05-09,36.560001
2014-05-12,36.82
2014-05-13,37.849998
2014-05-14,36.459998999999996
2014-05-15,35.869999
2014-05-16,36.220001
2014-05-19,36.98
2014-05-20,36.43
2014-05-21,36.939999
2014-05-22,36.880001
2014-05-23,38.43
2014-05-27,37.290001000000004
2014-05-28,38.209998999999996
2014-05-29,38.169998
2014-05-30,37.849998
2014-06-02,36.560001
2014-06-03,36.57
2014-06-04,37.259997999999996
2014-06-05,36.689999
2014-06-06,37.279999
2014-06-09,36.52
2014-06-10,37.290001000000004
2014-06-11,37.740002000000004
2014-06-12,36.299999
2014-06-13,36.990002000000004
2014-06-16,37.720001
2014-06-17,40.290001000000004
2014-06-18,40.0
2014-06-19,39.959998999999996
2014-06-20,40.110001000000004
2014-06-23,40.400002
2014-06-24,40.240002000000004
2014-06-25,40.209998999999996
2014-06-26,40.57
2014-06-27,40.349998
2014-06-30,40.470001
2014-07-01,40.5
2014-07-02,40.869999
2014-07-03,41.759997999999996
2014-07-07,41.59
2014-07-08,41.639998999999996
2014-07-09,41.790001000000004
2014-07-10,41.779999
2014-07-11,41.240002000000004
2014-07-14,41.779999
2014-07-15,41.02
2014-07-16,41.540001000000004
2014-07-17,41.25
2014-07-18,42.830002
2014-07-21,42.849998
2014-07-22,44.09
2014-07-23,44.720001
2014-07-24,46.099998
2014-07-25,45.68
2014-07-28,46.080002
2014-07-29,43.43
2014-07-30,43.139998999999996
2014-07-31,41.970001
2014-08-01,41.220001
2014-08-04,41.689999
2014-08-05,41.330002
2014-08-06,41.5
2014-08-07,40.869999
2014-08-08,40.700001
2014-08-11,41.639998999999996
2014-08-12,40.93
2014-08-13,41.34
2014-08-14,41.830002
2014-08-15,39.639998999999996
2014-08-18,40.650002
2014-08-19,40.880001
2014-08-20,41.330002
2014-08-21,40.490002000000004
2014-08-22,42.900002
2014-08-25,42.41
2014-08-26,42.77
2014-08-27,42.990002000000004
2014-08-28,43.169998
2014-08-29,42.200001
2014-09-02,43.75
2014-09-03,43.529999
2014-09-04,44.439999
2014-09-05,45.240002000000004
2014-09-08,44.279999
2014-09-09,43.16
2014-09-10,43.139998999999996
2014-09-11,43.959998999999996
2014-09-12,43.610001000000004
2014-09-15,43.509997999999996
2014-09-16,44.849998
2014-09-17,44.02
2014-09-18,44.23
2014-09-19,43.380001
2014-09-22,43.380001
2014-09-23,42.380001
2014-09-24,43.169998
2014-09-25,42.060001
2014-09-26,42.040001000000004
2014-09-29,42.060001
2014-09-30,41.200001
2014-10-01,40.380001
2014-10-02,40.880001
2014-10-03,40.459998999999996
2014-10-06,39.560001
2014-10-07,39.009997999999996
2014-10-08,39.639998999999996
2014-10-09,38.299999
2014-10-10,38.310001
2014-10-13,37.200001
2014-10-14,37.200001
2014-10-15,38.459998999999996
2014-10-16,39.23
2014-10-17,39.860001000000004
2014-10-20,40.66
2014-10-21,40.709998999999996
2014-10-22,40.599998
2014-10-23,41.259997999999996
2014-10-24,42.029999
2014-10-27,41.810001
2014-10-28,41.029999
2014-10-29,41.529999
2014-10-30,42.080002
2014-10-31,42.759997999999996
2014-11-03,42.709998999999996
2014-11-04,42.73
2014-11-05,43.040001000000004
2014-11-06,44.73
2014-11-07,43.689999
2014-11-10,42.740002000000004
2014-11-11,42.5
2014-11-12,43.41
2014-11-13,44.459998999999996
2014-11-14,44.400002
2014-11-17,44.099998
2014-11-18,44.02
2014-11-19,43.610001000000004
2014-11-20,43.869999
2014-11-21,37.860001000000004
2014-11-24,37.759997999999996
2014-11-25,37.400002
2014-11-26,37.200001
2014-11-28,37.810001
2014-12-01,35.830002
2014-12-02,35.540001000000004
2014-12-03,36.610001000000004
2014-12-04,37.07
2014-12-05,37.419998
2014-12-08,35.189999
2014-12-09,35.57
2014-12-10,33.330002
2014-12-11,33.91
2014-12-12,32.299999
2014-12-15,32.93
2014-12-16,31.92
2014-12-17,32.689999
2014-12-18,33.099998
2014-12-19,34.5
2014-12-22,34.119999
2014-12-23,34.630001
2014-12-24,33.389998999999996
2014-12-26,33.650002
2014-12-29,33.650002
2014-12-30,33.830002
2014-12-31,33.799999
2015-01-02,33.799999
2015-01-05,34.720001
2015-01-06,33.689999
2015-01-07,33.299999
2015-01-08,33.689999
2015-01-09,32.27
2015-01-12,33.77
2015-01-13,32.77
2015-01-14,36.209998999999996
2015-01-15,34.459998999999996
2015-01-16,36.349998
2015-01-20,36.07
2015-01-21,36.84
2015-01-22,37.119999
2015-01-23,37.400002
2015-01-26,38.16
2015-01-27,38.279999
2015-01-28,37.610001000000004
2015-01-29,36.27
2015-01-30,35.25
2015-02-02,36.830002
2015-02-03,37.5
2015-02-04,36.630001
2015-02-05,36.700001
2015-02-06,36.759997999999996
2015-02-09,37.18
2015-02-10,38.040001000000004
2015-02-11,37.52
2015-02-12,37.25
2015-02-13,37.349998
2015-02-17,37.360001000000004
2015-02-18,37.5
2015-02-19,37.529999
2015-02-20,37.490002000000004
2015-02-23,37.349998
2015-02-24,37.139998999999996
2015-02-25,37.279999
2015-02-26,37.029999
2015-02-27,36.970001
2015-03-02,38.669998
2015-03-03,38.68
2015-03-04,40.029999
2015-03-05,40.0
2015-03-06,40.16
2015-03-09,40.830002
2015-03-10,40.650002
2015-03-11,39.48
2015-03-12,39.68
2015-03-13,40.700001
2015-03-16,41.09
2015-03-17,40.91
2015-03-18,41.119999
2015-03-19,40.790001000000004
2015-03-20,40.919998
2015-03-23,41.34
2015-03-24,40.91
2015-03-25,39.810001
2015-03-26,38.790001000000004
2015-03-27,38.360001000000004
2015-03-30,37.689999
2015-03-31,37.959998999999996
2015-04-01,37.779999
2015-04-02,38.200001
2015-04-06,38.369999
2015-04-07,37.98
2015-04-08,38.709998999999996
2015-04-09,39.990002000000004
2015-04-10,40.400002
2015-04-13,40.419998
2015-04-14,40.400002
2015-04-15,40.889998999999996
2015-04-16,40.939999
2015-04-17,39.66
2015-04-20,40.32
2015-04-21,40.080002
2015-04-22,40.240002000000004
2015-04-23,40.32
2015-04-24,40.709998999999996
2015-04-27,40.279999
2015-04-28,40.389998999999996
2015-04-29,39.330002
2015-04-30,38.540001000000004
2015-05-01,39.169998
2015-05-04,40.119999
2015-05-05,40.02
2015-05-06,39.130001
2015-05-07,39.509997999999996
2015-05-08,40.189999
2015-05-11,39.759997999999996
2015-05-12,39.049999
2015-05-13,39.200001
2015-05-14,39.169998
2015-05-15,40.060001
2015-05-18,40.240002000000004
2015-05-19,40.310001
2015-05-20,40.139998999999996
2015-05-21,40.77
2015-05-22,40.799999
2015-05-26,40.18
2015-05-27,39.470001
2015-05-28,40.919998
2015-05-29,43.41
2015-06-01,43.470001
2015-06-02,43.970001
2015-06-03,43.720001
2015-06-04,44.02
2015-06-05,44.139998999999996
2015-06-08,43.049999
2015-06-09,42.900002
2015-06-10,42.849998
2015-06-11,43.0
2015-06-12,42.959998999999996
2015-06-15,42.52
2015-06-16,42.509997999999996
2015-06-17,43.029999
2015-06-18,43.189999
2015-06-19,43.09
2015-06-22,43.889998999999996
2015-06-23,44.360001000000004
2015-06-24,44.549999
2015-06-25,43.66
2015-06-26,44.040001000000004
2015-06-29,42.77
2015-06-30,42.959998999999996
2015-07-01,44.119999
2015-07-02,43.560001
2015-07-06,44.32
2015-07-07,46.029999
2015-07-08,45.740002000000004
2015-07-09,46.900002
2015-07-10,46.959998999999996
2015-07-13,47.349998
2015-07-14,46.73
2015-07-15,46.419998
2015-07-16,47.23
2015-07-17,46.669998
2015-07-20,46.830002
2015-07-21,46.939999
2015-07-22,47.200001
2015-07-23,46.939999
2015-07-24,45.490002000000004
2015-07-27,45.32
2015-07-28,45.279999
2015-07-29,45.869999
2015-07-30,46.16
2015-07-31,45.849998
2015-08-03,44.950001
2015-08-04,45.57
2015-08-05,46.389998999999996
2015-08-06,45.349998
2015-08-07,45.169998
2015-08-10,45.810001
2015-08-11,45.720001
2015-08-12,45.619999
2015-08-13,46.099998
2015-08-14,47.439999
2015-08-17,46.950001
2015-08-18,46.990002000000004
2015-08-19,46.450001
2015-08-20,45.23
2015-08-21,44.830002
2015-08-24,42.959998999999996
2015-08-25,43.889998999999996
2015-08-26,45.360001000000004
2015-08-27,46.200001
2015-08-28,42.490002000000004
2015-08-31,42.48
2015-09-01,41.18
2015-09-02,41.810001
2015-09-03,41.709998999999996
2015-09-04,41.25
2015-09-08,41.790001000000004
2015-09-09,41.790001000000004
2015-09-10,42.349998
2015-09-11,42.779999
2015-09-14,43.169998
2015-09-15,43.0
2015-09-16,43.98
2015-09-17,43.610001000000004
2015-09-18,42.27
2015-09-21,41.720001
2015-09-22,41.349998
2015-09-23,41.080002
2015-09-24,41.200001
2015-09-25,41.0
2015-09-28,40.299999
2015-09-29,40.43
2015-09-30,41.209998999999996
2015-10-01,40.52
2015-10-02,41.5
2015-10-05,42.48
2015-10-06,43.34
2015-10-07,43.439999
2015-10-08,43.98
2015-10-09,44.41
2015-10-12,43.939999
2015-10-13,43.52
2015-10-14,43.049999
2015-10-15,43.93
2015-10-16,44.459998999999996
2015-10-19,44.720001
2015-10-20,45.099998
2015-10-21,46.040001000000004
2015-10-22,46.98
2015-10-23,45.349998
2015-10-26,44.669998
2015-10-27,44.25
2015-10-28,45.549999
2015-10-29,45.709998999999996
2015-10-30,46.07
2015-11-02,46.18
2015-11-03,46.75
2015-11-04,46.849998
2015-11-05,46.939999
2015-11-06,46.82
2015-11-09,45.5
2015-11-10,45.939999
2015-11-11,44.580002
2015-11-12,44.529999
2015-11-13,37.18
2015-11-16,38.09
2015-11-17,37.16
2015-11-18,37.810001
2015-11-19,38.459998999999996
2015-11-20,39.259997999999996
2015-11-23,37.610001000000004
2015-11-24,37.91
2015-11-25,36.639998999999996
2015-11-27,36.009997999999996
2015-11-30,35.029999
2015-12-01,34.700001
2015-12-02,33.869999
2015-12-03,32.779999
2015-12-04,33.299999
2015-12-07,33.07
2015-12-08,33.740002000000004
2015-12-09,32.439999
2015-12-10,32.009997999999996
2015-12-11,30.0
2015-12-14,30.27
2015-12-15,30.540001
2015-12-16,30.559998999999998
2015-12-17,29.049999
2015-12-18,28.76
2015-12-21,28.75
2015-12-22,28.6
2015-12-23,28.75
2015-12-24,28.370001000000002
2015-12-28,28.469998999999998
2015-12-29,28.43
2015-12-30,28.48
2015-12-31,28.040001
2016-01-04,28.309998999999998
2016-01-05,28.77
2016-01-06,28.370001000000002
2016-01-07,28.450001
2016-01-08,28.370001000000002
2016-01-11,29.379998999999998
2016-01-12,27.879998999999998
2016-01-13,26.940001000000002
2016-01-14,25.58
2016-01-15,25.639999
2016-01-19,25.51
2016-01-20,25.190001000000002
2016-01-21,25.290001
2016-01-22,25.67
2016-01-25,25.059998999999998
