Date,SC
2018-10-18,18.879998999999998
2018-10-19,18.809998999999998
2018-10-22,18.309998999999998
2018-10-23,18.16
2018-10-24,17.440001000000002
2018-10-25,17.85
2018-10-26,17.629998999999998
2018-10-29,17.719998999999998
2018-10-30,17.82
2018-10-31,18.75
2018-11-01,18.91
2018-11-02,18.6
2018-11-05,18.75
2018-11-06,19.120001000000002
2018-11-07,19.34
2018-11-08,19.49
2018-11-09,19.110001
2018-11-12,18.91
2018-11-13,19.129998999999998
2018-11-14,19.08
2018-11-15,19.17
2018-11-16,19.139999
2018-11-19,18.969998999999998
2018-11-20,18.4
2018-11-21,18.58
2018-11-23,18.76
2018-11-26,19.370001000000002
2018-11-27,19.549999
2018-11-28,19.780001000000002
2018-11-29,19.65
2018-11-30,19.450001
2018-12-03,19.639999
2018-12-04,18.48
2018-12-06,18.559998999999998
2018-12-07,18.48
2018-12-10,18.299999
2018-12-11,18.25
2018-12-12,18.440001000000002
2018-12-13,18.059998999999998
2018-12-14,17.99
2018-12-17,17.34
2018-12-18,17.35
2018-12-19,16.91
2018-12-20,16.780001000000002
2018-12-21,16.379998999999998
2018-12-24,16.139999
2018-12-26,17.43
2018-12-27,17.51
2018-12-28,17.540001
2018-12-31,17.59
2019-01-02,17.879998999999998
2019-01-03,17.98
2019-01-04,18.83
2019-01-07,18.870001000000002
2019-01-08,19.0
2019-01-09,19.0
2019-01-10,19.16
2019-01-11,19.290001
2019-01-14,19.219998999999998
2019-01-15,18.76
2019-01-16,18.93
2019-01-17,18.950001
2019-01-18,19.110001
2019-01-22,18.92
2019-01-23,18.58
2019-01-24,18.809998999999998
2019-01-25,19.23
2019-01-28,19.389999
2019-01-29,19.059998999999998
2019-01-30,19.15
2019-01-31,19.059998999999998
2019-02-01,19.1
2019-02-04,19.52
2019-02-05,19.41
2019-02-06,19.379998999999998
2019-02-07,19.25
2019-02-08,20.360001
2019-02-11,20.24
2019-02-12,20.4
2019-02-13,20.440001000000002
2019-02-14,20.309998999999998
2019-02-15,20.6
2019-02-19,20.66
2019-02-20,20.549999
2019-02-21,20.379998999999998
2019-02-22,20.379998999999998
2019-02-25,20.299999
2019-02-26,20.26
2019-02-27,20.110001
2019-02-28,20.540001
2019-03-01,20.780001000000002
2019-03-04,20.92
2019-03-05,20.93
2019-03-06,20.700001
2019-03-07,20.49
2019-03-08,20.49
2019-03-11,20.82
2019-03-12,20.73
2019-03-13,20.92
2019-03-14,20.809998999999998
2019-03-15,21.280001000000002
2019-03-18,21.33
2019-03-19,21.07
2019-03-20,20.719998999999998
2019-03-21,20.860001
2019-03-22,20.32
2019-03-25,20.190001000000002
2019-03-26,20.540001
2019-03-27,20.77
2019-03-28,20.950001
2019-03-29,21.129998999999998
2019-04-01,21.700001
2019-04-02,21.709999
2019-04-03,22.110001
2019-04-04,22.0
2019-04-05,22.110001
2019-04-08,22.040001
2019-04-09,21.870001000000002
2019-04-10,22.07
2019-04-11,21.98
2019-04-12,22.4
2019-04-15,22.26
2019-04-16,22.700001
2019-04-17,22.700001
2019-04-18,22.530001000000002
2019-04-22,22.18
2019-04-23,22.09
2019-04-24,22.08
2019-04-25,22.040001
2019-04-26,22.129998999999998
2019-04-29,21.959999
2019-04-30,21.35
2019-05-01,21.280001000000002
2019-05-02,21.4
2019-05-03,21.65
2019-05-06,21.59
2019-05-07,21.25
2019-05-08,21.389999
2019-05-09,21.299999
2019-05-10,21.25
2019-05-13,20.719998999999998
2019-05-14,20.98
2019-05-15,20.809998999999998
2019-05-16,20.889999
2019-05-17,20.790001
2019-05-20,20.92
2019-05-21,21.129998999999998
2019-05-22,20.940001000000002
2019-05-23,20.620001000000002
2019-05-24,22.58
2019-05-28,22.549999
2019-05-29,22.77
2019-05-30,22.559998999999998
2019-05-31,22.389999
2019-06-03,22.559998999999998
2019-06-04,23.18
2019-06-05,23.139999
2019-06-06,23.16
2019-06-07,23.26
2019-06-10,23.25
2019-06-11,23.48
2019-06-12,23.34
2019-06-13,23.360001
2019-06-14,23.16
2019-06-17,23.08
2019-06-18,23.27
2019-06-19,23.43
2019-06-20,23.58
2019-06-21,23.530001000000002
2019-06-24,23.280001000000002
2019-06-25,23.370001000000002
2019-06-26,23.440001000000002
2019-06-27,23.51
2019-06-28,23.959999
2019-07-01,24.809998999999998
2019-07-02,25.049999
2019-07-03,25.41
2019-07-05,25.5
2019-07-08,25.34
2019-07-09,25.42
2019-07-10,25.530001000000002
2019-07-11,25.799999
2019-07-12,25.959999
2019-07-15,25.6
2019-07-16,25.549999
2019-07-17,25.25
2019-07-18,25.709999
2019-07-19,25.4
2019-07-22,25.25
2019-07-23,25.719998999999998
2019-07-24,27.51
2019-07-25,27.48
2019-07-26,27.4
2019-07-29,27.26
2019-07-30,27.440001000000002
2019-07-31,26.91
2019-08-01,26.530001000000002
2019-08-02,26.129998999999998
2019-08-05,25.639999
2019-08-06,26.059998999999998
2019-08-07,26.42
2019-08-08,26.940001000000002
2019-08-09,26.74
2019-08-12,26.18
2019-08-13,26.370001000000002
2019-08-14,25.860001
2019-08-15,25.92
2019-08-16,26.290001
2019-08-19,26.52
2019-08-20,26.200001
2019-08-21,26.16
2019-08-22,26.120001000000002
2019-08-23,25.49
2019-08-26,25.709999
2019-08-27,25.48
2019-08-28,25.77
2019-08-29,26.16
2019-08-30,26.110001
2019-09-03,25.6
2019-09-04,26.280001000000002
2019-09-05,26.690001000000002
2019-09-06,26.559998999999998
2019-09-09,26.25
2019-09-10,26.120001000000002
2019-09-11,26.120001000000002
2019-09-12,26.120001000000002
2019-09-13,25.950001
2019-09-16,26.26
2019-09-17,26.35
2019-09-18,26.389999
2019-09-19,26.110001
2019-09-20,25.85
2019-09-23,26.120001000000002
2019-09-24,25.98
2019-09-25,26.0
2019-09-26,25.879998999999998
2019-09-27,25.809998999999998
2019-09-30,25.51
2019-10-01,25.530001000000002
2019-10-02,25.030001000000002
2019-10-03,24.709999
2019-10-04,25.129998999999998
2019-10-07,24.950001
2019-10-08,24.4
2019-10-09,24.700001
2019-10-10,24.879998999999998
2019-10-11,25.110001
2019-10-14,25.110001
2019-10-15,25.450001
2019-10-16,25.139999
2019-10-17,25.34
2019-10-18,25.27
2019-10-21,25.57
2019-10-22,25.389999
2019-10-23,25.440001000000002
2019-10-24,25.299999
2019-10-25,25.049999
2019-10-28,25.219998999999998
2019-10-29,25.34
2019-10-30,25.91
2019-10-31,25.08
2019-11-01,25.5
2019-11-04,25.209999
2019-11-05,25.059998999999998
2019-11-06,24.889999
2019-11-07,24.959999
2019-11-08,24.76
2019-11-11,24.459999
2019-11-12,24.25
2019-11-13,24.23
2019-11-14,24.17
2019-11-15,24.18
2019-11-18,23.790001
2019-11-19,23.73
2019-11-20,23.65
2019-11-21,23.65
2019-11-22,23.469998999999998
2019-11-25,23.469998999999998
2019-11-26,23.43
2019-11-27,23.469998999999998
2019-11-29,23.549999
2019-12-02,23.33
2019-12-03,22.73
2019-12-04,22.959999
2019-12-05,23.1
2019-12-06,23.209999
2019-12-09,22.91
2019-12-10,23.219998999999998
2019-12-11,23.139999
2019-12-12,23.700001
2019-12-13,23.49
2019-12-16,23.75
2019-12-17,23.99
2019-12-18,23.870001000000002
2019-12-19,23.82
2019-12-20,23.74
2019-12-23,23.68
2019-12-24,23.629998999999998
2019-12-26,23.5
2019-12-27,23.290001
2019-12-30,23.25
2019-12-31,23.370001000000002
2020-01-02,23.459999
2020-01-03,23.17
2020-01-06,23.040001
2020-01-07,22.889999
2020-01-08,22.950001
2020-01-09,22.959999
2020-01-10,22.83
2020-01-13,22.68
2020-01-14,22.610001
2020-01-15,22.84
2020-01-16,23.059998999999998
2020-01-17,23.110001
2020-01-21,23.110001
2020-01-22,23.73
2020-01-23,23.889999
2020-01-24,23.49
2020-01-27,22.799999
2020-01-28,23.18
2020-01-29,26.1
2020-01-30,26.719998999999998
2020-01-31,26.620001000000002
2020-02-03,26.65
2020-02-04,26.59
2020-02-05,26.610001
2020-02-06,26.639999
2020-02-07,26.4
2020-02-10,26.440001000000002
2020-02-11,26.6
2020-02-12,26.690001000000002
2020-02-13,27.059998999999998
2020-02-14,26.73
2020-02-18,26.610001
2020-02-19,26.58
2020-02-20,26.66
2020-02-21,26.66
2020-02-24,26.27
2020-02-25,25.83
2020-02-26,25.969998999999998
2020-02-27,25.6
2020-02-28,24.4
2020-03-02,24.049999
2020-03-03,23.48
2020-03-04,24.66
2020-03-05,23.18
2020-03-06,22.809998999999998
2020-03-09,19.99
2020-03-10,21.26
2020-03-11,20.610001
2020-03-12,18.6
2020-03-13,19.82
2020-03-16,15.92
2020-03-17,15.47
2020-03-18,13.08
2020-03-19,12.48
2020-03-20,11.49
2020-03-23,10.11
2020-03-24,12.9
2020-03-25,15.7
2020-03-26,16.09
2020-03-27,14.87
2020-03-30,14.62
2020-03-31,13.91
2020-04-01,12.37
2020-04-02,12.83
2020-04-03,11.87
2020-04-06,13.17
2020-04-07,14.0
2020-04-08,14.96
2020-04-09,16.52
2020-04-13,15.18
2020-04-14,14.49
2020-04-15,13.56
2020-04-16,12.63
2020-04-17,13.92
2020-04-20,13.34
2020-04-21,12.53
2020-04-22,12.37
2020-04-23,12.73
2020-04-24,12.97
2020-04-27,13.47
2020-04-28,14.68
2020-04-29,17.049999
2020-04-30,15.59
2020-05-01,14.94
2020-05-04,15.08
2020-05-05,15.09
2020-05-06,15.01
2020-05-07,15.41
2020-05-08,15.79
