Date,DISCK
2009-10-14,13.725
2009-10-15,13.5
2009-10-16,13.48
2009-10-19,13.775
2009-10-20,13.725
2009-10-21,13.23
2009-10-22,13.3
2009-10-23,13.18
2009-10-26,13.15
2009-10-27,12.795
2009-10-28,12.26
2009-10-29,12.545
2009-10-30,12.01
2009-11-02,11.91
2009-11-03,12.19
2009-11-04,12.305
2009-11-05,12.84
2009-11-06,13.04
2009-11-09,13.485
2009-11-10,13.405
2009-11-11,13.39
2009-11-12,13.35
2009-11-13,13.495
2009-11-16,13.875
2009-11-17,14.08
2009-11-18,13.845
2009-11-19,13.755
2009-11-20,13.7
2009-11-23,13.855
2009-11-24,14.025
2009-11-25,13.98
2009-11-27,13.845
2009-11-30,14.02
2009-12-01,14.08
2009-12-02,14.015
2009-12-03,13.72
2009-12-04,13.725
2009-12-07,13.84
2009-12-08,13.72
2009-12-09,13.58
2009-12-10,13.91
2009-12-11,13.845
2009-12-14,13.635
2009-12-15,13.425
2009-12-16,13.425
2009-12-17,13.575
2009-12-18,13.55
2009-12-21,13.655
2009-12-22,13.67
2009-12-23,13.395
2009-12-24,13.44
2009-12-28,13.36
2009-12-29,13.295
2009-12-30,13.15
2009-12-31,13.26
2010-01-04,13.395
2010-01-05,13.985
2010-01-06,14.125
2010-01-07,14.255
2010-01-08,14.455
2010-01-11,14.365
2010-01-12,13.98
2010-01-13,13.955
2010-01-14,13.9
2010-01-15,14.215
2010-01-19,14.27
2010-01-20,14.095
2010-01-21,13.945
2010-01-22,13.42
2010-01-25,13.39
2010-01-26,13.435
2010-01-27,13.2
2010-01-28,13.305
2010-01-29,13.13
2010-02-01,13.26
2010-02-02,13.25
2010-02-03,13.205
2010-02-04,12.885
2010-02-05,12.82
2010-02-08,12.865
2010-02-09,13.11
2010-02-10,12.665
2010-02-11,12.7
2010-02-12,12.85
2010-02-16,12.915
2010-02-17,13.745
2010-02-18,13.76
2010-02-19,14.01
2010-02-22,14.115
2010-02-23,14.1
2010-02-24,14.065
2010-02-25,13.655
2010-02-26,13.275
2010-03-01,13.46
2010-03-02,13.42
2010-03-03,13.38
2010-03-04,13.615
2010-03-05,13.855
2010-03-08,13.975
2010-03-09,14.095
2010-03-10,14.085
2010-03-11,14.21
2010-03-12,14.37
2010-03-15,14.325
2010-03-16,14.39
2010-03-17,14.43
2010-03-18,14.375
2010-03-19,14.35
2010-03-22,14.655
2010-03-23,14.69
2010-03-24,14.81
2010-03-25,14.73
2010-03-26,14.77
2010-03-29,14.715
2010-03-30,14.9
2010-03-31,14.705
2010-04-01,14.66
2010-04-05,14.79
2010-04-06,14.965
2010-04-07,14.8
2010-04-08,14.815
2010-04-09,15.05
2010-04-12,14.955
2010-04-13,15.015
2010-04-14,15.085
2010-04-15,15.09
2010-04-16,15.005
2010-04-19,14.995
2010-04-20,15.23
2010-04-21,15.38
2010-04-22,15.385
2010-04-23,15.69
2010-04-26,15.565
2010-04-27,15.295
2010-04-28,15.5
2010-04-29,16.094998999999998
2010-04-30,16.690001000000002
2010-05-03,16.790001
2010-05-04,16.59
2010-05-05,15.865
2010-05-06,15.375
2010-05-07,14.94
2010-05-10,15.855
2010-05-11,16.23
2010-05-12,16.450001
2010-05-13,16.23
2010-05-14,15.88
2010-05-17,15.735
2010-05-18,15.59
2010-05-19,15.52
2010-05-20,15.11
2010-05-21,15.35
2010-05-24,15.455
2010-05-25,15.47
2010-05-26,15.71
2010-05-27,16.355
2010-05-28,15.87
2010-06-01,15.615
2010-06-02,16.344998999999998
2010-06-03,16.42
2010-06-04,15.545
2010-06-07,15.055
2010-06-08,14.95
2010-06-09,14.85
2010-06-10,15.64
2010-06-11,16.040001
2010-06-14,15.975
2010-06-15,16.385
2010-06-16,16.285
2010-06-17,16.485001
2010-06-18,16.52
2010-06-21,16.82
2010-06-22,16.615
2010-06-23,16.525
2010-06-24,16.1
2010-06-25,16.174999
2010-06-28,16.370001000000002
2010-06-29,15.295
2010-06-30,15.465
2010-07-01,15.7
2010-07-02,15.42
2010-07-06,15.57
2010-07-07,15.75
2010-07-08,15.76
2010-07-09,15.74
2010-07-12,15.58
2010-07-13,15.935
2010-07-14,16.049999
2010-07-15,15.945
2010-07-16,15.315
2010-07-19,15.415
2010-07-20,15.54
2010-07-21,15.17
2010-07-22,15.65
2010-07-23,16.115
2010-07-26,16.844998999999998
2010-07-27,16.66
2010-07-28,16.615
2010-07-29,16.764999
2010-07-30,17.190001000000002
2010-08-02,17.43
2010-08-03,17.02
2010-08-04,17.014999
2010-08-05,16.924999
2010-08-06,16.735001
2010-08-09,16.68
2010-08-10,16.834999
2010-08-11,16.555
2010-08-12,16.35
2010-08-13,16.41
2010-08-16,16.360001
2010-08-17,16.799999
2010-08-18,16.995001000000002
2010-08-19,16.639999
2010-08-20,16.785
2010-08-23,16.775
2010-08-24,16.375
2010-08-25,16.370001000000002
2010-08-26,16.559998999999998
2010-08-27,16.965
2010-08-30,16.865
2010-08-31,16.9
2010-09-01,17.445
2010-09-02,17.68
2010-09-03,18.065001000000002
2010-09-07,17.495001000000002
2010-09-08,17.325001
2010-09-09,17.379998999999998
2010-09-10,17.495001000000002
2010-09-13,17.605
2010-09-14,17.879998999999998
2010-09-15,18.325001
2010-09-16,18.540001
2010-09-17,18.700001
2010-09-20,19.26
2010-09-21,19.105
2010-09-22,18.764999
2010-09-23,18.665001
2010-09-24,19.045
2010-09-27,19.120001000000002
2010-09-28,19.1
2010-09-29,19.125
2010-09-30,19.094998999999998
2010-10-01,18.879998999999998
2010-10-04,18.690001000000002
2010-10-05,19.195
2010-10-06,18.934998999999998
2010-10-07,19.174999
2010-10-08,19.004998999999998
2010-10-11,18.98
2010-10-12,19.084999
2010-10-13,19.32
2010-10-14,19.0
2010-10-15,18.995001000000002
2010-10-18,19.045
2010-10-19,18.76
2010-10-20,19.075001
2010-10-21,19.055
2010-10-22,19.305
2010-10-25,19.445
2010-10-26,19.545
2010-10-27,19.665001
2010-10-28,19.540001
2010-10-29,19.450001
2010-11-01,19.379998999999998
2010-11-02,19.35
2010-11-03,18.57
2010-11-04,18.184998999999998
2010-11-05,17.815001000000002
2010-11-08,17.844998999999998
2010-11-09,17.68
2010-11-10,18.01
2010-11-11,17.764999
2010-11-12,17.575001
2010-11-15,17.545
2010-11-16,17.485001
2010-11-17,18.0
2010-11-18,18.450001
2010-11-19,18.445
2010-11-22,18.264999
2010-11-23,17.895
2010-11-24,18.315001000000002
2010-11-26,18.254998999999998
2010-11-29,18.030001000000002
2010-11-30,17.754998999999998
2010-12-01,17.98
2010-12-02,18.379998999999998
2010-12-03,18.709999
2010-12-06,18.700001
2010-12-07,18.690001000000002
2010-12-08,18.525
2010-12-09,18.389999
2010-12-10,18.51
2010-12-13,18.280001000000002
2010-12-14,18.305
2010-12-15,18.215
2010-12-16,18.33
2010-12-17,18.535
2010-12-20,18.5
2010-12-21,18.555
2010-12-22,18.504998999999998
2010-12-23,18.4
2010-12-27,18.305
2010-12-28,18.275
2010-12-29,18.365
2010-12-30,18.309998999999998
2010-12-31,18.344998999999998
2011-01-03,18.379998999999998
2011-01-04,18.120001000000002
2011-01-05,17.665001
2011-01-06,17.43
2011-01-07,17.42
2011-01-10,17.25
2011-01-11,17.375
2011-01-12,17.205
2011-01-13,16.825001
2011-01-14,16.639999
2011-01-18,16.99
2011-01-19,16.945
2011-01-20,17.155001000000002
2011-01-21,17.264999
2011-01-24,17.33
2011-01-25,17.094998999999998
2011-01-26,17.120001000000002
2011-01-27,17.084999
2011-01-28,16.785
2011-01-31,16.98
2011-02-01,17.049999
2011-02-02,17.450001
2011-02-03,18.1
2011-02-04,18.33
2011-02-07,18.655001000000002
2011-02-08,18.92
2011-02-09,18.98
2011-02-10,19.129998999999998
2011-02-11,19.365
2011-02-14,19.379998999999998
2011-02-15,19.5
2011-02-16,19.709999
2011-02-17,19.315001000000002
2011-02-18,19.525
2011-02-22,19.17
2011-02-23,18.955
2011-02-24,18.93
2011-02-25,19.065001000000002
2011-02-28,19.035
2011-03-01,18.66
2011-03-02,18.805
2011-03-03,18.885
2011-03-04,18.555
2011-03-07,18.235001
2011-03-08,18.25
2011-03-09,18.139999
2011-03-10,17.9
2011-03-11,17.959999
2011-03-14,17.665001
2011-03-15,17.424999
2011-03-16,16.985001
2011-03-17,16.955
2011-03-18,17.195
2011-03-21,17.370001000000002
2011-03-22,17.25
2011-03-23,17.389999
2011-03-24,17.32
2011-03-25,17.290001
2011-03-28,17.155001000000002
2011-03-29,17.0
2011-03-30,17.700001
2011-03-31,17.605
2011-04-01,17.73
2011-04-04,17.889999
2011-04-05,17.795
2011-04-06,17.809998999999998
2011-04-07,17.780001000000002
2011-04-08,17.73
2011-04-11,17.844998999999998
2011-04-12,17.83
2011-04-13,17.915001
2011-04-14,17.815001000000002
2011-04-15,17.905001000000002
2011-04-18,17.834999
2011-04-19,18.049999
2011-04-20,18.504998999999998
2011-04-21,18.48
2011-04-25,18.83
2011-04-26,18.625
2011-04-27,18.885
2011-04-28,19.42
2011-04-29,19.73
2011-05-02,19.91
2011-05-03,19.879998999999998
2011-05-04,19.645
2011-05-05,19.615
2011-05-06,19.965
2011-05-09,19.865
2011-05-10,19.945
2011-05-11,19.6
2011-05-12,19.975
2011-05-13,19.775
2011-05-16,19.42
2011-05-17,19.370001000000002
2011-05-18,19.879998999999998
2011-05-19,20.105
2011-05-20,19.885
2011-05-23,19.620001000000002
2011-05-24,19.245001000000002
2011-05-25,19.245001000000002
2011-05-26,19.275
2011-05-27,19.245001000000002
2011-05-31,19.415001
2011-06-01,19.105
2011-06-02,18.98
2011-06-03,18.705
2011-06-06,18.27
2011-06-07,18.424999
2011-06-08,18.200001
2011-06-09,18.365
2011-06-10,17.9
2011-06-13,17.934998999999998
2011-06-14,18.225
2011-06-15,17.815001000000002
2011-06-16,18.200001
2011-06-17,18.290001
2011-06-20,18.455
2011-06-21,18.825001
2011-06-22,18.67
2011-06-23,18.24
2011-06-24,17.959999
2011-06-27,18.0
2011-06-28,18.115
2011-06-29,18.165001
2011-06-30,18.275
2011-07-01,18.684998999999998
2011-07-05,18.915001
2011-07-06,18.74
2011-07-07,19.1
2011-07-08,18.77
2011-07-11,18.68
2011-07-12,18.865
2011-07-13,18.834999
2011-07-14,18.764999
2011-07-15,18.705
2011-07-18,18.264999
2011-07-19,18.344998999999998
2011-07-20,18.129998999999998
2011-07-21,18.450001
2011-07-22,18.455
2011-07-25,18.08
2011-07-26,18.139999
2011-07-27,18.075001
2011-07-28,18.25
2011-07-29,18.014999
2011-08-01,17.775
2011-08-02,17.225
2011-08-03,17.105
2011-08-04,16.43
2011-08-05,16.92
2011-08-08,15.83
2011-08-09,17.02
2011-08-10,16.76
2011-08-11,17.545
2011-08-12,17.945
2011-08-15,18.285
2011-08-16,18.33
2011-08-17,18.165001
2011-08-18,16.879998999999998
2011-08-19,16.85
2011-08-22,16.555
2011-08-23,17.475
2011-08-24,17.93
2011-08-25,17.834999
2011-08-26,18.41
2011-08-29,18.834999
2011-08-30,19.33
2011-08-31,19.754998999999998
2011-09-01,19.625
2011-09-02,19.385
2011-09-06,18.99
2011-09-07,19.174999
2011-09-08,18.725
2011-09-09,18.35
2011-09-12,18.035
2011-09-13,18.290001
2011-09-14,18.75
2011-09-15,19.105
2011-09-16,18.795
2011-09-19,18.855
2011-09-20,18.975
2011-09-21,18.969998999999998
2011-09-22,18.455
2011-09-23,19.065001000000002
2011-09-26,19.4
2011-09-27,19.17
2011-09-28,18.344998999999998
2011-09-29,18.049999
2011-09-30,17.575001
2011-10-03,17.065001000000002
2011-10-04,17.465
2011-10-05,17.790001
2011-10-06,18.209999
2011-10-07,18.065001000000002
2011-10-10,18.665001
2011-10-11,18.945
2011-10-12,19.165001
2011-10-13,19.165001
2011-10-14,19.59
2011-10-17,19.395
2011-10-18,19.48
2011-10-19,19.264999
2011-10-20,19.355
2011-10-21,20.09
2011-10-24,20.219998999999998
2011-10-25,19.895
2011-10-26,19.639999
2011-10-27,19.879998999999998
2011-10-28,19.6
2011-10-31,19.785
2011-11-01,19.235001
2011-11-02,20.025
2011-11-03,20.225
2011-11-04,20.110001
2011-11-07,20.395
2011-11-08,20.9
2011-11-09,19.465
2011-11-10,19.385
2011-11-11,19.67
2011-11-14,19.684998999999998
2011-11-15,19.344998999999998
2011-11-16,19.200001
2011-11-17,18.754998999999998
2011-11-18,18.75
2011-11-21,18.49
2011-11-22,18.715
2011-11-23,18.094998999999998
2011-11-25,18.025
2011-11-28,18.129998999999998
2011-11-29,18.205
2011-11-30,18.92
2011-12-01,18.73
2011-12-02,19.08
2011-12-05,18.945
2011-12-06,19.02
2011-12-07,19.0
2011-12-08,18.690001000000002
2011-12-09,18.975
2011-12-12,18.889999
2011-12-13,18.85
2011-12-14,18.450001
2011-12-15,18.405001000000002
2011-12-16,18.225
2011-12-19,18.09
2011-12-20,18.535
2011-12-21,18.469998999999998
2011-12-22,18.450001
2011-12-23,18.59
2011-12-27,18.625
2011-12-28,18.790001
2011-12-29,18.74
2011-12-30,18.85
2012-01-03,18.9
2012-01-04,18.75
2012-01-05,18.57
2012-01-06,18.66
2012-01-09,18.73
2012-01-10,19.07
2012-01-11,19.290001
2012-01-12,19.690001000000002
2012-01-13,19.809998999999998
2012-01-17,19.92
2012-01-18,19.98
2012-01-19,20.334999
2012-01-20,19.99
2012-01-23,19.885
2012-01-24,19.934998999999998
2012-01-25,20.014999
2012-01-26,19.934998999999998
2012-01-27,19.594998999999998
2012-01-30,19.465
2012-01-31,19.424999
2012-02-01,19.629998999999998
2012-02-02,19.475
2012-02-03,19.67
2012-02-06,19.889999
2012-02-07,20.280001000000002
2012-02-08,20.42
2012-02-09,20.375
2012-02-10,20.52
2012-02-13,20.68
2012-02-14,20.73
2012-02-15,20.76
2012-02-16,20.615
2012-02-17,20.764999
2012-02-21,20.51
2012-02-22,20.389999
2012-02-23,20.424999
2012-02-24,20.57
2012-02-27,20.65
2012-02-28,21.275
2012-02-29,21.73
2012-03-01,21.700001
2012-03-02,22.15
2012-03-05,22.27
2012-03-06,21.690001000000002
2012-03-07,21.66
2012-03-08,22.135
2012-03-09,22.035
2012-03-12,21.844998999999998
2012-03-13,22.615
2012-03-14,22.285
2012-03-15,22.33
2012-03-16,22.594998999999998
2012-03-19,22.73
2012-03-20,22.35
2012-03-21,22.945
2012-03-22,22.924999
2012-03-23,23.205
2012-03-26,23.200001
2012-03-27,23.075001
2012-03-28,22.955
2012-03-29,22.98
2012-03-30,23.440001000000002
2012-04-02,23.645
2012-04-03,23.725
2012-04-04,23.82
2012-04-05,23.975
2012-04-09,23.82
2012-04-10,23.379998999999998
2012-04-11,23.799999
2012-04-12,24.094998999999998
2012-04-13,24.110001
2012-04-16,23.889999
2012-04-17,24.02
2012-04-18,24.059998999999998
2012-04-19,23.9
2012-04-20,24.094998999999998
2012-04-23,23.764999
2012-04-24,23.950001
2012-04-25,24.165001
2012-04-26,24.525
2012-04-27,25.195
2012-04-30,24.844998999999998
2012-05-01,24.700001
2012-05-02,24.934998999999998
2012-05-03,25.225
2012-05-04,24.629998999999998
2012-05-07,24.68
2012-05-08,23.58
2012-05-09,23.610001
2012-05-10,23.48
2012-05-11,23.754998999999998
2012-05-14,23.405001000000002
2012-05-15,23.465
2012-05-16,23.629998999999998
2012-05-17,22.315001000000002
2012-05-18,22.025
2012-05-21,22.790001
2012-05-22,22.945
2012-05-23,23.075001
2012-05-24,23.190001000000002
2012-05-25,23.514999
2012-05-29,23.695
2012-05-30,23.379998999999998
2012-05-31,23.295
2012-06-01,22.6
2012-06-04,22.49
2012-06-05,22.825001
2012-06-06,23.295
2012-06-07,23.605
2012-06-08,23.799999
2012-06-11,23.85
2012-06-12,24.200001
2012-06-13,23.405001000000002
2012-06-14,23.485001
2012-06-15,23.785
2012-06-18,24.094998999999998
2012-06-19,24.42
2012-06-20,24.860001
2012-06-21,24.76
2012-06-22,24.785
2012-06-25,24.629998999999998
2012-06-26,24.645
2012-06-27,24.790001
2012-06-28,24.665001
2012-06-29,25.045
2012-07-02,25.52
2012-07-03,25.504998999999998
2012-07-05,25.184998999999998
2012-07-06,24.780001000000002
2012-07-09,23.924999
2012-07-10,23.245001000000002
2012-07-11,23.135
2012-07-12,23.059998999999998
2012-07-13,23.209999
2012-07-16,22.635
2012-07-17,23.15
2012-07-18,23.135
2012-07-19,23.455
2012-07-20,23.165001
2012-07-23,22.834999
2012-07-24,22.745001000000002
2012-07-25,23.02
2012-07-26,23.49
2012-07-27,24.18
2012-07-30,23.545
2012-07-31,23.309998999999998
2012-08-01,22.99
2012-08-02,23.514999
2012-08-03,24.290001
2012-08-06,24.76
2012-08-07,25.264999
2012-08-08,25.305
2012-08-09,25.355
2012-08-10,25.700001
2012-08-13,25.5
2012-08-14,24.965
2012-08-15,25.055
2012-08-16,25.040001
2012-08-17,24.855
2012-08-20,24.629998999999998
2012-08-21,24.785
2012-08-22,24.684998999999998
2012-08-23,24.43
2012-08-24,25.049999
2012-08-27,25.315001000000002
2012-08-28,25.190001000000002
2012-08-29,25.309998999999998
2012-08-30,25.52
2012-08-31,25.905001000000002
2012-09-04,26.035
2012-09-05,25.870001000000002
2012-09-06,26.129998999999998
2012-09-07,26.235001
2012-09-10,26.1
2012-09-11,25.959999
2012-09-12,26.225
2012-09-13,27.01
2012-09-14,27.219998999999998
2012-09-17,27.23
2012-09-18,27.34
2012-09-19,27.815001000000002
2012-09-20,27.809998999999998
2012-09-21,27.85
2012-09-24,27.59
2012-09-25,27.254998999999998
2012-09-26,27.370001000000002
2012-09-27,27.895
2012-09-28,28.02
2012-10-01,28.165001
2012-10-02,28.004998999999998
2012-10-03,28.184998999999998
2012-10-04,28.540001
2012-10-05,28.635
2012-10-08,28.24
2012-10-09,27.84
2012-10-10,28.065001000000002
2012-10-11,28.305
2012-10-12,28.355
2012-10-15,28.735001
2012-10-16,28.865
2012-10-17,28.540001
2012-10-18,28.719998999999998
2012-10-19,28.08
2012-10-22,28.305
2012-10-23,27.855
2012-10-24,27.475
2012-10-25,27.299999
2012-10-26,26.875
2012-10-31,27.389999
2012-11-01,28.200001
2012-11-02,27.58
2012-11-05,27.290001
2012-11-06,26.545
2012-11-07,26.209999
2012-11-08,25.83
2012-11-09,26.275
2012-11-12,25.950001
2012-11-13,26.370001000000002
2012-11-14,25.639999
2012-11-15,25.719998999999998
2012-11-16,25.68
2012-11-19,26.525
2012-11-20,26.77
2012-11-21,26.74
2012-11-23,27.094998999999998
2012-11-26,27.065001000000002
2012-11-27,27.025
2012-11-28,27.530001000000002
2012-11-29,27.895
2012-11-30,28.139999
2012-12-03,27.924999
2012-12-04,28.049999
2012-12-05,28.52
2012-12-06,28.74
2012-12-07,28.43
2012-12-10,28.025
2012-12-11,28.639999
2012-12-12,28.665001
2012-12-13,28.040001
2012-12-14,28.165001
2012-12-17,28.735001
2012-12-18,29.434998999999998
2012-12-19,29.23
2012-12-20,29.254998999999998
2012-12-21,29.145
2012-12-24,29.135
2012-12-26,29.004998999999998
2012-12-27,28.75
2012-12-28,28.559998999999998
2012-12-31,29.25
2013-01-02,30.08
2013-01-03,30.165001
2013-01-04,30.370001000000002
2013-01-07,30.105
2013-01-08,30.985001
2013-01-09,30.959999
2013-01-10,30.83
2013-01-11,31.045
2013-01-14,30.895
2013-01-15,30.76
2013-01-16,30.795
2013-01-17,30.995001000000002
2013-01-18,30.93
2013-01-22,30.9
2013-01-23,30.895
2013-01-24,31.1
2013-01-25,31.4
2013-01-28,31.504998999999998
2013-01-29,31.555
2013-01-30,31.645
2013-01-31,31.855
2013-02-01,32.095001
2013-02-04,31.855
2013-02-05,31.98
2013-02-06,31.834999
2013-02-07,32.165001000000004
2013-02-08,32.299999
2013-02-11,32.154999
2013-02-12,32.110001000000004
2013-02-13,32.154999
2013-02-14,31.879998999999998
2013-02-15,31.504998999999998
2013-02-19,31.51
2013-02-20,31.110001
2013-02-21,30.809998999999998
2013-02-22,31.5
2013-02-25,31.495001000000002
2013-02-26,31.594998999999998
2013-02-27,32.424999
2013-02-28,32.25
2013-03-01,33.084998999999996
2013-03-04,33.330002
2013-03-05,34.044998
2013-03-06,33.240002000000004
2013-03-07,34.75
2013-03-08,34.994999
2013-03-11,35.049999
2013-03-12,34.959998999999996
2013-03-13,35.040001000000004
2013-03-14,35.299999
2013-03-15,34.669998
2013-03-18,34.735001000000004
2013-03-19,34.845001
2013-03-20,35.25
2013-03-21,34.880001
2013-03-22,34.959998999999996
2013-03-25,34.794998
2013-03-26,34.880001
2013-03-27,34.740002000000004
2013-03-28,34.77
2013-04-01,34.985001000000004
2013-04-02,35.009997999999996
2013-04-03,34.915001000000004
2013-04-04,34.860001000000004
2013-04-05,34.994999
2013-04-08,35.275002
2013-04-09,35.34
2013-04-10,36.384997999999996
2013-04-11,36.540001000000004
2013-04-12,36.740002000000004
2013-04-15,35.549999
2013-04-16,35.625
2013-04-17,35.540001000000004
2013-04-18,35.0
2013-04-19,35.505001
2013-04-22,35.450001
2013-04-23,35.455002
2013-04-24,35.41
2013-04-25,35.645
2013-04-26,35.389998999999996
2013-04-29,35.435001
2013-04-30,35.445
2013-05-01,35.279999
2013-05-02,35.93
2013-05-03,35.799999
2013-05-06,35.625
2013-05-07,35.235001000000004
2013-05-08,34.91
2013-05-09,35.200001
2013-05-10,35.514998999999996
2013-05-13,34.93
2013-05-14,35.285
2013-05-15,35.360001000000004
2013-05-16,35.110001000000004
2013-05-17,34.945
2013-05-20,34.855
2013-05-21,35.330002
2013-05-22,35.134997999999996
2013-05-23,35.195
2013-05-24,35.029999
2013-05-28,35.470001
2013-05-29,35.005001
2013-05-30,35.16
2013-05-31,34.985001000000004
2013-06-03,34.919998
2013-06-04,34.724998
2013-06-05,33.77
2013-06-06,33.564999
2013-06-07,34.009997999999996
2013-06-10,33.009997999999996
2013-06-11,32.84
