Date,TPR
2001-03-28,3.45375
2001-03-29,3.53125
2001-03-30,3.61375
2001-04-02,3.5
2001-04-03,3.44375
2001-04-04,3.56125
2001-04-05,3.59375
2001-04-06,3.50625
2001-04-09,3.53125
2001-04-10,3.5
2001-04-11,3.13125
2001-04-12,3.18125
2001-04-16,3.1875
2001-04-17,2.975
2001-04-18,3.15625
2001-04-19,2.97
2001-04-20,2.94875
2001-04-23,3.0
2001-04-24,3.3275
2001-04-25,3.69
2001-04-26,3.625
2001-04-27,3.7875
2001-04-30,4.055
2001-05-01,4.2875
2001-05-02,4.34375
2001-05-03,3.975
2001-05-04,3.9875
2001-05-07,3.935
2001-05-08,3.925
2001-05-09,3.975
2001-05-10,4.00875
2001-05-11,4.01375
2001-05-14,4.24375
2001-05-15,4.3775
2001-05-16,4.5625
2001-05-17,4.5125
2001-05-18,4.375
2001-05-21,4.575
2001-05-22,4.60375
2001-05-23,4.53125
2001-05-24,4.55625
2001-05-25,4.59375
2001-05-29,4.5025
2001-05-30,4.5025
2001-05-31,4.38125
2001-06-01,4.4375
2001-06-04,4.4125
2001-06-05,4.4875
2001-06-06,4.3775
2001-06-07,4.395
2001-06-08,4.48625
2001-06-11,4.47
2001-06-12,4.4975
2001-06-13,4.63125
2001-06-14,4.46125
2001-06-15,4.37
2001-06-18,4.37625
2001-06-19,4.40625
2001-06-20,4.40625
2001-06-21,4.65625
2001-06-22,4.575
2001-06-25,4.55125
2001-06-26,4.74625
2001-06-27,4.81125
2001-06-28,4.8
2001-06-29,4.75625
2001-07-02,4.70625
2001-07-03,4.81875
2001-07-05,4.46
2001-07-06,4.3775
2001-07-09,4.585
2001-07-10,4.7375
2001-07-11,5.0625
2001-07-12,5.1875
2001-07-13,5.0
2001-07-16,5.12125
2001-07-17,5.275
2001-07-18,5.15625
2001-07-19,5.115
2001-07-20,5.075
2001-07-23,4.90125
2001-07-24,4.7475
2001-07-25,4.96875
2001-07-26,5.1375
2001-07-27,4.85
2001-07-30,4.9
2001-07-31,4.72125
2001-08-01,4.55
2001-08-02,4.71875
2001-08-03,4.64375
2001-08-06,4.45625
2001-08-07,4.5075
2001-08-08,4.53125
2001-08-09,4.6025
2001-08-10,4.45
2001-08-13,4.375
2001-08-14,4.49375
2001-08-15,4.375
2001-08-16,4.39375
2001-08-17,4.20625
2001-08-20,4.14
2001-08-21,4.255
2001-08-22,4.375
2001-08-23,4.4
2001-08-24,4.41875
2001-08-27,4.6
2001-08-28,4.50125
2001-08-29,4.50125
2001-08-30,4.4875
2001-08-31,4.5375
2001-09-04,4.51125
2001-09-05,4.625
2001-09-06,4.415
2001-09-07,4.26875
2001-09-10,4.15
2001-09-17,3.16875
2001-09-18,2.875
2001-09-19,2.8775
2001-09-20,2.8125
2001-09-21,2.875
2001-09-24,3.2
2001-09-25,3.12375
2001-09-26,2.7375
2001-09-27,2.96375
2001-09-28,3.31375
2001-10-01,3.0
2001-10-02,2.85375
2001-10-03,3.105
2001-10-04,2.9725
2001-10-05,3.11875
2001-10-08,3.06875
2001-10-09,3.0
2001-10-10,3.185
2001-10-11,3.5275
2001-10-12,3.35625
2001-10-15,3.21875
2001-10-16,3.25
2001-10-17,3.1125
2001-10-18,3.25
2001-10-19,3.4
2001-10-22,3.49375
2001-10-23,3.7625
2001-10-24,3.66125
2001-10-25,3.5625
2001-10-26,3.7725
2001-10-29,3.50375
2001-10-30,3.375
2001-10-31,3.4875
2001-11-01,3.37125
2001-11-02,3.54125
2001-11-05,3.7475
2001-11-06,3.98875
2001-11-07,4.08125
2001-11-08,4.025
2001-11-09,3.9725
2001-11-12,3.86875
2001-11-13,4.0
2001-11-14,4.1
2001-11-15,4.25
2001-11-16,4.125
2001-11-19,4.08125
2001-11-20,4.1275
2001-11-21,4.15
2001-11-23,4.1825
2001-11-26,4.11875
2001-11-27,4.13875
2001-11-28,4.0725
2001-11-29,4.15
2001-11-30,4.125
2001-12-03,4.05875
2001-12-04,4.08125
2001-12-05,4.39875
2001-12-06,4.4925
2001-12-07,4.375
2001-12-10,4.2225
2001-12-11,4.15625
2001-12-12,4.1375
2001-12-13,4.15
2001-12-14,4.23875
2001-12-17,4.38375
2001-12-18,4.7475
2001-12-19,4.73125
2001-12-20,4.585
2001-12-21,4.78125
2001-12-24,4.68625
2001-12-26,4.83
2001-12-27,4.6525
2001-12-28,4.7975
2001-12-31,4.8725
2002-01-02,4.74375
2002-01-03,4.755
2002-01-04,4.86375
2002-01-07,5.03125
2002-01-08,5.2625
2002-01-09,5.08125
2002-01-10,5.18875
2002-01-11,5.1175
2002-01-14,5.0375
2002-01-15,5.1775
2002-01-16,5.1375
2002-01-17,5.26375
2002-01-18,5.28125
2002-01-22,5.27875
2002-01-23,5.375
2002-01-24,5.55375
2002-01-25,5.53625
2002-01-28,5.8325
2002-01-29,5.77
2002-01-30,5.8625
2002-01-31,5.76875
2002-02-01,5.74
2002-02-04,5.49
2002-02-05,5.475
2002-02-06,5.35
2002-02-07,5.26625
2002-02-08,5.45
2002-02-11,5.6675
2002-02-12,5.5
2002-02-13,5.5675
2002-02-14,5.53375
2002-02-15,5.51
2002-02-19,5.44125
2002-02-20,5.60375
2002-02-21,5.5925
2002-02-22,5.59375
2002-02-25,5.525
2002-02-26,5.66875
2002-02-27,6.235
2002-02-28,6.2325
2002-03-01,6.2375
2002-03-04,6.485
2002-03-05,6.0
2002-03-06,5.965
2002-03-07,6.2475
2002-03-08,6.01625
2002-03-11,6.0
2002-03-12,6.11875
2002-03-13,6.22875
2002-03-14,6.3375
2002-03-15,6.51
2002-03-18,6.4075
2002-03-19,6.56875
2002-03-20,6.5025
2002-03-21,6.19125
2002-03-22,6.36375
2002-03-25,6.2775
2002-03-26,6.38625
2002-03-27,6.43875
2002-03-28,6.33875
2002-04-01,6.2675
2002-04-02,6.11125
2002-04-03,6.01375
2002-04-04,6.2125
2002-04-05,6.45
2002-04-08,6.62375
2002-04-09,6.825
2002-04-10,6.75875
2002-04-11,6.59375
2002-04-12,6.67875
2002-04-15,6.56
2002-04-16,6.8075
2002-04-17,6.90625
2002-04-18,6.98625
2002-04-19,6.9275
2002-04-22,6.73125
2002-04-23,7.075
2002-04-24,7.0025
2002-04-25,7.1025
2002-04-26,6.875
2002-04-29,6.79125
2002-04-30,7.0
2002-05-01,6.94875
2002-05-02,7.1375
2002-05-03,6.975
2002-05-06,6.84125
2002-05-07,6.76
2002-05-08,6.91875
2002-05-09,7.0875
2002-05-10,7.0
2002-05-13,6.9875
2002-05-14,7.2625
2002-05-15,7.3725
2002-05-16,7.29375
2002-05-17,7.485
2002-05-20,7.38125
2002-05-21,7.1125
2002-05-22,6.79875
2002-05-23,6.745
2002-05-24,6.88875
2002-05-28,6.61
2002-05-29,6.3875
2002-05-30,6.3125
2002-05-31,6.5325
2002-06-03,6.2675
2002-06-04,5.9825
2002-06-05,6.5
2002-06-06,6.60375
2002-06-07,6.85
2002-06-10,7.04
2002-06-11,6.805
2002-06-12,6.77375
2002-06-13,6.5575
2002-06-14,6.5575
2002-06-17,6.84125
2002-06-18,6.905
2002-06-19,6.90875
2002-06-20,6.7825
2002-06-21,6.875
2002-06-24,6.64125
2002-06-25,6.39
2002-06-26,6.65
2002-06-27,6.8875
2002-06-28,6.8625
2002-07-01,6.5875
2002-07-02,6.395
2002-07-03,6.30375
2002-07-05,6.4525
2002-07-08,6.435
2002-07-09,6.1575
2002-07-10,5.8
2002-07-11,5.8025
2002-07-12,5.675
2002-07-15,5.4375
2002-07-16,5.25
2002-07-17,5.175
2002-07-18,5.095
2002-07-19,4.88
2002-07-22,4.805
2002-07-23,4.5325
2002-07-24,5.2525
2002-07-25,5.2025
2002-07-26,5.475
2002-07-29,6.18
2002-07-30,5.88
2002-07-31,5.7
2002-08-01,5.58
2002-08-02,5.58
2002-08-05,5.425
2002-08-06,5.875
2002-08-07,5.8
2002-08-08,5.8675
2002-08-09,6.1375
2002-08-12,5.94
2002-08-13,6.2125
2002-08-14,6.375
2002-08-15,6.745
2002-08-16,6.815
2002-08-19,6.8125
2002-08-20,6.825
2002-08-21,6.745
2002-08-22,6.75
2002-08-23,6.63
2002-08-26,6.7275
2002-08-27,6.63
2002-08-28,6.43
2002-08-29,6.2525
2002-08-30,6.1575
2002-09-03,6.53
2002-09-04,7.225
2002-09-05,6.93
2002-09-06,7.295
2002-09-09,7.34
2002-09-10,7.3375
2002-09-11,7.3125
2002-09-12,7.0125
2002-09-13,7.245
2002-09-16,7.2575
2002-09-17,7.1075
2002-09-18,7.265
2002-09-19,7.1325
2002-09-20,7.035
2002-09-23,6.875
2002-09-24,6.69
2002-09-25,6.915
2002-09-26,7.0225
2002-09-27,6.7775
2002-09-30,6.4
2002-10-01,6.3525
2002-10-02,6.2025
2002-10-03,6.2725
2002-10-04,6.2475
2002-10-07,5.93
2002-10-08,6.175
2002-10-09,5.8975
2002-10-10,6.07
2002-10-11,6.375
2002-10-14,6.545
2002-10-15,7.245
2002-10-16,6.96
2002-10-17,7.4075
2002-10-18,7.29
2002-10-21,7.355
2002-10-22,7.35
2002-10-23,7.9475
2002-10-24,7.9725
2002-10-25,7.9675
2002-10-28,7.675
2002-10-29,7.6675
2002-10-30,7.415
2002-10-31,7.4375
2002-11-01,7.85
2002-11-04,7.6875
2002-11-05,7.62
2002-11-06,7.8875
2002-11-07,7.65
2002-11-08,7.435
2002-11-11,7.1275
2002-11-12,7.625
2002-11-13,7.7275
2002-11-14,7.77
2002-11-15,7.875
2002-11-18,7.9525
2002-11-19,7.875
2002-11-20,8.135
2002-11-21,8.4375
2002-11-22,8.165
2002-11-25,8.305
2002-11-26,8.1025
2002-11-27,8.4725
2002-11-29,8.505
2002-12-02,8.6175
2002-12-03,8.4775
2002-12-04,8.525
2002-12-05,8.2575
2002-12-06,8.4775
2002-12-09,7.7375
2002-12-10,8.0525
2002-12-11,8.0775
2002-12-12,8.31
2002-12-13,8.125
2002-12-16,8.3175
2002-12-17,8.2625
2002-12-18,7.92
2002-12-19,8.0375
2002-12-20,8.35
2002-12-23,8.085
2002-12-24,8.015
2002-12-26,8.1475
2002-12-27,7.8775
2002-12-30,8.24
2002-12-31,8.23
2003-01-02,8.4325
2003-01-03,8.315
2003-01-06,8.4475
2003-01-07,8.6475
2003-01-08,8.41
2003-01-09,8.345
2003-01-10,8.35
2003-01-13,7.99
2003-01-14,7.5875
2003-01-15,7.6875
2003-01-16,7.7825
2003-01-17,7.565
2003-01-21,7.2925
2003-01-22,8.12
2003-01-23,8.1625
2003-01-24,8.025
2003-01-27,7.845
2003-01-28,7.93
2003-01-29,7.985
2003-01-30,8.055
2003-01-31,7.9875
2003-02-03,8.05
2003-02-04,7.9725
2003-02-05,8.155
2003-02-06,8.0725
2003-02-07,7.7925
2003-02-10,7.8525
2003-02-11,7.8325
2003-02-12,7.7
2003-02-13,7.59
2003-02-14,7.945
2003-02-18,8.2
2003-02-19,8.105
2003-02-20,8.13
2003-02-21,8.3125
2003-02-24,7.925
2003-02-25,8.4925
2003-02-26,8.485
2003-02-27,8.6225
2003-02-28,8.9325
2003-03-03,8.8575
2003-03-04,8.7
2003-03-05,8.8375
2003-03-06,8.97
2003-03-07,9.1375
2003-03-10,8.955
2003-03-11,9.04
2003-03-12,9.215
2003-03-13,9.3325
2003-03-14,9.245
2003-03-17,9.7
2003-03-18,9.625
2003-03-19,9.66
2003-03-20,9.75
2003-03-21,9.9825
2003-03-24,9.465
2003-03-25,9.925
2003-03-26,9.625
2003-03-27,9.6325
2003-03-28,9.575
2003-03-31,9.5825
2003-04-01,9.4525
2003-04-02,9.6325
2003-04-03,9.7075
2003-04-04,9.635
2003-04-07,9.9
2003-04-08,9.75
2003-04-09,9.58
2003-04-10,9.7425
2003-04-11,9.625
2003-04-14,9.605
2003-04-15,9.57
2003-04-16,9.27
2003-04-17,9.5325
2003-04-21,9.625
2003-04-22,10.635
2003-04-23,10.6725
2003-04-24,10.55
2003-04-25,10.2925
2003-04-28,10.75
2003-04-29,10.8525
2003-04-30,10.8775
2003-05-01,10.755
2003-05-02,11.025
2003-05-05,11.1
2003-05-06,11.31
2003-05-07,11.3
2003-05-08,11.16
2003-05-09,11.375
2003-05-12,11.6725
2003-05-13,11.6775
2003-05-14,11.72
2003-05-15,11.4325
2003-05-16,11.3125
2003-05-19,10.775
2003-05-20,10.805
2003-05-21,11.1875
2003-05-22,11.25
2003-05-23,11.1725
2003-05-27,11.4
2003-05-28,11.835
2003-05-29,11.7975
2003-05-30,12.2825
2003-06-02,12.7125
2003-06-03,12.6175
2003-06-04,12.7775
2003-06-05,13.22
2003-06-06,13.1575
2003-06-09,12.845
2003-06-10,12.71
2003-06-11,12.7975
2003-06-12,12.9075
2003-06-13,12.9175
2003-06-16,12.96
2003-06-17,12.46
2003-06-18,12.6975
2003-06-19,12.7375
2003-06-20,12.7
2003-06-23,12.25
2003-06-24,12.2125
2003-06-25,12.5625
2003-06-26,12.6975
2003-06-27,12.485
2003-06-30,12.435
2003-07-01,12.7275
2003-07-02,12.7925
2003-07-03,12.7275
2003-07-07,13.2125
2003-07-08,14.04
2003-07-09,13.805
2003-07-10,13.605
2003-07-11,13.8325
2003-07-14,13.805
2003-07-15,13.7375
2003-07-16,13.5225
2003-07-17,13.1825
2003-07-18,13.1625
2003-07-21,13.3875
2003-07-22,13.4575
2003-07-23,13.4075
2003-07-24,13.2775
2003-07-25,13.435
2003-07-28,13.8425
2003-07-29,13.55
2003-07-30,13.335
2003-07-31,13.25
2003-08-01,13.275
2003-08-04,13.2
2003-08-05,13.06
2003-08-06,12.7175
2003-08-07,12.98
2003-08-08,13.42
2003-08-11,13.215
2003-08-12,13.465
2003-08-13,13.69
2003-08-14,13.4825
2003-08-15,13.7275
2003-08-18,13.7
2003-08-19,13.695
2003-08-20,13.9575
2003-08-21,14.135
2003-08-22,13.8725
2003-08-25,13.7325
2003-08-26,13.76
2003-08-27,14.185
2003-08-28,14.335
2003-08-29,14.51
2003-09-02,14.525
2003-09-03,14.82
2003-09-04,14.745
2003-09-05,14.35
2003-09-08,14.2775
2003-09-09,13.9825
2003-09-10,14.025
2003-09-11,14.235
2003-09-12,14.3325
2003-09-15,14.4725
2003-09-16,14.7325
2003-09-17,14.75
2003-09-18,14.6575
2003-09-19,14.67
2003-09-22,14.5
2003-09-23,14.445
2003-09-24,14.1225
2003-09-25,14.0025
2003-09-26,13.5725
2003-09-29,13.54
2003-09-30,13.65
2003-10-01,14.2075
2003-10-02,14.21
2003-10-03,14.65
2003-10-06,14.825
2003-10-07,14.545
2003-10-08,14.395
2003-10-09,14.945
2003-10-10,14.8
2003-10-13,14.9
2003-10-14,15.37
2003-10-15,15.76
2003-10-16,15.6
2003-10-17,15.715
2003-10-20,15.72
2003-10-21,16.934998999999998
2003-10-22,16.700001
2003-10-23,16.875
2003-10-24,16.825001
2003-10-27,17.25
2003-10-28,17.655001000000002
2003-10-29,18.084999
2003-10-30,17.879998999999998
2003-10-31,17.735001
2003-11-03,18.465
2003-11-04,18.205
2003-11-05,18.275
2003-11-06,18.25
2003-11-07,18.23
2003-11-10,18.065001000000002
2003-11-11,18.209999
2003-11-12,18.945
2003-11-13,18.924999
2003-11-14,18.85
2003-11-17,18.360001
2003-11-18,18.25
2003-11-19,17.809998999999998
2003-11-20,17.355
2003-11-21,18.120001000000002
2003-11-24,19.15
2003-11-25,19.190001000000002
2003-11-26,19.540001
2003-11-28,19.92
2003-12-01,19.959999
2003-12-02,19.5
2003-12-03,19.200001
2003-12-04,18.555
2003-12-05,18.35
2003-12-08,18.0
2003-12-09,18.0
2003-12-10,17.674999
2003-12-11,17.93
2003-12-12,18.15
2003-12-15,17.719998999999998
2003-12-16,17.290001
2003-12-17,17.665001
2003-12-18,18.23
2003-12-19,18.495001000000002
2003-12-22,18.219998999999998
2003-12-23,18.6
2003-12-24,18.455
2003-12-26,18.754998999999998
2003-12-29,18.66
2003-12-30,18.535
2003-12-31,18.875
2004-01-02,18.469998999999998
2004-01-05,18.875
2004-01-06,19.385
2004-01-07,19.030001000000002
2004-01-08,18.48
2004-01-09,18.305
2004-01-12,17.975
2004-01-13,17.555
2004-01-14,18.1
2004-01-15,18.030001000000002
2004-01-16,18.26
2004-01-20,17.975
2004-01-21,17.85
2004-01-22,18.025
2004-01-23,17.870001000000002
2004-01-26,17.635
2004-01-27,17.424999
2004-01-28,17.075001
2004-01-29,17.155001000000002
2004-01-30,17.715
2004-02-02,17.855
2004-02-03,18.129998999999998
2004-02-04,18.325001
2004-02-05,18.725
2004-02-06,18.934998999999998
2004-02-09,19.025
2004-02-10,19.125
2004-02-11,19.32
2004-02-12,19.475
2004-02-13,19.174999
2004-02-17,19.674999
2004-02-18,19.889999
2004-02-19,20.0
2004-02-20,19.68
2004-02-23,19.01
2004-02-24,19.395
2004-02-25,19.4
2004-02-26,19.5
2004-02-27,19.815001000000002
2004-03-01,20.865
2004-03-02,21.059998999999998
2004-03-03,21.235001
2004-03-04,21.655001000000002
2004-03-05,21.625
2004-03-08,21.834999
2004-03-09,21.035
2004-03-10,20.52
2004-03-11,20.24
2004-03-12,20.315001000000002
2004-03-15,20.049999
2004-03-16,20.075001
2004-03-17,20.559998999999998
2004-03-18,20.334999
2004-03-19,20.155001000000002
2004-03-22,19.715
2004-03-23,19.934998999999998
2004-03-24,20.219998999999998
2004-03-25,20.785
2004-03-26,20.775
2004-03-29,21.049999
2004-03-30,21.049999
2004-03-31,20.495001000000002
2004-04-01,20.16
2004-04-02,20.6
2004-04-05,21.145
2004-04-06,21.27
2004-04-07,21.025
2004-04-08,20.584999
2004-04-12,20.82
2004-04-13,20.375
2004-04-14,20.065001000000002
2004-04-15,20.200001
2004-04-16,19.924999
2004-04-19,19.75
2004-04-20,20.690001000000002
2004-04-21,21.16
2004-04-22,22.24
2004-04-23,22.0
2004-04-26,22.040001
2004-04-27,22.5
2004-04-28,21.940001000000002
2004-04-29,21.535
2004-04-30,21.299999
2004-05-03,21.875
2004-05-04,21.745001000000002
2004-05-05,21.93
2004-05-06,20.915001
2004-05-07,20.65
2004-05-10,20.49
2004-05-11,21.035
2004-05-12,20.82
2004-05-13,20.559998999999998
2004-05-14,20.620001000000002
2004-05-17,19.809998999999998
2004-05-18,20.305
2004-05-19,20.385
2004-05-20,19.795
2004-05-21,20.049999
2004-05-24,20.9
2004-05-25,21.275
2004-05-26,21.27
2004-05-27,21.545
2004-05-28,21.805
2004-06-01,21.950001
2004-06-02,21.965
2004-06-03,21.805
2004-06-04,21.700001
2004-06-07,22.195
2004-06-08,22.49
2004-06-09,22.49
2004-06-10,22.85
2004-06-14,22.059998999999998
2004-06-15,21.549999
2004-06-16,21.700001
2004-06-17,21.5
2004-06-18,21.41
2004-06-21,21.424999
2004-06-22,21.950001
2004-06-23,22.43
2004-06-24,22.700001
2004-06-25,22.665001
2004-06-28,22.629998999999998
2004-06-29,22.344998999999998
2004-06-30,22.594998999999998
2004-07-01,23.094998999999998
2004-07-02,23.045
2004-07-06,22.549999
2004-07-07,23.035
2004-07-08,22.59
2004-07-09,22.934998999999998
2004-07-12,22.985001
2004-07-13,22.959999
2004-07-14,22.610001
2004-07-15,22.184998999999998
2004-07-16,21.275
2004-07-19,21.1
2004-07-20,21.879998999999998
2004-07-21,21.424999
2004-07-22,20.91
2004-07-23,20.395
2004-07-26,20.219998999999998
2004-07-27,21.075001
2004-07-28,21.174999
2004-07-29,21.635
2004-07-30,21.395
2004-08-02,21.52
2004-08-03,20.055
2004-08-04,19.059998999999998
2004-08-05,19.115
2004-08-06,18.75
2004-08-09,18.059998999999998
2004-08-10,18.709999
2004-08-11,19.165001
2004-08-12,18.57
2004-08-13,18.635
2004-08-16,19.254998999999998
2004-08-17,19.67
2004-08-18,19.795
2004-08-19,20.040001
2004-08-20,20.525
2004-08-23,20.16
2004-08-24,20.200001
2004-08-25,20.184998999999998
2004-08-26,20.49
2004-08-27,21.035
2004-08-30,20.895
2004-08-31,21.075001
2004-09-01,21.084999
2004-09-02,21.68
2004-09-03,21.764999
2004-09-07,21.754998999999998
2004-09-08,22.045
2004-09-09,21.805
2004-09-10,22.43
2004-09-13,22.295
2004-09-14,22.155001000000002
2004-09-15,21.965
2004-09-16,21.815001000000002
2004-09-17,21.75
2004-09-20,21.639999
2004-09-21,21.73
2004-09-22,21.219998999999998
2004-09-23,21.334999
2004-09-24,21.545
2004-09-27,21.17
2004-09-28,21.315001000000002
2004-09-29,21.735001
2004-09-30,21.209999
2004-10-01,21.549999
2004-10-04,21.52
2004-10-05,21.174999
2004-10-06,21.549999
2004-10-07,21.094998999999998
2004-10-08,20.860001
2004-10-11,20.940001000000002
2004-10-12,20.24
2004-10-13,19.950001
2004-10-14,20.049999
2004-10-15,20.075001
2004-10-18,20.200001
2004-10-19,20.1
2004-10-20,19.834999
2004-10-21,20.34
2004-10-22,20.875
2004-10-25,20.860001
2004-10-26,22.280001000000002
2004-10-27,22.9
2004-10-28,22.99
2004-10-29,23.315001000000002
2004-11-01,23.049999
2004-11-02,23.08
2004-11-03,23.4
2004-11-04,23.695
2004-11-05,24.025
2004-11-08,23.6
2004-11-09,23.540001
2004-11-10,23.615
2004-11-11,23.709999
2004-11-12,24.174999
2004-11-15,24.620001000000002
2004-11-16,24.575001
2004-11-17,24.535
2004-11-18,25.049999
2004-11-19,24.325001
2004-11-22,24.610001
2004-11-23,24.870001000000002
2004-11-24,24.9
2004-11-26,24.870001000000002
2004-11-29,24.745001000000002
2004-11-30,24.92
2004-12-01,25.514999
2004-12-02,26.325001
2004-12-03,26.23
2004-12-06,26.360001
2004-12-07,26.209999
2004-12-08,26.415001
2004-12-09,26.434998999999998
2004-12-10,26.809998999999998
2004-12-13,27.93
2004-12-14,27.98
2004-12-15,27.620001000000002
2004-12-16,27.620001000000002
2004-12-17,27.445
2004-12-20,27.5
2004-12-21,27.275
2004-12-22,27.57
2004-12-23,27.655001000000002
2004-12-27,27.860001
2004-12-28,28.469998999999998
2004-12-29,28.530001000000002
2004-12-30,28.4
2004-12-31,28.200001
2005-01-03,27.549999
2005-01-04,26.924999
2005-01-05,26.950001
2005-01-06,27.504998999999998
2005-01-07,27.674999
2005-01-10,28.049999
2005-01-11,27.844998999999998
2005-01-12,27.450001
2005-01-13,27.51
2005-01-14,27.885
2005-01-18,28.309998999999998
2005-01-19,27.75
2005-01-20,27.4
2005-01-21,26.870001000000002
2005-01-24,26.41
2005-01-25,27.32
2005-01-26,26.91
2005-01-27,27.025
2005-01-28,27.459999
2005-01-31,28.049999
2005-02-01,28.1
2005-02-02,28.155001000000002
2005-02-03,28.165001
2005-02-04,27.799999
2005-02-07,28.1
2005-02-08,27.620001000000002
2005-02-09,26.82
2005-02-10,27.0
2005-02-11,27.15
2005-02-14,26.75
2005-02-15,26.805
2005-02-16,27.200001
2005-02-17,27.455
2005-02-18,27.75
2005-02-22,27.08
2005-02-23,27.525
2005-02-24,27.855
2005-02-25,28.325001
2005-02-28,27.764999
2005-03-01,28.045
2005-03-02,28.625
2005-03-03,29.684998999999998
2005-03-04,29.75
2005-03-07,29.709999
2005-03-08,29.014999
2005-03-09,28.76
2005-03-10,29.225
2005-03-11,29.565001000000002
2005-03-14,29.440001000000002
2005-03-15,29.23
2005-03-16,28.629998999999998
2005-03-17,28.629998999999998
2005-03-18,28.315001000000002
2005-03-21,27.9
2005-03-22,28.139999
2005-03-23,27.84
2005-03-24,28.184998999999998
2005-03-28,28.525
2005-03-29,28.030001000000002
2005-03-30,28.42
2005-03-31,28.315001000000002
2005-04-01,27.790001
2005-04-04,28.145
2005-04-05,28.77
2005-04-06,28.700001
2005-04-07,28.35
2005-04-08,27.85
2005-04-11,27.58
2005-04-12,27.809998999999998
2005-04-13,27.57
2005-04-14,26.43
2005-04-15,25.219998999999998
2005-04-18,25.25
2005-04-19,26.059998999999998
2005-04-20,25.48
2005-04-21,26.129998999999998
2005-04-22,25.76
2005-04-25,26.32
2005-04-26,27.76
2005-04-27,27.889999
2005-04-28,27.190001000000002
2005-04-29,26.799999
2005-05-02,27.35
2005-05-03,27.469998999999998
2005-05-04,27.950001
2005-05-05,28.32
2005-05-06,28.35
2005-05-09,28.709999
2005-05-10,27.530001000000002
2005-05-11,28.68
2005-05-12,27.83
2005-05-13,28.110001
2005-05-16,28.780001000000002
2005-05-17,28.99
2005-05-18,29.75
2005-05-19,29.75
2005-05-20,29.35
2005-05-23,29.459999
2005-05-24,29.440001000000002
2005-05-25,29.219998999999998
2005-05-26,29.17
2005-05-27,29.299999
2005-05-31,29.040001
2005-06-01,30.67
2005-06-02,32.07
2005-06-03,31.76
2005-06-06,32.549999
2005-06-07,32.77
2005-06-08,31.99
2005-06-09,32.0
2005-06-10,31.4
2005-06-13,31.59
2005-06-14,32.52
2005-06-15,33.41
2005-06-16,33.200001
2005-06-17,32.939999
2005-06-20,33.200001
2005-06-21,33.919998
2005-06-22,33.549999
2005-06-23,32.619999
2005-06-24,32.150002
2005-06-27,31.92
2005-06-28,33.209998999999996
