Date,ING
1994-10-19,9.3
1994-10-20,9.275
1994-10-21,9.275
1994-10-24,9.275
1994-10-25,9.275
1994-10-26,9.05
1994-10-27,9.1
1994-10-28,9.15
1994-10-31,9.475
1994-11-01,9.375
1994-11-02,9.375
1994-11-03,9.375
1994-11-04,9.375
1994-11-07,9.375
1994-11-08,9.375
1994-11-09,9.375
1994-11-10,9.375
1994-11-11,9.375
1994-11-14,9.3
1994-11-15,9.3
1994-11-16,9.3
1994-11-17,9.225
1994-11-18,9.05
1994-11-21,9.0
1994-11-22,9.0
1994-11-23,9.0
1994-11-25,9.3
1994-11-28,9.3
1994-11-29,9.275
1994-11-30,9.45
1994-12-01,9.25
1994-12-02,9.25
1994-12-05,9.25
1994-12-06,9.425
1994-12-07,9.425
1994-12-08,9.425
1994-12-09,9.3
1994-12-12,9.3
1994-12-13,9.3
1994-12-14,9.4
1994-12-15,9.4
1994-12-16,9.4
1994-12-19,9.275
1994-12-20,9.275
1994-12-21,9.35
1994-12-22,9.35
1994-12-23,9.35
1994-12-27,9.35
1994-12-28,9.35
1994-12-29,9.35
1994-12-30,9.325
1995-01-03,9.325
1995-01-04,9.525
1995-01-05,9.525
1995-01-06,9.45
1995-01-09,9.525
1995-01-10,9.525
1995-01-11,9.4
1995-01-12,9.4
1995-01-13,9.4
1995-01-16,9.4
1995-01-17,9.4
1995-01-18,9.4
1995-01-19,9.4
1995-01-20,9.4
1995-01-23,9.4
1995-01-24,9.3
1995-01-25,9.3
1995-01-26,9.325
1995-01-27,9.375
1995-01-30,9.375
1995-01-31,9.375
1995-02-01,9.5
1995-02-02,9.4
1995-02-03,9.4
1995-02-06,9.4
1995-02-07,9.4
1995-02-08,9.4
1995-02-09,9.4
1995-02-10,9.475
1995-02-13,9.475
1995-02-14,9.475
1995-02-15,9.65
1995-02-16,9.65
1995-02-17,9.65
1995-02-21,9.8
1995-02-22,9.775
1995-02-23,9.875
1995-02-24,9.85
1995-02-27,9.925
1995-02-28,9.8
1995-03-01,9.85
1995-03-02,9.875
1995-03-03,9.825
1995-03-06,9.95
1995-03-07,10.1
1995-03-08,9.95
1995-03-09,9.95
1995-03-10,9.775
1995-03-13,9.75
1995-03-14,9.675
1995-03-15,9.675
1995-03-16,9.725
1995-03-17,9.825
1995-03-20,9.825
1995-03-21,9.675
1995-03-22,9.7
1995-03-23,9.7
1995-03-24,9.6
1995-03-27,9.6
1995-03-28,9.725
1995-03-29,9.775
1995-03-30,9.775
1995-03-31,9.925
1995-04-03,10.0
1995-04-04,9.95
1995-04-05,10.025
1995-04-06,10.15
1995-04-07,11.525
1995-04-10,10.225
1995-04-11,10.075
1995-04-12,10.175
1995-04-13,10.175
1995-04-17,10.275
1995-04-18,10.275
1995-04-19,10.425
1995-04-20,10.425
1995-04-21,10.4
1995-04-24,10.3
1995-04-25,10.5
1995-04-26,10.55
1995-04-27,10.575
1995-04-28,10.6
1995-05-01,10.675
1995-05-02,10.825
1995-05-03,11.05
1995-05-04,10.85
1995-05-05,10.85
1995-05-08,10.8
1995-05-09,10.775
1995-05-10,10.95
1995-05-11,10.8
1995-05-12,10.7
1995-05-15,10.6
1995-05-16,10.475
1995-05-17,10.675
1995-05-18,10.55
1995-05-19,10.5
1995-05-22,10.575
1995-05-23,10.525
1995-05-24,10.675
1995-05-25,10.825
1995-05-26,11.125
1995-05-30,11.025
1995-05-31,10.9
1995-06-01,11.05
1995-06-02,10.85
1995-06-05,11.0
1995-06-06,11.025
1995-06-07,11.025
1995-06-08,10.925
1995-06-09,10.925
1995-06-12,10.8375
1995-06-13,10.9
1995-06-14,10.75
1995-06-15,10.9
1995-06-16,10.9
1995-06-19,10.975
1995-06-20,11.025
1995-06-21,11.025
1995-06-22,11.025
1995-06-23,11.275
1995-06-26,11.3
1995-06-27,11.275
1995-06-28,11.1
1995-06-29,11.15
1995-06-30,11.1
1995-07-03,11.1
1995-07-05,11.25
1995-07-06,11.15
1995-07-07,11.325
1995-07-10,11.275
1995-07-11,11.25
1995-07-12,11.3
1995-07-13,11.6
1995-07-14,11.475
1995-07-17,11.5
1995-07-18,11.5
1995-07-19,11.45
1995-07-20,11.45
1995-07-21,11.35
1995-07-24,11.45
1995-07-25,11.425
1995-07-26,11.525
1995-07-27,11.55
1995-07-28,11.625
1995-07-31,11.625
1995-08-01,11.55
1995-08-02,11.575
1995-08-03,11.6
1995-08-04,11.675
1995-08-07,11.6
1995-08-08,11.525
1995-08-09,11.525
1995-08-10,11.475
1995-08-11,11.3
1995-08-14,11.25
1995-08-15,10.95
1995-08-16,10.9
1995-08-17,10.8
1995-08-18,10.95
1995-08-21,11.05
1995-08-22,11.025
1995-08-23,11.125
1995-08-24,11.175
1995-08-25,11.325
1995-08-28,11.325
1995-08-29,11.1
1995-08-30,11.1
1995-08-31,11.15
1995-09-01,11.225
1995-09-05,11.3
1995-09-06,11.275
1995-09-07,11.275
1995-09-08,11.2
1995-09-11,11.375
1995-09-12,11.325
1995-09-13,11.175
1995-09-14,11.275
1995-09-15,11.175
1995-09-18,11.325
1995-09-19,11.25
1995-09-20,11.5
1995-09-21,11.9
1995-09-22,11.825
1995-09-25,11.7
1995-09-26,11.675
1995-09-27,22.799999
1995-09-28,11.675
1995-09-29,11.675
1995-10-02,11.6
1995-10-03,11.55
1995-10-04,11.5
1995-10-05,11.65
1995-10-06,11.55
1995-10-09,11.6
1995-10-10,11.525
1995-10-11,11.55
1995-10-12,11.7
1995-10-13,11.65
1995-10-16,11.7
1995-10-17,11.7
1995-10-18,11.6
1995-10-19,11.6
1995-10-20,11.775
1995-10-23,11.725
1995-10-24,11.875
1995-10-25,11.85
1995-10-26,11.9
1995-10-27,11.6
1995-10-30,11.75
1995-10-31,11.8
1995-11-01,11.95
1995-11-02,11.95
1995-11-03,12.125
1995-11-06,12.2
1995-11-07,12.225
1995-11-08,12.25
1995-11-09,12.25
1995-11-10,12.35
1995-11-13,12.3
1995-11-14,12.475
1995-11-15,12.775
1995-11-16,12.85
1995-11-17,12.9
1995-11-20,12.85
1995-11-21,12.75
1995-11-22,12.6
1995-11-24,13.025
1995-11-27,12.975
1995-11-28,13.1
1995-11-29,13.25
1995-11-30,13.25
1995-12-01,12.85
1995-12-04,13.25
1995-12-05,13.25
1995-12-06,12.95
1995-12-07,12.85
1995-12-08,13.0
1995-12-11,13.0
1995-12-12,13.075
1995-12-13,12.95
1995-12-14,13.075
1995-12-15,13.225
1995-12-18,13.15
1995-12-19,13.125
1995-12-20,13.35
1995-12-21,13.2
1995-12-22,13.3
1995-12-26,13.35
1995-12-27,13.325
1995-12-28,13.25
1995-12-29,13.4
1996-01-02,13.725
1996-01-03,13.65
1996-01-04,13.6
1996-01-05,13.5
1996-01-08,13.5
1996-01-09,13.7
1996-01-10,13.75
1996-01-11,13.65
1996-01-12,13.8
1996-01-15,13.8
1996-01-16,13.75
1996-01-17,13.65
1996-01-18,13.625
1996-01-19,13.5
1996-01-22,13.6
1996-01-23,13.5
1996-01-24,13.55
1996-01-25,13.55
1996-01-26,13.45
1996-01-29,13.3
1996-01-30,13.2
1996-01-31,13.2
1996-02-01,13.05
1996-02-02,13.1
1996-02-05,12.95
1996-02-06,13.1
1996-02-07,12.85
1996-02-08,12.7
1996-02-09,12.8
1996-02-12,12.9
1996-02-13,13.2
1996-02-14,13.175
1996-02-15,13.325
1996-02-16,13.275
1996-02-20,13.2
1996-02-21,13.05
1996-02-22,13.3
1996-02-23,13.3
1996-02-26,13.4
1996-02-27,13.2
1996-02-28,13.325
1996-02-29,13.325
1996-03-01,13.4
1996-03-04,13.690625
1996-03-05,13.55
1996-03-06,13.6
1996-03-07,13.56875
1996-03-08,13.45
1996-03-11,13.125
1996-03-12,13.325
1996-03-13,13.65
1996-03-14,13.85
1996-03-15,13.8
1996-03-18,13.95
1996-03-19,13.975
1996-03-20,14.025
1996-03-21,14.1
1996-03-22,14.1
1996-03-25,14.25
1996-03-26,14.25
1996-03-27,14.25
1996-03-28,14.35
1996-03-29,14.6
1996-04-01,14.6
1996-04-02,14.65
1996-04-03,14.35
1996-04-04,14.55
1996-04-08,14.3
1996-04-09,14.3
1996-04-10,14.45
1996-04-11,14.35
1996-04-12,14.225
1996-04-15,14.475
1996-04-16,14.6
1996-04-17,14.475
1996-04-18,14.65
1996-04-19,14.575
1996-04-22,14.85
1996-04-23,15.0
1996-04-24,15.5
1996-04-25,15.35
1996-04-26,15.35
1996-04-29,15.6
1996-04-30,15.325
1996-05-01,15.35
1996-05-02,15.6
1996-05-03,15.4
1996-05-06,15.95
1996-05-07,15.85
1996-05-08,15.55
1996-05-09,15.5
1996-05-10,15.4
1996-05-13,15.25
1996-05-14,15.15
1996-05-15,15.1
1996-05-16,15.05
1996-05-17,15.25
1996-05-20,15.125
1996-05-21,15.15
1996-05-22,15.25
1996-05-23,15.15
1996-05-24,15.3
1996-05-28,15.55
1996-05-29,15.95
1996-05-30,16.4
1996-05-31,16.549999
1996-06-03,16.5
1996-06-04,16.1875
1996-06-05,16.125
1996-06-06,16.25
1996-06-07,15.6875
1996-06-10,15.5
1996-06-11,15.5625
1996-06-12,15.6875
1996-06-13,15.25
1996-06-14,14.875
1996-06-17,14.875
1996-06-18,15.375
1996-06-19,14.875
1996-06-20,14.75
1996-06-21,14.75
1996-06-24,14.6875
1996-06-25,14.25
1996-06-26,15.125
1996-06-27,15.125
1996-06-28,14.9375
1996-07-01,15.0
1996-07-02,14.75
1996-07-03,14.9375
1996-07-05,14.625
1996-07-08,14.375
1996-07-09,14.6875
1996-07-10,14.75
1996-07-11,14.5
1996-07-12,14.25
1996-07-15,13.6875
1996-07-16,14.3125
1996-07-17,14.3125
1996-07-18,15.0
1996-07-19,14.8125
1996-07-22,14.5
1996-07-23,14.375
1996-07-24,13.8125
1996-07-25,14.1875
1996-07-26,14.5625
1996-07-29,14.875
1996-07-30,14.875
1996-07-31,15.1875
1996-08-01,15.375
1996-08-02,15.75
1996-08-05,15.8125
1996-08-06,15.625
1996-08-07,15.75
1996-08-08,15.75
1996-08-09,15.8125
1996-08-12,15.75
1996-08-13,16.0
1996-08-14,15.5
1996-08-15,16.25
1996-08-16,16.375
1996-08-19,16.375
1996-08-20,16.125
1996-08-21,16.375
1996-08-22,16.25
1996-08-23,16.0
1996-08-26,16.125
1996-08-27,16.125
1996-08-28,16.1875
1996-08-29,15.875
1996-08-30,15.625
1996-09-03,15.625
1996-09-04,15.625
1996-09-05,15.5625
1996-09-06,15.5
1996-09-09,15.875
1996-09-10,15.875
1996-09-11,15.375
1996-09-12,15.125
1996-09-13,15.75
1996-09-16,15.625
1996-09-17,15.4375
1996-09-18,15.75
1996-09-19,15.8125
1996-09-20,15.5625
1996-09-23,15.5
1996-09-24,15.4375
1996-09-25,15.8125
1996-09-26,15.625
1996-09-27,15.875
1996-09-30,15.8125
1996-10-01,15.625
1996-10-02,15.875
1996-10-03,15.9375
1996-10-04,16.125
1996-10-07,16.125
1996-10-08,16.0625
1996-10-09,16.25
1996-10-10,15.8125
1996-10-11,16.1875
1996-10-14,16.0625
1996-10-15,16.3125
1996-10-16,16.0
1996-10-17,16.0
1996-10-18,16.1875
1996-10-21,16.375
1996-10-22,16.25
1996-10-23,15.9375
1996-10-24,16.0625
1996-10-25,16.0625
1996-10-28,16.0
1996-10-29,16.125
1996-10-30,15.375
1996-10-31,15.6875
1996-11-01,16.0625
1996-11-04,15.9375
1996-11-05,16.25
1996-11-06,16.625
1996-11-07,16.6875
1996-11-08,15.8125
1996-11-11,16.8125
1996-11-12,16.9375
1996-11-13,17.125
1996-11-14,17.3125
1996-11-15,17.3125
1996-11-18,17.625
1996-11-19,17.5
1996-11-20,17.75
1996-11-21,17.5
1996-11-22,17.6875
1996-11-25,17.625
1996-11-26,17.625
1996-11-27,17.4375
1996-11-29,17.625
1996-12-02,17.4375
1996-12-03,17.4375
1996-12-04,17.0
1996-12-05,17.1875
1996-12-06,17.125
1996-12-09,16.9375
1996-12-10,16.75
1996-12-11,16.75
1996-12-12,16.6875
1996-12-13,16.75
1996-12-16,16.9375
1996-12-17,16.625
1996-12-18,16.953125
1996-12-19,17.0625
1996-12-20,17.5
1996-12-23,17.375
1996-12-24,17.3125
1996-12-26,17.25
1996-12-27,17.625
1996-12-30,17.625
1996-12-31,17.625
1997-01-02,17.625
1997-01-03,17.9375
1997-01-06,17.875
1997-01-07,18.0
1997-01-08,18.125
1997-01-09,18.0625
1997-01-10,18.1875
1997-01-13,18.0625
1997-01-14,18.375
1997-01-15,18.875
1997-01-16,19.3125
1997-01-17,19.3125
1997-01-20,19.3125
1997-01-21,19.3125
1997-01-22,19.4375
1997-01-23,19.1875
1997-01-24,19.125
1997-01-27,19.3125
1997-01-28,19.0625
1997-01-29,18.8125
1997-01-30,19.0625
1997-01-31,19.0
1997-02-03,18.9375
1997-02-04,18.875
1997-02-05,19.125
1997-02-06,19.25
1997-02-07,19.125
1997-02-10,19.3125
1997-02-11,19.25
1997-02-12,18.9375
1997-02-13,18.875
1997-02-14,19.0
1997-02-18,19.75
1997-02-19,19.5
1997-02-20,19.3125
1997-02-21,19.1875
1997-02-24,19.625
1997-02-25,20.1875
1997-02-26,20.0
1997-02-27,19.75
1997-02-28,19.375
1997-03-03,19.5625
1997-03-04,19.625
1997-03-05,19.4375
1997-03-06,19.75
1997-03-07,20.25
1997-03-10,20.8125
1997-03-11,21.125
1997-03-12,20.625
1997-03-13,20.4375
1997-03-14,20.375
1997-03-17,20.25
1997-03-18,19.875
1997-03-19,19.0625
1997-03-20,18.25
1997-03-21,19.0
1997-03-24,18.625
1997-03-25,19.0625
1997-03-26,19.1875
1997-03-27,19.6875
1997-03-31,19.375
1997-04-01,19.0
1997-04-02,18.75
1997-04-03,18.5625
1997-04-04,18.9375
1997-04-07,19.25
1997-04-08,19.1875
1997-04-09,19.25
1997-04-10,19.125
1997-04-11,19.0
1997-04-14,18.5
1997-04-15,19.0
1997-04-16,18.75
1997-04-17,18.875
1997-04-18,19.0
1997-04-21,19.5
1997-04-22,19.5
1997-04-23,19.75
1997-04-24,19.9375
1997-04-25,19.375
1997-04-28,19.5
1997-04-29,19.8125
1997-04-30,19.9375
1997-05-01,19.6875
1997-05-02,20.125
1997-05-05,20.4375
1997-05-06,20.4375
1997-05-07,20.0
1997-05-08,20.375
1997-05-09,20.4375
1997-05-12,20.875
1997-05-13,20.75
1997-05-14,20.625
1997-05-15,20.875
1997-05-16,20.875
1997-05-19,20.8125
1997-05-20,20.9375
1997-05-21,22.375
1997-05-22,22.1875
1997-05-23,22.75
1997-05-27,23.3125
1997-05-28,23.25
1997-05-29,22.5625
1997-05-30,22.0625
1997-06-02,22.125
1997-06-03,22.5625
1997-06-04,22.8125
1997-06-05,22.875
1997-06-06,23.1875
1997-06-09,23.75
1997-06-10,23.625
1997-06-11,23.5625
1997-06-12,23.4375
1997-06-13,23.4375
1997-06-16,23.1875
1997-06-17,23.0
1997-06-18,22.8125
1997-06-19,23.125
1997-06-20,23.125
1997-06-23,23.0
1997-06-24,23.28125
1997-06-25,23.59375
1997-06-26,23.5
1997-06-27,23.375
1997-06-30,23.1875
1997-07-01,23.3125
1997-07-02,23.1875
1997-07-03,23.78125
1997-07-07,24.125
1997-07-08,25.75
1997-07-09,26.25
1997-07-10,26.25
1997-07-11,25.8125
1997-07-14,25.375
1997-07-15,25.3125
1997-07-16,25.53125
1997-07-17,25.0
1997-07-18,24.78125
1997-07-21,24.5625
1997-07-22,25.0625
1997-07-23,25.3125
1997-07-24,24.96875
1997-07-25,24.65625
1997-07-28,24.84375
1997-07-29,24.46875
1997-07-30,24.53125
1997-07-31,24.59375
1997-08-01,24.15625
1997-08-04,23.71875
1997-08-05,23.25
1997-08-06,23.875
1997-08-07,24.15625
1997-08-08,24.125
1997-08-11,23.84375
1997-08-12,23.53125
1997-08-13,23.0
1997-08-14,23.0
1997-08-15,22.0625
1997-08-18,23.21875
1997-08-19,24.09375
1997-08-20,23.75
1997-08-21,23.125
1997-08-22,23.0625
1997-08-25,23.03125
1997-08-26,23.125
1997-08-27,22.84375
1997-08-28,22.5625
1997-08-29,22.03125
1997-09-02,23.625
1997-09-03,23.4375
1997-09-04,22.8125
1997-09-05,22.875
1997-09-08,22.84375
1997-09-09,22.6875
1997-09-10,22.375
1997-09-11,22.03125
1997-09-12,22.5625
1997-09-15,22.5
1997-09-16,23.03125
1997-09-17,23.15625
1997-09-18,23.15625
1997-09-19,23.09375
1997-09-22,23.0
1997-09-23,22.59375
1997-09-24,22.8125
1997-09-25,22.875
1997-09-26,22.96875
1997-09-29,23.03125
1997-09-30,22.96875
1997-10-01,23.4375
1997-10-02,24.125
1997-10-03,24.5
1997-10-06,24.625
1997-10-07,24.625
1997-10-08,24.15625
1997-10-09,23.3125
1997-10-10,22.8125
1997-10-13,23.375
1997-10-14,23.3125
1997-10-15,22.96875
1997-10-16,22.40625
1997-10-17,21.875
1997-10-20,22.09375
1997-10-21,22.59375
1997-10-22,22.15625
1997-10-23,21.34375
1997-10-24,21.1875
1997-10-27,20.1875
1997-10-28,20.53125
1997-10-29,21.0
1997-10-30,20.6875
1997-10-31,20.8125
1997-11-03,21.875
1997-11-04,21.5625
1997-11-05,21.96875
1997-11-06,21.59375
1997-11-07,20.9375
1997-11-10,21.0
1997-11-11,21.0625
1997-11-12,20.5
1997-11-13,20.53125
1997-11-14,20.71875
1997-11-17,21.0625
1997-11-18,21.0625
1997-11-19,20.9375
1997-11-20,21.0
1997-11-21,20.90625
1997-11-24,20.40625
1997-11-25,20.34375
1997-11-26,20.09375
1997-11-28,20.375
1997-12-01,20.53125
1997-12-02,21.0
1997-12-03,21.53125
1997-12-04,22.15625
1997-12-05,21.96875
1997-12-08,21.375
1997-12-09,21.53125
1997-12-10,21.5625
1997-12-11,21.09375
1997-12-12,20.625
1997-12-15,20.59375
1997-12-16,20.8125
1997-12-17,21.34375
1997-12-18,21.09375
1997-12-19,20.375
1997-12-22,20.59375
1997-12-23,20.25
1997-12-24,20.46875
1997-12-26,20.5
1997-12-29,20.84375
1997-12-30,21.09375
1997-12-31,21.15625
1998-01-02,21.8125
1998-01-05,21.96875
1998-01-06,22.125
1998-01-07,22.6875
1998-01-08,22.375
1998-01-09,21.03125
1998-01-12,21.0625
1998-01-13,21.5625
1998-01-14,21.625
1998-01-15,21.4375
1998-01-16,22.21875
1998-01-20,22.4375
1998-01-21,22.34375
1998-01-22,22.9375
1998-01-23,23.0625
1998-01-26,22.78125
1998-01-27,22.9375
1998-01-28,23.125
1998-01-29,22.84375
1998-01-30,22.8125
1998-02-02,23.65625
1998-02-03,23.53125
1998-02-04,23.40625
1998-02-05,23.78125
1998-02-06,23.96875
1998-02-09,23.875
1998-02-10,24.125
1998-02-11,24.125
1998-02-12,23.9375
1998-02-13,24.0
1998-02-17,24.21875
1998-02-18,25.375
1998-02-19,25.25
1998-02-20,25.1875
1998-02-23,25.96875
1998-02-24,25.75
1998-02-25,26.0625
1998-02-26,26.25
1998-02-27,26.59375
1998-03-02,27.21875
1998-03-03,26.90625
1998-03-04,26.375
1998-03-05,25.9375
1998-03-06,27.0
1998-03-09,27.3125
1998-03-10,27.21875
1998-03-11,27.28125
1998-03-12,27.15625
1998-03-13,27.71875
1998-03-16,28.125
1998-03-17,28.53125
1998-03-18,28.25
1998-03-19,28.3125
1998-03-20,28.75
1998-03-23,28.75
1998-03-24,28.84375
1998-03-25,29.4375
1998-03-26,29.375
1998-03-27,29.25
1998-03-30,28.71875
1998-03-31,28.46875
1998-04-01,28.71875
1998-04-02,30.59375
1998-04-03,31.40625
1998-04-06,33.0
1998-04-07,32.4375
1998-04-08,32.5625
1998-04-09,33.5
1998-04-13,34.25
1998-04-14,34.28125
1998-04-15,34.71875
1998-04-16,33.21875
1998-04-17,33.8125
1998-04-20,34.25
1998-04-21,34.3125
1998-04-22,34.0
1998-04-23,33.40625
1998-04-24,32.53125
1998-04-27,30.5
1998-04-28,31.25
1998-04-29,32.65625
1998-04-30,33.625
1998-05-01,34.90625
1998-05-04,34.75
1998-05-05,33.9375
1998-05-06,33.5625
1998-05-07,32.59375
1998-05-08,33.71875
1998-05-11,33.8125
1998-05-12,33.34375
1998-05-13,33.53125
1998-05-14,32.9375
1998-05-15,32.71875
1998-05-18,32.03125
1998-05-19,32.9375
1998-05-20,34.3125
1998-05-21,34.5
1998-05-22,34.5625
1998-05-26,35.28125
1998-05-27,34.5625
1998-05-28,34.3125
1998-05-29,34.125
1998-06-01,34.59375
1998-06-02,34.5625
1998-06-03,34.9375
1998-06-04,34.84375
1998-06-05,34.90625
1998-06-08,34.90625
1998-06-09,34.59375
1998-06-10,33.8125
1998-06-11,33.40625
1998-06-12,33.21875
1998-06-15,31.53125
1998-06-16,32.3125
1998-06-17,33.03125
1998-06-18,32.46875
1998-06-19,32.21875
1998-06-22,32.125
1998-06-23,31.84375
1998-06-24,31.59375
1998-06-25,31.90625
1998-06-26,32.3125
1998-06-29,32.625
1998-06-30,32.6875
1998-07-01,33.4375
1998-07-02,33.25
1998-07-06,34.09375
1998-07-07,34.0
1998-07-08,34.53125
1998-07-09,34.125
1998-07-10,34.5625
1998-07-13,35.6875
1998-07-14,37.3125
1998-07-15,37.15625
1998-07-16,37.0625
1998-07-17,37.3125
1998-07-20,38.125
1998-07-21,37.71875
1998-07-22,37.8125
1998-07-23,36.8125
1998-07-24,37.5
1998-07-27,37.3125
1998-07-28,37.40625
1998-07-29,37.09375
1998-07-30,37.90625
1998-07-31,37.4375
1998-08-03,36.5
1998-08-04,36.375
1998-08-05,35.53125
1998-08-06,35.6875
1998-08-07,35.6875
1998-08-10,35.125
1998-08-11,33.21875
1998-08-12,34.0
1998-08-13,33.5
1998-08-14,32.9375
1998-08-17,32.9375
1998-08-18,34.625
1998-08-19,34.71875
1998-08-20,34.375
1998-08-21,32.75
1998-08-24,32.5625
1998-08-25,33.5
1998-08-26,32.125
1998-08-27,29.59375
1998-08-28,28.9375
1998-08-31,27.25
1998-09-01,29.5625
1998-09-02,30.75
1998-09-03,29.875
1998-09-04,28.375
1998-09-08,30.1875
1998-09-09,28.375
1998-09-10,26.875
1998-09-11,27.28125
1998-09-14,27.875
1998-09-15,28.0
1998-09-16,29.09375
1998-09-17,27.625
1998-09-18,27.0
1998-09-21,24.875
1998-09-22,25.375
1998-09-23,27.125
1998-09-24,25.125
1998-09-25,24.875
1998-09-28,24.6875
1998-09-29,24.65625
1998-09-30,21.9375
1998-10-01,18.59375
1998-10-02,20.0
1998-10-05,18.71875
1998-10-06,20.375
1998-10-07,20.25
1998-10-08,20.0
1998-10-09,20.4375
1998-10-12,22.09375
1998-10-13,22.75
1998-10-14,23.65625
1998-10-15,25.1875
1998-10-16,24.03125
1998-10-19,23.4375
1998-10-20,24.25
1998-10-21,24.25
1998-10-22,24.75
1998-10-23,24.125
1998-10-26,23.65625
1998-10-27,23.5
1998-10-28,23.125
1998-10-29,23.84375
1998-10-30,24.6875
1998-11-02,26.4375
1998-11-03,26.96875
1998-11-04,27.34375
1998-11-05,27.3125
1998-11-06,26.71875
1998-11-09,26.492188
1998-11-10,25.96875
1998-11-11,26.125
1998-11-12,25.5625
1998-11-13,25.59375
1998-11-16,26.9375
1998-11-17,27.71875
1998-11-18,27.8125
1998-11-19,28.0625
1998-11-20,29.15625
1998-11-23,30.25
1998-11-24,28.9375
1998-11-25,29.4375
1998-11-27,29.8125
1998-11-30,28.1875
1998-12-01,27.4375
1998-12-02,26.4375
1998-12-03,26.59375
1998-12-04,28.0625
1998-12-07,27.75
1998-12-08,27.5625
1998-12-09,28.65625
1998-12-10,28.5625
1998-12-11,28.0
1998-12-14,26.96875
1998-12-15,28.125
1998-12-16,28.40625
1998-12-17,29.1875
1998-12-18,28.78125
1998-12-21,29.21875
1998-12-22,29.75
1998-12-23,30.59375
1998-12-24,30.4375
1998-12-28,30.53125
1998-12-29,31.21875
1998-12-30,30.5
1998-12-31,31.09375
1999-01-04,32.5
1999-01-05,33.25
1999-01-06,34.71875
1999-01-07,33.25
1999-01-08,33.1875
1999-01-11,31.5625
1999-01-12,30.875
1999-01-13,29.375
1999-01-14,28.4375
1999-01-15,29.125
1999-01-19,31.0
1999-01-20,31.25
1999-01-21,30.90625
1999-01-22,29.1875
1999-01-25,29.5
1999-01-26,29.6875
1999-01-27,29.03125
1999-01-28,29.71875
1999-01-29,29.59375
1999-02-01,30.46875
1999-02-02,29.625
1999-02-03,29.53125
1999-02-04,29.03125
1999-02-05,29.0
1999-02-08,28.75
1999-02-09,27.1875
1999-02-10,27.5625
1999-02-11,28.78125
1999-02-12,27.5625
1999-02-16,27.15625
1999-02-17,27.0
1999-02-18,27.25
1999-02-19,27.15625
1999-02-22,28.0625
1999-02-23,28.15625
1999-02-24,28.0
1999-02-25,27.75
1999-02-26,27.96875
1999-03-01,27.4375
1999-03-02,27.0
1999-03-03,26.4375
1999-03-04,26.5
1999-03-05,27.3125
1999-03-08,26.8125
1999-03-09,26.9375
1999-03-10,27.09375
1999-03-11,28.09375
1999-03-12,27.84375
1999-03-15,28.125
1999-03-16,28.5
1999-03-17,28.09375
1999-03-18,27.84375
1999-03-19,27.90625
1999-03-22,28.0
1999-03-23,27.3125
1999-03-24,27.0
1999-03-25,27.90625
1999-03-26,26.625
1999-03-29,27.34375
1999-03-30,27.3125
1999-03-31,27.46875
1999-04-01,27.3125
1999-04-05,27.3125
1999-04-06,27.9375
