Date,IDWM
2019-12-27,7.4
2019-12-30,7.65
2019-12-31,7.55
2020-01-02,7.5
2020-01-03,7.5
2020-01-06,8.0
2020-01-07,7.7
2020-01-08,7.99
2020-01-09,7.99
2020-01-10,10.2
2020-01-13,10.0
2020-01-14,10.02
2020-01-15,10.1
2020-01-16,10.05
2020-01-17,10.0
2020-01-21,10.0
2020-01-22,10.0
2020-01-23,10.5
2020-01-24,12.5
2020-01-27,10.99
2020-01-28,10.0
2020-01-29,10.5
2020-01-30,10.96
2020-01-31,10.93
2020-02-03,10.0
2020-02-04,9.99
2020-02-05,9.99
2020-02-06,9.99
2020-02-07,9.99
2020-02-10,9.97
2020-02-11,10.0
2020-02-12,9.78
2020-02-13,9.5
2020-02-14,9.5
2020-02-18,9.4
2020-02-19,9.4
2020-02-20,9.06
2020-02-21,9.1
2020-02-24,9.07
2020-02-25,9.07
2020-02-26,8.5
2020-02-27,8.5
2020-02-28,7.61
2020-03-02,7.5
2020-03-03,7.12
2020-03-04,7.98
2020-03-05,7.19
2020-03-06,6.4
2020-03-09,6.4
2020-03-10,8.0
2020-03-11,7.61
2020-03-12,7.0
2020-03-13,6.85
2020-03-16,6.85
2020-03-17,6.18
2020-03-18,5.0
2020-03-19,5.0
2020-03-20,5.01
2020-03-23,4.9
2020-03-24,5.99
2020-03-25,5.99
2020-03-26,5.99
2020-03-27,6.09
2020-03-30,6.09
2020-03-31,5.05
2020-04-01,4.87
2020-04-02,4.75
2020-04-03,5.75
2020-04-06,5.75
2020-04-07,5.6
2020-04-08,5.5
2020-04-09,5.0
2020-04-13,5.5
2020-04-14,5.25
2020-04-15,5.0
2020-04-16,5.5
2020-04-17,5.13
2020-04-20,5.18
2020-04-21,5.0
2020-04-22,5.85
2020-04-23,5.85
2020-04-24,6.95
2020-04-27,5.15
2020-04-28,5.0
2020-04-29,5.3
2020-04-30,5.0
2020-05-01,5.0
2020-05-04,5.0
2020-05-05,5.0
2020-05-06,4.9
2020-05-07,4.35
2020-05-08,4.0
