Date,COR
2019-12-06,113.019997
2019-12-09,113.050003
2019-12-10,112.860001
2019-12-11,110.739998
2019-12-12,110.019997
2019-12-13,111.099998
2019-12-16,112.25
2019-12-17,111.730003
2019-12-18,112.82
2019-12-19,113.620003
2019-12-20,113.239998
2019-12-23,111.5
2019-12-24,111.650002
2019-12-26,111.989998
2019-12-27,112.760002
2019-12-30,110.860001
2019-12-31,112.120003
2020-01-02,110.860001
2020-01-03,111.610001
2020-01-06,111.779999
2020-01-07,111.010002
2020-01-08,110.980003
2020-01-09,111.040001
2020-01-10,113.519997
2020-01-13,112.91999799999999
2020-01-14,113.739998
2020-01-15,115.540001
2020-01-16,117.370003
2020-01-17,117.550003
2020-01-21,117.610001
2020-01-22,117.809998
2020-01-23,117.089996
2020-01-24,117.720001
2020-01-27,118.07
2020-01-28,118.989998
2020-01-29,117.860001
2020-01-30,117.75
2020-01-31,117.449997
2020-02-03,118.019997
2020-02-04,119.519997
2020-02-05,118.139999
2020-02-06,112.410004
2020-02-07,112.610001
2020-02-10,110.790001
2020-02-11,111.519997
2020-02-12,112.120003
2020-02-13,113.139999
2020-02-14,115.150002
2020-02-18,114.309998
2020-02-19,113.989998
2020-02-20,115.349998
2020-02-21,115.459999
2020-02-24,114.16999799999999
2020-02-25,112.68
2020-02-26,112.279999
2020-02-27,104.33000200000001
2020-02-28,103.730003
2020-03-02,109.519997
2020-03-03,107.93
2020-03-04,112.32
2020-03-05,111.379997
2020-03-06,109.769997
2020-03-09,102.839996
2020-03-10,110.699997
2020-03-11,106.309998
2020-03-12,97.18
2020-03-13,108.860001
2020-03-16,100.279999
2020-03-17,108.120003
2020-03-18,105.139999
2020-03-19,106.07
2020-03-20,100.980003
2020-03-23,93.449997
2020-03-24,95.43
2020-03-25,102.190002
2020-03-26,105.349998
2020-03-27,110.410004
2020-03-30,114.480003
2020-03-31,115.900002
2020-04-01,113.559998
2020-04-02,114.800003
2020-04-03,111.58000200000001
2020-04-06,115.889999
2020-04-07,113.190002
2020-04-08,116.279999
2020-04-09,120.779999
2020-04-13,115.959999
2020-04-14,119.58000200000001
2020-04-15,117.550003
2020-04-16,118.5
2020-04-17,119.25
2020-04-20,118.550003
2020-04-21,115.93
2020-04-22,118.800003
2020-04-23,119.910004
2020-04-24,120.75
2020-04-27,122.519997
2020-04-28,124.33000200000001
2020-04-29,124.5
2020-04-30,121.190002
2020-05-01,120.849998
2020-05-04,122.25
2020-05-05,120.160004
2020-05-06,122.07
2020-05-07,120.110001
2020-05-08,122.889999
