Date,COR
2011-11-23,15.71
2011-11-25,15.74
2011-11-28,16.6
2011-11-29,16.42
2011-11-30,16.75
2011-12-01,16.309998999999998
2011-12-02,16.57
2011-12-05,16.879998999999998
2011-12-06,16.98
2011-12-07,17.219998999999998
2011-12-08,17.0
2011-12-09,17.57
2011-12-12,17.23
2011-12-13,16.98
2011-12-14,17.01
2011-12-15,17.379998999999998
2011-12-16,17.76
2011-12-19,17.389999
2011-12-20,17.98
2011-12-21,17.85
2011-12-22,17.93
2011-12-23,18.08
2011-12-27,18.139999
2011-12-28,18.09
2011-12-29,17.969998999999998
2011-12-30,17.82
2012-01-03,18.25
2012-01-04,18.23
2012-01-05,18.52
2012-01-06,18.52
2012-01-09,18.59
2012-01-10,18.549999
2012-01-11,18.92
2012-01-12,18.879998999999998
2012-01-13,18.860001
2012-01-17,18.99
2012-01-18,19.24
2012-01-19,19.32
2012-01-20,19.52
2012-01-23,19.540001
2012-01-24,19.73
2012-01-25,19.98
2012-01-26,19.969998999999998
2012-01-27,20.309998999999998
2012-01-30,20.02
2012-01-31,20.049999
2012-02-01,20.450001
2012-02-02,20.41
2012-02-03,21.040001
2012-02-06,20.959999
2012-02-07,21.209999
2012-02-08,21.32
2012-02-09,21.26
2012-02-10,21.24
2012-02-13,21.809998999999998
2012-02-14,21.77
2012-02-15,21.73
2012-02-16,21.700001
2012-02-17,21.67
2012-02-21,21.309998999999998
2012-02-22,21.190001000000002
2012-02-23,21.27
2012-02-24,21.549999
2012-02-27,22.110001
2012-02-28,21.799999
2012-02-29,21.35
2012-03-01,22.01
2012-03-02,22.200001
2012-03-05,22.690001000000002
2012-03-06,22.35
2012-03-07,22.77
2012-03-08,22.450001
2012-03-09,22.25
2012-03-12,22.209999
2012-03-13,22.34
2012-03-14,22.77
2012-03-15,22.77
2012-03-16,22.799999
2012-03-19,23.9
2012-03-20,24.120001000000002
2012-03-21,24.139999
2012-03-22,23.620001000000002
2012-03-23,24.0
2012-03-26,23.93
2012-03-27,23.9
2012-03-28,23.85
2012-03-29,23.67
2012-03-30,23.59
2012-04-02,23.98
2012-04-03,23.59
2012-04-04,23.540001
2012-04-05,23.99
2012-04-09,23.51
2012-04-10,22.59
2012-04-11,23.309998999999998
2012-04-12,23.790001
2012-04-13,23.84
2012-04-16,23.940001000000002
2012-04-17,23.940001000000002
2012-04-18,23.6
2012-04-19,23.790001
2012-04-20,24.26
2012-04-23,23.83
2012-04-24,24.280001000000002
2012-04-25,24.5
2012-04-26,24.870001000000002
2012-04-27,25.07
2012-04-30,24.91
2012-05-01,25.35
2012-05-02,25.43
2012-05-03,25.48
2012-05-04,25.24
2012-05-07,25.34
2012-05-08,25.48
2012-05-09,25.34
2012-05-10,24.700001
2012-05-11,24.75
2012-05-14,24.65
2012-05-15,24.719998999999998
2012-05-16,24.73
2012-05-17,23.870001000000002
2012-05-18,23.6
2012-05-21,23.809998999999998
2012-05-22,23.809998999999998
2012-05-23,23.950001
2012-05-24,24.049999
2012-05-25,23.959999
2012-05-29,24.15
2012-05-30,23.52
2012-05-31,23.85
2012-06-01,23.34
2012-06-04,23.209999
2012-06-05,23.68
2012-06-06,24.709999
2012-06-07,24.17
2012-06-08,24.620001000000002
2012-06-11,23.67
2012-06-12,24.01
2012-06-13,23.860001
2012-06-14,24.18
2012-06-15,24.5
2012-06-18,24.83
2012-06-19,25.549999
2012-06-20,24.889999
2012-06-21,24.58
2012-06-22,24.58
2012-06-25,24.379998999999998
2012-06-26,24.67
2012-06-27,24.889999
2012-06-28,25.190001000000002
2012-06-29,25.82
2012-07-02,26.379998999999998
2012-07-03,26.9
2012-07-05,26.969998999999998
2012-07-06,26.9
2012-07-09,26.959999
2012-07-10,26.450001
2012-07-11,26.469998999999998
2012-07-12,26.809998999999998
2012-07-13,27.32
2012-07-16,27.559998999999998
2012-07-17,27.780001000000002
2012-07-18,27.110001
2012-07-19,26.309998999999998
2012-07-20,26.389999
2012-07-23,25.860001
2012-07-24,25.969998999999998
2012-07-25,25.879998999999998
2012-07-26,26.129998999999998
2012-07-27,26.6
2012-07-30,26.74
2012-07-31,26.66
2012-08-01,26.110001
2012-08-02,26.299999
2012-08-03,26.719998999999998
2012-08-06,26.629998999999998
2012-08-07,26.93
2012-08-08,27.17
2012-08-09,27.15
2012-08-10,26.92
2012-08-13,26.700001
2012-08-14,26.58
2012-08-15,26.98
2012-08-16,27.389999
2012-08-17,27.59
2012-08-20,27.16
2012-08-21,27.049999
2012-08-22,26.889999
2012-08-23,26.360001
2012-08-24,26.82
2012-08-27,27.35
2012-08-28,27.219998999999998
2012-08-29,27.27
2012-08-30,27.0
2012-08-31,27.190001000000002
2012-09-04,27.360001
2012-09-05,27.219998999999998
2012-09-06,27.5
2012-09-07,27.17
2012-09-10,27.040001
2012-09-11,26.84
2012-09-12,26.68
2012-09-13,26.52
2012-09-14,26.5
2012-09-17,26.299999
2012-09-18,26.370001000000002
2012-09-19,26.18
2012-09-20,25.620001000000002
2012-09-21,26.18
2012-09-24,26.27
2012-09-25,26.57
2012-09-26,26.6
2012-09-27,26.77
2012-09-28,26.940001000000002
2012-10-01,26.629998999999998
2012-10-02,26.23
2012-10-03,26.799999
2012-10-04,27.01
2012-10-05,27.280001000000002
2012-10-08,27.309998999999998
2012-10-09,27.309998999999998
2012-10-10,27.370001000000002
2012-10-11,26.76
2012-10-12,26.530001000000002
2012-10-15,26.620001000000002
2012-10-16,26.73
2012-10-17,26.48
2012-10-18,26.43
2012-10-19,26.08
2012-10-22,26.030001000000002
2012-10-23,25.799999
2012-10-24,25.99
2012-10-25,24.09
2012-10-26,23.32
2012-10-31,22.73
2012-11-01,23.5
2012-11-02,22.9
2012-11-05,22.52
2012-11-06,22.530001000000002
2012-11-07,22.469998999999998
2012-11-08,21.99
2012-11-09,21.780001000000002
2012-11-12,21.780001000000002
2012-11-13,21.540001
2012-11-14,21.1
2012-11-15,20.98
2012-11-16,22.24
2012-11-19,23.549999
2012-11-20,23.860001
2012-11-21,23.799999
2012-11-23,24.09
2012-11-26,24.799999
2012-11-27,25.190001000000002
2012-11-28,25.32
2012-11-29,25.57
2012-11-30,25.6
2012-12-03,25.790001
2012-12-04,25.719998999999998
2012-12-05,25.690001000000002
2012-12-06,26.01
2012-12-07,25.799999
2012-12-10,25.83
2012-12-11,25.91
2012-12-12,25.92
2012-12-13,26.02
2012-12-14,26.02
2012-12-17,26.15
2012-12-18,26.700001
2012-12-19,27.059998999999998
2012-12-20,27.27
2012-12-21,27.58
2012-12-24,27.530001000000002
2012-12-26,27.459999
2012-12-27,27.76
2012-12-28,27.629998999999998
2012-12-31,27.66
2013-01-02,28.73
2013-01-03,28.690001000000002
2013-01-04,29.129998999999998
2013-01-07,29.040001
2013-01-08,28.889999
2013-01-09,29.49
2013-01-10,29.620001000000002
2013-01-11,30.0
2013-01-14,30.24
2013-01-15,30.77
2013-01-16,30.110001
2013-01-17,30.5
2013-01-18,29.870001000000002
2013-01-22,30.27
2013-01-23,30.040001
2013-01-24,29.73
2013-01-25,29.82
2013-01-28,30.049999
2013-01-29,30.49
2013-01-30,29.559998999999998
2013-01-31,29.5
2013-02-01,30.620001000000002
2013-02-04,31.26
2013-02-05,30.879998999999998
2013-02-06,30.290001
2013-02-07,30.6
2013-02-08,30.6
2013-02-11,30.51
2013-02-12,30.719998999999998
2013-02-13,30.639999
2013-02-14,31.02
2013-02-15,29.85
2013-02-19,30.299999
2013-02-20,29.709999
2013-02-21,30.309998999999998
2013-02-22,31.99
2013-02-25,31.85
2013-02-26,31.719998999999998
2013-02-27,32.220001
2013-02-28,32.400002
2013-03-01,33.77
2013-03-04,34.34
2013-03-05,34.299999
2013-03-06,34.790001000000004
2013-03-07,34.990002000000004
2013-03-08,34.639998999999996
2013-03-11,34.150002
2013-03-12,34.23
2013-03-13,34.080002
2013-03-14,34.18
2013-03-15,34.23
2013-03-18,33.990002000000004
2013-03-19,33.810001
2013-03-20,34.580002
2013-03-21,34.82
2013-03-22,35.110001000000004
2013-03-25,35.080002
2013-03-26,35.150002
2013-03-27,34.990002000000004
2013-03-28,34.98
2013-04-01,35.029999
2013-04-02,35.119999
2013-04-03,34.98
2013-04-04,35.139998999999996
2013-04-05,34.709998999999996
2013-04-08,35.259997999999996
2013-04-09,34.84
2013-04-10,35.040001000000004
2013-04-11,35.669998
2013-04-12,35.700001
2013-04-15,35.169998
2013-04-16,35.5
2013-04-17,35.869999
2013-04-18,36.369999
2013-04-19,37.18
2013-04-22,37.709998999999996
2013-04-23,37.68
2013-04-24,35.599998
2013-04-25,35.41
2013-04-26,34.669998
2013-04-29,35.439999
2013-04-30,36.18
2013-05-01,35.5
2013-05-02,35.619999
2013-05-03,36.32
2013-05-06,38.299999
2013-05-07,38.209998999999996
2013-05-08,38.150002
2013-05-09,36.389998999999996
2013-05-10,36.25
2013-05-13,36.849998
2013-05-14,36.810001
2013-05-15,36.650002
2013-05-16,35.52
2013-05-17,35.880001
2013-05-20,35.889998999999996
2013-05-21,35.740002000000004
2013-05-22,34.700001
2013-05-23,34.169998
2013-05-24,33.700001
2013-05-28,33.68
2013-05-29,32.450001
2013-05-30,32.790001000000004
2013-05-31,32.119999
2013-06-03,31.74
2013-06-04,31.67
2013-06-05,31.51
2013-06-06,32.459998999999996
2013-06-07,31.52
2013-06-10,31.110001
2013-06-11,31.190001000000002
2013-06-12,30.299999
2013-06-13,31.0
2013-06-14,30.959999
2013-06-17,31.51
2013-06-18,31.77
2013-06-19,31.209999
2013-06-20,29.84
2013-06-21,30.129998999999998
2013-06-24,30.09
2013-06-25,30.389999
2013-06-26,30.610001
2013-06-27,31.09
2013-06-28,31.809998999999998
2013-07-01,33.130001
2013-07-02,32.139998999999996
2013-07-03,31.99
2013-07-05,31.75
2013-07-08,31.450001
2013-07-09,31.82
2013-07-10,31.73
2013-07-11,32.490002000000004
2013-07-12,32.990002000000004
2013-07-15,33.18
2013-07-16,33.419998
2013-07-17,33.09
2013-07-18,33.68
2013-07-19,33.130001
2013-07-22,32.939999
2013-07-23,32.759997999999996
2013-07-24,33.450001
2013-07-25,34.560001
2013-07-26,35.360001000000004
2013-07-29,35.529999
2013-07-30,34.59
2013-07-31,33.959998999999996
2013-08-01,33.82
2013-08-02,34.889998999999996
2013-08-05,34.32
2013-08-06,34.48
2013-08-07,34.09
2013-08-08,34.380001
2013-08-09,35.560001
2013-08-12,35.52
2013-08-13,34.84
2013-08-14,34.900002
2013-08-15,33.470001
2013-08-16,32.099998
2013-08-19,31.620001000000002
2013-08-20,32.57
2013-08-21,32.619999
2013-08-22,32.389998999999996
2013-08-23,32.18
2013-08-26,31.66
2013-08-27,30.969998999999998
2013-08-28,30.24
2013-08-29,30.780001000000002
2013-08-30,30.43
2013-09-03,30.0
2013-09-04,31.26
2013-09-05,31.75
2013-09-06,32.259997999999996
2013-09-09,32.77
2013-09-10,32.5
2013-09-11,32.560001
2013-09-12,32.400002
2013-09-13,32.18
2013-09-16,32.279999
2013-09-17,32.860001000000004
2013-09-18,34.18
2013-09-19,34.970001
2013-09-20,34.790001000000004
2013-09-23,34.790001000000004
2013-09-24,35.16
2013-09-25,35.16
2013-09-26,34.759997999999996
2013-09-27,34.709998999999996
2013-09-30,33.939999
2013-10-01,34.0
2013-10-02,33.43
2013-10-03,32.779999
2013-10-04,33.080002
2013-10-07,32.98
2013-10-08,32.759997999999996
2013-10-09,32.099998
2013-10-10,33.060001
2013-10-11,33.630001
2013-10-14,33.150002
2013-10-15,33.41
2013-10-16,33.400002
2013-10-17,33.990002000000004
2013-10-18,34.060001
2013-10-21,34.369999
2013-10-22,34.349998
2013-10-23,34.139998999999996
2013-10-24,34.119999
2013-10-25,34.68
2013-10-28,34.709998999999996
2013-10-29,34.59
2013-10-30,33.650002
2013-10-31,32.439999
2013-11-01,32.599998
2013-11-04,31.85
2013-11-05,31.66
2013-11-06,30.799999
2013-11-07,31.23
2013-11-08,31.129998999999998
2013-11-11,31.16
2013-11-12,30.799999
2013-11-13,31.120001000000002
2013-11-14,30.82
2013-11-15,30.91
2013-11-18,30.92
2013-11-19,30.75
2013-11-20,30.879998999999998
2013-11-21,31.98
2013-11-22,31.66
2013-11-25,31.08
2013-11-26,31.59
2013-11-27,32.290001000000004
2013-11-29,32.360001000000004
2013-12-02,29.92
2013-12-03,29.040001
2013-12-04,29.23
2013-12-05,29.48
2013-12-06,29.59
2013-12-09,29.66
2013-12-10,29.450001
2013-12-11,28.77
2013-12-12,28.25
2013-12-13,29.02
2013-12-16,29.41
2013-12-17,29.98
2013-12-18,30.51
2013-12-19,30.610001
2013-12-20,31.32
2013-12-23,31.57
2013-12-24,31.75
2013-12-26,31.91
2013-12-27,31.77
2013-12-30,31.959999
2013-12-31,32.189999
2014-01-02,31.709999
2014-01-03,31.639999
2014-01-06,31.65
2014-01-07,32.009997999999996
2014-01-08,31.49
2014-01-09,31.809998999999998
2014-01-10,30.84
2014-01-13,31.41
2014-01-14,32.509997999999996
2014-01-15,33.029999
2014-01-16,33.040001000000004
2014-01-17,33.049999
2014-01-21,33.419998
2014-01-22,33.32
2014-01-23,32.900002
2014-01-24,33.009997999999996
2014-01-27,32.299999
2014-01-28,31.65
2014-01-29,30.65
2014-01-30,30.77
2014-01-31,30.68
2014-02-03,30.25
2014-02-04,30.65
2014-02-05,29.9
2014-02-06,29.959999
2014-02-07,30.209999
2014-02-10,30.75
2014-02-11,30.09
2014-02-12,30.07
2014-02-13,30.219998999999998
2014-02-14,31.389999
2014-02-18,31.780001000000002
2014-02-19,30.99
2014-02-20,30.879998999999998
2014-02-21,31.059998999999998
2014-02-24,31.4
2014-02-25,31.58
2014-02-26,31.51
2014-02-27,31.25
2014-02-28,31.139999
2014-03-03,31.25
2014-03-04,31.73
2014-03-05,31.860001
2014-03-06,31.540001
2014-03-07,30.82
2014-03-10,30.84
2014-03-11,31.34
2014-03-12,31.42
2014-03-13,30.450001
2014-03-14,30.5
2014-03-17,30.9
2014-03-18,30.91
2014-03-19,30.07
2014-03-20,29.98
2014-03-21,30.66
2014-03-24,30.59
2014-03-25,30.35
2014-03-26,30.51
2014-03-27,30.620001000000002
2014-03-28,30.57
2014-03-31,31.0
2014-04-01,31.0
2014-04-02,30.99
2014-04-03,31.68
2014-04-04,31.549999
2014-04-07,31.639999
2014-04-08,32.259997999999996
2014-04-09,32.09
2014-04-10,31.059998999999998
2014-04-11,30.280001000000002
2014-04-14,30.42
2014-04-15,31.110001
2014-04-16,30.959999
2014-04-17,30.66
2014-04-21,30.92
2014-04-22,30.690001000000002
2014-04-23,30.379998999999998
2014-04-24,30.15
2014-04-25,30.620001000000002
2014-04-28,30.76
2014-04-29,30.379998999999998
2014-04-30,30.42
2014-05-01,30.51
2014-05-02,30.639999
2014-05-05,30.35
2014-05-06,30.030001000000002
2014-05-07,30.24
2014-05-08,30.190001000000002
2014-05-09,30.790001
2014-05-12,30.940001000000002
2014-05-13,30.92
2014-05-14,30.75
2014-05-15,30.65
2014-05-16,31.540001
2014-05-19,31.33
2014-05-20,31.17
2014-05-21,30.92
2014-05-22,30.85
2014-05-23,30.870001000000002
2014-05-27,31.690001000000002
2014-05-28,31.200001
2014-05-29,31.59
2014-05-30,31.700001
2014-06-02,31.77
2014-06-03,31.799999
2014-06-04,32.580002
2014-06-05,33.349998
2014-06-06,33.27
2014-06-09,32.919998
2014-06-10,33.060001
2014-06-11,33.099998
2014-06-12,32.349998
2014-06-13,32.310001
2014-06-16,32.389998999999996
2014-06-17,32.84
2014-06-18,32.98
2014-06-19,33.27
2014-06-20,33.209998999999996
2014-06-23,33.040001000000004
2014-06-24,33.040001000000004
2014-06-25,32.93
2014-06-26,32.720001
2014-06-27,33.029999
2014-06-30,33.07
2014-07-01,33.990002000000004
2014-07-02,33.91
2014-07-03,33.549999
2014-07-07,33.52
2014-07-08,33.700001
2014-07-09,33.700001
2014-07-10,33.57
2014-07-11,33.59
2014-07-14,33.849998
2014-07-15,33.43
2014-07-16,33.240002000000004
2014-07-17,32.73
2014-07-18,33.599998
2014-07-21,33.330002
2014-07-22,33.900002
2014-07-23,34.48
2014-07-24,34.419998
2014-07-25,34.189999
2014-07-28,34.459998999999996
2014-07-29,34.18
2014-07-30,33.18
2014-07-31,32.66
2014-08-01,33.150002
2014-08-04,33.490002000000004
2014-08-05,32.990002000000004
2014-08-06,33.110001000000004
2014-08-07,33.389998999999996
2014-08-08,33.900002
2014-08-11,34.709998999999996
2014-08-12,34.240002000000004
2014-08-13,34.91
2014-08-14,35.110001000000004
2014-08-15,35.34
2014-08-18,35.889998999999996
2014-08-19,35.740002000000004
2014-08-20,35.639998999999996
2014-08-21,35.25
2014-08-22,35.099998
2014-08-25,34.990002000000004
2014-08-26,35.240002000000004
2014-08-27,35.099998
2014-08-28,34.709998999999996
2014-08-29,35.07
2014-09-02,35.810001
2014-09-03,35.860001000000004
2014-09-04,35.950001
2014-09-05,35.900002
2014-09-08,36.330002
2014-09-09,35.91
2014-09-10,35.5
2014-09-11,35.73
2014-09-12,34.66
2014-09-15,34.290001000000004
2014-09-16,34.130001
2014-09-17,34.099998
2014-09-18,34.189999
2014-09-19,34.009997999999996
2014-09-22,33.810001
2014-09-23,32.959998999999996
2014-09-24,33.040001000000004
2014-09-25,32.720001
2014-09-26,32.52
2014-09-29,32.849998
2014-09-30,32.869999
2014-10-01,32.82
2014-10-02,33.040001000000004
2014-10-03,33.169998
2014-10-06,33.240002000000004
2014-10-07,32.41
2014-10-08,33.459998999999996
2014-10-09,33.25
2014-10-10,33.619999
2014-10-13,33.900002
2014-10-14,35.029999
2014-10-15,34.869999
2014-10-16,34.5
2014-10-17,34.380001
2014-10-20,35.080002
2014-10-21,34.799999
2014-10-22,34.48
2014-10-23,35.060001
2014-10-24,35.279999
2014-10-27,35.599998
2014-10-28,36.389998999999996
2014-10-29,36.200001
2014-10-30,36.75
2014-10-31,37.02
2014-11-03,37.59
2014-11-04,38.060001
2014-11-05,37.93
2014-11-06,37.799999
2014-11-07,37.799999
2014-11-10,37.849998
2014-11-11,37.810001
2014-11-12,38.209998999999996
2014-11-13,38.41
2014-11-14,37.93
2014-11-17,37.950001
2014-11-18,37.93
2014-11-19,37.360001000000004
2014-11-20,37.349998
2014-11-21,37.25
2014-11-24,37.490002000000004
2014-11-25,37.919998
2014-11-26,38.27
2014-11-28,38.060001
2014-12-01,37.830002
2014-12-02,38.240002000000004
2014-12-03,38.389998999999996
2014-12-04,38.310001
2014-12-05,38.599998
2014-12-08,38.43
2014-12-09,38.549999
2014-12-10,38.98
2014-12-11,38.900002
2014-12-12,38.360001000000004
2014-12-15,37.759997999999996
2014-12-16,37.59
2014-12-17,38.049999
2014-12-18,38.139998999999996
2014-12-19,38.169998
2014-12-22,38.369999
2014-12-23,38.400002
2014-12-24,38.830002
2014-12-26,39.189999
2014-12-29,39.040001000000004
2014-12-30,39.560001
2014-12-31,39.049999
2015-01-02,40.549999
2015-01-05,40.310001
2015-01-06,40.509997999999996
2015-01-07,41.490002000000004
2015-01-08,42.27
2015-01-09,41.509997999999996
2015-01-12,41.779999
2015-01-13,42.240002000000004
2015-01-14,43.419998
2015-01-15,43.32
2015-01-16,43.439999
2015-01-20,42.900002
2015-01-21,42.419998
2015-01-22,43.889998999999996
2015-01-23,43.82
2015-01-26,44.400002
2015-01-27,44.080002
2015-01-28,43.82
2015-01-29,44.27
2015-01-30,43.810001
2015-02-02,43.450001
2015-02-03,44.360001000000004
2015-02-04,44.41
2015-02-05,45.240002000000004
2015-02-06,44.240002000000004
2015-02-09,42.68
2015-02-10,44.91
2015-02-11,45.029999
2015-02-12,47.0
2015-02-13,48.080002
2015-02-17,48.150002
2015-02-18,48.52
2015-02-19,48.790001000000004
2015-02-20,48.849998
2015-02-23,48.919998
2015-02-24,48.189999
2015-02-25,47.57
2015-02-26,46.889998999999996
2015-02-27,47.439999
2015-03-02,48.349998
2015-03-03,47.689999
2015-03-04,48.150002
2015-03-05,47.68
2015-03-06,46.080002
2015-03-09,46.490002000000004
2015-03-10,46.369999
2015-03-11,46.529999
2015-03-12,47.299999
2015-03-13,46.990002000000004
2015-03-16,48.09
2015-03-17,48.630001
2015-03-18,49.07
2015-03-19,49.099998
2015-03-20,50.490002000000004
2015-03-23,50.709998999999996
2015-03-24,49.509997999999996
2015-03-25,48.759997999999996
2015-03-26,48.919998
2015-03-27,48.84
2015-03-30,48.93
2015-03-31,48.68
2015-04-01,49.689999
2015-04-02,50.41
2015-04-06,50.34
2015-04-07,49.040001000000004
2015-04-08,50.34
2015-04-09,50.459998999999996
2015-04-10,50.52
2015-04-13,50.740002000000004
2015-04-14,50.110001000000004
2015-04-15,49.689999
2015-04-16,49.349998
2015-04-17,48.459998999999996
2015-04-20,49.23
2015-04-21,49.389998999999996
2015-04-22,48.82
2015-04-23,49.830002
2015-04-24,50.349998
2015-04-27,50.060001
2015-04-28,48.080002
2015-04-29,47.959998999999996
2015-04-30,48.080002
2015-05-01,47.880001
2015-05-04,48.07
2015-05-05,46.07
2015-05-06,45.970001
2015-05-07,46.369999
2015-05-08,46.75
2015-05-11,46.720001
