Date,GSM
2019-06-03,1.51
2019-06-04,1.54
2019-06-05,1.55
2019-06-06,1.63
2019-06-07,1.64
2019-06-10,1.57
2019-06-11,1.58
2019-06-12,1.55
2019-06-13,1.59
2019-06-14,1.52
2019-06-17,1.59
2019-06-18,1.59
2019-06-19,1.6
2019-06-20,1.58
2019-06-21,1.55
2019-06-24,1.5
2019-06-25,1.47
2019-06-26,1.61
2019-06-27,1.64
2019-06-28,1.7
2019-07-01,1.77
2019-07-02,1.74
2019-07-03,1.79
2019-07-05,1.89
2019-07-08,1.72
2019-07-09,1.67
2019-07-10,1.73
2019-07-11,1.64
2019-07-12,1.66
2019-07-15,1.68
2019-07-16,1.67
2019-07-17,1.67
2019-07-18,1.68
2019-07-19,1.7
2019-07-22,1.65
2019-07-23,1.68
2019-07-24,1.64
2019-07-25,1.56
2019-07-26,1.5
2019-07-29,1.5
2019-07-30,1.5
2019-07-31,1.51
2019-08-01,1.47
2019-08-02,1.45
2019-08-05,1.4
2019-08-06,1.35
2019-08-07,1.27
2019-08-08,1.37
2019-08-09,1.33
2019-08-12,1.31
2019-08-13,1.41
2019-08-14,1.29
2019-08-15,1.2
2019-08-16,1.25
2019-08-19,1.28
2019-08-20,1.26
2019-08-21,1.29
2019-08-22,1.26
2019-08-23,1.28
2019-08-26,1.23
2019-08-27,1.13
2019-08-28,1.23
2019-08-29,1.32
2019-08-30,1.31
2019-09-03,1.25
2019-09-04,1.2
2019-09-05,1.18
2019-09-06,1.22
2019-09-09,1.26
2019-09-10,1.23
2019-09-11,1.24
2019-09-12,1.21
2019-09-13,1.3
2019-09-16,1.32
2019-09-17,1.31
2019-09-18,1.27
2019-09-19,1.28
2019-09-20,1.21
2019-09-23,1.25
2019-09-24,1.17
2019-09-25,1.19
2019-09-26,1.15
2019-09-27,1.16
2019-09-30,1.13
2019-10-01,1.09
2019-10-02,1.03
2019-10-03,0.98
2019-10-04,0.89
2019-10-07,0.75
2019-10-08,0.77
2019-10-09,0.79
2019-10-10,0.69
2019-10-11,0.8
2019-10-14,0.82
2019-10-15,0.77
2019-10-16,0.76
2019-10-17,0.8
2019-10-18,0.76
2019-10-21,0.75
2019-10-22,0.72
2019-10-23,0.71
2019-10-24,0.68
2019-10-25,0.66
2019-10-28,0.64
2019-10-29,0.66
2019-10-30,0.64
2019-10-31,0.62
2019-11-01,0.63
2019-11-04,0.63
2019-11-05,0.64
2019-11-06,0.64
2019-11-07,0.66
2019-11-08,0.62
2019-11-11,0.62
2019-11-12,0.62
2019-11-13,0.58
2019-11-14,0.55
2019-11-15,0.57
2019-11-18,0.52
2019-11-19,0.53
2019-11-20,0.53
2019-11-21,0.53
2019-11-22,0.54
2019-11-25,0.55
2019-11-26,0.63
2019-11-27,0.65
2019-11-29,0.64
2019-12-02,0.71
2019-12-03,0.69
2019-12-04,0.74
2019-12-05,0.74
2019-12-06,0.78
2019-12-09,0.76
2019-12-10,0.75
2019-12-11,0.72
2019-12-12,0.96
2019-12-13,1.0
2019-12-16,0.91
2019-12-17,0.94
2019-12-18,0.91
2019-12-19,0.93
2019-12-20,0.91
2019-12-23,0.91
2019-12-24,0.9
2019-12-26,0.95
2019-12-27,0.93
2019-12-30,0.94
2019-12-31,0.94
2020-01-02,0.95
2020-01-03,0.92
2020-01-06,0.95
2020-01-07,0.93
2020-01-08,0.89
2020-01-09,0.85
2020-01-10,0.87
2020-01-13,0.84
2020-01-14,1.1
2020-01-15,1.08
2020-01-16,1.05
2020-01-17,1.03
2020-01-21,1.04
2020-01-22,0.99
2020-01-23,0.97
2020-01-24,0.9
2020-01-27,0.89
2020-01-28,0.9
2020-01-29,0.89
2020-01-30,0.92
2020-01-31,0.85
2020-02-03,0.87
2020-02-04,0.86
2020-02-05,0.88
2020-02-06,0.89
2020-02-07,0.9
2020-02-10,0.89
2020-02-11,1.02
2020-02-12,1.06
2020-02-13,1.01
2020-02-14,1.01
2020-02-18,1.0
2020-02-19,1.04
2020-02-20,1.01
2020-02-21,1.03
2020-02-24,1.01
2020-02-25,1.01
2020-02-26,0.97
2020-02-27,0.9
2020-02-28,0.8
2020-03-02,0.84
2020-03-03,0.74
2020-03-04,0.75
2020-03-05,0.77
2020-03-06,0.55
2020-03-09,0.51
2020-03-10,0.51
2020-03-11,0.46
2020-03-12,0.43
2020-03-13,0.46
2020-03-16,0.37
2020-03-17,0.44
2020-03-18,0.39
2020-03-19,0.42
2020-03-20,0.4
2020-03-23,0.38
2020-03-24,0.39
2020-03-25,0.45
2020-03-26,0.45
2020-03-27,0.42
2020-03-30,0.45
2020-03-31,0.46
2020-04-01,0.43
2020-04-02,0.44
2020-04-03,0.43
2020-04-06,0.47
2020-04-07,0.46
2020-04-08,0.46
2020-04-09,0.48
2020-04-13,0.49
2020-04-14,0.52
2020-04-15,0.52
2020-04-16,0.5
2020-04-17,0.45
2020-04-20,0.46
2020-04-21,0.45
2020-04-22,0.45
2020-04-23,0.47
2020-04-24,0.48
2020-04-27,0.48
2020-04-28,0.49
2020-04-29,0.51
2020-04-30,0.52
2020-05-01,0.52
2020-05-04,0.5
2020-05-05,0.53
2020-05-06,0.52
2020-05-07,0.55
2020-05-08,0.58
