Date,GSM
2011-07-14,24.370001000000002
2011-07-15,24.26
2011-07-18,24.18
2011-07-19,24.76
2011-07-20,24.389999
2011-07-21,24.66
2011-07-22,24.85
2011-07-25,24.83
2011-07-26,24.26
2011-07-27,22.719998999999998
2011-07-28,22.59
2011-07-29,23.08
2011-08-01,23.48
2011-08-02,22.610001
2011-08-03,22.4
2011-08-04,20.25
2011-08-05,18.34
2011-08-08,17.16
2011-08-09,19.379998999999998
2011-08-10,18.809998999999998
2011-08-11,19.75
2011-08-12,20.030001000000002
2011-08-15,20.59
2011-08-16,19.48
2011-08-17,18.98
2011-08-18,17.299999
2011-08-19,17.0
2011-08-22,17.110001
2011-08-23,18.200001
2011-08-24,16.15
2011-08-25,14.76
2011-08-26,15.61
2011-08-29,16.08
2011-08-30,16.379998999999998
2011-08-31,16.75
2011-09-01,16.139999
2011-09-02,15.79
2011-09-06,15.52
2011-09-07,16.120001000000002
2011-09-08,15.84
2011-09-09,15.23
2011-09-12,14.97
2011-09-13,15.22
2011-09-14,15.8
2011-09-15,16.09
2011-09-16,16.450001
2011-09-19,16.4
2011-09-20,15.25
2011-09-21,15.65
2011-09-22,14.23
2011-09-23,14.67
2011-09-26,14.93
2011-09-27,15.15
2011-09-28,13.98
2011-09-29,15.07
2011-09-30,14.52
2011-10-03,13.51
2011-10-04,14.26
2011-10-05,15.31
2011-10-06,15.38
2011-10-07,15.19
2011-10-10,15.58
2011-10-11,16.52
2011-10-12,16.709999
2011-10-13,16.709999
2011-10-14,16.99
2011-10-17,15.73
2011-10-18,16.76
2011-10-19,15.84
2011-10-20,15.6
2011-10-21,16.27
2011-10-24,17.34
2011-10-25,16.43
2011-10-26,16.33
2011-10-27,17.93
2011-10-28,17.74
2011-10-31,16.67
2011-11-01,15.9
2011-11-02,16.41
2011-11-03,17.129998999999998
2011-11-04,16.93
2011-11-07,16.73
2011-11-08,16.77
2011-11-09,15.51
2011-11-10,15.72
2011-11-11,14.91
2011-11-14,14.72
2011-11-15,15.23
2011-11-16,13.89
2011-11-17,13.99
2011-11-18,13.96
2011-11-21,13.84
2011-11-22,13.86
2011-11-23,13.45
2011-11-25,13.12
2011-11-28,13.91
2011-11-29,13.82
2011-11-30,14.93
2011-12-01,14.63
2011-12-02,14.66
2011-12-05,14.85
2011-12-06,14.83
2011-12-07,14.77
2011-12-08,13.82
2011-12-09,14.49
2011-12-12,13.93
2011-12-13,13.24
2011-12-14,13.0
2011-12-15,12.78
2011-12-16,13.09
2011-12-19,13.21
2011-12-20,13.61
2011-12-21,13.87
2011-12-22,14.03
2011-12-23,13.98
2011-12-27,13.71
2011-12-28,13.21
2011-12-29,13.18
2011-12-30,13.39
2012-01-03,14.24
2012-01-04,13.85
2012-01-05,12.58
2012-01-06,12.71
2012-01-09,12.98
2012-01-10,13.49
2012-01-11,13.41
2012-01-12,13.45
2012-01-13,13.09
2012-01-17,13.52
2012-01-18,14.1
2012-01-19,14.48
2012-01-20,14.39
2012-01-23,14.79
2012-01-24,15.29
2012-01-25,15.51
2012-01-26,15.45
2012-01-27,15.51
2012-01-30,13.83
2012-01-31,13.68
2012-02-01,13.97
2012-02-02,14.05
2012-02-03,14.48
2012-02-06,15.0
2012-02-07,14.66
2012-02-08,14.55
2012-02-09,14.54
2012-02-10,14.16
2012-02-13,14.4
2012-02-14,14.14
2012-02-15,14.04
2012-02-16,15.05
2012-02-17,14.74
2012-02-21,14.99
2012-02-22,15.14
2012-02-23,14.99
2012-02-24,14.84
2012-02-27,14.61
2012-02-28,14.64
2012-02-29,14.22
2012-03-01,14.56
2012-03-02,14.35
2012-03-05,14.26
2012-03-06,13.99
2012-03-07,14.11
2012-03-08,14.4
2012-03-09,14.96
2012-03-12,14.56
2012-03-13,15.15
2012-03-14,15.01
2012-03-15,15.33
2012-03-16,15.84
2012-03-19,16.35
2012-03-20,15.82
2012-03-21,15.62
2012-03-22,14.87
2012-03-23,15.09
2012-03-26,15.39
2012-03-27,15.18
2012-03-28,15.0
2012-03-29,14.9
2012-03-30,14.87
2012-04-02,15.03
2012-04-03,14.61
2012-04-04,14.5
2012-04-05,14.16
2012-04-09,14.22
2012-04-10,14.06
2012-04-11,14.2
2012-04-12,14.51
2012-04-13,13.95
2012-04-16,14.13
2012-04-17,14.6
2012-04-18,14.19
2012-04-19,13.95
2012-04-20,13.84
2012-04-23,13.44
2012-04-24,13.42
2012-04-25,13.33
2012-04-26,13.4
2012-04-27,13.47
2012-04-30,13.34
2012-05-01,13.44
2012-05-02,13.03
2012-05-03,12.83
2012-05-04,12.87
2012-05-07,12.82
2012-05-08,12.78
2012-05-09,12.72
2012-05-10,12.76
2012-05-11,13.15
2012-05-14,13.0
2012-05-15,13.05
2012-05-16,12.52
2012-05-17,12.0
2012-05-18,11.75
2012-05-21,11.88
2012-05-22,11.56
2012-05-23,12.18
2012-05-24,12.05
2012-05-25,11.85
2012-05-29,12.26
2012-05-30,11.92
2012-05-31,11.72
2012-06-01,11.76
2012-06-04,11.85
2012-06-05,12.17
2012-06-06,12.57
2012-06-07,12.65
2012-06-08,12.43
2012-06-11,12.02
2012-06-12,12.35
2012-06-13,12.1
2012-06-14,12.24
2012-06-15,12.83
2012-06-18,12.76
2012-06-19,13.11
2012-06-20,12.93
2012-06-21,12.63
2012-06-22,12.82
2012-06-25,12.57
2012-06-26,12.57
2012-06-27,12.95
2012-06-28,13.0
2012-06-29,13.43
2012-07-02,13.18
2012-07-03,13.67
2012-07-05,13.46
2012-07-06,12.71
2012-07-09,12.79
2012-07-10,12.43
2012-07-11,12.88
2012-07-12,13.2
2012-07-13,13.36
2012-07-16,13.0
2012-07-17,12.92
2012-07-18,12.8
2012-07-19,12.92
2012-07-20,12.58
2012-07-23,12.7
2012-07-24,12.32
2012-07-25,12.64
2012-07-26,12.53
2012-07-27,12.83
2012-07-30,12.71
2012-07-31,12.53
2012-08-01,12.44
2012-08-02,12.2
2012-08-03,12.96
2012-08-06,13.18
2012-08-07,13.39
2012-08-08,13.3
2012-08-09,13.41
2012-08-10,13.23
2012-08-13,12.87
2012-08-14,12.74
2012-08-15,12.87
2012-08-16,13.46
2012-08-17,13.89
2012-08-20,14.14
2012-08-21,14.96
2012-08-22,15.18
2012-08-23,15.14
2012-08-24,14.94
2012-08-27,14.75
2012-08-28,14.81
2012-08-29,14.9
2012-08-30,14.63
2012-08-31,14.59
2012-09-04,14.74
2012-09-05,14.87
2012-09-06,15.3
2012-09-07,15.49
2012-09-10,15.52
2012-09-11,15.5
2012-09-12,15.55
2012-09-13,15.79
2012-09-14,17.040001
2012-09-17,15.77
2012-09-18,15.72
2012-09-19,15.64
2012-09-20,15.51
2012-09-21,15.75
2012-09-24,15.56
2012-09-25,15.36
2012-09-26,15.11
2012-09-27,15.36
2012-09-28,15.22
2012-10-01,15.39
2012-10-02,15.29
2012-10-03,14.98
2012-10-04,15.15
2012-10-05,15.4
2012-10-08,15.26
2012-10-09,15.77
2012-10-10,15.7
2012-10-11,15.72
2012-10-12,15.42
2012-10-15,15.52
2012-10-16,15.6
2012-10-17,15.79
2012-10-18,15.7
2012-10-19,15.37
2012-10-22,15.53
2012-10-23,15.14
2012-10-24,14.95
2012-10-25,15.02
2012-10-26,15.01
2012-10-31,15.03
2012-11-01,15.36
2012-11-02,14.57
2012-11-05,14.84
2012-11-06,14.98
2012-11-07,14.37
2012-11-08,14.06
2012-11-09,14.55
2012-11-12,14.34
2012-11-13,13.77
2012-11-14,13.5
2012-11-15,13.39
2012-11-16,13.48
2012-11-19,14.16
2012-11-20,14.03
2012-11-21,14.05
2012-11-23,14.09
2012-11-26,14.0
2012-11-27,14.0
2012-11-28,13.97
2012-11-29,13.91
2012-11-30,13.86
2012-12-03,13.8
2012-12-04,14.35
2012-12-05,14.19
2012-12-06,14.04
2012-12-07,14.03
2012-12-10,14.46
2012-12-11,15.21
2012-12-12,15.0
2012-12-13,15.04
2012-12-14,15.3
2012-12-17,15.08
2012-12-18,15.14
2012-12-19,15.08
2012-12-20,14.38
2012-12-21,13.79
2012-12-24,13.7
2012-12-26,13.67
2012-12-27,13.59
2012-12-28,13.47
2012-12-31,13.75
2013-01-02,14.45
2013-01-03,14.31
2013-01-04,14.39
2013-01-07,14.83
2013-01-08,14.59
2013-01-09,14.7
2013-01-10,14.9
2013-01-11,14.79
2013-01-14,14.66
2013-01-15,14.72
2013-01-16,14.76
2013-01-17,14.92
2013-01-18,15.25
2013-01-22,15.38
2013-01-23,15.18
2013-01-24,15.15
2013-01-25,15.16
2013-01-28,15.09
2013-01-29,15.41
2013-01-30,14.85
2013-01-31,15.16
2013-02-01,15.46
2013-02-04,15.32
2013-02-05,15.57
2013-02-06,15.77
2013-02-07,15.5
2013-02-08,15.4
2013-02-11,15.41
2013-02-12,15.38
2013-02-13,15.48
2013-02-14,15.63
2013-02-15,15.64
2013-02-19,15.3
2013-02-20,14.78
2013-02-21,14.72
2013-02-22,14.89
2013-02-25,14.62
2013-02-26,14.42
2013-02-27,14.58
2013-02-28,14.29
2013-03-01,14.2
2013-03-04,14.18
2013-03-05,14.25
2013-03-06,14.36
2013-03-07,14.39
2013-03-08,14.73
2013-03-11,14.51
2013-03-12,14.4
2013-03-13,14.32
2013-03-14,14.71
2013-03-15,14.75
2013-03-18,14.33
2013-03-19,14.25
2013-03-20,14.34
2013-03-21,14.26
2013-03-22,14.15
2013-03-25,14.03
2013-03-26,14.0
2013-03-27,14.0
2013-03-28,13.92
2013-04-01,13.7
2013-04-02,13.65
2013-04-03,13.45
2013-04-04,13.67
2013-04-05,13.64
2013-04-08,13.51
2013-04-09,13.64
2013-04-10,13.85
2013-04-11,13.53
2013-04-12,13.51
2013-04-15,13.08
2013-04-16,13.29
2013-04-17,12.77
2013-04-18,12.67
2013-04-19,12.52
2013-04-22,12.7
2013-04-23,12.8
2013-04-24,13.18
2013-04-25,13.09
2013-04-26,12.93
2013-04-29,12.9
2013-04-30,13.06
2013-05-01,12.61
2013-05-02,13.08
2013-05-03,13.25
2013-05-06,13.22
2013-05-07,12.72
2013-05-08,12.67
2013-05-09,12.63
2013-05-10,12.72
2013-05-13,12.55
2013-05-14,12.59
2013-05-15,12.43
2013-05-16,12.5
2013-05-17,12.56
2013-05-20,12.72
2013-05-21,12.6
2013-05-22,12.59
2013-05-23,12.52
2013-05-24,12.43
2013-05-28,12.48
2013-05-29,12.48
2013-05-30,12.57
2013-05-31,12.27
2013-06-03,12.63
2013-06-04,12.26
2013-06-05,12.15
2013-06-06,12.23
2013-06-07,12.15
2013-06-10,12.22
2013-06-11,11.95
2013-06-12,11.81
2013-06-13,11.73
2013-06-14,11.49
2013-06-17,11.45
2013-06-18,11.35
2013-06-19,11.09
2013-06-20,10.86
2013-06-21,10.79
2013-06-24,11.04
2013-06-25,10.95
2013-06-26,10.8
2013-06-27,11.12
2013-06-28,10.87
2013-07-01,11.19
2013-07-02,11.08
2013-07-03,11.0
2013-07-05,11.03
2013-07-08,10.88
2013-07-09,10.99
2013-07-10,11.16
2013-07-11,11.28
2013-07-12,11.23
2013-07-15,11.26
2013-07-16,11.38
2013-07-17,11.34
2013-07-18,11.29
2013-07-19,11.2
2013-07-22,11.53
2013-07-23,12.21
2013-07-24,12.01
2013-07-25,11.89
2013-07-26,11.87
2013-07-29,11.67
2013-07-30,11.89
2013-07-31,11.93
2013-08-01,11.99
2013-08-02,12.09
2013-08-05,12.15
2013-08-06,12.05
2013-08-07,12.12
2013-08-08,12.36
2013-08-09,12.71
2013-08-12,12.78
2013-08-13,12.59
2013-08-14,12.93
2013-08-15,12.75
2013-08-16,12.72
2013-08-19,12.42
2013-08-20,12.54
2013-08-21,12.8
2013-08-22,13.0
2013-08-23,13.22
2013-08-26,13.3
2013-08-27,13.03
2013-08-28,12.92
2013-08-29,12.99
2013-08-30,12.85
2013-09-03,13.03
2013-09-04,13.42
2013-09-05,13.26
2013-09-06,13.24
2013-09-09,13.49
2013-09-10,13.83
2013-09-11,14.06
2013-09-12,13.81
2013-09-13,14.17
2013-09-16,14.75
2013-09-17,14.74
2013-09-18,15.01
2013-09-19,15.0
2013-09-20,14.93
2013-09-23,15.03
2013-09-24,15.25
2013-09-25,15.41
2013-09-26,15.41
2013-09-27,15.31
2013-09-30,15.41
2013-10-01,15.71
2013-10-02,15.96
2013-10-03,16.0
2013-10-04,16.18
2013-10-07,16.08
2013-10-08,16.110001
2013-10-09,16.209999
2013-10-10,16.459999
2013-10-11,16.68
2013-10-14,17.0
2013-10-15,17.02
2013-10-16,16.870001000000002
2013-10-17,17.190001000000002
2013-10-18,17.42
2013-10-21,17.51
2013-10-22,17.73
2013-10-23,17.629998999999998
2013-10-24,17.91
2013-10-25,17.77
2013-10-28,18.200001
2013-10-29,18.07
2013-10-30,17.57
2013-10-31,17.5
2013-11-01,17.41
2013-11-04,17.51
2013-11-05,17.26
2013-11-06,17.709999
2013-11-07,16.530001000000002
2013-11-08,16.83
2013-11-11,16.52
2013-11-12,16.450001
2013-11-13,16.52
2013-11-14,16.5
2013-11-15,16.559998999999998
2013-11-18,16.620001000000002
2013-11-19,16.48
2013-11-20,16.4
2013-11-21,17.32
2013-11-22,17.65
2013-11-25,17.59
2013-11-26,17.82
2013-11-27,17.889999
2013-11-29,17.799999
2013-12-02,17.67
2013-12-03,17.549999
2013-12-04,17.66
2013-12-05,17.549999
2013-12-06,17.52
2013-12-09,17.76
2013-12-10,17.51
2013-12-11,17.190001000000002
2013-12-12,17.030001000000002
2013-12-13,17.200001
2013-12-16,17.389999
2013-12-17,17.370001000000002
2013-12-18,17.57
2013-12-19,17.530001000000002
2013-12-20,17.77
2013-12-23,17.85
2013-12-24,17.9
2013-12-26,17.860001
2013-12-27,17.969998999999998
2013-12-30,17.85
2013-12-31,18.01
2014-01-02,17.98
2014-01-03,18.120001000000002
2014-01-06,17.93
2014-01-07,17.98
2014-01-08,17.84
2014-01-09,17.809998999999998
2014-01-10,17.91
2014-01-13,17.4
2014-01-14,17.35
2014-01-15,17.74
2014-01-16,18.16
2014-01-17,18.52
2014-01-21,18.610001
2014-01-22,18.469998999999998
2014-01-23,18.309998999999998
2014-01-24,17.469998999999998
2014-01-27,17.24
2014-01-28,17.719998999999998
2014-01-29,17.379998999999998
2014-01-30,17.65
2014-01-31,17.48
2014-02-03,17.01
2014-02-04,17.07
2014-02-05,16.809998999999998
2014-02-06,16.950001
2014-02-07,17.58
2014-02-10,17.620001000000002
2014-02-11,18.0
2014-02-12,18.02
2014-02-13,18.200001
2014-02-14,18.16
2014-02-18,18.43
2014-02-19,18.309998999999998
2014-02-20,18.559998999999998
2014-02-21,18.93
2014-02-24,19.440001000000002
2014-02-25,19.059998999999998
2014-02-26,19.68
2014-02-27,20.139999
2014-02-28,19.870001000000002
2014-03-03,19.969998999999998
2014-03-04,20.18
2014-03-05,20.24
2014-03-06,20.540001
2014-03-07,20.41
2014-03-10,20.469998999999998
2014-03-11,20.280001000000002
2014-03-12,20.42
2014-03-13,20.360001
2014-03-14,20.700001
2014-03-17,20.77
2014-03-18,21.24
2014-03-19,21.34
2014-03-20,21.360001
2014-03-21,21.59
2014-03-24,21.379998999999998
2014-03-25,21.07
2014-03-26,20.719998999999998
2014-03-27,20.68
2014-03-28,20.59
2014-03-31,20.82
2014-04-01,20.889999
2014-04-02,21.059998999999998
2014-04-03,20.690001000000002
2014-04-04,20.450001
2014-04-07,20.08
2014-04-08,20.530001000000002
2014-04-09,21.08
2014-04-10,20.74
2014-04-11,20.25
2014-04-14,20.370001000000002
2014-04-15,20.0
2014-04-16,20.02
2014-04-17,20.110001
2014-04-21,20.09
2014-04-22,20.01
2014-04-23,19.530001000000002
2014-04-24,19.49
2014-04-25,18.99
2014-04-28,19.01
2014-04-29,19.25
2014-04-30,19.379998999999998
2014-05-01,19.24
2014-05-02,19.4
2014-05-05,19.280001000000002
2014-05-06,18.98
2014-05-07,19.48
2014-05-08,19.1
2014-05-09,19.24
2014-05-12,19.52
2014-05-13,19.299999
2014-05-14,18.959999
2014-05-15,18.610001
2014-05-16,18.77
2014-05-19,19.040001
2014-05-20,18.51
2014-05-21,19.5
2014-05-22,19.5
2014-05-23,20.059998999999998
2014-05-27,20.190001000000002
2014-05-28,19.959999
2014-05-29,20.139999
2014-05-30,19.99
2014-06-02,20.01
2014-06-03,19.809998999999998
2014-06-04,19.809998999999998
2014-06-05,20.459999
2014-06-06,20.700001
2014-06-09,21.09
2014-06-10,21.01
2014-06-11,20.92
2014-06-12,20.709999
2014-06-13,20.82
2014-06-16,20.889999
2014-06-17,21.219998999999998
2014-06-18,21.459999
2014-06-19,21.83
