Date,KDDIF
2020-04-01,29.0
2020-04-02,29.0
2020-04-03,29.0
2020-04-06,29.0
2020-04-07,29.0
2020-04-08,29.0
2020-04-09,29.1
2020-04-13,29.1
2020-04-14,29.209999
2020-04-15,29.209999
2020-04-16,29.209999
2020-04-17,29.209999
2020-04-20,29.209999
2020-04-21,29.209999
2020-04-22,29.209999
2020-04-23,29.209999
2020-04-24,29.450001
2020-04-27,29.450001
2020-04-28,29.450001
2020-04-29,29.450001
2020-04-30,29.450001
2020-05-01,29.450001
2020-05-04,29.450001
2020-05-05,29.450001
2020-05-06,29.33
2020-05-07,28.4
2020-05-08,28.4
