Date,IRDM
2009-02-26,9.37
2009-02-27,9.37
2009-03-02,9.38
2009-03-03,9.4
2009-03-04,9.4
2009-03-05,9.4
2009-03-06,9.39
2009-03-09,9.4
2009-03-10,9.4
2009-03-11,9.42
2009-03-12,9.42
2009-03-13,9.42
2009-03-16,9.42
2009-03-17,9.39
2009-03-18,9.37
2009-03-19,9.37
2009-03-20,9.36
2009-03-23,9.38
2009-03-24,9.25
2009-03-25,9.38
2009-03-26,9.36
2009-03-27,9.36
2009-03-30,9.37
2009-03-31,9.37
2009-04-01,9.38
2009-04-02,9.39
2009-04-03,9.44
2009-04-06,9.48
2009-04-07,9.48
2009-04-08,9.47
2009-04-09,9.41
2009-04-13,9.41
2009-04-14,9.47
2009-04-15,9.48
2009-04-16,9.5
2009-04-17,9.47
2009-04-20,9.47
2009-04-21,9.49
2009-04-22,9.48
2009-04-23,9.52
2009-04-24,9.51
2009-04-27,9.5
2009-04-28,9.49
2009-04-29,9.54
2009-04-30,9.53
2009-05-01,9.53
2009-05-04,9.57
2009-05-05,9.57
2009-05-06,9.56
2009-05-07,9.6
2009-05-08,9.6
2009-05-11,9.56
2009-05-12,9.56
2009-05-13,9.56
2009-05-14,9.55
2009-05-15,9.57
2009-05-18,9.6
2009-05-19,9.75
2009-05-20,9.72
2009-05-21,9.74
2009-05-22,9.69
2009-05-26,9.7
2009-05-27,9.69
2009-05-28,9.73
2009-05-29,9.73
2009-06-01,9.72
2009-06-02,9.69
2009-06-03,9.69
2009-06-04,9.74
2009-06-05,9.75
2009-06-08,9.79
2009-06-09,9.75
2009-06-10,9.75
2009-06-11,9.73
2009-06-12,9.75
2009-06-15,9.73
2009-06-16,9.75
2009-06-17,9.75
2009-06-18,9.79
2009-06-19,9.79
2009-06-22,9.8
2009-06-23,9.78
2009-06-24,9.83
2009-06-25,9.8
2009-06-26,9.79
2009-06-29,9.8
2009-06-30,9.8
2009-07-01,9.74
2009-07-02,9.79
2009-07-06,9.77
2009-07-07,9.75
2009-07-08,9.79
2009-07-09,9.79
2009-07-10,9.78
2009-07-13,9.75
2009-07-14,9.77
2009-07-15,9.74
2009-07-16,9.76
2009-07-17,9.71
2009-07-20,9.75
2009-07-21,9.77
2009-07-22,9.76
2009-07-23,9.76
2009-07-24,9.75
2009-07-27,9.78
2009-07-28,9.76
2009-07-29,9.78
2009-07-30,9.81
2009-07-31,9.82
2009-08-03,9.81
2009-08-04,9.8
2009-08-05,9.8
2009-08-06,9.82
2009-08-07,9.82
2009-08-10,9.81
2009-08-11,9.76
2009-08-12,9.79
2009-08-13,9.85
2009-08-14,9.9
2009-08-17,9.9
2009-08-18,9.89
2009-08-19,9.9
2009-08-20,9.92
2009-08-21,9.95
2009-08-24,9.98
2009-08-25,9.97
2009-08-26,9.98
2009-08-27,9.95
2009-08-28,9.97
2009-08-31,9.92
2009-09-01,10.05
2009-09-02,10.0
2009-09-03,9.95
2009-09-04,9.95
2009-09-08,10.02
2009-09-09,10.01
2009-09-10,10.01
2009-09-11,10.0
2009-09-14,10.01
2009-09-15,10.01
2009-09-16,10.0
2009-09-17,10.01
2009-09-18,10.01
2009-09-21,9.97
2009-09-22,9.95
2009-09-23,10.1
2009-09-24,10.03
2009-09-25,10.02
2009-09-28,10.7
2009-09-29,11.55
2009-09-30,11.41
2009-10-01,11.0
2009-10-02,10.64
2009-10-05,10.4
2009-10-06,9.65
2009-10-07,9.12
2009-10-08,9.0
2009-10-09,8.64
2009-10-12,8.61
2009-10-13,8.55
2009-10-14,8.37
2009-10-15,8.31
2009-10-16,8.1
2009-10-19,8.38
2009-10-20,8.81
2009-10-21,9.11
2009-10-22,9.65
2009-10-23,9.71
2009-10-26,9.82
2009-10-27,9.81
2009-10-28,9.25
2009-10-29,9.1
2009-10-30,8.9
2009-11-02,8.87
2009-11-03,9.06
2009-11-04,8.83
2009-11-05,8.81
2009-11-06,8.76
2009-11-09,9.1
2009-11-10,9.45
2009-11-11,9.4
2009-11-12,9.4
2009-11-13,8.88
2009-11-16,8.66
2009-11-17,8.6
2009-11-18,8.96
2009-11-19,8.73
2009-11-20,8.53
2009-11-23,8.53
2009-11-24,8.4
2009-11-25,8.4
2009-11-27,8.29
2009-11-30,8.19
2009-12-01,8.32
2009-12-02,8.0
2009-12-03,8.03
2009-12-04,7.99
2009-12-07,7.97
2009-12-08,8.19
2009-12-09,8.07
2009-12-10,8.08
2009-12-11,8.25
2009-12-14,8.25
2009-12-15,8.21
2009-12-16,8.15
2009-12-17,8.01
2009-12-18,8.12
2009-12-21,7.99
2009-12-22,7.94
2009-12-23,8.03
2009-12-24,8.12
2009-12-28,8.16
2009-12-29,8.13
2009-12-30,7.92
2009-12-31,8.03
2010-01-04,7.86
2010-01-05,7.92
2010-01-06,7.79
2010-01-07,7.86
2010-01-08,8.35
2010-01-11,8.4
2010-01-12,8.25
2010-01-13,8.42
2010-01-14,8.71
2010-01-15,8.53
2010-01-19,8.36
2010-01-20,8.33
2010-01-21,8.22
2010-01-22,7.96
2010-01-25,7.93
2010-01-26,7.84
2010-01-27,7.83
2010-01-28,7.19
2010-01-29,6.72
2010-02-01,6.96
2010-02-02,6.88
2010-02-03,6.93
2010-02-04,6.56
2010-02-05,6.75
2010-02-08,6.78
2010-02-09,6.6
2010-02-10,6.5
2010-02-11,6.59
2010-02-12,6.56
2010-02-16,6.36
2010-02-17,6.42
2010-02-18,6.48
2010-02-19,6.6
2010-02-22,6.54
2010-02-23,6.5
2010-02-24,6.5
2010-02-25,6.6
2010-02-26,6.71
2010-03-01,6.94
2010-03-02,6.8
2010-03-03,6.88
2010-03-04,7.09
2010-03-05,7.55
2010-03-08,8.2
2010-03-09,8.45
2010-03-10,8.6
2010-03-11,8.55
2010-03-12,8.22
2010-03-15,8.3
2010-03-16,7.92
2010-03-17,7.88
2010-03-18,8.32
2010-03-19,8.08
2010-03-22,7.91
2010-03-23,8.04
2010-03-24,7.91
2010-03-25,7.87
2010-03-26,8.02
2010-03-29,8.22
2010-03-30,8.11
2010-03-31,8.11
2010-04-01,8.31
2010-04-05,8.31
2010-04-06,8.49
2010-04-07,8.58
2010-04-08,8.67
2010-04-09,8.55
2010-04-12,8.45
2010-04-13,8.27
2010-04-14,8.66
2010-04-15,8.41
2010-04-16,8.27
2010-04-19,8.39
2010-04-20,8.26
2010-04-21,8.19
2010-04-22,8.23
2010-04-23,8.0
2010-04-26,8.04
2010-04-27,8.0
2010-04-28,7.98
2010-04-29,8.1
2010-04-30,8.06
2010-05-03,8.13
2010-05-04,7.94
2010-05-05,8.02
2010-05-06,7.64
2010-05-07,7.61
2010-05-10,7.97
2010-05-11,7.95
2010-05-12,8.31
2010-05-13,8.37
2010-05-14,8.39
2010-05-17,8.26
2010-05-18,8.67
2010-05-19,8.8
2010-05-20,8.65
2010-05-21,8.7
2010-05-24,8.84
2010-05-25,8.8
2010-05-26,8.94
2010-05-27,8.99
2010-05-28,9.06
2010-06-01,8.71
2010-06-02,9.25
2010-06-03,8.97
2010-06-04,8.74
2010-06-07,8.65
2010-06-08,8.52
2010-06-09,8.63
2010-06-10,8.81
2010-06-11,9.05
2010-06-14,9.08
2010-06-15,9.35
2010-06-16,9.29
2010-06-17,9.3
2010-06-18,9.73
2010-06-21,9.74
2010-06-22,9.82
2010-06-23,10.07
2010-06-24,9.9
2010-06-25,9.99
2010-06-28,10.25
2010-06-29,9.99
2010-06-30,10.04
2010-07-01,10.47
2010-07-02,10.32
2010-07-06,10.2
2010-07-07,10.75
2010-07-08,10.72
2010-07-09,10.74
2010-07-12,10.69
2010-07-13,10.87
2010-07-14,10.76
2010-07-15,10.56
2010-07-16,9.75
2010-07-19,9.71
2010-07-20,9.93
2010-07-21,9.85
2010-07-22,10.32
2010-07-23,10.26
2010-07-26,10.43
2010-07-27,10.43
2010-07-28,10.31
2010-07-29,10.2
2010-07-30,10.31
2010-08-02,10.45
2010-08-03,10.34
2010-08-04,10.45
2010-08-05,10.41
2010-08-06,10.22
2010-08-09,10.28
2010-08-10,9.84
2010-08-11,9.07
2010-08-12,9.45
2010-08-13,9.35
2010-08-16,9.37
2010-08-17,9.59
2010-08-18,9.39
2010-08-19,9.04
2010-08-20,9.09
2010-08-23,8.96
2010-08-24,8.91
2010-08-25,8.95
2010-08-26,9.16
2010-08-27,9.23
2010-08-30,8.87
2010-08-31,8.66
2010-09-01,8.91
2010-09-02,9.22
2010-09-03,9.44
2010-09-07,9.42
2010-09-08,9.13
2010-09-09,9.18
2010-09-10,9.21
2010-09-13,9.42
2010-09-14,9.25
2010-09-15,9.21
2010-09-16,9.09
2010-09-17,9.13
2010-09-20,9.47
2010-09-21,8.79
2010-09-22,8.71
2010-09-23,8.78
2010-09-24,8.83
2010-09-27,8.8
2010-09-28,8.96
2010-09-29,8.66
2010-09-30,8.54
2010-10-01,8.6
2010-10-04,8.58
2010-10-05,8.66
2010-10-06,8.73
2010-10-07,8.77
2010-10-08,8.89
2010-10-11,8.49
2010-10-12,8.6
2010-10-13,8.68
2010-10-14,8.47
2010-10-15,8.5
2010-10-18,8.65
2010-10-19,8.51
2010-10-20,8.51
2010-10-21,8.35
2010-10-22,8.26
2010-10-25,8.3
2010-10-26,8.27
2010-10-27,8.25
2010-10-28,8.21
2010-10-29,8.25
2010-11-01,8.28
2010-11-02,8.53
2010-11-03,8.65
2010-11-04,8.7
2010-11-05,8.69
2010-11-08,8.96
2010-11-09,8.96
2010-11-10,9.16
2010-11-11,9.09
2010-11-12,9.13
2010-11-15,9.1
2010-11-16,9.13
2010-11-17,9.12
2010-11-18,9.4
2010-11-19,9.73
2010-11-22,9.7
2010-11-23,9.59
2010-11-24,9.62
2010-11-26,9.64
2010-11-29,9.6
2010-11-30,9.34
2010-12-01,9.35
2010-12-02,9.39
2010-12-03,9.24
2010-12-06,9.29
2010-12-07,9.41
2010-12-08,9.6
2010-12-09,9.52
2010-12-10,9.35
2010-12-13,9.4
2010-12-14,9.45
2010-12-15,9.39
2010-12-16,8.95
2010-12-17,8.9
2010-12-20,8.61
2010-12-21,8.41
2010-12-22,8.44
2010-12-23,8.37
2010-12-27,8.33
2010-12-28,8.17
2010-12-29,8.27
2010-12-30,8.13
2010-12-31,8.25
2011-01-03,8.21
2011-01-04,8.14
2011-01-05,8.32
2011-01-06,8.28
2011-01-07,8.25
2011-01-10,8.35
2011-01-11,8.38
2011-01-12,8.5
2011-01-13,8.45
2011-01-14,8.51
2011-01-18,8.52
2011-01-19,8.43
2011-01-20,8.38
2011-01-21,8.24
2011-01-24,8.19
2011-01-25,8.33
2011-01-26,8.42
2011-01-27,8.2
2011-01-28,8.02
2011-01-31,7.68
2011-02-01,8.03
2011-02-02,7.92
2011-02-03,8.23
2011-02-04,7.97
2011-02-07,7.93
2011-02-08,8.18
2011-02-09,8.12
2011-02-10,8.27
2011-02-11,8.31
2011-02-14,8.08
2011-02-15,8.18
2011-02-16,8.01
2011-02-17,8.35
2011-02-18,8.31
2011-02-22,8.89
2011-02-23,8.78
2011-02-24,8.99
2011-02-25,9.36
2011-02-28,9.4
2011-03-01,9.25
2011-03-02,9.15
2011-03-03,9.22
2011-03-04,9.3
2011-03-07,9.3
2011-03-08,8.6
2011-03-09,8.4
2011-03-10,8.34
2011-03-11,8.2
2011-03-14,8.28
2011-03-15,8.09
2011-03-16,7.96
2011-03-17,7.98
2011-03-18,8.14
2011-03-21,8.29
2011-03-22,8.21
2011-03-23,9.12
2011-03-24,8.83
2011-03-25,8.76
2011-03-28,8.85
2011-03-29,8.72
2011-03-30,8.13
2011-03-31,7.98
2011-04-01,7.94
2011-04-04,8.04
2011-04-05,8.12
2011-04-06,8.19
2011-04-07,8.16
2011-04-08,8.21
2011-04-11,8.21
2011-04-12,8.15
2011-04-13,8.01
2011-04-14,7.94
2011-04-15,7.94
2011-04-18,7.82
2011-04-19,7.89
2011-04-20,7.91
2011-04-21,7.86
2011-04-25,7.79
2011-04-26,7.79
2011-04-27,7.81
2011-04-28,7.78
2011-04-29,7.83
2011-05-02,7.76
2011-05-03,7.78
2011-05-04,7.8
2011-05-05,7.89
2011-05-06,8.07
2011-05-09,8.38
2011-05-10,8.32
2011-05-11,8.37
2011-05-12,8.48
2011-05-13,8.68
2011-05-16,8.4
2011-05-17,8.6
2011-05-18,8.64
2011-05-19,8.87
2011-05-20,8.79
2011-05-23,8.72
2011-05-24,8.8
2011-05-25,8.7
2011-05-26,8.86
2011-05-27,8.91
2011-05-31,8.92
2011-06-01,8.58
2011-06-02,8.56
2011-06-03,8.52
2011-06-06,8.37
2011-06-07,8.52
2011-06-08,8.46
2011-06-09,8.48
2011-06-10,8.25
2011-06-13,8.25
2011-06-14,8.54
2011-06-15,8.4
2011-06-16,8.32
2011-06-17,8.39
2011-06-20,8.42
2011-06-21,8.47
2011-06-22,8.52
2011-06-23,8.26
2011-06-24,8.19
2011-06-27,8.3
2011-06-28,8.53
2011-06-29,8.53
2011-06-30,8.65
2011-07-01,8.72
2011-07-05,8.71
2011-07-06,8.83
2011-07-07,8.89
2011-07-08,8.84
2011-07-11,8.65
2011-07-12,8.68
2011-07-13,8.74
2011-07-14,8.5
2011-07-15,8.4
2011-07-18,8.28
2011-07-19,8.46
2011-07-20,8.38
2011-07-21,8.71
2011-07-22,8.69
2011-07-25,8.62
2011-07-26,8.66
2011-07-27,8.59
2011-07-28,8.57
2011-07-29,8.53
2011-08-01,8.46
2011-08-02,8.39
2011-08-03,8.45
2011-08-04,8.11
2011-08-05,7.9
2011-08-08,7.05
2011-08-09,7.55
2011-08-10,7.15
2011-08-11,7.37
2011-08-12,7.24
2011-08-15,7.73
2011-08-16,7.73
2011-08-17,7.78
2011-08-18,7.44
2011-08-19,7.1
2011-08-22,7.04
2011-08-23,7.42
2011-08-24,7.53
2011-08-25,7.13
2011-08-26,7.18
2011-08-29,7.38
2011-08-30,7.4
2011-08-31,7.39
2011-09-01,7.44
2011-09-02,7.28
2011-09-06,7.25
2011-09-07,7.54
2011-09-08,7.33
2011-09-09,6.81
2011-09-12,6.82
2011-09-13,7.06
2011-09-14,7.16
2011-09-15,7.09
2011-09-16,6.98
2011-09-19,7.01
2011-09-20,6.93
2011-09-21,6.87
2011-09-22,6.65
2011-09-23,6.69
2011-09-26,6.53
2011-09-27,6.62
2011-09-28,6.32
2011-09-29,6.39
2011-09-30,6.2
2011-10-03,5.84
2011-10-04,6.38
2011-10-05,5.94
2011-10-06,5.96
2011-10-07,5.52
2011-10-10,6.05
2011-10-11,5.98
2011-10-12,6.13
2011-10-13,6.06
2011-10-14,6.0
2011-10-17,5.83
2011-10-18,5.85
2011-10-19,5.67
2011-10-20,5.7
2011-10-21,5.84
2011-10-24,6.31
2011-10-25,6.21
2011-10-26,6.39
2011-10-27,6.66
2011-10-28,6.55
2011-10-31,6.36
2011-11-01,6.23
2011-11-02,6.4
2011-11-03,6.46
2011-11-04,6.46
2011-11-07,6.33
2011-11-08,7.33
2011-11-09,6.91
2011-11-10,7.1
2011-11-11,7.14
2011-11-14,7.0
2011-11-15,7.48
2011-11-16,7.31
2011-11-17,7.23
2011-11-18,7.37
2011-11-21,7.09
2011-11-22,7.0
2011-11-23,6.67
2011-11-25,6.62
2011-11-28,6.97
2011-11-29,6.89
2011-11-30,7.11
2011-12-01,6.92
2011-12-02,7.27
2011-12-05,7.46
2011-12-06,7.37
2011-12-07,7.47
2011-12-08,7.07
2011-12-09,7.55
2011-12-12,7.61
2011-12-13,7.73
2011-12-14,7.49
2011-12-15,7.53
2011-12-16,7.48
2011-12-19,7.02
2011-12-20,7.58
2011-12-21,7.45
2011-12-22,7.46
2011-12-23,7.3
2011-12-27,7.66
2011-12-28,7.48
2011-12-29,7.58
2011-12-30,7.71
2012-01-03,7.55
2012-01-04,7.3
2012-01-05,7.19
2012-01-06,7.21
2012-01-09,7.23
2012-01-10,7.23
2012-01-11,7.46
2012-01-12,7.58
2012-01-13,7.59
2012-01-17,7.53
2012-01-18,7.59
2012-01-19,7.59
2012-01-20,7.53
2012-01-23,7.55
2012-01-24,7.69
2012-01-25,7.75
2012-01-26,7.89
2012-01-27,8.07
2012-01-30,7.94
2012-01-31,7.99
2012-02-01,8.02
2012-02-02,8.13
2012-02-03,8.25
2012-02-06,8.22
2012-02-07,8.25
2012-02-08,8.32
2012-02-09,8.33
2012-02-10,8.23
2012-02-13,8.26
2012-02-14,7.93
2012-02-15,8.01
2012-02-16,8.08
2012-02-17,8.07
2012-02-21,8.0
2012-02-22,7.79
2012-02-23,7.96
2012-02-24,7.86
2012-02-27,8.06
2012-02-28,7.82
2012-02-29,7.64
2012-03-01,7.56
2012-03-02,7.48
2012-03-05,7.4
2012-03-06,8.19
2012-03-07,8.76
2012-03-08,8.79
2012-03-09,8.88
2012-03-12,8.82
2012-03-13,9.01
2012-03-14,8.92
2012-03-15,9.1
2012-03-16,9.32
2012-03-19,9.39
2012-03-20,9.23
2012-03-21,9.18
2012-03-22,9.15
2012-03-23,9.15
2012-03-26,9.27
2012-03-27,9.01
2012-03-28,8.77
2012-03-29,8.84
2012-03-30,8.76
2012-04-02,8.7
2012-04-03,8.62
2012-04-04,8.57
2012-04-05,8.54
2012-04-09,8.27
2012-04-10,8.49
2012-04-11,8.61
2012-04-12,8.73
2012-04-13,8.66
2012-04-16,8.61
2012-04-17,8.69
2012-04-18,8.7
2012-04-19,8.66
2012-04-20,8.68
2012-04-23,8.51
2012-04-24,8.53
2012-04-25,8.47
2012-04-26,8.55
2012-04-27,8.73
2012-04-30,8.79
2012-05-01,8.84
2012-05-02,8.91
2012-05-03,9.0
2012-05-04,8.81
2012-05-07,8.87
2012-05-08,8.79
2012-05-09,8.77
2012-05-10,8.79
2012-05-11,8.64
2012-05-14,8.39
2012-05-15,8.46
2012-05-16,8.61
2012-05-17,8.49
2012-05-18,8.48
2012-05-21,8.47
2012-05-22,8.39
2012-05-23,8.45
2012-05-24,8.6
2012-05-25,8.62
2012-05-29,8.6
2012-05-30,8.49
2012-05-31,8.49
2012-06-01,8.28
2012-06-04,8.36
2012-06-05,8.49
2012-06-06,8.63
2012-06-07,8.61
2012-06-08,8.65
2012-06-11,8.49
2012-06-12,8.69
2012-06-13,8.59
2012-06-14,8.66
2012-06-15,8.74
2012-06-18,8.94
2012-06-19,8.91
2012-06-20,8.93
2012-06-21,8.73
2012-06-22,8.88
2012-06-25,8.78
2012-06-26,8.73
2012-06-27,8.87
2012-06-28,8.84
2012-06-29,8.94
2012-07-02,9.12
2012-07-03,9.18
2012-07-05,9.21
2012-07-06,9.19
2012-07-09,9.35
2012-07-10,9.63
2012-07-11,9.55
2012-07-12,9.45
2012-07-13,9.53
2012-07-16,9.4
2012-07-17,9.4
2012-07-18,9.35
2012-07-19,9.31
2012-07-20,9.25
2012-07-23,9.1
2012-07-24,8.81
2012-07-25,8.57
2012-07-26,8.89
2012-07-27,9.01
2012-07-30,9.06
2012-07-31,9.06
2012-08-01,9.05
2012-08-02,7.51
2012-08-03,7.5
2012-08-06,7.14
2012-08-07,7.04
2012-08-08,7.15
2012-08-09,7.34
2012-08-10,7.29
2012-08-13,7.3
2012-08-14,7.31
2012-08-15,7.42
2012-08-16,7.59
2012-08-17,7.66
2012-08-20,7.66
2012-08-21,7.62
2012-08-22,7.71
2012-08-23,7.62
2012-08-24,7.44
2012-08-27,7.49
2012-08-28,7.38
2012-08-29,7.42
2012-08-30,7.43
2012-08-31,7.41
2012-09-04,7.33
2012-09-05,7.51
2012-09-06,7.62
2012-09-07,7.67
2012-09-10,7.6
2012-09-11,7.65
2012-09-12,7.59
2012-09-13,7.75
2012-09-14,7.66
2012-09-17,7.64
2012-09-18,7.5
2012-09-19,7.52
2012-09-20,7.67
2012-09-21,7.91
2012-09-24,8.02
2012-09-25,7.83
2012-09-26,7.78
2012-09-27,7.86
2012-09-28,7.32
2012-10-01,7.44
2012-10-02,7.41
2012-10-03,7.48
2012-10-04,7.61
2012-10-05,7.5
2012-10-08,7.5
2012-10-09,7.59
2012-10-10,7.58
2012-10-11,7.5
2012-10-12,7.31
2012-10-15,7.26
2012-10-16,7.45
2012-10-17,7.44
2012-10-18,7.24
2012-10-19,7.09
2012-10-22,7.11
2012-10-23,7.05
2012-10-24,7.06
2012-10-25,7.19
2012-10-26,7.23
2012-10-31,7.36
2012-11-01,6.91
2012-11-02,6.53
2012-11-05,6.39
2012-11-06,6.43
2012-11-07,6.2
2012-11-08,6.35
2012-11-09,6.32
2012-11-12,6.3
2012-11-13,6.22
2012-11-14,5.97
2012-11-15,5.65
2012-11-16,5.61
2012-11-19,5.61
2012-11-20,5.69
2012-11-21,5.78
2012-11-23,5.92
2012-11-26,6.08
2012-11-27,6.05
2012-11-28,6.03
2012-11-29,6.14
2012-11-30,6.15
2012-12-03,6.13
2012-12-04,6.43
2012-12-05,6.16
2012-12-06,6.06
2012-12-07,6.07
2012-12-10,6.03
2012-12-11,6.17
2012-12-12,6.06
2012-12-13,5.86
2012-12-14,5.76
2012-12-17,5.78
2012-12-18,5.84
2012-12-19,5.93
2012-12-20,5.93
2012-12-21,5.72
2012-12-24,5.78
2012-12-26,5.93
2012-12-27,6.04
2012-12-28,6.29
2012-12-31,6.72
2013-01-02,6.67
2013-01-03,6.86
2013-01-04,6.86
2013-01-07,6.93
2013-01-08,6.76
2013-01-09,7.01
2013-01-10,7.13
2013-01-11,6.95
2013-01-14,6.85
2013-01-15,6.82
2013-01-16,6.77
2013-01-17,6.82
2013-01-18,7.01
2013-01-22,7.18
2013-01-23,7.29
2013-01-24,7.14
2013-01-25,7.12
2013-01-28,7.21
2013-01-29,7.13
2013-01-30,6.98
2013-01-31,7.0
2013-02-01,7.0
2013-02-04,6.86
2013-02-05,7.0
2013-02-06,7.0
2013-02-07,6.94
2013-02-08,6.93
2013-02-11,6.84
2013-02-12,6.89
2013-02-13,7.0
2013-02-14,6.88
2013-02-15,6.86
2013-02-19,6.99
2013-02-20,6.84
2013-02-21,6.72
2013-02-22,6.66
2013-02-25,6.57
2013-02-26,6.51
2013-02-27,6.45
2013-02-28,6.11
2013-03-01,6.08
2013-03-04,6.21
2013-03-05,6.12
2013-03-06,6.31
2013-03-07,6.33
2013-03-08,6.33
2013-03-11,6.29
2013-03-12,6.35
2013-03-13,6.31
2013-03-14,6.32
2013-03-15,6.41
2013-03-18,6.6
2013-03-19,6.51
2013-03-20,6.47
2013-03-21,6.53
2013-03-22,6.67
2013-03-25,6.64
2013-03-26,6.43
2013-03-27,6.21
2013-03-28,6.03
2013-04-01,6.02
2013-04-02,6.08
2013-04-03,6.31
2013-04-04,6.28
2013-04-05,6.46
2013-04-08,6.7
