Date,IRDM
2018-04-26,12.6
2018-04-27,12.15
2018-04-30,11.9
2018-05-01,11.6
2018-05-02,11.7
2018-05-03,11.65
2018-05-04,11.6
2018-05-07,11.7
2018-05-08,11.6
2018-05-09,11.8
2018-05-10,11.9
2018-05-11,12.0
2018-05-14,11.65
2018-05-15,11.55
2018-05-16,11.65
2018-05-17,11.7
2018-05-18,11.55
2018-05-21,11.7
2018-05-22,12.5
2018-05-23,13.1
2018-05-24,13.3
2018-05-25,13.25
2018-05-29,13.5
2018-05-30,14.95
2018-05-31,15.2
2018-06-01,15.95
2018-06-04,15.95
2018-06-05,16.85
2018-06-06,15.4
2018-06-07,15.75
2018-06-08,15.85
2018-06-11,15.8
2018-06-12,16.5
2018-06-13,17.299999
2018-06-14,17.85
2018-06-15,17.18
2018-06-18,17.049999
2018-06-19,17.0
2018-06-20,16.65
2018-06-21,16.35
2018-06-22,16.35
2018-06-25,16.25
2018-06-26,16.450001
2018-06-27,16.1
2018-06-28,16.049999
2018-06-29,16.1
2018-07-02,16.200001
2018-07-03,16.75
2018-07-05,17.450001
2018-07-06,17.1
2018-07-09,17.4
2018-07-10,17.4
2018-07-11,17.6
2018-07-12,18.25
2018-07-13,18.35
2018-07-16,18.1
2018-07-17,18.200001
2018-07-18,17.9
2018-07-19,18.25
2018-07-20,18.25
2018-07-23,18.049999
2018-07-24,17.950001
2018-07-25,17.85
2018-07-26,18.15
2018-07-27,17.950001
2018-07-30,17.700001
2018-07-31,17.299999
2018-08-01,18.35
2018-08-02,18.65
2018-08-03,18.950001
2018-08-06,19.75
2018-08-07,20.15
2018-08-08,20.049999
2018-08-09,20.35
2018-08-10,19.85
2018-08-13,19.5
2018-08-14,20.25
2018-08-15,19.75
2018-08-16,20.0
2018-08-17,20.35
2018-08-20,20.700001
2018-08-21,20.85
2018-08-22,20.700001
2018-08-23,20.700001
2018-08-24,20.85
2018-08-27,19.549999
2018-08-28,19.6
2018-08-29,19.75
2018-08-30,20.299999
2018-08-31,20.25
2018-09-04,21.0
2018-09-05,21.0
2018-09-06,21.049999
2018-09-07,21.450001
2018-09-10,20.1
2018-09-11,20.200001
2018-09-12,20.35
2018-09-13,20.25
2018-09-14,20.200001
2018-09-17,20.049999
2018-09-18,20.25
2018-09-19,20.15
2018-09-20,20.25
2018-09-21,20.049999
2018-09-24,20.1
2018-09-25,21.1
2018-09-26,20.450001
2018-09-27,21.75
2018-09-28,22.5
2018-10-01,22.58
2018-10-02,22.440001000000002
2018-10-03,22.450001
2018-10-04,22.07
2018-10-05,20.77
2018-10-08,19.9
2018-10-09,20.459999
2018-10-10,19.57
2018-10-11,18.9
2018-10-12,19.26
2018-10-15,19.32
2018-10-16,19.709999
2018-10-17,19.85
2018-10-18,19.98
2018-10-19,19.6
2018-10-22,19.75
2018-10-23,19.440001000000002
2018-10-24,18.4
2018-10-25,20.209999
2018-10-26,18.51
2018-10-29,17.860001
2018-10-30,18.83
2018-10-31,19.809998999999998
2018-11-01,20.52
2018-11-02,20.889999
2018-11-05,20.459999
2018-11-06,20.51
2018-11-07,21.780001000000002
2018-11-08,21.66
2018-11-09,20.75
2018-11-12,20.129998999999998
2018-11-13,19.959999
2018-11-14,19.76
2018-11-15,20.76
2018-11-16,21.790001
2018-11-19,21.530001000000002
2018-11-20,20.66
2018-11-21,21.969998999999998
2018-11-23,22.51
2018-11-26,23.17
2018-11-27,23.25
2018-11-28,24.0
2018-11-29,23.700001
2018-11-30,23.879998999999998
2018-12-03,24.17
2018-12-04,22.620001000000002
2018-12-06,21.870001000000002
2018-12-07,21.67
2018-12-10,21.110001
2018-12-11,21.200001
2018-12-12,21.700001
2018-12-13,21.549999
2018-12-14,20.1
2018-12-17,19.219998999999998
2018-12-18,19.09
2018-12-19,19.200001
2018-12-20,18.15
2018-12-21,17.16
2018-12-24,16.940001000000002
2018-12-26,18.440001000000002
2018-12-27,18.540001
2018-12-28,18.700001
2018-12-31,18.450001
2019-01-02,18.98
2019-01-03,18.120001000000002
2019-01-04,19.200001
2019-01-07,19.059998999999998
2019-01-08,19.42
2019-01-09,19.77
2019-01-10,19.76
2019-01-11,21.16
2019-01-14,20.17
2019-01-15,19.370001000000002
2019-01-16,18.700001
2019-01-17,19.57
2019-01-18,19.709999
2019-01-22,18.799999
2019-01-23,18.709999
2019-01-24,18.58
2019-01-25,18.709999
2019-01-28,18.440001000000002
2019-01-29,18.65
2019-01-30,19.219998999999998
2019-01-31,19.379998999999998
2019-02-01,19.42
2019-02-04,18.76
2019-02-05,18.879998999999998
2019-02-06,19.09
2019-02-07,19.049999
2019-02-08,19.42
2019-02-11,19.65
2019-02-12,20.4
2019-02-13,20.9
2019-02-14,20.58
2019-02-15,21.16
2019-02-19,21.5
2019-02-20,22.129998999999998
2019-02-21,21.35
2019-02-22,21.59
2019-02-25,21.41
2019-02-26,21.26
2019-02-27,21.92
2019-02-28,21.290001
2019-03-01,23.15
2019-03-04,22.9
2019-03-05,22.48
2019-03-06,22.33
2019-03-07,22.440001000000002
2019-03-08,22.59
2019-03-11,23.040001
2019-03-12,23.200001
2019-03-13,23.76
2019-03-14,23.57
2019-03-15,25.0
2019-03-18,26.1
2019-03-19,26.379998999999998
2019-03-20,27.040001
2019-03-21,26.809998999999998
2019-03-22,26.4
2019-03-25,26.68
2019-03-26,27.190001000000002
2019-03-27,25.65
2019-03-28,26.48
2019-03-29,26.440001000000002
2019-04-01,27.030001000000002
2019-04-02,26.700001
2019-04-03,26.66
2019-04-04,27.0
2019-04-05,27.700001
2019-04-08,27.84
2019-04-09,26.84
2019-04-10,27.82
2019-04-11,27.84
2019-04-12,27.68
2019-04-15,27.299999
2019-04-16,27.15
2019-04-17,26.18
2019-04-18,26.43
2019-04-22,26.6
2019-04-23,28.120001000000002
2019-04-24,26.51
2019-04-25,27.379998999999998
2019-04-26,27.219998999999998
2019-04-29,27.139999
2019-04-30,27.459999
2019-05-01,27.379998999999998
2019-05-02,26.4
2019-05-03,27.4
2019-05-06,27.41
2019-05-07,26.49
2019-05-08,27.049999
2019-05-09,27.09
2019-05-10,27.190001000000002
2019-05-13,25.08
2019-05-14,24.870001000000002
2019-05-15,24.98
2019-05-16,24.540001
2019-05-17,24.0
2019-05-20,23.219998999999998
2019-05-21,23.85
2019-05-22,23.290001
2019-05-23,22.540001
2019-05-24,22.620001000000002
2019-05-28,22.469998999999998
2019-05-29,22.99
2019-05-30,22.969998999999998
2019-05-31,21.43
2019-06-03,21.309998999999998
2019-06-04,21.17
2019-06-05,21.85
2019-06-06,21.33
2019-06-07,21.709999
2019-06-10,22.540001
2019-06-11,22.879998999999998
2019-06-12,22.84
2019-06-13,23.360001
2019-06-14,22.950001
2019-06-17,23.24
2019-06-18,23.780001000000002
2019-06-19,24.1
2019-06-20,23.610001
2019-06-21,23.299999
2019-06-24,23.290001
2019-06-25,22.040001
2019-06-26,21.42
2019-06-27,22.33
2019-06-28,23.26
2019-07-01,23.42
2019-07-02,23.82
2019-07-03,23.4
2019-07-05,24.190001000000002
2019-07-08,24.02
2019-07-09,24.58
2019-07-10,24.709999
2019-07-11,24.42
2019-07-12,24.459999
2019-07-15,24.110001
2019-07-16,24.059998999999998
2019-07-17,23.950001
2019-07-18,23.879998999999998
2019-07-19,23.719998999999998
2019-07-22,24.15
2019-07-23,26.16
2019-07-24,25.25
2019-07-25,25.33
2019-07-26,26.0
2019-07-29,26.84
2019-07-30,25.99
2019-07-31,25.440001000000002
2019-08-01,24.9
2019-08-02,24.139999
2019-08-05,22.17
2019-08-06,22.68
2019-08-07,23.02
2019-08-08,23.459999
2019-08-09,23.09
2019-08-12,22.33
2019-08-13,23.09
2019-08-14,21.52
2019-08-15,21.610001
2019-08-16,22.33
2019-08-19,23.030001000000002
2019-08-20,23.110001
2019-08-21,23.440001000000002
2019-08-22,23.5
2019-08-23,22.75
2019-08-26,23.709999
2019-08-27,23.15
2019-08-28,23.780001000000002
2019-08-29,24.51
2019-08-30,24.18
2019-09-03,23.02
2019-09-04,23.99
2019-09-05,24.99
2019-09-06,24.93
2019-09-09,24.290001
2019-09-10,25.040001
2019-09-11,26.629998999999998
2019-09-12,26.82
2019-09-13,26.540001
2019-09-16,25.219998999999998
2019-09-17,23.809998999999998
2019-09-18,23.16
2019-09-19,22.58
2019-09-20,22.209999
2019-09-23,22.17
2019-09-24,21.43
2019-09-25,22.1
2019-09-26,22.1
2019-09-27,21.540001
2019-09-30,21.280001000000002
2019-10-01,21.35
2019-10-02,20.690001000000002
2019-10-03,20.620001000000002
2019-10-04,20.530001000000002
2019-10-07,20.469998999999998
2019-10-08,20.459999
2019-10-09,21.98
2019-10-10,22.41
2019-10-11,22.9
2019-10-14,22.92
2019-10-15,23.75
2019-10-16,23.780001000000002
2019-10-17,24.200001
2019-10-18,24.26
2019-10-21,24.23
2019-10-22,24.02
2019-10-23,24.120001000000002
2019-10-24,24.309998999999998
2019-10-25,24.5
2019-10-28,25.07
2019-10-29,25.58
2019-10-30,25.17
2019-10-31,24.469998999999998
2019-11-01,24.67
2019-11-04,25.389999
2019-11-05,25.219998999999998
2019-11-06,24.99
2019-11-07,24.549999
2019-11-08,24.68
2019-11-11,24.610001
2019-11-12,24.370001000000002
2019-11-13,24.139999
2019-11-14,24.01
2019-11-15,24.33
2019-11-18,25.200001
2019-11-19,26.049999
2019-11-20,25.799999
2019-11-21,25.209999
2019-11-22,24.77
2019-11-25,24.290001
2019-11-26,23.870001000000002
2019-11-27,23.469998999999998
2019-11-29,23.299999
2019-12-02,23.32
2019-12-03,23.82
2019-12-04,23.879998999999998
2019-12-05,23.709999
2019-12-06,23.610001
2019-12-09,23.559998999999998
2019-12-10,23.530001000000002
2019-12-11,23.639999
2019-12-12,23.75
2019-12-13,23.84
2019-12-16,24.139999
2019-12-17,23.92
2019-12-18,24.139999
2019-12-19,24.49
2019-12-20,24.76
2019-12-23,25.32
2019-12-24,25.35
2019-12-26,25.34
2019-12-27,25.129998999999998
2019-12-30,25.030001000000002
2019-12-31,24.639999
2020-01-02,24.84
2020-01-03,24.889999
2020-01-06,25.040001
2020-01-07,24.59
2020-01-08,24.5
2020-01-09,24.860001
2020-01-10,24.85
2020-01-13,25.49
2020-01-14,25.83
2020-01-15,26.23
2020-01-16,27.51
2020-01-17,26.950001
2020-01-21,26.549999
2020-01-22,26.280001000000002
2020-01-23,26.08
2020-01-24,25.540001
2020-01-27,25.280001000000002
2020-01-28,26.040001
2020-01-29,25.709999
2020-01-30,25.65
2020-01-31,25.549999
2020-02-03,26.530001000000002
2020-02-04,27.84
2020-02-05,28.41
2020-02-06,28.440001000000002
2020-02-07,28.110001
2020-02-10,28.809998999999998
2020-02-11,30.950001
2020-02-12,31.870001000000002
2020-02-13,31.879998999999998
2020-02-14,31.49
2020-02-18,30.9
2020-02-19,31.120001000000002
2020-02-20,30.540001
2020-02-21,30.200001
2020-02-24,28.77
2020-02-25,27.42
2020-02-26,29.27
2020-02-27,27.0
2020-02-28,27.07
2020-03-02,27.85
2020-03-03,27.059998999999998
2020-03-04,28.059998999999998
2020-03-05,27.219998999999998
2020-03-06,27.360001
2020-03-09,25.5
2020-03-10,25.18
2020-03-11,23.02
2020-03-12,21.809998999999998
2020-03-13,23.66
2020-03-16,20.25
2020-03-17,21.950001
2020-03-18,17.91
2020-03-19,20.08
2020-03-20,19.5
2020-03-23,19.93
2020-03-24,21.77
2020-03-25,20.66
2020-03-26,23.15
2020-03-27,22.780001000000002
2020-03-30,23.049999
2020-03-31,22.33
2020-04-01,21.139999
2020-04-02,22.110001
2020-04-03,20.23
2020-04-06,21.83
2020-04-07,22.440001000000002
2020-04-08,23.08
2020-04-09,23.65
2020-04-13,23.610001
2020-04-14,23.469998999999998
2020-04-15,22.639999
2020-04-16,22.809998999999998
2020-04-17,23.969998999999998
2020-04-20,22.639999
2020-04-21,22.4
2020-04-22,22.940001000000002
2020-04-23,23.74
2020-04-24,23.49
2020-04-27,24.290001
2020-04-28,21.91
2020-04-29,23.360001
2020-04-30,22.51
2020-05-01,22.1
2020-05-04,21.0
2020-05-05,21.75
2020-05-06,20.57
2020-05-07,21.059998999999998
2020-05-08,22.24
