Date,ACBI
2016-09-26,14.58
2016-09-27,14.77
2016-09-28,14.8
2016-09-29,14.6
2016-09-30,14.98
2016-10-03,15.01
2016-10-04,15.02
2016-10-05,14.96
2016-10-06,14.98
2016-10-07,14.97
2016-10-10,15.0
2016-10-11,14.85
2016-10-12,15.0
2016-10-13,14.9
2016-10-14,14.95
2016-10-17,15.05
2016-10-18,14.95
2016-10-19,15.05
2016-10-20,15.0
2016-10-21,15.0
2016-10-24,15.0
2016-10-25,15.0
2016-10-26,15.0
2016-10-27,15.1
2016-10-28,15.0
2016-10-31,15.05
2016-11-01,14.8
2016-11-02,14.45
2016-11-03,14.3
2016-11-04,14.4
2016-11-07,14.65
2016-11-08,14.8
2016-11-09,15.3
2016-11-10,15.65
2016-11-11,15.5
2016-11-14,15.75
2016-11-15,15.7
2016-11-16,15.9
2016-11-17,15.8
2016-11-18,15.95
2016-11-21,15.9
2016-11-22,16.0
2016-11-23,16.15
2016-11-25,16.5
2016-11-28,16.15
2016-11-29,16.0
2016-11-30,16.1
2016-12-01,16.299999
2016-12-02,16.15
2016-12-05,16.25
2016-12-06,16.25
2016-12-07,16.5
2016-12-08,17.0
2016-12-09,16.950001
2016-12-12,16.799999
2016-12-13,16.85
2016-12-14,16.75
2016-12-15,16.450001
2016-12-16,16.950001
2016-12-19,17.25
2016-12-20,17.75
2016-12-21,18.549999
2016-12-22,18.65
2016-12-23,19.1
2016-12-27,18.950001
2016-12-28,19.1
2016-12-29,19.049999
2016-12-30,19.0
2017-01-03,18.9
2017-01-04,19.15
2017-01-05,19.299999
2017-01-06,19.65
2017-01-09,19.700001
2017-01-10,19.75
2017-01-11,20.049999
2017-01-12,19.85
2017-01-13,19.950001
2017-01-17,19.5
2017-01-18,19.6
2017-01-19,19.549999
2017-01-20,19.6
2017-01-23,19.5
2017-01-24,19.799999
2017-01-25,20.1
2017-01-26,20.0
2017-01-27,19.700001
2017-01-30,19.0
2017-01-31,19.1
2017-02-01,19.049999
2017-02-02,19.049999
2017-02-03,19.5
2017-02-06,19.450001
2017-02-07,19.25
2017-02-08,19.1
2017-02-09,19.049999
2017-02-10,19.049999
2017-02-13,19.200001
2017-02-14,19.35
2017-02-15,19.450001
2017-02-16,19.549999
2017-02-17,19.200001
2017-02-21,19.049999
2017-02-22,19.1
2017-02-23,19.0
2017-02-24,18.4
2017-02-27,18.15
2017-02-28,18.0
2017-03-01,18.799999
2017-03-02,18.799999
2017-03-03,18.9
2017-03-06,18.799999
2017-03-07,18.700001
2017-03-08,18.549999
2017-03-09,18.4
2017-03-10,18.200001
2017-03-13,18.1
2017-03-14,18.0
2017-03-15,18.35
2017-03-16,18.25
2017-03-17,18.35
2017-03-20,18.200001
2017-03-21,18.0
2017-03-22,18.049999
2017-03-23,18.15
2017-03-24,18.200001
2017-03-27,18.4
2017-03-28,18.5
2017-03-29,18.75
2017-03-30,19.1
2017-03-31,18.950001
2017-04-03,19.1
2017-04-04,19.049999
2017-04-05,18.75
2017-04-06,18.85
2017-04-07,18.9
2017-04-10,18.65
2017-04-11,18.549999
2017-04-12,18.6
2017-04-13,18.25
2017-04-17,18.5
2017-04-18,18.549999
2017-04-19,18.700001
2017-04-20,18.700001
2017-04-21,18.85
2017-04-24,19.299999
2017-04-25,19.450001
2017-04-26,19.450001
2017-04-27,19.450001
2017-04-28,19.6
2017-05-01,19.0
2017-05-02,18.299999
2017-05-03,18.6
2017-05-04,19.15
2017-05-05,19.0
2017-05-08,19.049999
2017-05-09,18.75
2017-05-10,18.5
2017-05-11,18.549999
2017-05-12,18.4
2017-05-15,19.200001
2017-05-16,19.25
2017-05-17,18.65
2017-05-18,19.0
2017-05-19,19.049999
2017-05-22,19.1
2017-05-23,19.25
2017-05-24,18.75
2017-05-25,18.799999
2017-05-26,18.65
2017-05-30,18.450001
2017-05-31,18.549999
2017-06-01,18.700001
2017-06-02,18.65
2017-06-05,18.549999
2017-06-06,18.4
2017-06-07,18.299999
2017-06-08,18.65
2017-06-09,19.200001
2017-06-12,19.35
2017-06-13,19.375
2017-06-14,19.200001
2017-06-15,19.200001
2017-06-16,18.85
2017-06-19,18.85
2017-06-20,18.65
2017-06-21,18.5
2017-06-22,18.65
2017-06-23,18.6
2017-06-26,18.700001
2017-06-27,18.799999
2017-06-28,18.950001
2017-06-29,19.200001
2017-06-30,19.0
2017-07-03,19.25
2017-07-05,19.25
2017-07-06,19.049999
2017-07-07,19.299999
2017-07-10,19.15
2017-07-11,18.799999
2017-07-12,18.85
2017-07-13,18.6
2017-07-14,18.549999
2017-07-17,18.799999
2017-07-18,18.549999
2017-07-19,18.5
2017-07-20,18.5
2017-07-21,18.6
2017-07-24,18.65
2017-07-25,18.85
2017-07-26,18.75
2017-07-27,18.75
2017-07-28,18.65
2017-07-31,19.299999
2017-08-01,19.450001
2017-08-02,19.25
2017-08-03,18.950001
2017-08-04,19.200001
2017-08-07,19.049999
2017-08-08,19.1
2017-08-09,19.0
2017-08-10,18.6
2017-08-11,18.4
2017-08-14,18.700001
2017-08-15,18.700001
2017-08-16,18.700001
2017-08-17,18.549999
2017-08-18,17.200001
2017-08-21,17.4
2017-08-22,17.450001
2017-08-23,17.5
2017-08-24,17.5
2017-08-25,17.4
2017-08-28,17.5
2017-08-29,17.4
2017-08-30,17.75
2017-08-31,17.950001
2017-09-01,17.299999
2017-09-05,16.9
2017-09-06,16.950001
2017-09-07,16.6
2017-09-08,16.799999
2017-09-11,17.15
2017-09-12,17.15
2017-09-13,17.35
2017-09-14,17.700001
2017-09-15,17.700001
2017-09-18,17.65
2017-09-19,17.6
2017-09-20,17.799999
2017-09-21,18.0
2017-09-22,17.9
2017-09-25,17.950001
2017-09-26,18.200001
2017-09-27,17.950001
2017-09-28,18.15
2017-09-29,18.15
2017-10-02,18.299999
2017-10-03,18.4
2017-10-04,18.5
2017-10-05,18.799999
2017-10-06,18.799999
2017-10-09,18.6
2017-10-10,18.75
2017-10-11,18.65
2017-10-12,18.549999
2017-10-13,18.450001
2017-10-16,18.5
2017-10-17,18.25
2017-10-18,18.200001
2017-10-19,18.200001
2017-10-20,17.950001
2017-10-23,17.5
2017-10-24,17.4
2017-10-25,17.5
2017-10-26,17.450001
2017-10-27,17.25
2017-10-30,16.6
2017-10-31,16.450001
2017-11-01,16.4
2017-11-02,16.549999
2017-11-03,16.450001
2017-11-06,16.35
2017-11-07,15.9
2017-11-08,15.9
2017-11-09,16.15
2017-11-10,16.475
2017-11-13,16.4
2017-11-14,16.5
2017-11-15,16.450001
2017-11-16,16.65
2017-11-17,16.549999
2017-11-20,16.65
2017-11-21,16.6
2017-11-22,16.75
2017-11-24,16.5
2017-11-27,16.5
2017-11-28,16.950001
2017-11-29,17.25
2017-11-30,17.200001
2017-12-01,16.85
2017-12-04,16.85
2017-12-05,16.75
2017-12-06,16.9
2017-12-07,16.85
2017-12-08,16.6
2017-12-11,16.5
2017-12-12,16.799999
2017-12-13,16.85
2017-12-14,16.450001
2017-12-15,17.1
2017-12-18,17.15
2017-12-19,17.200001
2017-12-20,17.299999
2017-12-21,17.549999
2017-12-22,17.450001
2017-12-26,17.35
2017-12-27,17.35
2017-12-28,17.450001
2017-12-29,17.6
2018-01-02,17.4
2018-01-03,17.299999
2018-01-04,17.75
2018-01-05,17.950001
2018-01-08,17.85
2018-01-09,17.799999
2018-01-10,17.85
2018-01-11,18.0
2018-01-12,18.049999
2018-01-16,17.799999
2018-01-17,17.9
2018-01-18,17.700001
2018-01-19,17.75
2018-01-22,17.549999
2018-01-23,17.65
2018-01-24,17.299999
2018-01-25,16.950001
2018-01-26,17.0
2018-01-29,16.75
2018-01-30,17.700001
2018-01-31,17.85
2018-02-01,18.049999
2018-02-02,17.85
2018-02-05,17.450001
2018-02-06,17.35
2018-02-07,17.450001
2018-02-08,16.85
2018-02-09,17.049999
2018-02-12,17.15
2018-02-13,17.1
2018-02-14,17.299999
2018-02-15,17.35
2018-02-16,17.450001
2018-02-20,17.450001
2018-02-21,17.700001
2018-02-22,17.4
2018-02-23,17.5
2018-02-26,17.299999
2018-02-27,17.299999
2018-02-28,17.299999
2018-03-01,17.299999
2018-03-02,17.65
2018-03-05,17.85
2018-03-06,17.9
2018-03-07,17.9
2018-03-08,17.950001
2018-03-09,18.1
2018-03-12,18.0
2018-03-13,18.1
2018-03-14,17.9
2018-03-15,18.0
2018-03-16,18.25
2018-03-19,18.15
2018-03-20,18.15
2018-03-21,18.299999
2018-03-22,18.1
2018-03-23,17.799999
2018-03-26,18.450001
2018-03-27,18.15
2018-03-28,18.15
2018-03-29,18.1
2018-04-02,17.950001
2018-04-03,18.299999
2018-04-04,18.75
2018-04-05,18.950001
2018-04-06,18.75
2018-04-09,18.85
2018-04-10,19.049999
2018-04-11,18.9
2018-04-12,19.0
2018-04-13,18.9
2018-04-16,19.0
2018-04-17,19.0
2018-04-18,19.0
2018-04-19,19.049999
2018-04-20,19.25
2018-04-23,19.35
2018-04-24,19.6
2018-04-25,19.200001
2018-04-26,19.15
2018-04-27,19.9
2018-04-30,19.299999
2018-05-01,19.4
2018-05-02,19.5
2018-05-03,19.4
2018-05-04,19.6
2018-05-07,19.549999
2018-05-08,19.65
2018-05-09,19.799999
2018-05-10,19.9
2018-05-11,20.1
2018-05-14,20.049999
2018-05-15,20.299999
2018-05-16,20.6
2018-05-17,20.75
2018-05-18,20.5
2018-05-21,20.85
2018-05-22,20.700001
2018-05-23,20.799999
2018-05-24,20.700001
2018-05-25,21.0
2018-05-29,20.799999
2018-05-30,20.950001
2018-05-31,21.0
2018-06-01,21.299999
2018-06-04,21.4
2018-06-05,21.0
2018-06-06,21.299999
2018-06-07,21.299999
2018-06-08,20.6
2018-06-11,20.85
2018-06-12,20.75
2018-06-13,20.9
2018-06-14,20.9
2018-06-15,20.9
2018-06-18,21.0
2018-06-19,21.200001
2018-06-20,21.1
2018-06-21,20.799999
2018-06-22,21.0
2018-06-25,20.6
2018-06-26,20.450001
2018-06-27,19.950001
2018-06-28,19.950001
2018-06-29,19.65
2018-07-02,19.85
2018-07-03,19.799999
2018-07-05,19.9
2018-07-06,20.049999
2018-07-09,20.200001
2018-07-10,19.950001
2018-07-11,19.9
2018-07-12,19.9
2018-07-13,19.6
2018-07-16,19.65
2018-07-17,19.5
2018-07-18,19.549999
2018-07-19,19.6
2018-07-20,19.65
2018-07-23,19.549999
2018-07-24,19.4
2018-07-25,18.950001
2018-07-26,18.85
2018-07-27,18.200001
2018-07-30,17.950001
2018-07-31,17.85
2018-08-01,17.950001
2018-08-02,17.85
2018-08-03,17.75
2018-08-06,17.950001
2018-08-07,18.1
2018-08-08,18.049999
2018-08-09,18.15
2018-08-10,18.075001
2018-08-13,17.950001
2018-08-14,18.049999
2018-08-15,18.1
2018-08-16,18.15
2018-08-17,18.25
2018-08-20,18.6
2018-08-21,18.9
2018-08-22,19.1
2018-08-23,18.799999
2018-08-24,18.75
2018-08-27,18.65
2018-08-28,18.450001
2018-08-29,18.35
2018-08-30,18.1
2018-08-31,18.25
2018-09-04,18.1
2018-09-05,17.950001
2018-09-06,18.0
2018-09-07,18.1
2018-09-10,17.950001
2018-09-11,17.85
2018-09-12,17.9
2018-09-13,17.75
2018-09-14,17.85
2018-09-17,17.799999
2018-09-18,17.75
2018-09-19,17.450001
2018-09-20,17.5
2018-09-21,17.5
2018-09-24,17.299999
2018-09-25,17.049999
2018-09-26,16.950001
2018-09-27,16.799999
2018-09-28,16.75
2018-10-01,16.59
2018-10-02,16.129998999999998
2018-10-03,16.77
2018-10-04,16.99
2018-10-05,16.98
2018-10-08,17.129998999999998
2018-10-09,16.940001000000002
2018-10-10,16.639999
2018-10-11,15.88
2018-10-12,15.75
2018-10-15,15.91
2018-10-16,15.95
2018-10-17,16.18
2018-10-18,15.83
2018-10-19,15.65
2018-10-22,15.48
2018-10-23,15.5
2018-10-24,15.24
2018-10-25,15.56
2018-10-26,14.55
2018-10-29,15.26
2018-10-30,15.12
2018-10-31,15.07
2018-11-01,15.22
2018-11-02,15.22
2018-11-05,15.23
2018-11-06,15.35
2018-11-07,15.41
2018-11-08,15.79
2018-11-09,15.67
2018-11-12,15.7
2018-11-13,15.98
2018-11-14,15.39
2018-11-15,17.25
2018-11-16,17.360001
2018-11-19,18.120001000000002
2018-11-20,17.799999
2018-11-21,17.969998999999998
2018-11-23,17.98
2018-11-26,18.1
2018-11-27,17.99
2018-11-28,17.99
2018-11-29,18.09
2018-11-30,18.41
2018-12-03,18.450001
2018-12-04,17.299999
2018-12-06,17.48
2018-12-07,17.459999
2018-12-10,17.530001000000002
2018-12-11,17.43
2018-12-12,17.6
2018-12-13,16.950001
2018-12-14,16.57
2018-12-17,16.290001
2018-12-18,16.209999
2018-12-19,16.040001
2018-12-20,15.91
2018-12-21,15.82
2018-12-24,15.71
2018-12-26,16.24
2018-12-27,16.08
2018-12-28,16.540001
2018-12-31,16.370001000000002
2019-01-02,16.959999
2019-01-03,16.99
2019-01-04,17.6
2019-01-07,17.77
2019-01-08,17.99
2019-01-09,17.93
2019-01-10,17.860001
2019-01-11,17.99
2019-01-14,17.950001
2019-01-15,17.799999
2019-01-16,17.99
2019-01-17,17.85
2019-01-18,18.17
2019-01-22,18.360001
2019-01-23,18.35
2019-01-24,18.389999
2019-01-25,18.43
2019-01-28,18.33
2019-01-29,18.42
2019-01-30,18.34
2019-01-31,18.08
2019-02-01,18.139999
2019-02-04,18.610001
2019-02-05,18.639999
2019-02-06,18.549999
2019-02-07,18.549999
2019-02-08,18.66
2019-02-11,18.67
2019-02-12,18.709999
2019-02-13,18.780001000000002
2019-02-14,19.049999
2019-02-15,19.34
2019-02-19,19.629998999999998
2019-02-20,19.65
2019-02-21,19.450001
2019-02-22,19.6
2019-02-25,19.389999
2019-02-26,19.16
2019-02-27,19.16
2019-02-28,19.280001000000002
2019-03-01,19.280001000000002
2019-03-04,19.32
2019-03-05,19.32
2019-03-06,18.610001
2019-03-07,18.65
2019-03-08,18.92
2019-03-11,19.09
2019-03-12,18.940001000000002
2019-03-13,18.879998999999998
2019-03-14,18.91
2019-03-15,18.860001
2019-03-18,19.01
2019-03-19,18.65
2019-03-20,18.08
2019-03-21,17.629998999999998
2019-03-22,16.84
2019-03-25,17.08
2019-03-26,17.610001
2019-03-27,17.690001000000002
2019-03-28,17.98
2019-03-29,17.83
2019-04-01,18.0
2019-04-02,18.02
2019-04-03,18.15
2019-04-04,18.4
2019-04-05,18.299999
2019-04-08,18.33
2019-04-09,18.0
2019-04-10,18.200001
2019-04-11,18.27
2019-04-12,18.4
2019-04-15,18.0
2019-04-16,18.07
2019-04-17,18.24
2019-04-18,18.120001000000002
2019-04-22,17.709999
2019-04-23,18.190001000000002
2019-04-24,18.379998999999998
2019-04-25,18.030001000000002
2019-04-26,17.700001
2019-04-29,18.0
2019-04-30,17.440001000000002
2019-05-01,17.26
2019-05-02,17.379998999999998
2019-05-03,17.440001000000002
2019-05-06,17.68
2019-05-07,17.42
2019-05-08,17.49
2019-05-09,17.549999
2019-05-10,17.610001
2019-05-13,17.34
2019-05-14,17.48
2019-05-15,17.41
2019-05-16,17.76
2019-05-17,17.58
2019-05-20,17.5
2019-05-21,17.48
2019-05-22,17.120001000000002
2019-05-23,16.92
2019-05-24,17.23
2019-05-28,17.15
2019-05-29,17.299999
2019-05-30,16.91
2019-05-31,16.360001
2019-06-03,16.51
2019-06-04,17.120001000000002
2019-06-05,17.0
2019-06-06,16.809998999999998
2019-06-07,16.780001000000002
2019-06-10,17.059998999999998
2019-06-11,17.299999
2019-06-12,17.120001000000002
2019-06-13,17.24
2019-06-14,17.219998999999998
2019-06-17,17.1
2019-06-18,17.219998999999998
2019-06-19,16.950001
2019-06-20,16.9
2019-06-21,16.66
2019-06-24,16.51
2019-06-25,16.6
2019-06-26,16.620001000000002
2019-06-27,16.67
2019-06-28,17.120001000000002
2019-07-01,17.25
2019-07-02,17.200001
2019-07-03,17.23
2019-07-05,17.690001000000002
2019-07-08,17.469998999999998
2019-07-09,17.459999
2019-07-10,17.27
2019-07-11,17.469998999999998
2019-07-12,17.41
2019-07-15,17.129998999999998
2019-07-16,17.09
2019-07-17,17.049999
2019-07-18,17.049999
2019-07-19,17.08
2019-07-22,17.049999
2019-07-23,17.049999
2019-07-24,17.57
2019-07-25,17.219998999999998
2019-07-26,18.290001
2019-07-29,18.25
2019-07-30,18.459999
2019-07-31,18.389999
2019-08-01,17.870001000000002
2019-08-02,17.950001
2019-08-05,17.49
2019-08-06,17.530001000000002
2019-08-07,17.280001000000002
2019-08-08,17.51
2019-08-09,17.6
2019-08-12,17.25
2019-08-13,17.440001000000002
2019-08-14,17.280001000000002
2019-08-15,17.23
2019-08-16,17.559998999999998
2019-08-19,17.68
2019-08-20,17.35
2019-08-21,17.4
2019-08-22,17.415001
2019-08-23,16.84
2019-08-26,16.790001
2019-08-27,16.139999
2019-08-28,16.120001000000002
2019-08-29,16.440001000000002
2019-08-30,16.299999
2019-09-03,16.16
2019-09-04,16.030001000000002
2019-09-05,16.52
2019-09-06,15.97
2019-09-09,16.57
2019-09-10,17.07
2019-09-11,17.610001
2019-09-12,17.709999
2019-09-13,18.08
2019-09-16,17.98
2019-09-17,18.01
2019-09-18,18.129998999999998
2019-09-19,18.030001000000002
2019-09-20,18.02
2019-09-23,17.99
2019-09-24,17.76
2019-09-25,17.98
2019-09-26,17.799999
2019-09-27,17.700001
2019-09-30,17.34
2019-10-01,17.1
2019-10-02,16.92
2019-10-03,16.889999
2019-10-04,17.15
2019-10-07,17.08
2019-10-08,16.77
2019-10-09,16.91
2019-10-10,16.959999
2019-10-11,17.040001
2019-10-14,16.99
2019-10-15,17.16
2019-10-16,17.15
2019-10-17,17.280001000000002
2019-10-18,17.389999
2019-10-21,17.745001000000002
2019-10-22,17.799999
2019-10-23,17.85
2019-10-24,17.93
2019-10-25,18.129998999999998
2019-10-28,18.889999
2019-10-29,19.0
2019-10-30,18.940001000000002
2019-10-31,18.65
2019-11-01,18.83
2019-11-04,19.01
2019-11-05,19.02
2019-11-06,18.99
2019-11-07,18.98
2019-11-08,18.85
2019-11-11,18.950001
2019-11-12,18.975
2019-11-13,18.790001
2019-11-14,18.82
2019-11-15,18.82
2019-11-18,18.65
2019-11-19,18.82
2019-11-20,18.67
2019-11-21,18.65
2019-11-22,18.709999
2019-11-25,19.049999
2019-11-26,18.870001000000002
2019-11-27,18.950001
2019-11-29,18.92
2019-12-02,18.719998999999998
2019-12-03,18.450001
2019-12-04,18.639999
2019-12-05,18.700001
2019-12-06,18.73
2019-12-09,18.76
2019-12-10,18.85
2019-12-11,18.93
2019-12-12,19.01
2019-12-13,18.9
2019-12-16,18.92
2019-12-17,18.92
2019-12-18,18.860001
2019-12-19,19.0
2019-12-20,18.98
2019-12-23,18.6
2019-12-24,18.719998999999998
2019-12-26,18.620001000000002
2019-12-27,18.360001
2019-12-30,18.35
2019-12-31,18.35
2020-01-02,18.254998999999998
2020-01-03,18.059998999999998
2020-01-06,17.690001000000002
2020-01-07,17.57
2020-01-08,17.74
2020-01-09,17.9
2020-01-10,17.9
2020-01-13,17.98
2020-01-14,17.950001
2020-01-15,17.9
2020-01-16,18.01
2020-01-17,17.92
2020-01-21,17.860001
2020-01-22,17.860001
2020-01-23,17.83
2020-01-24,17.74
2020-01-27,17.6
2020-01-28,17.68
2020-01-29,17.57
2020-01-30,17.690001000000002
2020-01-31,18.870001000000002
2020-02-03,18.74
2020-02-04,18.84
2020-02-05,19.379998999999998
2020-02-06,19.129998999999998
2020-02-07,18.98
2020-02-10,19.120001000000002
2020-02-11,19.379998999999998
2020-02-12,19.6
2020-02-13,20.0
2020-02-14,19.940001000000002
2020-02-18,19.870001000000002
2020-02-19,20.0
2020-02-20,19.965
2020-02-21,19.74
2020-02-24,19.620001000000002
2020-02-25,19.15
2020-02-26,19.07
2020-02-27,18.535
2020-02-28,18.129998999999998
2020-03-02,18.75
2020-03-03,18.25
2020-03-04,18.48
2020-03-05,17.67
2020-03-06,16.879998999999998
2020-03-09,14.9
2020-03-10,15.69
2020-03-11,14.59
2020-03-12,13.74
2020-03-13,14.62
2020-03-16,12.53
2020-03-17,13.78
2020-03-18,9.91
2020-03-19,10.96
2020-03-20,9.72
2020-03-23,9.51
2020-03-24,10.67
2020-03-25,10.48
2020-03-26,11.97
2020-03-27,11.67
2020-03-30,12.15
2020-03-31,11.87
2020-04-01,10.59
2020-04-02,10.82
2020-04-03,10.55
2020-04-06,11.48
2020-04-07,11.07
2020-04-08,11.16
2020-04-09,12.48
2020-04-13,11.51
2020-04-14,11.54
2020-04-15,10.51
2020-04-16,10.32
2020-04-17,11.33
2020-04-20,10.97
2020-04-21,10.86
2020-04-22,11.01
2020-04-23,11.16
2020-04-24,11.0
2020-04-27,12.09
2020-04-28,12.73
2020-04-29,13.46
2020-04-30,12.55
2020-05-01,12.1
2020-05-04,11.91
2020-05-05,11.34
2020-05-06,10.91
2020-05-07,11.08
2020-05-08,11.72
