Date,HTH
2005-12-29,9.61
2005-12-30,9.53
2006-01-03,9.69
2006-01-04,9.75
2006-01-05,9.65
2006-01-06,9.63
2006-01-09,9.67
2006-01-10,9.65
2006-01-11,9.64
2006-01-12,9.65
2006-01-13,9.6
2006-01-17,9.63
2006-01-18,9.58
2006-01-19,9.79
2006-01-20,9.63
2006-01-23,9.53
2006-01-24,9.55
2006-01-25,9.54
2006-01-26,9.52
2006-01-27,9.57
2006-01-30,9.55
2006-01-31,9.49
2006-02-01,9.52
2006-02-02,9.48
2006-02-03,9.43
2006-02-06,9.39
2006-02-07,9.16
2006-02-08,8.98
2006-02-09,8.88
2006-02-10,9.08
2006-02-13,9.07
2006-02-14,9.19
2006-02-15,9.11
2006-02-16,9.19
2006-02-17,9.02
2006-02-21,9.48
2006-02-22,9.38
2006-02-23,9.29
2006-02-24,9.5
2006-02-27,9.48
2006-02-28,9.46
2006-03-01,9.52
2006-03-02,9.31
2006-03-03,9.35
2006-03-06,9.37
2006-03-07,9.02
2006-03-08,9.13
2006-03-09,9.04
2006-03-10,9.18
2006-03-13,9.3
2006-03-14,9.65
2006-03-15,10.15
2006-03-16,10.03
2006-03-17,10.04
2006-03-20,10.1
2006-03-21,10.15
2006-03-22,10.19
2006-03-23,10.28
2006-03-24,10.37
2006-03-27,10.12
2006-03-28,10.28
2006-03-29,10.66
2006-03-30,10.51
2006-03-31,10.5
2006-04-03,10.4
2006-04-04,10.14
2006-04-05,10.09
2006-04-06,10.16
2006-04-07,10.06
2006-04-10,9.97
2006-04-11,9.82
2006-04-12,9.54
2006-04-13,9.44
2006-04-17,9.18
2006-04-18,9.23
2006-04-19,9.69
2006-04-20,9.52
2006-04-21,9.51
2006-04-24,9.4
2006-04-25,9.35
2006-04-26,9.23
2006-04-27,9.05
2006-04-28,9.18
2006-05-01,9.0
2006-05-02,9.07
2006-05-03,9.02
2006-05-04,9.01
2006-05-05,9.01
2006-05-08,9.1
2006-05-09,9.45
2006-05-10,9.66
2006-05-11,9.61
2006-05-12,9.44
2006-05-15,9.44
2006-05-16,9.85
2006-05-17,10.0
2006-05-18,10.4
2006-05-19,10.73
2006-05-22,10.55
2006-05-23,10.35
2006-05-24,10.43
2006-05-25,10.52
2006-05-26,10.6
2006-05-30,10.53
2006-05-31,10.6
2006-06-01,10.61
2006-06-02,10.9
2006-06-05,10.84
2006-06-06,10.68
2006-06-07,10.81
2006-06-08,10.87
2006-06-09,10.84
2006-06-12,10.68
2006-06-13,10.26
2006-06-14,10.43
2006-06-15,10.84
2006-06-16,10.71
2006-06-19,10.61
2006-06-20,10.8
2006-06-21,10.74
2006-06-22,10.72
2006-06-23,10.78
2006-06-26,10.95
2006-06-27,10.86
2006-06-28,10.85
2006-06-29,10.95
2006-06-30,10.75
2006-07-03,11.08
2006-07-05,10.85
2006-07-06,10.84
2006-07-07,10.8
2006-07-10,10.87
2006-07-11,10.93
2006-07-12,10.93
2006-07-13,10.53
2006-07-14,10.4
2006-07-17,10.52
2006-07-18,10.87
2006-07-19,10.97
2006-07-20,10.62
2006-07-21,10.57
2006-07-24,10.69
2006-07-25,10.74
2006-07-26,10.7
2006-07-27,10.74
2006-07-28,10.86
2006-07-31,10.83
2006-08-01,10.69
2006-08-02,10.53
2006-08-03,10.14
2006-08-04,10.26
2006-08-07,10.22
2006-08-08,10.15
2006-08-09,10.01
2006-08-10,10.15
2006-08-11,10.0
2006-08-14,9.85
2006-08-15,9.89
2006-08-16,10.02
2006-08-17,10.08
2006-08-18,10.18
2006-08-21,10.16
2006-08-22,10.3
2006-08-23,10.29
2006-08-24,10.05
2006-08-25,10.03
2006-08-28,10.2
2006-08-29,10.15
2006-08-30,10.36
2006-08-31,10.38
2006-09-01,10.26
2006-09-05,10.48
2006-09-06,10.31
2006-09-07,10.21
2006-09-08,10.22
2006-09-11,10.22
2006-09-12,10.13
2006-09-13,10.32
2006-09-14,10.03
2006-09-15,9.92
2006-09-18,9.98
2006-09-19,10.0
2006-09-20,9.92
2006-09-21,9.56
2006-09-22,9.78
2006-09-25,9.64
2006-09-26,9.59
2006-09-27,9.3
2006-09-28,9.52
2006-09-29,9.69
2006-10-02,9.49
2006-10-03,9.68
2006-10-04,9.83
2006-10-05,9.86
2006-10-06,9.9
2006-10-09,10.65
2006-10-10,10.59
2006-10-11,10.27
2006-10-12,10.45
2006-10-13,10.43
2006-10-16,10.66
2006-10-17,10.57
2006-10-18,10.72
2006-10-19,10.85
2006-10-20,10.72
2006-10-23,10.59
2006-10-24,10.7
2006-10-25,10.83
2006-10-26,11.04
2006-10-27,10.86
2006-10-30,11.05
2006-10-31,10.98
2006-11-01,10.62
2006-11-02,11.3
2006-11-03,10.97
2006-11-06,10.84
2006-11-07,10.96
2006-11-08,11.39
2006-11-09,11.36
2006-11-10,11.41
2006-11-13,11.5
2006-11-14,11.6
2006-11-15,11.65
2006-11-16,11.52
2006-11-17,11.48
2006-11-20,11.48
2006-11-21,11.55
2006-11-22,11.65
2006-11-24,11.52
2006-11-27,11.27
2006-11-28,11.24
2006-11-29,11.23
2006-11-30,11.26
2006-12-01,10.98
2006-12-04,11.19
2006-12-05,11.24
2006-12-06,10.87
2006-12-07,11.06
2006-12-08,11.01
2006-12-11,11.36
2006-12-12,11.33
2006-12-13,11.55
2006-12-14,11.61
2006-12-15,11.49
2006-12-18,11.15
2006-12-19,11.22
2006-12-20,10.98
2006-12-21,11.12
2006-12-22,11.17
2006-12-26,11.27
2006-12-27,11.29
2006-12-28,11.63
2006-12-29,11.65
2007-01-03,11.65
2007-01-04,11.47
2007-01-05,10.93
2007-01-08,10.75
2007-01-09,10.76
2007-01-10,10.61
2007-01-11,10.67
2007-01-12,10.73
2007-01-16,10.71
2007-01-17,10.85
2007-01-18,10.86
2007-01-19,10.96
2007-01-22,10.8
2007-01-23,10.98
2007-01-24,11.15
2007-01-25,11.03
2007-01-26,11.21
2007-01-29,10.99
2007-01-30,10.99
2007-01-31,10.96
2007-02-01,11.39
2007-02-02,11.32
2007-02-05,11.4
2007-02-06,11.55
2007-02-07,11.75
2007-02-08,11.63
2007-02-09,11.41
2007-02-12,11.4
2007-02-13,11.57
2007-02-14,11.71
2007-02-15,11.7
2007-02-16,11.91
2007-02-20,12.12
2007-02-21,12.26
2007-02-22,12.02
2007-02-23,11.98
2007-02-26,12.04
2007-02-27,11.79
2007-02-28,11.85
2007-03-01,11.84
2007-03-02,11.26
2007-03-05,11.0
2007-03-06,11.4
2007-03-07,11.3
2007-03-08,11.28
2007-03-09,11.35
2007-03-12,11.42
2007-03-13,11.01
2007-03-14,11.55
2007-03-15,11.67
2007-03-16,12.01
2007-03-19,12.14
2007-03-20,12.47
2007-03-21,12.8
2007-03-22,12.88
2007-03-23,12.94
2007-03-26,12.59
2007-03-27,12.4
2007-03-28,12.45
2007-03-29,12.26
2007-03-30,12.13
2007-04-02,12.08
2007-04-03,12.09
2007-04-04,12.02
2007-04-05,12.04
2007-04-09,12.45
2007-04-10,12.84
2007-04-11,12.7
2007-04-12,12.72
2007-04-13,12.37
2007-04-16,12.4
2007-04-17,11.75
2007-04-18,11.51
2007-04-19,11.43
2007-04-20,11.62
2007-04-23,11.84
2007-04-24,11.76
2007-04-25,11.9
2007-04-26,11.9
2007-04-27,11.81
2007-04-30,11.73
2007-05-01,11.69
2007-05-02,11.77
2007-05-03,11.84
2007-05-04,11.83
2007-05-07,11.82
2007-05-08,11.8
2007-05-09,11.53
2007-05-10,11.47
2007-05-11,11.54
2007-05-14,11.51
2007-05-15,11.3
2007-05-16,11.44
2007-05-17,11.4
2007-05-18,11.41
2007-05-21,11.47
2007-05-22,11.41
2007-05-23,11.46
2007-05-24,11.37
2007-05-25,11.56
2007-05-29,11.6
2007-05-30,11.61
2007-05-31,11.63
2007-06-01,11.69
2007-06-04,11.8
2007-06-05,11.8
2007-06-06,11.91
2007-06-07,11.75
2007-06-08,11.93
2007-06-11,11.84
2007-06-12,11.72
2007-06-13,11.92
2007-06-14,11.85
2007-06-15,11.97
2007-06-18,12.09
2007-06-19,12.16
2007-06-20,12.04
2007-06-21,12.04
2007-06-22,11.82
2007-06-25,11.89
2007-06-26,11.54
2007-06-27,11.89
2007-06-28,11.87
2007-06-29,11.82
2007-07-02,11.88
2007-07-03,11.9
2007-07-05,11.87
2007-07-06,12.08
2007-07-09,12.0
2007-07-10,11.63
2007-07-11,11.83
2007-07-12,12.0
2007-07-13,12.0
2007-07-16,11.96
2007-07-17,11.82
2007-07-18,11.8
2007-07-19,11.81
2007-07-20,11.67
2007-07-23,11.64
2007-07-24,11.55
2007-07-25,11.58
2007-07-26,11.55
2007-07-27,11.32
2007-07-30,11.3
2007-07-31,11.36
2007-08-01,11.35
2007-08-02,11.28
2007-08-03,11.2
2007-08-06,11.01
2007-08-07,11.16
2007-08-08,11.3
2007-08-09,10.99
2007-08-10,10.98
2007-08-13,11.07
2007-08-14,10.99
2007-08-15,10.94
2007-08-16,11.28
2007-08-17,11.6
2007-08-20,11.34
2007-08-21,11.43
2007-08-22,11.58
2007-08-23,11.45
2007-08-24,11.6
2007-08-27,11.74
2007-08-28,11.55
2007-08-29,11.78
2007-08-30,11.9
2007-08-31,12.02
2007-09-04,12.01
2007-09-05,11.7
2007-09-06,11.78
2007-09-07,11.51
2007-09-10,11.5
2007-09-11,11.59
2007-09-12,11.52
2007-09-13,11.91
2007-09-14,11.83
2007-09-17,11.62
2007-09-18,11.73
2007-09-19,11.94
2007-09-20,11.8
2007-09-21,11.91
2007-09-24,11.77
2007-09-25,11.58
2007-09-26,11.72
2007-09-27,11.77
2007-09-28,11.74
2007-10-01,11.85
2007-10-02,11.92
2007-10-03,11.83
2007-10-04,11.9
2007-10-05,11.95
2007-10-08,11.85
2007-10-09,11.87
2007-10-10,11.81
2007-10-11,11.79
2007-10-12,11.96
2007-10-15,11.95
2007-10-16,11.95
2007-10-17,12.0
2007-10-18,12.06
2007-10-19,11.88
2007-10-22,12.0
2007-10-23,12.06
2007-10-24,12.03
2007-10-25,12.06
2007-10-26,12.1
2007-10-29,12.1
2007-10-30,11.95
2007-10-31,12.02
2007-11-01,11.8
2007-11-02,11.59
2007-11-05,11.4
2007-11-06,11.35
2007-11-07,11.46
2007-11-08,11.77
2007-11-09,11.69
2007-11-12,11.43
2007-11-13,11.35
2007-11-14,11.96
2007-11-15,11.71
2007-11-16,12.09
2007-11-19,11.7
2007-11-20,11.28
2007-11-21,11.02
2007-11-23,11.03
2007-11-26,10.48
2007-11-27,10.75
2007-11-28,11.05
2007-11-29,10.93
2007-11-30,10.84
2007-12-03,10.94
2007-12-04,10.78
2007-12-05,10.92
2007-12-06,11.22
2007-12-07,11.32
2007-12-10,11.23
2007-12-11,10.93
2007-12-12,10.97
2007-12-13,11.08
2007-12-14,10.87
2007-12-17,10.58
2007-12-18,10.91
2007-12-19,10.87
2007-12-20,11.14
2007-12-21,11.17
2007-12-24,11.29
2007-12-26,11.3
2007-12-27,10.75
2007-12-28,10.8
2007-12-31,10.92
2008-01-02,10.61
2008-01-03,10.45
2008-01-04,10.46
2008-01-07,10.4
2008-01-08,10.16
2008-01-09,10.39
2008-01-10,10.54
2008-01-11,10.39
2008-01-14,10.99
2008-01-15,10.58
2008-01-16,10.92
2008-01-17,10.63
2008-01-18,10.64
2008-01-22,10.75
2008-01-23,10.99
2008-01-24,10.79
2008-01-25,10.94
2008-01-28,11.0
2008-01-29,10.92
2008-01-30,10.61
2008-01-31,10.92
2008-02-01,10.99
2008-02-04,10.96
2008-02-05,10.52
2008-02-06,10.59
2008-02-07,10.8
2008-02-08,10.54
2008-02-11,10.55
2008-02-12,10.61
2008-02-13,10.7
2008-02-14,10.6
2008-02-15,10.48
2008-02-19,10.45
2008-02-20,10.57
2008-02-21,10.25
2008-02-22,10.07
2008-02-25,10.05
2008-02-26,10.55
2008-02-27,10.81
2008-02-28,10.64
2008-02-29,10.38
2008-03-03,10.22
2008-03-04,10.7
2008-03-05,10.66
2008-03-06,10.32
2008-03-07,10.3
2008-03-10,10.11
2008-03-11,10.44
2008-03-12,10.48
2008-03-13,10.46
2008-03-14,10.25
2008-03-17,10.25
2008-03-18,10.7
2008-03-19,10.33
2008-03-20,10.6
2008-03-24,10.54
2008-03-25,10.43
2008-03-26,10.25
2008-03-27,10.31
2008-03-28,10.15
2008-03-31,10.4
2008-04-01,10.72
2008-04-02,10.51
2008-04-03,10.71
2008-04-04,10.81
2008-04-07,10.89
2008-04-08,10.49
2008-04-09,10.4
2008-04-10,10.59
2008-04-11,10.45
2008-04-14,10.21
2008-04-15,10.17
2008-04-16,10.4
2008-04-17,10.4
2008-04-18,10.58
2008-04-21,10.35
2008-04-22,10.31
2008-04-23,10.37
2008-04-24,10.55
2008-04-25,10.57
2008-04-28,10.53
2008-04-29,10.54
2008-04-30,10.56
2008-05-01,10.61
2008-05-02,10.56
2008-05-05,10.54
2008-05-06,10.48
2008-05-07,10.25
2008-05-08,10.2
2008-05-09,10.21
2008-05-12,10.36
2008-05-13,10.28
2008-05-14,10.21
2008-05-15,10.26
2008-05-16,10.37
2008-05-19,10.32
2008-05-20,10.3
2008-05-21,10.45
2008-05-22,10.52
2008-05-23,10.46
2008-05-27,10.51
2008-05-28,10.49
2008-05-29,10.5
2008-05-30,10.5
2008-06-02,10.59
2008-06-03,10.49
2008-06-04,10.69
2008-06-05,10.71
2008-06-06,10.75
2008-06-09,10.56
2008-06-10,10.6
2008-06-11,10.45
2008-06-12,10.47
2008-06-13,10.57
2008-06-16,10.7
2008-06-17,10.4
2008-06-18,10.4
2008-06-19,10.54
2008-06-20,10.5
2008-06-23,10.46
2008-06-24,10.39
2008-06-25,10.57
2008-06-26,10.38
2008-06-27,10.35
2008-06-30,10.31
2008-07-01,10.34
2008-07-02,9.98
2008-07-03,10.07
2008-07-07,10.02
2008-07-08,10.44
2008-07-09,10.02
2008-07-10,10.15
2008-07-11,10.26
2008-07-14,10.02
2008-07-15,9.97
2008-07-16,9.99
2008-07-17,10.0
2008-07-18,9.88
2008-07-21,9.88
2008-07-22,10.11
2008-07-23,10.04
2008-07-24,10.14
2008-07-25,10.24
2008-07-28,10.02
2008-07-29,10.35
2008-07-30,10.32
2008-07-31,10.31
2008-08-01,10.32
2008-08-04,10.26
2008-08-05,10.49
2008-08-06,10.51
2008-08-07,10.45
2008-08-08,10.45
2008-08-11,10.4
2008-08-12,10.45
2008-08-13,10.38
2008-08-14,10.28
2008-08-15,10.22
2008-08-18,10.21
2008-08-19,10.09
2008-08-20,10.11
2008-08-21,10.13
2008-08-22,10.5
2008-08-25,10.36
2008-08-26,10.36
2008-08-27,10.44
2008-08-28,10.44
2008-08-29,10.41
2008-09-02,10.35
2008-09-03,10.35
2008-09-04,10.31
2008-09-05,10.06
2008-09-08,10.24
2008-09-09,9.99
2008-09-10,10.26
2008-09-11,10.34
2008-09-12,10.28
2008-09-15,9.95
2008-09-16,10.33
2008-09-17,9.84
2008-09-18,9.86
2008-09-19,11.45
2008-09-22,10.28
2008-09-23,10.38
2008-09-24,10.22
2008-09-25,10.32
2008-09-26,10.31
2008-09-29,10.26
2008-09-30,10.32
2008-10-01,10.35
2008-10-02,10.1
2008-10-03,10.1
2008-10-06,10.16
2008-10-07,9.86
2008-10-08,9.45
2008-10-09,9.33
2008-10-10,9.9
2008-10-13,9.8
2008-10-14,9.8
2008-10-15,9.19
2008-10-16,9.12
2008-10-17,8.91
2008-10-20,9.08
2008-10-21,9.01
2008-10-22,8.69
2008-10-23,8.74
2008-10-24,8.28
2008-10-27,8.27
2008-10-28,9.07
2008-10-29,8.86
2008-10-30,9.17
2008-10-31,9.4
2008-11-03,9.38
2008-11-04,9.41
2008-11-05,8.99
2008-11-06,8.89
2008-11-07,9.04
2008-11-10,8.93
2008-11-11,8.8
2008-11-12,8.7
2008-11-13,8.87
2008-11-14,8.84
2008-11-17,8.66
2008-11-18,8.6
2008-11-19,8.02
2008-11-20,7.86
2008-11-21,8.51
2008-11-24,8.76
2008-11-25,9.16
2008-11-26,9.57
2008-11-28,9.75
2008-12-01,8.5
2008-12-02,8.94
2008-12-03,9.04
2008-12-04,8.9
2008-12-05,9.26
2008-12-08,9.15
2008-12-09,9.02
2008-12-10,9.1
2008-12-11,8.78
2008-12-12,9.0
2008-12-15,8.88
2008-12-16,9.2
2008-12-17,9.44
2008-12-18,9.46
2008-12-19,9.75
2008-12-22,9.6
2008-12-23,9.41
2008-12-24,9.47
2008-12-26,9.53
2008-12-29,9.38
2008-12-30,9.48
2008-12-31,9.74
2009-01-02,9.66
2009-01-05,9.71
2009-01-06,9.67
2009-01-07,9.51
2009-01-08,9.59
2009-01-09,9.23
2009-01-12,9.14
2009-01-13,9.33
2009-01-14,9.21
2009-01-15,9.38
2009-01-16,9.41
2009-01-20,9.0
2009-01-21,9.52
2009-01-22,9.5
2009-01-23,9.82
2009-01-26,10.02
2009-01-27,10.05
2009-01-28,10.2
2009-01-29,9.92
2009-01-30,10.0
2009-02-02,10.26
2009-02-03,10.3
2009-02-04,10.14
2009-02-05,10.29
2009-02-06,10.27
2009-02-09,10.24
2009-02-10,9.97
2009-02-11,10.15
2009-02-12,10.31
2009-02-13,10.4
2009-02-17,10.61
2009-02-18,10.57
2009-02-19,10.62
2009-02-20,10.66
2009-02-23,10.61
2009-02-24,11.01
2009-02-25,11.08
