Date,INFN
2017-05-11,9.46
2017-05-12,9.51
2017-05-15,9.62
2017-05-16,9.67
2017-05-17,9.22
2017-05-18,9.14
2017-05-19,9.19
2017-05-22,9.82
2017-05-23,9.83
2017-05-24,9.78
2017-05-25,9.51
2017-05-26,10.35
2017-05-30,10.03
2017-05-31,9.72
2017-06-01,10.26
2017-06-02,10.29
2017-06-05,10.48
2017-06-06,10.6
2017-06-07,10.73
2017-06-08,11.17
2017-06-09,10.52
2017-06-12,10.83
2017-06-13,10.96
2017-06-14,11.39
2017-06-15,11.46
2017-06-16,11.52
2017-06-19,11.57
2017-06-20,11.26
2017-06-21,11.18
2017-06-22,11.76
2017-06-23,12.01
2017-06-26,11.96
2017-06-27,11.46
2017-06-28,11.55
2017-06-29,10.88
2017-06-30,10.67
2017-07-03,10.59
2017-07-05,10.64
2017-07-06,10.46
2017-07-07,10.6
2017-07-10,10.79
2017-07-11,10.89
2017-07-12,11.09
2017-07-13,11.3
2017-07-14,11.38
2017-07-17,11.31
2017-07-18,11.58
2017-07-19,11.95
2017-07-20,12.16
2017-07-21,12.33
2017-07-24,12.21
2017-07-25,12.21
2017-07-26,12.1
2017-07-27,11.77
2017-07-28,11.73
2017-07-31,11.73
2017-08-01,11.72
2017-08-02,11.47
2017-08-03,11.47
2017-08-04,9.57
2017-08-07,9.25
2017-08-08,9.14
2017-08-09,9.05
2017-08-10,8.7
2017-08-11,8.67
2017-08-14,8.89
2017-08-15,8.6
2017-08-16,8.55
2017-08-17,8.39
2017-08-18,8.4
2017-08-21,8.3
2017-08-22,8.5
2017-08-23,8.56
2017-08-24,8.66
2017-08-25,8.63
2017-08-28,8.7
2017-08-29,8.78
2017-08-30,8.63
2017-08-31,8.46
2017-09-01,8.53
2017-09-05,8.32
2017-09-06,8.26
2017-09-07,8.24
2017-09-08,8.19
2017-09-11,8.22
2017-09-12,8.45
2017-09-13,8.41
2017-09-14,8.27
2017-09-15,8.37
2017-09-18,8.53
2017-09-19,8.44
2017-09-20,8.29
2017-09-21,8.41
2017-09-22,8.45
2017-09-25,8.38
2017-09-26,8.45
2017-09-27,8.74
2017-09-28,8.78
2017-09-29,8.87
2017-10-02,9.0
2017-10-03,8.96
2017-10-04,8.84
2017-10-05,8.76
2017-10-06,8.87
2017-10-09,8.89
2017-10-10,8.77
2017-10-11,8.59
2017-10-12,8.58
2017-10-13,8.59
2017-10-16,8.5
2017-10-17,8.46
2017-10-18,8.46
2017-10-19,8.48
2017-10-20,8.67
2017-10-23,8.74
2017-10-24,8.6
2017-10-25,8.54
2017-10-26,8.43
2017-10-27,8.44
2017-10-30,8.51
2017-10-31,8.37
2017-11-01,8.4
2017-11-02,7.82
2017-11-03,7.94
2017-11-06,8.28
2017-11-07,8.11
2017-11-08,8.71
2017-11-09,6.37
2017-11-10,6.36
2017-11-13,6.85
2017-11-14,6.58
2017-11-15,6.89
2017-11-16,7.06
2017-11-17,7.04
2017-11-20,7.07
2017-11-21,7.17
2017-11-22,7.32
2017-11-24,7.36
2017-11-27,7.28
2017-11-28,7.3
2017-11-29,7.25
2017-11-30,7.24
2017-12-01,7.05
2017-12-04,6.77
2017-12-05,6.76
2017-12-06,6.7
2017-12-07,6.68
2017-12-08,6.66
2017-12-11,6.9
2017-12-12,6.68
2017-12-13,6.92
2017-12-14,6.75
2017-12-15,6.72
2017-12-18,6.72
2017-12-19,6.74
2017-12-20,6.78
2017-12-21,6.96
2017-12-22,6.9
2017-12-26,6.86
2017-12-27,6.84
2017-12-28,6.78
2017-12-29,6.33
2018-01-02,6.67
2018-01-03,6.93
2018-01-04,6.95
2018-01-05,7.08
2018-01-08,7.14
2018-01-09,6.87
2018-01-10,6.74
2018-01-11,7.08
2018-01-12,7.08
2018-01-16,6.94
2018-01-17,6.98
2018-01-18,6.79
2018-01-19,6.75
2018-01-22,6.72
2018-01-23,6.81
2018-01-24,6.68
2018-01-25,6.57
2018-01-26,6.55
2018-01-29,6.48
2018-01-30,6.54
2018-01-31,6.47
2018-02-01,6.52
2018-02-02,6.47
2018-02-05,6.25
2018-02-06,6.83
2018-02-07,6.9
2018-02-08,8.96
2018-02-09,9.33
2018-02-12,9.09
2018-02-13,9.44
2018-02-14,9.56
2018-02-15,9.6
2018-02-16,9.82
2018-02-20,9.98
2018-02-21,9.93
2018-02-22,9.91
2018-02-23,9.95
2018-02-26,10.15
2018-02-27,9.9
2018-02-28,9.95
2018-03-01,10.01
2018-03-02,10.41
2018-03-05,10.47
2018-03-06,10.82
2018-03-07,10.91
2018-03-08,11.0
2018-03-09,11.27
2018-03-12,11.44
2018-03-13,11.49
2018-03-14,11.29
2018-03-15,11.33
2018-03-16,11.26
2018-03-19,10.9
2018-03-20,10.8
2018-03-21,11.04
2018-03-22,10.92
2018-03-23,10.63
2018-03-26,11.02
2018-03-27,10.91
2018-03-28,10.62
2018-03-29,10.86
2018-04-02,10.67
2018-04-03,10.83
2018-04-04,11.07
2018-04-05,11.16
2018-04-06,10.87
2018-04-09,10.38
2018-04-10,10.81
2018-04-11,11.01
2018-04-12,11.3
2018-04-13,11.34
2018-04-16,11.02
2018-04-17,11.55
2018-04-18,11.64
2018-04-19,11.42
2018-04-20,11.57
2018-04-23,11.45
2018-04-24,11.68
2018-04-25,11.61
2018-04-26,11.79
2018-04-27,11.75
2018-04-30,11.72
2018-05-01,11.94
2018-05-02,12.02
2018-05-03,12.0
2018-05-04,12.01
2018-05-07,12.1
2018-05-08,11.8
2018-05-09,11.76
2018-05-10,9.35
2018-05-11,10.16
2018-05-14,9.91
2018-05-15,9.95
2018-05-16,10.05
2018-05-17,10.02
2018-05-18,10.09
2018-05-21,10.16
2018-05-22,10.1
2018-05-23,10.08
2018-05-24,9.97
2018-05-25,10.07
2018-05-29,9.01
2018-05-30,8.9
2018-05-31,8.8
2018-06-01,8.77
2018-06-04,8.91
2018-06-05,8.86
2018-06-06,9.02
2018-06-07,9.27
2018-06-08,9.2
2018-06-11,9.38
2018-06-12,9.51
2018-06-13,9.56
2018-06-14,9.85
2018-06-15,9.92
2018-06-18,9.94
2018-06-19,9.72
2018-06-20,9.99
2018-06-21,9.31
2018-06-22,9.39
2018-06-25,9.37
2018-06-26,9.68
2018-06-27,9.55
2018-06-28,9.69
2018-06-29,9.93
2018-07-02,9.94
2018-07-03,9.77
2018-07-05,9.95
2018-07-06,10.2
2018-07-09,10.05
2018-07-10,10.17
2018-07-11,9.81
2018-07-12,9.69
2018-07-13,9.62
2018-07-16,8.94
2018-07-17,8.88
2018-07-18,9.01
2018-07-19,9.02
2018-07-20,8.97
2018-07-23,8.84
2018-07-24,9.0
2018-07-25,8.93
2018-07-26,8.9
2018-07-27,8.41
2018-07-30,8.31
2018-07-31,8.32
2018-08-01,8.44
2018-08-02,8.56
2018-08-03,8.47
2018-08-06,8.54
2018-08-07,8.69
2018-08-08,8.25
2018-08-09,8.57
2018-08-10,8.61
2018-08-13,8.44
2018-08-14,8.43
2018-08-15,8.59
2018-08-16,8.63
2018-08-17,8.73
2018-08-20,8.78
2018-08-21,8.87
2018-08-22,8.99
2018-08-23,8.96
2018-08-24,9.11
2018-08-27,9.02
2018-08-28,8.87
2018-08-29,9.0
2018-08-30,9.06
2018-08-31,8.95
2018-09-04,8.69
2018-09-05,8.45
2018-09-06,7.6
2018-09-07,7.24
2018-09-10,7.42
2018-09-11,7.41
2018-09-12,7.21
2018-09-13,7.18
2018-09-14,7.05
2018-09-17,7.03
2018-09-18,7.13
2018-09-19,7.14
2018-09-20,7.3
2018-09-21,7.03
2018-09-24,6.99
2018-09-25,7.43
2018-09-26,7.26
2018-09-27,7.22
2018-09-28,7.3
2018-10-01,6.18
2018-10-02,6.3
2018-10-03,6.39
2018-10-04,6.28
2018-10-05,6.1
2018-10-08,5.99
2018-10-09,5.93
2018-10-10,5.83
2018-10-11,5.7
2018-10-12,5.92
2018-10-15,6.05
2018-10-16,6.32
2018-10-17,6.25
2018-10-18,6.39
2018-10-19,6.17
2018-10-22,6.06
2018-10-23,5.98
2018-10-24,5.63
2018-10-25,5.87
2018-10-26,5.36
2018-10-29,5.34
2018-10-30,5.42
2018-10-31,5.54
2018-11-01,5.88
2018-11-02,6.11
2018-11-05,6.27
2018-11-06,6.23
2018-11-07,4.15
2018-11-08,4.44
2018-11-09,4.7
2018-11-12,4.55
2018-11-13,4.4
2018-11-14,4.71
2018-11-15,5.02
2018-11-16,4.9
2018-11-19,4.59
2018-11-20,4.37
2018-11-21,4.57
2018-11-23,4.5
2018-11-26,4.49
2018-11-27,4.4
2018-11-28,4.39
2018-11-29,4.37
2018-11-30,4.31
2018-12-03,4.38
2018-12-04,4.41
2018-12-06,4.58
2018-12-07,4.38
2018-12-10,4.35
2018-12-11,4.23
2018-12-12,4.39
2018-12-13,4.23
2018-12-14,4.13
2018-12-17,4.02
2018-12-18,3.88
2018-12-19,3.87
2018-12-20,3.86
2018-12-21,3.67
2018-12-24,3.72
2018-12-26,3.79
2018-12-27,3.84
2018-12-28,3.92
2018-12-31,3.99
2019-01-02,4.03
2019-01-03,4.05
2019-01-04,4.23
2019-01-07,4.3
2019-01-08,4.39
2019-01-09,4.33
2019-01-10,4.36
2019-01-11,4.29
2019-01-14,4.16
2019-01-15,4.29
2019-01-16,4.21
2019-01-17,4.22
2019-01-18,4.22
2019-01-22,4.1
2019-01-23,4.15
2019-01-24,4.17
2019-01-25,4.37
2019-01-28,4.36
2019-01-29,4.36
2019-01-30,4.38
2019-01-31,4.4
2019-02-01,5.16
2019-02-04,4.93
2019-02-05,4.89
2019-02-06,4.85
2019-02-07,4.54
2019-02-08,4.51
2019-02-11,4.59
2019-02-12,4.78
2019-02-13,4.74
2019-02-14,4.8
2019-02-15,4.99
2019-02-19,5.01
2019-02-20,4.9
2019-02-21,4.85
2019-02-22,5.26
2019-02-25,5.28
2019-02-26,5.41
2019-02-27,5.32
2019-02-28,5.11
2019-03-01,5.14
2019-03-04,5.2
2019-03-05,5.05
2019-03-06,4.86
2019-03-07,4.61
2019-03-08,4.54
2019-03-11,4.98
2019-03-12,4.85
2019-03-13,4.89
2019-03-14,4.75
2019-03-15,4.77
2019-03-18,4.79
2019-03-19,4.69
2019-03-20,4.53
2019-03-21,4.52
2019-03-22,4.32
2019-03-25,4.35
2019-03-26,4.32
2019-03-27,4.23
2019-03-28,4.31
2019-03-29,4.34
2019-04-01,4.52
2019-04-02,4.56
2019-04-03,4.64
2019-04-04,4.72
2019-04-05,4.69
2019-04-08,4.73
2019-04-09,4.68
2019-04-10,4.75
2019-04-11,4.71
2019-04-12,4.91
2019-04-15,5.03
2019-04-16,5.0
2019-04-17,4.99
2019-04-18,4.84
2019-04-22,4.71
2019-04-23,4.64
2019-04-24,4.55
2019-04-25,4.42
2019-04-26,4.29
2019-04-29,4.37
2019-04-30,4.34
2019-05-01,4.32
2019-05-02,4.31
2019-05-03,4.43
2019-05-06,4.41
2019-05-07,4.25
2019-05-08,4.42
2019-05-09,3.24
2019-05-10,3.24
2019-05-13,3.16
2019-05-14,3.13
2019-05-15,3.2
2019-05-16,3.29
2019-05-17,3.13
2019-05-20,3.03
2019-05-21,3.33
2019-05-22,3.23
2019-05-23,3.08
2019-05-24,3.16
2019-05-28,3.14
2019-05-29,3.25
2019-05-30,3.22
2019-05-31,3.11
2019-06-03,3.08
2019-06-04,3.18
2019-06-05,3.07
2019-06-06,2.97
2019-06-07,3.0
2019-06-10,3.06
2019-06-11,3.12
2019-06-12,3.11
2019-06-13,3.26
2019-06-14,3.14
2019-06-17,3.2
2019-06-18,3.28
2019-06-19,3.14
2019-06-20,3.19
2019-06-21,3.09
2019-06-24,3.03
2019-06-25,2.97
2019-06-26,2.91
2019-06-27,2.92
2019-06-28,2.91
2019-07-01,3.06
2019-07-02,2.98
2019-07-03,3.01
2019-07-05,2.99
2019-07-08,2.82
2019-07-09,2.92
2019-07-10,2.91
2019-07-11,2.85
2019-07-12,2.87
2019-07-15,2.86
2019-07-16,2.92
2019-07-17,3.2
2019-07-18,3.45
2019-07-19,3.42
2019-07-22,3.37
2019-07-23,3.75
2019-07-24,3.73
2019-07-25,3.65
2019-07-26,3.7
2019-07-29,3.75
2019-07-30,3.79
2019-07-31,3.86
2019-08-01,3.74
2019-08-02,3.7
2019-08-05,3.54
2019-08-06,3.77
2019-08-07,3.97
2019-08-08,4.56
2019-08-09,4.52
2019-08-12,4.59
2019-08-13,4.78
2019-08-14,4.71
2019-08-15,4.73
2019-08-16,4.76
2019-08-19,4.86
2019-08-20,4.83
2019-08-21,4.99
2019-08-22,5.14
2019-08-23,4.85
2019-08-26,4.88
2019-08-27,4.83
2019-08-28,4.96
2019-08-29,5.3
2019-08-30,5.33
2019-09-03,5.18
2019-09-04,5.18
2019-09-05,5.35
2019-09-06,5.27
2019-09-09,5.22
2019-09-10,5.48
2019-09-11,5.5
2019-09-12,5.49
2019-09-13,5.36
2019-09-16,5.61
2019-09-17,5.46
2019-09-18,5.39
2019-09-19,5.34
2019-09-20,5.46
2019-09-23,5.43
2019-09-24,5.34
2019-09-25,5.51
2019-09-26,5.46
2019-09-27,5.6
2019-09-30,5.45
2019-10-01,5.28
2019-10-02,5.3
2019-10-03,5.32
2019-10-04,5.38
2019-10-07,5.43
2019-10-08,5.31
2019-10-09,5.32
2019-10-10,5.15
2019-10-11,5.39
2019-10-14,5.33
2019-10-15,5.46
2019-10-16,5.49
2019-10-17,5.43
2019-10-18,5.51
2019-10-21,5.64
2019-10-22,5.5
2019-10-23,5.5
2019-10-24,5.44
2019-10-25,5.43
2019-10-28,5.46
2019-10-29,5.42
2019-10-30,5.42
2019-10-31,5.59
2019-11-01,5.68
2019-11-04,5.83
2019-11-05,5.93
2019-11-06,5.63
2019-11-07,5.21
2019-11-08,5.23
2019-11-11,5.27
2019-11-12,5.39
2019-11-13,6.0
2019-11-14,6.36
2019-11-15,6.71
2019-11-18,6.8
2019-11-19,6.65
2019-11-20,6.65
2019-11-21,6.51
2019-11-22,6.41
2019-11-25,6.52
2019-11-26,6.42
2019-11-27,6.47
2019-11-29,6.38
2019-12-02,6.15
2019-12-03,6.06
2019-12-04,6.06
2019-12-05,5.99
2019-12-06,6.12
2019-12-09,6.08
2019-12-10,6.29
2019-12-11,6.48
2019-12-12,6.6
2019-12-13,6.95
2019-12-16,7.21
2019-12-17,7.6
2019-12-18,7.56
2019-12-19,7.56
2019-12-20,7.53
2019-12-23,7.68
2019-12-24,7.7
2019-12-26,7.76
2019-12-27,7.78
2019-12-30,7.74
2019-12-31,7.94
2020-01-02,8.22
2020-01-03,8.11
2020-01-06,8.1
2020-01-07,7.93
2020-01-08,8.0
2020-01-09,7.97
2020-01-10,7.87
2020-01-13,7.97
2020-01-14,7.92
2020-01-15,7.85
2020-01-16,8.22
2020-01-17,8.12
2020-01-21,8.03
2020-01-22,8.03
2020-01-23,8.03
2020-01-24,7.92
2020-01-27,7.78
2020-01-28,7.79
2020-01-29,7.59
2020-01-30,7.67
2020-01-31,7.37
2020-02-03,7.46
2020-02-04,7.84
2020-02-05,7.95
2020-02-06,7.84
2020-02-07,7.49
2020-02-10,7.79
2020-02-11,7.88
2020-02-12,8.09
2020-02-13,8.05
2020-02-14,7.94
2020-02-18,8.05
2020-02-19,8.1
2020-02-20,8.32
2020-02-21,8.14
2020-02-24,8.09
2020-02-25,7.88
2020-02-26,7.0
2020-02-27,6.77
2020-02-28,6.8
2020-03-02,7.11
2020-03-03,7.08
2020-03-04,5.89
2020-03-05,5.5
2020-03-06,5.37
2020-03-09,4.54
2020-03-10,4.59
2020-03-11,4.38
2020-03-12,4.08
2020-03-13,4.25
2020-03-16,3.86
2020-03-17,4.45
2020-03-18,4.37
2020-03-19,5.27
2020-03-20,4.8
2020-03-23,4.49
2020-03-24,4.8
2020-03-25,5.14
2020-03-26,5.49
2020-03-27,5.14
2020-03-30,5.48
2020-03-31,5.3
2020-04-01,4.77
2020-04-02,4.99
2020-04-03,5.15
2020-04-06,5.59
2020-04-07,5.64
2020-04-08,5.73
2020-04-09,5.78
2020-04-13,5.72
2020-04-14,5.92
2020-04-15,5.7
2020-04-16,5.68
2020-04-17,5.98
2020-04-20,6.1
2020-04-21,5.87
2020-04-22,5.97
2020-04-23,5.94
2020-04-24,6.08
2020-04-27,6.16
2020-04-28,6.36
2020-04-29,6.39
2020-04-30,6.17
2020-05-01,5.66
2020-05-04,5.74
2020-05-05,6.0
2020-05-06,5.41
2020-05-07,5.7
2020-05-08,6.07
