Date,INFN
2007-11-30,21.809998999999998
2007-12-03,22.360001
2007-12-04,19.719998999999998
2007-12-05,19.799999
2007-12-06,19.4
2007-12-07,19.33
2007-12-10,18.84
2007-12-11,18.950001
2007-12-12,18.25
2007-12-13,17.49
2007-12-14,16.950001
2007-12-17,16.75
2007-12-18,16.790001
2007-12-19,16.370001000000002
2007-12-20,15.6
2007-12-21,14.98
2007-12-24,14.57
2007-12-26,14.75
2007-12-27,14.11
2007-12-28,14.05
2007-12-31,14.84
2008-01-02,14.13
2008-01-03,12.68
2008-01-04,11.16
2008-01-07,11.2
2008-01-08,11.51
2008-01-09,11.18
2008-01-10,11.34
2008-01-11,11.01
2008-01-14,10.78
2008-01-15,9.7
2008-01-16,9.33
2008-01-17,8.81
2008-01-18,9.24
2008-01-22,9.08
2008-01-23,10.0
2008-01-24,10.27
2008-01-25,9.96
2008-01-28,10.44
2008-01-29,10.36
2008-01-30,10.02
2008-01-31,10.19
2008-02-01,14.69
2008-02-04,13.54
2008-02-05,12.78
2008-02-06,12.75
2008-02-07,12.3
2008-02-08,12.0
2008-02-11,12.78
2008-02-12,12.95
2008-02-13,13.44
2008-02-14,13.44
2008-02-15,13.2
2008-02-19,12.76
2008-02-20,13.46
2008-02-21,13.08
2008-02-22,12.96
2008-02-25,13.57
2008-02-26,13.87
2008-02-27,13.67
2008-02-28,13.0
2008-02-29,11.68
2008-03-03,10.89
2008-03-04,11.39
2008-03-05,11.58
2008-03-06,11.1
2008-03-07,11.02
2008-03-10,9.95
2008-03-11,10.6
2008-03-12,10.48
2008-03-13,11.05
2008-03-14,10.52
2008-03-17,9.94
2008-03-18,10.54
2008-03-19,11.03
2008-03-20,11.22
2008-03-24,12.83
2008-03-25,13.07
2008-03-26,12.6
2008-03-27,12.47
2008-03-28,12.2
2008-03-31,12.0
2008-04-01,12.2
2008-04-02,12.1
2008-04-03,12.62
2008-04-04,12.11
2008-04-07,12.24
2008-04-08,12.66
2008-04-09,12.76
2008-04-10,12.97
2008-04-11,12.31
2008-04-14,12.23
2008-04-15,12.48
2008-04-16,13.66
2008-04-17,14.24
2008-04-18,15.31
2008-04-21,15.3
2008-04-22,16.040001
2008-04-23,12.55
2008-04-24,12.27
2008-04-25,13.23
2008-04-28,13.23
2008-04-29,12.39
2008-04-30,12.66
2008-05-01,12.4
2008-05-02,12.36
2008-05-05,12.48
2008-05-06,13.02
2008-05-07,12.46
2008-05-08,12.81
2008-05-09,13.05
2008-05-12,13.02
2008-05-13,13.16
2008-05-14,13.16
2008-05-15,13.57
2008-05-16,13.66
2008-05-19,14.05
2008-05-20,14.0
2008-05-21,13.36
2008-05-22,13.16
2008-05-23,13.31
2008-05-27,13.49
2008-05-28,13.43
2008-05-29,13.93
2008-05-30,14.28
2008-06-02,14.06
2008-06-03,14.24
2008-06-04,14.06
2008-06-05,14.01
2008-06-06,13.29
2008-06-09,12.85
2008-06-10,13.1
2008-06-11,12.23
2008-06-12,12.41
2008-06-13,13.01
2008-06-16,13.81
2008-06-17,10.28
2008-06-18,9.99
2008-06-19,10.0
2008-06-20,9.96
2008-06-23,9.24
2008-06-24,8.91
2008-06-25,9.41
2008-06-26,8.98
2008-06-27,8.91
2008-06-30,8.82
2008-07-01,8.37
2008-07-02,8.13
2008-07-03,8.14
2008-07-07,8.13
2008-07-08,9.29
2008-07-09,8.43
2008-07-10,8.47
2008-07-11,8.75
2008-07-14,8.13
2008-07-15,7.92
2008-07-16,8.27
2008-07-17,8.45
2008-07-18,8.67
2008-07-21,8.68
2008-07-22,8.99
2008-07-23,10.54
2008-07-24,10.6
2008-07-25,10.88
2008-07-28,11.03
2008-07-29,11.75
2008-07-30,11.3
2008-07-31,11.26
2008-08-01,11.43
2008-08-04,11.37
2008-08-05,11.54
2008-08-06,11.48
2008-08-07,10.98
2008-08-08,11.44
2008-08-11,11.47
2008-08-12,11.34
2008-08-13,10.99
2008-08-14,11.14
2008-08-15,11.45
2008-08-18,11.51
2008-08-19,11.3
2008-08-20,11.47
2008-08-21,11.41
2008-08-22,11.48
2008-08-25,10.93
2008-08-26,10.58
2008-08-27,10.91
2008-08-28,11.1
2008-08-29,11.02
2008-09-02,10.53
2008-09-03,10.6
2008-09-04,10.05
2008-09-05,9.38
2008-09-08,9.51
2008-09-09,8.29
2008-09-10,7.9
2008-09-11,8.3
2008-09-12,8.56
2008-09-15,8.01
2008-09-16,8.62
2008-09-17,7.89
2008-09-18,8.45
2008-09-19,10.0
2008-09-22,9.14
2008-09-23,9.1
2008-09-24,9.2
2008-09-25,9.67
2008-09-26,10.16
2008-09-29,9.09
2008-09-30,9.56
2008-10-01,9.47
2008-10-02,8.15
2008-10-03,7.94
2008-10-06,7.19
2008-10-07,6.84
2008-10-08,6.58
2008-10-09,6.25
2008-10-10,7.16
2008-10-13,7.8
2008-10-14,7.5
2008-10-15,6.3
2008-10-16,7.17
2008-10-17,7.0
2008-10-20,7.5
2008-10-21,7.99
2008-10-22,7.52
2008-10-23,7.16
2008-10-24,7.0
2008-10-27,6.89
2008-10-28,7.48
2008-10-29,7.58
2008-10-30,7.78
2008-10-31,7.78
2008-11-03,7.6
2008-11-04,8.11
2008-11-05,7.62
2008-11-06,7.41
2008-11-07,7.78
2008-11-10,7.6
2008-11-11,7.31
2008-11-12,6.88
2008-11-13,7.28
2008-11-14,6.75
2008-11-17,6.64
2008-11-18,7.31
2008-11-19,7.25
2008-11-20,7.12
2008-11-21,7.51
2008-11-24,8.49
2008-11-25,8.49
2008-11-26,9.37
2008-11-28,9.76
2008-12-01,8.15
2008-12-02,9.09
2008-12-03,9.15
2008-12-04,9.23
2008-12-05,9.57
2008-12-08,10.06
2008-12-09,9.7
2008-12-10,9.99
2008-12-11,9.26
2008-12-12,9.29
2008-12-15,8.06
2008-12-16,8.67
2008-12-17,8.87
2008-12-18,8.59
2008-12-19,8.75
2008-12-22,8.56
2008-12-23,8.45
2008-12-24,8.56
2008-12-26,8.55
2008-12-29,8.25
2008-12-30,8.68
2008-12-31,8.96
2009-01-02,8.98
2009-01-05,8.98
2009-01-06,9.09
2009-01-07,9.12
2009-01-08,9.27
2009-01-09,8.86
2009-01-12,8.74
2009-01-13,9.01
2009-01-14,8.44
2009-01-15,8.83
2009-01-16,8.7
2009-01-20,8.0
2009-01-21,8.56
2009-01-22,8.15
2009-01-23,8.3
2009-01-26,8.42
2009-01-27,8.45
2009-01-28,8.8
2009-01-29,8.32
2009-01-30,6.86
2009-02-02,6.53
2009-02-03,6.96
2009-02-04,6.65
2009-02-05,6.94
2009-02-06,7.15
2009-02-09,6.99
2009-02-10,7.11
2009-02-11,7.0
2009-02-12,7.12
2009-02-13,7.49
2009-02-17,6.84
2009-02-18,6.65
2009-02-19,6.78
2009-02-20,6.84
2009-02-23,6.66
2009-02-24,7.21
2009-02-25,7.16
2009-02-26,7.09
2009-02-27,7.2
2009-03-02,6.71
2009-03-03,6.54
2009-03-04,6.66
2009-03-05,6.14
2009-03-06,5.95
2009-03-09,5.72
2009-03-10,6.55
2009-03-11,6.45
2009-03-12,7.14
2009-03-13,7.18
2009-03-16,7.12
2009-03-17,7.56
2009-03-18,7.96
2009-03-19,7.8
2009-03-20,7.49
2009-03-23,8.31
2009-03-24,7.56
2009-03-25,7.59
2009-03-26,7.82
2009-03-27,7.48
2009-03-30,7.18
2009-03-31,7.4
2009-04-01,8.07
2009-04-02,8.16
2009-04-03,8.45
2009-04-06,8.38
2009-04-07,8.03
2009-04-08,8.39
2009-04-09,8.66
2009-04-13,8.59
2009-04-14,8.6
2009-04-15,8.9
2009-04-16,9.32
2009-04-17,9.44
2009-04-20,9.05
2009-04-21,9.29
2009-04-22,7.93
2009-04-23,8.33
2009-04-24,8.45
2009-04-27,8.26
2009-04-28,8.14
2009-04-29,8.08
2009-04-30,8.44
2009-05-01,8.71
2009-05-04,8.85
2009-05-05,8.6
2009-05-06,8.75
2009-05-07,8.34
2009-05-08,8.6
2009-05-11,8.11
2009-05-12,8.04
2009-05-13,7.94
2009-05-14,8.05
2009-05-15,8.12
2009-05-18,8.16
2009-05-19,8.24
2009-05-20,8.38
2009-05-21,8.1
2009-05-22,8.25
2009-05-26,8.52
2009-05-27,8.23
2009-05-28,8.32
2009-05-29,8.54
2009-06-01,9.08
2009-06-02,9.13
2009-06-03,9.41
2009-06-04,10.38
2009-06-05,9.94
2009-06-08,10.01
2009-06-09,10.29
2009-06-10,10.02
2009-06-11,10.17
2009-06-12,10.12
2009-06-15,10.07
2009-06-16,9.58
2009-06-17,9.65
2009-06-18,9.45
2009-06-19,9.45
2009-06-22,8.98
2009-06-23,9.06
2009-06-24,9.2
2009-06-25,9.19
2009-06-26,9.1
2009-06-29,9.21
2009-06-30,9.13
2009-07-01,9.33
2009-07-02,8.81
2009-07-06,8.62
2009-07-07,8.47
2009-07-08,8.39
2009-07-09,8.52
2009-07-10,8.49
2009-07-13,8.51
2009-07-14,8.82
2009-07-15,8.87
2009-07-16,8.89
2009-07-17,9.0
2009-07-20,7.33
2009-07-21,7.17
2009-07-22,7.11
2009-07-23,7.46
2009-07-24,7.47
2009-07-27,7.55
2009-07-28,7.34
2009-07-29,7.29
2009-07-30,7.07
2009-07-31,6.77
2009-08-03,6.97
2009-08-04,7.28
2009-08-05,7.2
2009-08-06,7.12
2009-08-07,7.51
2009-08-10,7.45
2009-08-11,7.37
2009-08-12,7.7
2009-08-13,7.65
2009-08-14,7.47
2009-08-17,7.1
2009-08-18,7.01
2009-08-19,7.19
2009-08-20,7.23
2009-08-21,7.28
2009-08-24,7.17
2009-08-25,7.01
2009-08-26,7.01
2009-08-27,7.02
2009-08-28,7.13
2009-08-31,7.0
2009-09-01,6.9
2009-09-02,6.94
2009-09-03,7.01
2009-09-04,7.0
2009-09-08,7.08
2009-09-09,7.16
2009-09-10,7.04
2009-09-11,7.11
2009-09-14,7.2
2009-09-15,8.18
2009-09-16,8.65
2009-09-17,8.29
2009-09-18,8.13
2009-09-21,8.16
2009-09-22,8.64
2009-09-23,8.63
2009-09-24,8.36
2009-09-25,8.33
2009-09-28,8.29
2009-09-29,8.13
2009-09-30,7.95
2009-10-01,7.49
2009-10-02,7.25
2009-10-05,7.61
2009-10-06,7.73
2009-10-07,7.95
2009-10-08,7.98
2009-10-09,8.2
2009-10-12,8.18
2009-10-13,8.12
2009-10-14,8.18
2009-10-15,8.13
2009-10-16,8.06
2009-10-19,8.12
2009-10-20,8.02
2009-10-21,8.16
2009-10-22,8.41
2009-10-23,8.06
2009-10-26,7.79
2009-10-27,7.79
2009-10-28,7.61
2009-10-29,7.62
2009-10-30,7.43
2009-11-02,7.22
2009-11-03,7.45
2009-11-04,7.23
2009-11-05,7.44
2009-11-06,7.46
2009-11-09,7.66
2009-11-10,7.47
2009-11-11,7.76
2009-11-12,7.74
2009-11-13,7.8
2009-11-16,8.04
2009-11-17,8.37
2009-11-18,8.26
2009-11-19,8.06
2009-11-20,7.93
2009-11-23,8.19
2009-11-24,8.14
2009-11-25,8.12
2009-11-27,8.08
2009-11-30,8.23
2009-12-01,8.45
2009-12-02,8.83
2009-12-03,8.89
2009-12-04,9.09
2009-12-07,9.1
2009-12-08,9.21
2009-12-09,9.36
2009-12-10,9.37
2009-12-11,9.33
2009-12-14,9.35
2009-12-15,9.24
2009-12-16,9.32
2009-12-17,9.16
2009-12-18,9.12
2009-12-21,9.06
2009-12-22,8.87
2009-12-23,8.85
2009-12-24,8.94
2009-12-28,8.94
2009-12-29,8.85
2009-12-30,8.95
2009-12-31,8.87
2010-01-04,9.08
2010-01-05,9.21
2010-01-06,9.11
2010-01-07,9.16
2010-01-08,9.27
2010-01-11,8.55
2010-01-12,8.32
2010-01-13,8.24
2010-01-14,8.26
2010-01-15,8.17
2010-01-19,8.17
2010-01-20,8.21
2010-01-21,8.32
2010-01-22,7.92
2010-01-25,7.78
2010-01-26,7.8
2010-01-27,7.32
2010-01-28,7.06
2010-01-29,6.85
2010-02-01,7.03
2010-02-02,7.14
2010-02-03,7.0
2010-02-04,6.8
2010-02-05,6.91
2010-02-08,6.79
2010-02-09,6.82
2010-02-10,7.0
2010-02-11,7.31
2010-02-12,7.55
2010-02-16,7.69
2010-02-17,7.44
2010-02-18,7.61
2010-02-19,7.63
2010-02-22,7.61
2010-02-23,7.51
2010-02-24,7.77
2010-02-25,7.56
2010-02-26,7.58
2010-03-01,7.6
2010-03-02,8.07
2010-03-03,8.12
2010-03-04,8.05
2010-03-05,8.19
2010-03-08,8.15
2010-03-09,8.3
2010-03-10,8.4
2010-03-11,8.44
2010-03-12,8.25
2010-03-15,8.17
2010-03-16,8.24
2010-03-17,8.13
2010-03-18,8.13
2010-03-19,8.02
2010-03-22,8.05
2010-03-23,8.31
2010-03-24,8.08
2010-03-25,8.17
2010-03-26,8.34
2010-03-29,8.4
2010-03-30,8.43
2010-03-31,8.52
2010-04-01,8.46
2010-04-05,8.61
2010-04-06,8.84
2010-04-07,8.76
2010-04-08,8.67
2010-04-09,8.91
2010-04-12,9.22
2010-04-13,9.56
2010-04-14,10.05
2010-04-15,9.91
2010-04-16,9.79
2010-04-19,9.71
2010-04-20,10.0
2010-04-21,10.0
2010-04-22,10.0
2010-04-23,10.0
2010-04-26,9.97
2010-04-27,9.59
2010-04-28,9.72
2010-04-29,9.75
2010-04-30,9.14
2010-05-03,9.28
2010-05-04,8.98
2010-05-05,8.79
2010-05-06,8.21
2010-05-07,7.87
2010-05-10,8.18
2010-05-11,8.24
2010-05-12,8.43
2010-05-13,8.12
2010-05-14,7.74
2010-05-17,7.85
2010-05-18,7.7
2010-05-19,7.55
2010-05-20,7.15
2010-05-21,6.9
2010-05-24,6.66
2010-05-25,7.03
2010-05-26,7.0
2010-05-27,7.25
2010-05-28,7.04
2010-06-01,6.7
2010-06-02,6.72
2010-06-03,6.87
2010-06-04,6.44
2010-06-07,6.18
2010-06-08,5.94
2010-06-09,5.76
2010-06-10,5.99
2010-06-11,6.45
2010-06-14,6.79
2010-06-15,7.01
2010-06-16,7.0
2010-06-17,6.9
2010-06-18,7.31
2010-06-21,7.19
2010-06-22,7.0
2010-06-23,6.94
2010-06-24,6.73
2010-06-25,6.9
2010-06-28,6.87
2010-06-29,6.53
2010-06-30,6.43
2010-07-01,6.45
2010-07-02,6.33
2010-07-06,6.3
2010-07-07,6.49
2010-07-08,6.67
2010-07-09,6.6
2010-07-12,6.49
2010-07-13,6.67
2010-07-14,6.79
2010-07-15,6.84
2010-07-16,6.43
2010-07-19,6.49
2010-07-20,6.59
2010-07-21,6.36
2010-07-22,6.99
2010-07-23,9.14
2010-07-26,9.55
2010-07-27,9.37
2010-07-28,9.05
2010-07-29,8.93
2010-07-30,9.05
2010-08-02,9.05
2010-08-03,8.97
2010-08-04,9.42
2010-08-05,9.21
2010-08-06,8.99
2010-08-09,9.19
2010-08-10,8.95
2010-08-11,8.54
2010-08-12,8.28
2010-08-13,8.09
2010-08-16,8.46
2010-08-17,8.52
2010-08-18,8.37
2010-08-19,8.08
2010-08-20,8.1
2010-08-23,8.05
2010-08-24,8.28
2010-08-25,8.54
2010-08-26,8.29
2010-08-27,8.71
2010-08-30,8.42
2010-08-31,8.44
2010-09-01,8.8
2010-09-02,9.02
2010-09-03,9.49
2010-09-07,9.46
2010-09-08,9.81
2010-09-09,9.98
2010-09-10,9.97
2010-09-13,10.47
2010-09-14,11.09
2010-09-15,11.09
2010-09-16,11.06
2010-09-17,11.12
2010-09-20,11.98
2010-09-21,11.9
2010-09-22,11.9
2010-09-23,12.55
2010-09-24,12.83
2010-09-27,11.78
2010-09-28,11.79
2010-09-29,12.07
2010-09-30,11.67
2010-10-01,11.8
2010-10-04,11.29
2010-10-05,11.68
2010-10-06,11.34
2010-10-07,11.56
2010-10-08,11.84
2010-10-11,11.84
2010-10-12,12.03
2010-10-13,12.07
2010-10-14,11.89
2010-10-15,12.45
2010-10-18,12.33
2010-10-19,7.95
2010-10-20,8.13
2010-10-21,8.21
2010-10-22,8.14
2010-10-25,8.43
2010-10-26,8.29
2010-10-27,8.4
2010-10-28,8.25
2010-10-29,8.19
2010-11-01,8.14
2010-11-02,8.23
2010-11-03,8.57
2010-11-04,8.57
2010-11-05,8.54
2010-11-08,8.74
2010-11-09,8.56
2010-11-10,8.65
2010-11-11,8.61
2010-11-12,8.15
2010-11-15,8.31
2010-11-16,8.21
2010-11-17,8.34
2010-11-18,8.2
2010-11-19,8.42
2010-11-22,8.67
2010-11-23,8.4
2010-11-24,8.34
2010-11-26,8.42
2010-11-29,8.25
2010-11-30,8.18
2010-12-01,8.24
2010-12-02,8.56
2010-12-03,8.91
2010-12-06,9.31
2010-12-07,9.56
2010-12-08,10.06
2010-12-09,9.96
2010-12-10,10.3
2010-12-13,10.26
2010-12-14,10.06
2010-12-15,10.16
2010-12-16,11.0
2010-12-17,10.91
2010-12-20,10.8
2010-12-21,10.71
2010-12-22,10.42
2010-12-23,10.31
2010-12-27,10.5
2010-12-28,10.26
2010-12-29,10.3
2010-12-30,10.3
2010-12-31,10.33
2011-01-03,10.58
2011-01-04,10.35
2011-01-05,10.64
2011-01-06,11.06
2011-01-07,10.75
2011-01-10,10.72
2011-01-11,10.5
2011-01-12,10.4
2011-01-13,10.22
2011-01-14,10.62
2011-01-18,10.34
2011-01-19,9.79
2011-01-20,9.5
2011-01-21,9.23
2011-01-24,9.35
2011-01-25,9.04
2011-01-26,9.19
2011-01-27,8.98
2011-01-28,7.37
2011-01-31,7.34
2011-02-01,7.75
2011-02-02,7.6
2011-02-03,7.78
2011-02-04,8.45
2011-02-07,8.57
2011-02-08,8.58
2011-02-09,8.49
2011-02-10,8.58
2011-02-11,8.77
2011-02-14,8.33
2011-02-15,8.07
2011-02-16,8.18
2011-02-17,8.55
2011-02-18,8.28
2011-02-22,7.86
2011-02-23,7.69
2011-02-24,7.88
2011-02-25,8.13
2011-02-28,8.01
2011-03-01,7.72
2011-03-02,7.89
2011-03-03,8.2
2011-03-04,8.15
2011-03-07,7.97
2011-03-08,8.35
2011-03-09,8.15
2011-03-10,7.87
2011-03-11,7.83
2011-03-14,7.97
2011-03-15,7.81
2011-03-16,7.59
2011-03-17,7.55
2011-03-18,7.6
2011-03-21,7.67
2011-03-22,8.0
2011-03-23,8.12
2011-03-24,8.4
2011-03-25,8.36
2011-03-28,8.31
2011-03-29,8.28
2011-03-30,8.34
2011-03-31,8.39
2011-04-01,8.27
2011-04-04,8.04
2011-04-05,8.33
2011-04-06,8.57
2011-04-07,8.59
2011-04-08,8.7
2011-04-11,8.13
2011-04-12,7.82
2011-04-13,7.89
2011-04-14,8.01
2011-04-15,8.01
2011-04-18,8.0
2011-04-19,7.82
2011-04-20,8.05
2011-04-21,8.1
2011-04-25,8.28
2011-04-26,8.38
2011-04-27,8.19
2011-04-28,8.0
2011-04-29,7.82
2011-05-02,7.53
2011-05-03,7.45
2011-05-04,7.52
2011-05-05,7.6
2011-05-06,7.51
2011-05-09,7.6
2011-05-10,7.8
2011-05-11,7.55
2011-05-12,7.62
2011-05-13,7.57
2011-05-16,7.39
2011-05-17,7.11
2011-05-18,7.25
2011-05-19,7.25
2011-05-20,7.19
2011-05-23,6.99
2011-05-24,6.85
2011-05-25,6.93
2011-05-26,6.94
2011-05-27,7.01
2011-05-31,7.1
2011-06-01,6.8
2011-06-02,6.84
2011-06-03,6.62
2011-06-06,6.55
2011-06-07,6.51
2011-06-08,6.21
2011-06-09,6.31
2011-06-10,6.12
2011-06-13,6.13
2011-06-14,6.3
2011-06-15,6.07
2011-06-16,6.05
2011-06-17,6.02
2011-06-20,6.05
2011-06-21,6.46
2011-06-22,6.38
2011-06-23,6.58
2011-06-24,6.58
2011-06-27,6.84
2011-06-28,6.71
2011-06-29,6.8
2011-06-30,6.91
2011-07-01,7.01
2011-07-05,7.03
2011-07-06,7.24
2011-07-07,7.6
2011-07-08,7.28
2011-07-11,7.02
2011-07-12,6.74
2011-07-13,6.73
2011-07-14,6.5
2011-07-15,6.51
2011-07-18,6.2
2011-07-19,6.57
2011-07-20,7.09
2011-07-21,7.25
2011-07-22,7.23
2011-07-25,7.01
2011-07-26,7.05
2011-07-27,6.58
2011-07-28,6.53
2011-07-29,6.43
2011-08-01,7.09
2011-08-02,7.09
2011-08-03,7.2
2011-08-04,6.63
2011-08-05,6.72
2011-08-08,6.15
2011-08-09,6.51
2011-08-10,6.16
2011-08-11,6.79
2011-08-12,6.87
2011-08-15,7.14
2011-08-16,6.83
2011-08-17,6.79
2011-08-18,6.47
2011-08-19,6.6
2011-08-22,6.85
2011-08-23,7.08
2011-08-24,7.35
2011-08-25,7.06
2011-08-26,7.29
2011-08-29,7.7
2011-08-30,7.69
2011-08-31,7.52
2011-09-01,7.21
2011-09-02,6.99
2011-09-06,7.02
2011-09-07,7.62
2011-09-08,7.55
2011-09-09,7.22
2011-09-12,7.69
2011-09-13,8.05
2011-09-14,8.29
2011-09-15,8.6
2011-09-16,8.28
2011-09-19,8.04
2011-09-20,8.2
2011-09-21,7.83
2011-09-22,7.62
2011-09-23,7.87
2011-09-26,7.95
2011-09-27,8.41
2011-09-28,7.94
2011-09-29,8.0
2011-09-30,7.72
2011-10-03,7.18
2011-10-04,7.53
2011-10-05,7.79
2011-10-06,8.1
2011-10-07,7.89
2011-10-10,8.27
2011-10-11,8.39
2011-10-12,8.31
2011-10-13,8.18
2011-10-14,8.19
2011-10-17,7.79
2011-10-18,7.99
2011-10-19,7.12
2011-10-20,7.05
2011-10-21,7.05
2011-10-24,7.36
2011-10-25,7.01
2011-10-26,7.08
2011-10-27,7.5
2011-10-28,7.71
2011-10-31,7.31
2011-11-01,7.04
2011-11-02,7.2
2011-11-03,7.42
2011-11-04,7.33
2011-11-07,7.29
2011-11-08,7.32
2011-11-09,6.97
2011-11-10,6.93
2011-11-11,7.24
2011-11-14,7.05
2011-11-15,7.08
2011-11-16,7.03
2011-11-17,7.04
2011-11-18,6.96
2011-11-21,6.57
2011-11-22,6.42
2011-11-23,6.24
2011-11-25,6.12
2011-11-28,6.57
2011-11-29,6.46
2011-11-30,6.9
2011-12-01,6.74
2011-12-02,6.97
2011-12-05,7.15
2011-12-06,7.01
2011-12-07,6.84
2011-12-08,6.61
2011-12-09,6.85
2011-12-12,6.63
2011-12-13,6.54
2011-12-14,6.28
2011-12-15,6.38
2011-12-16,6.44
2011-12-19,6.22
2011-12-20,6.4
2011-12-21,6.2
2011-12-22,6.37
2011-12-23,6.34
2011-12-27,6.36
2011-12-28,6.15
2011-12-29,6.14
2011-12-30,6.28
2012-01-03,6.53
2012-01-04,6.44
2012-01-05,6.41
2012-01-06,6.55
2012-01-09,6.9
2012-01-10,7.02
2012-01-11,7.07
2012-01-12,7.16
2012-01-13,7.18
2012-01-17,7.33
2012-01-18,7.62
2012-01-19,7.58
2012-01-20,7.55
2012-01-23,7.39
2012-01-24,7.39
2012-01-25,7.4
2012-01-26,7.39
2012-01-27,7.41
2012-01-30,7.27
2012-01-31,7.14
2012-02-01,6.95
2012-02-02,7.31
2012-02-03,8.38
2012-02-06,8.0
2012-02-07,8.09
2012-02-08,8.06
2012-02-09,7.96
2012-02-10,7.85
2012-02-13,7.96
2012-02-14,7.87
2012-02-15,8.49
2012-02-16,8.52
2012-02-17,8.37
2012-02-21,8.39
2012-02-22,8.06
2012-02-23,8.17
2012-02-24,8.18
2012-02-27,8.27
2012-02-28,8.03
2012-02-29,7.96
2012-03-01,7.87
2012-03-02,7.75
2012-03-05,7.68
2012-03-06,7.48
2012-03-07,7.66
2012-03-08,7.91
2012-03-09,7.91
2012-03-12,7.52
2012-03-13,7.82
2012-03-14,7.74
2012-03-15,7.86
2012-03-16,7.69
2012-03-19,7.84
2012-03-20,7.71
2012-03-21,7.83
2012-03-22,7.74
2012-03-23,7.63
2012-03-26,8.04
2012-03-27,8.16
2012-03-28,8.2
2012-03-29,8.12
2012-03-30,8.12
2012-04-02,7.79
2012-04-03,7.51
2012-04-04,7.29
2012-04-05,7.53
2012-04-09,7.17
2012-04-10,7.18
2012-04-11,7.49
2012-04-12,7.78
2012-04-13,7.49
2012-04-16,7.55
2012-04-17,7.68
2012-04-18,7.68
2012-04-19,7.63
2012-04-20,7.89
2012-04-23,7.49
2012-04-24,7.53
2012-04-25,8.06
2012-04-26,7.56
2012-04-27,7.4
2012-04-30,7.16
2012-05-01,7.07
2012-05-02,6.96
2012-05-03,6.92
2012-05-04,6.71
2012-05-07,6.63
2012-05-08,6.8
2012-05-09,6.63
2012-05-10,6.48
2012-05-11,6.41
2012-05-14,6.21
2012-05-15,6.13
2012-05-16,6.03
2012-05-17,6.4
2012-05-18,6.17
2012-05-21,6.39
2012-05-22,6.3
2012-05-23,6.46
2012-05-24,6.34
2012-05-25,6.42
2012-05-29,6.62
2012-05-30,6.38
