Date,COST
1996-02-01,8.0625
1996-02-02,8.0
1996-02-05,8.125
1996-02-06,8.0625
1996-02-07,8.0625
1996-02-08,8.25
1996-02-09,8.1875
1996-02-12,8.53125
1996-02-13,8.625
1996-02-14,8.75
1996-02-15,8.9375
1996-02-16,8.875
1996-02-20,9.0
1996-02-21,8.9375
1996-02-22,9.0
1996-02-23,8.90625
1996-02-26,8.6875
1996-02-27,8.5
1996-02-28,8.5625
1996-02-29,8.625
1996-03-01,8.8125
1996-03-04,9.0
1996-03-05,9.0
1996-03-06,9.125
1996-03-07,9.0
1996-03-08,8.75
1996-03-11,8.6875
1996-03-12,8.875
1996-03-13,9.25
1996-03-14,9.4375
1996-03-15,9.4375
1996-03-18,9.75
1996-03-19,9.6875
1996-03-20,9.375
1996-03-21,9.4375
1996-03-22,9.375
1996-03-25,9.1875
1996-03-26,9.1875
1996-03-27,9.375
1996-03-28,9.3125
1996-03-29,9.375
1996-04-01,9.28125
1996-04-02,9.0625
1996-04-03,9.125
1996-04-04,9.125
1996-04-08,8.875
1996-04-09,8.8125
1996-04-10,8.75
1996-04-11,9.0625
1996-04-12,9.3125
1996-04-15,9.4375
1996-04-16,9.3125
1996-04-17,9.3125
1996-04-18,9.375
1996-04-19,9.375
1996-04-22,9.4375
1996-04-23,9.5625
1996-04-24,9.4375
1996-04-25,9.5
1996-04-26,9.4375
1996-04-29,9.375
1996-04-30,9.5
1996-05-01,9.6875
1996-05-02,9.25
1996-05-03,9.5
1996-05-06,9.46875
1996-05-07,9.125
1996-05-08,9.25
1996-05-09,9.625
1996-05-10,9.9375
1996-05-13,10.375
1996-05-14,10.40625
1996-05-15,10.0625
1996-05-16,10.1875
1996-05-17,10.125
1996-05-20,10.125
1996-05-21,10.1875
1996-05-22,10.4375
1996-05-23,9.9375
1996-05-24,9.875
1996-05-28,9.875
1996-05-29,9.875
1996-05-30,9.9375
1996-05-31,10.0
1996-06-03,10.1875
1996-06-04,10.125
1996-06-05,10.46875
1996-06-06,10.375
1996-06-07,10.3125
1996-06-10,10.125
1996-06-11,10.25
1996-06-12,10.25
1996-06-13,10.125
1996-06-14,10.125
1996-06-17,9.875
1996-06-18,9.9375
1996-06-19,10.1875
1996-06-20,10.375
1996-06-21,10.375
1996-06-24,10.34375
1996-06-25,10.375
1996-06-26,10.15625
1996-06-27,10.5625
1996-06-28,10.8125
1996-07-01,10.5
1996-07-02,10.5625
1996-07-03,10.625
1996-07-05,10.25
1996-07-08,10.125
1996-07-09,10.125
1996-07-10,10.0
1996-07-11,10.0625
1996-07-12,10.375
1996-07-15,10.1875
1996-07-16,9.9375
1996-07-17,10.5
1996-07-18,10.4375
1996-07-19,10.3125
1996-07-22,10.5
1996-07-23,10.3125
1996-07-24,10.1875
1996-07-25,10.0625
1996-07-26,10.0625
1996-07-29,9.875
1996-07-30,10.125
1996-07-31,10.25
1996-08-01,10.4375
1996-08-02,10.5625
1996-08-05,10.6875
1996-08-06,10.5625
1996-08-07,10.5625
1996-08-08,10.4375
1996-08-09,10.5
1996-08-12,10.5625
1996-08-13,10.5625
1996-08-14,10.3125
1996-08-15,10.1875
1996-08-16,10.3125
1996-08-19,10.375
1996-08-20,10.3125
1996-08-21,10.25
1996-08-22,10.3125
1996-08-23,10.25
1996-08-26,10.3125
1996-08-27,10.4375
1996-08-28,10.4375
1996-08-29,10.125
1996-08-30,9.9375
1996-09-03,10.3125
1996-09-04,10.5625
1996-09-05,10.5625
1996-09-06,10.6875
1996-09-09,11.0625
1996-09-10,10.75
1996-09-11,10.625
1996-09-12,10.5
1996-09-13,10.6875
1996-09-16,10.3125
1996-09-17,10.125
1996-09-18,9.9375
1996-09-19,10.0625
1996-09-20,10.0
1996-09-23,9.9375
1996-09-24,10.0625
1996-09-25,9.9375
1996-09-26,9.9375
1996-09-27,10.1875
1996-09-30,10.25
1996-10-01,10.3125
1996-10-02,10.1875
1996-10-03,10.0625
1996-10-04,10.0625
1996-10-07,10.25
1996-10-08,10.40625
1996-10-09,10.375
1996-10-10,10.5625
1996-10-11,10.9375
1996-10-14,11.0
1996-10-15,10.8125
1996-10-16,10.6875
1996-10-17,10.5
1996-10-18,10.25
1996-10-21,10.25
1996-10-22,10.0625
1996-10-23,10.0625
1996-10-24,10.1875
1996-10-25,10.125
1996-10-28,10.15625
1996-10-29,10.0625
1996-10-30,9.5625
1996-10-31,9.9375
1996-11-01,9.9375
1996-11-04,10.0625
1996-11-05,10.3125
1996-11-06,10.6875
1996-11-07,10.8125
1996-11-08,11.125
1996-11-11,10.9375
1996-11-12,11.0
1996-11-13,10.75
1996-11-14,10.6875
1996-11-15,10.375
1996-11-18,10.3125
1996-11-19,10.5625
1996-11-20,11.0
1996-11-21,10.9375
1996-11-22,11.125
1996-11-25,11.4375
1996-11-26,11.6875
1996-11-27,11.625
1996-11-29,11.625
1996-12-02,11.8125
1996-12-03,11.75
1996-12-04,11.625
1996-12-05,11.5
1996-12-06,11.5625
1996-12-09,11.75
1996-12-10,11.75
1996-12-11,11.75
1996-12-12,11.6875
1996-12-13,11.75
1996-12-16,11.5625
1996-12-17,12.0625
1996-12-18,12.125
1996-12-19,12.4375
1996-12-20,12.3125
1996-12-23,12.3125
1996-12-24,12.6875
1996-12-26,12.8125
1996-12-27,12.6875
1996-12-30,12.625
1996-12-31,12.5625
1997-01-02,12.1875
1997-01-03,12.0625
1997-01-06,12.34375
1997-01-07,12.625
1997-01-08,12.75
1997-01-09,13.3125
1997-01-10,13.1875
1997-01-13,12.875
1997-01-14,13.25
1997-01-15,13.375
1997-01-16,13.46875
1997-01-17,13.34375
1997-01-20,13.4375
1997-01-21,13.8125
1997-01-22,13.8125
1997-01-23,12.6875
1997-01-24,13.1875
1997-01-27,13.4375
1997-01-28,13.0625
1997-01-29,12.5
1997-01-30,12.6875
1997-01-31,13.3125
1997-02-03,12.84375
1997-02-04,12.875
1997-02-05,13.25
1997-02-06,13.0625
1997-02-07,13.125
1997-02-10,12.8125
1997-02-11,13.25
1997-02-12,13.1875
1997-02-13,13.625
1997-02-14,13.4375
1997-02-18,13.5
1997-02-19,13.3125
1997-02-20,12.90625
1997-02-21,12.75
1997-02-24,12.5
1997-02-25,12.5625
1997-02-26,12.875
1997-02-27,13.0
1997-02-28,12.8125
1997-03-03,13.0
1997-03-04,13.0625
1997-03-05,13.375
1997-03-06,13.21875
1997-03-07,13.40625
1997-03-10,13.78125
1997-03-11,14.75
1997-03-12,14.6875
1997-03-13,14.4375
1997-03-14,14.6875
1997-03-17,15.0
1997-03-18,14.8125
1997-03-19,14.6875
1997-03-20,14.9375
1997-03-21,14.9375
1997-03-24,14.5625
1997-03-25,14.5625
1997-03-26,14.5625
1997-03-27,13.9375
1997-03-31,13.8125
1997-04-01,14.0625
1997-04-02,13.4375
1997-04-03,14.375
1997-04-04,14.625
1997-04-07,14.5625
1997-04-08,14.75
1997-04-09,14.75
1997-04-10,14.625
1997-04-11,14.0
1997-04-14,13.625
1997-04-15,13.6875
1997-04-16,14.3125
1997-04-17,14.0625
1997-04-18,14.0
1997-04-21,14.25
1997-04-22,14.6875
1997-04-23,14.625
1997-04-24,14.6875
1997-04-25,14.8125
1997-04-28,14.625
1997-04-29,14.375
1997-04-30,14.4375
1997-05-01,13.9375
1997-05-02,14.125
1997-05-05,15.0
1997-05-06,14.5625
1997-05-07,14.75
1997-05-08,15.9375
1997-05-09,16.0
1997-05-12,15.9375
1997-05-13,15.4375
1997-05-14,15.40625
1997-05-15,15.875
1997-05-16,16.0625
1997-05-19,16.6875
1997-05-20,17.1875
1997-05-21,16.5
1997-05-22,16.15625
1997-05-23,15.9375
1997-05-27,15.9375
1997-05-28,15.75
1997-05-29,16.5625
1997-05-30,16.875
1997-06-02,16.46875
1997-06-03,16.5
1997-06-04,16.875
1997-06-05,16.53125
1997-06-06,16.625
1997-06-09,16.71875
1997-06-10,16.875
1997-06-11,17.03125
1997-06-12,17.265625
1997-06-13,17.375
1997-06-16,17.40625
1997-06-17,17.21875
1997-06-18,17.09375
1997-06-19,17.59375
1997-06-20,16.8125
1997-06-23,16.5
1997-06-24,16.375
1997-06-25,16.1875
1997-06-26,16.8125
1997-06-27,17.0
1997-06-30,16.4375
1997-07-01,16.25
1997-07-02,15.71875
1997-07-03,15.9375
1997-07-07,16.03125
1997-07-08,16.34375
1997-07-09,15.9375
1997-07-10,16.03125
1997-07-11,16.75
1997-07-14,16.40625
1997-07-15,16.53125
1997-07-16,16.9375
1997-07-17,16.75
1997-07-18,16.53125
1997-07-21,16.15625
1997-07-22,16.1875
1997-07-23,16.0
1997-07-24,16.0
1997-07-25,16.90625
1997-07-28,17.03125
1997-07-29,18.09375
1997-07-30,18.5
1997-07-31,18.9375
1997-08-01,18.6875
1997-08-04,18.4375
1997-08-05,18.53125
1997-08-06,18.53125
1997-08-07,19.21875
1997-08-08,18.8125
1997-08-11,18.3125
1997-08-12,18.25
1997-08-13,17.59375
1997-08-14,17.59375
1997-08-15,17.1875
1997-08-18,17.28125
1997-08-19,17.75
1997-08-20,18.25
1997-08-21,18.09375
1997-08-22,17.59375
1997-08-25,18.0
1997-08-26,17.875
1997-08-27,18.125
1997-08-28,18.0
1997-08-29,18.03125
1997-09-02,19.0
1997-09-03,18.0625
1997-09-04,18.5
1997-09-05,18.1875
1997-09-08,18.4375
1997-09-09,18.25
1997-09-10,18.28125
1997-09-11,18.4375
1997-09-12,18.65625
1997-09-15,18.96875
1997-09-16,19.5625
1997-09-17,19.40625
1997-09-18,19.375
1997-09-19,19.5625
1997-09-22,19.507813
1997-09-23,19.125
1997-09-24,19.0625
1997-09-25,18.9375
1997-09-26,19.0
1997-09-29,18.875
1997-09-30,18.8125
1997-10-01,19.640625
1997-10-02,19.21875
1997-10-03,19.28125
1997-10-06,19.203125
1997-10-07,19.03125
1997-10-08,19.3125
1997-10-09,19.5
1997-10-10,19.53125
1997-10-13,19.8125
1997-10-14,19.78125
1997-10-15,19.5
1997-10-16,19.0625
1997-10-17,19.0
1997-10-20,19.1875
1997-10-21,19.21875
1997-10-22,19.0
1997-10-23,19.0
1997-10-24,18.5625
1997-10-27,17.5625
1997-10-28,18.21875
1997-10-29,18.5625
1997-10-30,18.5
1997-10-31,19.25
1997-11-03,19.875
1997-11-04,19.59375
1997-11-05,19.4375
1997-11-06,20.53125
1997-11-07,19.9375
1997-11-10,20.3125
1997-11-11,21.03125
1997-11-12,20.578125
1997-11-13,20.5625
1997-11-14,20.6875
1997-11-17,20.75
1997-11-18,20.34375
1997-11-19,20.90625
1997-11-20,20.875
1997-11-21,21.90625
1997-11-24,21.875
1997-11-25,21.5
1997-11-26,22.3125
1997-11-28,22.15625
1997-12-01,22.46875
1997-12-02,21.6875
1997-12-03,21.6875
1997-12-04,21.375
1997-12-05,21.34375
1997-12-08,21.4375
1997-12-09,21.28125
1997-12-10,21.359375
1997-12-11,21.0
1997-12-12,20.28125
1997-12-15,21.125
1997-12-16,21.4375
1997-12-17,20.984375
1997-12-18,20.5625
1997-12-19,21.25
1997-12-22,20.59375
1997-12-23,21.140625
1997-12-24,20.625
1997-12-26,20.875
1997-12-29,21.28125
1997-12-30,21.6875
1997-12-31,22.3125
1998-01-02,22.0
1998-01-05,22.4375
1998-01-06,21.9375
1998-01-07,21.71875
1998-01-08,22.40625
1998-01-09,21.75
1998-01-12,21.875
1998-01-13,21.78125
1998-01-14,21.65625
1998-01-15,21.5
1998-01-16,22.25
1998-01-20,22.75
1998-01-21,22.25
1998-01-22,22.3125
1998-01-23,21.6875
1998-01-26,21.0625
1998-01-27,21.78125
1998-01-28,21.625
1998-01-29,21.71875
1998-01-30,21.6875
1998-02-02,22.0625
1998-02-03,22.34375
1998-02-04,22.9375
1998-02-05,22.75
1998-02-06,23.3125
1998-02-09,22.34375
1998-02-10,22.5
1998-02-11,22.375
1998-02-12,22.6875
1998-02-13,22.75
1998-02-17,22.875
1998-02-18,23.40625
1998-02-19,22.875
1998-02-20,23.25
1998-02-23,24.4375
1998-02-24,24.6875
1998-02-25,24.875
1998-02-26,25.25
1998-02-27,24.4375
1998-03-02,24.875
1998-03-03,24.75
1998-03-04,25.4375
1998-03-05,25.4375
1998-03-06,26.3125
1998-03-09,27.1875
1998-03-10,27.65625
1998-03-11,27.4375
1998-03-12,26.9375
1998-03-13,27.40625
1998-03-16,27.9375
1998-03-17,27.96875
1998-03-18,27.6875
1998-03-19,28.28125
1998-03-20,29.09375
1998-03-23,27.78125
1998-03-24,28.0625
1998-03-25,27.3125
1998-03-26,26.875
1998-03-27,26.625
1998-03-30,26.0625
1998-03-31,26.6875
1998-04-01,27.125
1998-04-02,26.8125
1998-04-03,26.5
1998-04-06,25.6875
1998-04-07,26.53125
1998-04-08,27.34375
1998-04-09,28.34375
1998-04-13,27.84375
1998-04-14,27.6875
1998-04-15,28.0625
1998-04-16,27.71875
1998-04-17,27.875
1998-04-20,28.46875
1998-04-21,28.53125
1998-04-22,28.40625
1998-04-23,28.59375
1998-04-24,28.03125
1998-04-27,27.25
1998-04-28,27.3125
1998-04-29,26.875
1998-04-30,27.9375
1998-05-01,27.8125
1998-05-04,27.84375
1998-05-05,27.421875
1998-05-06,27.59375
1998-05-07,27.5625
1998-05-08,28.375
1998-05-11,28.28125
1998-05-12,28.21875
1998-05-13,28.0
1998-05-14,27.59375
1998-05-15,27.6875
1998-05-18,27.6875
1998-05-19,27.0625
1998-05-20,27.1875
1998-05-21,26.6875
1998-05-22,26.8125
1998-05-26,27.21875
1998-05-27,27.5
1998-05-28,28.375
1998-05-29,28.9375
1998-06-01,28.3125
1998-06-02,28.75
1998-06-03,28.90625
1998-06-04,29.28125
1998-06-05,29.21875
1998-06-08,30.15625
1998-06-09,29.9375
1998-06-10,29.9375
1998-06-11,29.9375
1998-06-12,30.0
1998-06-15,29.59375
1998-06-16,29.25
1998-06-17,29.875
1998-06-18,31.03125
1998-06-19,30.9375
1998-06-22,31.09375
1998-06-23,31.375
1998-06-24,30.9375
1998-06-25,31.21875
1998-06-26,31.53125
1998-06-29,31.609375
1998-06-30,31.53125
1998-07-01,30.78125
1998-07-02,30.75
1998-07-06,31.53125
1998-07-07,31.65625
1998-07-08,31.96875
1998-07-09,31.625
1998-07-10,31.71875
1998-07-13,31.6875
1998-07-14,32.40625
1998-07-15,31.90625
1998-07-16,31.84375
1998-07-17,32.09375
1998-07-20,32.4375
1998-07-21,32.25
1998-07-22,32.5
1998-07-23,31.875
1998-07-24,31.0625
1998-07-27,30.5625
1998-07-28,29.53125
1998-07-29,28.8125
1998-07-30,29.734375
1998-07-31,28.375
1998-08-03,27.84375
1998-08-04,26.6875
1998-08-05,27.3125
1998-08-06,27.265625
1998-08-07,28.6875
1998-08-10,29.3125
1998-08-11,28.875
1998-08-12,28.625
1998-08-13,28.34375
1998-08-14,27.625
1998-08-17,27.625
1998-08-18,29.6875
1998-08-19,29.375
1998-08-20,29.21875
1998-08-21,28.625
1998-08-24,28.75
1998-08-25,28.03125
1998-08-26,28.75
1998-08-27,27.65625
1998-08-28,26.53125
1998-08-31,23.53125
1998-09-01,24.875
1998-09-02,22.53125
1998-09-03,24.96875
1998-09-04,24.875
1998-09-08,27.6875
1998-09-09,27.09375
1998-09-10,25.8125
1998-09-11,25.90625
1998-09-14,26.15625
1998-09-15,26.25
1998-09-16,27.5625
1998-09-17,26.625
1998-09-18,26.5625
1998-09-21,26.6875
1998-09-22,25.9375
1998-09-23,26.875
1998-09-24,25.15625
1998-09-25,24.8125
1998-09-28,24.96875
1998-09-29,24.25
1998-09-30,23.6875
1998-10-01,22.25
1998-10-02,22.1875
1998-10-05,22.15625
1998-10-06,23.0
1998-10-07,23.03125
1998-10-08,22.4375
1998-10-09,23.5
1998-10-12,24.0625
1998-10-13,23.3125
1998-10-14,23.46875
1998-10-15,25.15625
1998-10-16,25.96875
1998-10-19,27.40625
1998-10-20,28.15625
1998-10-21,28.1875
1998-10-22,29.0
1998-10-23,28.5625
1998-10-26,27.78125
1998-10-27,27.28125
1998-10-28,27.84375
1998-10-29,28.09375
1998-10-30,28.375
1998-11-02,29.375
1998-11-03,28.46875
1998-11-04,29.875
1998-11-05,31.375
1998-11-06,31.0
1998-11-09,30.0
1998-11-10,29.0
1998-11-11,28.71875
1998-11-12,28.46875
1998-11-13,29.25
1998-11-16,30.15625
1998-11-17,30.09375
1998-11-18,30.34375
1998-11-19,30.9375
1998-11-20,30.84375
1998-11-23,31.125
1998-11-24,30.25
1998-11-25,30.875
1998-11-27,31.875
1998-11-30,31.375
1998-12-01,31.3125
1998-12-02,30.34375
1998-12-03,28.6875
1998-12-04,30.25
1998-12-07,31.125
1998-12-08,32.625
1998-12-09,33.40625
1998-12-10,33.125
1998-12-11,33.46875
1998-12-14,32.71875
1998-12-15,32.96875
1998-12-16,33.875
1998-12-17,33.625
1998-12-18,32.65625
1998-12-21,32.5
1998-12-22,33.71875
1998-12-23,34.3125
1998-12-24,34.375
1998-12-28,35.125
1998-12-29,37.4375
1998-12-30,35.625
1998-12-31,36.09375
1999-01-04,35.75
1999-01-05,36.4375
1999-01-06,37.8125
1999-01-07,37.5625
1999-01-08,36.84375
1999-01-11,36.25
1999-01-12,36.15625
1999-01-13,36.5
1999-01-14,36.21875
1999-01-15,37.15625
1999-01-19,37.4375
1999-01-20,37.125
1999-01-21,36.0625
1999-01-22,35.8125
1999-01-25,35.625
1999-01-26,36.84375
1999-01-27,38.53125
1999-01-28,40.75
1999-01-29,41.4375
1999-02-01,39.734375
1999-02-02,38.78125
1999-02-03,39.40625
1999-02-04,38.625
1999-02-05,38.46875
1999-02-08,38.5625
1999-02-09,36.90625
1999-02-10,38.40625
1999-02-11,40.5625
1999-02-12,39.125
1999-02-16,40.96875
1999-02-17,40.78125
1999-02-18,41.90625
1999-02-19,40.8125
1999-02-22,41.0
1999-02-23,42.125
1999-02-24,41.625
1999-02-25,40.5625
1999-02-26,40.15625
1999-03-01,42.1875
1999-03-02,41.15625
1999-03-03,41.8125
1999-03-04,43.375
1999-03-05,45.28125
1999-03-08,45.125
1999-03-09,45.25
1999-03-10,45.3125
1999-03-11,45.25
1999-03-12,44.28125
1999-03-15,45.5625
1999-03-16,44.8125
1999-03-17,45.28125
1999-03-18,45.59375
1999-03-19,43.96875
1999-03-22,44.5
1999-03-23,44.21875
1999-03-24,44.0
1999-03-25,45.28125
1999-03-26,45.5
1999-03-29,45.90625
1999-03-30,45.0
1999-03-31,45.78125
1999-04-01,44.96875
1999-04-05,45.125
1999-04-06,46.25
1999-04-07,45.4375
1999-04-08,44.65625
1999-04-09,44.9375
1999-04-12,44.90625
1999-04-13,44.40625
1999-04-14,43.0
1999-04-15,41.625
1999-04-16,40.84375
1999-04-19,39.0
1999-04-20,41.125
1999-04-21,42.0625
1999-04-22,43.46875
1999-04-23,43.5625
1999-04-26,44.5
1999-04-27,43.875
1999-04-28,42.78125
1999-04-29,40.5625
1999-04-30,40.46875
1999-05-03,42.125
1999-05-04,41.25
1999-05-05,40.9375
1999-05-06,39.59375
1999-05-07,39.46875
1999-05-10,40.5
1999-05-11,41.1875
1999-05-12,40.65625
1999-05-13,41.65625
1999-05-14,40.5625
1999-05-17,39.5
1999-05-18,38.78125
1999-05-19,38.375
1999-05-20,38.25
1999-05-21,37.5
1999-05-24,38.875
1999-05-25,37.03125
1999-05-26,36.75
1999-05-27,35.5625
1999-05-28,36.25
1999-06-01,36.34375
1999-06-02,37.21875
1999-06-03,36.6875
1999-06-04,38.4375
1999-06-07,38.1875
1999-06-08,37.6875
1999-06-09,37.4375
1999-06-10,36.96875
1999-06-11,36.25
1999-06-14,35.875
1999-06-15,35.71875
1999-06-16,38.234375
1999-06-17,37.9375
1999-06-18,37.15625
1999-06-21,38.53125
1999-06-22,37.875
1999-06-23,37.0625
1999-06-24,36.375
1999-06-25,36.65625
1999-06-28,38.28125
1999-06-29,39.5625
1999-06-30,40.03125
1999-07-01,40.8125
1999-07-02,40.90625
1999-07-06,40.6875
1999-07-07,41.21875
1999-07-08,43.28125
1999-07-09,42.96875
1999-07-12,42.28125
1999-07-13,41.9375
1999-07-14,42.03125
1999-07-15,42.0
1999-07-16,42.8125
1999-07-19,42.9375
1999-07-20,41.09375
1999-07-21,40.0
1999-07-22,38.96875
1999-07-23,38.53125
1999-07-26,38.5
1999-07-27,38.53125
1999-07-28,38.4375
1999-07-29,37.21875
1999-07-30,37.375
1999-08-02,36.84375
1999-08-03,36.8125
1999-08-04,36.546875
1999-08-05,36.875
1999-08-06,35.875
1999-08-09,35.84375
1999-08-10,36.0625
1999-08-11,37.625
1999-08-12,37.5
1999-08-13,37.40625
1999-08-16,37.84375
1999-08-17,39.5
1999-08-18,39.34375
1999-08-19,38.40625
1999-08-20,39.25
1999-08-23,40.03125
1999-08-24,40.71875
1999-08-25,39.25
1999-08-26,39.25
1999-08-27,38.53125
1999-08-30,38.03125
1999-08-31,37.375
1999-09-01,36.90625
1999-09-02,36.0625
1999-09-03,37.03125
1999-09-07,36.3125
1999-09-08,35.96875
1999-09-09,35.78125
1999-09-10,34.9375
1999-09-13,34.40625
1999-09-14,33.78125
1999-09-15,33.53125
1999-09-16,33.34375
1999-09-17,33.75
1999-09-20,33.0625
1999-09-21,33.375
1999-09-22,34.21875
1999-09-23,35.15625
1999-09-24,36.15625
1999-09-27,36.21875
1999-09-28,36.21875
1999-09-29,35.1875
1999-09-30,36.0
1999-10-01,36.5
1999-10-04,38.625
1999-10-05,39.65625
1999-10-06,39.375
1999-10-07,39.0625
1999-10-08,41.296875
1999-10-11,41.96875
1999-10-12,40.375
1999-10-13,38.59375
1999-10-14,39.46875
1999-10-15,37.25
1999-10-18,36.96875
1999-10-19,37.15625
1999-10-20,37.9375
1999-10-21,36.75
1999-10-22,37.28125
1999-10-25,37.0
1999-10-26,36.0
1999-10-27,36.0
1999-10-28,39.15625
1999-10-29,40.15625
1999-11-01,39.28125
1999-11-02,40.28125
1999-11-03,40.65625
1999-11-04,40.6875
1999-11-05,42.75
1999-11-08,43.25
1999-11-09,42.625
1999-11-10,42.59375
1999-11-11,44.75
1999-11-12,44.4375
1999-11-15,43.625
1999-11-16,43.53125
1999-11-17,43.03125
1999-11-18,43.0
1999-11-19,42.6875
1999-11-22,41.40625
1999-11-23,42.84375
1999-11-24,43.5625
1999-11-26,44.25
1999-11-29,46.15625
1999-11-30,45.84375
1999-12-01,47.71875
1999-12-02,47.8125
1999-12-03,49.34375
1999-12-06,49.0
1999-12-07,47.75
1999-12-08,46.09375
1999-12-09,45.96875
1999-12-10,45.875
1999-12-13,46.96875
1999-12-14,45.71875
1999-12-15,45.65625
1999-12-16,45.0
1999-12-17,45.28125
1999-12-20,44.15625
1999-12-21,43.5625
1999-12-22,43.75
1999-12-23,44.5625
1999-12-27,44.75
1999-12-28,45.625
1999-12-29,45.4375
1999-12-30,45.65625
1999-12-31,45.625
2000-01-03,44.5
2000-01-04,42.0625
2000-01-05,42.78125
2000-01-06,43.640625
2000-01-07,46.53125
2000-01-10,47.5
2000-01-11,45.8125
2000-01-12,45.75
2000-01-13,47.46875
2000-01-14,49.0625
2000-01-18,51.25
2000-01-19,51.875
2000-01-20,50.0
2000-01-21,48.5
2000-01-24,47.0
2000-01-25,49.6875
2000-01-26,50.4375
2000-01-27,48.9375
2000-01-28,46.0
2000-01-31,48.9375
2000-02-01,51.875
2000-02-02,53.9375
2000-02-03,54.1875
2000-02-04,53.0
2000-02-07,51.25
2000-02-08,53.0625
2000-02-09,52.875
2000-02-10,52.125
2000-02-11,51.6875
2000-02-14,50.75
2000-02-15,49.375
2000-02-16,47.75
2000-02-17,44.0
2000-02-18,44.9375
2000-02-22,44.0
2000-02-23,44.5625
2000-02-24,44.375
2000-02-25,47.5625
2000-02-28,48.9375
2000-02-29,49.625
2000-03-01,46.5
2000-03-02,49.625
2000-03-03,49.9375
2000-03-06,50.125
2000-03-07,45.375
2000-03-08,45.625
2000-03-09,44.5625
2000-03-10,44.125
2000-03-13,43.0
2000-03-14,43.3125
2000-03-15,49.8125
2000-03-16,55.953125
2000-03-17,53.9375
2000-03-20,52.3125
2000-03-21,52.1875
2000-03-22,52.875
2000-03-23,53.625
2000-03-24,53.875
2000-03-27,53.4375
2000-03-28,51.125
2000-03-29,50.5
2000-03-30,50.25
2000-03-31,52.5625
2000-04-03,52.5
2000-04-04,54.0625
2000-04-05,53.5
2000-04-06,51.875
2000-04-07,52.8125
2000-04-10,54.25
2000-04-11,57.4375
2000-04-12,55.0625
2000-04-13,54.625
2000-04-14,50.875
2000-04-17,49.125
2000-04-18,50.9375
2000-04-19,52.25
2000-04-20,54.8125
2000-04-24,56.0
2000-04-25,57.0
2000-04-26,54.9375
2000-04-27,56.0625
2000-04-28,54.0625
2000-05-01,58.4375
2000-05-02,54.75
2000-05-03,52.1875
2000-05-04,48.9375
2000-05-05,48.8125
2000-05-08,47.4375
2000-05-09,49.1875
2000-05-10,48.9375
2000-05-11,49.8125
2000-05-12,47.8125
2000-05-15,48.9375
2000-05-16,51.3125
2000-05-17,47.734375
2000-05-18,46.75
2000-05-19,45.0
2000-05-22,43.125
2000-05-23,40.625
2000-05-24,31.875
2000-05-25,30.0
2000-05-26,30.875
2000-05-30,32.5
2000-05-31,31.9375
2000-06-01,32.375
2000-06-02,34.25
2000-06-05,33.25
2000-06-06,31.75
2000-06-07,32.75
2000-06-08,32.0625
2000-06-09,32.3125
2000-06-12,31.4375
2000-06-13,32.125
2000-06-14,32.5625
2000-06-15,33.1875
2000-06-16,32.5
2000-06-19,32.0
2000-06-20,31.625
2000-06-21,32.375
2000-06-22,32.0
2000-06-23,32.0
2000-06-26,31.875
2000-06-27,33.0
2000-06-28,32.3125
2000-06-29,32.0625
2000-06-30,33.0
2000-07-03,34.1875
2000-07-05,33.25
2000-07-06,32.875
2000-07-07,34.5625
2000-07-10,37.0625
2000-07-11,35.5625
2000-07-12,36.5625
2000-07-13,36.5
2000-07-14,36.0
2000-07-17,35.5
2000-07-18,33.875
2000-07-19,32.9375
2000-07-20,32.9375
2000-07-21,32.25
2000-07-24,31.6875
2000-07-25,31.6875
2000-07-26,31.3125
2000-07-27,31.9375
2000-07-28,32.25
2000-07-31,32.5625
2000-08-01,32.5
2000-08-02,33.5625
2000-08-03,34.5625
2000-08-04,35.5
2000-08-07,36.6875
2000-08-08,37.5625
2000-08-09,36.1875
2000-08-10,34.375
2000-08-11,34.9375
2000-08-14,35.75
2000-08-15,34.75
2000-08-16,33.0625
2000-08-17,33.0
2000-08-18,33.4375
2000-08-21,32.75
2000-08-22,32.9375
2000-08-23,32.25
2000-08-24,32.375
2000-08-25,32.9375
2000-08-28,33.0625
2000-08-29,34.75
2000-08-30,35.625
2000-08-31,34.4375
2000-09-01,35.3125
2000-09-05,36.1875
2000-09-06,36.5625
2000-09-07,36.5
2000-09-08,37.6875
2000-09-11,37.625
2000-09-12,37.640625
2000-09-13,38.375
2000-09-14,37.1875
2000-09-15,35.3125
2000-09-18,34.0625
2000-09-19,33.4375
2000-09-20,34.25
2000-09-21,35.375
2000-09-22,34.9375
2000-09-25,34.875
2000-09-26,33.8125
2000-09-27,34.5625
2000-09-28,35.875
2000-09-29,34.9375
2000-10-02,32.9375
2000-10-03,33.828125
2000-10-04,34.484375
2000-10-05,33.625
2000-10-06,33.5
2000-10-09,34.1875
2000-10-10,33.0
2000-10-11,30.625
2000-10-12,31.25
2000-10-13,32.125
2000-10-16,32.0
2000-10-17,32.0
2000-10-18,33.0
2000-10-19,34.9375
2000-10-20,34.3125
2000-10-23,33.5625
2000-10-24,33.9375
2000-10-25,33.0
2000-10-26,33.0
2000-10-27,33.6875
2000-10-30,34.5625
2000-10-31,36.625
2000-11-01,35.75
2000-11-02,36.1875
2000-11-03,35.3125
2000-11-06,34.5625
