,Mkt-RF,SMB,HML,RMW,CMA,RF,R_ME,R_IA,R_ROE,R_EG,rSP500,HiTec,NASDQ
200002,2.45,18.32,-9.93,-18.34,-0.51,0.43,22.1369,-5.3828,-7.5429,-3.2204,-0.020108083,18.18,0.195204516
200003,5.2,-14.91,7.37,11.67,-1.05,0.47,-14.3903,1.8173,7.6659,3.4912,0.096719828,3.95,0.0306777
200004,-6.4,-5.55,8.61,7.55,5.27,0.46,-4.8613,3.7882,8.7101,5.1852,-0.030795756,-10.69,-0.142037895
200005,-4.42,-3.68,2.57,4.64,0.74,0.5,-4.6181,0.5427,0.0542,3.7443,-0.021915051,-10.84,-0.119024235
200006,4.64,10.39,-9.86,-6.83,-3.07,0.4,10.2782,-3.4094,-4.7744,-1.8451,0.02393355,13.03,0.132280195
200007,-2.51,-0.95,8.06,6,2.99,0.48,0.99,2.2531,3.4368,3.3353,-0.016341276,-5.18,-0.041033091
200008,7.03,-1.1,-0.66,-3.07,0.61,0.5,0.4354,-0.7843,-2.0644,-1.0673,0.060699105,12.56,0.129729723
200009,-5.45,0.23,6.13,3.08,6.43,0.51,1.6336,5.2174,2.1,0.8141,-0.053482975,-14.99,-0.124333239
200010,-2.76,-2.83,5.64,9.66,4.67,0.56,-2.2311,2.9431,7.3385,6.4937,-0.004949486,-7.28,-0.080745321
200011,-10.72,-0.46,11.26,13.33,8.51,0.51,1.5268,7.4717,10.3785,10.8156,-0.08006861,-23.36,-0.236346464
200012,1.19,3.17,7.38,1.85,5.68,0.5,4.6783,6.3526,5.1898,0.7257,0.004053446,-7.95,-0.065763996
200101,3.13,5.8,-4.86,-4.44,-6.55,0.54,2.7459,-7.1572,-10.8206,-6.2948,0.034636577,16.53,0.107315222
200102,-10.05,2.67,12.87,9,9.56,0.38,2.8813,9.2411,5.1658,6.4601,-0.092290736,-25.96,-0.264049384
200103,-7.26,2.32,6.46,3.41,3.94,0.42,2.9535,3.7534,3.4576,2.6557,-0.064204711,-13.59,-0.175583736
200104,7.94,-0.64,-4.72,-2.72,-3.95,0.39,-0.9027,-3.7757,0.068,-5.4031,0.076814362,17.99,0.179183235
200105,0.72,3.58,3.17,0.18,2.18,0.32,4.3821,2.3431,-2.5522,-0.2205,0.005090187,-3.33,-0.029787353
200106,-1.94,6.61,-1.03,2.03,-1.79,0.28,6.6893,-1.7646,-0.7474,1.9317,-0.025035389,1.48,0.016834321
200107,-2.13,-2.91,5.57,7.16,3.01,0.3,-2.1174,1.3779,3.9482,5.5275,-0.01074015,-7.58,-0.080090024
200108,-6.46,2.73,2.5,3.95,6.5,0.31,2.372,5.6422,4.3127,5.6464,-0.064108407,-12.65,-0.127054387
200109,-9.25,-5.68,1.6,4.96,3.27,0.28,-4.9267,2.8668,9.1938,5.7653,-0.081723406,-18.94,-0.205028214
200110,2.46,5.42,-8.1,-2.66,-4.64,0.22,3.4908,-2.9725,-4.393,-0.5554,0.018099111,15.68,0.168106024
200111,7.54,-0.31,2.01,-3.76,-1.66,0.17,-1.3884,-1.1368,-8.4926,-2.9851,0.075175904,15.92,0.169455894
200112,1.61,5.14,1.1,0.3,-0.29,0.15,5.3231,-0.183,0.5359,-2.2227,0.007573834,-0.59,-0.011904389
200201,-1.44,1.19,3.33,4.35,2.84,0.14,0.7269,3.2511,0.2975,4.281,-0.015573833,-0.56,-0.017044484
200202,-2.29,-0.46,2.5,7.62,5.12,0.13,-0.4893,4.4486,5.3193,3.7229,-0.020766211,-13.2,-0.123180082
200203,4.24,4.28,1.1,-1.36,0.61,0.13,4.6154,0.7823,-4.7081,-0.5513,0.036738894,6.43,0.068855733
200204,-5.2,6.66,3.93,4.57,5.41,0.15,7.5839,4.0765,5.4656,4.0834,-0.061417626,-11.76,-0.12096565
200205,-1.38,-3.07,1.68,2.27,2.42,0.14,-3.1793,2.1871,1.8106,0.6128,-0.009081481,-3.78,-0.053818493
200206,-7.21,3.78,0.12,3.62,2.51,0.13,3.5705,3.5486,4.9344,0.4215,-0.072455354,-12.21,-0.129872334
200207,-8.18,-6.24,-3.44,4.19,-0.72,0.15,-6.3895,1.979,6.6992,4.9534,-0.079004275,-9.63,-0.084943129
200208,0.5,-1.27,2.53,1.15,-1.61,0.14,-0.0103,-0.8647,2.4777,-1.7234,0.004881433,-0.87,-0.0204968
200209,-10.35,3.07,1.32,3.24,-2.28,0.14,3.1331,-2.1444,4.4209,1.168,-0.110024318,-16.74,-0.11657716
200210,7.84,-4.12,-5.45,-3.28,0.92,0.14,-5.1455,0.293,-4.6493,1.4936,0.086448801,19.41,0.188608027
200211,5.96,2.9,-1.12,-9.13,5.12,0.12,1.4953,3.273,-11.1746,-3.1026,0.057069621,16.14,0.127897812
200212,-5.76,0.5,2.23,6.04,-1.59,0.11,0.0685,-2.2586,5.3208,2.2789,-0.060332573,-13.03,-0.118027044
200301,-2.57,0.81,-0.94,-0.63,0.81,0.1,-0.9851,0.6899,-0.6002,0.7808,-0.027414693,-1.47,-0.001340966
200302,-1.88,-0.89,-1.45,1.04,-0.55,0.09,-2.0306,-0.1271,0.9046,1.4284,-0.017003609,1.27,0.027150198
200303,1.09,0.56,-2.07,1.8,-0.69,0.1,1.4063,-0.1302,3.4452,-0.9363,0.008357569,-0.97,0.008833941
200304,8.22,1.06,1.03,-4.57,1.14,0.1,2.3565,1.0369,-4.4538,-3.1854,0.081044107,9.27,0.085799078
200305,6.05,4.83,-0.29,-6.92,3.22,0.09,3.8209,1.848,-8.2383,-1.6032,0.05089871,9.77,0.083024385
200306,1.42,1.68,0.69,0.55,-0.33,0.1,2.217,-1.0629,1.1007,-0.1288,0.011322215,0.25,0.003172183
200307,2.35,4.73,-1.14,-4.17,1.87,0.07,4.3794,2.3396,-1.7459,-0.8855,0.016223702,5.67,0.062620146
200308,2.34,2.54,2.03,-2.46,2.2,0.07,2.2371,2.3638,-1.2401,-1.6327,0.017873203,6.05,0.05032344
200309,-1.24,0.52,0.01,1.34,0.31,0.08,0.6893,0.2277,1.2633,2.326,-0.011944365,-0.89,-0.027960037
200310,6.08,2.64,1.77,-1.59,1.55,0.07,3.0463,1.0318,-1.7515,-0.5641,0.054961486,8.23,0.08643865
200311,1.35,2.21,1.85,0.08,1.67,0.07,2.1955,2.3057,0.7762,0.538,0.007128504,1.89,0.005549308
200312,4.29,-2.68,2.41,0,0.97,0.08,-2.7825,0.7725,-1.7383,-1.3339,0.050765541,2.1,0.030661783
200401,2.15,2.54,1.97,-3.53,3.4,0.07,3.1138,2.0594,-2.4369,0.8594,0.017276387,4.5,0.017139838
200402,1.4,-0.91,0.5,2.28,-1.34,0.06,-0.3077,-0.8838,2.1326,-0.0153,0.012208973,-2.93,-0.01520344
200403,-1.32,2.11,0.22,1.5,-1.04,0.09,2.5223,-0.7362,1.7567,-1.0655,-0.016358919,-2.54,-0.021742659
200404,-1.83,-2.19,-2.62,3.31,-2.8,0.08,-3.2177,-2.9004,0.0193,1.4282,-0.016790752,-4.9,-0.025757641
200405,1.17,-0.4,-0.39,-0.97,-0.08,0.06,-0.3839,0.5514,1.0708,-0.2182,0.01208345,4.83,0.046283601
200406,1.86,2.56,1.39,1.12,-0.41,0.08,2.2427,-0.2619,0.558,0.6171,0.017988999,2.63,0.034387776
200407,-4.06,-3.03,4.11,5.08,-1.62,0.1,-3.3463,-0.9737,2.4031,3.0792,-0.034290519,-8.49,-0.076649699
200408,0.08,-1.27,1.03,1.3,-1.43,0.11,-1.5195,-1.2012,-1.2288,0.174,0.00228735,-4.43,-0.022643664
200409,1.6,3.28,-0.25,-1.34,-1.9,0.11,3.7979,-2.2103,-0.2111,-1.6158,0.009363876,3.29,0.032191553
200410,1.43,0.28,-0.63,-0.07,0.4,0.11,-0.7807,0.5882,-1.4395,0.004,0.014014244,5.03,0.052366311
200411,4.54,4.12,1.79,-1.06,-0.22,0.15,4.4795,-0.4175,-1.1336,-1.6609,0.038594936,5.84,0.057024881
200412,3.43,0.01,-0.08,-1.26,0.51,0.16,-0.0376,0.3071,-0.8596,-1.1295,0.032458213,3.19,0.031574925
200501,-2.76,-1.11,1.96,3.05,-1.38,0.16,-0.3902,-0.4017,3.2477,1.2607,-0.025290467,-6.12,-0.06260486
200502,1.89,-0.3,1.65,1.2,-0.05,0.16,0.1385,0.2844,3.5699,0.6629,0.018903346,-0.18,-0.005665843
200503,-1.97,-1.39,1.61,0.47,1.12,0.21,-1.7605,0.9149,0.5349,1.9014,-0.019117656,-2.4,-0.018854807
200504,-2.61,-4.01,-0.35,0.96,-0.9,0.21,-4.4861,-1.4659,-1.1017,2.1601,-0.020108582,-4.54,-0.041645018
200505,3.65,2.72,-0.81,-1.31,0.28,0.24,2.9653,-0.0562,0.9635,0.4256,0.029952046,7.75,0.085755082
200506,0.57,3.26,2.63,0.98,-0.52,0.23,3.8083,-0.1989,-0.4251,-0.4125,-0.000142714,-1.57,-0.031835233
200507,3.92,2.83,-0.52,-1.19,-0.98,0.24,2.7311,-2.0743,-0.2062,-0.4035,0.035968287,6.01,0.074736189
200508,-1.22,-0.86,1.27,-2.23,0.45,0.3,-0.7919,0.2404,-0.6819,-0.6295,-0.011222105,-0.58,-0.014596891
200509,0.49,-0.31,0.77,0.49,-0.57,0.29,0.0018,-0.0221,0.8642,0.2596,0.006949025,0.75,0.012612978
200510,-2.02,-1.41,0.22,-0.58,-1.26,0.27,-0.5152,-0.317,1.1044,-0.5517,-0.01774078,-1.64,-0.014035425
200511,3.61,0.8,-1.19,-0.6,-1.19,0.31,1.2213,-1.0514,0.772,-0.5969,0.035186096,6.54,0.059131956
200512,-0.25,-0.27,0.44,0.12,0.24,0.32,-0.0244,0.8785,0.2174,1.0871,-0.000952349,-1.81,-0.016358222
200601,3.04,5.77,1.13,-0.94,-0.55,0.35,6.4368,-0.6776,-0.2587,0.8715,0.025466771,3.77,0.039843211
200602,-0.3,-0.45,-0.25,-0.7,2,0.34,-0.3884,2.4359,-1.0088,-0.9959,0.000453158,-1.25,-0.023486806
200603,1.46,3.45,0.6,-0.04,-0.5,0.37,3.1198,-1.3479,0.7682,-0.7813,0.01109581,2.97,0.019807664
200604,0.73,-0.83,2.61,1.15,-0.25,0.36,-0.3043,0.3423,0.8234,-0.1274,0.012155653,-1.08,-0.001731609
200605,-3.57,-2.99,2.54,0.96,1.34,0.43,-3.513,1.3187,-0.0952,-1.606,-0.030916916,-6.79,-0.0712232
200606,-0.35,-0.24,0.87,1.38,-0.11,0.4,-0.3286,-0.4009,1.0355,0.6268,8.66E-05,-1.18,-0.002753881
200607,-0.78,-3.69,2.94,1.54,0.93,0.4,-3.1605,1.3537,0.5471,3.2009,0.005085879,-3.92,-0.041771631
200608,2.03,0.44,-1.71,-1.74,2.15,0.42,0.424,1.9388,-1.3419,-0.1832,0.021274193,7.19,0.046573822
200609,1.84,-1.44,0.04,0.88,0.53,0.41,-0.9684,0.9799,0.6243,0.9674,0.024566299,3.67,0.047096672
200610,3.23,1.93,-0.03,-0.22,0.26,0.41,1.9654,0.1918,-0.2894,0.4303,0.031508003,4.28,0.047402582
200611,1.71,0.82,0.08,0.09,-0.88,0.42,0.3941,-1.5952,0.4888,-0.8937,0.016466657,3.02,0.03388664
200612,0.87,-0.79,3.16,-0.8,2.05,0.4,-0.0051,1.8246,-0.5628,-1.2209,0.012615783,-0.99,-0.019176539
200701,1.4,0.08,-0.11,0.22,0.24,0.44,-0.0995,0.6221,0.0117,0.0522,0.014059043,2.18,0.020137745
200702,-1.96,1.4,-0.1,-0.47,-0.74,0.38,1.4366,-0.9611,-0.7334,-0.0713,-0.021846176,-2.49,-0.01711789
200703,0.68,0.07,-0.22,0.25,-0.59,0.43,-0.1798,-1.188,0.4424,-0.2282,0.009979983,0.91,0.006108089
200704,3.49,-2.02,-1.15,1.02,1.01,0.44,-1.7326,0.8545,0.5498,1.0935,0.043290691,4.91,0.053820903
200705,3.24,0.28,-0.04,1.13,-1.29,0.41,-0.2555,-2.3088,0.5252,0.1387,0.032549229,3.9,0.03235976
200706,-1.96,0.76,-1.12,0.53,0.07,0.4,0.5431,0.9411,1.1897,-0.5651,-0.017816322,0.61,0.003065069
200707,-3.73,-2.87,-3.33,0.57,-1.04,0.4,-3.0194,-2.2854,1.6421,0.0465,-0.031981878,-1.26,-0.001054711
200708,0.92,-0.34,-2.24,-0.91,-0.56,0.42,-0.8426,-1.2713,0.9747,0.4953,0.012863572,2.69,0.029331345
200709,3.22,-2.41,-1.86,-0.58,-3.17,0.32,-2.3831,-3.2483,1.6042,-0.4743,0.035794008,4.19,0.051480155
200710,1.8,0.03,-2.6,-0.31,-0.1,0.32,0.3666,0.4806,1.242,0.343,0.014822338,6.84,0.070713576
200711,-4.83,-2.81,-1.18,1.88,-0.34,0.34,-3.0333,0.2065,3.6053,1.4361,-0.044043417,-7.42,-0.066941144
200712,-0.87,0.18,-0.51,0.7,-1.09,0.27,0.6754,-0.6395,2.2799,1.0639,-0.008628509,1.42,-0.001996154
200801,-6.36,-0.52,3.65,1.98,2.2,0.21,-0.7339,1.3994,-0.3167,-0.8195,-0.061163432,-12.31,-0.116795238
200802,-3.09,-0.53,-0.94,0.76,-1.06,0.13,-0.8812,-1.5041,1.7886,1.3601,-0.034761193,-3.7,-0.05221515
200803,-0.93,0.75,-0.14,1.09,0.47,0.17,0.5829,-0.3539,2.3741,-0.0308,-0.005959624,0.73,0.021005365
200804,4.6,-1.15,-0.95,1.28,-2.54,0.18,-0.9409,-2.3042,-0.8079,3.3221,0.047546698,6.83,0.076192607
200805,1.86,3.22,-1.38,0.81,0.04,0.18,2.5362,-0.3601,-0.3372,0.0761,0.010674182,5.42,0.059899879
200806,-8.44,1.15,-2.42,4.3,-0.42,0.17,1.8768,-0.1818,6.362,1.0358,-0.085962385,-8.98,-0.096173802
200807,-0.77,3.66,5.88,-0.98,1.06,0.15,5.9815,1.8233,0.0115,-0.0734,-0.009859371,-0.82,0.006564762
200808,1.53,3.42,1.52,1.85,0.81,0.13,1.8217,0.9425,-0.8718,2.079,0.012190465,2.36,0.012649063
200809,-9.24,0.35,6.33,2.95,1.77,0.15,0.629,3.1567,1.5935,3.4509,-0.090791434,-12.54,-0.1484134
200810,-17.23,-3.2,-2.89,3.6,1.91,0.08,-3.4751,1.0567,5.8954,6.7538,-0.169424524,-18.23,-0.162953146
200811,-7.86,-3.88,-6.02,4.83,2.72,0.03,-5.2006,0.505,3.5073,2.1843,-0.074849043,-11.23,-0.111651378
200812,1.74,3.37,-0.25,-0.08,-1.4,0,3.6018,-2.3459,-0.5551,-0.8413,0.007821577,2.31,0.021842736
200901,-8.12,-2.01,-11.18,0.23,-1.15,0,-2.9341,-0.9211,-0.7729,2.4051,-0.085657343,-3.15,-0.025915094
200902,-10.1,-1.17,-7.27,1.71,-1.12,0.01,-1.5734,-1.8544,2.9629,2.8821,-0.109931198,-4.94,-0.053598822
200903,8.95,0.67,3.56,-2.33,-2.22,0.02,0.9884,-0.4461,-3.3713,0.0791,0.085404462,11.28,0.107449504
200904,10.19,6.71,5.53,0.28,0.14,0.01,7.2771,3.5049,-13.8329,-1.7607,0.09392508,12.38,0.127177585
200905,5.21,-2.33,-0.23,-0.98,-2.16,0,-1.3222,-2.4199,-3.3195,-0.5583,0.053081446,3.17,0.029576923
200906,0.43,2.32,-2.72,-1.06,-0.17,0.01,3.7488,0.5168,0.8963,2.4952,0.000195827,4.35,0.029033802
200907,7.72,2.44,5.28,-0.66,3.2,0.01,1.6914,1.9785,-4.8914,-1.0287,0.074141727,8.26,0.085368072
200908,3.33,-0.05,7.75,-3.02,3.18,0.01,0.8678,2.2621,-2.6007,-1.5815,0.033560189,2.37,0.013615131
200909,4.08,2.74,0.93,1.36,0.38,0.01,2.4653,-1.154,-2.8178,-2.6301,0.035723346,5.24,0.057716361
200910,-2.59,-4.78,-4.18,4.18,-1.66,0,-4.6119,-0.2441,3.9459,2.9368,-0.019762001,-1.4,-0.03016887
200911,5.56,-2.8,-0.17,0.81,0.13,0,-2.3817,-0.3517,1.0266,-0.3254,0.057364062,4.97,0.060163304
200912,2.75,6.22,0,0.48,-0.07,0.01,4.8196,-0.1781,-1.8517,-0.1478,0.017770571,5.89,0.05255088
201001,-3.36,0.29,0.3,-1.39,0.46,0,0.3739,0.6769,-1.065,-0.6848,-0.036974246,-7.84,-0.064112979
201002,3.4,1.46,3.16,-0.33,1.4,0,1.5232,0.7576,-1.0388,-0.5169,0.028513689,4.76,0.044594043
201003,6.31,1.79,2.11,-0.56,1.7,0.01,2.0217,1.5737,-0.5129,-1.6988,0.058796426,6.67,0.076791908
201004,2,5.04,2.81,1.1,1.69,0.01,3.9058,3.0559,-2.4882,-2.3485,0.01475923,2.16,0.02159484
201005,-7.89,0.06,-2.38,1.37,-0.22,0.01,0.0463,-0.4538,2.7218,1.7369,-0.081975842,-7.67,-0.074096654
201006,-5.56,-2.49,-4.5,-0.21,-1.51,0.01,-2.3702,-2.4616,1.327,1.9251,-0.053882442,-6.16,-0.061137233
201007,6.93,0.09,-0.26,0.24,2.02,0.01,0.4811,1.2242,-0.853,0.3616,0.06877785,7.5,0.071794096
201008,-4.77,-3.1,-1.95,0.72,-1.69,0.01,-3.6386,-1.777,-0.5614,-0.6431,-0.047449184,-6.45,-0.051807911
201009,9.54,3.72,-3.13,-0.21,0.47,0.01,3.9473,1.1549,0.5214,0.0482,0.087551103,12.43,0.130477574
201010,3.88,0.78,-2.6,1.3,-0.23,0.01,0.6884,-0.0068,0.6453,0.4416,0.036855994,6.38,0.063266956
201011,0.6,3.6,-0.9,0.24,1.64,0.01,3.6487,1.8594,-0.0799,-0.6194,-0.00229025,-0.82,-0.003351396
201012,6.82,0.95,3.82,-3.65,3.22,0.01,0.4459,3.0261,-3.6697,-2.246,0.06530004,6.04,0.047479621
201101,1.99,-2.42,0.82,-0.89,0.69,0.01,-2.0114,1.3161,0.5565,-1.3459,0.022645574,3.93,0.028879101
201102,3.49,1.64,1.1,-1.93,0.95,0.01,1.3916,1.4321,-1.6578,-0.8165,0.031956564,2.31,0.030272921
201103,0.45,2.67,-1.58,1.64,-0.03,0.01,1.8477,-0.1252,-0.9511,0.2826,-0.001047313,-1.58,-0.005104233
201104,2.9,-0.51,-2.52,1.09,-0.84,0,-0.8838,-0.9693,1.5871,1.088,0.02849538,3.13,0.027828288
201105,-1.27,-0.69,-2.08,2.02,-1.5,0,-0.8715,-1.0161,0.1308,1.3803,-0.013500953,-1.69,-0.01311938
201106,-1.75,0.11,-0.32,2.38,-1.45,0,0.4603,-1.152,2.8109,1.0019,-0.018257461,-2.34,-0.02000808
201107,-2.36,-1.34,-1.21,2.43,-1.76,0,-1.7743,-2.0383,0.735,0.659,-0.021474426,-0.34,0.016231765
201108,-5.99,-3.2,-2.48,3.2,-0.24,0.01,-3.7196,-1.3168,2.5618,2.7195,-0.056791107,-6.9,-0.051548811
201109,-7.59,-3.78,-1.41,1.85,0.28,0,-4.7805,0.0766,-0.7641,4.899,-0.071761988,-4.86,-0.045439368
201110,11.35,3.57,-0.18,-1.87,-0.88,0,5.1817,-0.5881,2.1401,-1.7028,0.107723039,11.9,0.103263939
201111,-0.28,-0.26,-0.34,1.79,1.53,0,-1.134,1.5244,0.5813,1.216,-0.005058715,-2.01,-0.027490646
201112,0.74,-0.44,1.77,0.8,2.4,0,0.1225,2.6695,1.1493,-0.6067,0.008532764,-1.46,-0.007567913
201201,5.05,2.16,-1.13,-1.81,-1.4,0,2.7843,-0.574,-0.6313,-1.312,0.043583062,8.17,0.083465345
201202,4.42,-1.63,0.08,-0.19,-0.1,0,-0.6734,0.0789,0.2918,0.0126,0.040589464,6.71,0.062866002
201203,3.11,-0.45,0.92,-0.33,0.82,0,0.7124,1.4304,1.658,1.7917,0.031332315,4.69,0.050386915
201204,-0.85,-0.59,-0.48,1.12,0.67,0,-1.1503,0.9546,1.001,-0.3668,-0.007497453,-2.09,-0.011465333
201205,-6.19,-0.09,-0.59,2.28,2.39,0.01,-0.8859,2.6812,1.6157,2.3377,-0.062650726,-7.87,-0.07299309
201206,3.89,0.95,0.44,-1.24,0.34,0,1.492,1.0221,-1.7624,0.3499,0.039554982,2.85,0.035981991
201207,0.79,-2.68,-0.27,1.11,0.13,0,-3.0745,0.5135,1.5412,0.9705,0.012597574,-0.54,0.01024959
201208,2.55,0.44,1.31,-1.26,-0.73,0.01,1.4166,-1.4606,-0.502,-0.4018,0.01976337,4.53,0.04908552
201209,2.73,0.66,1.53,-1.38,1.59,0.01,1.1813,1.1797,0.1849,-0.6571,0.024236154,1.58,0.009721363
201210,-1.76,-0.81,3.79,-1.39,2.28,0.01,0.2203,1.8559,0.4568,-3.7341,-0.01978941,-6.3,-0.054040641
201211,0.78,0.36,-0.97,0.68,0.91,0.01,0.3591,0.8177,1.7114,0.1462,0.002846717,1.89,0.011314527
201212,1.18,1.87,3.58,-1.98,0.86,0.01,2.4208,-0.8266,-1.9931,-2.6203,0.00706823,0.24,-0.006329616
201301,5.57,0.56,0.95,-1.64,1.47,0,0.1941,1.5365,-2.101,-1.6364,0.050428097,2.51,0.026532114
201302,1.29,-0.38,0.03,-0.69,0.48,0,-0.6155,0.7549,0.1044,0.435,0.011060649,0.54,0.002580989
201303,4.03,0.83,-0.3,0.17,1.31,0,1.0762,1.2925,0.4876,-1.153,0.035987724,2.64,0.029252335
201304,1.55,-2.3,0.62,0.07,0.47,0,-2.8535,0.1119,-1.0102,-0.241,0.018085768,0.52,0.024390764
201305,2.8,2.06,2.6,-1.66,-0.78,0,3.519,-1.6561,-0.3939,-1.4499,0.020762812,4.37,0.032665638
201306,-1.2,1.35,-0.17,-0.44,-0.01,0,0.7611,0.7015,-0.1332,0.5705,-0.014999302,-2.84,-0.024200443
201307,5.65,1.8,0.56,-1.46,0.56,0,2.0932,0.6474,-0.4727,-1.1175,0.04946208,5.97,0.062066895
201308,-2.71,-0.01,-2.78,0.62,-2.16,0,-0.2093,-1.7841,0.5517,0.1749,-0.031298019,-0.03,-0.005300607
201309,3.77,2.67,-1.19,-0.73,-1.32,0,2.4392,-0.7254,-0.9958,-1.002,0.029749523,3.89,0.04697424
201310,4.18,-1.53,1.14,2.7,0.87,0,-1.6175,1.1611,1.3367,0.8084,0.044595753,3.95,0.049571199
201311,3.12,1.33,0.24,0.14,0.05,0,1.9315,0.0148,1.5439,1.1916,0.028049472,3.51,0.032592921
201312,2.81,-0.53,-0.31,-0.52,0.07,0,-0.4377,0.7392,-0.1745,-1.7369,0.023562792,4.2,0.029869641
201401,-3.32,0.57,-2.09,-3.99,-1.4,0,0.3324,-0.2918,-2.3143,0.3313,-0.035582906,-1.15,-0.019510044
201402,4.65,0.15,-0.4,-0.26,-0.41,0,-0.3063,-0.6297,-1.4762,-0.0153,0.04311703,5.25,0.04945603
201403,0.43,-1.17,5.09,2.16,1.9,0,-0.1647,2.7038,1.7736,1.4456,0.006932166,-0.85,-0.027152973
201404,-0.19,-4.15,1.14,3.48,1.07,0,-4.6826,0.8015,1.0816,0.6424,0.006200789,-1.2,-0.003815618
201405,2.06,-1.89,-0.27,0.1,-1.08,0,-2.0338,-0.9378,-0.6521,0.52,0.02103028,3.45,0.043215852
201406,2.61,3.1,-0.74,-1.97,-1.91,0,2.2437,-2.6584,-2.5859,0.2659,0.019058332,2.98,0.030148605
201407,-2.04,-4.25,0.01,0.94,0.47,0,-3.5647,0.7155,1.1987,1.1992,-0.015079831,0.32,0.011175541
201408,4.24,0.29,-0.59,-0.63,-0.7,0,0.4476,-0.9248,0.1455,0.2191,0.037655295,4.28,0.048827247
201409,-1.97,-3.79,-1.23,1.13,-0.51,0,-3.1013,-0.3099,3.0614,2.1416,-0.015513837,-1.3,-0.008110134
201410,2.52,3.78,-1.7,-0.47,-0.17,0,3.6196,0.5282,1.6832,-0.1935,0.023201461,1.31,0.026857971
201411,2.55,-2.31,-3,1.4,0.18,0,-1.9758,0.3423,2.5232,0.3885,0.024533589,4.25,0.043186871
201412,-0.06,2.88,2.06,-1.16,0.88,0,2.7691,0.4722,-0.6545,0.2692,-0.004188588,-1.28,-0.023401376
201501,-3.11,-0.87,-3.48,1.67,-1.67,0,-1.5778,-1.0729,-0.3725,1.3736,-0.031040806,-3.29,-0.020737443
201502,6.13,0.21,-1.81,-1.07,-1.75,0,0.8161,-1.3948,0.0848,-0.865,0.054892511,8.27,0.070445864
201503,-1.12,3.04,-0.46,0.1,-0.51,0,2.8182,-0.2642,0.8332,-0.0434,-0.017396107,-2.45,-0.024090955
201504,0.59,-3.03,1.85,-0.15,-0.49,0,-3.7895,-0.8015,-2.2005,-0.2283,0.00852082,1.35,0.018589253
201505,1.36,0.77,-1.37,-1.72,-0.74,0,1.7447,-0.6108,1.4322,0.2452,0.010491382,2.05,0.021294671
201506,-1.53,2.86,-0.79,0.5,-1.47,0,2.8608,-2.4473,1.2469,-0.6735,-0.021011672,-3.51,-0.024730269
201507,1.54,-4.55,-4.12,0.04,-2.56,0,-4.0812,-2.7282,4.3496,2.8719,0.01974203,2.4,0.043702727
201508,-6.04,0.4,2.66,0.76,1.25,0,0.5023,1.1607,0.7607,0.3138,-0.062580818,-5.85,-0.068497763
201509,-3.08,-2.78,0.53,1.81,-0.51,0,-3.3865,0.3176,4.2461,3.4942,-0.026442832,-1.46,-0.021878177
201510,7.75,-2.16,-0.07,0.82,0.43,0,-2.7834,0.6273,-2.3743,1.0144,0.082983118,10.04,0.11187833
201511,0.56,3.35,-0.51,-2.57,-1.1,0,3.4689,-0.5501,-1.7131,0.5808,0.000504869,1.21,0.003372825
201512,-2.17,-2.99,-2.59,0.31,0.13,0.01,-2.091,0.3217,2.9295,3.391,-0.017530185,-2.48,-0.015272719
201601,-5.77,-3.42,2.08,2.6,3.02,0.01,-2.8238,2.7839,5.324,4.9483,-0.050735322,-6.2,-0.068382677
201602,-0.07,0.95,-0.5,3.29,2.05,0.02,0.4858,1.7193,2.0303,-0.182,-0.00412836,-0.95,-0.018239473
201603,6.96,1.1,1.16,0.81,-0.02,0.02,1.0429,-0.7078,-2.124,-2.6299,0.065991115,8.42,0.067253502
201604,0.92,1.17,3.26,-2.89,1.97,0.01,0.1061,1.2908,-7.2343,-5.2197,0.002699398,-4.03,-0.031750924
201605,1.78,-0.71,-1.81,-1.02,-2.55,0.01,-0.506,-2.2655,0.9588,2.2359,0.015324602,5.08,0.042058909
201606,-0.05,0.49,-1.47,1.19,1.92,0.02,-0.3441,0.5039,0.2568,-0.8138,0.000910921,-1.9,-0.023473148
201607,3.95,2.64,-1.11,1.33,-1.24,0.02,2.3392,-2.1843,-0.5095,2.1854,0.035609801,7.81,0.070744906
201608,0.5,1.72,3.34,-1.33,-0.39,0.02,0.9644,-0.2141,-2.407,-0.2465,-0.001219243,1.88,0.008629565
201609,0.25,1.74,-1.49,-2.29,-0.08,0.02,1.0136,0.1735,-3.1863,-0.9855,-0.001234451,2.39,0.021934458
201610,-2.02,-4.01,4.16,1.19,0.24,0.02,-3.4325,0.8407,3.023,2.0278,-0.019425679,-1.13,-0.015265536
201611,4.86,6.81,8.29,-0.1,3.7,0.01,6.4914,2.922,-1.1024,-2.6391,0.034174522,0.57,0.001986982
201612,1.82,0.41,3.58,0.99,-0.3,0.03,0.6259,-0.2623,1.5303,0.8,0.018200762,0.86,0.010977373
201701,1.94,-1.28,-2.78,-0.01,-0.95,0.04,-1.8649,-2.0777,-1.3198,0.673,0.017884358,4.7,0.052049687
201702,3.57,-2.13,-1.79,0.78,-1.72,0.04,-1.6716,-2.2683,2.0048,2.5065,0.03719816,4.97,0.041733367
201703,0.17,0.78,-3.17,0.68,-1,0.03,1.2411,-1.3066,1.8823,1.2346,-0.000389197,2.17,0.019871249
