,0,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30,2006-01-31,2005-10-31,2005-07-31,2005-04-30,2005-01-31,2004-10-31,2004-07-31,2004-04-30,2004-01-31,2003-10-31,2003-07-31,2003-04-30,2003-01-31,2002-10-31,2002-07-31
11,Long-term investments  ,"4,387.0","5,169.0","5,547.0","6,642.0","7,041.0","7,022.0","6,371.0","7,233.0","6,985.0","7,006.0","6,959.0","6,869.0","6,430.0","5,480.3","5,293.0","5,134.3","5,252.8","4,539.6","4,525.1","4,499.4","4,180.2","3,876.6","4,170.7","3,860.1","3,539.4","3,254.6","2,692.3","2,291.7","2,765.9","2,533.2","2,370.5","2,494.8","2,267.4","2,246.9","1,825.6","1,699.4","1,344.0","1,535.8","2,246.3","2,809.6","3,487.0","3,826.3","3,417.6","3,155.6","4,101.2","4,433.8","4,727.2","4,584.0","4,421.1","4,190.3","4,109.9","3,577.6","3,187.5","3,171.4","3,134.3","3,225.2"
12,Other fixed assets  ,"1,779.0","1,797.0","1,788.0","1,853.0","1,813.0","1,751.0","1,611.0","1,819.0","1,953.0","2,036.0","1,965.0","1,776.0","1,676.0","1,603.4","1,663.0","1,494.9","1,416.5","1,335.6","1,487.7","1,222.0","1,236.1","1,226.4",953.9,"1,038.9","1,060.3","1,015.0",961.0,944.7,998.3,799.9,773.6,831.2,791.2,803.2,775.0,684.3,668.9,629.5,638.7,678.0,649.4,613.0,598.3,560.3,520.4,533.3,509.0,506.6,481.0,457.5,426.5,437.1,382.3,382.4,295.4,559.0
13,Total assets  ,"46,745.0","45,703.0","46,612.0","45,345.0","44,867.0","43,293.0","45,585.0","45,028.0","44,438.0","44,047.0","45,849.0","44,602.0","44,398.0","38,234.3","37,962.0","36,505.7","34,958.9","33,985.2","34,469.3","32,430.7","32,331.9","31,187.4","30,833.3","28,926.9","28,011.5","27,468.0","26,812.0","25,551.7","24,487.3","23,902.1","23,874.6","23,119.0","22,876.8","22,216.0","22,284.7","21,222.0","19,084.8","18,622.3","18,566.2","18,066.0","16,057.9","16,662.1","16,790.4","16,345.5","16,173.7","15,804.9","15,422.9","14,793.8","14,489.4","14,502.3","14,092.9","10,055.7","9,928.6","9,579.6","9,590.4","9,673.4"
14,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Accounts payable  ,"1,158.0","1,038.0","1,644.0","1,115.0","1,219.0","1,206.0","1,696.0","1,109.0","1,186.0","1,070.0","1,434.0","1,108.0","1,013.0",939.3,"1,041.0","1,074.1",880.3,922.6,"1,101.7","1,007.8",983.6,913.8,"1,062.6",827.2,824.6,796.7,899.3,819.2,697.4,657.8,757.4,893.4,825.5,881.5,840.9,805.6,690.0,726.8,680.3,745.7,616.7,640.0,583.8,517.5,479.8,525.3,522.8,448.4,433.8,439.9,414.3,392.3,376.9,443.5,429.7,511.2
16,Accrued expenses  ,"2,739.0","2,722.0","3,123.0","2,831.0","2,823.0","2,817.0","3,141.0","2,884.0","2,750.0","2,668.0","2,783.0","2,699.0","2,671.0","2,397.8","2,492.0","2,317.6","2,320.7","2,246.3","2,355.0","2,357.4","2,254.3","2,045.0","2,090.0","2,033.8","1,959.3","1,896.2","1,944.2","1,864.9","1,812.7","1,713.0","1,901.9","1,572.8","1,587.0","1,540.1","1,696.3","1,547.5","1,511.3","1,458.3","1,592.0","1,326.6","1,245.7","1,153.0","1,279.9","1,113.3","1,139.8","1,123.4","1,090.7","1,012.4",952.8,964.8,"1,009.7",884.1,878.1,913.9,948.4,875.4
17,Short-term debt  ,800.0,925.0,"1,299.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,665.0","1,658.0","1,669.0","1,653.4","1,652.0","1,636.9","1,621.6","1,620.7","3,305.0","3,281.0","3,271.9","3,244.1","3,214.8",0.0,0.0,0.0,0.0,0.0,260.1,347.1,412.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"2,200.0",0.0,126.6,0.0,0.2,0.2,0.4,0.0,0.1,4.1,4.2,7.1,9.4,12.7,22.0,27.5,37.9
18,        Short-term debt  ,800.0,925.0,"1,299.0", , , , , , , , , , , ,"1,652.0", ,"1,621.6","1,620.7","3,305.0","3,281.0","3,271.9","3,244.1","3,214.8", , , , , ,260.1,347.1,412.3, , , , , , , , ,"2,200.0", ,126.6, , , , , , ,848.0,839.7,679.0,525.5,499.2,468.5,448.4,483.2
19,Deferred revenues  ,"6,421.0","6,477.0","6,210.0","6,187.0","6,357.0","6,355.0","6,021.0","5,694.0", , ,"1,665.0","1,658.0","1,669.0","1,653.4","1,652.0","1,636.9","4,183.3","4,073.3","3,458.7","3,325.5","3,205.3","3,155.7","2,810.9","2,641.6","2,541.0","2,502.6","2,263.0","2,220.6","2,137.2","2,139.3","2,010.0","1,926.2","1,946.0","1,819.0","1,724.9","1,618.4","1,524.2","1,552.6","1,325.7","1,258.5","1,269.6","1,275.0","1,164.6","1,021.0","1,021.2","1,001.3",930.5,856.6,471.4,448.3,436.4,367.7,438.4,207.4,187.7,239.0
20,Other current liabilities  ,285.0,124.0,609.0,"2,178.0","2,108.0",103.0,852.0,448.0,"5,693.0","5,556.0","5,278.0","5,093.0","4,997.0","4,906.0","4,575.0","4,353.5",187.6,24.3,155.9, , , ,199.7,46.1,85.5,49.6,41.7,13.4, ,33.8,136.8,66.2,19.3,82.1,146.1,114.2,69.9,27.9,63.8,492.7,420.3,442.0,645.7,438.4,495.0,409.5,404.8,433.9,"2,710.2","2,696.8","2,546.5","2,179.0","2,205.3","2,055.2","2,041.7","2,146.7"
21,Total current liabilities  ,"11,403.0","11,286.0","12,885.0","12,311.0","12,507.0","10,481.0","11,710.0","10,135.0",261.0,71.0,639.0,201.0,159.0,59.2,514.0,286.7,"9,193.5","8,887.1","10,376.2","9,971.7","9,715.1","9,358.5","9,378.0","5,548.6","5,410.5","5,245.1","5,148.2","4,918.1","4,907.4","4,891.0","5,218.4","4,458.7","4,377.8","4,322.6","4,408.2","4,085.7","3,795.5","3,765.6","3,661.8","6,023.4","3,552.3","3,636.5","3,673.9","3,090.4","3,136.1","3,060.0","2,948.7","2,751.4",618.1,597.5,531.6,418.7,340.1,261.2,322.8,92.6
22,Long-term debt  ,"5,479.0","5,477.0","5,475.0","5,474.0","5,472.0","5,495.0","5,469.0","5,494.0","9,890.0","9,365.0","11,799.0","10,759.0","10,509.0","9,955.7","10,274.0","9,668.7", , , , , , , ,"3,185.4","3,156.4","3,128.1","3,100.3","3,072.5","3,045.0", ,"2,991.9", ,"5,294.3","5,309.1","5,166.1","5,074.2","1,201.1","1,066.9","4,578.8","1,081.8",929.8,910.0,924.1,979.7,881.9,893.1,822.5,721.6,"3,328.2","3,294.3","3,078.2","2,597.7","2,545.4","2,316.4","2,364.4","2,239.2"
23,Other liabilities  ,"5,708.0","5,690.0","5,533.0","5,605.0","5,326.0","5,313.0","4,881.0","5,108.0","5,494.0","5,494.0","5,494.0","5,493.0","5,493.0", , , ,"3,637.4","3,859.1","3,694.0","3,509.0","3,347.6","3,290.5","3,053.3","2,673.1","2,542.4","2,550.7","2,503.1","2,294.9","2,086.6","5,087.4","2,008.2","5,307.4","9,672.1","9,631.7","9,574.3","9,159.9","4,996.5","4,832.5","8,240.5","7,105.3","4,482.2","4,546.5","4,598.0","4,070.1","4,018.0","3,953.1","3,771.2","3,473.0",,,,,,,,
24,Total liabilities  ,"22,590.0","22,453.0","23,893.0","23,390.0","23,305.0","21,289.0","22,060.0","20,737.0","5,198.0","5,193.0","4,770.0","4,596.0","4,438.0","4,398.0","4,106.0","3,908.4","12,830.8","12,746.3","14,070.2","13,480.6","13,062.7","12,649.0","12,431.3","11,407.1","11,109.2","10,923.9","10,751.5","10,285.5","10,039.0","9,978.4","10,218.6","9,766.1",,,,,,,,,,,,,,,,,"11,161.2","11,208.0","11,014.7","7,458.0","7,383.2","7,263.2","7,226.0","7,434.2"
25,   ,,,,,,,,,"20,582.0","20,052.0","22,063.0","20,848.0","20,440.0","14,353.7","14,380.0","13,577.2",,,,,,,,,,,,,,,,,"13,204.6","12,584.4","12,710.3","12,062.1","14,088.3","13,789.8","10,325.7","10,960.7","11,575.7","12,115.6","12,192.4","12,275.4","12,155.7","11,851.8","11,651.7","11,320.8","7,094.6","7,024.1","6,894.8","3,663.1","3,622.6","3,586.4","3,580.0","3,546.1"
26,Shareholders' equity   [+],"24,155.0","23,250.0","22,719.0","21,955.0","21,562.0","22,004.0","23,525.0","24,291.0",,,,,,,,,"22,128.1","21,239.0","20,399.0","18,950.0","19,269.2","18,538.5","18,402.0","17,519.8","16,902.2","16,544.1","16,060.5","15,266.3","14,448.4","13,923.7","13,656.0","13,352.9","2,829.2","2,617.6","3,038.5","2,957.2","2,226.9","2,250.0","2,560.9","3,562.5","4,506.1","5,325.9","5,867.1","5,976.7","6,260.4","6,193.4","6,221.1","6,178.9","4,898.8","4,706.0","4,566.2","4,346.1","4,187.0","4,105.2","4,070.0","4,134.0"
27,        Paid-in capital  , , , , , , , ,850.0,"23,856.0","23,995.0","23,786.0","23,754.0","23,958.0","23,880.6","23,582.0","22,928.6","3,762.6","3,512.6","3,405.5","2,818.5","3,593.4","3,426.7","3,816.7","3,886.4","3,829.4","3,933.1","3,875.8","3,536.7","3,105.7","2,889.9","2,817.1","2,560.0","10,116.6","9,739.1","9,470.3","8,944.6","8,451.6","8,113.6","7,798.1","7,405.7","7,122.1","6,843.0","6,570.5","6,422.2","6,000.5","5,707.2","5,437.3","5,116.8",-818.8,-553.7,-509.2,-481.6,-382.9,-382.9,-382.2,-261.3
28,        Retained earnings  ,"22,679.0","22,111.0","21,700.0","20,958.0","20,516.0","20,887.0","22,242.0","21,997.0",818.0,"1,363.0","1,406.0","2,289.0","2,946.0","3,448.4","3,691.0","3,854.5","17,357.0","16,707.5","16,120.6","15,288.6","14,682.9","14,136.4","13,659.3","13,030.7","12,558.2","12,132.0","11,759.3","11,368.7","11,070.5","10,865.3","10,671.2","10,527.9","5,364.0","4,870.5","5,238.7","4,710.6","7,001.0","6,837.7","3,305.0","3,991.6","6,905.0","7,695.3","7,745.9","8,183.3","8,131.9","7,808.9","7,867.9","7,541.8","7,411.5","7,419.8","7,827.7","7,240.9","7,166.5","7,058.2","6,950.8","7,434.2"
29,Tangible shareholders' equity  ,"5,020.0","4,092.0","3,480.0","2,633.0","3,424.0","3,789.0","5,266.0","6,363.0","21,648.0","21,297.0","21,114.0","20,298.0","19,922.0","19,433.3","18,853.0","17,983.3","7,715.1","7,308.4","6,477.9","4,944.4","5,288.8","5,191.7","5,005.1","6,518.8","6,322.8","5,947.1","5,664.5","4,798.1","6,640.6","6,142.9","5,813.5","5,477.2",,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,"5,907.0","6,753.0","7,582.0","7,617.0","8,131.0","7,949.1","7,707.0","7,146.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
