,0,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2006-07-31,2005-07-31
11,Other fixed assets  ,"2,619.0","2,232.0","2,038.0","1,695.0","1,265.0","1,165.0","1,085.0","1,063.0","1,127.0","1,226.0","1,079.0",980.0,921.0,893.0,936.0,852.0,832.0,778.0,920.0,887.0,896.0,855.0,828.0,843.0,584.0,521.0,332.0,331.0,306.0,151.0,123.0,112.0,121.0,129.0,184.0,189.0,217.0,197.0,192.0,186.0,120.0,125.0,77.0, , ,634.0, , ,634.0, , , , , , , 
12,Total assets  ,"74,781.0","72,574.0","70,249.0","69,865.0","71,655.0","69,225.0","68,175.0","69,042.0","67,154.0","67,977.0","64,000.0","63,227.0","63,370.0","64,035.0","63,867.0","54,326.0","54,977.0","39,367.0","39,429.0","38,835.0","38,884.0","38,569.0","37,675.0","37,263.0","36,248.0","35,956.0","35,285.0","35,059.0","35,859.0","40,013.0","38,741.0","36,846.0","35,768.0","34,760.0","34,447.0","34,422.0","33,989.0","33,408.0","32,696.0","32,068.0","31,715.0","32,281.0","32,624.0","31,964.0","31,822.0","34,981.0","34,442.0","33,869.0","34,981.0","34,442.0","33,869.0","27,742.0","4,390.0",0.0, , 
13,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Accounts payable  ,133.0,156.0,150.0,119.0,124.0,183.0,145.0,136.0,108.0,179.0,130.0,120.0,118.0,203.0,115.0,90.0,118.0,127.0,89.0,81.0,135.0,147.0,101.0,114.0,101.0,184.0,131.0,118.0,114.0,152.0,111.0,75.0,87.0,169.0,93.0,86.0,95.0,137.0,94.0,78.0,87.0,156.0,106.0,72.0,93.0,159.0,109.0,111.0,159.0,109.0,111.0,76.0,99.0, , , 
15,Accrued expenses  ,"2,156.0","1,625.0","1,543.0","1,492.0","1,929.0","1,160.0","2,157.0","1,360.0","1,224.0","1,129.0","1,633.0","1,496.0","1,546.0","1,128.0","1,489.0","1,389.0","1,329.0",849.0,"1,536.0","1,469.0","1,660.0",624.0,"1,458.0","1,416.0",947.0,613.0,628.0,599.0,578.0,584.0,"4,773.0",618.0,886.0,562.0,611.0,780.0,920.0,625.0,707.0,698.0,883.0,754.0,587.0,300.0,362.0,420.0,383.0,540.0,420.0,383.0,540.0,638.0,356.0, , , 
16,Current portion of long-term debt  ,"3,000.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,749.0","1,749.0","1,748.0","2,313.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,52.0,52.0,51.0,51.0,11.0,72.0,51.0,11.0,72.0,75.0,41.0,0.0, , 
17,        Current portion of long-term debt  ,"3,000.0", , , , , , , , , ,"1,749.0","1,748.0","2,313.0", , , ,"3,910.0","4,379.0","4,164.0","3,893.0","4,003.0","5,235.0","3,755.0","3,431.0","3,337.0","3,538.0","2,912.0","2,822.0","3,055.0","7,218.0","2,970.0","2,894.0", , ,13.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,52.0,52.0,51.0,51.0,11.0,72.0,51.0,11.0,72.0,75.0,41.0, , , 
18,Other current liabilities  ,"12,290.0","11,634.0","9,136.0","9,769.0","11,336.0","9,962.0","8,632.0","8,055.0", ,"1,749.0","1,749.0","1,748.0", , , , ,"5,357.0","5,355.0","5,789.0","5,443.0","5,798.0","6,006.0","5,314.0","4,961.0","4,385.0","4,335.0","3,671.0","3,539.0","3,747.0","7,954.0","7,854.0","3,587.0","2,564.0","2,720.0","2,814.0","2,587.0","2,652.0","2,724.0","2,669.0","2,749.0","2,655.0","3,520.0","3,690.0","3,819.0","4,106.0","6,535.0","5,562.0","5,118.0","6,535.0","5,562.0","5,118.0","4,390.0","2,786.0", , , 
19,Total current liabilities  ,"17,579.0","13,415.0","10,829.0","11,380.0","13,389.0","11,305.0","10,934.0","9,551.0","7,031.0","6,937.0","5,999.0","6,842.0","6,364.0","6,715.0","6,179.0","3,646.0","15,877.0", , , , , , , ,"4,849.0","4,751.0","4,611.0","4,625.0","4,524.0","4,429.0","4,729.0","4,738.0","3,537.0","3,451.0","3,531.0","3,465.0","3,679.0","3,498.0","3,482.0","3,537.0","3,637.0","4,442.0","4,435.0","4,243.0","4,612.0","7,165.0","6,065.0","5,841.0","7,165.0","6,065.0","5,841.0","5,179.0","3,282.0",0.0, , 
20,Long-term debt  ,"13,688.0","16,729.0","16,694.0","16,630.0","16,633.0","16,630.0","16,627.0","16,624.0","8,363.0","9,994.0","9,511.0","10,206.0","10,341.0","8,046.0","7,783.0","5,125.0","4,267.0","4,170.0","5,013.0","5,155.0","5,144.0","5,150.0","5,075.0","5,007.0","9,234.0","9,086.0","8,282.0","8,164.0","8,271.0","12,383.0","12,583.0","8,325.0", , ,22.0,25.0,29.0,32.0,35.0,38.0,41.0,44.0,46.0,50.0,53.0,55.0,98.0,40.0,55.0,98.0,40.0,40.0, , , , 
21,Other liabilities  ,"8,244.0","7,746.0","7,731.0","7,580.0","7,538.0","7,284.0","7,296.0","8,764.0","16,621.0","16,618.0","14,142.0","14,140.0","14,138.0","15,882.0","15,879.0","15,876.0","25,501.0","9,525.0","10,802.0","10,598.0","10,942.0","11,156.0","10,389.0","9,968.0",,,,,,,,,"4,930.0","4,872.0","4,842.0","4,778.0","4,737.0","4,864.0","4,499.0","4,506.0","4,560.0","4,602.0","5,344.0","5,547.0","5,512.0","5,484.0","5,603.0","5,673.0","5,484.0","5,603.0","5,673.0","5,807.0","1,571.0", , , 
22,Total liabilities  ,"39,511.0","37,890.0","35,254.0","35,590.0","37,560.0","35,219.0","34,857.0","34,939.0","8,769.0","8,605.0","8,403.0","8,098.0","7,165.0","7,195.0","7,378.0","4,194.0",,,,,,,,,"27,014.0","26,870.0","27,003.0","26,895.0","27,588.0","27,630.0","26,158.0","28,521.0","8,467.0","8,323.0","8,395.0","8,268.0","8,445.0","8,394.0","8,016.0","8,081.0","8,238.0","9,088.0","9,825.0","9,840.0","10,177.0","12,704.0","11,766.0","11,554.0","12,704.0","11,766.0","11,554.0","11,026.0","4,853.0",0.0, , 
23,   ,,,,,,,,,"33,753.0","35,217.0","32,056.0","32,444.0","31,644.0","31,123.0","31,040.0","25,195.0","29,476.0","29,842.0","28,627.0","28,237.0","27,942.0","27,413.0","27,286.0","27,295.0","18,702.0","18,875.0","19,130.0","19,305.0","19,728.0","19,992.0","19,922.0","20,009.0",,,,,,,,,,,,,,,,,,,,,,,,
24,Shareholders' equity   [+],"35,270.0","34,684.0","34,995.0","34,275.0","34,095.0","34,006.0","33,318.0","34,103.0",,,,,,,,,"17,824.0","18,073.0","18,008.0","18,098.0","18,200.0","18,299.0","18,393.0","18,555.0","8,269.0","7,974.0","7,989.0","7,723.0","7,997.0","7,809.0","6,411.0","8,688.0","27,301.0","26,437.0","26,052.0","26,154.0","25,544.0","25,014.0","24,680.0","23,987.0","23,477.0","23,193.0","22,799.0","22,124.0","21,645.0","22,277.0","22,676.0","22,315.0","22,277.0","22,676.0","22,315.0","16,716.0",-463.0,0.0, , 
25,        Paid-in capital  ,"16,424.0","16,541.0","16,552.0","16,547.0","16,540.0","16,678.0","16,686.0","16,713.0","33,401.0","32,760.0","31,944.0","30,783.0","31,726.0","32,912.0","32,827.0","29,131.0","11,701.0","11,843.0","10,623.0","10,108.0","9,732.0","9,131.0","8,909.0","8,714.0","3,999.0","3,838.0","3,954.0","3,829.0","4,504.0","4,529.0","3,040.0","5,416.0","19,929.0","19,907.0","20,056.0","20,583.0","20,668.0","20,794.0","20,936.0","20,883.0","20,957.0","21,160.0","21,115.0", , ,"21,060.0", , ,"21,060.0", , , , ,2.0, , 
26,        Retained earnings  ,"13,899.0","13,502.0","13,040.0","12,513.0","11,908.0","11,318.0","10,426.0","10,192.0","16,761.0","16,900.0","17,009.0","17,103.0","17,184.0","17,395.0","17,514.0","17,645.0","6,303.0","6,656.0","5,427.0","5,105.0","4,794.0","4,249.0","4,118.0","4,297.0",,,,,,,,,"7,544.0","6,706.0","6,130.0","5,707.0","5,023.0","4,368.0","3,822.0","3,199.0","2,691.0","2,219.0","1,783.0", , ,186.0, , ,186.0, , , , ,-2.0, , 
27,Tangible shareholders' equity  ,"-7,634.0","-7,752.0","-7,590.0","-7,779.0","-8,355.0","-8,746.0","-9,514.0","-9,806.0","9,966.0","9,508.0","9,299.0","9,140.0","10,492.0","10,462.0","10,334.0","11,582.0",,,,,,,,,,,,,,,,,"4,179.0","3,333.0","2,931.0","3,102.0","2,634.0","2,089.0","3,589.0","2,896.0","2,386.0","2,102.0","1,703.0","1,028.0",549.0,"1,181.0","1,654.0","1,216.0","1,181.0","1,654.0","1,216.0","-3,222.0",-463.0,0.0, , 
28,,,,,,,,,, , , , ,-170.0,-170.0,-170.0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,"-9,870.0","-10,198.0","-10,387.0","-10,458.0","-9,547.0","-9,388.0","-9,295.0","5,960.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
