,0,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30,2006-01-31
11,Total assets  ,"49,059.4","37,714.7","41,887.7","48,196.3","38,806.3","37,416.7","38,849.1","44,065.5","1,371.2","1,386.2","1,352.2","1,242.4","1,228.2","1,225.5","1,241.3","1,399.3","1,341.9","1,309.2","1,270.8","1,324.2","1,325.8","1,326.7","1,315.7","1,355.0","1,320.9","1,286.5","1,189.9","1,089.8","1,075.4","1,041.9",871.5,"1,001.7",964.0,949.2,922.6,815.1,823.3,835.6,712.3,757.9,761.0,780.1,702.7,865.8,798.0,799.7,808.3,843.9,829.4,910.3,735.5,840.1,896.3,857.5,771.9,841.4
12,   ,,,,,,,,,"44,545.5","35,661.1","37,180.0","43,855.9","39,999.4","34,337.4","43,670.0","51,125.6","39,899.5","34,380.3","33,110.5","37,107.3","43,503.1","30,208.1","32,059.8","36,596.5","38,321.8","29,481.3","32,268.1","40,166.3","33,330.0","30,144.1","30,817.4","39,376.1","32,484.4","28,020.2","34,238.3","41,596.4","32,660.3","30,878.9","26,862.2","34,986.2","29,598.9","24,436.1","25,351.7","29,174.4","33,361.0","24,176.9","23,734.4","32,775.5","27,545.7","25,703.3","26,648.9","32,922.9","31,612.2","26,209.3","27,490.1","32,643.2"
13,Accounts payable  ,132.9,108.8,125.5,156.3,151.3,131.8,135.4,105.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Accrued expenses  ,"2,051.5","1,994.6","1,759.0","1,678.7","2,057.8","1,603.5","1,547.6","1,505.3",136.8,112.6,149.7,126.5,137.4,117.8,152.3,158.4,138.7,146.5,194.5,130.8,136.4,146.9,152.1,145.6,140.6,148.9,156.5,149.7,141.4,138.8,167.4,137.7,137.3,123.0,153.3,131.8,116.2,132.3,150.0,96.2,101.4,94.6,130.3,99.2,96.4,103.8,126.9,99.4,96.0,91.4,125.9,105.9,171.8,166.6,125.2,174.5
15,Short-term debt  ,"1,001.6","1,001.3",0.0,0.0,0.0,0.0,0.0,0.0,"1,583.9","1,440.4","1,381.9","1,336.2","1,420.3","1,279.6","1,246.8","1,344.7","1,121.8","1,252.2","1,159.2","1,238.2","1,163.9","1,127.4","1,186.8","1,212.7","1,193.9","1,169.7","1,178.3","1,137.1","1,163.6","1,044.9","1,062.5",930.5,963.0,869.9,930.4,700.5,726.6,697.4,771.0,607.3,728.9,725.4,777.9,637.8,681.3,711.6,668.1,"1,597.7","1,493.4","1,385.6",703.4,"1,413.5","1,463.2","1,423.9",662.8,"1,518.1"
16,        Short-term debt  ,"1,001.6","1,001.3", , , , , , ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Deferred revenues  ,210.4,213.1,220.7,228.3,224.0,229.0,225.7,235.4, , , ,7.8,7.8,2.5,2.5,2.5,2.8,2.8, , , , , , , , , , , , , ,18.2,10.5,-10.5,2.8,2.8,2.8,-2.8,-2.8, , , ,-2.8, , , , , , , ,299.1, , , ,244.4, 
18,Other current liabilities  ,"37,126.0","25,883.1","30,522.5","37,102.7","27,863.8","27,073.0","28,504.0","34,894.8",227.5,230.5,232.9,227.2,215.4,220.6,233.2,243.9,215.2,218.1,228.6,241.5,232.8,232.7,237.1,336.2,302.0,302.9,314.6,324.5,298.4,298.9,312.9,343.5,325.3,325.5,350.9,378.6,337.7,330.6,321.5,333.3,326.8,323.4,329.8,326.3,317.9,319.9,356.1, ,163.5,481.1,"19,335.4",245.9,916.5,996.6,"1,641.8","1,186.8"
19,Total current liabilities  ,"40,522.4","29,200.9","32,627.7","39,166.0","30,296.9","29,037.3","30,412.7","36,741.2","35,302.7","26,503.1","28,051.4","34,728.6","31,183.2","25,101.3","34,215.1","41,503.4","30,992.4","24,970.5","25,531.4","29,104.2","35,237.1","21,652.3","22,591.6","26,883.7","29,008.5","20,277.9","23,083.4","30,507.2","23,835.1","20,868.5","21,709.9","30,012.2","23,371.9","19,193.4","25,352.2","32,763.2","24,312.4","22,517.0","18,809.7","26,705.2","21,403.4","16,300.6","17,525.4","21,801.4","26,132.0","16,945.1","16,190.5","24,165.7","1,752.9","1,958.1","20,463.8","1,765.3","2,551.5","2,587.1","2,674.2","2,879.4"
20,Long-term debt  ,"1,003.0","1,003.4","2,002.2","2,002.3","2,002.3","2,002.4","2,002.4","2,002.4","37,250.9","28,286.6","29,815.9","36,418.5","32,956.3","26,719.3","35,847.4","43,250.4","32,468.1","26,587.3","27,113.7","30,714.7","36,770.2","23,159.3","24,167.6","28,578.2","30,645.0","21,899.4","24,732.8","32,118.5","25,438.5","22,351.1","23,252.7","31,423.9","24,797.5","20,511.8","26,786.8","33,974.1","25,492.9","23,677.3","20,052.2","27,742.0","22,560.5","17,444.0","18,763.4","22,864.7","27,227.6","18,080.4","17,341.6","25,862.8",36.7,43.5,43.5,43.6,73.8,74.4,74.3,74.3
21,Other liabilities  ,"2,169.6","2,149.7","1,857.9","1,781.8","1,743.2","1,698.2","1,698.1","1,292.7","2,002.4","2,002.1","2,002.4","2,002.5","2,002.5","2,007.7","2,007.7","2,007.7","1,994.8","1,995.2",9.2,9.7,10.3,10.9,11.5,12.1,12.6,14.2,14.7,15.3,15.8,16.3,16.8,17.3,25.5,26.0,34.2,34.6,35.1,35.6,39.8,41.3,41.8,42.2,42.7,43.1,51.2,39.2,52.1,52.5,"20,578.5","18,703.8",993.7,"25,125.3","23,080.4","17,699.9","18,730.0","23,645.7"
22,Total liabilities  ,"43,695.0","32,354.0","36,487.8","42,950.1","34,042.4","32,737.9","34,113.2","40,036.3","1,361.0","1,419.0","1,384.7","1,331.8","1,225.5","1,360.3","1,333.3","1,364.3","1,230.4","1,167.6","1,179.1","1,204.8","1,230.4","1,210.6","1,210.5","1,390.1","1,405.7","1,374.9","1,330.7","1,471.4","1,480.4","1,484.0","1,433.9","1,478.3","1,479.0","1,463.2","1,406.9","1,393.2","1,356.7","1,409.3","1,291.3","1,264.6","1,248.7","1,295.9","1,223.0","1,274.1","1,244.5","1,196.0","1,253.5","1,361.4","22,368.1","20,705.4","21,501.0","26,934.2","25,705.7","20,361.4","21,478.5","26,599.4"
23,   ,,,,,,,,,"40,614.3","31,707.7","33,203.0","39,752.8","36,184.3","30,087.3","39,188.4","46,622.4","35,693.3","29,750.1","28,302.0","31,929.2","38,010.9","24,380.8","25,389.6","29,980.4","32,063.3","23,288.5","26,078.2","33,605.2","26,934.7","23,851.4","24,703.4","32,919.5","26,302.0","22,001.0","28,227.9","35,401.9","26,884.7","25,122.2","21,383.3","29,047.9","23,851.0","18,782.1","20,029.1","24,181.9","28,523.3","19,315.6","18,647.2","27,276.7",,,,,,,,
24,Shareholders' equity   [+],"5,364.4","5,360.7","5,399.9","5,246.2","4,763.9","4,678.8","4,735.9","4,029.2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,177.6","4,997.9","5,147.9","5,988.7","5,906.5","5,847.9","6,011.6","6,043.8"
25,        Paid-in capital  ,"1,253.7","1,213.7","1,183.2","1,140.2","1,076.1","1,035.1","1,014.8",964.1,"3,931.2","3,953.4","3,977.0","4,103.1","3,815.1","4,250.1","4,481.6","4,503.2","4,206.2","4,630.2","4,808.5","5,178.1","5,492.2","5,827.3","6,670.2","6,616.1","6,258.5","6,192.8","6,189.9","6,561.1","6,395.3","6,292.7","6,114.0","6,456.6","6,182.4","6,019.2","6,010.4","6,194.5","5,775.6","5,756.7","5,478.9","5,938.3","5,747.9","5,654.0","5,322.6","4,992.5","4,837.7","4,861.3","5,087.2","5,498.8",436.9,384.7,351.8,315.7,260.5,210.2,157.4,128.5
26,        Retained earnings  ,"17,987.6","17,729.6","17,500.6","17,368.6","16,959.1","16,741.1","16,546.6","15,466.1",903.5,869.8,867.8,833.5,784.2,750.4,768.1,735.8,694.7,659.6,663.3,614.2,584.1,565.4,545.2,513.6,474.5,436.8,456.9,451.2,439.8,476.8,486.4,484.2,479.2,466.7,489.5,479.3,464.8,460.6,493.0,481.5,468.7,470.0,520.0,511.9,500.6,465.1,522.0,463.6,"9,684.5","9,556.1","9,378.5","9,220.2","9,438.0","9,266.6","9,111.4","8,512.9"
27,        Treasury stock  ,"-13,709.6","-13,412.6","-13,090.5","-12,914.6","-12,720.2","-12,421.2","-12,209.6","-11,826.1","15,060.1","14,872.4","14,728.2","14,717.7","14,384.7","14,130.2","14,003.3","13,957.2","13,666.3","13,568.6","13,460.3","13,348.3","13,090.2","12,990.0","13,632.9","13,575.1","13,285.0","13,139.3","13,020.3","13,003.6","12,732.0","12,552.0","12,438.3","12,371.5","12,112.6","11,930.7","11,803.9","11,739.5","11,495.0","11,362.9","11,252.0","11,211.6","10,979.2","10,835.0","10,716.6","10,529.4","10,292.4","10,158.8","10,029.8","9,952.9", , ,"-4,612.9","-3,636.5","-3,872.6", ,"-3,194.8","-2,493.8"
28,Tangible shareholders' equity  ,"1,947.0","1,978.5","2,005.4","1,867.2","1,515.8","1,436.6","1,606.0",890.6,"-11,663.7","-11,508.1","-11,303.7","-10,998.8","-10,851.0","-10,448.0","-10,138.6","-10,093.7","-9,839.6","-9,414.5","-9,118.4","-8,711.3","-8,131.3","-7,717.9","-7,750.0","-7,577.5","-7,575.6","-7,517.7","-7,366.6","-7,166.9","-7,154.6","-7,149.4","-7,104.8","-6,822.7","-6,812.8","-6,848.6","-6,714.0","-6,287.1","-6,445.6","-6,513.2","-6,539.5","-6,085.4","-6,075.0","-6,054.8","-6,133.9","-6,137.7","-6,063.1","-5,876.5","-5,804.7", ,"2,083.0","1,934.7","2,106.3","2,954.2","2,414.8","2,755.6","3,509.2","2,951.0"
29,,,,,,,,,,934.2,"1,508.8","1,615.8","1,781.6","1,609.8","1,997.8","2,265.4","2,300.0","2,039.7","2,469.4","2,511.8","2,894.3","3,159.5","3,469.3","4,295.7","2,877.9","2,505.4","2,458.0","2,507.5","2,848.2","2,624.0","2,520.1","2,363.7","2,569.8","2,320.9","2,335.0","2,221.1","2,403.8","2,214.0","2,283.5","2,553.2","2,952.9","2,776.4","2,686.8","2,368.4","2,143.9","1,982.7","1,887.4","2,023.4","2,418.9",,,,,,,,
