,0,2020-01-31,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30
14,Accrued expenses  ,"1,185.0",779.0,717.0,769.0,"1,040.0",806.0,671.0,715.0,"1,094.0",808.0,665.0,725.0,"1,117.0",704.0,750.0,615.0,"1,163.0",685.0,667.0,555.0,"1,119.0",676.0,635.0,501.0,3.5,51.0,47.0,47.0,47.0,45.0,594.0,593.0,592.0,590.0,39.0,38.0,36.0,36.0,37.0,536.0,552.0,553.0,561.0,52.0,"1,021.0",283.0,220.0, ,"1,104.0",51.0,640.0, ,3.1, , , 
15,Short-term and curr portion of long-term debt   [+],"2,538.0","1,211.0","1,009.0","1,008.0","1,832.0","1,117.0",894.0,896.0,"1,431.0",468.0,296.0,295.0,"1,305.0",800.0,"1,193.0","1,083.0","1,104.0","1,058.0","1,014.0","1,026.0",552.0,551.0,54.0,47.0,0.1, , , , , , , ,592.0,590.0,39.0,38.0,36.0,36.0,37.0,536.0, , ,9.0, ,987.0,249.0,189.0, ,"1,064.0",16.0,555.0, , , , , 
16,        Short-term debt  ,"1,941.0",637.0, , ,722.0, , , ,"1,137.0",171.0, , ,510.0, , , ,43.0, , , , , , , ,3.4,51.0,47.0,47.0,47.0,45.0,594.0,593.0,801.0,789.0,831.0,970.0,707.0,802.0,770.0,901.0,552.0, ,552.0,52.0,34.0,34.0,31.0, ,40.0,35.0,85.0, , , , , 
17,        Current portion of long-term debt  ,597.0,574.0,"1,009.0","1,008.0","1,110.0","1,117.0",894.0,896.0,294.0,297.0,296.0,295.0,795.0,800.0,"1,193.0","1,083.0","1,061.0","1,058.0","1,014.0","1,026.0",552.0,551.0,54.0,47.0,3.4,944.0,985.0,"1,008.0",824.0,788.0,847.0,881.0,"1,215.0","1,913.0","1,934.0","1,662.0","1,047.0","1,533.0","1,761.0","1,788.0",683.0, ,716.0,741.0,674.0,748.0,816.0, ,717.0,793.0,819.0, , , , , 
18,Deferred revenues  , ,"1,222.0", , , , ,"1,449.0","1,439.0","1,378.0","1,404.0","1,450.0","1,415.0","1,253.0","1,258.0","1,285.0","1,233.0","1,078.0","1,084.0","1,146.0","1,153.0",979.0,"1,029.0","1,039.0","1,055.0",6.1,"1,927.0","1,993.0","1,876.0","1,194.0","1,784.0","1,936.0","2,053.0","7,891.0","9,156.0","8,677.0","9,921.0","7,119.0","8,008.0","7,993.0","10,881.0","1,256.0","2,820.0","2,157.0","2,033.0","1,322.0","2,053.0","2,214.0", ,"1,750.0","2,016.0","2,043.0", ,7.5, , , 
19,Other current liabilities  ,"3,800.0","3,029.0","4,610.0","4,519.0","3,346.0","3,863.0","2,583.0","2,620.0","1,603.0","2,155.0","2,565.0","2,346.0","1,648.0","2,035.0","2,259.0","2,369.0","1,514.0","1,997.0","2,191.0","2,213.0","1,574.0","2,089.0","2,094.0","2,160.0",33.6,"9,403.0","9,340.0","10,439.0","7,708.0","8,614.0","9,022.0","10,996.0","14,244.0","6,025.0","6,581.0","6,538.0","6,537.0","5,539.0","5,533.0","5,531.0","7,355.0","8,977.0","8,944.0","9,204.0","7,560.0","8,431.0","8,528.0", ,"7,751.0","7,192.0","8,040.0", ,24.5, , , 
20,Total current liabilities  ,"15,182.0","15,063.0","15,835.0","17,781.0","14,497.0","15,069.0","14,581.0","15,774.0","12,096.0","13,738.0","13,625.0","14,686.0","11,974.0","12,633.0","13,183.0","14,121.0","10,492.0","12,162.0","12,141.0","12,970.0","9,348.0","10,804.0","10,013.0","10,814.0",36.9,"10,090.0","9,015.0","9,026.0","9,030.0","9,004.0","18,202.0","18,212.0","-5,109.0","1,876.0","2,008.0","1,966.0","1,931.0","1,902.0","1,894.0","1,983.0","4,528.0","4,524.0","4,515.0","5,023.0","5,039.0","5,044.0","5,050.0", ,"5,576.0","5,580.0","4,301.0", ,15.4, , , 
21,Long-term debt  ,"16,768.0","16,635.0","16,538.0","16,542.0","14,391.0","14,460.0","14,937.0","14,948.0","15,564.0","15,570.0","15,788.0","15,770.0","14,394.0","14,395.0","29,584.0","29,192.0","23,625.0","23,630.0","21,215.0","21,211.0","21,672.0","21,681.0","10,063.0","10,080.0",5.0,"1,933.0","1,991.0","2,014.0","2,071.0","2,110.0","-7,016.0","-7,203.0","17,026.0","17,057.0","17,266.0","18,425.0","15,587.0","15,449.0","15,420.0","18,395.0","2,053.0","1,489.0","1,547.0","1,545.0","1,971.0","1,597.0","1,465.0", ,"1,444.0","1,363.0","1,334.0", ,4.9, , , 
22,Other liabilities  ,"5,549.0","5,608.0","5,682.0","5,660.0","1,976.0","1,790.0","1,806.0","1,770.0","1,758.0","1,733.0","1,719.0","1,626.0","1,606.0","1,634.0","-13,318.0","-13,348.0","-10,505.0","-10,515.0","-9,298.0","-9,236.0","-9,267.0","-9,183.0","1,821.0","1,853.0",75.5,"21,426.0","20,346.0","21,479.0","18,809.0","19,728.0","20,208.0","22,005.0",,,,,,,,,"13,936.0","14,990.0","15,006.0","15,772.0","14,570.0","15,072.0","15,043.0", ,"14,771.0","14,135.0","13,675.0", ,44.8, , , 
23,Total liabilities  ,"37,499.0","37,306.0","38,055.0","39,983.0","30,864.0","31,319.0","31,324.0","32,492.0","29,418.0","31,041.0","31,132.0","32,082.0","27,974.0","28,662.0","29,449.0","29,965.0","23,612.0","25,277.0","24,058.0","24,945.0","21,753.0","23,302.0","21,897.0","22,747.0",,,,,,,,,"16,533.0","16,809.0","16,779.0","17,459.0","18,112.0","18,892.0","19,213.0","19,019.0",,,,,,,,,,,,,,,,
24,   ,,,,,,,,,,,,,,,,,,,,,,,,,24.5,"12,651.0","13,062.0","13,252.0","13,857.0","14,225.0","14,824.0","15,203.0",14.0,24.0,7.0, ,11.0,6.0,9.0,6.0,"19,069.0","19,419.0","19,176.0","18,437.0","18,055.0","17,957.0","17,506.0", ,"16,098.0","16,054.0","15,969.0", ,55.2, , , 
25,Shareholders' equity   [+],"1,972.0","2,458.0","2,640.0","3,236.0","3,644.0","5,394.0","5,781.0","5,745.0","5,873.0","5,742.0","5,536.0","5,531.0","6,434.0","6,708.0","7,022.0","7,212.0","7,654.0","8,378.0","8,687.0","9,477.0","9,968.0","10,730.0","11,240.0","11,482.0", , , ,38.0,26.0,9.0,2.0, ,"15,852.0","16,109.0","16,060.0","16,715.0","17,371.0","18,144.0","18,454.0","18,246.0",6.0,398.0,367.0,296.0,277.0,215.0,118.0, ,16.0,20.0,11.0, , , , , 
26,        Retained earnings  ,"1,727.0","2,238.0","2,439.0","3,095.0","3,452.0","5,156.0","5,517.0","5,405.0",22.0, , , , , , , ,"7,593.0","8,298.0","8,533.0","9,085.0","9,591.0","10,271.0","10,749.0","10,985.0",24.3,"12,103.0","12,504.0","12,618.0","13,224.0","13,602.0","14,199.0","14,557.0","16,533.0","16,809.0","16,779.0","17,459.0","18,112.0","18,892.0","19,213.0","19,019.0","18,307.0","18,236.0","18,025.0","17,399.0","17,049.0","17,012.0","16,648.0", ,"15,345.0","15,281.0","15,210.0", , , , , 
27,Tangible shareholders' equity  ,"1,669.0","2,155.0","2,337.0","2,933.0","3,341.0","4,122.0","4,510.0","4,457.0","5,425.0","5,289.0","5,253.0","5,346.0","6,241.0","6,376.0","6,839.0","7,074.0","7,500.0","8,378.0","8,687.0","9,477.0","9,968.0","10,730.0","11,240.0","11,482.0",24.5,"12,651.0","13,062.0","13,252.0","13,857.0","14,225.0","14,824.0","15,203.0",,,,,,,,,"19,069.0","19,419.0","19,176.0","18,437.0","18,055.0","17,957.0","17,506.0", ,"16,098.0","16,054.0","15,969.0", ,55.2, , , 
28,,,,,,,,,,"4,566.0","4,415.0","4,281.0","4,450.0","5,352.0","5,674.0","5,948.0","7,212.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
