,0,2020-01-31,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30
13,Current portion of long-term debt  ,295.0,147.0,197.0,92.0,92.0,100.0,49.0,49.0,240.0,240.0,241.0,319.0,278.0,278.0,359.0,338.0,127.0,132.0,55.0,40.0,28.0,30.0,30.0,680.0,677.0,677.0,877.0,876.0,26.0,22.0,250.0,231.0,230.0,231.0, , , , , , ,393.0,393.0,393.0,506.0,0.0,0.0,201.0,202.0,203.0,304.0,105.0,410.0,434.0,341.0, , 
14,        Current portion of long-term debt  ,147.0,147.0,197.0,92.0,92.0,92.0,42.0,42.0,232.0,232.0,232.0,307.0,263.0,263.0,341.0,321.0, , , , , , , ,650.0,650.0,650.0,850.0,850.0, , ,250.0,231.0,"2,756.0","3,466.0","2,767.0","2,670.0","2,647.0","3,225.0","2,832.0","2,653.0",393.0,393.0,393.0, , , , , ,"3,338.0","4,061.0","3,232.0","3,277.0","3,492.0","3,486.0", , 
15,Other current liabilities  ,-80.0,78.0,84.0,86.0,8.0, , , ,"2,369.0","2,638.0","2,282.0","2,247.0","2,419.0","2,941.0","2,574.0","2,458.0",101.0,106.0,28.0,28.0,28.0,28.0,28.0,23.0,23.0,23.0,23.0,26.0, ,22.0, , ,"2,871.0","2,871.0","3,099.0","3,099.0","3,099.0","3,099.0","3,099.0","2,999.0","3,249.0","3,673.0","3,173.0","2,948.0","2,794.0","3,415.0","3,147.0","2,859.0","3,505.0","3,505.0","3,705.0","3,706.0","3,010.0","3,112.0", , 
16,Total current liabilities  ,"1,932.0","2,229.0","2,129.0","1,945.0","1,942.0","2,294.0","1,984.0","1,939.0","3,992.0","4,253.0","4,052.0","4,283.0","4,558.0","4,518.0","4,366.0","4,395.0", , , ,28.0,28.0,28.0,28.0,23.0,23.0,23.0,23.0, , , , , ,"1,787.0","1,892.0","1,860.0","1,854.0","1,862.0","1,687.0","1,692.0","1,559.0","2,999.0","2,999.0","2,999.0","2,999.0","3,505.0","3,505.0","3,505.0","3,505.0","2,154.0","1,910.0","1,900.0","1,948.0","1,883.0","2,220.0", , 
17,Long-term debt  ,"3,574.0","4,011.0","3,589.0","3,826.0","3,920.0","4,367.0","4,168.0","4,352.0",710.0,775.0,837.0,852.0,787.0,996.0,"1,029.0","1,023.0","2,412.0","2,831.0","2,347.0","2,159.0","2,156.0","2,510.0","2,218.0","2,711.0","2,846.0","3,378.0","3,526.0","3,648.0","2,568.0","2,774.0","2,484.0","2,437.0","7,414.0","8,229.0","7,726.0","7,623.0","7,608.0","8,011.0","7,623.0","7,211.0","1,555.0","1,538.0","1,461.0","1,602.0","1,557.0","1,981.0","1,993.0","1,991.0","8,997.0","9,476.0","8,837.0","8,931.0","8,385.0","8,818.0", , 
18,Other liabilities  ,"1,654.0","1,591.0","1,579.0","1,537.0",689.0,680.0,690.0,699.0,"7,071.0","7,666.0","7,171.0","7,382.0","7,764.0","8,455.0","7,969.0","7,876.0","4,678.0","5,655.0","5,738.0","5,833.0","5,265.0","6,226.0","5,867.0","4,891.0","4,901.0","4,912.0","4,921.0","2,950.0","2,956.0","2,943.0","2,901.0","2,871.0",,,,,,,,,"7,803.0","8,210.0","7,633.0","7,549.0","7,856.0","8,901.0","8,645.0","8,355.0",,,,,,,,
19,Total liabilities  ,"7,160.0","7,831.0","7,297.0","7,308.0","6,551.0","7,341.0","6,842.0","6,990.0",,,,,,,,,"1,043.0",517.0,487.0,472.0,974.0,-1.0,427.0,937.0,967.0,938.0,887.0,908.0,"1,086.0","1,671.0","1,756.0","1,795.0","4,010.0","4,522.0","4,703.0","4,751.0","5,460.0","4,941.0","4,886.0","4,870.0",,,,,,,,,"5,312.0","4,491.0","4,242.0","4,522.0","4,288.0","4,000.0", , 
20,   ,,,,,,,,,"1,383.0","1,078.0","1,155.0","1,205.0","1,354.0","1,140.0","1,197.0","1,250.0","8,133.0","9,003.0","8,572.0","8,464.0","8,395.0","8,735.0","8,512.0","8,539.0","8,714.0","9,228.0","9,334.0","7,506.0","6,610.0","7,388.0","7,141.0","7,103.0","3,699.0","3,619.0","3,605.0","3,587.0","3,925.0","3,908.0","3,896.0","3,881.0","4,778.0","4,588.0","4,536.0","4,196.0","4,155.0","5,197.0","5,151.0","5,093.0","3,453.0","3,442.0","3,431.0","3,472.0","3,430.0","3,368.0", , 
21,Shareholders' equity   [+],829.0,868.0,963.0,"1,034.0","1,170.0","1,074.0","1,216.0","1,315.0","4,705.0","4,701.0","4,694.0","4,684.0","4,679.0","4,676.0","4,668.0","4,659.0",,,,,,,,,,,,,,,,,"1,412.0","1,541.0","1,728.0","1,819.0","2,222.0","1,999.0","2,002.0","2,036.0","3,867.0","3,862.0","3,849.0","3,507.0","3,499.0","3,489.0","3,476.0","3,464.0","1,540.0", , , ,922.0, , , 
22,        Paid-in capital  ,"4,723.0","4,720.0","4,719.0","4,715.0","4,713.0","4,711.0","4,709.0","4,708.0","-3,118.0","-3,376.0","-3,248.0","-3,186.0","-3,006.0","-3,198.0","-3,131.0","-3,075.0","1,309.0","1,547.0","1,660.0","1,775.0","1,914.0","2,430.0","2,600.0","2,753.0","3,087.0","2,647.0","2,320.0","2,866.0","3,171.0","3,502.0","3,671.0","3,936.0","4,010.0","4,522.0","4,703.0","4,751.0","5,460.0","4,941.0","4,886.0","4,870.0","2,023.0","1,871.0","1,891.0", ,"1,959.0", , , ,"5,312.0","4,491.0","4,242.0","4,522.0","4,288.0","4,000.0", , 
23,        Retained earnings  ,"-3,667.0","-3,694.0","-3,601.0","-3,553.0","-3,373.0","-3,448.0","-3,297.0","-3,196.0","1,108.0","1,078.0","1,155.0","1,205.0","1,079.0","1,140.0","1,197.0","1,250.0","4,654.0","4,639.0","4,627.0","4,616.0","4,606.0","4,597.0","4,588.0","4,579.0","4,571.0","4,575.0","3,828.0","3,812.0","3,799.0","3,789.0","3,782.0","3,767.0",,,,,,,,,"4,778.0","4,588.0","4,536.0","4,196.0","4,155.0","5,197.0","5,151.0","5,093.0",,,,,,,,
24,Tangible shareholders' equity  ,554.0,868.0,963.0,"1,034.0",895.0,"1,074.0","1,216.0","1,315.0",,,,,,,,,"-3,007.0","-2,221.0","-2,084.0","-1,946.0","-2,494.0","-1,720.0","-1,532.0","-1,360.0","-1,008.0","-1,043.0",-554.0,32.0,380.0,932.0,"1,057.0","1,204.0",,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,"1,041.0","1,547.0","1,660.0","1,775.0","1,646.0","2,430.0","2,600.0","2,753.0","2,819.0","2,647.0","2,320.0","2,866.0","2,894.0","3,502.0","3,671.0","3,936.0",,,,,,,,,,,,,,,,,,,,,,,,
