,0,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30,2006-01-31,2005-10-31,2005-07-31
11,Total assets  ,"1,705.6","1,784.1","1,956.2","1,738.6","1,749.6","1,787.8","2,202.7","1,935.4","1,932.9","1,969.0","2,257.8","2,048.2","2,012.8","2,206.4","2,447.7","3,653.8","3,112.4","3,876.2","3,835.8","3,748.7","3,537.4","4,141.2","4,078.4","3,927.2","3,732.5","4,276.3","4,431.0","4,044.7","3,774.7","4,189.9","4,108.1","3,971.7","3,596.5","3,996.6","4,019.3","4,059.9","3,705.7","3,886.2","4,107.3","2,858.4","2,664.3","2,877.9","3,091.3","2,945.3","2,888.0","3,249.8","3,194.8","3,124.0","2,982.0","3,196.8", ,"2,902.8","2,887.6","3,156.3","3,145.5","2,901.6"
12,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Accounts payable  ,418.9,510.5,621.6,470.5,458.9,490.9,656.6,511.2,473.7,500.8,717.2,579.8,480.6,577.0,730.4,"1,202.5",484.6,"1,080.1","1,184.2","1,101.1",735.1,"1,135.5","1,226.4","1,196.2",805.2,"1,360.6","1,448.4","1,387.0",863.2,"1,488.6","1,462.0","1,275.7",949.0,"1,244.4","1,318.7","1,267.8",869.0,"1,184.9","1,279.3",760.5,698.3,746.6,943.7,759.0,746.2,831.7,"1,055.2",835.2,752.0,793.0, ,755.5,768.6,828.9,"1,009.0",760.8
14,Accrued expenses  ,268.1,271.6,267.5,256.6,260.2,285.6,280.9,265.4,283.2,319.1,311.2,307.4,360.2,334.3,325.4,375.1,326.7,564.0,434.2,402.2,502.6,629.1,544.0,511.6,569.2,563.0,471.0,474.5,612.1,910.1,724.1,704.9,474.6,790.2,608.3,674.5,755.4,859.2,716.7,616.4,587.5,704.3,593.4,614.8,599.5,725.1,576.2,572.4,558.1,696.7, ,524.5,540.5,675.9,536.2,476.0
15,Short-term debt  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.3,127.3,127.3,127.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ,0.0,0.0,0.0,0.0,0.0
16,Other current liabilities  ,215.5,239.3,214.4,224.0,323.5,358.6,327.2,338.0,351.4,384.8,344.0,360.7,353.1,384.9,330.5,344.2, , , ,127.3,127.3,127.3,127.3, ,341.0,386.7,297.2,312.9,321.4, , , , , ,100.0,100.0,100.0, , , , ,18.8, , , ,33.4, , ,"1,310.1","1,489.6", ,"1,280.0","1,309.1","1,504.8","1,545.2","1,236.8"
17,Total current liabilities  ,902.6,"1,021.5","1,103.4",951.1,"1,042.6","1,135.1","1,264.7","1,114.6","1,108.3","1,204.7","1,372.4","1,247.8","1,193.9","1,296.2","1,386.3","1,921.9",661.8,390.1,328.4,338.6,356.7,392.2,313.6,329.0,"1,715.5","2,310.3","2,216.6","2,174.3","1,796.7","2,398.6","2,186.1","1,980.6",311.1, , , , , , , ,"1,285.8","1,469.7","1,537.1","1,373.8","1,345.6","1,590.2","1,631.3","1,407.5", , , ,41.0, , ,62.0,9.0
18,Long-term debt  ,203.8,129.3,278.3,178.7,158.7,59.8,242.8,84.1,64.9,18.2,191.4,64.6,47.2, ,192.0, ,"1,473.0","2,034.2","1,946.8","1,969.2","1,721.6","2,284.2","2,211.3","2,036.8",77.0, ,338.4,302.8,324.2,129.3,299.6,536.0,"1,734.7","2,034.6","2,027.0","2,042.2","1,724.4","2,144.1","1,995.9","1,376.9", , ,126.5,119.0,86.7, ,24.6, ,525.0,531.6, ,536.2,520.6,525.6,562.8,572.9
19,Other liabilities  ,210.9,216.8,215.4,209.5,192.2,210.6,242.8,246.9,253.3,231.1,242.6,244.6,252.0,380.2,409.6,554.3, , ,64.0, , , ,105.0,7.5,855.2,859.2,861.5,878.4,791.6,914.3,939.0,971.9,340.3,304.4,376.9,380.0,260.4, ,325.0, ,466.7,484.9,566.4,567.3,574.9,584.9,542.9,549.5,"1,835.2","2,021.3", ,"1,857.2","1,829.8","2,030.4","2,170.0","1,818.7"
20,Total liabilities  ,"1,317.3","1,367.5","1,597.2","1,339.2","1,393.4","1,405.5","1,750.4","1,445.6","1,426.5","1,454.0","1,806.5","1,557.0","1,493.0","1,676.4","1,987.8","2,476.1",388.0,619.3,805.4,759.3,769.7,761.0,744.2,883.9,"2,647.6","3,169.6","3,416.5","3,355.6","2,912.5","3,442.2","3,424.7","3,488.6","1,000.2",783.6,792.1,807.5,817.5,791.6,908.4,568.6,"1,752.5","1,954.6","2,229.9","2,060.0","2,007.3","2,175.1","2,198.9","1,957.1",,,,,,,,
21,   ,,,,,,,,,,,,,,,,,"1,861.0","2,653.5","2,816.2","2,728.5","2,491.4","3,045.1","3,060.4","2,928.3",,,,,,,,,"3,075.2","3,122.6","3,196.1","3,229.7","2,802.3","2,935.7","3,229.3","1,945.5",,,,,,,,,"1,146.9","1,175.5", ,"1,045.6","1,057.9","1,125.9",975.5,"1,082.9"
22,Shareholders' equity   [+],388.4,416.6,359.0,399.3,356.1,382.3,452.3,489.8,506.5,515.0,451.3,491.1,519.7,530.0,459.9,"1,177.7",,,,,,,,,"1,084.9","1,106.7","1,014.5",689.1,862.2,747.6,683.3,483.0,,,,,,,,,911.8,923.2,861.4,885.2,880.8,"1,074.7",996.0,"1,167.0","1,181.9","1,169.2", ,"1,125.7","1,116.9","1,091.0","1,045.9","1,037.3"
23,        Paid-in capital  ,"1,753.5","1,752.6","1,751.3","1,750.0","1,749.6","1,747.5","1,745.8","1,744.0","1,741.4","1,743.6","1,741.1","1,740.8","1,738.0","1,734.9","1,731.7","2,134.5","1,251.5","1,222.7","1,019.5","1,020.2","1,046.1","1,096.0","1,018.0",998.9,"1,383.8","1,383.4","1,378.0","1,348.0","1,340.9","1,337.8","1,332.0","1,327.9",521.3,874.0,823.2,830.1,903.4,950.5,878.0,912.9,"1,274.5","1,262.4","1,257.7","1,245.7","1,240.6","1,233.3","1,222.4","1,214.2",588.7,600.4, ,519.2,512.6,512.6,399.6,409.5
24,        Retained earnings  ,-186.8,-157.0,-212.7,-174.1,-216.2,-183.1,-108.4,-67.1,-46.4,-22.0,-81.3,-50.0,-24.3,17.6,-51.0,301.3,"1,928.0","1,924.1","1,409.1","1,399.9","1,395.5","1,390.6","1,387.9","1,387.8",410.3,420.6,434.2,436.3,586.2,543.6,495.8,505.8,"1,323.3","1,319.0","1,313.7","1,290.8","1,286.2","1,284.2","1,277.7","1,273.6",697.0,721.2,654.2,686.7,685.3,696.9,591.3,596.7,-625.6,-597.7, ,-597.7,-571.9,-478.8,-465.0,-360.1
25,        Treasury stock  ,"-1,122.6","-1,122.6","-1,122.5","-1,122.4","-1,121.7","-1,121.7","-1,121.7","-1,121.5","-1,121.1","-1,135.3","-1,131.3","-1,121.1","-1,110.4","-1,098.6","-1,081.8","-1,080.9",357.5,381.2,318.5,310.9,344.0,385.7,327.2,318.6,"-1,063.9","-1,059.5","-1,059.4","-1,058.6","-1,058.3","-1,055.8","-1,055.7","-1,054.8",562.4,621.8,576.3,603.9,681.1,727.5,661.5,699.8,"-1,049.3","-1,047.5","-1,047.4","-1,046.7","-1,045.8",-846.0,-817.6,-645.1,797.7,824.7, ,691.4,702.1,768.3,616.2,721.7
26,Tangible shareholders' equity  ,14.6,41.3,-22.0,18.2,-25.1,-1.2,-64.9,-27.6,-11.1,-6.7,-70.5,-30.8,-2.4,3.8,-70.3,177.5,"-1,079.7","-1,073.4","-1,072.1","-1,069.8","-1,069.1","-1,067.6","-1,067.4","-1,066.9",41.5,39.2,-59.1,-392.0,-221.5,-342.6,-413.5,-603.0,"-1,054.2","-1,053.7","-1,053.7","-1,052.9","-1,052.4","-1,050.8","-1,050.8","-1,050.1",574.3,599.8,525.6,546.5,539.8,744.1,650.3,819.4,,,,,,,,
27,,,,,,,,,,,,,,,,,,720.6,212.5,6.1,2.6,24.3,67.8,-16.8,-40.2,,,,,,,,,-569.4,-221.3,-276.9,-274.6,-206.1,-156.9,-234.0,567.3,,,,,,,,,,,,,,,,
