,0,2020-01-31,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30
17,Long-term debt  ,"11,338.0", ,"10,365.0", ,"10,223.0", , ,"11,107.0", ,"5,241.0","4,992.0",1.0, ,1.0,1.0,168.0,153.0,261.0,60.0,64.0,194.0,"4,296.0", , ,"12,777.0","14,551.0","12,616.0","11,159.0","14,031.0","15,709.0","13,329.0","12,446.0", , , ,"4,542.0", ,36.0,33.0,67.0,"11,327.0","12,398.0","9,810.0","10,249.0","10,512.0","13,496.0","11,359.0","10,959.0","29,253.0","27,129.0","23,512.0","22,573.0","21,716.0","23,067.0","21,050.0","20,379.0"
18,Other liabilities  ,"5,121.0","15,588.0","5,001.0","16,263.0","4,756.0","14,902.0","14,791.0","4,620.0","13,052.0","15,227.0","12,576.0","12,392.0","12,707.0","12,642.0","11,003.0","12,019.0","12,622.0","13,858.0","11,613.0","10,648.0","11,736.0","13,525.0","11,336.0","12,040.0","11,429.0","12,665.0","12,655.0","13,691.0","14,654.0","14,526.0","14,479.0","13,467.0","14,287.0","14,139.0","11,620.0","10,838.0","10,070.0","11,790.0","10,100.0","10,197.0","10,643.0","11,432.0","11,983.0", ,"12,000.0", , , ,,,,,,,,
19,Total liabilities  ,"30,946.0","32,196.0","29,730.0","29,502.0","29,993.0","32,492.0","28,829.0","27,771.0","11,117.0", , ,"11,086.0","11,031.0","12,097.0","12,063.0","12,596.0","11,945.0","11,951.0","11,883.0","12,654.0","12,634.0", ,"13,852.0","12,612.0","19,950.0","3,001.0","2,871.0","2,864.0","20,844.0","2,992.0","3,620.0","4,399.0","13,447.0","12,897.0","12,661.0", ,"11,653.0","11,737.0","11,693.0","10,642.0","7,216.0","7,178.0","7,838.0","19,844.0","7,882.0","19,965.0","20,324.0","2,384.0","15,307.0","16,160.0","15,954.0","15,711.0","15,633.0","14,800.0","14,373.0","14,370.0"
20,   ,,,,,,,,,"4,483.0","15,690.0","15,036.0","2,719.0","17,266.0","2,795.0","2,645.0","2,748.0","18,257.0","2,631.0","2,948.0","2,970.0","18,523.0","16,563.0","2,834.0","2,904.0","44,156.0","30,217.0","28,142.0","27,714.0","49,529.0","33,227.0","31,428.0","30,312.0","19,872.0","6,147.0","6,112.0","16,928.0","6,495.0","6,543.0","6,594.0","6,887.0","29,186.0","31,008.0","29,631.0","30,093.0","30,394.0","33,461.0","31,683.0","13,343.0","2,656.0","2,636.0","2,610.0","2,437.0","2,387.0", , , 
21,Shareholders' equity   [+],"11,833.0","11,545.0","11,836.0","11,117.0","11,297.0","11,080.0","11,167.0","11,158.0","28,652.0","30,917.0","27,612.0","26,197.0","41,004.0","27,534.0","25,711.0","27,363.0","42,824.0","28,440.0","26,444.0","26,272.0","42,893.0","30,088.0","28,022.0","27,556.0",,,,,,,,,"47,606.0","33,183.0","30,393.0","27,766.0","28,218.0","30,070.0","28,387.0","27,726.0",,,,,,,,,"12,761.0","13,630.0","13,451.0","13,386.0","13,417.0", , , 
22,        Paid-in capital  ,"6,226.0","6,006.0","6,114.0","5,908.0","6,042.0","5,867.0","5,788.0","5,664.0",,,,,,,,,,,,,,,,,397.0,"16,156.0","16,020.0","16,520.0","-1,366.0","16,352.0","15,897.0","15,863.0",,,,,,,,,"15,347.0","14,971.0","14,602.0","14,119.0","13,712.0","13,580.0","13,457.0","29,487.0","15,307.0","16,160.0","15,954.0","15,711.0","15,633.0","14,800.0","14,373.0","14,370.0"
23,        Retained earnings  ,"6,433.0","6,270.0","6,461.0","5,958.0","6,017.0","5,884.0","6,058.0","6,187.0","11,651.0","11,092.0","11,055.0","11,021.0","-3,573.0","11,069.0","11,577.0","12,545.0","-2,562.0","13,256.0","13,942.0","14,174.0","-1,721.0","16,373.0","16,433.0","16,486.0","4,470.0","4,403.0","4,335.0","4,159.0","3,925.0","3,854.0","3,721.0","3,595.0",-976.0,"15,264.0","15,106.0","15,230.0","15,487.0","14,879.0","15,268.0","15,597.0","2,919.0","2,866.0","2,822.0","2,788.0","2,762.0","2,725.0","2,707.0","2,678.0",,,,,,,,
24,Tangible shareholders' equity  ,"11,200.0","11,545.0","11,836.0","11,117.0","10,664.0","11,080.0","11,167.0","11,158.0","5,858.0","5,762.0","5,707.0","5,674.0","5,661.0","5,598.0","5,562.0","5,520.0","5,348.0","5,314.0","5,271.0","5,170.0","4,899.0","4,612.0","4,561.0","4,512.0","12,599.0","12,353.0","12,285.0","12,873.0","13,155.0","13,069.0","12,774.0","12,854.0","3,487.0","3,431.0","3,385.0","3,345.0","3,311.0","3,128.0","3,085.0","3,010.0","12,947.0","12,559.0","12,266.0","11,821.0","11,443.0","10,967.0","10,861.0","11,789.0",,,,,,,,
25,,,,,,,,,,"6,495.0","5,895.0","5,918.0","5,927.0","5,884.0","6,031.0","6,579.0","7,593.0","8,188.0","8,359.0","9,099.0","9,441.0","9,644.0","12,631.0","12,611.0","12,743.0",246.0,"16,156.0","16,020.0","16,520.0","-1,425.0","16,352.0","15,897.0","15,863.0","12,959.0","12,340.0","12,213.0","12,398.0","12,698.0","12,254.0","12,690.0","13,098.0","15,288.0","14,971.0","14,602.0","14,119.0","13,712.0","13,580.0","13,457.0","29,487.0",,,,,,,,
26,,,,,,,,,,"11,021.0","11,092.0","11,055.0","11,021.0","-3,706.0","11,069.0","11,577.0","12,545.0","-2,695.0","13,256.0","13,942.0","14,174.0","-1,868.0","16,373.0","16,433.0","16,486.0",,,,,,,,,"-1,035.0","15,264.0","15,106.0","15,230.0","15,428.0","14,879.0","15,268.0","15,597.0",,,,,,,,,,,,,,,,
