,0,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30,2006-01-31
11,Short-term debt  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.6, , , , , , , ,32.6,25.0,26.0,21.8,27.3,23.9,27.6,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Total current liabilities  ,360.6,397.2,299.3,0.0,226.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,249.5,343.4, , , , , ,37.1,30.8, ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.6,48.2,72.6,5.2,771.9,267.9,113.7,72.5,"1,151.2",12.4,8.5,27.7,264.8,1.0,18.1,5.8
13,Long-term debt  ,"9,011.2","8,509.4","7,994.9", ,"8,151.3", , , , , ,"4,300.0","4,000.0", ,"4,350.3","4,116.2","4,023.7",353.6,362.1,315.4,321.1,321.0,365.9,350.4,35.8, ,17.1, , ,281.4,46.7,8.6,12.0,417.2, ,24.2,4.1,284.0,6.5,3.3,26.7,276.4,84.5,105.9,38.1,836.1,304.4,144.7,104.3,"1,216.4",69.9,50.6,59.1,319.7,40.2,48.6,34.0
14,Other liabilities  ,"-4,505.6","-4,254.7","-3,997.4","4,222.3","-4,052.5","3,889.6","4,788.2","4,491.3","4,321.8","4,632.1",319.6,249.5,"4,184.7",-247.3,-96.5,-46.1,"3,876.1","4,064.1","3,913.5","3,888.3","4,247.5","3,976.7","4,259.6","4,394.8",330.8,44.6,33.4,25.2,312.2,75.2,35.7,34.9,449.8,25.0,50.2,25.9,311.3,30.4,30.9,47.4,"5,479.5",275.1,350.0,365.0,400.0,480.1,620.0,693.8,475.0,550.0,554.0,530.0,540.0,555.0,400.0,442.0
15,Total liabilities  ,"4,866.2","4,651.9","4,296.8","4,222.3","4,325.1","3,889.6","4,788.2","4,491.3","4,321.8","4,632.1","4,619.6","4,249.5","4,184.7","4,363.0","4,269.2","4,320.9",37.1,-45.2,22.8,83.5,-1.5,72.4,39.9,392.0,"4,438.6","4,829.5","4,843.5","4,713.5","4,413.1","4,938.2", ,"5,201.2", ,"5,259.7","5,369.6","5,440.6", ,"5,542.6","5,643.9",59.8,499.3,"6,410.1","6,653.9","6,888.8","6,470.9","7,017.2","7,428.2","7,673.7","6,610.4","7,459.1","7,103.4","6,999.1","6,692.6","6,847.0","6,752.2","6,748.4"
16,   ,,,,,,,,,,,,,,,,,"4,266.9","4,381.0","4,251.7","4,292.9","4,567.0","4,415.0","4,649.9","4,822.6",57.4,440.3,450.7,443.1,441.2,368.9,"5,461.8",423.3,"5,194.0",463.5,410.5,415.0,"5,657.0",477.8,473.3,"6,162.2","6,255.1","6,769.6","7,109.8","7,291.9","7,707.0","7,801.7","8,192.9","8,471.8","8,301.8","8,079.0","7,708.0","7,588.1","7,552.3","7,442.2","7,200.8","7,224.3"
17,Shareholders' equity   [+],"1,962.6","1,887.3","1,944.0","2,061.5","1,864.9","2,295.5","1,756.1","1,764.0","1,757.3","1,537.2","1,579.6","1,938.0","2,048.2","1,930.8","2,005.0","1,821.3",,,,,,,,,"4,826.7","5,314.4","5,327.7","5,181.8","5,166.4","5,382.3","5,497.5","5,659.4","5,643.8","5,748.2","5,830.2","5,881.4","5,968.4","6,050.7","6,148.1","6,269.4",,,,,,,,,,,,,,,,
18,        Paid-in capital  ,"3,497.4","3,497.3","3,498.6","3,495.3","3,515.7","3,888.3","3,887.3","3,885.3","3,900.0","3,898.4","3,897.6","4,051.6","4,051.7","4,052.6","4,066.5","4,068.2","1,851.8","1,836.7","1,906.0","1,922.6","1,530.0","1,522.5","1,428.7","1,260.6",,,,,,,,,,,,,,,,,"1,651.4","1,704.9","1,731.6","1,790.3","1,734.9","2,095.6","2,133.8","2,080.0","2,304.7","2,440.0","2,691.6","2,717.9","2,737.5","2,779.1","3,191.6","3,141.4"
19,Tangible shareholders' equity  ,"1,924.8","1,887.3","1,944.0","2,023.7","1,827.1","2,295.5","1,756.1","1,764.0","1,719.5","1,537.2","1,579.6","1,938.0","2,010.4","1,930.8","2,005.0","1,821.3","4,064.7","4,064.7","4,065.0","4,065.4","3,696.1","3,694.1","3,692.9","3,700.4","1,252.7","1,175.1","1,143.0","1,188.6","1,234.9","1,183.1","1,449.6","1,164.3","1,228.1","1,294.5","1,334.7","1,380.4","1,410.2","1,566.3","1,559.7","1,615.7","3,072.7","3,067.3","3,065.1","3,061.1","2,910.0","2,850.6","2,740.9","2,888.7","3,508.3","3,018.5","3,060.7","3,079.5","3,272.5","3,063.4","3,131.7","3,128.5"
20,,,,,,,,,,,,,,,,,,"1,807.9","1,836.7","1,906.0","1,922.6","1,484.9","1,522.5","1,428.7","1,260.6","3,701.3","3,704.4","3,704.0","3,716.6","3,712.7","3,714.7","3,683.8","3,071.5","3,098.3","3,106.1","3,096.0","3,084.6","3,070.3","3,076.8","3,079.2","3,075.5","1,651.4","1,704.9","1,731.6","1,790.3","1,734.9","2,095.6","2,133.8","2,080.0","2,304.7","2,440.0","2,691.6","2,717.9","2,737.5","2,779.1","3,191.6","3,141.4"
21,,,,,,,,,,,,,,,,,,,,,,,,,,"1,203.7","1,175.1","1,143.0","1,188.6","1,185.9","1,183.1","1,449.6","1,164.3","1,173.6","1,294.5","1,334.7","1,380.4","1,348.3","1,566.3","1,559.7","1,615.7",,,,,,,,,,,,,,,,
