,0,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30,2006-01-31
11,Total assets  ,"47,510.8","45,805.0","46,199.8","46,466.6","32,811.2","34,053.7","32,708.4","33,722.9","33,803.7","32,559.6","32,785.2","32,120.3","31,023.9","32,486.9","33,146.5","33,795.4","7,047.2","7,026.7","7,081.2","7,028.2","7,229.0","7,732.6","7,845.3","7,650.3","36,626.3","35,551.3","34,453.4","34,123.8","35,386.5","33,824.5","33,332.4","33,334.2","32,989.9","32,277.5","32,833.0","32,080.2","31,975.2","31,168.5","28,675.4","29,825.6","30,224.9","30,072.4","29,207.1","27,810.6","28,461.5","28,134.4","30,521.3","30,922.0",,,,,,,,
12,   ,,,,,,,,,,,,,,,,,"37,938.7","32,959.5","34,947.9","32,155.6","34,227.4","36,020.8","37,780.6","36,369.1",,,,,,,,,,,,,,,,,,,,,,,,,624.1,624.2,516.7,669.2,668.7,603.4,556.7,586.3
13,Accounts payable  ,988.2,849.5,796.8,823.6,"1,207.9",932.8,917.9,779.9,924.8,685.2,536.0,678.4,756.0,852.2,574.6,654.5,,,,,,,,,"1,086.0",858.3,805.2,831.6,"1,141.9",833.6,823.4,708.3,961.3,750.1,709.9,700.9,943.9,596.5,578.0,472.1,636.0,515.6,489.8,488.8,620.4,481.0,601.4,579.6,"1,991.1",61.2,288.2,613.5,17.7,619.2,"1,155.1","1,202.5"
14,Current portion of long-term debt  ,59.1,0.0,0.0,0.0,0.0,0.0,292.2,0.0,0.0,215.8,209.9,222.9,77.2,0.0,0.0,0.0,874.7,802.6,840.1,702.0,860.1,847.3,965.1,828.1,0.0,0.0,0.0,0.0,0.0,512.1,852.9,724.2, , , , , ,"1,419.6","1,246.2","1,304.5", ,"1,428.4","1,306.6", ,"1,459.2", , , ,"1,126.6", , , , ,165.0,553.2,529.1
15,        Current portion of long-term debt  ,59.1, , , , , ,292.2, , ,215.8,209.9,222.9,77.2, , , ,0.0,0.0,0.0,0.0,0.0,613.3,539.2,101.4, , , , , ,512.1,852.9,724.2,366.6,"1,541.5","1,219.4","1,516.4",8.3,78.9,334.9,18.1,18.1,424.3,457.6,19.0,31.8,18.0,621.4,"1,290.3",864.5,61.2,288.2,613.5,17.7,454.2,601.9,673.4
16,Other current liabilities  ,"2,573.7","3,426.1","2,443.2","2,556.0","1,765.6","2,693.9","1,760.2","2,041.5","1,965.8","2,839.2","1,997.4","2,319.4","2,635.1","3,624.5","2,092.6","2,204.2", , , , , ,613.3,539.2,101.4,"2,084.0","2,964.0","1,999.8","2,185.5","2,261.2","2,805.6","1,946.0","2,213.9", ,816.1,896.8,597.3, , , , , , ,50.0, , , ,372.4,"1,070.0","1,883.3","3,523.9","2,624.7","1,781.8","2,265.2","3,353.7","1,880.0","1,908.0"
17,Total current liabilities  ,"3,621.0","4,275.6","3,240.0","3,379.6","2,973.5","3,626.7","2,970.3","2,821.4","2,890.6","3,740.2","2,743.3","3,220.7","3,468.3","4,476.7","2,667.2","2,858.7","2,075.7","2,153.9","1,920.7","2,049.9","1,887.8","2,719.0","1,887.4","2,171.7","3,170.0","3,822.3","2,805.0","3,017.1","3,403.1","4,151.3","3,622.3","3,646.4",366.6,725.4,322.6,919.1,8.3,78.9,334.9,18.1,18.1,424.3,457.6,19.0,31.8,18.0,249.0,220.3,"4,498.5","4,209.3","3,429.6","3,064.5","2,951.6","4,576.3","3,591.8","3,696.8"
18,Long-term debt  ,"34,118.1","32,850.1","32,654.3","32,892.0","31,075.3","31,895.2","30,687.7","30,869.5","29,536.4","28,402.6","28,150.9","26,984.2","25,878.5","26,007.0","26,010.0","23,352.6","2,950.4","2,956.5","2,760.8","2,751.9","2,747.9","4,179.6","3,391.7","3,101.2","14,129.8","13,487.8","13,369.8","12,797.9","13,632.5","12,752.0","12,720.4","12,055.7","2,181.3","2,786.6","2,019.5","2,036.8","1,972.5","1,171.3",423.7,774.6,"2,334.6","1,172.1",589.5,"1,705.1",426.5,"2,369.5","1,802.4","1,813.4","7,310.0","7,685.9","7,885.5","8,199.9","8,389.9","8,569.4","8,351.4","8,708.9"
19,Other liabilities  ,"5,212.9","5,392.4","5,215.9","5,106.1","5,004.2","4,676.9","4,263.7","4,087.7","4,599.3","3,949.1","3,931.8","3,957.4","3,875.8","3,655.2","3,847.9","3,780.3","24,122.1","17,990.5","17,901.6","14,291.8","14,935.7","14,516.9","14,891.4","13,825.4","3,496.1","3,234.4","3,209.7","3,137.2","3,099.9","3,055.1","2,964.8","2,978.6","3,509.2","5,078.2","3,948.8","4,254.1","2,924.7","3,266.3","2,582.8","2,569.3","2,988.7","3,540.4","2,843.5","2,212.9","2,537.9","2,868.5","3,025.2","3,683.3","2,303.4","2,810.5","2,594.1","2,542.6","2,416.6","2,453.6","2,381.8","2,380.6"
20,Total liabilities  ,"42,952.0","42,518.1","41,110.2","41,377.7","39,053.0","40,198.8","37,921.7","37,778.6","37,026.3","36,091.9","34,826.0","34,162.3","33,222.6","34,138.9","32,525.1","29,991.6","3,822.7","3,754.5","3,772.9","3,767.6","3,740.6","3,752.6","3,475.8","3,425.2","20,795.9","20,544.5","19,384.5","18,952.2","20,135.5","19,958.4","19,307.5","18,680.7","12,133.8","10,988.1","11,062.8","10,524.3","11,497.0","11,357.1","10,291.3","10,482.6","10,560.3","10,657.9","10,492.9","10,420.1","10,186.0","9,860.6","10,439.1","10,443.6","14,111.9","14,705.7","13,909.2","13,807.0","13,758.1","15,599.3","14,325.0","14,786.3"
21,   ,,,,,,,,,,,,,,,,,"30,895.2","24,701.5","24,435.3","20,811.3","21,424.2","22,449.1","21,758.9","20,351.8",,,,,,,,,"2,972.3","2,893.7","2,884.4","2,872.3","2,928.0","2,894.0","2,661.0","2,656.9","2,651.4","2,684.5","2,626.1","2,675.7","2,355.0","2,353.7","2,435.4","2,397.1",,,,,,,,
22,Shareholders' equity   [+],"4,558.8","3,286.9","5,089.6","5,088.9","-6,241.8","-6,145.1","-5,213.3","-4,055.7","-3,222.6","-3,532.3","-2,040.8","-2,042.0","-2,198.7","-1,652.0",621.4,"3,803.8",,,,,,,,,"15,830.4","15,006.8","15,068.9","15,171.6","15,251.0","13,866.1","14,024.9","14,653.5","18,615.3","18,960.0","17,896.0","17,650.7","17,349.7","17,517.4","15,535.1","15,708.8","16,200.4","16,882.8","15,962.5","15,308.7","15,078.9","15,082.8","15,899.7","16,524.0","15,279.8","14,967.9","15,085.7","15,666.5","15,216.4","15,229.9","15,448.0","14,815.0"
23,        Paid-in capital  ,"7,653.9","7,619.7","7,549.5","7,438.5","7,376.0","7,257.2","7,195.2","7,122.2","7,072.4","6,994.1","6,916.7","6,809.6","6,757.9","6,712.8","6,137.5","6,088.7","7,043.5","8,258.0","10,512.6","11,344.3","12,803.2","13,571.7","16,021.7","16,017.3","5,994.1","5,962.6","5,920.6","5,852.7","5,778.9","5,689.0","5,619.7","5,564.2",,,,,,,,,,,,,,,,,"4,226.7","4,108.3","3,957.0","3,731.3","3,445.0","3,228.2","3,089.3","2,976.7"
24,        Retained earnings  ,"52,930.5","51,359.5","51,562.5","50,928.6","50,487.0","49,076.2","49,106.7","48,396.5","48,325.8","47,631.5","47,300.6","46,666.9","46,222.7","45,030.0","45,272.5","44,912.4","6,533.4","6,418.1","6,363.2","6,312.3","6,239.1","6,187.7","6,137.4","6,062.9","41,751.2","40,354.6","40,402.4","39,776.4","39,278.0","37,882.5","37,900.8","37,262.5","14,374.6","13,317.5","14,937.0","14,429.5","14,625.5","13,651.1","13,140.3","14,116.8","14,024.5","13,189.6","13,244.6","12,501.9","13,382.6","13,051.6","14,621.6","14,398.0","26,461.5","25,172.9","25,881.2","26,592.5","25,845.6","24,585.7","24,976.1","24,141.6"
25,        Treasury stock  ,"-66,328.6","-64,931.9","-63,440.8","-62,414.5","-61,528.5","-60,634.3","-59,734.5","-58,107.6","-56,504.4","-55,883.1","-53,748.1","52,818.9","-52,108.6","-50,760.9","-48,111.8","-44,752.1","44,594.5","44,202.0","43,681.6","43,290.0","43,294.5","42,201.8","42,741.5","42,154.7","-32,179.8","-31,685.5","-31,198.1","-30,811.3","-30,576.3","-30,313.5","-29,786.8","-28,982.0","5,487.3","5,430.1","5,362.1","5,259.9","5,196.4","5,108.3","5,028.7","4,960.6","4,853.9","4,744.3","4,697.9","4,635.7","4,600.2","4,521.6","4,396.0","4,308.9","-16,762.4","-15,556.2","-14,832.7","-14,371.9","-13,552.2","-11,858.5","-12,003.7","-11,255.6"
26,Tangible shareholders' equity  ,"1,881.4",745.1,"2,509.1","2,771.1","-8,573.3","-8,490.1","-7,560.5","-6,460.5","-5,602.3","-5,905.6","-4,386.0","-4,341.2","-4,535.2","-4,156.7","-1,877.2","1,234.0","-41,176.8","-39,719.4","-37,390.5","-35,733.6","-35,177.1","-34,183.9","-33,292.5","-32,530.8","12,957.7","12,153.0","12,290.3","12,382.1","12,447.0","11,121.9","11,344.2","11,934.4","36,707.5","35,329.8","35,165.0","34,386.2","33,811.7","32,568.9","32,406.7","31,769.3","31,270.8","30,056.0","29,927.3","29,380.7","28,953.9","27,968.3","27,751.3","26,981.8","12,978.5","12,677.4","12,887.4","13,412.2","13,142.8","13,073.8","13,322.5","12,771.8"
27,,,,,,,,,,,,,,,,,,"4,527.2","5,676.4","7,885.1","8,750.8","10,067.9","10,760.5","13,119.4","13,125.8",,,,,,,,,"-28,270.9","-27,986.8","-27,135.3","-26,463.3","-25,143.4","-24,759.8","-24,041.3","-23,142.6","-22,854.8","-22,519.4","-21,792.4","-21,046.3","-20,289.4","-20,218.5","-19,355.3","-18,668.9",,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,721.4","10,679.1","12,211.6","11,759.9","12,039.4","11,129.6","10,726.4","11,645.7","11,599.3","10,781.4","10,905.2","10,303.9","11,145.2","10,779.6","12,239.1","12,026.5",,,,,,,,
