,0,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30,2006-01-31,2005-10-31,2005-07-31,2005-04-30,2005-01-31,2004-10-31,2004-07-31,2004-04-30,2004-01-31,2003-10-31
11,Total assets  ,"7,666.0","7,510.0","8,271.0","9,387.0","9,483.0","12,815.0","10,172.0","10,318.0","10,326.0","10,438.0","10,308.0","11,304.4","11,278.0","11,443.5","11,174.9","12,179.5","11,999.6","12,256.1","12,280.0","12,152.0","12,993.1","13,358.3","13,430.6","13,615.0","13,681.2","13,773.9","13,911.7","13,880.8","13,234.0","13,546.5","13,717.3","13,673.3",524.6,511.0,476.2,993.1,"1,210.5",287.7,292.2,289.9,313.7,282.6,270.7,275.2,187.9,184.0,175.8,89.1,88.5,78.4,106.6,82.7,59.9,57.1,63.1,69.1
12,   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,296.8","13,049.4","13,073.1","14,033.2","15,208.7","9,061.5","9,036.3","8,796.3","8,553.3","8,360.9","8,397.3","8,031.3","7,561.8","7,657.1","7,732.7","7,256.6","6,948.4","6,865.8","7,071.4","7,152.1","6,468.2","6,394.0","6,503.0","6,324.9"
13,Accounts payable  ,"1,732.0","1,655.0","1,528.0","2,025.0","2,049.0","2,031.0","1,685.0","2,022.0","2,129.0","2,030.0","1,867.0","2,201.1","2,171.9","2,088.5","1,997.5","2,114.9","2,036.5","2,058.4","1,896.0","2,170.4","2,236.1","2,194.4","2,220.4","2,337.3","2,300.6","2,288.8","2,208.4","2,289.4","2,176.7","2,056.4","2,111.7","2,238.1",,,,,,,,,,,,,,,,,,,,,,,,
14,Accrued expenses  ,941.0,933.0,974.0,"1,193.0","1,143.0","1,272.0","1,160.0","1,284.0","1,193.0","1,268.0","1,330.0","1,327.1","1,235.3","1,295.0","1,267.0","1,369.2","1,193.6","1,315.7","1,405.8","1,326.4","1,198.7","1,274.7","1,414.7","1,437.9","1,274.7","1,406.9","1,497.9","1,537.4","1,373.8","1,433.6","1,603.4","1,617.0","2,095.7","1,980.1","1,967.6","2,497.9","2,799.8","1,638.3","1,560.7","1,687.2","1,615.7","1,493.2","1,486.2","1,525.6","1,403.6","1,438.5","1,435.8","1,366.0","1,335.5","1,212.8","1,241.4","1,394.4","1,171.9","1,058.6","1,110.6","1,276.5"
15,Short-term and curr portion of long-term debt   [+],524.0,521.0,519.0,23.0,207.0,17.0,15.0,19.0,90.0,93.0,92.0,92.5,111.8,182.3,104.0,973.0,964.7,967.6,987.2,119.0,499.0,438.1,439.1,430.2,360.7,243.6,587.4,589.6,574.2,567.3,67.3,61.7,"1,453.9","1,428.2","1,404.7","1,229.6","1,017.4",955.8,"1,025.4",973.5,845.5,958.4,"1,087.0",958.8,850.3,965.7,"1,041.2",947.2,804.5,888.4,954.2,891.6,684.3,849.0,822.5,762.0
16,        Short-term debt  , , , , ,207.0,17.0,17.0,19.0, ,93.0,92.0,92.5,111.8,182.3,104.0, ,964.7,967.6,987.2,119.0,499.0,438.1,439.1,430.2, , , ,589.6, , ,67.3, ,496.1,858.9,277.7,"2,940.3",584.3,28.5,23.8,3.1,203.4,202.0,215.2,202.0,2.1,2.2,2.9,1.4,2.5,1.2,1.2,192.9,181.8,180.9,190.2,3.6
17,        Current portion of long-term debt  ,524.0,521.0,519.0,23.0,207.0,17.0,15.0,19.0,90.0,93.0,92.0,92.5,111.8,182.3,104.0,973.0,92.5,112.2,129.7,143.9, , , , ,360.7,243.6,587.4,589.6,574.2,567.3,67.3,61.7,496.1, ,277.7, , , , , ,"2,664.6","2,653.6","2,788.4","2,686.3","2,256.0","2,406.4","2,479.9","2,314.5","2,142.5","2,102.4","2,196.9","2,478.9","2,038.0","2,088.6","2,123.2","2,042.1"
18,Other current liabilities  ,119.0,85.0,636.0, , , ,405.0, ,"3,412.0","3,391.0","3,289.0","3,620.7","3,519.0","3,565.7","3,368.5","4,457.1","4,287.4","4,454.0","4,418.6","3,759.8","3,933.8","3,907.2","4,074.3","4,205.5","3,936.0","3,939.2","4,293.6","4,416.4","4,124.8","4,057.3","3,782.3","3,916.8",107.1, ,"1,195.6", ,"2,993.0", , , ,725.5,643.7,578.1,578.2,773.8,776.0,761.0,750.1,740.3,733.1,736.1,737.1,708.9,698.9,709.3,868.8
19,Total current liabilities  ,"3,316.0","3,194.0","3,657.0","3,241.0","3,399.0","3,320.0","3,265.0","3,325.0","1,018.0","1,020.0","1,018.0","1,025.7","1,015.7","1,016.9","1,000.2","1,000.5","1,000.3","1,000.4","1,001.9","1,541.8","1,542.6","1,595.9","1,599.0","1,557.1","1,930.6","1,876.9","2,014.4","2,054.8","2,004.8","2,029.5","2,500.3","2,502.9","4,152.8","4,267.2","4,845.6","6,667.9","7,394.5","2,622.6","2,609.9","2,663.8",9.3,9.2, ,8.1,6.7,6.3,5.8,22.6,29.6,34.1,23.3,2.4,9.5,12.9,7.6,27.7
20,Long-term debt  ,524.0,526.0,528.0,"1,024.0","1,015.0","3,489.0","1,016.0","1,016.0",673.0,691.0,688.0,625.4,671.5,689.7,665.4,658.5,674.1,705.6,681.4,671.7,720.0,759.8,691.8,672.5,694.9,683.7,652.5,626.8,643.0,591.8,579.7,605.3,"2,361.5","2,960.4","1,968.9","1,924.9","1,793.1",700.4,698.2,688.1,"3,399.4","3,306.5","3,366.5","3,272.6","3,036.4","3,188.7","3,246.8","3,087.3","2,912.3","2,869.7","2,956.3","3,218.5","2,756.4","2,800.3","2,840.1","2,938.6"
21,Other liabilities  ,431.0,422.0,390.0,467.0,497.0,517.0,507.0,630.0,"5,103.0","5,102.0","4,995.0","5,271.8","5,206.2","5,272.3","5,034.0","6,116.1","5,961.8","6,160.0","6,102.0","5,973.3","6,196.3","6,263.0","6,365.1","6,435.0","6,561.6","6,499.8","6,960.5","7,098.0","6,772.6","6,678.5","6,862.4","7,024.9",601.6, ,636.1, , , , ,9.6,,,,,,,,,,,,,,,,
22,Total liabilities  ,"4,271.0","4,142.0","4,575.0","4,732.0","4,911.0","7,326.0","4,788.0","4,971.0",,,,,,,,,,,,,,,,,,,,,,,,,"7,115.9","7,227.6","7,450.6","8,592.8","9,187.5","3,323.0","3,308.1","3,361.6","5,153.8","5,054.4","5,030.8","4,758.7","4,525.3","4,468.4","4,485.9","4,169.4","4,036.1","3,996.1","4,115.2","3,933.6","3,711.8","3,593.7","3,662.9","3,386.3"
23,   ,,,,,,,,,"5,223.0","5,336.0","5,313.0","6,032.6","6,071.8","6,171.1","6,140.8","6,063.4","6,037.8","6,096.1","6,178.0","6,178.7","6,796.8","7,095.3","7,065.5","7,180.0","7,119.7","7,274.0","6,951.2","6,782.8","6,461.4","6,867.9","6,854.9","6,648.4",,,,,,,,,"3,558.1","3,460.6","3,338.4","3,228.4","3,112.9","3,041.5","2,937.4","2,426.4","2,372.3","2,300.4","2,254.9","2,158.9","2,090.9","1,968.2","1,933.4","1,887.0"
24,Shareholders' equity   [+],"3,395.0","3,368.0","3,696.0","4,655.0","4,572.0","5,489.0","5,384.0","5,347.0","4,966.0","4,953.0","4,935.0","4,896.4","4,883.9","4,876.8","4,866.5","4,823.7","4,806.4","4,740.5","4,711.1","4,661.9","4,633.9","4,586.0","4,551.3","4,481.0","4,447.9","4,375.0","4,334.7","4,254.5","4,211.1","4,431.5","4,379.9","4,251.1","6,180.9","5,821.8","5,622.4","5,440.4","6,021.2","5,738.5","5,728.2","5,434.7","4,185.8","4,007.0","4,005.4","3,668.9","3,379.0","3,218.2","3,192.6","3,239.2","3,001.4","2,854.7","2,818.2","2,566.8","2,358.0","2,235.5","2,209.3","1,997.4"
25,        Paid-in capital  ,"5,102.0","5,079.0","5,067.0","5,039.0","5,029.0","5,017.0","5,010.0","4,978.0","6,771.0","6,811.0","6,829.0","7,166.1","7,026.1","7,020.9","7,001.8","6,867.0","6,809.7","6,785.4","6,694.2","6,688.6","7,358.0","7,311.3","7,199.1","6,983.8","6,726.4","6,619.6","6,492.3","6,281.5","6,057.6","5,992.7","5,869.1","5,694.8","4,174.9","4,090.9","4,048.4","3,987.7","3,878.4","3,760.1","3,720.3","3,625.7", ,"-2,707.4", , , , , , , , , , ,-809.3, , , 
26,        Retained earnings  ,"4,174.0","4,196.0","5,092.0","6,122.0","6,021.0","6,864.0","6,900.0","6,892.0","-5,419.0","-5,419.0","-5,419.0","-5,395.2","-5,340.2","-5,299.9","-5,229.4","-5,192.2","-5,087.4","-4,955.8","-4,889.0","-4,799.2","-4,688.0","-4,511.9","-4,416.0","-4,299.5","-4,152.2","-3,935.5","-3,787.0","-3,674.1","-3,517.1","-3,391.5","-3,388.4","-3,386.1","5,484.7","5,451.3","5,367.3","5,081.3","4,924.6","4,774.4","4,793.5","4,460.4","3,233.5","3,325.4","3,343.3","3,154.1","2,919.9","2,859.0","2,866.8","2,553.7","2,487.6","2,430.2","2,571.2","2,424.1","2,303.8","2,184.1","2,251.4","1,965.0"
27,        Treasury stock  ,"-5,419.0","-5,419.0","-5,419.0","-5,419.0","-5,419.0","-5,419.0","-5,419.0","-5,419.0","2,251.0","2,329.0","2,298.0","2,491.0","2,439.5","2,546.9","2,524.5","2,416.8","2,499.7","2,548.9","2,572.3","2,614.0","2,522.9","2,659.3","2,633.6","2,560.5","2,448.0","2,509.7","2,355.3","2,137.6","1,937.6","2,323.2","2,190.9","1,783.4","-3,381.8", ,"-3,357.7", , , , , ,,,,,,,,,,,,,,,,
28,Tangible shareholders' equity  ,"1,938.0","1,908.0","2,225.0","2,443.0","2,312.0","2,557.0","3,117.0","2,392.0",,,,,,,,,,,,,,,,,,,,,,,,,"1,391.5","1,247.7","1,140.3",950.3,502.6,"3,696.0","3,732.0","3,463.1",,,,,,,,,,,,,,,,
