,0,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2006-10-31
11,Accrued expenses  ,122.7,130.0,136.5,150.1,139.2,137.3,147.1,139.1, ,76.3,55.4,52.2,41.4,33.1,97.0,19.7,882.9,800.1,"1,285.4","1,327.6","1,090.7","1,113.3","1,102.3",986.4,"1,111.7","1,065.1",950.1,"1,092.5",908.4,"1,020.0",663.5,745.5,683.8,652.0,680.9,0.0,726.0,0.0,0.0,0.0,,,,,,,,,466.6,598.4,624.3,457.3,488.6,530.4,425.3,206.4
12,Short-term debt  ,0.0,0.0,0.0,0.0,0.0,0.0,681.3,676.9,0.0,890.0,878.7,867.7,859.9,802.9,797.8,876.2,882.9,800.1,"1,285.4","1,327.6","1,090.7","1,113.3","1,102.3",986.4,"1,111.7","1,065.1",950.1,"1,092.5",908.4,"1,020.0",663.5,745.5,683.8,652.0,680.9, ,726.0, , , ,729.2,648.7,614.5,520.5,491.4,518.3,635.8,601.4,,,,,,,,
13,        Short-term debt  , , , , , , ,681.3,676.9, ,890.0,878.7,867.7,859.9,802.9,797.8,876.2,212.0,189.9,160.2,161.0,128.7,144.8,144.7,177.3,173.1,225.1,229.6,223.7,188.2,216.7,216.6,282.6,225.7,222.0,226.9, ,235.0, , , ,481.4,480.6,479.3,478.5,477.6,479.2,478.2,477.4,491.4,518.3,635.8,601.4,605.6,576.2,577.5,312.2
14,Other current liabilities  ,179.5,196.6,237.1,227.0,211.8,227.5,244.8,255.8, ,285.6,277.3,266.5,222.5,216.2,201.4,241.0,"1,113.2","1,008.7","1,462.2","1,500.5","1,259.8","1,301.1","1,290.9","1,207.1","1,323.5","1,329.1","1,215.0","1,351.5","1,131.8","1,273.0",918.1,"1,067.9",941.7,909.8,935.9,0.0,981.1,0.0,0.0,0.0,213.6,156.4,124.2,32.0,4.2,35.5,153.9,120.4,477.6,479.2,478.2,477.4,476.9,476.5,475.7,220.0
15,Total current liabilities  ,302.1,326.5,373.6,377.0,351.0,408.5,"1,593.4","1,646.6",0.0,"1,251.9","1,211.4","1,186.4","1,443.7","1,052.2","1,096.1","1,137.0",750.6,614.1,835.2,582.1,541.4,595.0,654.8,661.0,685.4,604.2,599.0,757.9,730.5,690.4,713.6,654.2,556.0,603.5,578.6,"1,550.9",517.7,"1,094.7",916.3,"1,045.5",729.2,648.7,614.5,520.5,491.4,518.3,635.8,601.4,4.2,35.5,153.9,120.4,125.1,96.1,98.2,90.0
16,Long-term debt  ,93.5,91.9,92.4,90.8,91.2,89.6, , ,"2,506.0","1,033.1",936.9,921.3,329.3,703.0,792.4,913.9,"1,863.7","1,622.8","2,297.3","2,082.6","1,801.3","1,896.1","1,945.6","1,868.1","2,009.0","1,933.3","1,814.1","2,109.4","1,862.3","1,963.5","1,631.7","1,722.1","1,497.8","1,513.3","1,514.6","1,550.9","1,498.8","1,094.7",916.3,"1,045.5",,,,,,,,,491.4,518.3,635.8,601.4,605.6,576.2,577.5,312.2
17,Other liabilities  ,482.4,497.2,489.1,527.1,513.8,632.1,517.3,522.4,"2,506.0","2,285.0","2,148.4","2,107.7","1,773.0","1,755.2","1,888.5","2,050.9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Total liabilities  ,878.0,915.6,955.1,994.9,956.0,"1,130.3","2,110.7","2,169.0",,,,,,,,,848.8,891.6,"1,127.5","1,170.6","1,194.0","1,134.8","1,185.2","1,073.2","1,086.3","1,000.6",941.2,910.8,860.4,894.2,845.7,881.3,845.7,766.0,770.2,785.7,839.2,766.8,735.3,716.7,,,,,,,,,,,,,,,,
19,   ,,,,,,,,,851.4,885.7,863.9,901.2,891.7,838.6,816.2,879.0,496.4,495.3,500.6,501.6,500.6,499.6,498.4,497.6,496.6,495.6,494.5,493.5,492.5,491.3,490.2,489.3,488.5,487.7,487.6,486.6,485.6,484.5,483.3,482.4,,,,,,,,,,,,,,,,
20,Shareholders' equity   [+],477.2,506.5,500.7,484.3,479.5,574.0,668.1,707.6,503.3,501.8,500.7,501.2,500.3,499.5,498.2,497.1,325.3,368.4,594.9,636.8,660.9,600.2,651.9,542.4,551.3,467.3,410.8,382.3,325.6,386.2,340.0,376.1,311.0,240.8,245.3,261.2,304.2,247.8,218.8,201.2,,,,,,,,,,,,,,,,
21,        Paid-in capital  ,503.5,502.6,501.9,500.8,499.7,498.6,503.3,504.6,324.3,362.0,342.3,378.5,370.2,321.0,291.0,354.0,848.8,891.6,"1,127.5","1,170.6","1,194.0","1,134.8","1,185.2","1,073.2","1,086.3","1,000.6",941.2,910.8,860.4,894.2,845.7,881.3,845.7,766.0,770.2,785.7,839.2,766.8,735.3,716.7,,,,,,,,,,,,,,,,
22,        Retained earnings  ,-30.1,0.3,-4.9,-20.2,-26.1,54.7,143.9,181.5,851.4,885.7,863.9,901.2,891.7,838.6,816.2,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Tangible shareholders' equity  ,477.2,506.5,500.7,484.3,479.5,574.0,668.1,707.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
