,0,2019-10-31,2019-07-31,2019-04-30,2019-01-31,2018-10-31,2018-07-31,2018-04-30,2018-01-31,2017-10-31,2017-07-31,2017-04-30,2017-01-31,2016-10-31,2016-07-31,2016-04-30,2016-01-31,2015-10-31,2015-07-31,2015-04-30,2015-01-31,2014-10-31,2014-07-31,2014-04-30,2014-01-31,2013-10-31,2013-07-31,2013-04-30,2013-01-31,2012-10-31,2012-07-31,2012-04-30,2012-01-31,2011-10-31,2011-07-31,2011-04-30,2011-01-31,2010-10-31,2010-07-31,2010-04-30,2010-01-31,2009-10-31,2009-07-31,2009-04-30,2009-01-31,2008-10-31,2008-07-31,2008-04-30,2008-01-31,2007-10-31,2007-07-31,2007-04-30,2007-01-31,2006-10-31,2006-07-31,2006-04-30,2006-01-31
11,Total assets  ,"525,064.0","525,122.0","522,269.0","512,922.0","491,984.0","504,860.0","496,829.0","499,143.0","498,301.0","503,073.0","499,762.0","500,162.0","498,264.0","514,568.0","510,349.0","502,777.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,445.0","10,137.0","8,324.0","7,546.0","6,174.0", , , 
12,   ,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, , , , , ,"3,455.0","3,704.0","2,874.0","4,950.0","4,730.0","5,203.0",473.0,"5,436.0","3,094.0","1,622.0","9,494.0","90,296.0","98,480.0","96,744.0","89,290.0","70,198.0","85,562.0","82,817.0","77,424.0"
13,Short-term debt  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"21,318.0","22,686.0","22,786.0","22,437.0","21,324.0","23,695.0","23,694.0","49,198.0","46,501.0","49,054.0","50,074.0","51,364.0","49,903.0","24,418.0","24,458.0","25,034.0",0.0,"2,400.0",0.0,0.0,0.0,"4,064.0","4,282.0","3,876.0","4,535.0","4,321.0","4,630.0","5,033.0","8,568.0","51,207.0","84,715.0","87,449.0", ,"9,288.0","8,996.0","10,992.0","9,546.0","8,497.0","5,101.0","6,615.0"
14,Other current liabilities  ,"18,269.0","19,959.0","20,621.0","20,812.0","19,248.0","20,829.0","19,676.0","20,038.0","19,030.0","20,135.0","19,992.0","19,840.0","19,634.0","21,047.0","22,165.0","22,060.0","21,318.0","22,686.0","22,786.0","22,437.0","21,324.0","23,695.0","23,694.0","49,198.0","46,501.0","49,054.0","50,074.0","51,364.0","49,903.0","24,418.0","24,458.0","25,034.0", ,"2,400.0", , ,"2,700.0","4,064.0","4,282.0","3,876.0","4,535.0","4,321.0","4,630.0", ,"8,568.0", , , ,"96,741.0","117,905.0","114,064.0","107,828.0","85,918.0","94,059.0","87,918.0","84,039.0"
15,Total current liabilities  ,"18,269.0","19,959.0","20,621.0","20,812.0","19,248.0","20,829.0","19,676.0","20,038.0","19,030.0","20,135.0","19,992.0","19,840.0","19,634.0","21,047.0","22,165.0","22,060.0","29,249.0","30,719.0", , ,"31,217.0", , , ,"393,717.0","392,175.0","389,129.0","396,945.0","399,727.0","423,732.0","425,284.0","424,904.0","23,465.0","25,951.0","83,346.0","80,573.0","121,115.0","233,956.0","166,935.0","244,187.0","69,962.0","23,126.0","23,371.0", ,"25,735.0", , , ,"162,935.0", , , ,"135,316.0", , , 
16,Long-term debt  ,"35,350.0","35,262.0","36,291.0","35,776.0","34,540.0","34,594.0","33,784.0","33,619.0","31,640.0","31,039.0","31,812.0","30,747.0","30,912.0","32,277.0","33,329.0","31,952.0","356,065.0","348,961.0","382,559.0","389,897.0","355,768.0","394,512.0","396,834.0","393,493.0","440,218.0","441,229.0","439,203.0","448,309.0","449,630.0","448,150.0","449,742.0","449,938.0","23,465.0","28,351.0","83,346.0","80,573.0","121,115.0","241,475.0","174,921.0","250,937.0","79,447.0","32,177.0","33,204.0","5,506.0","39,739.0","54,301.0","86,337.0","96,943.0","692,884.0","850,033.0","815,372.0","788,764.0","656,308.0","751,142.0","724,850.0","707,180.0"
17,Other liabilities  ,"404,018.0","402,456.0","399,252.0","394,241.0","380,887.0","390,260.0","381,572.0","382,129.0","381,923.0","378,887.0","373,634.0","374,908.0","370,860.0","372,079.0","364,318.0","359,684.0","406,632.0","402,366.0","405,345.0","412,334.0","408,309.0","418,207.0","420,528.0","442,691.0",,,,,,,,,"418,673.0","419,696.0","428,247.0","433,227.0","448,655.0","519,750.0","570,963.0","509,101.0", , , ,"127,360.0", ,"155,990.0","163,577.0","158,909.0","952,560.0","967,938.0","929,436.0","896,592.0","877,542.0","845,201.0","812,768.0","791,219.0"
18,Total liabilities  ,"457,637.0","457,677.0","456,164.0","450,829.0","434,675.0","445,683.0","435,032.0","435,786.0","432,593.0","430,061.0","425,438.0","425,495.0","421,406.0","425,403.0","419,812.0","413,696.0",,,,,,,,,"101,111.0","99,515.0","98,235.0","100,571.0","99,003.0","102,573.0","105,641.0","104,465.0","442,138.0","448,047.0","511,593.0","513,800.0","569,770.0","761,225.0","745,884.0","760,038.0","669,103.0","734,472.0","734,003.0","632,670.0","757,953.0","740,664.0","721,774.0","715,431.0",,,,,,,,
19,   ,,,,,,,,,,,,,,,,,"90,210.0","99,619.0","104,642.0","108,367.0","107,272.0","108,983.0","108,581.0","104,420.0","80,899.0","80,497.0","80,468.0","80,456.0","80,410.0","81,768.0","81,764.0","81,772.0",,,,,,,,,"748,550.0","766,649.0","767,207.0","765,536.0","797,692.0","950,955.0","971,688.0","971,283.0","95,801.0","104,167.0","104,430.0","103,155.0","101,868.0","96,343.0","87,902.0","88,579.0"
20,Shareholders' equity   [+],"67,427.0","67,445.0","66,105.0","62,093.0","57,309.0","59,177.0","61,797.0","63,357.0","65,708.0","73,012.0","74,324.0","74,667.0","76,858.0","89,165.0","90,537.0","89,081.0","81,510.0","81,435.0","81,330.0","81,303.0","80,958.0","80,904.0","80,967.0","80,975.0","22,965.0","21,136.0","19,113.0","16,382.0","14,176.0","18,170.0","16,314.0","13,982.0","110,916.0","96,210.0","105,205.0","97,447.0","113,673.0","110,740.0","104,647.0","103,659.0",,,,,,,,,"2,848.0","2,818.0","2,708.0","2,674.0","2,590.0","2,572.0","2,533.0","2,513.0"
21,        Paid-in capital  ,"81,345.0","81,287.0","81,211.0","81,148.0","81,268.0","81,008.0","80,924.0","80,841.0","81,078.0","80,976.0","80,913.0","80,846.0","81,064.0","81,281.0","81,232.0","81,415.0","30,943.0","33,122.0","33,707.0","32,073.0","29,775.0","29,300.0","27,286.0","24,393.0","-14,520.0","-14,115.0","-13,923.0","-13,923.0","-13,924.0","-13,925.0","-5,926.0","-3,942.0","80,459.0","81,776.0","81,056.0","77,697.0","9,683.0","5,864.0","6,297.0","6,356.0","99,035.0","77,695.0","63,205.0","54,222.0","62,726.0","71,282.0","78,188.0","79,803.0","89,029.0","94,830.0","92,251.0","88,493.0","84,996.0","81,987.0","78,192.0","75,433.0"
22,        Retained earnings  ,"23,084.0","22,439.0","22,077.0","21,259.0","20,884.0","21,749.0","23,318.0","22,671.0","21,457.0","28,389.0","30,420.0","29,591.0","28,711.0","32,077.0","31,951.0","30,396.0","-30,098.0","-26,881.0","-23,165.0","-20,820.0","-19,218.0","-17,720.0","-16,369.0","-15,386.0","99,636.0","99,515.0","98,235.0","100,571.0","97,534.0","102,573.0","105,641.0","104,465.0","10,774.0","-5,466.0","-1,357.0","-3,202.0","-3,466.0","-14,486.0","-12,120.0","-9,871.0","6,358.0","14,664.0","80,259.0","72,316.0","39,488.0","32,501.0","9,446.0","2,938.0","-6,685.0","-5,378.0","-3,358.0","-1,993.0","-1,897.0","-2,027.0","-2,095.0","-2,143.0"
23,        Treasury stock  ,"-48,987.0","-48,989.0","-48,991.0","-48,999.0","-49,144.0","-48,401.0","-48,052.0","-47,706.0","-47,595.0","-47,602.0","-47,329.0","-44,915.0","-41,471.0","-38,518.0","-36,262.0","-33,584.0","88,597.0","99,619.0","104,642.0","108,367.0","107,272.0","108,983.0","108,581.0","104,420.0",,,,,,,,,-942.0,-872.0,-872.0,-873.0,-873.0,-873.0,-873.0,-874.0,"-11,491.0","-2,618.0","-3,073.0","-16,706.0","-12,368.0","49,291.0","73,743.0","79,732.0","86,387.0","95,258.0","95,840.0","94,468.0","93,240.0","87,767.0","79,477.0","80,371.0"
24,Tangible shareholders' equity  ,"63,056.0","63,345.0","66,105.0","62,093.0","52,867.0","59,177.0","61,797.0","63,357.0","64,008.0","73,012.0","74,324.0","74,667.0","75,330.0","89,165.0","90,537.0","89,081.0",,,,,,,,,,,,,,,,,"109,543.0","96,210.0","105,205.0","97,447.0","112,340.0","109,293.0","102,007.0","101,094.0",-874.0,"-8,273.0","-8,314.0","-8,382.0","-8,450.0","-8,500.0","-8,568.0","-8,395.0",,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92,840.0","71,848.0","56,766.0","47,424.0","55,774.0","60,948.0","67,527.0","69,621.0",,,,,,,,
