"Date","AEM","ANTM","APA","AXP","BK","BOL","BRK","BRO","CHRW","CINF","CL","CMCSA","CMTL","CNQ","COP","COST","CPRT","CSCO","CTAS","DE","DVN","FE","FLS","FTI","FWONA","GOOGL","HD","HP","INTC","JNJ","LMT","MCD","MMM","MSFT","MUR","NEM","NOC","NOV","NTR","NYT","OA","OMC","ORCL","PCL","PM","QRTEA","RYN","SJT","SLB","SNY","SYF","SYY","TDC","TFC","TXN","UNP","USB","VAR","WLTW","WMT","WRB","WY","XLNX","XOM","Y"
2013-02-01,0,2.12,0,2.01,3.01,0,2.33,0,0,2.21,0,0,0,1.96,2.49,0,0,3.41,2.22,0,0,2.24,0,0,0,0,0,0,3.75,0,0,0,2.7,3.75,0,0,2.01,0,0,0,2.69,2.25,2.81,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-01,0,2.12,0,2.01,3.01,0,2.33,0,0,2.21,0,0,0,1.96,2.49,0,0,3.41,2.22,0,0,2.24,0,0,0,0,0,0,3.75,0,0,0,2.7,3.75,0,0,2.01,0,0,0,2.69,2.25,2.81,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-01,0,2.06,0,0,3.26,0,2.48,0,0,0,0,0,0,2.52,2.67,0,0,3.38,2.28,0,0,0,0,0,0,0,0,0,3.61,0,0,0,2.94,3.5,0,0,2.45,0,0,0,3.27,2.35,3.06,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,0,2.06,0,0,3.26,0,2.48,0,0,0,0,0,0,2.52,2.67,0,0,3.38,2.28,0,0,0,0,0,0,0,0,0,3.61,0,0,0,2.94,3.5,0,0,2.45,0,0,0,3.27,2.35,3.06,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-01,0,2.06,0,0,3.26,0,2.48,0,0,0,0,0,0,2.52,2.67,0,0,3.38,2.28,0,0,0,0,0,0,0,0,0,3.61,0,0,0,2.94,3.5,0,0,2.45,0,0,0,3.27,2.35,3.06,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-01,0,0,0,2.09,3.27,0,2.49,0,0,2.01,0,0,0,2.64,2.61,0,0,3.01,2.61,0,2.09,0,0,0,0,0,0,0,3.57,0,0,0,3.05,4.15,0,0,2.41,0,0,0,2.12,2.47,4.15,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-01,0,0,0,2.09,3.27,0,2.49,0,0,2.01,0,0,0,2.64,2.61,0,0,3.01,2.61,0,2.09,0,0,0,0,0,0,0,3.57,0,0,0,3.05,4.15,0,0,2.41,0,0,0,2.12,2.47,4.15,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-01,0,0,0,2.09,3.27,0,2.49,0,0,2.01,0,0,0,2.64,2.61,0,0,3.01,2.61,0,2.09,0,0,0,0,0,0,0,3.57,0,0,0,3.05,4.15,0,0,2.41,0,0,0,2.12,2.47,4.15,0,0,0,0,0,0,0,0,3.14,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-01,0,0,0,2.06,3.2,0,2.48,0,0,1.86,0,0,0,2.77,2.22,0,0,3.24,2.82,0,1.99,0,0,0,0,0,0,0,3.65,0,0,0,2.96,4.52,0,0,1.91,0,0,0,2.4,2.54,4.65,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-01,0,0,0,2.06,3.2,0,2.48,0,0,1.86,0,0,0,2.77,2.22,0,0,3.24,2.82,0,1.99,0,0,0,0,0,0,0,3.65,0,0,0,2.96,4.52,0,0,1.91,0,0,0,2.4,2.54,4.65,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-01,0,0,0,2.06,3.2,0,2.48,0,0,1.86,0,0,0,2.77,2.22,0,0,3.24,2.82,0,1.99,0,0,0,0,0,0,0,3.65,0,0,0,2.96,4.52,0,0,1.91,0,0,0,2.4,2.54,4.65,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-01,0,2.06,0,2.06,3.46,0,2.75,0,0,0,0,0,0,2.53,2.23,0,0,3.39,2.82,0,2.28,0,0,0,0,0,0,0,3.84,0,0,0,3.11,4.75,0,0,0,2.4,0,0,2.13,2.29,4.99,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,2.05
2014-02-01,0,2.06,0,2.06,3.46,0,2.75,0,0,0,0,0,0,2.53,2.23,0,0,3.39,2.82,0,2.28,0,0,0,0,0,0,0,3.84,0,0,0,3.11,4.75,0,0,0,2.4,0,0,2.13,2.29,4.99,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,2.05
2014-03-01,0,2.06,0,2.06,3.46,0,2.75,0,0,0,0,0,0,2.53,2.23,0,0,3.39,2.82,0,2.28,0,0,0,0,0,0,0,3.84,0,0,0,3.11,4.75,0,0,0,2.4,0,0,2.13,2.29,4.99,0,0,0,0,0,0,0,0,0,2.09,0,0,0,0,0,0,0,0,0,0,0,2.05
2014-04-01,0,0,0,1.97,3.8,0,2.55,0,0,0,0,0,0,2.58,2.26,0,0,3.47,2.85,0,2.08,0,0,0,0,0,0,0,4.65,0,0,0,2.94,4.84,0,0,1.88,3.19,0,0,1.83,2.26,4.7,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,1.98
2014-05-01,0,0,0,1.97,3.8,0,2.55,0,0,0,0,0,0,2.58,2.26,0,0,3.47,2.85,0,2.08,0,0,0,0,0,0,0,4.65,0,0,0,2.94,4.84,0,0,1.88,3.19,0,0,1.83,2.26,4.7,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,1.98
2014-06-01,0,0,0,1.97,3.8,0,2.55,0,0,0,0,0,0,2.58,2.26,0,0,3.47,2.85,0,2.08,0,0,0,0,0,0,0,4.65,0,0,0,2.94,4.84,0,0,1.88,3.19,0,0,1.83,2.26,4.7,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,1.98
2014-07-01,0,0,0,2.07,3.87,0,2.69,0,0,0,0,0,1.9,2.12,2.26,0,0,0,3.06,0,0,0,0,0,0,0,0,0,4.79,0,2.1,0,3.29,5.4,0,0,2.16,3.03,0,0,0,2.38,4.67,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,2.18
2014-08-01,0,0,0,2.07,3.87,0,2.69,0,0,0,0,0,1.9,2.12,2.26,0,0,0,3.06,0,0,0,0,0,0,0,0,0,4.79,0,2.1,0,3.29,5.4,0,0,2.16,3.03,0,0,0,2.38,4.67,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,2.18
2014-09-01,0,0,0,2.07,3.87,0,2.69,0,0,0,0,0,1.9,2.12,2.26,0,0,0,3.06,0,0,0,0,0,0,0,0,0,4.79,0,2.1,0,3.29,5.4,0,0,2.16,3.03,0,0,0,2.38,4.67,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0,0,0,0,0,0,0,0,2.18
2014-10-01,0,0,0,1.98,3.74,0,2.87,0,0,0,0,0,0,0,2.05,0,0,0,2.74,0,0,0,0,0,0,0,0,0,3.48,0,2.01,0,3.48,4.84,0,0,2.39,2.64,0,0,1.97,2.51,5.21,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,1.89,0,0,2.26
2014-11-01,0,0,0,1.98,3.74,0,2.87,0,0,0,0,0,0,0,2.05,0,0,0,2.74,0,0,0,0,0,0,0,0,0,3.48,0,2.01,0,3.48,4.84,0,0,2.39,2.64,0,0,1.97,2.51,5.21,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,1.89,0,0,2.26
2014-12-01,0,0,0,1.98,3.74,0,2.87,0,0,0,0,0,0,0,2.05,0,0,0,2.74,0,0,0,0,0,0,0,0,0,3.48,0,2.01,0,3.48,4.84,0,0,2.39,2.64,0,0,1.97,2.51,5.21,0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,1.89,0,0,2.26
2015-01-01,0,0,0,3.16,3.81,0,2.65,0,0,0,0,0,0,0,1.67,0,0,0,2.46,0,1.82,0,0,0,0,0,0,0,3.11,0,1.81,0,3,5.22,0,0,2.08,3.48,0,0,0,3.43,5.31,0,0,0,0,0,0,0,0,0,2.23,0,0,0,1.68,0,0,0,0,0,0,0,2.19
2015-02-01,0,0,0,3.16,3.81,0,2.65,0,0,0,0,0,0,0,1.67,0,0,0,2.46,0,1.82,0,0,0,0,0,0,0,3.11,0,1.81,0,3,5.22,0,0,2.08,3.48,0,0,0,3.43,5.31,0,0,0,0,0,0,0,0,0,2.23,0,0,0,1.68,0,0,0,0,0,0,0,2.19
2015-03-01,0,0,0,3.16,3.81,0,2.65,0,0,0,0,0,0,0,1.67,0,0,0,2.46,0,1.82,0,0,0,0,0,0,0,3.11,0,1.81,0,3,5.22,0,0,2.08,3.48,0,0,0,3.43,5.31,0,0,0,0,0,0,0,0,0,2.23,0,0,0,1.68,0,0,0,0,0,0,0,2.19
2015-04-01,0,0,0,3.23,3.91,0,2.67,0,0,0,0,0,1.67,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,2.78,0,2.01,0,2.91,5.02,0,0,2.34,2.81,0,0,0,3.44,4.88,0,0,0,0,0,0,0,0,0,2.19,0,0,0,1.77,0,0,0,0,0,0,0,2.34
2015-05-01,0,0,0,3.23,3.91,0,2.67,0,0,0,0,0,1.67,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,2.78,0,2.01,0,2.91,5.02,0,0,2.34,2.81,0,0,0,3.44,4.88,0,0,0,0,0,0,0,0,0,2.19,0,0,0,1.77,0,0,0,0,0,0,0,2.34
2015-06-01,0,0,0,3.23,3.91,0,2.67,0,0,0,0,0,1.67,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,2.78,0,2.01,0,2.91,5.02,0,0,2.34,2.81,0,0,0,3.44,4.88,0,0,0,0,0,0,0,0,0,2.19,0,0,0,1.77,0,0,0,0,0,0,0,2.34
2015-07-01,0,0,0,3.22,3.72,0,2.53,0,0,1.75,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,1.64,0,0,2.81,0,1.68,0,2.99,5.61,0,0,2.36,2.45,0,0,0,3.59,4.78,0,0,0,0,0,0,0,0,0,1.95,0,0,0,1.64,0,0,0,0,0,0,0,2.46
2015-08-01,0,0,0,3.22,3.72,0,2.53,0,0,1.75,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,1.64,0,0,2.81,0,1.68,0,2.99,5.61,0,0,2.36,2.45,0,0,0,3.59,4.78,0,0,0,0,0,0,0,0,0,1.95,0,0,0,1.64,0,0,0,0,0,0,0,2.46
2015-09-01,0,0,0,3.22,3.72,0,2.53,0,0,1.75,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,1.64,0,0,2.81,0,1.68,0,2.99,5.61,0,0,2.36,2.45,0,0,0,3.59,4.78,0,0,0,0,0,0,0,0,0,1.95,0,0,0,1.64,0,0,0,0,0,0,0,2.46
2015-10-01,0,0,0,2.81,3.61,0,2.7,0,0,1.7,0,0,0,0,0,0,0,0,2.92,0,0,0,1.85,0,0,0,0,0,1.92,0,0,0,2.97,4.68,0,0,0,2.36,0,0,0,3.93,4.99,1.77,0,0,0,0,0,0,0,0,1.89,0,0,0,1.74,0,0,0,0,0,1.77,0,2.64
2015-11-01,0,0,0,2.81,3.61,0,2.7,0,0,1.7,0,0,0,0,0,0,0,0,2.92,0,0,0,1.85,0,0,0,0,0,1.92,0,0,0,2.97,4.68,0,0,0,2.36,0,0,0,3.93,4.99,1.77,0,0,0,0,0,0,0,0,1.89,0,0,0,1.74,0,0,0,0,0,1.77,0,2.64
2015-12-01,0,0,0,2.81,3.61,0,2.7,0,0,1.7,0,0,0,0,0,0,0,0,2.92,0,0,0,1.85,0,0,0,0,0,1.92,0,0,0,2.97,4.68,0,0,0,2.36,0,0,0,3.93,4.99,1.77,0,0,0,0,0,0,0,0,1.89,0,0,0,1.74,0,0,0,0,0,1.77,0,2.64
2016-01-01,0,0,0,3.48,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,2.42,1.72,0,0,0,0,0,0,0,0,2.19,3.68,0,0,0,2.65,0,0,1.57,4.5,5.55,0,0,0,0,0,0,0,0,0,1.98,0,0,1.65,1.87,0,0,0,0,4.1,1.54,0,2.92
2016-02-01,0,0,0,3.48,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,2.42,1.72,0,0,0,0,0,0,0,0,2.19,3.68,0,0,0,2.65,0,0,1.57,4.5,5.55,0,0,0,0,0,0,0,0,0,1.98,0,0,1.65,1.87,0,0,0,0,4.1,1.54,0,2.92
2016-03-01,0,0,0,3.48,4.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,2.42,1.72,0,0,0,0,0,0,0,0,2.19,3.68,0,0,0,2.65,0,0,1.57,4.5,5.55,0,0,0,0,0,0,0,0,0,1.98,0,0,1.65,1.87,0,0,0,0,4.1,1.54,0,2.92
2016-04-01,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,2.38,0,0,0,0,0,0,0,0,0,2.34,4.21,0,0,0,2.12,0,0,1.93,4.49,5.75,0,0,0,0,0,0,0,0,0,2.03,0,0,1.77,1.86,0,0,0,1.6,4.2,1.84,0,3.06
2016-05-01,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,2.38,0,0,0,0,0,0,0,0,0,2.34,4.21,0,0,0,2.12,0,0,1.93,4.49,5.75,0,0,0,0,0,0,0,0,0,2.03,0,0,1.77,1.86,0,0,0,1.6,4.2,1.84,0,3.06
2016-06-01,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,2.38,0,0,0,0,0,0,0,0,0,2.34,4.21,0,0,0,2.12,0,0,1.93,4.49,5.75,0,0,0,0,0,0,0,0,0,2.03,0,0,1.77,1.86,0,0,0,1.6,4.2,1.84,0,3.06
2016-07-01,0,0,0,3.03,4.52,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,1.78,0,0,2.17,0,0,0,0,0,0,0,0,0,2.23,4.58,0,0,0,2.24,0,0,1.96,4.49,5.54,0,0,0,0,0,0,0,1.87,0,1.73,0,0,1.73,2.03,0,0,0,0,3.96,1.88,0,2.99
2016-08-01,0,0,0,3.03,4.52,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,1.78,0,0,2.17,0,0,0,0,0,0,0,0,0,2.23,4.58,0,0,0,2.24,0,0,1.96,4.49,5.54,0,0,0,0,0,0,0,1.87,0,1.73,0,0,1.73,2.03,0,0,0,0,3.96,1.88,0,2.99
2016-09-01,0,0,0,3.03,4.52,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,1.78,0,0,2.17,0,0,0,0,0,0,0,0,0,2.23,4.58,0,0,0,2.24,0,0,1.96,4.49,5.54,0,0,0,0,0,0,0,1.87,0,1.73,0,0,1.73,2.03,0,0,0,0,3.96,1.88,0,2.99
2016-10-01,0,0,0,3.75,4.01,0,0,0,0,0,0,6.14,0,0,0,0,0,0,0,2.32,0,0,2.72,0,0,0,0,0,0,0,0,0,2.54,5.33,0,0,0,2.92,0,0,2.47,5.18,6.23,0,0,0,0,0,0,0,2.52,0,2.3,0,0,2.25,2.58,0,0,0,0,4.46,2.32,0,3.82
2016-11-01,0,0,0,3.75,4.01,0,0,0,0,0,0,6.14,0,0,0,0,0,0,0,2.32,0,0,2.72,0,0,0,0,0,0,0,0,0,2.54,5.33,0,0,0,2.92,0,0,2.47,5.18,6.23,0,0,0,0,0,0,0,2.52,0,2.3,0,0,2.25,2.58,0,0,0,0,4.46,2.32,0,3.82
2016-12-01,0,0,0,3.75,4.01,0,0,0,0,0,0,6.14,0,0,0,0,0,0,0,2.32,0,0,2.72,0,0,0,0,0,0,0,0,0,2.54,5.33,0,0,0,2.92,0,0,2.47,5.18,6.23,0,0,0,0,0,0,0,2.52,0,2.3,0,0,2.25,2.58,0,0,0,0,4.46,2.32,0,3.82
2017-01-01,0,0,0,3.53,3.29,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,2.36,0,0,2.74,0,0,0,0,0,0,0,0,0,2.47,4.71,0,0,0,2.64,0,0,2.03,4.08,6.2,0,0,0,0,0,2.4,0,0,0,2.23,0,0,2.3,2.21,0,0,0,2.02,4.7,2.45,0,3.72
2017-02-01,0,0,0,3.53,3.29,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,2.36,0,0,2.74,0,0,0,0,0,0,0,0,0,2.47,4.71,0,0,0,2.64,0,0,2.03,4.08,6.2,0,0,0,0,0,2.4,0,0,0,2.23,0,0,2.3,2.21,0,0,0,2.02,4.7,2.45,0,3.72
2017-03-01,0,0,0,3.53,3.29,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,2.36,0,0,2.74,0,0,0,0,0,0,0,0,0,2.47,4.71,0,0,0,2.64,0,0,2.03,4.08,6.2,0,0,0,0,0,2.4,0,0,0,2.23,0,0,2.3,2.21,0,0,0,2.02,4.7,2.45,0,3.72
2017-04-01,0,0,0,3.56,2.85,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,2.52,4.75,0,0,0,2.45,0,0,2.08,3.88,6.83,0,0,0,0,0,2.9,0,1.86,0,2.41,0,0,2.1,2.26,0,0,0,2.03,4.55,2.04,0,3.71
2017-05-01,0,0,0,3.56,2.85,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,2.52,4.75,0,0,0,2.45,0,0,2.08,3.88,6.83,0,0,0,0,0,2.9,0,1.86,0,2.41,0,0,2.1,2.26,0,0,0,2.03,4.55,2.04,0,3.71
2017-06-01,0,0,0,3.56,2.85,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,2.52,4.75,0,0,0,2.45,0,0,2.08,3.88,6.83,0,0,0,0,0,2.9,0,1.86,0,2.41,0,0,2.1,2.26,0,0,0,2.03,4.55,2.04,0,3.71
2017-07-01,0,0,0,3.08,2.68,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,2.79,5.26,0,0,0,2.47,0,0,2.61,3.34,6.06,0,0,0,0,0,2.8,0,1.93,0,2.45,0,0,2.29,2.25,0,0,0,1.95,4.78,2.3,0,3.31
2017-08-01,0,0,0,3.08,2.68,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,2.79,5.26,0,0,0,2.47,0,0,2.61,3.34,6.06,0,0,0,0,0,2.8,0,1.93,0,2.45,0,0,2.29,2.25,0,0,0,1.95,4.78,2.3,0,3.31
2017-09-01,0,0,0,3.08,2.68,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,2.79,5.26,0,0,0,2.47,0,0,2.61,3.34,6.06,0,0,0,0,0,2.8,0,1.93,0,2.45,0,0,2.29,2.25,0,0,0,1.95,4.78,2.3,0,3.31
2017-10-01,0,0,0,3.22,2.62,0,0,0,0,0,0,3.68,0,0,1.81,0,0,0,0,1.99,0,0,2.35,0,0,0,0,0,0,0,0,0,2.47,4.97,0,0,0,2.67,0,0,0,3.83,6.17,0,0,0,0,0,3.26,0,0,0,2.98,0,0,2.65,2.12,1.89,0,0,0,4.23,2.1,0,3.69
2017-11-01,0,0,0,3.22,2.62,0,0,0,0,0,0,3.68,0,0,1.81,0,0,0,0,1.99,0,0,2.35,0,0,0,0,0,0,0,0,0,2.47,4.97,0,0,0,2.67,0,0,0,3.83,6.17,0,0,0,0,0,3.26,0,0,0,2.98,0,0,2.65,2.12,1.89,0,0,0,4.23,2.1,0,3.69
2017-12-01,0,0,0,3.22,2.62,0,0,0,0,0,0,3.68,0,0,1.81,0,0,0,0,1.99,0,0,2.35,0,0,0,0,0,0,0,0,0,2.47,4.97,0,0,0,2.67,0,0,0,3.83,6.17,0,0,0,0,0,3.26,0,0,0,2.98,0,0,2.65,2.12,1.89,0,0,0,4.23,2.1,0,3.69
2018-01-01,0,1.81,0,3.54,2.79,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,2.12,3.19,0,0,0,3.11,0,0,1.97,4.08,5.85,0,0,0,0,0,3.36,0,0,0,3.33,0,0,2.94,1.85,0,0,0,0,4.59,1.83,2.28,3.74
2018-02-01,0,1.81,0,3.54,2.79,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,2.12,3.19,0,0,0,3.11,0,0,1.97,4.08,5.85,0,0,0,0,0,3.36,0,0,0,3.33,0,0,2.94,1.85,0,0,0,0,4.59,1.83,2.28,3.74
2018-03-01,0,1.81,0,3.54,2.79,0,0,0,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,2.55,0,0,0,0,0,0,0,0,0,2.12,3.19,0,0,0,3.11,0,0,1.97,4.08,5.85,0,0,0,0,0,3.36,0,0,0,3.33,0,0,2.94,1.85,0,0,0,0,4.59,1.83,2.28,3.74
2018-04-01,0,1.98,0,2.05,2.79,0,0,0,0,0,2.2,3.5,0,0,0,0,0,0,0,1.96,0,0,2.6,0,0,0,0,0,0,0,0,0,2.36,2.71,0,0,0,3.99,0,0,0,3.88,6.22,0,0,0,0,0,3.38,0,0,0,3.18,0,0,2.98,1.98,0,0,0,0,4.34,0,2.44,4.17
2018-05-01,0,1.98,0,2.05,2.79,0,0,0,0,0,2.2,3.5,0,0,0,0,0,0,0,1.96,0,0,2.6,0,0,0,0,0,0,0,0,0,2.36,2.71,0,0,0,3.99,0,0,0,3.88,6.22,0,0,0,0,0,3.38,0,0,0,3.18,0,0,2.98,1.98,0,0,0,0,4.34,0,2.44,4.17
2018-06-01,0,1.98,0,2.05,2.79,0,0,0,0,0,2.2,3.5,0,0,0,0,0,0,0,1.96,0,0,2.6,0,0,0,0,0,0,0,0,0,2.36,2.71,0,0,0,3.99,0,0,0,3.88,6.22,0,0,0,0,0,3.38,0,0,0,3.18,0,0,2.98,1.98,0,0,0,0,4.34,0,2.44,4.17
2018-07-01,0,2.17,0,2.29,2.68,0,0,0,0,0,2.28,4.2,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,2.3,2.1,0,0,0,2.61,0,0,0,4.54,6.33,0,2.05,0,0,0,3.28,0,0,0,3.27,0,0,2.4,2.11,0,0,0,0,3.67,0,2.58,3.51
2018-08-01,0,2.17,0,2.29,2.68,0,0,0,0,0,2.28,4.2,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,2.3,2.1,0,0,0,2.61,0,0,0,4.54,6.33,0,2.05,0,0,0,3.28,0,0,0,3.27,0,0,2.4,2.11,0,0,0,0,3.67,0,2.58,3.51
2018-09-01,0,2.17,0,2.29,2.68,0,0,0,0,0,2.28,4.2,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,2.3,2.1,0,0,0,2.61,0,0,0,4.54,6.33,0,2.05,0,0,0,3.28,0,0,0,3.27,0,0,2.4,2.11,0,0,0,0,3.67,0,2.58,3.51
2018-10-01,0,0,0,0,3.08,0,0,0,0,0,2.74,4.3,0,0,0,0,0,0,0,2.57,0,0,2.93,0,0,0,0,0,0,0,0,0,2.58,2.04,0,0,0,2.23,0,0,0,2.08,4.94,0,2.48,0,0,0,3.98,0,0,0,3.72,0,0,2.46,2.21,0,2.18,0,0,3.86,0,3.91,3.94
2018-11-01,0,0,0,0,3.08,0,0,0,0,0,2.74,4.3,0,0,0,0,0,0,0,2.57,0,0,2.93,0,0,0,0,0,0,0,0,0,2.58,2.04,0,0,0,2.23,0,0,0,2.08,4.94,0,2.48,0,0,0,3.98,0,0,0,3.72,0,0,2.46,2.21,0,2.18,0,0,3.86,0,3.91,3.94
2018-12-01,0,0,0,0,3.08,0,0,0,0,0,2.74,4.3,0,0,0,0,0,0,0,2.57,0,0,2.93,0,0,0,0,0,0,0,0,0,2.58,2.04,0,0,0,2.23,0,0,0,2.08,4.94,0,2.48,0,0,0,3.98,0,0,0,3.72,0,0,2.46,2.21,0,2.18,0,0,3.86,0,3.91,3.94
2019-01-01,0,0,0,0,2.65,0,0,0,0,0,3.07,5.09,0,0,0,0,0,0,0,2.58,0,0,3.25,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,1.97,1.77,0,0,2.13,5.42,0,2.78,0,0,0,3.82,0,0,0,3.5,0,0,0,2.29,0,2.45,0,2.13,3.92,0,4.26,4.07
2019-02-01,0,0,0,0,2.65,0,0,0,0,0,3.07,5.09,0,0,0,0,0,0,0,2.58,0,0,3.25,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,1.97,1.77,0,0,2.13,5.42,0,2.78,0,0,0,3.82,0,0,0,3.5,0,0,0,2.29,0,2.45,0,2.13,3.92,0,4.26,4.07
2019-03-01,0,0,0,0,2.65,0,0,0,0,0,3.07,5.09,0,0,0,0,0,0,0,2.58,0,0,3.25,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,1.97,1.77,0,0,2.13,5.42,0,2.78,0,0,0,3.82,0,0,0,3.5,0,0,0,2.29,0,2.45,0,2.13,3.92,0,4.26,4.07
2019-04-01,0,0,0,0,2.59,0,0,0,1.77,0,3.13,5.22,0,0,0,0,0,0,0,2.67,0,0,3.43,0,0,0,0,0,0,0,0,0,2.1,1.87,0,0,0,0,0,0,0,2.21,5.38,0,2.78,0,0,0,3.71,0,0,0,2.91,0,0,0,2.54,0,2.16,0,2.06,3.85,0,4.09,4.07
2019-05-01,0,0,0,0,2.59,0,0,0,1.77,0,3.13,5.22,0,0,0,0,0,0,0,2.67,0,0,3.43,0,0,0,0,0,0,0,0,0,2.1,1.87,0,0,0,0,0,0,0,2.21,5.38,0,2.78,0,0,0,3.71,0,0,0,2.91,0,0,0,2.54,0,2.16,0,2.06,3.85,0,4.09,4.07
2019-06-01,0,0,0,0,2.59,0,0,0,1.77,0,3.13,5.22,0,0,0,0,0,0,0,2.67,0,0,3.43,0,0,0,0,0,0,0,0,0,2.1,1.87,0,0,0,0,0,0,0,2.21,5.38,0,2.78,0,0,0,3.71,0,0,0,2.91,0,0,0,2.54,0,2.16,0,2.06,3.85,0,4.09,4.07
2019-07-01,0,0,0,0,2.73,0,0,0,1.92,0,3.07,5.57,0,0,0,0,0,0,0,2.88,0,0,3.44,0,0,0,0,0,0,0,0,0,2.15,1.74,0,0,0,0,0,0,0,2.18,5.34,0,2.78,0,0,0,2.79,0,0,0,1.69,0,0,0,2.6,0,1.9,0,2.13,4.54,0,4.12,4.74
2019-08-01,0,0,0,0,2.73,0,0,0,1.92,0,3.07,5.57,0,0,0,0,0,0,0,2.88,0,0,3.44,0,0,0,0,0,0,0,0,0,2.15,1.74,0,0,0,0,0,0,0,2.18,5.34,0,2.78,0,0,0,2.79,0,0,0,1.69,0,0,0,2.6,0,1.9,0,2.13,4.54,0,4.12,4.74
