"Date","ABT","AXP","BAX","CEN","CHRW","COR","DCI","DIS","ECL","EMR","FAST","FISV","FUL","GE","GGG","GIS","GOOG","HON","HRL","JNJ","MDT","MMM","MSFT","MTSC","NVDA","PFE","PFG","PNR","RHHBY","SLB","TCF","TECH","TGT","TTC","UNH","USB","V","VAL","WFC","ZBH"
2007-08-01,0,0,3.13,0,0,0,3.56,0,3.66,4.94,0,0,3.47,3.6,3,3.31,0,3.44,0,3.27,4.54,4.79,0,0,0,0,0,2.81,0,0,2.94,0,4.53,3.76,0,3.23,0,3.48,4.21,0
2007-09-01,0,0,3.13,0,0,0,3.56,0,3.66,4.94,0,0,3.47,3.6,3,3.31,0,3.44,0,3.27,4.54,4.79,0,0,0,0,0,2.81,0,0,2.94,0,4.53,3.76,0,3.23,0,3.48,4.21,0
2007-10-01,0,0,3.44,0,0,0,4.22,0,4.19,5.41,0,0,2.8,3.44,3.04,3.47,0,3.78,2.92,3.54,4.37,4.64,0,0,0,0,0,3.15,0,0,0,0,3.92,3.72,0,3.37,0,3.08,3.87,0
2007-11-01,0,0,3.44,0,0,0,4.22,0,4.19,5.41,0,0,2.8,3.44,3.04,3.47,0,3.78,2.92,3.54,4.37,4.64,0,0,0,0,0,3.15,0,0,0,0,3.92,3.72,0,3.37,0,3.08,3.87,0
2007-12-01,0,0,3.44,0,0,0,4.22,0,4.19,5.41,0,0,2.8,3.44,3.04,3.47,0,3.78,2.92,3.54,4.37,4.64,0,0,0,0,0,3.15,0,0,0,0,3.92,3.72,0,3.37,0,3.08,3.87,0
2008-01-01,0,0,3.05,0,0,0,3.91,0,3.77,5.35,0,0,2.82,3.8,3.28,3.56,0,3.5,2.82,3.81,4.65,4.81,0,0,0,0,0,3.19,0,0,0,0,4.42,3.12,0,3.8,0,3,4.13,0
2008-02-01,0,0,3.05,0,0,0,3.91,0,3.77,5.35,0,0,2.82,3.8,3.28,3.56,0,3.5,2.82,3.81,4.65,4.81,0,0,0,0,0,3.19,0,0,0,0,4.42,3.12,0,3.8,0,3,4.13,0
2008-03-01,0,0,3.05,0,0,0,3.91,0,3.77,5.35,0,0,2.82,3.8,3.28,3.56,0,3.5,2.82,3.81,4.65,4.81,0,0,0,0,0,3.19,0,0,0,0,4.42,3.12,0,3.8,0,3,4.13,0
2008-04-01,0,0,3.25,0,0,0,4.21,0,4.05,5.26,0,0,3.37,2.99,3.74,3.37,0,3.3,2.55,4.1,5.41,4.67,0,0,0,0,0,3.81,0,0,0,0,4.4,2.85,0,3.56,0,3.11,3.71,0
2008-05-01,0,0,3.25,0,0,0,4.21,0,4.05,5.26,0,0,3.37,2.99,3.74,3.37,0,3.3,2.55,4.1,5.41,4.67,0,0,0,0,0,3.81,0,0,0,0,4.4,2.85,0,3.56,0,3.11,3.71,0
2008-06-01,0,0,3.25,0,0,0,4.21,0,4.05,5.26,0,0,3.37,2.99,3.74,3.37,0,3.3,2.55,4.1,5.41,4.67,0,0,0,0,0,3.81,0,0,0,0,4.4,2.85,0,3.56,0,3.11,3.71,0
2008-07-01,0,0,2.79,0,0,0,3.88,0,4.4,4.27,0,0,2.98,2.81,3.44,3.08,0,2.68,0,4.15,5.05,4.53,0,0,0,0,0,3.69,0,0,2.65,0,4.59,3.54,0,4.51,0,3.6,5.27,0
2008-08-01,0,0,2.79,0,0,0,3.88,0,4.4,4.27,0,0,2.98,2.81,3.44,3.08,0,2.68,0,4.15,5.05,4.53,0,0,0,0,0,3.69,0,0,2.65,0,4.59,3.54,0,4.51,0,3.6,5.27,0
2008-09-01,0,0,2.79,0,0,0,3.88,0,4.4,4.27,0,0,2.98,2.81,3.44,3.08,0,2.68,0,4.15,5.05,4.53,0,0,0,0,0,3.69,0,0,2.65,0,4.59,3.54,0,4.51,0,3.6,5.27,0
2008-10-01,0,0,3.02,0,0,0,4.12,0,4.17,5.13,0,0,3.04,0,3.03,3.34,0,2.86,2.97,4.63,4.25,5.05,0,0,0,2.71,0,3.34,0,0,0,0,4.27,3.74,0,4.17,0,3.87,4.72,0
2008-11-01,0,0,3.02,0,0,0,4.12,0,4.17,5.13,0,0,3.04,0,3.03,3.34,0,2.86,2.97,4.63,4.25,5.05,0,0,0,2.71,0,3.34,0,0,0,0,4.27,3.74,0,4.17,0,3.87,4.72,0
2008-12-01,0,0,3.02,0,0,0,4.12,0,4.17,5.13,0,0,3.04,0,3.03,3.34,0,2.86,2.97,4.63,4.25,5.05,0,0,0,2.71,0,3.34,0,0,0,0,4.27,3.74,0,4.17,0,3.87,4.72,0
2009-01-01,0,0,2.91,0,0,0,3.91,0,4.91,4.77,0,0,2.92,0,0,2.75,0,2.89,3.29,4.69,4.77,5.19,0,0,0,0,0,3.65,0,0,2.72,0,5.06,3.26,0,3.02,0,5.05,2.82,0
2009-02-01,0,0,2.91,0,0,0,3.91,0,4.91,4.77,0,0,2.92,0,0,2.75,0,2.89,3.29,4.69,4.77,5.19,0,0,0,0,0,3.65,0,0,2.72,0,5.06,3.26,0,3.02,0,5.05,2.82,0
2009-03-01,0,0,2.91,0,0,0,3.91,0,4.91,4.77,0,0,2.92,0,0,2.75,0,2.89,3.29,4.69,4.77,5.19,0,0,0,0,0,3.65,0,0,2.72,0,5.06,3.26,0,3.02,0,5.05,2.82,0
2009-04-01,0,0,2.83,0,0,0,4.25,0,4.67,4.57,0,0,3.57,0,2.83,2.68,0,3.08,3.03,4.29,4.82,5.31,0,0,0,0,0,3.65,0,0,0,0,4.92,3.45,0,3.14,0,4.48,4.14,0
2009-05-01,0,0,2.83,0,0,0,4.25,0,4.67,4.57,0,0,3.57,0,2.83,2.68,0,3.08,3.03,4.29,4.82,5.31,0,0,0,0,0,3.65,0,0,0,0,4.92,3.45,0,3.14,0,4.48,4.14,0
2009-06-01,0,0,2.83,0,0,0,4.25,0,4.67,4.57,0,0,3.57,0,2.83,2.68,0,3.08,3.03,4.29,4.82,5.31,0,0,0,0,0,3.65,0,0,0,0,4.92,3.45,0,3.14,0,4.48,4.14,0
2009-07-01,0,0,2.69,0,0,0,3.73,0,4.88,4.99,0,0,3.51,0,3.16,2.72,0,3.22,2.42,4.06,4.49,5.6,0,0,0,0,0,3.71,0,0,0,0,5.13,4.05,0,3.38,0,4.31,4.24,0
2009-08-01,0,0,2.69,0,0,0,3.73,0,4.88,4.99,0,0,3.51,0,3.16,2.72,0,3.22,2.42,4.06,4.49,5.6,0,0,0,0,0,3.71,0,0,0,0,5.13,4.05,0,3.38,0,4.31,4.24,0
2009-09-01,0,0,2.69,0,0,0,3.73,0,4.88,4.99,0,0,3.51,0,3.16,2.72,0,3.22,2.42,4.06,4.49,5.6,0,0,0,0,0,3.71,0,0,0,0,5.13,4.05,0,3.38,0,4.31,4.24,0
2009-10-01,0,0,2.68,0,0,0,3.78,0,4.57,5.11,0,0,3.71,0,3.15,2.9,0,3.3,2.53,4.17,5.2,5.65,0,0,0,0,0,3.94,0,0,0,0,4.48,4.13,0,3.37,0,4.07,3.68,0
2009-11-01,0,0,2.68,0,0,0,3.78,0,4.57,5.11,0,0,3.71,0,3.15,2.9,0,3.3,2.53,4.17,5.2,5.65,0,0,0,0,0,3.94,0,0,0,0,4.48,4.13,0,3.37,0,4.07,3.68,0
2009-12-01,0,0,2.68,0,0,0,3.78,0,4.57,5.11,0,0,3.71,0,3.15,2.9,0,3.3,2.53,4.17,5.2,5.65,0,0,0,0,0,3.94,0,0,0,0,4.48,4.13,0,3.37,0,4.07,3.68,0
2010-01-01,0,0,2.55,0,0,0,3.52,0,4.31,4.53,0,0,3.62,0,3.37,2.78,0,3.64,2.53,4.03,5.09,5.13,0,0,0,0,0,4.15,0,0,2.57,0,4.36,4.65,0,3.71,0,4.19,3.8,0
2010-02-01,0,0,2.55,0,0,0,3.52,0,4.31,4.53,0,0,3.62,0,3.37,2.78,0,3.64,2.53,4.03,5.09,5.13,0,0,0,0,0,4.15,0,0,2.57,0,4.36,4.65,0,3.71,0,4.19,3.8,0
2010-03-01,0,0,2.55,0,0,0,3.52,0,4.31,4.53,0,0,3.62,0,3.37,2.78,0,3.64,2.53,4.03,5.09,5.13,0,0,0,0,0,4.15,0,0,2.57,0,4.36,4.65,0,3.71,0,4.19,3.8,0
2010-04-01,0,0,0,0,0,0,3.57,0,5.07,4.22,0,0,3.26,0,3.43,3.22,0,3.63,2.82,3.88,4.6,5.19,0,0,0,0,0,4.06,0,0,2.94,0,4.49,4.26,0,3.7,0,4.59,2.87,0
2010-05-01,0,0,0,0,0,0,3.57,0,5.07,4.22,0,0,3.26,0,3.43,3.22,0,3.63,2.82,3.88,4.6,5.19,0,0,0,0,0,4.06,0,0,2.94,0,4.49,4.26,0,3.7,0,4.59,2.87,0
2010-06-01,0,0,0,0,0,0,3.57,0,5.07,4.22,0,0,3.26,0,3.43,3.22,0,3.63,2.82,3.88,4.6,5.19,0,0,0,0,0,4.06,0,0,2.94,0,4.49,4.26,0,3.7,0,4.59,2.87,0
2010-07-01,0,0,2.6,0,0,0,3.7,0,5.01,4.77,0,0,3.2,0,3.62,3.07,0,3.83,2.92,3.82,4.07,5.34,0,0,0,0,0,4.02,0,0,2.68,0,4.58,4.09,0,3.41,0,4.06,2.7,0
2010-08-01,0,0,2.6,0,0,0,3.7,0,5.01,4.77,0,0,3.2,0,3.62,3.07,0,3.83,2.92,3.82,4.07,5.34,0,0,0,0,0,4.02,0,0,2.68,0,4.58,4.09,0,3.41,0,4.06,2.7,0
2010-09-01,0,0,2.6,0,0,0,3.7,0,5.01,4.77,0,0,3.2,0,3.62,3.07,0,3.83,2.92,3.82,4.07,5.34,0,0,0,0,0,4.02,0,0,2.68,0,4.58,4.09,0,3.41,0,4.06,2.7,0
2010-10-01,0,0,2.53,0,0,0,4.19,0,4.56,4.68,0,0,3.05,0,4.13,2.74,0,4.25,3.07,3.49,4.13,4.91,0,0,0,0,0,3.99,0,0,0,0,4.71,4.03,0,3.92,0,4.03,3.11,0
2010-11-01,0,0,2.53,0,0,0,4.19,0,4.56,4.68,0,0,3.05,0,4.13,2.74,0,4.25,3.07,3.49,4.13,4.91,0,0,0,0,0,3.99,0,0,0,0,4.71,4.03,0,3.92,0,4.03,3.11,0
2010-12-01,0,0,2.53,0,0,0,4.19,0,4.56,4.68,0,0,3.05,0,4.13,2.74,0,4.25,3.07,3.49,4.13,4.91,0,0,0,0,0,3.99,0,0,0,0,4.71,4.03,0,3.92,0,4.03,3.11,0
2011-01-01,0,0,0,0,0,0,4.18,0,4.4,4.5,0,0,3.03,0,4.51,2.73,0,4.52,3.16,3.17,4.16,5.05,0,2.59,0,0,0,3.92,0,0,0,0,3.96,4.01,0,3.64,0,4.33,2.87,0
2011-02-01,0,0,0,0,0,0,4.18,0,4.4,4.5,0,0,3.03,0,4.51,2.73,0,4.52,3.16,3.17,4.16,5.05,0,2.59,0,0,0,3.92,0,0,0,0,3.96,4.01,0,3.64,0,4.33,2.87,0
2011-03-01,0,0,0,0,0,0,4.18,0,4.4,4.5,0,0,3.03,0,4.51,2.73,0,4.52,3.16,3.17,4.16,5.05,0,2.59,0,0,0,3.92,0,0,0,0,3.96,4.01,0,3.64,0,4.33,2.87,0
2011-04-01,0,0,2.84,0,0,0,4.15,0,4.63,4.34,0,0,3.46,0,4.65,2.79,0,4.36,3.4,3.57,4.08,5.14,0,0,0,0,0,4.2,0,0,0,0,3.79,3.51,0,3.53,0,4.01,2.55,0
2011-05-01,0,0,2.84,0,0,0,4.15,0,4.63,4.34,0,0,3.46,0,4.65,2.79,0,4.36,3.4,3.57,4.08,5.14,0,0,0,0,0,4.2,0,0,0,0,3.79,3.51,0,3.53,0,4.01,2.55,0
2011-06-01,0,0,2.84,0,0,0,4.15,0,4.63,4.34,0,0,3.46,0,4.65,2.79,0,4.36,3.4,3.57,4.08,5.14,0,0,0,0,0,4.2,0,0,0,0,3.79,3.51,0,3.53,0,4.01,2.55,0
2011-07-01,0,0,3.22,0,0,0,4.53,0,4.77,3.9,0,0,3.12,0,3.66,3.2,0,3.91,3.47,3.98,4.25,4.7,0,0,0,0,0,4.02,0,0,0,0,4.78,3.45,0,3.93,0,4.19,2.66,0
2011-08-01,0,0,3.22,0,0,0,4.53,0,4.77,3.9,0,0,3.12,0,3.66,3.2,0,3.91,3.47,3.98,4.25,4.7,0,0,0,0,0,4.02,0,0,0,0,4.78,3.45,0,3.93,0,4.19,2.66,0
2011-09-01,0,0,3.22,0,0,0,4.53,0,4.77,3.9,0,0,3.12,0,3.66,3.2,0,3.91,3.47,3.98,4.25,4.7,0,0,0,0,0,4.02,0,0,0,0,4.78,3.45,0,3.93,0,4.19,2.66,0
2011-10-01,0,0,2.54,0,0,0,4.71,0,4.4,4,0,0,3.53,0,3.92,3,0,4.32,3.36,3.67,4.37,4.86,0,2.51,0,0,0,3.74,0,0,0,0,4.47,3.79,0,4.04,0,4.68,2.71,0
2011-11-01,0,0,2.54,0,0,0,4.71,0,4.4,4,0,0,3.53,0,3.92,3,0,4.32,3.36,3.67,4.37,4.86,0,2.51,0,0,0,3.74,0,0,0,0,4.47,3.79,0,4.04,0,4.68,2.71,0
2011-12-01,0,0,2.54,0,0,0,4.71,0,4.4,4,0,0,3.53,0,3.92,3,0,4.32,3.36,3.67,4.37,4.86,0,2.51,0,0,0,3.74,0,0,0,0,4.47,3.79,0,4.04,0,4.68,2.71,0
2012-01-01,0,0,2.67,0,0,0,4.19,0,3.91,3.91,0,0,4.19,0,4.44,2.56,0,4.23,2.95,3.22,3.95,4.63,0,2.85,0,0,0,4.64,0,0,0,0,4.43,3.88,0,4.12,0,4.93,2.93,0
2012-02-01,0,0,2.67,0,0,0,4.19,0,3.91,3.91,0,0,4.19,0,4.44,2.56,0,4.23,2.95,3.22,3.95,4.63,0,2.85,0,0,0,4.64,0,0,0,0,4.43,3.88,0,4.12,0,4.93,2.93,0
2012-03-01,0,0,2.67,0,0,0,4.19,0,3.91,3.91,0,0,4.19,0,4.44,2.56,0,4.23,2.95,3.22,3.95,4.63,0,2.85,0,0,0,4.64,0,0,0,0,4.43,3.88,0,4.12,0,4.93,2.93,0
2012-04-01,0,0,2.49,0,0,0,3.98,0,4.41,3.74,0,0,3.98,2.59,3.92,2.54,0,3.94,3.08,3.35,4,4.93,0,0,0,0,0,3.81,0,0,0,0,4.5,4.07,0,4.26,0,5.42,2.92,0
2012-05-01,0,0,2.49,0,0,0,3.98,0,4.41,3.74,0,0,3.98,2.59,3.92,2.54,0,3.94,3.08,3.35,4,4.93,0,0,0,0,0,3.81,0,0,0,0,4.5,4.07,0,4.26,0,5.42,2.92,0
2012-06-01,0,0,2.49,0,0,0,3.98,0,4.41,3.74,0,0,3.98,2.59,3.92,2.54,0,3.94,3.08,3.35,4,4.93,0,0,0,0,0,3.81,0,0,0,0,4.5,4.07,0,4.26,0,5.42,2.92,0
2012-07-01,0,0,2.67,0,0,0,3.91,0,3.94,3.68,0,0,3.76,2.67,4.04,0,0,3.98,2.8,3.23,4.21,4.81,0,2.76,0,0,0,4.19,0,0,0,0,4.64,4.17,0,4.29,0,5.47,2.85,0
2012-08-01,0,0,2.67,0,0,0,3.91,0,3.94,3.68,0,0,3.76,2.67,4.04,0,0,3.98,2.8,3.23,4.21,4.81,0,2.76,0,0,0,4.19,0,0,0,0,4.64,4.17,0,4.29,0,5.47,2.85,0
2012-09-01,0,0,2.67,0,0,0,3.91,0,3.94,3.68,0,0,3.76,2.67,4.04,0,0,3.98,2.8,3.23,4.21,4.81,0,2.76,0,0,0,4.19,0,0,0,0,4.64,4.17,0,4.29,0,5.47,2.85,0
2012-10-01,0,0,2.86,0,0,0,3.58,0,4.24,3.92,0,0,4.13,0,4.01,2.44,0,4.1,2.9,3.24,3.95,4.72,0,2.55,0,0,0,4.48,0,0,0,0,4.31,4.3,0,3.87,0,5.69,2.73,0
2012-11-01,0,0,2.86,0,0,0,3.58,0,4.24,3.92,0,0,4.13,0,4.01,2.44,0,4.1,2.9,3.24,3.95,4.72,0,2.55,0,0,0,4.48,0,0,0,0,4.31,4.3,0,3.87,0,5.69,2.73,0
2012-12-01,0,0,2.86,0,0,0,3.58,0,4.24,3.92,0,0,4.13,0,4.01,2.44,0,4.1,2.9,3.24,3.95,4.72,0,2.55,0,0,0,4.48,0,0,0,0,4.31,4.3,0,3.87,0,5.69,2.73,0
2013-01-01,0,0,2.6,0,0,0,3.31,0,3.95,4.1,0,0,3.87,0,3.77,2.49,0,4.06,3.2,3.2,4.18,4.51,0,2.43,0,0,0,4.02,0,0,0,0,4.43,3.84,0,3.56,0,4.74,2.47,0
2013-02-01,0,0,2.6,0,0,0,3.31,0,3.95,4.1,0,0,3.87,0,3.77,2.49,0,4.06,3.2,3.2,4.18,4.51,0,2.43,0,0,0,4.02,0,0,0,0,4.43,3.84,0,3.56,0,4.74,2.47,0
2013-03-01,0,0,2.6,0,0,0,3.31,0,3.95,4.1,0,0,3.87,0,3.77,2.49,0,4.06,3.2,3.2,4.18,4.51,0,2.43,0,0,0,4.02,0,0,0,0,4.43,3.84,0,3.56,0,4.74,2.47,0
2013-04-01,0,0,2.36,0,0,0,3.11,0,4,3.87,0,0,3.57,2.34,3.92,2.33,0,4.08,2.85,3.22,4.37,4.57,0,0,0,0,0,4.19,0,0,0,0,4.24,3.61,0,3.62,0,4.69,2.63,0
2013-05-01,0,0,2.36,0,0,0,3.11,0,4,3.87,0,0,3.57,2.34,3.92,2.33,0,4.08,2.85,3.22,4.37,4.57,0,0,0,0,0,4.19,0,0,0,0,4.24,3.61,0,3.62,0,4.69,2.63,0
2013-06-01,0,0,2.36,0,0,0,3.11,0,4,3.87,0,0,3.57,2.34,3.92,2.33,0,4.08,2.85,3.22,4.37,4.57,0,0,0,0,0,4.19,0,0,0,0,4.24,3.61,0,3.62,0,4.69,2.63,0
2013-07-01,0,0,0,0,0,0,3.12,0,4.05,4.01,0,0,3.73,0,3.11,0,0,3.73,2.72,2.84,3.95,4.36,0,2.24,0,0,0,4.03,0,3.33,0,0,3.58,3.78,0,4.08,0,4.03,2.16,0
2013-08-01,0,0,0,0,0,0,3.12,0,4.05,4.01,0,0,3.73,0,3.11,0,0,3.73,2.72,2.84,3.95,4.36,0,2.24,0,0,0,4.03,0,3.33,0,0,3.58,3.78,0,4.08,0,4.03,2.16,0
2013-09-01,0,0,0,0,0,0,3.12,0,4.05,4.01,0,0,3.73,0,3.11,0,0,3.73,2.72,2.84,3.95,4.36,0,2.24,0,0,0,4.03,0,3.33,0,0,3.58,3.78,0,4.08,0,4.03,2.16,0
2013-10-01,0,0,2.38,0,0,0,3.22,0,3.82,3.89,0,0,3.34,2.21,2.91,0,0,3.67,2.61,2.68,3.8,4.32,0,0,0,0,0,3.56,0,3.13,0,0,3.53,3.95,0,4.18,0,4.04,0,0
2013-11-01,0,0,2.38,0,0,0,3.22,0,3.82,3.89,0,0,3.34,2.21,2.91,0,0,3.67,2.61,2.68,3.8,4.32,0,0,0,0,0,3.56,0,3.13,0,0,3.53,3.95,0,4.18,0,4.04,0,0
2013-12-01,0,0,2.38,0,0,0,3.22,0,3.82,3.89,0,0,3.34,2.21,2.91,0,0,3.67,2.61,2.68,3.8,4.32,0,0,0,0,0,3.56,0,3.13,0,0,3.53,3.95,0,4.18,0,4.04,0,0
2014-01-01,0,0,2.66,0,0,0,3.02,0,3.81,3.56,0,0,2.98,0,2.68,2.59,0,3.58,2.74,3.03,3.92,4.02,0,0,0,0,0,3.2,0,3.37,0,0,3.3,3.45,0,4.27,0,3.93,0,0
2014-02-01,0,0,2.66,0,0,0,3.02,0,3.81,3.56,0,0,2.98,0,2.68,2.59,0,3.58,2.74,3.03,3.92,4.02,0,0,0,0,0,3.2,0,3.37,0,0,3.3,3.45,0,4.27,0,3.93,0,0
2014-03-01,0,0,2.66,0,0,0,3.02,0,3.81,3.56,0,0,2.98,0,2.68,2.59,0,3.58,2.74,3.03,3.92,4.02,0,0,0,0,0,3.2,0,3.37,0,0,3.3,3.45,0,4.27,0,3.93,0,0
2014-04-01,0,0,2.51,0,0,0,3.08,0,4.05,3.43,0,0,2.86,0,2.69,2.54,0,3.45,2.63,3.1,3.91,4.08,0,0,0,0,0,2.76,0,3.92,0,0,3.03,3.24,0,4.15,0,3.99,0,0
2014-05-01,0,0,2.51,0,0,0,3.08,0,4.05,3.43,0,0,2.86,0,2.69,2.54,0,3.45,2.63,3.1,3.91,4.08,0,0,0,0,0,2.76,0,3.92,0,0,3.03,3.24,0,4.15,0,3.99,0,0
2014-06-01,0,0,2.51,0,0,0,3.08,0,4.05,3.43,0,0,2.86,0,2.69,2.54,0,3.45,2.63,3.1,3.91,4.08,0,0,0,0,0,2.76,0,3.92,0,0,3.03,3.24,0,4.15,0,3.99,0,0
2014-07-01,0,0,2.58,0,2.35,0,3.2,0,4.36,3.35,0,0,2.44,0,2.61,2.53,0,3.58,2.84,3.28,3.5,4.18,0,0,0,0,0,2.7,0,3.51,0,0,3.4,3.12,0,4.15,0,3.94,0,0
2014-08-01,0,0,2.58,0,2.35,0,3.2,0,4.36,3.35,0,0,2.44,0,2.61,2.53,0,3.58,2.84,3.28,3.5,4.18,0,0,0,0,0,2.7,0,3.51,0,0,3.4,3.12,0,4.15,0,3.94,0,0
2014-09-01,0,0,2.58,0,2.35,0,3.2,0,4.36,3.35,0,0,2.44,0,2.61,2.53,0,3.58,2.84,3.28,3.5,4.18,0,0,0,0,0,2.7,0,3.51,0,0,3.4,3.12,0,4.15,0,3.94,0,0
2014-10-01,0,0,2.51,0,2.48,0,3.1,0,4.05,3.15,0,0,2.61,0,2.75,2.55,0,3.66,2.75,2.97,3.55,4,0,0,0,0,0,2.61,0,3.09,0,0,3.59,3.21,0,4.25,0,4.01,0,0
2014-11-01,0,0,2.51,0,2.48,0,3.1,0,4.05,3.15,0,0,2.61,0,2.75,2.55,0,3.66,2.75,2.97,3.55,4,0,0,0,0,0,2.61,0,3.09,0,0,3.59,3.21,0,4.25,0,4.01,0,0
2014-12-01,0,0,2.51,0,2.48,0,3.1,0,4.05,3.15,0,0,2.61,0,2.75,2.55,0,3.66,2.75,2.97,3.55,4,0,0,0,0,0,2.61,0,3.09,0,0,3.59,3.21,0,4.25,0,4.01,0,0
2015-01-01,0,0,0,0,2.43,0,3.06,0,4.45,2.9,0,0,2.52,0,2.89,2.76,0,3.83,3.01,3.05,3.55,3.93,0,0,0,0,0,2.47,0,3.07,0,0,3.17,3.53,0,4.14,0,3.75,0,0
2015-02-01,0,0,0,0,2.43,0,3.06,0,4.45,2.9,0,0,2.52,0,2.89,2.76,0,3.83,3.01,3.05,3.55,3.93,0,0,0,0,0,2.47,0,3.07,0,0,3.17,3.53,0,4.14,0,3.75,0,0
2015-03-01,0,0,0,0,2.43,0,3.06,0,4.45,2.9,0,0,2.52,0,2.89,2.76,0,3.83,3.01,3.05,3.55,3.93,0,0,0,0,0,2.47,0,3.07,0,0,3.17,3.53,0,4.14,0,3.75,0,0
2015-04-01,0,0,2.49,0,0,0,3.01,0,4.56,2.94,0,0,2.48,0,3.14,2.82,0,3.89,3.05,3.09,3.5,3.81,0,0,0,0,0,2.81,0,3.07,0,0,3.02,3.03,0,4.29,0,3.68,0,0
2015-05-01,0,0,2.49,0,0,0,3.01,0,4.56,2.94,0,0,2.48,0,3.14,2.82,0,3.89,3.05,3.09,3.5,3.81,0,0,0,0,0,2.81,0,3.07,0,0,3.02,3.03,0,4.29,0,3.68,0,0
2015-06-01,0,0,2.49,0,0,0,3.01,0,4.56,2.94,0,0,2.48,0,3.14,2.82,0,3.89,3.05,3.09,3.5,3.81,0,0,0,0,0,2.81,0,3.07,0,0,3.02,3.03,0,4.29,0,3.68,0,0
2015-07-01,0,0,0,0,2.49,0,2.66,0,4.81,2.61,0,0,2.31,0,3.31,3.17,0,3.94,3.35,3.3,3.48,3.9,0,0,0,0,0,2.32,0,2.74,0,0,3.12,3.32,0,4.52,0,3.54,0,0
2015-08-01,0,0,0,0,2.49,0,2.66,0,4.81,2.61,0,0,2.31,0,3.31,3.17,0,3.94,3.35,3.3,3.48,3.9,0,0,0,0,0,2.32,0,2.74,0,0,3.12,3.32,0,4.52,0,3.54,0,0
2015-09-01,0,0,0,0,2.49,0,2.66,0,4.81,2.61,0,0,2.31,0,3.31,3.17,0,3.94,3.35,3.3,3.48,3.9,0,0,0,0,0,2.32,0,2.74,0,0,3.12,3.32,0,4.52,0,3.54,0,0
2015-10-01,0,0,0,0,2.2,0,2.67,0,4.8,0,0,0,2.39,0,3.43,3.14,0,3.8,2.55,3.5,3.86,3.94,0,0,0,0,0,2.17,0,2.67,0,0,2.74,2.92,0,4.53,0,3.86,2.2,0
2015-11-01,0,0,0,0,2.2,0,2.67,0,4.8,0,0,0,2.39,0,3.43,3.14,0,3.8,2.55,3.5,3.86,3.94,0,0,0,0,0,2.17,0,2.67,0,0,2.74,2.92,0,4.53,0,3.86,2.2,0
