"Date","ABC","ABT","AET","AIG","ALA","ALL","AMGN","ANTM","AXS","BA","BAC","BAX","BDX","BEN","BHI","BKR","BMY","BP","C","CA","CAH","CB","CI","CMA","COF","CSC","CTSH","DELL","DLPH","DOV","EIX","EQH","ESRX","ETR","F","FMCC","FNF","FNMA","FO","GE","GL","GM","GOOGL","GS","HAL","HD","HLT","HPE","HPQ","INTC","IPG","IVZ","JCP","JNJ","JPM","KMB","LH","MAS","MAT","MCK","MET","MGA","MHK","MRK","MS","MSFT","MUR","MYL","NOC","NOV","NWL","NWSA","OMC","ORCL","PFE","PH","PNC","PPG","PVH","RDS","RF","SHW","SRE","STT","STX","SWK","TAP","TEL","TJX","TRW","UBS","VOYA","WAB","WB","WEC","WFC","WHR","WLTW","WMT","XL","XOM","ZBH"
2008-02-01,2.49,0,0,0,5.24,4.33,2.73,0,0,0,3.44,0,0,0,0,0,2.49,0,4.41,2.96,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,4.63,0,3.94,0,0,4.01,0,0,0,0,3.25,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,3.37,0,2.64,2.64,0,0
2008-03-01,2.49,0,0,0,5.24,4.33,2.73,0,0,0,3.44,0,0,0,0,0,2.49,0,4.41,2.96,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,4.63,0,3.94,0,0,4.01,0,0,0,0,3.25,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,3.37,0,2.64,2.64,0,0
2008-04-01,3.22,0,0,0,5.16,4.2,3.76,0,0,0,2.64,0,0,0,0,0,2.92,2.73,4.41,3.25,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,3.65,0,2.93,0,0,3.34,0,0,0,0,3.32,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,3.08,2.72,0,2.92,0,0,0,0,0
2008-05-01,3.22,0,0,0,5.16,4.2,3.76,0,0,0,2.64,0,0,0,0,0,2.92,2.73,4.41,3.25,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,3.65,0,2.93,0,0,3.34,0,0,0,0,3.32,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,3.08,2.72,0,2.92,0,0,0,0,0
2008-06-01,3.22,0,0,0,5.16,4.2,3.76,0,0,0,2.64,0,0,0,0,0,2.92,2.73,4.41,3.25,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,3.65,0,2.93,0,0,3.34,0,0,0,0,3.32,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,3.08,2.72,0,2.92,0,0,0,0,0
2008-07-01,3.58,0,0,0,3.87,5.01,0,0,0,0,4.57,0,0,0,0,0,2.85,0,5.42,3.32,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,3.7,0,0,0,0,0,0,3.02,3.58,4.14,2.9,0,0,0,0,0,2.55,0,0,0,3.68,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,2.38,0,2.92,0,0,0,0,0
2008-08-01,3.58,0,0,0,3.87,5.01,0,0,0,0,4.57,0,0,0,0,0,2.85,0,5.42,3.32,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,3.7,0,0,0,0,0,0,3.02,3.58,4.14,2.9,0,0,0,0,0,2.55,0,0,0,3.68,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,2.38,0,2.92,0,0,0,0,0
2008-09-01,3.58,0,0,0,3.87,5.01,0,0,0,0,4.57,0,0,0,0,0,2.85,0,5.42,3.32,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,3.7,0,0,0,0,0,0,3.02,3.58,4.14,2.9,0,0,0,0,0,2.55,0,0,0,3.68,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,0,0,0,2.38,0,2.92,0,0,0,0,0
2008-10-01,4.7,0,0,0,3.32,5.08,0,0,0,0,2.96,0,0,0,0,0,0,2.52,2.79,4.11,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,2.83,0,0,0,0,0,0,3.7,0,2.74,0,0,0,2.29,0,0,2.72,0,2.8,0,2.85,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,3.41,0,0,0,0,0,2.18,0,0,0,0,0
2008-11-01,4.7,0,0,0,3.32,5.08,0,0,0,0,2.96,0,0,0,0,0,0,2.52,2.79,4.11,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,2.83,0,0,0,0,0,0,3.7,0,2.74,0,0,0,2.29,0,0,2.72,0,2.8,0,2.85,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,3.41,0,0,0,0,0,2.18,0,0,0,0,0
2008-12-01,4.7,0,0,0,3.32,5.08,0,0,0,0,2.96,0,0,0,0,0,0,2.52,2.79,4.11,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0,0,0,0,2.83,0,0,0,0,0,0,3.7,0,2.74,0,0,0,2.29,0,0,2.72,0,2.8,0,2.85,0,0,4.24,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,3.41,0,0,0,0,0,2.18,0,0,0,0,0
2009-01-01,2.94,0,0,0,3.35,3.75,0,2.54,0,3.23,0,0,0,0,0,0,0,2.55,0,2.84,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,2.43,0,0,0,0,0,0,4.47,0,2.65,0,0,0,0,0,0,3.9,0,0,0,3.28,0,0,4.77,0,0,0,2.42,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,2.61,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0
2009-02-01,2.94,0,0,0,3.35,3.75,0,2.54,0,3.23,0,0,0,0,0,0,0,2.55,0,2.84,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,2.43,0,0,0,0,0,0,4.47,0,2.65,0,0,0,0,0,0,3.9,0,0,0,3.28,0,0,4.77,0,0,0,2.42,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,2.61,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0
2009-03-01,2.94,0,0,0,3.35,3.75,0,2.54,0,3.23,0,0,0,0,0,0,0,2.55,0,2.84,0,0,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,2.43,0,0,0,0,0,0,4.47,0,2.65,0,0,0,0,0,0,3.9,0,0,0,3.28,0,0,4.77,0,0,0,2.42,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,2.61,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,0,0,0,0,2.95,3.88,0,0,0,2.84,2.49,0,0,0,0,0,0,2.66,0,2.65,3.09,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,3.8,0,0,2.55,2.62,0,0,4.25,0,0,0,3.45,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,2.63,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0
2009-05-01,0,0,0,0,2.95,3.88,0,0,0,2.84,2.49,0,0,0,0,0,0,2.66,0,2.65,3.09,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,3.8,0,0,2.55,2.62,0,0,4.25,0,0,0,3.45,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,2.63,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0
2009-06-01,0,0,0,0,2.95,3.88,0,0,0,2.84,2.49,0,0,0,0,0,0,2.66,0,2.65,3.09,0,0,0,0,0,0,2.39,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0,0,3.93,0,0,0,0,0,0,0,0,3.8,0,0,2.55,2.62,0,0,4.25,0,0,0,3.45,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,2.63,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,0,0,2.9,0,3.35,3.68,0,0,0,4.1,2.57,0,0,0,0,0,0,2.39,2.66,2.94,2.57,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,4.22,0,0,0,2.86,0,0,0,2.37,0,0,0,0,0,2.57,0,0,0,0,2.54,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0
2009-08-01,0,0,2.9,0,3.35,3.68,0,0,0,4.1,2.57,0,0,0,0,0,0,2.39,2.66,2.94,2.57,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,4.22,0,0,0,2.86,0,0,0,2.37,0,0,0,0,0,2.57,0,0,0,0,2.54,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0
2009-09-01,0,0,2.9,0,3.35,3.68,0,0,0,4.1,2.57,0,0,0,0,0,0,2.39,2.66,2.94,2.57,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,4.22,0,0,0,2.86,0,0,0,2.37,0,0,0,0,0,2.57,0,0,0,0,2.54,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0
2009-10-01,0,0,2.76,0,0,3.72,0,0,2.51,3.57,0,0,0,0,0,0,0,2.36,0,3.09,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,3.46,0,0,0,2.59,0,0,4.3,0,0,0,3.13,0,0,0,2.41,0,0,0,0,0,2.97,0,0,0,0,3.49,0,0,2.72,0,0,0,0,0,0,0,0,0,2.52,2.34
2009-11-01,0,0,2.76,0,0,3.72,0,0,2.51,3.57,0,0,0,0,0,0,0,2.36,0,3.09,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,3.46,0,0,0,2.59,0,0,4.3,0,0,0,3.13,0,0,0,2.41,0,0,0,0,0,2.97,0,0,0,0,3.49,0,0,2.72,0,0,0,0,0,0,0,0,0,2.52,2.34
2009-12-01,0,0,2.76,0,0,3.72,0,0,2.51,3.57,0,0,0,0,0,0,0,2.36,0,3.09,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,3.46,0,0,0,2.59,0,0,4.3,0,0,0,3.13,0,0,0,2.41,0,0,0,0,0,2.97,0,0,0,0,3.49,0,0,2.72,0,0,0,0,0,0,0,0,0,2.52,2.34
2010-01-01,0,0,2.65,0,0,3.49,0,0,2.59,3.2,0,0,0,0,0,0,0,0,2.34,3.02,0,0,0,0,0,0,0,2.61,0,0,2.2,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,4.04,0,0,0,3.56,0,0,0,2.28,0,0,0,0,2.7,2.48,0,0,0,0,3.65,0,0,3.37,0,0,0,0,0,0,0,0,0,3.98,0
2010-02-01,0,0,2.65,0,0,3.49,0,0,2.59,3.2,0,0,0,0,0,0,0,0,2.34,3.02,0,0,0,0,0,0,0,2.61,0,0,2.2,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,4.04,0,0,0,3.56,0,0,0,2.28,0,0,0,0,2.7,2.48,0,0,0,0,3.65,0,0,3.37,0,0,0,0,0,0,0,0,0,3.98,0
2010-03-01,0,0,2.65,0,0,3.49,0,0,2.59,3.2,0,0,0,0,0,0,0,0,2.34,3.02,0,0,0,0,0,0,0,2.61,0,0,2.2,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,4.04,0,0,0,3.56,0,0,0,2.28,0,0,0,0,2.7,2.48,0,0,0,0,3.65,0,0,3.37,0,0,0,0,0,0,0,0,0,3.98,0
2010-04-01,0,0,2.57,0,0,3.69,0,0,2.65,2.65,0,0,0,0,0,0,0,0,2.59,2.81,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,3.5,0,0,0,0,0,0,0,0,2.43,0,2.54,0,0,0,3.42,0,0,2.97,0,0,0,0,0,0,2.7,0,0,4.05,2.38
2010-05-01,0,0,2.57,0,0,3.69,0,0,2.65,2.65,0,0,0,0,0,0,0,0,2.59,2.81,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,3.5,0,0,0,0,0,0,0,0,2.43,0,2.54,0,0,0,3.42,0,0,2.97,0,0,0,0,0,0,2.7,0,0,4.05,2.38
2010-06-01,0,0,2.57,0,0,3.69,0,0,2.65,2.65,0,0,0,0,0,0,0,0,2.59,2.81,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,3.97,0,0,0,3.5,0,0,0,0,0,0,0,0,2.43,0,2.54,0,0,0,3.42,0,0,2.97,0,0,0,0,0,0,2.7,0,0,4.05,2.38
2010-07-01,0,0,0,0,0,4.09,0,0,2.68,0,0,0,0,0,0,0,0,2.83,2.74,3.68,0,2.76,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,2.43,0,3.17,0,0,0,0,0,0,0,3.37,0,0,0,4.27,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,3.05,0,0,0,0,0,0,2.66,0,0,4.37,2.36
2010-08-01,0,0,0,0,0,4.09,0,0,2.68,0,0,0,0,0,0,0,0,2.83,2.74,3.68,0,2.76,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,2.43,0,3.17,0,0,0,0,0,0,0,3.37,0,0,0,4.27,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,3.05,0,0,0,0,0,0,2.66,0,0,4.37,2.36
2010-09-01,0,0,0,0,0,4.09,0,0,2.68,0,0,0,0,0,0,0,0,2.83,2.74,3.68,0,2.76,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,2.43,0,3.17,0,0,0,0,0,0,0,3.37,0,0,0,4.27,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,4.68,0,0,0,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,3.05,0,0,0,0,0,0,2.66,0,0,4.37,2.36
2010-10-01,0,0,0,0,0,3.52,0,0,2.93,0,0,0,0,0,0,0,0,2.98,2.71,2.54,0,2.54,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,4.45,0,0,0,3.52,0,2.28,0,0,3.02,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,2.42,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,3.29,0,0,2.99,0,0,0,0,0,0,2.97,0,0,4.6,0
2010-11-01,0,0,0,0,0,3.52,0,0,2.93,0,0,0,0,0,0,0,0,2.98,2.71,2.54,0,2.54,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,4.45,0,0,0,3.52,0,2.28,0,0,3.02,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,2.42,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,3.29,0,0,2.99,0,0,0,0,0,0,2.97,0,0,4.6,0
2010-12-01,0,0,0,0,0,3.52,0,0,2.93,0,0,0,0,0,0,0,0,2.98,2.71,2.54,0,2.54,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,4.45,0,0,0,3.52,0,2.28,0,0,3.02,0,0,0,0,0,0,0,0,0,0,4.65,0,0,0,2.42,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,3.29,0,0,2.99,0,0,0,0,0,0,2.97,0,0,4.6,0
2011-01-01,0,0,0,0,0,3.46,0,0,2.69,0,0,0,0,0,0,0,0,2.96,2.48,2.91,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,4.86,0,0,0,2.47,2.5,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,2.55,0,0,0,2.25,2.93,0,0,0,0,0,0,0,0,0,2.44,0,0,2.84,0,0,0,0,0,0,2.67,0,0,5.12,0
2011-02-01,0,0,0,0,0,3.46,0,0,2.69,0,0,0,0,0,0,0,0,2.96,2.48,2.91,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,4.86,0,0,0,2.47,2.5,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,2.55,0,0,0,2.25,2.93,0,0,0,0,0,0,0,0,0,2.44,0,0,2.84,0,0,0,0,0,0,2.67,0,0,5.12,0
2011-03-01,0,0,0,0,0,3.46,0,0,2.69,0,0,0,0,0,0,0,0,2.96,2.48,2.91,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,4.86,0,0,0,2.47,2.5,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,0,0,0,2.55,0,0,0,2.25,2.93,0,0,0,0,0,0,0,0,0,2.44,0,0,2.84,0,0,0,0,0,0,2.67,0,0,5.12,0
2011-04-01,0,3.15,0,0,0,4.37,0,0,2.62,0,0,0,0,0,0,0,0,3.29,2.56,3.16,0,2.53,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,5.36,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,2.87,0,0,0,0,2.72,0,3.1,0,2.33,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,4.27,0
2011-05-01,0,3.15,0,0,0,4.37,0,0,2.62,0,0,0,0,0,0,0,0,3.29,2.56,3.16,0,2.53,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,5.36,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,2.87,0,0,0,0,2.72,0,3.1,0,2.33,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,4.27,0
2011-06-01,0,3.15,0,0,0,4.37,0,0,2.62,0,0,0,0,0,0,0,0,3.29,2.56,3.16,0,2.53,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,5.36,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,2.87,0,0,0,0,2.72,0,3.1,0,2.33,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,4.27,0
2011-07-01,0,3.87,0,0,0,3.67,0,0,2.3,0,0,0,0,0,0,0,0,3.78,2.6,2.94,0,0,0,0,0,3.02,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,0,2.31,0,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,2.95,0,0,0,0,3.17,0,3.92,0,0,0,0,0,0,2.9,0,0,0,2.71,0,0,0,0,0,0,0,0,0,3.85,0
