"Date","AN","AVP","AZO","BAC","BIG","C","CIT","COF","CSCO","CTX","FNMA","FOSL","GNW","GPS","HD","HIG","HOS","HRB","IBM","KBH","LE","NFLX","PHH","SFI","SHLDQ","SLM","SRG","STX","WFC"
2009-09-01,15.48,0,31.66,0,0,0.97,0,3.76,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,46.3,0.4,0,0,0
2009-10-01,13.84,0,28.89,0.06,0,0.94,1.13,3.34,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,49.93,0.3,0,0,0.37
2009-11-01,13.84,0,28.89,0.06,0,0.94,1.13,3.34,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,49.93,0.3,0,0,0.37
2009-12-01,13.84,0,28.89,0.06,0,0.94,1.13,3.34,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,49.93,0.3,0,0,0.37
2010-01-01,11.36,0,27.21,0,0,1.03,1.44,3.09,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,54.27,0.11,0,0,0.14
2010-02-01,11.36,0,27.21,0,0,1.03,1.44,3.09,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,54.27,0.11,0,0,0.14
2010-03-01,11.36,0,27.21,0,0,1.03,1.44,3.09,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,54.27,0.11,0,0,0.14
2010-04-01,16.05,0,34.59,0,0,1.22,1.6,3.78,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,41.19,0,0,0,0
2010-05-01,16.05,0,34.59,0,0,1.22,1.6,3.78,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,41.19,0,0,0,0
2010-06-01,16.05,0,34.59,0,0,1.22,1.6,3.78,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,41.19,0,0,0,0
2010-07-01,17.15,0,34,0,0,1.02,1.72,3.33,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,41.2,0,0,0,0
2010-08-01,17.15,0,34,0,0,1.02,1.72,3.33,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,41.2,0,0,0,0
2010-09-01,17.15,0,34,0,0,1.02,1.72,3.33,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,41.2,0,0,0,0
2010-10-01,18.97,0,33.1,0,0,0,1.81,3.39,1.41,0,0,0,1.54,0.68,0,0,0,0.05,0,0,0,0,0,0,38.42,0,0,0.63,0
2010-11-01,18.97,0,33.1,0,0,0,1.81,3.39,1.41,0,0,0,1.54,0.68,0,0,0,0.05,0,0,0,0,0,0,38.42,0,0,0.63,0
2010-12-01,18.97,0,33.1,0,0,0,1.81,3.39,1.41,0,0,0,1.54,0.68,0,0,0,0.05,0,0,0,0,0,0,38.42,0,0,0.63,0
2011-01-01,20.59,0,27.06,0,0.53,0,1.65,3.57,1.17,0,0,0,1.37,5.74,0,0,0,0,0,0,0,0,0,0,37.25,0,0,1.07,0
2011-02-01,20.59,0,27.06,0,0.53,0,1.65,3.57,1.17,0,0,0,1.37,5.74,0,0,0,0,0,0,0,0,0,0,37.25,0,0,1.07,0
2011-03-01,20.59,0,27.06,0,0.53,0,1.65,3.57,1.17,0,0,0,1.37,5.74,0,0,0,0,0,0,0,0,0,0,37.25,0,0,1.07,0
2011-04-01,22.47,0,27.51,0,0.43,0,2.34,3.19,1.16,0,0,0,1.1,5.42,0,0,0,0,0,0,0,0,0,0,33.95,0,0,1.15,1.28
2011-05-01,22.47,0,27.51,0,0.43,0,2.34,3.19,1.16,0,0,0,1.1,5.42,0,0,0,0,0,0,0,0,0,0,33.95,0,0,1.15,1.28
2011-06-01,22.47,0,27.51,0,0.43,0,2.34,3.19,1.16,0,0,0,1.1,5.42,0,0,0,0,0,0,0,0,0,0,33.95,0,0,1.15,1.28
2011-07-01,22.24,0,31.26,0,0.72,0,1.92,2.58,1.28,0,0,0,0.68,6.47,0,0,0,0,0,0,0,0,0,0.12,30.41,0,0,1.1,1.22
2011-08-01,22.24,0,31.26,0,0.72,0,1.92,2.58,1.28,0,0,0,0.68,6.47,0,0,0,0,0,0,0,0,0,0.12,30.41,0,0,1.1,1.22
2011-09-01,22.24,0,31.26,0,0.72,0,1.92,2.58,1.28,0,0,0,0.68,6.47,0,0,0,0,0,0,0,0,0,0.12,30.41,0,0,1.1,1.22
2011-10-01,35.06,0,16.86,0,1.09,0,3.13,3.76,0,0,0,0,1.08,10.1,0,0,0,0,0,0,0,0,0,0.25,26.67,0,0,2,0
2011-11-01,35.06,0,16.86,0,1.09,0,3.13,3.76,0,0,0,0,1.08,10.1,0,0,0,0,0,0,0,0,0,0.25,26.67,0,0,2,0
2011-12-01,35.06,0,16.86,0,1.09,0,3.13,3.76,0,0,0,0,1.08,10.1,0,0,0,0,0,0,0,0,0,0.25,26.67,0,0,2,0
2012-01-01,25.44,0,11.07,0,0.36,0,0.42,3.85,0,0,0,0,1.21,12.41,0,0,0,0,0,0,0,0,0,0.16,43.95,0,0,0.42,0
2012-02-01,25.44,0,11.07,0,0.36,0,0.42,3.85,0,0,0,0,1.21,12.41,0,0,0,0,0,0,0,0,0,0.16,43.95,0,0,0.42,0
2012-03-01,25.44,0,11.07,0,0.36,0,0.42,3.85,0,0,0,0,1.21,12.41,0,0,0,0,0,0,0,0,0,0.16,43.95,0,0,0.42,0
2012-04-01,29.53,0.04,4.67,0,0.37,0,0.41,4.16,0,0,0,0,1.19,13.91,0,0,0,0,0,0,0,0,0,0.32,44.7,0,0,0.21,0
2012-05-01,29.53,0.04,4.67,0,0.37,0,0.41,4.16,0,0,0,0,1.19,13.91,0,0,0,0,0,0,0,0,0,0.32,44.7,0,0,0.21,0
2012-06-01,29.53,0.04,4.67,0,0.37,0,0.41,4.16,0,0,0,0,1.19,13.91,0,0,0,0,0,0,0,0,0,0.32,44.7,0,0,0.21,0
2012-07-01,37.7,0,1.31,0,0.76,0,0,3.06,0,0,0,0,1.14,12.43,0,0,0,0,0,0,0,0.69,0,0.35,42.14,0,0,0,0
2012-08-01,37.7,0,1.31,0,0.76,0,0,3.06,0,0,0,0,1.14,12.43,0,0,0,0,0,0,0,0.69,0,0.35,42.14,0,0,0,0
2012-09-01,37.7,0,1.31,0,0.76,0,0,3.06,0,0,0,0,1.14,12.43,0,0,0,0,0,0,0,0.69,0,0.35,42.14,0,0,0,0
2012-10-01,35.84,0,0.03,0,1.06,0,0,1.28,0,0,0,0,2.37,11.59,0,0,0,0,0,0,0,0,0,0.32,39.19,0,0,0,0
2012-11-01,35.84,0,0.03,0,1.06,0,0,1.28,0,0,0,0,2.37,11.59,0,0,0,0,0,0,0,0,0,0.32,39.19,0,0,0,0
2012-12-01,35.84,0,0.03,0,1.06,0,0,1.28,0,0,0,0,2.37,11.59,0,0,0,0,0,0,0,0,0,0.32,39.19,0,0,0,0
2013-01-01,34.18,0,0,0,0,0,0,0.01,0,0,0,0,2.08,12.24,0,0,0,0,0,0,0,0,0,0.23,42.04,0,0,0,0
2013-02-01,34.18,0,0,0,0,0,0,0.01,0,0,0,0,2.08,12.24,0,0,0,0,0,0,0,0,0,0.23,42.04,0,0,0,0
2013-03-01,34.18,0,0,0,0,0,0,0.01,0,0,0,0,2.08,12.24,0,0,0,0,0,0,0,0,0,0.23,42.04,0,0,0,0
2013-04-01,29.42,0,0,0,0,0,0,0,0,0,0,0,0,14.47,0,0,0,0,0,0,0,0,0,0,47.65,0,0,0,0
2013-05-01,29.42,0,0,0,0,0,0,0,0,0,0,0,0,14.47,0,0,0,0,0,0,0,0,0,0,47.65,0,0,0,0
2013-06-01,29.42,0,0,0,0,0,0,0,0,0,0,0,0,14.47,0,0,0,0,0,0,0,0,0,0,47.65,0,0,0,0
2013-07-01,29.17,0,0,0,0,0,0,0,0,0,0,0,0,7.63,0,0,0,0,0,0,0,0,0,0,57.92,0,0,0,0
2013-08-01,29.17,0,0,0,0,0,0,0,0,0,0,0,0,7.63,0,0,0,0,0,0,0,0,0,0,57.92,0,0,0,0
2013-09-01,29.17,0,0,0,0,0,0,0,0,0,0,0,0,7.63,0,0,0,0,0,0,0,0,0,0,57.92,0,0,0,0
2013-10-01,31.43,0,0,0,0,0,0,0,0,0,0,0,0,10.62,0,0,0,0,0,0,0,0,0,0,52.02,0,0,0,0
2013-11-01,31.43,0,0,0,0,0,0,0,0,0,0,0,0,10.62,0,0,0,0,0,0,0,0,0,0,52.02,0,0,0,0
2013-12-01,31.43,0,0,0,0,0,0,0,0,0,0,0,0,10.62,0,0,0,0,0,0,0,0,0,0,52.02,0,0,0,0
2014-01-01,30.33,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,58.21,0,0,0,0
2014-02-01,30.33,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,58.21,0,0,0,0
2014-03-01,30.33,0,0,0,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,58.21,0,0,0,0
2014-04-01,31.08,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,11.77,0,0,0,46.57,0,0,0,0
2014-05-01,31.08,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,11.77,0,0,0,46.57,0,0,0,0
2014-06-01,31.08,0,0,0,0,0,0,0,0,0,0,0,0,5.11,0,0,0,0,0,0,11.77,0,0,0,46.57,0,0,0,0
2014-07-01,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,0,0,0,44.17,0,0,0,0
2014-08-01,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,0,0,0,44.17,0,0,0,0
2014-09-01,29.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.65,0,0,0,44.17,0,0,0,0
2014-10-01,23.86,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,1.57,0,19.41,0,0,0,39.43,0,0,0,0
2014-11-01,23.86,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,1.57,0,19.41,0,0,0,39.43,0,0,0,0
2014-12-01,23.86,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,1.57,0,19.41,0,0,0,39.43,0,0,0,0
2015-01-01,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0,0,48.88,0,0,0,0
2015-02-01,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0,0,48.88,0,0,0,0
2015-03-01,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,0,0,48.88,0,0,0,0
2015-04-01,27.02,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,11.29,0,0,0,40.35,0,0,0,0
2015-05-01,27.02,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,11.29,0,0,0,40.35,0,0,0,0
2015-06-01,27.02,0,0,0,0,0,0,0,0,0,0,0,0,4.67,0,0,0,0,0,0,11.29,0,0,0,40.35,0,0,0,0
2015-07-01,25.2,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,4.07,0,11.58,0,0,0,32.21,0,1.06,0,0
2015-08-01,25.2,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,4.07,0,11.58,0,0,0,32.21,0,1.06,0,0
2015-09-01,25.2,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,4.07,0,11.58,0,0,0,32.21,0,1.06,0,0
2015-10-01,27.8,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,0,0,0,6.01,0,10.8,0,0,0,31.51,0,1.23,0,0
2015-11-01,27.8,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,0,0,0,6.01,0,10.8,0,0,0,31.51,0,1.23,0,0
2015-12-01,27.8,0,0,0,0,0,0,0,0,0,0,0,0,7.22,0,0,0,0,6.01,0,10.8,0,0,0,31.51,0,1.23,0,0
2016-01-01,25.21,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0,0,0,0,8.59,0,15.19,0,0,0,30.31,0,1.97,0,0
2016-02-01,25.21,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0,0,0,0,8.59,0,15.19,0,0,0,30.31,0,1.97,0,0
2016-03-01,25.21,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0,0,0,0,8.59,0,15.19,0,0,0,30.31,0,1.97,0,0
2016-04-01,28.12,0,0,0,0,0,0,0,0,0,0,0.54,0,7.15,0,0,0,0,8.49,0,10.84,0,0,0,29.86,0,2.13,1.16,0
2016-05-01,28.12,0,0,0,0,0,0,0,0,0,0,0.54,0,7.15,0,0,0,0,8.49,0,10.84,0,0,0,29.86,0,2.13,1.16,0
2016-06-01,28.12,0,0,0,0,0,0,0,0,0,0,0.54,0,7.15,0,0,0,0,8.49,0,10.84,0,0,0,29.86,0,2.13,1.16,0
2016-07-01,33.66,0,0,0,0,0,0,0,0,0,0,0.51,0,6.44,0,0,0,0,5.93,0,11.05,0,0,0,29.03,0,2.51,0,0
2016-08-01,33.66,0,0,0,0,0,0,0,0,0,0,0.51,0,6.44,0,0,0,0,5.93,0,11.05,0,0,0,29.03,0,2.51,0,0
2016-09-01,33.66,0,0,0,0,0,0,0,0,0,0,0.51,0,6.44,0,0,0,0,5.93,0,11.05,0,0,0,29.03,0,2.51,0,0
2016-10-01,36.76,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0.35,0,0,0,15.59,0,0,0,31.78,0,2.31,0,0
2016-11-01,36.76,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0.35,0,0,0,15.59,0,0,0,31.78,0,2.31,0,0
2016-12-01,36.76,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0.35,0,0,0,15.59,0,0,0,31.78,0,2.31,0,0
2017-01-01,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.92,0,0,0,35.62,0,3.43,0,0
2017-02-01,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.92,0,0,0,35.62,0,3.43,0,0
2017-03-01,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.92,0,0,0,35.62,0,3.43,0,0
2017-04-01,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84,0,0,0,33.42,0,4.02,0,0
2017-05-01,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84,0,0,0,33.42,0,4.02,0,0
2017-06-01,38.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.84,0,0,0,33.42,0,4.02,0,0
2017-07-01,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15,0,0,0,29.26,0,4.69,0,0
2017-08-01,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15,0,0,0,29.26,0,4.69,0,0
2017-09-01,45.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.15,0,0,0,29.26,0,4.69,0,0
2017-10-01,47.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.29,0,0,0,16.98,0,3.96,0,0
2017-11-01,47.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.29,0,0,0,16.98,0,3.96,0,0
2017-12-01,47.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.29,0,0,0,16.98,0,3.96,0,0
2018-01-01,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.46,0,0,0,14.1,0,3.17,0,0
2018-02-01,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.46,0,0,0,14.1,0,3.17,0,0
2018-03-01,44.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.46,0,0,0,14.1,0,3.17,0,0
2018-04-01,43.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,0,0,0,11.96,0,3.56,0,0
2018-05-01,43.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,0,0,0,11.96,0,3.56,0,0
2018-06-01,43.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,0,0,0,11.96,0,3.56,0,0
2018-07-01,50.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14,0,0,0,6.65,0,5.42,0,0
2018-08-01,50.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14,0,0,0,6.65,0,5.42,0,0
2018-09-01,50.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.14,0,0,0,6.65,0,5.42,0,0
2018-10-01,55.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.81,0,0,0,0,0,4.79,0,0
2018-11-01,55.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.81,0,0,0,0,0,4.79,0,0
2018-12-01,55.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.81,0,0,0,0,0,4.79,0,0
2019-01-01,51.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.73,0,0,0,0,0,6.1,0,0
2019-02-01,51.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.73,0,0,0,0,0,6.1,0,0
2019-03-01,51.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.73,0,0,0,0,0,6.1,0,0
2019-04-01,63.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,0,0,0,0,0,5.09,0,0
2019-05-01,63.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,0,0,0,0,0,5.09,0,0
2019-06-01,63.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.74,0,0,0,0,0,5.09,0,0
2019-07-01,60.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.95,0,0,0,0,0,4.95,0,0
2019-08-01,60.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.95,0,0,0,0,0,4.95,0,0
2019-09-01,60.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.95,0,0,0,0,0,4.95,0,0
2019-10-01,57.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.91,0,0,0,0,0,4.62,0,0
2019-11-01,57.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.91,0,0,0,0,0,4.62,0,0
2019-12-01,57.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.91,0,0,0,0,0,4.62,0,0
