"Date","ABT","ACN","AFL","APA","ATGE","AXP","BAX","BBBY","BDK","BEN","BK","BOKF","BRK","BWA","BX","C","CAH","CBS","CCL","CHK","COV","CVS","DELL","DIS","EBAY","FAF","GCI","GOLD","GS","HD","HES","HNGR","HRB","IBM","IGT","IPG","ITW","JNJ","JPM","KKR","KMT","LAZ","LH","LMT","LOW","MOS","MRK","MS","MSFT","NLSN","NOV","NTRS","NWL","OMC","ORCL","PFE","PGR","PIR","SJM","SNA","SRCL","STZ","SWK","TGT","TIF","TM","UBS","VIAC","WBA","WM","WU","XOM","ZBH","ZBRA"
2008-03-01,0,4.91,4.53,0,0,0,0,0,3.61,0,0,0,7.62,0,0,0,0,0,4.5,0,4.52,0,4.8,3.08,0,0,0,0,0,0,0,0,0,7.4,0,0,3.24,5.29,4.54,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,3.28,6.89,0,0,0,0,0,0,0,0
2008-04-01,0,6.32,0,0,0,0,0,0,3.49,0,0,0,5.67,0,0,0,0,0,5,0,5.11,0,5.95,4.28,0,0,0,0,0,0,0,0,0,6.75,0,0,4.79,5.81,4.07,0,0,0,0,0,3.13,0,0,3.31,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,3.35,6.88,0,0,0,0,0,0,0,0
2008-05-01,0,6.32,0,0,0,0,0,0,3.49,0,0,0,5.67,0,0,0,0,0,5,0,5.11,0,5.95,4.28,0,0,0,0,0,0,0,0,0,6.75,0,0,4.79,5.81,4.07,0,0,0,0,0,3.13,0,0,3.31,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,3.35,6.88,0,0,0,0,0,0,0,0
2008-06-01,0,6.32,0,0,0,0,0,0,3.49,0,0,0,5.67,0,0,0,0,0,5,0,5.11,0,5.95,4.28,0,0,0,0,0,0,0,0,0,6.75,0,0,4.79,5.81,4.07,0,0,0,0,0,3.13,0,0,3.31,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,3.35,6.88,0,0,0,0,0,0,0,0
2008-07-01,0,5.81,5.72,0,0,3.07,0,0,4.57,2.71,0,0,6.53,0,0,0,0,0,4.96,0,4.49,0,4.86,3.65,3.34,0,0,0,0,0,0,0,0,5.1,0,0,5.62,6.57,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,3.62,5.71,0,0,0,0,0,0,0,0
2008-08-01,0,5.81,5.72,0,0,3.07,0,0,4.57,2.71,0,0,6.53,0,0,0,0,0,4.96,0,4.49,0,4.86,3.65,3.34,0,0,0,0,0,0,0,0,5.1,0,0,5.62,6.57,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,3.62,5.71,0,0,0,0,0,0,0,0
2008-09-01,0,5.81,5.72,0,0,3.07,0,0,4.57,2.71,0,0,6.53,0,0,0,0,0,4.96,0,4.49,0,4.86,3.65,3.34,0,0,0,0,0,0,0,0,5.1,0,0,5.62,6.57,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,3.62,5.71,0,0,0,0,0,0,0,0
2008-10-01,0,5.96,6.21,0,0,0,0,0,2.91,3.6,0,0,7.39,0,0,0,0,0,4.96,0,3.68,0,4.76,3.64,5.06,0,0,0,0,0,0,0,0,4.63,0,0,6.42,6.76,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,3.24,4.7,2.7,0,0,0,0,0,0,0
2008-11-01,0,5.96,6.21,0,0,0,0,0,2.91,3.6,0,0,7.39,0,0,0,0,0,4.96,0,3.68,0,4.76,3.64,5.06,0,0,0,0,0,0,0,0,4.63,0,0,6.42,6.76,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,3.24,4.7,2.7,0,0,0,0,0,0,0
2008-12-01,0,5.96,6.21,0,0,0,0,0,2.91,3.6,0,0,7.39,0,0,0,0,0,4.96,0,3.68,0,4.76,3.64,5.06,0,0,0,0,0,0,0,0,4.63,0,0,6.42,6.76,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04,0,0,0,0,0,0,0,0,0,0,3.24,4.7,2.7,0,0,0,0,0,0,0
2009-01-01,0,5.59,4.2,0,0,0,0,0,0,3.59,0,0,5.64,0,0,0,0,0,4.74,0,3.98,0,5.84,3.43,5.37,0,0,0,0,0,0,0,0,4.08,0,0,5.76,6.54,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,3.49,4.66,0,0,0,3.52,0,3.78,0,0
2009-02-01,0,5.59,4.2,0,0,0,0,0,0,3.59,0,0,5.64,0,0,0,0,0,4.74,0,3.98,0,5.84,3.43,5.37,0,0,0,0,0,0,0,0,4.08,0,0,5.76,6.54,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,3.49,4.66,0,0,0,3.52,0,3.78,0,0
2009-03-01,0,5.59,4.2,0,0,0,0,0,0,3.59,0,0,5.64,0,0,0,0,0,4.74,0,3.98,0,5.84,3.43,5.37,0,0,0,0,0,0,0,0,4.08,0,0,5.76,6.54,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0,0,0,0,0,0,0,0,0,0,3.49,4.66,0,0,0,3.52,0,3.78,0,0
2009-04-01,0,6.19,4.29,0,0,0,0,0,0,3.76,0,0,4.55,0,0,0,0,0,4.43,0,4.1,0,6.25,4.22,5.55,0,0,0,0,0,3.69,0,0,3.45,0,0,4.63,6.61,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,3.38,0,3.9,0,0
2009-05-01,0,6.19,4.29,0,0,0,0,0,0,3.76,0,0,4.55,0,0,0,0,0,4.43,0,4.1,0,6.25,4.22,5.55,0,0,0,0,0,3.69,0,0,3.45,0,0,4.63,6.61,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,3.38,0,3.9,0,0
2009-06-01,0,6.19,4.29,0,0,0,0,0,0,3.76,0,0,4.55,0,0,0,0,0,4.43,0,4.1,0,6.25,4.22,5.55,0,0,0,0,0,3.69,0,0,3.45,0,0,4.63,6.61,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,3.38,0,3.9,0,0
2009-07-01,0,5.75,4.92,0,0,0,0,0,0,0,0,0,6.47,0,0,0,0,0,4.78,0,3.96,0,5.19,4.14,3.2,0,0,0,0,0,3.42,0,0,3.3,0,0,0,6.44,3.81,0,0,0,0,0,0,0,4.12,5.12,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,2.99,0,4.83,0,0
2009-08-01,0,5.75,4.92,0,0,0,0,0,0,0,0,0,6.47,0,0,0,0,0,4.78,0,3.96,0,5.19,4.14,3.2,0,0,0,0,0,3.42,0,0,3.3,0,0,0,6.44,3.81,0,0,0,0,0,0,0,4.12,5.12,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,2.99,0,4.83,0,0
2009-09-01,0,5.75,4.92,0,0,0,0,0,0,0,0,0,6.47,0,0,0,0,0,4.78,0,3.96,0,5.19,4.14,3.2,0,0,0,0,0,3.42,0,0,3.3,0,0,0,6.44,3.81,0,0,0,0,0,0,0,4.12,5.12,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,2.99,0,4.83,0,0
2009-10-01,0,5.67,4.94,0,0,0,3.19,0,0,0,3.62,0,5,0,0,0,0,0,3.49,0,4.06,0,4.8,4.51,0,0,0,0,0,0,4.19,0,0,4.62,0,0,0,6.32,3.36,0,0,0,0,4.08,0,0,4.41,4.55,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0
2009-11-01,0,5.67,4.94,0,0,0,3.19,0,0,0,3.62,0,5,0,0,0,0,0,3.49,0,4.06,0,4.8,4.51,0,0,0,0,0,0,4.19,0,0,4.62,0,0,0,6.32,3.36,0,0,0,0,4.08,0,0,4.41,4.55,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0
2009-12-01,0,5.67,4.94,0,0,0,3.19,0,0,0,3.62,0,5,0,0,0,0,0,3.49,0,4.06,0,4.8,4.51,0,0,0,0,0,0,4.19,0,0,4.62,0,0,0,6.32,3.36,0,0,0,0,4.08,0,0,4.41,4.55,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83,0,0
2010-01-01,0,5.15,4.94,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,4.01,0,3.99,0,4.69,4.56,0,0,0,0,0,0,4.05,0,0,4.81,0,3.84,0,5.75,3.37,0,0,0,0,4.21,0,0,4.21,4.68,0,0,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0,0
2010-02-01,0,5.15,4.94,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,4.01,0,3.99,0,4.69,4.56,0,0,0,0,0,0,4.05,0,0,4.81,0,3.84,0,5.75,3.37,0,0,0,0,4.21,0,0,4.21,4.68,0,0,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0,0
2010-03-01,0,5.15,4.94,0,0,0,0,0,0,0,4.53,0,0,0,0,0,0,0,4.01,0,3.99,0,4.69,4.56,0,0,0,0,0,0,4.05,0,0,4.81,0,3.84,0,5.75,3.37,0,0,0,0,4.21,0,0,4.21,4.68,0,0,0,0,0,5.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,0,0
2010-04-01,0,4.03,3.82,0,0,0,4.25,0,0,0,4.22,0,0,0,0,0,0,0,0,0,3.74,0,4.45,4.35,0,0,0,0,0,0,3.82,0,0,5.4,0,3.84,0,6.38,3.84,0,0,0,0,4.46,0,0,5.17,4.44,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2010-05-01,0,4.03,3.82,0,0,0,4.25,0,0,0,4.22,0,0,0,0,0,0,0,0,0,3.74,0,4.45,4.35,0,0,0,0,0,0,3.82,0,0,5.4,0,3.84,0,6.38,3.84,0,0,0,0,4.46,0,0,5.17,4.44,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2010-06-01,0,4.03,3.82,0,0,0,4.25,0,0,0,4.22,0,0,0,0,0,0,0,0,0,3.74,0,4.45,4.35,0,0,0,0,0,0,3.82,0,0,5.4,0,3.84,0,6.38,3.84,0,0,0,0,4.46,0,0,5.17,4.44,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2010-07-01,0,4.01,4.19,0,0,0,4.49,0,0,0,4.56,0,0,0,0,0,0,0,4.22,0,3.91,0,4.33,3.7,0,0,0,0,4.15,0,0,0,0,5.77,0,3.84,0,6.06,4.11,0,0,0,0,0,0,0,0,4.27,3.47,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,5.4,0,0
2010-08-01,0,4.01,4.19,0,0,0,4.49,0,0,0,4.56,0,0,0,0,0,0,0,4.22,0,3.91,0,4.33,3.7,0,0,0,0,4.15,0,0,0,0,5.77,0,3.84,0,6.06,4.11,0,0,0,0,0,0,0,0,4.27,3.47,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,5.4,0,0
2010-09-01,0,4.01,4.19,0,0,0,4.49,0,0,0,4.56,0,0,0,0,0,0,0,4.22,0,3.91,0,4.33,3.7,0,0,0,0,4.15,0,0,0,0,5.77,0,3.84,0,6.06,4.11,0,0,0,0,0,0,0,0,4.27,3.47,0,0,0,0,5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71,0,0,5.4,0,0
2010-10-01,0,4.05,4.06,0,3.84,0,4.45,0,0,0,4.82,0,0,0,0,3.57,0,0,4.58,0,0,0,4.09,0,0,0,0,0,4.48,0,0,0,0,5.42,0,0,0,5.2,4.27,0,0,0,0,0,0,0,0,4.52,4.26,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,5.86,0,0,5.77,5.05,0
2010-11-01,0,4.05,4.06,0,3.84,0,4.45,0,0,0,4.82,0,0,0,0,3.57,0,0,4.58,0,0,0,4.09,0,0,0,0,0,4.48,0,0,0,0,5.42,0,0,0,5.2,4.27,0,0,0,0,0,0,0,0,4.52,4.26,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,5.86,0,0,5.77,5.05,0
2010-12-01,0,4.05,4.06,0,3.84,0,4.45,0,0,0,4.82,0,0,0,0,3.57,0,0,4.58,0,0,0,4.09,0,0,0,0,0,4.48,0,0,0,0,5.42,0,0,0,5.2,4.27,0,0,0,0,0,0,0,0,4.52,4.26,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,5.86,0,0,5.77,5.05,0
2011-01-01,3.8,4.27,3.76,0,0,0,4.69,0,0,0,4.73,0,0,0,0,0,0,0,3.78,0,0,0,4.66,0,0,0,0,0,3.89,0,0,0,0,5.98,0,0,0,4.82,4.43,0,0,0,0,3.84,0,0,0,4.35,5.13,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,6.31,5.65,0
2011-02-01,3.8,4.27,3.76,0,0,0,4.69,0,0,0,4.73,0,0,0,0,0,0,0,3.78,0,0,0,4.66,0,0,0,0,0,3.89,0,0,0,0,5.98,0,0,0,4.82,4.43,0,0,0,0,3.84,0,0,0,4.35,5.13,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,6.31,5.65,0
2011-03-01,3.8,4.27,3.76,0,0,0,4.69,0,0,0,4.73,0,0,0,0,0,0,0,3.78,0,0,0,4.66,0,0,0,0,0,3.89,0,0,0,0,5.98,0,0,0,4.82,4.43,0,0,0,0,3.84,0,0,0,4.35,5.13,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,6.31,5.65,0
2011-04-01,3.95,3.62,0,0,0,0,4.99,0,0,0,3.87,0,0,0,0,0,0,0,3.59,3.78,0,0,5.13,0,0,0,0,0,4.17,0,0,0,0,6.17,0,0,0,5.33,3.76,0,0,0,0,3.79,0,0,0,3.99,6.17,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,4.96,5.49,0
2011-05-01,3.95,3.62,0,0,0,0,4.99,0,0,0,3.87,0,0,0,0,0,0,0,3.59,3.78,0,0,5.13,0,0,0,0,0,4.17,0,0,0,0,6.17,0,0,0,5.33,3.76,0,0,0,0,3.79,0,0,0,3.99,6.17,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,4.96,5.49,0
2011-06-01,3.95,3.62,0,0,0,0,4.99,0,0,0,3.87,0,0,0,0,0,0,0,3.59,3.78,0,0,5.13,0,0,0,0,0,4.17,0,0,0,0,6.17,0,0,0,5.33,3.76,0,0,0,0,3.79,0,0,0,3.99,6.17,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0,4.96,5.49,0
2011-07-01,4.47,3.07,0,0,0,0,3.09,0,0,0,2.94,0,0,0,0,0,0,0,4.26,3.79,0,0,5.75,0,0,0,0,0,3.97,0,0,0,0,5.8,0,0,0,4.28,2.89,0,0,0,0,3.96,0,0,0,3.32,6.36,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,4.03,0,0,5.15,3.82,0
2011-08-01,4.47,3.07,0,0,0,0,3.09,0,0,0,2.94,0,0,0,0,0,0,0,4.26,3.79,0,0,5.75,0,0,0,0,0,3.97,0,0,0,0,5.8,0,0,0,4.28,2.89,0,0,0,0,3.96,0,0,0,3.32,6.36,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,4.03,0,0,5.15,3.82,0
2011-09-01,4.47,3.07,0,0,0,0,3.09,0,0,0,2.94,0,0,0,0,0,0,0,4.26,3.79,0,0,5.75,0,0,0,0,0,3.97,0,0,0,0,5.8,0,0,0,4.28,2.89,0,0,0,0,3.96,0,0,0,3.32,6.36,0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,4.03,0,0,5.15,3.82,0
2011-10-01,0,3.09,3.32,0,3.4,0,0,0,0,0,3.14,0,0,0,0,0,0,0,3.43,3.29,0,0,5.71,0,0,0,0,0,3.79,0,0,0,0,3.87,0,0,0,4.39,0,0,0,0,0,4.12,0,0,0,3.71,6.16,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,3.01,0,0,5.47,4.34,0
2011-11-01,0,3.09,3.32,0,3.4,0,0,0,0,0,3.14,0,0,0,0,0,0,0,3.43,3.29,0,0,5.71,0,0,0,0,0,3.79,0,0,0,0,3.87,0,0,0,4.39,0,0,0,0,0,4.12,0,0,0,3.71,6.16,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,3.01,0,0,5.47,4.34,0
2011-12-01,0,3.09,3.32,0,3.4,0,0,0,0,0,3.14,0,0,0,0,0,0,0,3.43,3.29,0,0,5.71,0,0,0,0,0,3.79,0,0,0,0,3.87,0,0,0,4.39,0,0,0,0,0,4.12,0,0,0,3.71,6.16,0,0,0,0,4.63,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,3.01,0,0,5.47,4.34,0
2012-01-01,0,3.08,0,0,3.13,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,4.08,0,0,5.67,0,0,0,0,0,4.2,0,0,0,0,3.39,0,0,0,4.08,0,3.15,0,0,0,4.67,0,0,0,3.78,6.56,0,0,3.68,0,4.28,0,0,0,0,0,0,0,0,0,5.85,0,0,0,0,3.28,0,0,4.56,4.83,0
2012-02-01,0,3.08,0,0,3.13,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,4.08,0,0,5.67,0,0,0,0,0,4.2,0,0,0,0,3.39,0,0,0,4.08,0,3.15,0,0,0,4.67,0,0,0,3.78,6.56,0,0,3.68,0,4.28,0,0,0,0,0,0,0,0,0,5.85,0,0,0,0,3.28,0,0,4.56,4.83,0
2012-03-01,0,3.08,0,0,3.13,0,0,0,0,0,3.52,0,0,0,0,0,0,0,0,4.08,0,0,5.67,0,0,0,0,0,4.2,0,0,0,0,3.39,0,0,0,4.08,0,3.15,0,0,0,4.67,0,0,0,3.78,6.56,0,0,3.68,0,4.28,0,0,0,0,0,0,0,0,0,5.85,0,0,0,0,3.28,0,0,4.56,4.83,0
2012-04-01,0,3.08,0,0,3.06,0,0,0,0,0,3.43,0,3.19,0,0,0,0,0,0,3.51,0,0,5.09,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,4.48,3.43,3.76,0,0,0,4.84,0,0,0,4.62,6.66,0,0,3.82,0,4.39,0,0,0,0,0,0,0,0,0,5.76,0,0,0,0,5.11,0,0,4.82,5.17,0
2012-05-01,0,3.08,0,0,3.06,0,0,0,0,0,3.43,0,3.19,0,0,0,0,0,0,3.51,0,0,5.09,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,4.48,3.43,3.76,0,0,0,4.84,0,0,0,4.62,6.66,0,0,3.82,0,4.39,0,0,0,0,0,0,0,0,0,5.76,0,0,0,0,5.11,0,0,4.82,5.17,0
2012-06-01,0,3.08,0,0,3.06,0,0,0,0,0,3.43,0,3.19,0,0,0,0,0,0,3.51,0,0,5.09,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,4.48,3.43,3.76,0,0,0,4.84,0,0,0,4.62,6.66,0,0,3.82,0,4.39,0,0,0,0,0,0,0,0,0,5.76,0,0,0,0,5.11,0,0,4.82,5.17,0
2012-07-01,0,0,2.99,0,0,0,0,0,0,0,3.49,0,0,0,0,0,0,0,0,3.51,0,0,3.6,0,0,0,0,0,3.95,0,0,0,0,3.56,0,0,0,3.99,3.58,4.36,0,0,0,4.78,0,0,0,4.39,5.53,0,0,2.61,0,4.46,0,0,0,0,0,3.11,0,0,0,5.24,0,0,0,0,4.86,0,3.88,4.83,5.03,0
