"Date","ABT","ADM","AMX","AN","APD","ARCO","BAX","BP","BRK","BYND","CAT","CCI","CNI","CNR","COST","CSX","CX","DDAIF","ECL","EXPD","FDX","FMX","GS","JNJ","KO","KOF","LBTYA","LBTYK","LILA","LILAK","MCD","MRK","MSFT","MTB","PFE","PG","RSG","SGP","TM","TSCO","TTF","TV","UPS","WBA","WM","WMT","XOM"
2009-01-01,2.08,0,0,1.76,0,0,1.29,2.29,45.2,0,2.61,1.34,3.67,0,3.5,0,0,0,0,0,0,0,0,1.63,3.08,1.91,0,0,0,0,4.28,2.66,0,0,0,0,0,4.34,0,0,0,1.21,0,0,2.47,3.05,3.59
2009-02-01,2.08,0,0,1.76,0,0,1.29,2.29,45.2,0,2.61,1.34,3.67,0,3.5,0,0,0,0,0,0,0,0,1.63,3.08,1.91,0,0,0,0,4.28,2.66,0,0,0,0,0,4.34,0,0,0,1.21,0,0,2.47,3.05,3.59
2009-03-01,2.08,0,0,1.76,0,0,1.29,2.29,45.2,0,2.61,1.34,3.67,0,3.5,0,0,0,0,0,0,0,0,1.63,3.08,1.91,0,0,0,0,4.28,2.66,0,0,0,0,0,4.34,0,0,0,1.21,0,0,2.47,3.05,3.59
2009-04-01,0,0,0,2.38,0,0,0,2.95,48.36,0,3.35,1.71,4.82,0,3.74,0.69,0,0,0,0.73,1.13,0,0,0,3.64,2.44,0,0,0,0,5.27,0,0,0.68,0,0,0,0,0,0.55,0,1.97,0,0,2.94,3.07,4
2009-05-01,0,0,0,2.38,0,0,0,2.95,48.36,0,3.35,1.71,4.82,0,3.74,0.69,0,0,0,0.73,1.13,0,0,0,3.64,2.44,0,0,0,0,5.27,0,0,0.68,0,0,0,0,0,0.55,0,1.97,0,0,2.94,3.07,4
2009-06-01,0,0,0,2.38,0,0,0,2.95,48.36,0,3.35,1.71,4.82,0,3.74,0.69,0,0,0,0.73,1.13,0,0,0,3.64,2.44,0,0,0,0,5.27,0,0,0.68,0,0,0,0,0,0.55,0,1.97,0,0,2.94,3.07,4
2009-07-01,0,0,0.65,1.83,0,0,0,2.43,53.39,0,3.84,1.65,4.06,0,3.41,0.62,0,0,0,0.57,1.13,0,0,0,3.54,2.16,0,0,0,0,4.14,0,0,0.61,0,0,0,0,0,0,0,1.59,0,0,4.62,2.3,2.9
2009-08-01,0,0,0.65,1.83,0,0,0,2.43,53.39,0,3.84,1.65,4.06,0,3.41,0.62,0,0,0,0.57,1.13,0,0,0,3.54,2.16,0,0,0,0,4.14,0,0,0.61,0,0,0,0,0,0,0,1.59,0,0,4.62,2.3,2.9
2009-09-01,0,0,0.65,1.83,0,0,0,2.43,53.39,0,3.84,1.65,4.06,0,3.41,0.62,0,0,0,0.57,1.13,0,0,0,3.54,2.16,0,0,0,0,4.14,0,0,0.61,0,0,0,0,0,0,0,1.59,0,0,4.62,2.3,2.9
2009-10-01,0,0,0.67,1.97,0,0,0,2.57,49.61,0,4.13,1.99,4.36,0,3.46,0.7,0,0,0,0.55,1.22,0,0,0,3.64,2.86,0,0,0,0,4.4,0,0,0.64,0,0,0,0,0,0,0,2.22,0,0,5.08,2.43,2.79
2009-11-01,0,0,0.67,1.97,0,0,0,2.57,49.61,0,4.13,1.99,4.36,0,3.46,0.7,0,0,0,0.55,1.22,0,0,0,3.64,2.86,0,0,0,0,4.4,0,0,0.64,0,0,0,0,0,0,0,2.22,0,0,5.08,2.43,2.79
2009-12-01,0,0,0.67,1.97,0,0,0,2.57,49.61,0,4.13,1.99,4.36,0,3.46,0.7,0,0,0,0.55,1.22,0,0,0,3.64,2.86,0,0,0,0,4.4,0,0,0.64,0,0,0,0,0,0,0,2.22,0,0,5.08,2.43,2.79
2010-01-01,0,0,0.8,1.54,0,0,0,3.21,49.09,0,4.76,1.61,4.02,0,2.89,0.64,0,0,0,0.48,1.86,0,0,0,4.42,2.77,0,0,0,0,4.94,0,0,0.63,0,0,0,0,0,0,0,2.59,0,0,4.27,4.06,3.32
2010-02-01,0,0,0.8,1.54,0,0,0,3.21,49.09,0,4.76,1.61,4.02,0,2.89,0.64,0,0,0,0.48,1.86,0,0,0,4.42,2.77,0,0,0,0,4.94,0,0,0.63,0,0,0,0,0,0,0,2.59,0,0,4.27,4.06,3.32
2010-03-01,0,0,0.8,1.54,0,0,0,3.21,49.09,0,4.76,1.61,4.02,0,2.89,0.64,0,0,0,0.48,1.86,0,0,0,4.42,2.77,0,0,0,0,4.94,0,0,0.63,0,0,0,0,0,0,0,2.59,0,0,4.27,4.06,3.32
2010-04-01,0,0,0.8,1.78,0,0,0,1.74,49.75,0,4.86,1.68,4.07,0,2.83,0.67,0,0,0.95,0,1.49,0,0.55,0,4.31,2.97,0,0,0,0,5.21,0,0,0.54,0,0,0,0,0,0,0,2.29,0,0,4.15,3.75,3.44
2010-05-01,0,0,0.8,1.78,0,0,0,1.74,49.75,0,4.86,1.68,4.07,0,2.83,0.67,0,0,0.95,0,1.49,0,0.55,0,4.31,2.97,0,0,0,0,5.21,0,0,0.54,0,0,0,0,0,0,0,2.29,0,0,4.15,3.75,3.44
2010-06-01,0,0,0.8,1.78,0,0,0,1.74,49.75,0,4.86,1.68,4.07,0,2.83,0.67,0,0,0.95,0,1.49,0,0.55,0,4.31,2.97,0,0,0,0,5.21,0,0,0.54,0,0,0,0,0,0,0,2.29,0,0,4.15,3.75,3.44
2010-07-01,0,0,0.73,1.71,0,0,0,2,51.85,0,5.15,1.61,3.74,0,2.7,0.6,0,0,0.96,0.52,1.47,0,0.49,0,4.07,3,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,2.02,0,0,4.3,3.38,3.01
2010-08-01,0,0,0.73,1.71,0,0,0,2,51.85,0,5.15,1.61,3.74,0,2.7,0.6,0,0,0.96,0.52,1.47,0,0.49,0,4.07,3,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,2.02,0,0,4.3,3.38,3.01
2010-09-01,0,0,0.73,1.71,0,0,0,2,51.85,0,5.15,1.61,3.74,0,2.7,0.6,0,0,0.96,0.52,1.47,0,0.49,0,4.07,3,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,2.02,0,0,4.3,3.38,3.01
2010-10-01,0,0,0.76,2.01,0,0,0,2.08,47.28,0,5.93,1.54,3.76,0,2.92,0.68,0,0,1.42,0.67,1.86,0,0,0,5.07,3.06,0,0,0,0,5.01,0,0,0.29,0,0,0,0,0,0,0,2.81,0,0,4.54,3.47,3.69
2010-11-01,0,0,0.76,2.01,0,0,0,2.08,47.28,0,5.93,1.54,3.76,0,2.92,0.68,0,0,1.42,0.67,1.86,0,0,0,5.07,3.06,0,0,0,0,5.01,0,0,0.29,0,0,0,0,0,0,0,2.81,0,0,4.54,3.47,3.69
2010-12-01,0,0,0.76,2.01,0,0,0,2.08,47.28,0,5.93,1.54,3.76,0,2.92,0.68,0,0,1.42,0.67,1.86,0,0,0,5.07,3.06,0,0,0,0,5.01,0,0,0.29,0,0,0,0,0,0,0,2.81,0,0,4.54,3.47,3.69
2011-01-01,0,0,0.75,2.46,0,0,0,2.03,46.06,0,6.87,1.46,4.15,0,2.89,0.81,0,0,1.43,0.6,1.82,0,0,0,4.99,3.08,0,0,0,0,4.83,0,0,0.28,0,0,0,0,0,0,0,2.58,0,0,4.48,3.27,4.14
2011-02-01,0,0,0.75,2.46,0,0,0,2.03,46.06,0,6.87,1.46,4.15,0,2.89,0.81,0,0,1.43,0.6,1.82,0,0,0,4.99,3.08,0,0,0,0,4.83,0,0,0.28,0,0,0,0,0,0,0,2.58,0,0,4.48,3.27,4.14
2011-03-01,0,0,0.75,2.46,0,0,0,2.03,46.06,0,6.87,1.46,4.15,0,2.89,0.81,0,0,1.43,0.6,1.82,0,0,0,4.99,3.08,0,0,0,0,4.83,0,0,0.28,0,0,0,0,0,0,0,2.58,0,0,4.48,3.27,4.14
2011-04-01,0,0,0.71,2.61,0,0,0,2.08,41.8,0,6.74,1.44,4.52,0,3.29,0.83,0,0,1.62,0.62,1.89,0,0,0,5.19,3.81,0.63,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,2.74,0,0,4.58,3.42,4.1
2011-05-01,0,0,0.71,2.61,0,0,0,2.08,41.8,0,6.74,1.44,4.52,0,3.29,0.83,0,0,1.62,0.62,1.89,0,0,0,5.19,3.81,0.63,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,2.74,0,0,4.58,3.42,4.1
2011-06-01,0,0,0.71,2.61,0,0,0,2.08,41.8,0,6.74,1.44,4.52,0,3.29,0.83,0,0,1.62,0.62,1.89,0,0,0,5.19,3.81,0.63,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,2.74,0,0,4.58,3.42,4.1
2011-07-01,0,0,0.6,2.41,0,0,0,1.75,46.61,0,5.08,1.48,3.89,0,3.43,0.61,0,0,1.46,0.51,1.4,0,0,0,5.38,3.76,0.52,0,0,0,5.91,0,0,0,0,0,0,0,0,0,0,2.12,0,0,4.14,3.45,3.79
2011-08-01,0,0,0.6,2.41,0,0,0,1.75,46.61,0,5.08,1.48,3.89,0,3.43,0.61,0,0,1.46,0.51,1.4,0,0,0,5.38,3.76,0.52,0,0,0,5.91,0,0,0,0,0,0,0,0,0,0,2.12,0,0,4.14,3.45,3.79
2011-09-01,0,0,0.6,2.41,0,0,0,1.75,46.61,0,5.08,1.48,3.89,0,3.43,0.61,0,0,1.46,0.51,1.4,0,0,0,5.38,3.76,0.52,0,0,0,5.91,0,0,0,0,0,0,0,0,0,0,2.12,0,0,4.14,3.45,3.79
2011-10-01,0,0,0,1.22,0,0,0,1.99,45.36,0,5.96,1.56,4.39,0,3.33,0.66,0,0,1.65,0.49,1.65,0,0,0,5.33,3.86,0.57,0,0,0,6.46,0,0,0,0,0,0.24,0,0,0,0,2.32,0,0,3.97,3.8,4.22
2011-11-01,0,0,0,1.22,0,0,0,1.99,45.36,0,5.96,1.56,4.39,0,3.33,0.66,0,0,1.65,0.49,1.65,0,0,0,5.33,3.86,0.57,0,0,0,6.46,0,0,0,0,0,0.24,0,0,0,0,2.32,0,0,3.97,3.8,4.22
2011-12-01,0,0,0,1.22,0,0,0,1.99,45.36,0,5.96,1.56,4.39,0,3.33,0.66,0,0,1.65,0.49,1.65,0,0,0,5.33,3.86,0.57,0,0,0,6.46,0,0,0,0,0,0.24,0,0,0,0,2.32,0,0,3.97,3.8,4.22
2012-01-01,0,0,0,0.52,0,0,0,2.03,44.33,0,6.81,1.8,4.31,0,3.53,0.65,0.31,0,1.71,0.54,1.76,0,0,0,5.48,4.17,0.67,0,0,0,6.14,0,0,0,0,0,0,0,0,0,0,2.25,0,0,4.13,3.78,4.2
2012-02-01,0,0,0,0.52,0,0,0,2.03,44.33,0,6.81,1.8,4.31,0,3.53,0.65,0.31,0,1.71,0.54,1.76,0,0,0,5.48,4.17,0.67,0,0,0,6.14,0,0,0,0,0,0,0,0,0,0,2.25,0,0,4.13,3.78,4.2
2012-03-01,0,0,0,0.52,0,0,0,2.03,44.33,0,6.81,1.8,4.31,0,3.53,0.65,0.31,0,1.71,0.54,1.76,0,0,0,5.48,4.17,0.67,0,0,0,6.14,0,0,0,0,0,0,0,0,0,0,2.25,0,0,4.13,3.78,4.2
2012-04-01,0,0,0,0.54,0,0,0,1.85,43.26,0,5.48,2,4.62,0,3.72,0.69,0.28,0,1.91,0.46,1.77,0,0,0,5.84,5.2,0.67,0,0,0,5.59,0,0,0,0,0,0,0,0,0,0,2.32,0,0,3.98,4.73,4.18
2012-05-01,0,0,0,0.54,0,0,0,1.85,43.26,0,5.48,2,4.62,0,3.72,0.69,0.28,0,1.91,0.46,1.77,0,0,0,5.84,5.2,0.67,0,0,0,5.59,0,0,0,0,0,0,0,0,0,0,2.32,0,0,3.98,4.73,4.18
2012-06-01,0,0,0,0.54,0,0,0,1.85,43.26,0,5.48,2,4.62,0,3.72,0.69,0.28,0,1.91,0.46,1.77,0,0,0,5.84,5.2,0.67,0,0,0,5.59,0,0,0,0,0,0,0,0,0,0,2.32,0,0,3.98,4.73,4.18
2012-07-01,0,0,0,0.48,0,0,0,1.74,47.49,0,5.09,1.97,4.36,0,3.54,0.57,0.32,0,1.63,0.39,1.48,0,0,0,5.11,4.63,0.74,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,2.29,0,0,3.45,4.51,4.03
2012-08-01,0,0,0,0.48,0,0,0,1.74,47.49,0,5.09,1.97,4.36,0,3.54,0.57,0.32,0,1.63,0.39,1.48,0,0,0,5.11,4.63,0.74,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,2.29,0,0,3.45,4.51,4.03
2012-09-01,0,0,0,0.48,0,0,0,1.74,47.49,0,5.09,1.97,4.36,0,3.54,0.57,0.32,0,1.63,0.39,1.48,0,0,0,5.11,4.63,0.74,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,2.29,0,0,3.45,4.51,4.03
2012-10-01,0,0,0,0.45,0,0,0,1.77,46.53,0,5.47,2.29,4.64,0,0,0,0,0,1.87,0,1.65,0.13,0,0,7.34,5.52,0.8,0.25,0,0,5.19,0,0,0,0,0.61,0.24,0,0,0,0,2.67,0,0,3.74,4.51,3.94
2012-11-01,0,0,0,0.45,0,0,0,1.77,46.53,0,5.47,2.29,4.64,0,0,0,0,0,1.87,0,1.65,0.13,0,0,7.34,5.52,0.8,0.25,0,0,5.19,0,0,0,0,0.61,0.24,0,0,0,0,2.67,0,0,3.74,4.51,3.94
2012-12-01,0,0,0,0.45,0,0,0,1.77,46.53,0,5.47,2.29,4.64,0,0,0,0,0,1.87,0,1.65,0.13,0,0,7.34,5.52,0.8,0.25,0,0,5.19,0,0,0,0,0.61,0.24,0,0,0,0,2.67,0,0,3.74,4.51,3.94
2013-01-01,0,0,0,0.46,0,0,0,1.67,46.48,0,4.93,2.05,4.74,0,0,0,0,0,1.93,0,1.64,0.14,0,0,7.59,5.62,0.86,0.27,0,0,5.43,0,0,0,0,0.64,0.25,0,0,0,0,2.48,0,0,4.03,4.59,3.8
2013-02-01,0,0,0,0.46,0,0,0,1.67,46.48,0,4.93,2.05,4.74,0,0,0,0,0,1.93,0,1.64,0.14,0,0,7.59,5.62,0.86,0.27,0,0,5.43,0,0,0,0,0.64,0.25,0,0,0,0,2.48,0,0,4.03,4.59,3.8
2013-03-01,0,0,0,0.46,0,0,0,1.67,46.48,0,4.93,2.05,4.74,0,0,0,0,0,1.93,0,1.64,0.14,0,0,7.59,5.62,0.86,0.27,0,0,5.43,0,0,0,0,0.64,0.25,0,0,0,0,2.48,0,0,4.03,4.59,3.8
2013-04-01,0,0,0,0.46,0,0,0,1.67,46.9,0,4.99,2.17,4.68,0,0,0,0,0,2.09,0,1.68,0,0,0,7.66,4.9,0.88,0.27,0,0,5.49,0,0,0,0,0.65,0.26,0,0.1,0,0,2.36,0,0,4.22,4.65,3.88
2013-05-01,0,0,0,0.46,0,0,0,1.67,46.9,0,4.99,2.17,4.68,0,0,0,0,0,2.09,0,1.68,0,0,0,7.66,4.9,0.88,0.27,0,0,5.49,0,0,0,0,0.65,0.26,0,0.1,0,0,2.36,0,0,4.22,4.65,3.88
2013-06-01,0,0,0,0.46,0,0,0,1.67,46.9,0,4.99,2.17,4.68,0,0,0,0,0,2.09,0,1.68,0,0,0,7.66,4.9,0.88,0.27,0,0,5.49,0,0,0,0,0.65,0.26,0,0.1,0,0,2.36,0,0,4.22,4.65,3.88
2013-07-01,0,0,0,0.51,0.53,0,0,1.56,50.75,0,4.61,2,4.46,0,0,0,0,0,2.22,0,1.77,0,0,0,6.62,4.02,0.86,0.27,0,0,4.88,0,0,0,0,0.58,0.23,0,0,0,0,2.42,0,0,3.95,4.22,3.38
2013-08-01,0,0,0,0.51,0.53,0,0,1.56,50.75,0,4.61,2,4.46,0,0,0,0,0,2.22,0,1.77,0,0,0,6.62,4.02,0.86,0.27,0,0,4.88,0,0,0,0,0.58,0.23,0,0,0,0,2.42,0,0,3.95,4.22,3.38
2013-09-01,0,0,0,0.51,0.53,0,0,1.56,50.75,0,4.61,2,4.46,0,0,0,0,0,2.22,0,1.77,0,0,0,6.62,4.02,0.86,0.27,0,0,4.88,0,0,0,0,0.58,0.23,0,0,0,0,2.42,0,0,3.95,4.22,3.38
2013-10-01,0,0,0,0.47,0,0,0,1.77,48.51,0,5.1,1.95,4.87,0,0,0,0,0,2.27,0,2.17,0,0,0,7.01,3.77,0.94,0.3,0,0,5.26,0,0,0,0,0,0.22,0,0,0,0,2.55,0,0,4.17,4.55,4.11
2013-11-01,0,0,0,0.47,0,0,0,1.77,48.51,0,5.1,1.95,4.87,0,0,0,0,0,2.27,0,2.17,0,0,0,7.01,3.77,0.94,0.3,0,0,5.26,0,0,0,0,0,0.22,0,0,0,0,2.55,0,0,4.17,4.55,4.11
2013-12-01,0,0,0,0.47,0,0,0,1.77,48.51,0,5.1,1.95,4.87,0,0,0,0,0,2.27,0,2.17,0,0,0,7.01,3.77,0.94,0.3,0,0,5.26,0,0,0,0,0,0.22,0,0,0,0,2.55,0,0,4.17,4.55,4.11
2014-01-01,0,0,0,0.51,0,0.16,0,1.78,48.61,0,5.65,1.99,4.86,0,0,0,0,0,2.38,0,2.02,0,0,0,6.64,3.31,0.45,0.73,0,0,5.38,0,0,0,0,0,0.23,0,0,0,0.01,2.84,0,0,3.96,4.48,4.02
2014-02-01,0,0,0,0.51,0,0.16,0,1.78,48.61,0,5.65,1.99,4.86,0,0,0,0,0,2.38,0,2.02,0,0,0,6.64,3.31,0.45,0.73,0,0,5.38,0,0,0,0,0,0.23,0,0,0,0.01,2.84,0,0,3.96,4.48,4.02
2014-03-01,0,0,0,0.51,0,0.16,0,1.78,48.61,0,5.65,1.99,4.86,0,0,0,0,0,2.38,0,2.02,0,0,0,6.64,3.31,0.45,0.73,0,0,5.38,0,0,0,0,0,0.23,0,0,0,0.01,2.84,0,0,3.96,4.48,4.02
2014-04-01,0,0,0,0.57,0,0.17,0,1.93,45.66,0,6.13,1.98,5.58,0,0,0,0,0,2.43,0,2.29,0,0,0,7.21,3.54,0.47,0.75,0,0,5.48,0,0,0,0,0,0.26,0,0,0,0.01,2.9,0,0,4.17,4.36,4.11
2014-05-01,0,0,0,0.57,0,0.17,0,1.93,45.66,0,6.13,1.98,5.58,0,0,0,0,0,2.43,0,2.29,0,0,0,7.21,3.54,0.47,0.75,0,0,5.48,0,0,0,0,0,0.26,0,0,0,0.01,2.9,0,0,4.17,4.36,4.11
2014-06-01,0,0,0,0.57,0,0.17,0,1.93,45.66,0,6.13,1.98,5.58,0,0,0,0,0,2.43,0,2.29,0,0,0,7.21,3.54,0.47,0.75,0,0,5.48,0,0,0,0,0,0.26,0,0,0,0.01,2.9,0,0,4.17,4.36,4.11
2014-07-01,0,0,0,0.44,0,0.08,0,1.5,53.21,0,5.14,1.98,5.6,0,0,0,0,0,2.31,0,2.25,0,0,0,4.21,2.88,0.42,0.67,0,0,4.75,0,0,0,0,0,0.24,0,0,0,0,2.63,0,0,4.08,4.09,3.53
2014-08-01,0,0,0,0.44,0,0.08,0,1.5,53.21,0,5.14,1.98,5.6,0,0,0,0,0,2.31,0,2.25,0,0,0,4.21,2.88,0.42,0.67,0,0,4.75,0,0,0,0,0,0.24,0,0,0,0,2.63,0,0,4.08,4.09,3.53
2014-09-01,0,0,0,0.44,0,0.08,0,1.5,53.21,0,5.14,1.98,5.6,0,0,0,0,0,2.31,0,2.25,0,0,0,4.21,2.88,0.42,0.67,0,0,4.75,0,0,0,0,0,0.24,0,0,0,0,2.63,0,0,4.08,4.09,3.53
2014-10-01,0,0,0,0.57,0,0.08,0,1.41,59.04,0,5.15,2.1,5.9,0,0,0,0,0,2.28,0,2.63,0,0,0,0,2.69,0.53,0.85,0,0,0,0,0,0,0,0,0.27,0,0,0,0,2.88,2.52,1.32,4.78,4.98,0
2014-11-01,0,0,0,0.57,0,0.08,0,1.41,59.04,0,5.15,2.1,5.9,0,0,0,0,0,2.28,0,2.63,0,0,0,0,2.69,0.53,0.85,0,0,0,0,0,0,0,0,0.27,0,0,0,0,2.88,2.52,1.32,4.78,4.98,0
2014-12-01,0,0,0,0.57,0,0.08,0,1.41,59.04,0,5.15,2.1,5.9,0,0,0,0,0,2.28,0,2.63,0,0,0,0,2.69,0.53,0.85,0,0,0,0,0,0,0,0,0.27,0,0,0,0,2.88,2.52,1.32,4.78,4.98,0
2015-01-01,0,0,0,0.66,0,0.08,0,1.55,57.02,0,4.84,2.36,6.15,0,0,0,0,0,2.68,0,2.69,0,0,0,0,2.66,0.59,0.97,0,0,0,0,0,0,0,0,0.29,0,0,0,0,2.99,2.35,1.58,5.42,5.12,0
2015-02-01,0,0,0,0.66,0,0.08,0,1.55,57.02,0,4.84,2.36,6.15,0,0,0,0,0,2.68,0,2.69,0,0,0,0,2.66,0.59,0.97,0,0,0,0,0,0,0,0,0.29,0,0,0,0,2.99,2.35,1.58,5.42,5.12,0
2015-03-01,0,0,0,0.66,0,0.08,0,1.55,57.02,0,4.84,2.36,6.15,0,0,0,0,0,2.68,0,2.69,0,0,0,0,2.66,0.59,0.97,0,0,0,0,0,0,0,0,0.29,0,0,0,0,2.99,2.35,1.58,5.42,5.12,0
2015-04-01,0,0,0,0.7,0,0.09,0,1.76,54.87,0,5.61,2.52,5.81,0,0,0,0,0,2.9,0,3.03,0,0,0,0,2.9,0.67,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,2.58,1.72,5.07,4.83,0
