"Date","AAL","ADT","ALXN","AMZN","AVP","BAC","BHC","BHF","C","CTL","DAL","DISCA","EIGI","ENDP","FB","FCAU","FL","FLXN","GILD","GME","GNW","JPM","KBH","MED","MNK","MTG","MU","NXPI","OMF","P","PHM","QUOT","RH","TEVA","TMHC","TVTY","TWTR","UAL","W"
2017-04-01,3.96,0,2.52,5.4,0,2.86,5.57,0,0,0,4.21,0,2.86,3.14,0,0,0,0,0,0,3.17,0,0,0,0,3.46,0,0,4.2,0,3.18,3.24,6.97,0,0,0,0,3.71,4.06
2017-05-01,3.96,0,2.52,5.4,0,2.86,5.57,0,0,0,4.21,0,2.86,3.14,0,0,0,0,0,0,3.17,0,0,0,0,3.46,0,0,4.2,0,3.18,3.24,6.97,0,0,0,0,3.71,4.06
2017-06-01,3.96,0,2.52,5.4,0,2.86,5.57,0,0,0,4.21,0,2.86,3.14,0,0,0,0,0,0,3.17,0,0,0,0,3.46,0,0,4.2,0,3.18,3.24,6.97,0,0,0,0,3.71,4.06
2017-07-01,3.67,0,2.91,5.36,0,2.98,4.6,0,0,0,3.78,0,2.81,2.98,0,0,0,0,0,0,3.38,0,0,0,0,3.76,0,0,4.8,0,3.2,4.32,5.35,0,0,0,0,2.99,2.65
2017-08-01,3.67,0,2.91,5.36,0,2.98,4.6,0,0,0,3.78,0,2.81,2.98,0,0,0,0,0,0,3.38,0,0,0,0,3.76,0,0,4.8,0,3.2,4.32,5.35,0,0,0,0,2.99,2.65
2017-09-01,3.67,0,2.91,5.36,0,2.98,4.6,0,0,0,3.78,0,2.81,2.98,0,0,0,0,0,0,3.38,0,0,0,0,3.76,0,0,4.8,0,3.2,4.32,5.35,0,0,0,0,2.99,2.65
2017-10-01,3.73,0,0,6.05,0,3.04,6.14,0,0,0,4.07,0,2.4,2.69,0,0,2.9,2.95,0,0,2.57,0,0,0,0,2.51,0,0,4.2,0,3.22,2.84,5.07,0,0,0,0,3.08,2.77
2017-11-01,3.73,0,0,6.05,0,3.04,6.14,0,0,0,4.07,0,2.4,2.69,0,0,2.9,2.95,0,0,2.57,0,0,0,0,2.51,0,0,4.2,0,3.22,2.84,5.07,0,0,0,0,3.08,2.77
2017-12-01,3.73,0,0,6.05,0,3.04,6.14,0,0,0,4.07,0,2.4,2.69,0,0,2.9,2.95,0,0,2.57,0,0,0,0,2.51,0,0,4.2,0,3.22,2.84,5.07,0,0,0,0,3.08,2.77
2018-01-01,3.5,0,0,7.2,0,2.92,3.78,0,0,2.57,3.75,0,2.06,2.54,0,0,2.76,2.62,0,0,2.41,0,0,0,0,0,0,0,4.74,0,2.77,3.03,5.49,0,0,0,0,3.08,0
2018-02-01,3.5,0,0,7.2,0,2.92,3.78,0,0,2.57,3.75,0,2.06,2.54,0,0,2.76,2.62,0,0,2.41,0,0,0,0,0,0,0,4.74,0,2.77,3.03,5.49,0,0,0,0,3.08,0
2018-03-01,3.5,0,0,7.2,0,2.92,3.78,0,0,2.57,3.75,0,2.06,2.54,0,0,2.76,2.62,0,0,2.41,0,0,0,0,0,0,0,4.74,0,2.77,3.03,5.49,0,0,0,0,3.08,0
2018-04-01,0,0,0,6.8,0,2.4,4.46,0,0,2.58,2.96,0,2.4,3.51,2.5,0,2.46,2.64,0,0,3.68,0,0,0,2.39,0,0,0,4.27,0,0,2.64,6.23,2.42,0,0,0,2.7,0
2018-05-01,0,0,0,6.8,0,2.4,4.46,0,0,2.58,2.96,0,2.4,3.51,2.5,0,2.46,2.64,0,0,3.68,0,0,0,2.39,0,0,0,4.27,0,0,2.64,6.23,2.42,0,0,0,2.7,0
2018-06-01,0,0,0,6.8,0,2.4,4.46,0,0,2.58,2.96,0,2.4,3.51,2.5,0,2.46,2.64,0,0,3.68,0,0,0,2.39,0,0,0,4.27,0,0,2.64,6.23,2.42,0,0,0,2.7,0
2018-07-01,0,2.96,0,6.45,0,0,4.22,2.75,0,3.16,2.95,2.17,0,5.06,3.01,0,0,0,0,0,2.94,0,0,0,3.05,0,0,0,3.55,0,0,2.7,4.85,2.8,0,0,0,2.96,0
2018-08-01,0,2.96,0,6.45,0,0,4.22,2.75,0,3.16,2.95,2.17,0,5.06,3.01,0,0,0,0,0,2.94,0,0,0,3.05,0,0,0,3.55,0,0,2.7,4.85,2.8,0,0,0,2.96,0
2018-09-01,0,2.96,0,6.45,0,0,4.22,2.75,0,3.16,2.95,2.17,0,5.06,3.01,0,0,0,0,0,2.94,0,0,0,3.05,0,0,0,3.55,0,0,2.7,4.85,2.8,0,0,0,2.96,0
2018-10-01,0,2.64,0,5.46,0,2.42,4.06,2.86,0,2.9,3.25,0,0,2.99,2.69,0,0,0,0,0,4.51,0,0,0,0,0,0,2.79,3.54,0,2.7,2.73,5.4,2.76,0,0,0,3.42,0
2018-11-01,0,2.64,0,5.46,0,2.42,4.06,2.86,0,2.9,3.25,0,0,2.99,2.69,0,0,0,0,0,4.51,0,0,0,0,0,0,2.79,3.54,0,2.7,2.73,5.4,2.76,0,0,0,3.42,0
2018-12-01,0,2.64,0,5.46,0,2.42,4.06,2.86,0,2.9,3.25,0,0,2.99,2.69,0,0,0,0,0,4.51,0,0,0,0,0,0,2.79,3.54,0,2.7,2.73,5.4,2.76,0,0,0,3.42,0
2019-01-01,0,2.89,0,5.45,3.29,0,4.7,3.31,0,0,2.93,0,0,2.9,2.98,0,0,0,0,0,3.14,0,0,0,2.7,0,3.1,3.01,4.02,0,2.53,2.81,3.79,2.84,0,0,0,2.62,0
2019-02-01,0,2.89,0,5.45,3.29,0,4.7,3.31,0,0,2.93,0,0,2.9,2.98,0,0,0,0,0,3.14,0,0,0,2.7,0,3.1,3.01,4.02,0,2.53,2.81,3.79,2.84,0,0,0,2.62,0
2019-03-01,0,2.89,0,5.45,3.29,0,4.7,3.31,0,0,2.93,0,0,2.9,2.98,0,0,0,0,0,3.14,0,0,0,2.7,0,3.1,3.01,4.02,0,2.53,2.81,3.79,2.84,0,0,0,2.62,0
2019-04-01,0,3.97,0,5.45,3.12,2.52,4.7,3.37,0,0,2.94,0,0,0,3.47,0,0,0,0,0,3.07,0,0,0,0,0,2.92,2.99,4.15,0,2.42,3.11,4.29,2.4,0,0,0,2.67,0
2019-05-01,0,3.97,0,5.45,3.12,2.52,4.7,3.37,0,0,2.94,0,0,0,3.47,0,0,0,0,0,3.07,0,0,0,0,0,2.92,2.99,4.15,0,2.42,3.11,4.29,2.4,0,0,0,2.67,0
2019-06-01,0,3.97,0,5.45,3.12,2.52,4.7,3.37,0,0,2.94,0,0,0,3.47,0,0,0,0,0,3.07,0,0,0,0,0,2.92,2.99,4.15,0,2.42,3.11,4.29,2.4,0,0,0,2.67,0
2019-07-01,2.4,4.13,0,4.64,0,2.57,4.01,3.76,0,0,2.88,0,0,0,2.8,0,0,2.9,0,0,3.53,0,0,2.86,0,0,2.84,2.97,4.07,0,0,2.33,4.71,2.37,0,2.49,0,0,0
2019-08-01,2.4,4.13,0,4.64,0,2.57,4.01,3.76,0,0,2.88,0,0,0,2.8,0,0,2.9,0,0,3.53,0,0,2.86,0,0,2.84,2.97,4.07,0,0,2.33,4.71,2.37,0,2.49,0,0,0
2019-09-01,2.4,4.13,0,4.64,0,2.57,4.01,3.76,0,0,2.88,0,0,0,2.8,0,0,2.9,0,0,3.53,0,0,2.86,0,0,2.84,2.97,4.07,0,0,2.33,4.71,2.37,0,2.49,0,0,0
2019-10-01,2.78,4.47,0,4.01,0,0,4.18,3.14,0,0,2.44,0,0,2.62,2.75,0,0,3.66,0,0,2.94,0,0,3.63,0,0,3.15,2.48,3.66,0,0,2.63,3.42,3.45,0,2.78,0,0,0
2019-11-01,2.78,4.47,0,4.01,0,0,4.18,3.14,0,0,2.44,0,0,2.62,2.75,0,0,3.66,0,0,2.94,0,0,3.63,0,0,3.15,2.48,3.66,0,0,2.63,3.42,3.45,0,2.78,0,0,0
2019-12-01,2.78,4.47,0,4.01,0,0,4.18,3.14,0,0,2.44,0,0,2.62,2.75,0,0,3.66,0,0,2.94,0,0,3.63,0,0,3.15,2.48,3.66,0,0,2.63,3.42,3.45,0,2.78,0,0,0
