"Date","AA","ABBV","ADI","ADM","AIG","AXP","BAC","BK","BMY","C","CB","CBS","CCL","CMCSA","COF","COP","COV","CSCO","CVS","CVX","DD","DELL","DG","DIS","DVN","EBAY","EMR","ETN","FDX","GE","GILD","GLW","GOOG","GPS","GS","HOLX","HPQ","INTC","JCI","JNJ","JPM","MCD","MEDI","MER","MET","MMM","MS","MSFT","OXY","PEP","PFE","PG","QCOM","RTX","SBL","SCHW","SLB","SPGI","STT","TDW","TEL","TEVA","TMO","TWX","VIAC","VLO","VOD","VSH","WBA","WFC","WMT","WU","ZBH"
2006-10-01,0,0,0,0,3.67,0,0,3.07,0,3.58,0,0,0,0,0,0,0,0,0,3.46,0,0,3.94,0,0,0,0,0,0,3.63,0,0,0,3.32,0,0,0,0,0,0,0,0,3.67,0,0,0,3.28,3.6,0,0,3.08,0,0,0,3.9,0,0,0,0,0,0,3.26,0,4.07,0,0,0,3.54,0,0,3.62,0,0
2006-11-01,0,0,0,0,3.67,0,0,3.07,0,3.58,0,0,0,0,0,0,0,0,0,3.46,0,0,3.94,0,0,0,0,0,0,3.63,0,0,0,3.32,0,0,0,0,0,0,0,0,3.67,0,0,0,3.28,3.6,0,0,3.08,0,0,0,3.9,0,0,0,0,0,0,3.26,0,4.07,0,0,0,3.54,0,0,3.62,0,0
2006-12-01,0,0,0,0,3.67,0,0,3.07,0,3.58,0,0,0,0,0,0,0,0,0,3.46,0,0,3.94,0,0,0,0,0,0,3.63,0,0,0,3.32,0,0,0,0,0,0,0,0,3.67,0,0,0,3.28,3.6,0,0,3.08,0,0,0,3.9,0,0,0,0,0,0,3.26,0,4.07,0,0,0,3.54,0,0,3.62,0,0
2007-01-01,0,0,0,0,3.73,0,3.41,0,0,3.66,0,0,0,0,0,3.42,0,0,0,3.62,0,0,3.63,0,0,0,0,0,0,3.98,0,0,0,3.21,0,0,0,0,0,0,0,0,4.89,0,0,3.36,3.3,3.74,0,0,3.41,0,0,0,0,0,0,0,0,0,0,3.89,0,3.84,0,0,0,3.09,0,0,3.83,0,0
2007-02-01,0,0,0,0,3.73,0,3.41,0,0,3.66,0,0,0,0,0,3.42,0,0,0,3.62,0,0,3.63,0,0,0,0,0,0,3.98,0,0,0,3.21,0,0,0,0,0,0,0,0,4.89,0,0,3.36,3.3,3.74,0,0,3.41,0,0,0,0,0,0,0,0,0,0,3.89,0,3.84,0,0,0,3.09,0,0,3.83,0,0
2007-03-01,0,0,0,0,3.73,0,3.41,0,0,3.66,0,0,0,0,0,3.42,0,0,0,3.62,0,0,3.63,0,0,0,0,0,0,3.98,0,0,0,3.21,0,0,0,0,0,0,0,0,4.89,0,0,3.36,3.3,3.74,0,0,3.41,0,0,0,0,0,0,0,0,0,0,3.89,0,3.84,0,0,0,3.09,0,0,3.83,0,0
2007-04-01,0,0,0,0,3.74,0,3.4,0,0,3.45,0,0,0,0,0,3.52,0,3.7,0,3.4,0,0,3.1,0,0,0,0,0,0,3.55,0,0,0,3.25,0,0,0,3.09,0,0,0,0,0,0,0,3.23,0,3.4,0,0,3.36,0,0,0,0,0,0,0,0,0,0,3.61,0,3.82,0,0,0,0,0,0,3.69,3.64,0
2007-05-01,0,0,0,0,3.74,0,3.4,0,0,3.45,0,0,0,0,0,3.52,0,3.7,0,3.4,0,0,3.1,0,0,0,0,0,0,3.55,0,0,0,3.25,0,0,0,3.09,0,0,0,0,0,0,0,3.23,0,3.4,0,0,3.36,0,0,0,0,0,0,0,0,0,0,3.61,0,3.82,0,0,0,0,0,0,3.69,3.64,0
2007-06-01,0,0,0,0,3.74,0,3.4,0,0,3.45,0,0,0,0,0,3.52,0,3.7,0,3.4,0,0,3.1,0,0,0,0,0,0,3.55,0,0,0,3.25,0,0,0,3.09,0,0,0,0,0,0,0,3.23,0,3.4,0,0,3.36,0,0,0,0,0,0,0,0,0,0,3.61,0,3.82,0,0,0,0,0,0,3.69,3.64,0
2007-07-01,0,0,0,0,3.93,0,3.69,0,0,3.81,0,0,0,0,0,4.12,3.93,0,0,3.84,0,0,0,0,0,0,0,0,0,3.32,0,0,0,3.1,0,0,0,3.26,0,0,0,0,0,3.45,0,0,3.51,3.7,0,0,3.31,0,0,0,0,0,0,0,0,0,0,3.36,0,3.63,0,0,0,0,0,0,3.73,4.2,0
2007-08-01,0,0,0,0,3.93,0,3.69,0,0,3.81,0,0,0,0,0,4.12,3.93,0,0,3.84,0,0,0,0,0,0,0,0,0,3.32,0,0,0,3.1,0,0,0,3.26,0,0,0,0,0,3.45,0,0,3.51,3.7,0,0,3.31,0,0,0,0,0,0,0,0,0,0,3.36,0,3.63,0,0,0,0,0,0,3.73,4.2,0
2007-09-01,0,0,0,0,3.93,0,3.69,0,0,3.81,0,0,0,0,0,4.12,3.93,0,0,3.84,0,0,0,0,0,0,0,0,0,3.32,0,0,0,3.1,0,0,0,3.26,0,0,0,0,0,3.45,0,0,3.51,3.7,0,0,3.31,0,0,0,0,0,0,0,0,0,0,3.36,0,3.63,0,0,0,0,0,0,3.73,4.2,0
2007-10-01,0,0,0,0,4.07,0,3.42,0,0,3.03,0,0,0,0,0,4.13,3.85,0,0,3.95,0,3.28,0,0,4.07,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,3.4,0,0,3.31,0,0,3.7,3.88,0,0,3.33,0,0,0,0,0,0,0,0,0,0,3.13,0,3.91,0,0,0,0,0,0,4.03,3.45,0
2007-11-01,0,0,0,0,4.07,0,3.42,0,0,3.03,0,0,0,0,0,4.13,3.85,0,0,3.95,0,3.28,0,0,4.07,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,3.4,0,0,3.31,0,0,3.7,3.88,0,0,3.33,0,0,0,0,0,0,0,0,0,0,3.13,0,3.91,0,0,0,0,0,0,4.03,3.45,0
2007-12-01,0,0,0,0,4.07,0,3.42,0,0,3.03,0,0,0,0,0,4.13,3.85,0,0,3.95,0,3.28,0,0,4.07,0,0,0,0,3.69,0,0,0,0,0,0,0,0,0,0,3.4,0,0,3.31,0,0,3.7,3.88,0,0,3.33,0,0,0,0,0,0,0,0,0,0,3.13,0,3.91,0,0,0,0,0,0,4.03,3.45,0
2008-01-01,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,3.87,3.77,3.27,0,4,0,4.11,0,0,3.95,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,3.15,4.73,3.5,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,3.54,0,0,0,0,0,0,3.97,3.59,0
2008-02-01,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,3.87,3.77,3.27,0,4,0,4.11,0,0,3.95,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,3.15,4.73,3.5,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,3.54,0,0,0,0,0,0,3.97,3.59,0
2008-03-01,0,0,0,0,3.65,0,0,0,0,0,0,0,0,0,0,3.87,3.77,3.27,0,4,0,4.11,0,0,3.95,0,0,0,0,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61,0,3.15,4.73,3.5,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0,0,3.54,0,0,0,0,0,0,3.97,3.59,0
2008-04-01,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,4.96,4.06,3.32,0,4.71,0,3.98,0,0,4.46,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,3.58,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,3.52,0,0,0,0,0,0,4.15,3.64,0
2008-05-01,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,4.96,4.06,3.32,0,4.71,0,3.98,0,0,4.46,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,3.58,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,3.52,0,0,0,0,0,0,4.15,3.64,0
2008-06-01,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,4.96,4.06,3.32,0,4.71,0,3.98,0,0,4.46,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,3.58,0,0,0,0,0,0,0,0,0,3.64,0,0,0,0,0,3.52,0,0,0,0,0,0,4.15,3.64,0
2008-07-01,0,0,2.92,0,0,0,3.49,0,0,0,0,0,0,0,0,4.17,3.1,3.77,0,4,0,3.21,0,0,4.19,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,4.05,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,3.51,0,0,0,0,0,0,3.46,0,0
2008-08-01,0,0,2.92,0,0,0,3.49,0,0,0,0,0,0,0,0,4.17,3.1,3.77,0,4,0,3.21,0,0,4.19,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,4.05,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,3.51,0,0,0,0,0,0,3.46,0,0
2008-09-01,0,0,2.92,0,0,0,3.49,0,0,0,0,0,0,0,0,4.17,3.1,3.77,0,4,0,3.21,0,0,4.19,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,4.05,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,3.51,0,0,0,0,0,0,3.46,0,0
2008-10-01,0,0,2.82,0,0,0,3.03,3.27,0,0,0,0,2.9,0,0,3.89,0,3.53,0,4.09,0,2.81,0,0,3.82,0,0,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,3.41,0,2.95,0,0,3.06,0,2.78,0,0
2008-11-01,0,0,2.82,0,0,0,3.03,3.27,0,0,0,0,2.9,0,0,3.89,0,3.53,0,4.09,0,2.81,0,0,3.82,0,0,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,3.41,0,2.95,0,0,3.06,0,2.78,0,0
2008-12-01,0,0,2.82,0,0,0,3.03,3.27,0,0,0,0,2.9,0,0,3.89,0,3.53,0,4.09,0,2.81,0,0,3.82,0,0,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,3.41,0,2.95,0,0,3.06,0,2.78,0,0
2009-01-01,0,0,0,0,0,0,0,3.73,3.18,0,0,0,3.23,0,0,3.54,0,3.82,0,3.86,0,3.11,0,0,3.49,2.83,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,3.24,3.74,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,3.23,0,0,3.69,0,0,3.18,0
2009-02-01,0,0,0,0,0,0,0,3.73,3.18,0,0,0,3.23,0,0,3.54,0,3.82,0,3.86,0,3.11,0,0,3.49,2.83,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,3.24,3.74,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,3.23,0,0,3.69,0,0,3.18,0
2009-03-01,0,0,0,0,0,0,0,3.73,3.18,0,0,0,3.23,0,0,3.54,0,3.82,0,3.86,0,3.11,0,0,3.49,2.83,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,3.24,3.74,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,3.23,0,0,3.69,0,0,3.18,0
2009-04-01,0,0,2.99,0,0,0,0,3.03,0,0,0,0,2.92,0,0,3.26,0,3.22,0,3.26,0,3.86,0,3.11,3.59,3.19,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,2.99,0,0,0,0,0,3.39,3.61,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,3.18,0,0,3.24,0
2009-05-01,0,0,2.99,0,0,0,0,3.03,0,0,0,0,2.92,0,0,3.26,0,3.22,0,3.26,0,3.86,0,3.11,3.59,3.19,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,2.99,0,0,0,0,0,3.39,3.61,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,3.18,0,0,3.24,0
2009-06-01,0,0,2.99,0,0,0,0,3.03,0,0,0,0,2.92,0,0,3.26,0,3.22,0,3.26,0,3.86,0,3.11,3.59,3.19,0,0,0,0,0,0,0,0,0,0,0,0,3.13,0,2.99,0,0,0,0,0,3.39,3.61,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,3.18,0,0,3.24,0
2009-07-01,0,0,0,0,0,0,3.4,2.87,0,0,0,0,3.08,0,0,2.99,0,3.38,0,2.96,0,3.67,0,3.13,3.79,3.55,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,3.49,0,0,0,0,0,3.14,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,0,3.16,0
2009-08-01,0,0,0,0,0,0,3.4,2.87,0,0,0,0,3.08,0,0,2.99,0,3.38,0,2.96,0,3.67,0,3.13,3.79,3.55,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,3.49,0,0,0,0,0,3.14,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,0,3.16,0
2009-09-01,0,0,0,0,0,0,3.4,2.87,0,0,0,0,3.08,0,0,2.99,0,3.38,0,2.96,0,3.67,0,3.13,3.79,3.55,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,3.49,0,0,0,0,0,3.14,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,0,0,3.16,0
2009-10-01,3.18,0,2.99,0,0,0,3,3.55,3.05,0,0,0,0,0,0,3.2,0,3.2,0,2.98,0,3.27,0,0,3.85,3.23,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,3.03,0,0,3.23,0
2009-11-01,3.18,0,2.99,0,0,0,3,3.55,3.05,0,0,0,0,0,0,3.2,0,3.2,0,2.98,0,3.27,0,0,3.85,3.23,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,3.03,0,0,3.23,0
2009-12-01,3.18,0,2.99,0,0,0,3,3.55,3.05,0,0,0,0,0,0,3.2,0,3.2,0,2.98,0,3.27,0,0,3.85,3.23,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,3.31,0,0,0,0,0,0,0,0,0,0,3.03,0,0,3.23,0
2010-01-01,0,0,0,0,0,0,3.52,3.6,3.19,0,0,0,3.02,0,0,3.18,0,3.4,0,2.91,0,3.38,0,0,3.34,3.51,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,2.86,3.04,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0,3.33,0,0,3.3,0
2010-02-01,0,0,0,0,0,0,3.52,3.6,3.19,0,0,0,3.02,0,0,3.18,0,3.4,0,2.91,0,3.38,0,0,3.34,3.51,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,2.86,3.04,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0,3.33,0,0,3.3,0
2010-03-01,0,0,0,0,0,0,3.52,3.6,3.19,0,0,0,3.02,0,0,3.18,0,3.4,0,2.91,0,3.38,0,0,3.34,3.51,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,2.86,3.04,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0,3.33,0,0,3.3,0
2010-04-01,0,0,2.94,0,0,0,3.41,3.2,3.32,0,0,0,0,0,0,3.71,0,3.31,0,0,0,3.3,0,0,3.54,3.21,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,3.21,3.03,2.91,0,0,0,0,0,2.94,0,0,3.14,0,0,3.45,0
2010-05-01,0,0,2.94,0,0,0,3.41,3.2,3.32,0,0,0,0,0,0,3.71,0,3.31,0,0,0,3.3,0,0,3.54,3.21,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,3.21,3.03,2.91,0,0,0,0,0,2.94,0,0,3.14,0,0,3.45,0
2010-06-01,0,0,2.94,0,0,0,3.41,3.2,3.32,0,0,0,0,0,0,3.71,0,3.31,0,0,0,3.3,0,0,3.54,3.21,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,3.21,3.03,2.91,0,0,0,0,0,2.94,0,0,3.14,0,0,3.45,0
2010-07-01,0,0,0,0,0,0,2.88,3.13,0,0,0,0,0,0,0,4.01,0,3.02,0,3,0,3.29,0,0,3.48,3.69,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,2.82,2.85,0,0,0,0,0,0,0,0,0,3.48,3.21,3.11,0,0,0,0,0,0,0,0,3.64,0,0,3.78,0
2010-08-01,0,0,0,0,0,0,2.88,3.13,0,0,0,0,0,0,0,4.01,0,3.02,0,3,0,3.29,0,0,3.48,3.69,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,2.82,2.85,0,0,0,0,0,0,0,0,0,3.48,3.21,3.11,0,0,0,0,0,0,0,0,3.64,0,0,3.78,0
2010-09-01,0,0,0,0,0,0,2.88,3.13,0,0,0,0,0,0,0,4.01,0,3.02,0,3,0,3.29,0,0,3.48,3.69,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,2.82,2.85,0,0,0,0,0,0,0,0,0,3.48,3.21,3.11,0,0,0,0,0,0,0,0,3.64,0,0,3.78,0
2010-10-01,3.02,0,2.94,0,0,0,0,3.23,0,0,0,0,0,0,0,3.78,0,3.08,0,2.92,0,3.01,0,0,3.77,3.15,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.53,3.34,0,0,0,0,0,3.01,0,0,3.63,3.1,0,3.33,0
2010-11-01,3.02,0,2.94,0,0,0,0,3.23,0,0,0,0,0,0,0,3.78,0,3.08,0,2.92,0,3.01,0,0,3.77,3.15,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.53,3.34,0,0,0,0,0,3.01,0,0,3.63,3.1,0,3.33,0
2010-12-01,3.02,0,2.94,0,0,0,0,3.23,0,0,0,0,0,0,0,3.78,0,3.08,0,2.92,0,3.01,0,0,3.77,3.15,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.53,3.34,0,0,0,0,0,3.01,0,0,3.63,3.1,0,3.33,0
2011-01-01,3.2,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,4.1,0,2.82,0,3.13,0,2.98,0,0,3.89,3.1,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,3.28,3.52,0,0,0,0,0,0,0,0,3.3,3.31,0,3.13,3.14
2011-02-01,3.2,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,4.1,0,2.82,0,3.13,0,2.98,0,0,3.89,3.1,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,3.28,3.52,0,0,0,0,0,0,0,0,3.3,3.31,0,3.13,3.14
2011-03-01,3.2,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,4.1,0,2.82,0,3.13,0,2.98,0,0,3.89,3.1,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,3.28,3.52,0,0,0,0,0,0,0,0,3.3,3.31,0,3.13,3.14
2011-04-01,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0,2.86,0,3.07,0,3.6,0,0,3.65,3.44,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,3.66,3.43,0,0,0,0,0,0,0,0,3.08,3.69,0,3.26,3.15
2011-05-01,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0,2.86,0,3.07,0,3.6,0,0,3.65,3.44,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,3.66,3.43,0,0,0,0,0,0,0,0,3.08,3.69,0,3.26,3.15
2011-06-01,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91,0,2.86,0,3.07,0,3.6,0,0,3.65,3.44,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,3.37,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,3.66,3.43,0,0,0,0,0,0,0,0,3.08,3.69,0,3.26,3.15
2011-07-01,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,3.57,0,3.43,0,3.81,0,0,3.29,3.62,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,3.45,0,0,0,3.23,0,0,3.55,0,0,0,0,0,0,0,0,0,0,3.49,3.23,0,0,0,0,0,0,0,0,3.12,4.05,0,3.25,3.5
2011-08-01,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,3.57,0,3.43,0,3.81,0,0,3.29,3.62,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,3.45,0,0,0,3.23,0,0,3.55,0,0,0,0,0,0,0,0,0,0,3.49,3.23,0,0,0,0,0,0,0,0,3.12,4.05,0,3.25,3.5
2011-09-01,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,4.09,0,3.57,0,3.43,0,3.81,0,0,3.29,3.62,0,0,0,0,0,3.21,0,0,0,0,0,0,0,0,3.45,0,0,0,3.23,0,0,3.55,0,0,0,0,0,0,0,0,0,0,3.49,3.23,0,0,0,0,0,0,0,0,3.12,4.05,0,3.25,3.5
2011-10-01,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,3.73,0,3.34,0,3.37,0,3.52,0,0,3.6,3.52,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,3.72,0,0,0,3.51,0,0,3.35,0,0,0,0,0,0,0,0,0,0,3.82,3.57,0,0,0,0,0,0,0,0,3.07,3.92,0,3.3,3.45
