"Date","ACF","AIG","ANF","ANTM","ARGKF","AVP","AXP","BBBY","BDX","BK","BKNG","BNTGF","BOIVF","CHRW","CL","CLX","CMCSA","COP","COV","CSCO","CTSH","DELL","DIS","DISH","EBAY","FBN","FMCC","FOX","FOXA","FWONA","GLW","GOOG","HD","HEGIF","HENKY","HPQ","HRB","INFY","IPG","JNJ","KO","L","LANC","M","MBI","MDLZ","MSFT","NWSA","ORCL","PEP","PFE","PG","PHM","QRTEA","S","SLM","STT","SYK","SYY","TBBK","TYIDF","UN","UNH","USB","WMT","WWY","XOM"
2007-08-01,5.85,2,0,0,0,0,0,0,0,0,0,0,0,0,2.35,3.81,0,0,2.39,0,0,0,0,0,6.42,1.24,3.59,0,0,0,0,0,0,0,0,0,0,0,0,2.7,17.97,0,6.28,0,0,0,9.21,0,0,11.45,3.62,4.63,2.42,3.48,0,0,0,0,0,0,0,0,0,0,2.51,4.23,0
2007-09-01,5.85,2,0,0,0,0,0,0,0,0,0,0,0,0,2.35,3.81,0,0,2.39,0,0,0,0,0,6.42,1.24,3.59,0,0,0,0,0,0,0,0,0,0,0,0,2.7,17.97,0,6.28,0,0,0,9.21,0,0,11.45,3.62,4.63,2.42,3.48,0,0,0,0,0,0,0,0,0,0,2.51,4.23,0
2007-10-01,12.78,1.48,0,0,0,0,0,0,0,0,0,0,0,0,2.64,3.09,0,0,2.62,0,0,0,0,0,4.49,1.27,2.13,0,0,0,0,0,0,0,0,0,0,0,0,2.82,15.59,0,5.38,0,0,0,11.45,0,0,11.56,3.46,4.35,2.5,3.55,0,0,0,0,0,0,0,0,0,0,2.82,3.47,0
2007-11-01,12.78,1.48,0,0,0,0,0,0,0,0,0,0,0,0,2.64,3.09,0,0,2.62,0,0,0,0,0,4.49,1.27,2.13,0,0,0,0,0,0,0,0,0,0,0,0,2.82,15.59,0,5.38,0,0,0,11.45,0,0,11.56,3.46,4.35,2.5,3.55,0,0,0,0,0,0,0,0,0,0,2.82,3.47,0
2007-12-01,12.78,1.48,0,0,0,0,0,0,0,0,0,0,0,0,2.64,3.09,0,0,2.62,0,0,0,0,0,4.49,1.27,2.13,0,0,0,0,0,0,0,0,0,0,0,0,2.82,15.59,0,5.38,0,0,0,11.45,0,0,11.56,3.46,4.35,2.5,3.55,0,0,0,0,0,0,0,0,0,0,2.82,3.47,0
2008-01-01,12.62,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,6.89,1.44,0,0,0,0,0,0,0.88,0,0,0,0,0,0,2.67,15.56,0,5.27,0,0,0,11.23,0,0,12.5,3.11,5.78,4.32,2.93,0,3.8,0,0,0,0,0,0,0,0,3.04,3.63,0
2008-02-01,12.62,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,6.89,1.44,0,0,0,0,0,0,0.88,0,0,0,0,0,0,2.67,15.56,0,5.27,0,0,0,11.23,0,0,12.5,3.11,5.78,4.32,2.93,0,3.8,0,0,0,0,0,0,0,0,3.04,3.63,0
2008-03-01,12.62,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,2.61,0,0,0,0,0,0,0,0,6.89,1.44,0,0,0,0,0,0,0.88,0,0,0,0,0,0,2.67,15.56,0,5.27,0,0,0,11.23,0,0,12.5,3.11,5.78,4.32,2.93,0,3.8,0,0,0,0,0,0,0,0,3.04,3.63,0
2008-04-01,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,6.36,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,3.44,16.1,0,5.82,0,1,0,11.57,0,0,11.75,3.36,5.84,3.29,3.47,3.45,1.65,0,0,0,0,0,0,0,0,3.6,0,0
2008-05-01,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,6.36,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,3.44,16.1,0,5.82,0,1,0,11.57,0,0,11.75,3.36,5.84,3.29,3.47,3.45,1.65,0,0,0,0,0,0,0,0,3.6,0,0
2008-06-01,11.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,6.36,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,3.44,16.1,0,5.82,0,1,0,11.57,0,0,11.75,3.36,5.84,3.29,3.47,3.45,1.65,0,0,0,0,0,0,0,0,3.6,0,0
2008-07-01,11.06,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,15.08,0,5.17,0,0,0,10.46,0,0,10.98,2.96,4.97,2.19,2.53,1.85,1.98,0,0,0,1.59,5.08,0,0,0,3.2,0,0
2008-08-01,11.06,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,15.08,0,5.17,0,0,0,10.46,0,0,10.98,2.96,4.97,2.19,2.53,1.85,1.98,0,0,0,1.59,5.08,0,0,0,3.2,0,0
2008-09-01,11.06,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,15.08,0,5.17,0,0,0,10.46,0,0,10.98,2.96,4.97,2.19,2.53,1.85,1.98,0,0,0,1.59,5.08,0,0,0,3.2,0,0
2008-10-01,13.27,0,0,1.87,0,0,1.58,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,1.83,0,1.65,8.1,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,0,4.21,0,0,0,7.89,3.57,0,4.44,2.87,0,0,4.77,0,2.1,0,0,0,0,5.38,0,2.72,0,0,0,0
2008-11-01,13.27,0,0,1.87,0,0,1.58,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,1.83,0,1.65,8.1,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,0,4.21,0,0,0,7.89,3.57,0,4.44,2.87,0,0,4.77,0,2.1,0,0,0,0,5.38,0,2.72,0,0,0,0
2008-12-01,13.27,0,0,1.87,0,0,1.58,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,1.83,0,1.65,8.1,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,0,4.21,0,0,0,7.89,3.57,0,4.44,2.87,0,0,4.77,0,2.1,0,0,0,0,5.38,0,2.72,0,0,0,0
2009-01-01,10.73,0,1.28,1.78,0,0,1.23,0,0,0,0,0,0,0,0,0,0,3.35,0,0,0,1.79,0,1.74,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49,0,4.48,0,0,0,8.92,7.98,0,4.4,2.33,0,0,4.38,0,0,0,0,0,1.45,4.77,0,2.26,0,0,0,0
2009-02-01,10.73,0,1.28,1.78,0,0,1.23,0,0,0,0,0,0,0,0,0,0,3.35,0,0,0,1.79,0,1.74,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49,0,4.48,0,0,0,8.92,7.98,0,4.4,2.33,0,0,4.38,0,0,0,0,0,1.45,4.77,0,2.26,0,0,0,0
2009-03-01,10.73,0,1.28,1.78,0,0,1.23,0,0,0,0,0,0,0,0,0,0,3.35,0,0,0,1.79,0,1.74,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.49,0,4.48,0,0,0,8.92,7.98,0,4.4,2.33,0,0,4.38,0,0,0,0,0,1.45,4.77,0,2.26,0,0,0,0
2009-04-01,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,5.78,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,2.39,9.21,1.32,1.59,0,0,0,9.2,9.95,0,9.4,5.72,3.99,0,2.52,0,0,0,0,0,0,1.87,0,2.4,1.88,0,0,0
2009-05-01,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,5.78,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,2.39,9.21,1.32,1.59,0,0,0,9.2,9.95,0,9.4,5.72,3.99,0,2.52,0,0,0,0,0,0,1.87,0,2.4,1.88,0,0,0
2009-06-01,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,5.78,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,2.09,0,0,0,2.39,9.21,1.32,1.59,0,0,0,9.2,9.95,0,9.4,5.72,3.99,0,2.52,0,0,0,0,0,0,1.87,0,2.4,1.88,0,0,0
2009-07-01,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,5.77,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,1.24,2.55,0,0,2.54,9.54,0.86,0.85,0,0,0,8.91,10.15,0,9.69,7.67,5.79,0,2.56,0,0,0,0,0,0,2.41,0,2.78,2.61,0,0,0
2009-08-01,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,5.77,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,1.24,2.55,0,0,2.54,9.54,0.86,0.85,0,0,0,8.91,10.15,0,9.69,7.67,5.79,0,2.56,0,0,0,0,0,0,2.41,0,2.78,2.61,0,0,0
2009-09-01,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,5.77,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,1.24,2.55,0,0,2.54,9.54,0.86,0.85,0,0,0,8.91,10.15,0,9.69,7.67,5.79,0,2.56,0,0,0,0,0,0,2.41,0,2.78,2.61,0,0,0
2009-10-01,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,5.29,6.06,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,3.53,8.38,0,1.55,0,0,0,7.58,11,0,11.05,6.68,4.76,0,1.66,0,0,0,0,0,0,2.7,0,2.95,2.8,1.32,0,0
2009-11-01,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,5.29,6.06,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,3.53,8.38,0,1.55,0,0,0,7.58,11,0,11.05,6.68,4.76,0,1.66,0,0,0,0,0,0,2.7,0,2.95,2.8,1.32,0,0
2009-12-01,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07,5.29,6.06,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,3.53,8.38,0,1.55,0,0,0,7.58,11,0,11.05,6.68,4.76,0,1.66,0,0,0,0,0,0,2.7,0,2.95,2.8,1.32,0,0
2010-01-01,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,4.94,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,3.59,9.21,0,1.41,0,0,0,4.9,10.77,0,11.71,5.43,3.4,0,1.54,0,0,0,0,2.33,0,2.37,0,2.07,2.54,0,0,0
2010-02-01,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,4.94,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,3.59,9.21,0,1.41,0,0,0,4.9,10.77,0,11.71,5.43,3.4,0,1.54,0,0,0,0,2.33,0,2.37,0,2.07,2.54,0,0,0
2010-03-01,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52,4.94,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,3.59,9.21,0,1.41,0,0,0,4.9,10.77,0,11.71,5.43,3.4,0,1.54,0,0,0,0,2.33,0,2.37,0,2.07,2.54,0,0,0
2010-04-01,1.66,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,8.12,3.92,5.35,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,3.37,10.19,0,0,0,0,0,5.49,10.55,0,12.58,7.77,2.92,0,0,0,0,0,0,2.7,0,1.83,0,0,2.83,1.8,0,0
2010-05-01,1.66,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,8.12,3.92,5.35,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,3.37,10.19,0,0,0,0,0,5.49,10.55,0,12.58,7.77,2.92,0,0,0,0,0,0,2.7,0,1.83,0,0,2.83,1.8,0,0
2010-06-01,1.66,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,8.12,3.92,5.35,0,0,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,3.37,10.19,0,0,0,0,0,5.49,10.55,0,12.58,7.77,2.92,0,0,0,0,0,0,2.7,0,1.83,0,0,2.83,1.8,0,0
2010-07-01,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,6.21,3.03,4.72,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,2.32,2.31,0,0,2.98,8.89,0,0,0,0,0,6.64,11.03,0,10.56,7.45,2.32,0,0,0,0,0,2.13,2.01,0,0,0,0,2.93,0,0,0
2010-08-01,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,6.21,3.03,4.72,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,2.32,2.31,0,0,2.98,8.89,0,0,0,0,0,6.64,11.03,0,10.56,7.45,2.32,0,0,0,0,0,2.13,2.01,0,0,0,0,2.93,0,0,0
2010-09-01,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,6.21,3.03,4.72,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,2.32,2.31,0,0,2.98,8.89,0,0,0,0,0,6.64,11.03,0,10.56,7.45,2.32,0,0,0,0,0,2.13,2.01,0,0,0,0,2.93,0,0,0
2010-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,2.78,4.19,0,2,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,2.57,2.28,0,0,2.34,7.49,0,0,0,0,0,6.65,12.43,0,12.14,5.7,5.79,0,0,0,0,0,1.72,2.56,0,0,0,0,2.82,0,0,0
2010-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,2.78,4.19,0,2,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,2.57,2.28,0,0,2.34,7.49,0,0,0,0,0,6.65,12.43,0,12.14,5.7,5.79,0,0,0,0,0,1.72,2.56,0,0,0,0,2.82,0,0,0
2010-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,2.78,4.19,0,2,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,2.57,2.28,0,0,2.34,7.49,0,0,0,0,0,6.65,12.43,0,12.14,5.7,5.79,0,0,0,0,0,1.72,2.56,0,0,0,0,2.82,0,0,0
2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.28,3.62,1.11,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.94,0,0,2.66,5.56,0,0,0,0,0,8.35,14.19,0,12.67,4.86,9.22,0,0,0,0,0,1.43,3.85,0,0,0,0,2.66,0,0,0
2011-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.28,3.62,1.11,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.94,0,0,2.66,5.56,0,0,0,0,0,8.35,14.19,0,12.67,4.86,9.22,0,0,0,0,0,1.43,3.85,0,0,0,0,2.66,0,0,0
2011-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.28,3.62,1.11,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.94,0,0,2.66,5.56,0,0,0,0,0,8.35,14.19,0,12.67,4.86,9.22,0,0,0,0,0,1.43,3.85,0,0,0,0,2.66,0,0,0
2011-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,2,2.87,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.19,0,0,3.23,4.74,0,0,0,0,0,8.55,13.11,0,11.65,4.15,9.83,0,0,0,0,0,0,4.04,0,0,0,0,3.21,1.72,0,1.61
2011-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,2,2.87,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.19,0,0,3.23,4.74,0,0,0,0,0,8.55,13.11,0,11.65,4.15,9.83,0,0,0,0,0,0,4.04,0,0,0,0,3.21,1.72,0,1.61
2011-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,2,2.87,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,2.19,0,0,3.23,4.74,0,0,0,0,0,8.55,13.11,0,11.65,4.15,9.83,0,0,0,0,0,0,4.04,0,0,0,0,3.21,1.72,0,1.61
2011-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.6,2.26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,1.7,0,0,3.21,4.45,0,0,0,0,0,7.66,12.81,0,13.12,3.33,11.16,0,0,0,0,0,2.14,4.01,0,0,0,0,3.17,1.75,0,0
2011-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.6,2.26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,1.7,0,0,3.21,4.45,0,0,0,0,0,7.66,12.81,0,13.12,3.33,11.16,0,0,0,0,0,2.14,4.01,0,0,0,0,3.17,1.75,0,0
2011-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.6,2.26,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42,1.7,0,0,3.21,4.45,0,0,0,0,0,7.66,12.81,0,13.12,3.33,11.16,0,0,0,0,0,2.14,4.01,0,0,0,0,3.17,1.75,0,0
2011-10-01,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,1.65,0,2.21,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,1.62,0,0,2.57,3.59,0,0,0,0,0,7.74,12.09,0,12.5,3.17,9.95,0,0,0,0,0,2.41,3.84,0,0,0,0,2.83,1.56,0,0
2011-11-01,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,1.65,0,2.21,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,1.62,0,0,2.57,3.59,0,0,0,0,0,7.74,12.09,0,12.5,3.17,9.95,0,0,0,0,0,2.41,3.84,0,0,0,0,2.83,1.56,0,0
2011-12-01,0,0,0,0,0,2.42,0,0,0,0,0,0,0,0,0,1.65,0,2.21,0,4.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,1.62,0,0,2.57,3.59,0,0,0,0,0,7.74,12.09,0,12.5,3.17,9.95,0,0,0,0,0,2.41,3.84,0,0,0,0,2.83,1.56,0,0
2012-01-01,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,3.97,1.35,2.27,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.25,0,0,2.96,2.89,0,0,0,0,0,7.33,11.38,0,11.24,2.53,12.72,0,0,0,0,0,2.05,5.83,0,0,0,0,2.53,0,0,0
2012-02-01,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,3.97,1.35,2.27,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.25,0,0,2.96,2.89,0,0,0,0,0,7.33,11.38,0,11.24,2.53,12.72,0,0,0,0,0,2.05,5.83,0,0,0,0,2.53,0,0,0
2012-03-01,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,3.97,1.35,2.27,0,4.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,1.25,0,0,2.96,2.89,0,0,0,0,0,7.33,11.38,0,11.24,2.53,12.72,0,0,0,0,0,2.05,5.83,0,0,0,0,2.53,0,0,0
2012-04-01,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,2.48,0,2.29,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,3.52,3.78,0,0,0,0,0,5.16,11.07,0,9.67,2.67,9.16,0,0,0,0,0,2.05,5.28,0,0,0,0,3.11,1.76,0,0
2012-05-01,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,2.48,0,2.29,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,3.52,3.78,0,0,0,0,0,5.16,11.07,0,9.67,2.67,9.16,0,0,0,0,0,2.05,5.28,0,0,0,0,3.11,1.76,0,0
2012-06-01,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,2.48,0,2.29,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,3.52,3.78,0,0,0,0,0,5.16,11.07,0,9.67,2.67,9.16,0,0,0,0,0,2.05,5.28,0,0,0,0,3.11,1.76,0,0
2012-07-01,0,0,0,1.53,0,1.7,0,0,0,0,0,0,0,0,0,3.67,0,1.88,0,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,2.44,0,0,0,0,0,5.58,12.29,0,9.88,2.29,14.02,0,0,0,0,0,4.08,5.65,0,0,0,0,2.25,1.21,0,0
2012-08-01,0,0,0,1.53,0,1.7,0,0,0,0,0,0,0,0,0,3.67,0,1.88,0,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,2.44,0,0,0,0,0,5.58,12.29,0,9.88,2.29,14.02,0,0,0,0,0,4.08,5.65,0,0,0,0,2.25,1.21,0,0
2012-09-01,0,0,0,1.53,0,1.7,0,0,0,0,0,0,0,0,0,3.67,0,1.88,0,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.51,2.44,0,0,0,0,0,5.58,12.29,0,9.88,2.29,14.02,0,0,0,0,0,4.08,5.65,0,0,0,0,2.25,1.21,0,0
2012-10-01,0,0,0,1.58,0,1.67,0,0,0,0,0,0,0,0,0,3.67,0,1.88,0,6.36,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,3.52,3.17,0,0,0,0,0,4.93,12.61,0,10.3,2.27,13.52,0,0,0,0,0,4.53,5.64,0,0,0,0,2.07,1.1,0,0
2012-11-01,0,0,0,1.58,0,1.67,0,0,0,0,0,0,0,0,0,3.67,0,1.88,0,6.36,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,3.52,3.17,0,0,0,0,0,4.93,12.61,0,10.3,2.27,13.52,0,0,0,0,0,4.53,5.64,0,0,0,0,2.07,1.1,0,0
2012-12-01,0,0,0,1.58,0,1.67,0,0,0,0,0,0,0,0,0,3.67,0,1.88,0,6.36,0,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,3.52,3.17,0,0,0,0,0,4.93,12.61,0,10.3,2.27,13.52,0,0,0,0,0,4.53,5.64,0,0,0,0,2.07,1.1,0,0
2013-01-01,0,0,0,1.45,0,2.04,0,0,0,0,0,0,0,1.29,0,3.75,0,1.64,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,4.98,0,0,0,0,0,6.03,12.2,0,10.06,2.21,12.12,0,0,0,0,0,4.55,5.77,0,0,0,0,1.86,0,0,1.23
