"Date","AAPL","ADBE","ALRM","AMT","AMTD","ANSS","BAC","BAM","BDX","BRK","CFX","CSGP","CSX","DG","DHIL","DHR","DISCA","DLTR","EQIX","ESGR","FDS","FOCS","FTV","GSHD","HIG","JEF","KKR","KMX","LAMR","LKQ","LPLA","LYV","MA","MCO","MKL","MNRO","MSCI","NDN","NLY","NS","OLLI","ORLY","PENN","PRMW","ROP","ROST","SBAC","SHLDQ","TECH","TJX","TRH","TROW","UI","V","VRSK","WMS"
2011-08-01,0,0,0,13.36,1.69,0,0,0,0.69,4.32,0,0,0,0,1.06,0,0,10.15,0,7.62,2.7,0,0,0,1.02,0,0,4.28,5.72,0,1.48,0,11.48,0,9.02,0,0,0,0,0,0,7.26,1.81,0,0,9.94,0,0,0,2.66,0,1.03,0,0,0,0
2011-09-01,0,0,0,13.36,1.69,0,0,0,0.69,4.32,0,0,0,0,1.06,0,0,10.15,0,7.62,2.7,0,0,0,1.02,0,0,4.28,5.72,0,1.48,0,11.48,0,9.02,0,0,0,0,0,0,7.26,1.81,0,0,9.94,0,0,0,2.66,0,1.03,0,0,0,0
2011-10-01,0,0,0,13.24,3.36,0,0.71,0,0.59,3.77,0,0,0,0,0.97,0,0,9.7,0,7.68,1.81,0,0,0,1.57,0,0,3.91,5.61,0,1.46,0,11.37,0,8.93,0,0,0,0,0,0,7,1.69,0,0,11.35,0,0,0,2.73,0,0,0,0,0,0
2011-11-01,0,0,0,13.24,3.36,0,0.71,0,0.59,3.77,0,0,0,0,0.97,0,0,9.7,0,7.68,1.81,0,0,0,1.57,0,0,3.91,5.61,0,1.46,0,11.37,0,8.93,0,0,0,0,0,0,7,1.69,0,0,11.35,0,0,0,2.73,0,0,0,0,0,0
2011-12-01,0,0,0,13.24,3.36,0,0.71,0,0.59,3.77,0,0,0,0,0.97,0,0,9.7,0,7.68,1.81,0,0,0,1.57,0,0,3.91,5.61,0,1.46,0,11.37,0,8.93,0,0,0,0,0,0,7,1.69,0,0,11.35,0,0,0,2.73,0,0,0,0,0,0
2012-01-01,0,0,0,11.09,4.84,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,5.07,1.34,0,0,0,1.78,1.64,0,2.9,3.61,0,3.17,0,12.09,4.39,6.35,0,0,0,1.72,0,0,5.26,0,0,0,9.99,0,2.07,0,4.02,0,0,0,3.69,0,0
2012-02-01,0,0,0,11.09,4.84,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,5.07,1.34,0,0,0,1.78,1.64,0,2.9,3.61,0,3.17,0,12.09,4.39,6.35,0,0,0,1.72,0,0,5.26,0,0,0,9.99,0,2.07,0,4.02,0,0,0,3.69,0,0
2012-03-01,0,0,0,11.09,4.84,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,5.07,1.34,0,0,0,1.78,1.64,0,2.9,3.61,0,3.17,0,12.09,4.39,6.35,0,0,0,1.72,0,0,5.26,0,0,0,9.99,0,2.07,0,4.02,0,0,0,3.69,0,0
2012-04-01,1.65,0,0,9.84,3.76,0,0,0,0,0,0,0,0,0,0,0,0,6.56,0,3.91,0,0,0,0,1.64,2.74,0,1.68,2.44,0,3.4,0,11.7,5.3,7.11,0,0,0,2.08,0,0,5.58,0,0,0,9.81,0,0,0,3.36,0,0,0,3.71,0,0
2012-05-01,1.65,0,0,9.84,3.76,0,0,0,0,0,0,0,0,0,0,0,0,6.56,0,3.91,0,0,0,0,1.64,2.74,0,1.68,2.44,0,3.4,0,11.7,5.3,7.11,0,0,0,2.08,0,0,5.58,0,0,0,9.81,0,0,0,3.36,0,0,0,3.71,0,0
2012-06-01,1.65,0,0,9.84,3.76,0,0,0,0,0,0,0,0,0,0,0,0,6.56,0,3.91,0,0,0,0,1.64,2.74,0,1.68,2.44,0,3.4,0,11.7,5.3,7.11,0,0,0,2.08,0,0,5.58,0,0,0,9.81,0,0,0,3.36,0,0,0,3.71,0,0
2012-07-01,1.85,0,0,9.83,3.84,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,4.04,0,0,0,0,2.1,3.05,0,0,1.82,0,3.38,0,12.23,6.3,7.23,0,0,0,2.04,0,0,5.47,0,0,0,9.93,0,1.31,0,0,0,0,0,3.95,2.91,0
2012-08-01,1.85,0,0,9.83,3.84,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,4.04,0,0,0,0,2.1,3.05,0,0,1.82,0,3.38,0,12.23,6.3,7.23,0,0,0,2.04,0,0,5.47,0,0,0,9.93,0,1.31,0,0,0,0,0,3.95,2.91,0
2012-09-01,1.85,0,0,9.83,3.84,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,4.04,0,0,0,0,2.1,3.05,0,0,1.82,0,3.38,0,12.23,6.3,7.23,0,0,0,2.04,0,0,5.47,0,0,0,9.93,0,1.31,0,0,0,0,0,3.95,2.91,0
2012-10-01,1.34,0,0,9.38,3.8,0,0,0,0,0,3.52,0,0,0,0,0,0,6.57,0,4.04,0,0,0,0,2.19,3.06,0,0,1.72,0,3.42,0,12,7.97,7.25,0,0,0,2.54,0,0,5.27,0,0,0,7.49,0,0,0,0,0,0,0,4.03,2.91,0
2012-11-01,1.34,0,0,9.38,3.8,0,0,0,0,0,3.52,0,0,0,0,0,0,6.57,0,4.04,0,0,0,0,2.19,3.06,0,0,1.72,0,3.42,0,12,7.97,7.25,0,0,0,2.54,0,0,5.27,0,0,0,7.49,0,0,0,0,0,0,0,4.03,2.91,0
2012-12-01,1.34,0,0,9.38,3.8,0,0,0,0,0,3.52,0,0,0,0,0,0,6.57,0,4.04,0,0,0,0,2.19,3.06,0,0,1.72,0,3.42,0,12,7.97,7.25,0,0,0,2.54,0,0,5.27,0,0,0,7.49,0,0,0,0,0,0,0,4.03,2.91,0
2013-01-01,2.18,0,0,7.36,3.69,0,0,0,0,0,4.26,0,0,0,0,0,0,6.8,0,3.54,0,0,0,0,2,3.11,0,0,0,0,3.1,0,10.47,7.66,7.04,0,0,0,1.98,3.17,0,4.78,0,0,0,6.65,0,0,0,0,0,0,0,3.58,2.79,0
2013-02-01,2.18,0,0,7.36,3.69,0,0,0,0,0,4.26,0,0,0,0,0,0,6.8,0,3.54,0,0,0,0,2,3.11,0,0,0,0,3.1,0,10.47,7.66,7.04,0,0,0,1.98,3.17,0,4.78,0,0,0,6.65,0,0,0,0,0,0,0,3.58,2.79,0
2013-03-01,2.18,0,0,7.36,3.69,0,0,0,0,0,4.26,0,0,0,0,0,0,6.8,0,3.54,0,0,0,0,2,3.11,0,0,0,0,3.1,0,10.47,7.66,7.04,0,0,0,1.98,3.17,0,4.78,0,0,0,6.65,0,0,0,0,0,0,0,3.58,2.79,0
2013-04-01,1.64,0,0,6.33,3.48,0,0,0,0,0,9.21,0,0,0,0,0,0,5.58,0,3,0,0,0,0,2.84,2.38,0,0,0,0,2.91,2.28,10.31,9.6,5.88,0,0,0,0,2.17,0,4.18,0,0,0,4.79,0,0,0,0,0,0,0,4.16,2.16,0
2013-05-01,1.64,0,0,6.33,3.48,0,0,0,0,0,9.21,0,0,0,0,0,0,5.58,0,3,0,0,0,0,2.84,2.38,0,0,0,0,2.91,2.28,10.31,9.6,5.88,0,0,0,0,2.17,0,4.18,0,0,0,4.79,0,0,0,0,0,0,0,4.16,2.16,0
2013-06-01,1.64,0,0,6.33,3.48,0,0,0,0,0,9.21,0,0,0,0,0,0,5.58,0,3,0,0,0,0,2.84,2.38,0,0,0,0,2.91,2.28,10.31,9.6,5.88,0,0,0,0,2.17,0,4.18,0,0,0,4.79,0,0,0,0,0,0,0,4.16,2.16,0
2013-07-01,1.85,0,0,8.96,3.54,0,0,0,0,0,9.45,0,0,0,0,0,1.34,5.92,0,2.91,0,0,0,0,0,2.33,0,0,0,0,2.78,2.58,11.41,10.47,7.72,0,0,0,0,1.75,0,4.48,0,0,0,4.77,0,0,0,0,0,0,0,4.1,2.22,0
2013-08-01,1.85,0,0,8.96,3.54,0,0,0,0,0,9.45,0,0,0,0,0,1.34,5.92,0,2.91,0,0,0,0,0,2.33,0,0,0,0,2.78,2.58,11.41,10.47,7.72,0,0,0,0,1.75,0,4.48,0,0,0,4.77,0,0,0,0,0,0,0,4.1,2.22,0
2013-09-01,1.85,0,0,8.96,3.54,0,0,0,0,0,9.45,0,0,0,0,0,1.34,5.92,0,2.91,0,0,0,0,0,2.33,0,0,0,0,2.78,2.58,11.41,10.47,7.72,0,0,0,0,1.75,0,4.48,0,0,0,4.77,0,0,0,0,0,0,0,4.1,2.22,0
2013-10-01,1.89,0,0,9.85,3.59,0,0,0,0,0,9.98,0,0,0,0,0,0,6.12,1.46,2.57,0,0,0,0,0,2.1,0,0,0,0,2.99,3.34,12.29,10.13,8.2,0,0,0,0,0,0,3.92,0,0,0,5.04,0,0,0,0,0,0,0,4.15,1.95,0
2013-11-01,1.89,0,0,9.85,3.59,0,0,0,0,0,9.98,0,0,0,0,0,0,6.12,1.46,2.57,0,0,0,0,0,2.1,0,0,0,0,2.99,3.34,12.29,10.13,8.2,0,0,0,0,0,0,3.92,0,0,0,5.04,0,0,0,0,0,0,0,4.15,1.95,0
2013-12-01,1.89,0,0,9.85,3.59,0,0,0,0,0,9.98,0,0,0,0,0,0,6.12,1.46,2.57,0,0,0,0,0,2.1,0,0,0,0,2.99,3.34,12.29,10.13,8.2,0,0,0,0,0,0,3.92,0,0,0,5.04,0,0,0,0,0,0,0,4.15,1.95,0
2014-01-01,1.57,0,0,10.57,3.44,0,0,0,0,0,11.8,0,0,0,0,0,4.41,4.99,1.26,2.18,0,0,0,0,0,1.79,0,0,0,0,2.89,4.43,9.49,8.85,7.28,0,0,0,0,0,0,3.91,0,0,0,3.74,2.85,0,0,0,0,0,0,3.95,1.54,0
2014-02-01,1.57,0,0,10.57,3.44,0,0,0,0,0,11.8,0,0,0,0,0,4.41,4.99,1.26,2.18,0,0,0,0,0,1.79,0,0,0,0,2.89,4.43,9.49,8.85,7.28,0,0,0,0,0,0,3.91,0,0,0,3.74,2.85,0,0,0,0,0,0,3.95,1.54,0
2014-03-01,1.57,0,0,10.57,3.44,0,0,0,0,0,11.8,0,0,0,0,0,4.41,4.99,1.26,2.18,0,0,0,0,0,1.79,0,0,0,0,2.89,4.43,9.49,8.85,7.28,0,0,0,0,0,0,3.91,0,0,0,3.74,2.85,0,0,0,0,0,0,3.95,1.54,0
2014-04-01,1.73,0,0,10.57,2.89,0,0,0,0,0,11.23,0,0,0,0,3.45,6.08,5.54,0,2.2,0,0,0,0,0,0,0,0,0,0,2.49,4.58,9.18,8.91,9.44,0,0,0,0,0,0,3.61,0,0,2.91,0,3.58,0,0,0,0,0,0,3.51,1.4,0
2014-05-01,1.73,0,0,10.57,2.89,0,0,0,0,0,11.23,0,0,0,0,3.45,6.08,5.54,0,2.2,0,0,0,0,0,0,0,0,0,0,2.49,4.58,9.18,8.91,9.44,0,0,0,0,0,0,3.61,0,0,2.91,0,3.58,0,0,0,0,0,0,3.51,1.4,0
2014-06-01,1.73,0,0,10.57,2.89,0,0,0,0,0,11.23,0,0,0,0,3.45,6.08,5.54,0,2.2,0,0,0,0,0,0,0,0,0,0,2.49,4.58,9.18,8.91,9.44,0,0,0,0,0,0,3.61,0,0,2.91,0,3.58,0,0,0,0,0,0,3.51,1.4,0
2014-07-01,1.83,0,0,10.73,3.01,0,0,0,0,0,8.39,0,0,0,0,4.12,6.09,5.57,0,1.93,0,0,0,0,0,0,0,1.58,0,0,2.25,4.35,9.01,9.38,9.23,1.74,0,0,0,0,0,3.51,0,0,4.54,0,3.79,0,0,0,0,0,0,3.47,1.39,0
2014-08-01,1.83,0,0,10.73,3.01,0,0,0,0,0,8.39,0,0,0,0,4.12,6.09,5.57,0,1.93,0,0,0,0,0,0,0,1.58,0,0,2.25,4.35,9.01,9.38,9.23,1.74,0,0,0,0,0,3.51,0,0,4.54,0,3.79,0,0,0,0,0,0,3.47,1.39,0
2014-09-01,1.83,0,0,10.73,3.01,0,0,0,0,0,8.39,0,0,0,0,4.12,6.09,5.57,0,1.93,0,0,0,0,0,0,0,1.58,0,0,2.25,4.35,9.01,9.38,9.23,1.74,0,0,0,0,0,3.51,0,0,4.54,0,3.79,0,0,0,0,0,0,3.47,1.39,0
2014-10-01,0,0,0,10.51,2.99,0,0,0,0,0,7.92,0,0,0,0,3.4,5.13,6.52,0,2.07,0,0,0,0,0,0,0,2.99,0,0,2.02,4.39,9.73,8.92,9.21,2.3,0,0,0,0,0,4.16,0,0,4.74,0,3.52,0,0,0,0,0,1.45,3.96,1.36,0
2014-11-01,0,0,0,10.51,2.99,0,0,0,0,0,7.92,0,0,0,0,3.4,5.13,6.52,0,2.07,0,0,0,0,0,0,0,2.99,0,0,2.02,4.39,9.73,8.92,9.21,2.3,0,0,0,0,0,4.16,0,0,4.74,0,3.52,0,0,0,0,0,1.45,3.96,1.36,0
2014-12-01,0,0,0,10.51,2.99,0,0,0,0,0,7.92,0,0,0,0,3.4,5.13,6.52,0,2.07,0,0,0,0,0,0,0,2.99,0,0,2.02,4.39,9.73,8.92,9.21,2.3,0,0,0,0,0,4.16,0,0,4.74,0,3.52,0,0,0,0,0,1.45,3.96,1.36,0
2015-01-01,0,0,0,9.82,2.94,0,0,0,0,0,7.39,0,0,0,0,3.15,3.58,6.94,0,2.01,0,0,0,0,0,0,0,2.97,0,0,1.52,4.02,9.99,9.8,9.79,2.31,0,0,0,0,0,4.58,0,0,5.26,0,3.56,0,0,0,0,0,1.89,3.87,1.91,0
2015-02-01,0,0,0,9.82,2.94,0,0,0,0,0,7.39,0,0,0,0,3.15,3.58,6.94,0,2.01,0,0,0,0,0,0,0,2.97,0,0,1.52,4.02,9.99,9.8,9.79,2.31,0,0,0,0,0,4.58,0,0,5.26,0,3.56,0,0,0,0,0,1.89,3.87,1.91,0
2015-03-01,0,0,0,9.82,2.94,0,0,0,0,0,7.39,0,0,0,0,3.15,3.58,6.94,0,2.01,0,0,0,0,0,0,0,2.97,0,0,1.52,4.02,9.99,9.8,9.79,2.31,0,0,0,0,0,4.58,0,0,5.26,0,3.56,0,0,0,0,0,1.89,3.87,1.91,0
2015-04-01,0,0,0,12.03,2.84,0,0,0,0,0,6.57,0,0,0,0,3.14,0,6.86,0,2.16,0,0,0,0,0,0,0,2.75,0,0,1.5,4.21,9.9,9.41,10.12,2.29,0,0,0,0,0,4.59,0,0,5.38,0,3.37,0,0,0,0,0,2.09,3.75,3.54,0
2015-05-01,0,0,0,12.03,2.84,0,0,0,0,0,6.57,0,0,0,0,3.14,0,6.86,0,2.16,0,0,0,0,0,0,0,2.75,0,0,1.5,4.21,9.9,9.41,10.12,2.29,0,0,0,0,0,4.59,0,0,5.38,0,3.37,0,0,0,0,0,2.09,3.75,3.54,0
2015-06-01,0,0,0,12.03,2.84,0,0,0,0,0,6.57,0,0,0,0,3.14,0,6.86,0,2.16,0,0,0,0,0,0,0,2.75,0,0,1.5,4.21,9.9,9.41,10.12,2.29,0,0,0,0,0,4.59,0,0,5.38,0,3.37,0,0,0,0,0,2.09,3.75,3.54,0
2015-07-01,0,0,0,13.05,2.42,0,0,0,0,0,4.95,0,0,0,0,3.01,0,6.51,0,3.7,0,0,0,0,0,0,0,3.87,0,1.72,0,3.54,9.98,8.33,9.72,2.4,0,0,0,0,0,4.87,0,0,4.97,0,3.33,0,0,0,0,0,2.14,3.74,3.72,0
2015-08-01,0,0,0,13.05,2.42,0,0,0,0,0,4.95,0,0,0,0,3.01,0,6.51,0,3.7,0,0,0,0,0,0,0,3.87,0,1.72,0,3.54,9.98,8.33,9.72,2.4,0,0,0,0,0,4.87,0,0,4.97,0,3.33,0,0,0,0,0,2.14,3.74,3.72,0
2015-09-01,0,0,0,13.05,2.42,0,0,0,0,0,4.95,0,0,0,0,3.01,0,6.51,0,3.7,0,0,0,0,0,0,0,3.87,0,1.72,0,3.54,9.98,8.33,9.72,2.4,0,0,0,0,0,4.87,0,0,4.97,0,3.33,0,0,0,0,0,2.14,3.74,3.72,0
2015-10-01,0,0,0,13.78,2.32,0,0,0,0,0,3.86,0,0,0,0.62,3.14,0,7.28,0,3.98,0,0,0,0,0,0,0,4.15,0,2.12,0,0,10.33,8.27,10.26,2.25,0,0,0,0,0,4.73,0,0,5.77,0,4.26,0,0,0,0,0,1.91,3.99,4.47,0
2015-11-01,0,0,0,13.78,2.32,0,0,0,0,0,3.86,0,0,0,0.62,3.14,0,7.28,0,3.98,0,0,0,0,0,0,0,4.15,0,2.12,0,0,10.33,8.27,10.26,2.25,0,0,0,0,0,4.73,0,0,5.77,0,4.26,0,0,0,0,0,1.91,3.99,4.47,0
2015-12-01,0,0,0,13.78,2.32,0,0,0,0,0,3.86,0,0,0,0.62,3.14,0,7.28,0,3.98,0,0,0,0,0,0,0,4.15,0,2.12,0,0,10.33,8.27,10.26,2.25,0,0,0,0,0,4.73,0,0,5.77,0,4.26,0,0,0,0,0,1.91,3.99,4.47,0
2016-01-01,0,0,0,13.8,2,0,0,0,0,0,4.65,0,0,0,0.55,3.04,0,7.38,0,5.04,0,0,0,0,0,0,0,4.71,0,2.32,0,0,9.51,8.28,9.82,2.3,0,0,0,0,0,4.84,0,0,5.12,0,3.99,0,0,0,0,0,1.9,3.74,4.41,0
2016-02-01,0,0,0,13.8,2,0,0,0,0,0,4.65,0,0,0,0.55,3.04,0,7.38,0,5.04,0,0,0,0,0,0,0,4.71,0,2.32,0,0,9.51,8.28,9.82,2.3,0,0,0,0,0,4.84,0,0,5.12,0,3.99,0,0,0,0,0,1.9,3.74,4.41,0
2016-03-01,0,0,0,13.8,2,0,0,0,0,0,4.65,0,0,0,0.55,3.04,0,7.38,0,5.04,0,0,0,0,0,0,0,4.71,0,2.32,0,0,9.51,8.28,9.82,2.3,0,0,0,0,0,4.84,0,0,5.12,0,3.99,0,0,0,0,0,1.9,3.74,4.41,0
2016-04-01,0,0,0,14.1,1.74,0,0,0,0,0,3.46,0,0,0,0,2.36,0,7.79,0,4.67,0,0,0.7,0,0,0,0,5.58,0,2.36,0,0,8.67,8.28,9.45,1.83,0,0,0,0,0,4.65,0,0,5.14,0,4.15,0,0,0,0,0,2.32,5.45,4.26,0
2016-05-01,0,0,0,14.1,1.74,0,0,0,0,0,3.46,0,0,0,0,2.36,0,7.79,0,4.67,0,0,0.7,0,0,0,0,5.58,0,2.36,0,0,8.67,8.28,9.45,1.83,0,0,0,0,0,4.65,0,0,5.14,0,4.15,0,0,0,0,0,2.32,5.45,4.26,0
2016-06-01,0,0,0,14.1,1.74,0,0,0,0,0,3.46,0,0,0,0,2.36,0,7.79,0,4.67,0,0,0.7,0,0,0,0,5.58,0,2.36,0,0,8.67,8.28,9.45,1.83,0,0,0,0,0,4.65,0,0,5.14,0,4.15,0,0,0,0,0,2.32,5.45,4.26,0
2016-07-01,0,0,0,13.9,2.03,0,0,0,0,0,3.73,0,0,0,0,2.29,0,6.43,0,4.64,0,0,0.74,0,0,0,0,5.15,0,2.45,0,0,9.32,8.51,9.31,1.79,0,0,0,0,0,4.51,0,0,5.54,0,4.07,0,0,0,0,0,2.79,5.82,4.09,0
2016-08-01,0,0,0,13.9,2.03,0,0,0,0,0,3.73,0,0,0,0,2.29,0,6.43,0,4.64,0,0,0.74,0,0,0,0,5.15,0,2.45,0,0,9.32,8.51,9.31,1.79,0,0,0,0,0,4.51,0,0,5.54,0,4.07,0,0,0,0,0,2.79,5.82,4.09,0
2016-09-01,0,0,0,13.9,2.03,0,0,0,0,0,3.73,0,0,0,0,2.29,0,6.43,0,4.64,0,0,0.74,0,0,0,0,5.15,0,2.45,0,0,9.32,8.51,9.31,1.79,0,0,0,0,0,4.51,0,0,5.54,0,4.07,0,0,0,0,0,2.79,5.82,4.09,0
2016-10-01,0,0,0,13.14,2.4,0,0,0,0,0,3.13,0,0,2.06,0,2.39,0,5.99,0,5.31,0,0,0,0,0,0,0,6.16,0,2.02,0,0,9.01,8.15,8.62,1.62,0,0,0,0,0,4.26,0,0,5.3,0,4.72,0,0,0,0,0,2.87,5.24,3.89,0
2016-11-01,0,0,0,13.14,2.4,0,0,0,0,0,3.13,0,0,2.06,0,2.39,0,5.99,0,5.31,0,0,0,0,0,0,0,6.16,0,2.02,0,0,9.01,8.15,8.62,1.62,0,0,0,0,0,4.26,0,0,5.3,0,4.72,0,0,0,0,0,2.87,5.24,3.89,0
