"Date","ACN","AFL","ATGE","BAX","BDK","BEN","BOKF","BWA","BX","CAH","CBRE","CBS","CCL","CHK","CLX","CRL","DELL","DNB","EFX","FAF","GCI","HLI","HRB","IGT","IPG","ITW","JLL","JWN","KEYS","KKR","KMT","LAZ","LH","MAT","MHK","MSGN","NLSN","NOV","NTRS","OMC","PBI","PGR","SJM","SNA","SRCL","STZ","SWK","TIF","TMO","TPR","TRB","TROW","TW","VIAC","WLTW","WU","YUM","ZBH"
2007-08-01,3.97,3.17,0,4,3.09,0,0,0,0,0,0,3.11,3.55,0,3.83,0,0,0,2.95,0,3.25,0,3.22,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,4.29,0,3.75,0,0,0,0,3.76,0,0,3.93,0,0,3.32,0,0,0,0,3.27,0
2007-09-01,3.97,3.17,0,4,3.09,0,0,0,0,0,0,3.11,3.55,0,3.83,0,0,0,2.95,0,3.25,0,3.22,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,4.29,0,3.75,0,0,0,0,3.76,0,0,3.93,0,0,3.32,0,0,0,0,3.27,0
2007-10-01,4.36,0,0,3.94,0,2.88,0,0,0,0,0,3.12,3.58,0,2.78,0,0,2.93,3.49,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,3.92,0,3.88,0,0,0,0,3.55,0,0,3.91,0,0,3.35,0,0,0,0,0,0
2007-11-01,4.36,0,0,3.94,0,2.88,0,0,0,0,0,3.12,3.58,0,2.78,0,0,2.93,3.49,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,3.92,0,3.88,0,0,0,0,3.55,0,0,3.91,0,0,3.35,0,0,0,0,0,0
2007-12-01,4.36,0,0,3.94,0,2.88,0,0,0,0,0,3.12,3.58,0,2.78,0,0,2.93,3.49,0,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,3.92,0,3.88,0,0,0,0,3.55,0,0,3.91,0,0,3.35,0,0,0,0,0,0
2008-01-01,4.82,0,0,3.5,0,0,0,0,0,0,3.31,3.84,3.4,0,2.98,0,0,3.15,3.86,0,3.11,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,3.47,0,3.7,0,0,0,0,3.27,0,0,3.92,0,0,0,0,0,0,0,0,0
2008-02-01,4.82,0,0,3.5,0,0,0,0,0,0,3.31,3.84,3.4,0,2.98,0,0,3.15,3.86,0,3.11,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,3.47,0,3.7,0,0,0,0,3.27,0,0,3.92,0,0,0,0,0,0,0,0,0
2008-03-01,4.82,0,0,3.5,0,0,0,0,0,0,3.31,3.84,3.4,0,2.98,0,0,3.15,3.86,0,3.11,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,3.47,0,3.7,0,0,0,0,3.27,0,0,3.92,0,0,0,0,0,0,0,0,0
2008-04-01,5.86,0,0,4.22,0,2.97,0,0,0,0,3.21,3.7,3.82,0,3,0,0,3.7,3.9,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,3.46,0,3.93,0,0,0,0,4.1,0,0,4.19,0,0,2.91,0,0,0,0,0,0
2008-05-01,5.86,0,0,4.22,0,2.97,0,0,0,0,3.21,3.7,3.82,0,3,0,0,3.7,3.9,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,3.46,0,3.93,0,0,0,0,4.1,0,0,4.19,0,0,2.91,0,0,0,0,0,0
2008-06-01,5.86,0,0,4.22,0,2.97,0,0,0,0,3.21,3.7,3.82,0,3,0,0,3.7,3.9,0,0,0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,3.46,0,3.93,0,0,0,0,4.1,0,0,4.19,0,0,2.91,0,0,0,0,0,0
2008-07-01,4.22,0,0,3.46,0,3.03,0,0,0,0,3.1,3.91,3.88,0,4.2,0,0,3.98,4.06,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,3.03,0,2.97,3.87,0,0,0,0,0,0,0,0,0
2008-08-01,4.22,0,0,3.46,0,3.03,0,0,0,0,3.1,3.91,3.88,0,4.2,0,0,3.98,4.06,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,3.03,0,2.97,3.87,0,0,0,0,0,0,0,0,0
2008-09-01,4.22,0,0,3.46,0,3.03,0,0,0,0,3.1,3.91,3.88,0,4.2,0,0,3.98,4.06,0,0,0,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,3.03,0,2.97,3.87,0,0,0,0,0,0,0,0,0
2008-10-01,5.6,0,0,0,0,3.52,0,0,0,0,3.22,5.22,4.41,0,0,0,0,0,3.44,0,2.86,0,0,3.51,3.03,3.01,3.36,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,2.89,0,3.75,0,0,0,0,0,0,0,0,0,0
2008-11-01,5.6,0,0,0,0,3.52,0,0,0,0,3.22,5.22,4.41,0,0,0,0,0,3.44,0,2.86,0,0,3.51,3.03,3.01,3.36,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,2.89,0,3.75,0,0,0,0,0,0,0,0,0,0
2008-12-01,5.6,0,0,0,0,3.52,0,0,0,0,3.22,5.22,4.41,0,0,0,0,0,3.44,0,2.86,0,0,3.51,3.03,3.01,3.36,0,0,0,0,0,0,0,0,0,0,0,3.66,0,0,0,0,0,0,2.89,0,3.75,0,0,0,0,0,0,0,0,0,0
2009-01-01,3.83,3.19,0,2.98,0,3.48,0,0,0,0,3.69,3.62,4.1,0,0,0,3.29,0,3.24,0,0,0,0,3.7,3.61,0,3.56,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,3.3,3.11,0,0,0,0,0,0,0,0,0
2009-02-01,3.83,3.19,0,2.98,0,3.48,0,0,0,0,3.69,3.62,4.1,0,0,0,3.29,0,3.24,0,0,0,0,3.7,3.61,0,3.56,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,3.3,3.11,0,0,0,0,0,0,0,0,0
2009-03-01,3.83,3.19,0,2.98,0,3.48,0,0,0,0,3.69,3.62,4.1,0,0,0,3.29,0,3.24,0,0,0,0,3.7,3.61,0,3.56,0,0,0,0,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,3.3,3.11,0,0,0,0,0,0,0,0,0
2009-04-01,4.3,3.33,0,2.79,0,3.45,0,0,0,0,4.43,3.47,3.67,0,0,0,3.51,0,0,0,2.77,0,0,3.52,3.32,0,3.96,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,3.19,0,0,3.32,0,0,0,0,0,0,0,0,0
2009-05-01,4.3,3.33,0,2.79,0,3.45,0,0,0,0,4.43,3.47,3.67,0,0,0,3.51,0,0,0,2.77,0,0,3.52,3.32,0,3.96,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,3.19,0,0,3.32,0,0,0,0,0,0,0,0,0
2009-06-01,4.3,3.33,0,2.79,0,3.45,0,0,0,0,4.43,3.47,3.67,0,0,0,3.51,0,0,0,2.77,0,0,3.52,3.32,0,3.96,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,3.19,0,0,3.32,0,0,0,0,0,0,0,0,0
2009-07-01,4.18,2.93,0,0,0,2.73,0,0,0,0,3.32,4.09,3.41,0,0,0,0,0,2.78,0,5.49,0,0,3.14,3.8,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,2.78,0,2.95,0,0,0,0,0,0,0,0,0,3.11
2009-08-01,4.18,2.93,0,0,0,2.73,0,0,0,0,3.32,4.09,3.41,0,0,0,0,0,2.78,0,5.49,0,0,3.14,3.8,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,2.78,0,2.95,0,0,0,0,0,0,0,0,0,3.11
2009-09-01,4.18,2.93,0,0,0,2.73,0,0,0,0,3.32,4.09,3.41,0,0,0,0,0,2.78,0,5.49,0,0,3.14,3.8,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,2.78,0,2.95,0,0,0,0,0,0,0,0,0,3.11
2009-10-01,4.03,2.91,0,0,2.77,2.51,0,0,0,0,3.15,3.61,2.77,0,0,0,0,0,2.59,0,4.34,0,0,0,3.61,0,3.95,0,0,0,0,0,2.51,0,0,0,0,0,3.26,2.73,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,3.27
2009-11-01,4.03,2.91,0,0,2.77,2.51,0,0,0,0,3.15,3.61,2.77,0,0,0,0,0,2.59,0,4.34,0,0,0,3.61,0,3.95,0,0,0,0,0,2.51,0,0,0,0,0,3.26,2.73,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,3.27
2009-12-01,4.03,2.91,0,0,2.77,2.51,0,0,0,0,3.15,3.61,2.77,0,0,0,0,0,2.59,0,4.34,0,0,0,3.61,0,3.95,0,0,0,0,0,2.51,0,0,0,0,0,3.26,2.73,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,3.27
2010-01-01,3.66,3.43,0,0,0,2.37,0,0,0,0,3.24,3.22,2.99,0,0,0,0,0,0,0,3.99,0,0,2.41,3.28,0,3.95,0,0,0,0,0,0,0,2.94,0,0,0,3.78,3.02,0,0,0,0,0,0,2.45,0,2.83,0,0,0,0,0,0,0,0,3.08
2010-02-01,3.66,3.43,0,0,0,2.37,0,0,0,0,3.24,3.22,2.99,0,0,0,0,0,0,0,3.99,0,0,2.41,3.28,0,3.95,0,0,0,0,0,0,0,2.94,0,0,0,3.78,3.02,0,0,0,0,0,0,2.45,0,2.83,0,0,0,0,0,0,0,0,3.08
2010-03-01,3.66,3.43,0,0,0,2.37,0,0,0,0,3.24,3.22,2.99,0,0,0,0,0,0,0,3.99,0,0,2.41,3.28,0,3.95,0,0,0,0,0,0,0,2.94,0,0,0,3.78,3.02,0,0,0,0,0,0,2.45,0,2.83,0,0,0,0,0,0,0,0,3.08
2010-04-01,3.96,3.19,0,2.61,0,2.56,0,0,0,0,3.04,3.74,0,0,0,0,0,2.66,0,0,3.94,0,0,0,3.01,0,3.86,0,0,0,0,0,0,0,3.05,0,0,0,3.75,3,0,0,0,0,0,0,2.72,0,3.21,0,0,0,0,0,0,0,0,3
2010-05-01,3.96,3.19,0,2.61,0,2.56,0,0,0,0,3.04,3.74,0,0,0,0,0,2.66,0,0,3.94,0,0,0,3.01,0,3.86,0,0,0,0,0,0,0,3.05,0,0,0,3.75,3,0,0,0,0,0,0,2.72,0,3.21,0,0,0,0,0,0,0,0,3
2010-06-01,3.96,3.19,0,2.61,0,2.56,0,0,0,0,3.04,3.74,0,0,0,0,0,2.66,0,0,3.94,0,0,0,3.01,0,3.86,0,0,0,0,0,0,0,3.05,0,0,0,3.75,3,0,0,0,0,0,0,2.72,0,3.21,0,0,0,0,0,0,0,0,3
2010-07-01,3.38,2.95,0,3.52,0,2.84,0,0,0,0,3.35,3.73,3.16,0,0,0,0,0,0,0,3.64,0,0,0,3.4,0,3.86,0,0,0,0,3.17,0,0,3.45,0,0,0,3.91,2.75,0,0,0,0,0,0,3.11,0,2.78,0,0,0,0,0,0,0,0,2.92
2010-08-01,3.38,2.95,0,3.52,0,2.84,0,0,0,0,3.35,3.73,3.16,0,0,0,0,0,0,0,3.64,0,0,0,3.4,0,3.86,0,0,0,0,3.17,0,0,3.45,0,0,0,3.91,2.75,0,0,0,0,0,0,3.11,0,2.78,0,0,0,0,0,0,0,0,2.92
2010-09-01,3.38,2.95,0,3.52,0,2.84,0,0,0,0,3.35,3.73,3.16,0,0,0,0,0,0,0,3.64,0,0,0,3.4,0,3.86,0,0,0,0,3.17,0,0,3.45,0,0,0,3.91,2.75,0,0,0,0,0,0,3.11,0,2.78,0,0,0,0,0,0,0,0,2.92
2010-10-01,3.36,2.91,3.32,3.13,0,0,0,0,0,0,3.07,3.91,3.29,0,0,0,0,0,0,0,4.39,0,0,3.21,3.1,0,3.13,0,0,0,0,3.23,0,0,3.33,0,0,0,4.07,0,0,0,0,0,0,0,2.92,0,2.91,0,0,0,0,0,0,0,0,2.88
2010-11-01,3.36,2.91,3.32,3.13,0,0,0,0,0,0,3.07,3.91,3.29,0,0,0,0,0,0,0,4.39,0,0,3.21,3.1,0,3.13,0,0,0,0,3.23,0,0,3.33,0,0,0,4.07,0,0,0,0,0,0,0,2.92,0,2.91,0,0,0,0,0,0,0,0,2.88
2010-12-01,3.36,2.91,3.32,3.13,0,0,0,0,0,0,3.07,3.91,3.29,0,0,0,0,0,0,0,4.39,0,0,3.21,3.1,0,3.13,0,0,0,0,3.23,0,0,3.33,0,0,0,4.07,0,0,0,0,0,0,0,2.92,0,2.91,0,0,0,0,0,0,0,0,2.88
2011-01-01,3.63,2.99,3.73,3.06,0,3.09,0,0,0,0,3.01,4.9,0,0,0,0,2.86,0,0,0,3.94,0,0,0,3.33,0,3.54,0,0,0,0,3.42,0,0,3.08,0,0,0,3.42,2.81,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,3.68
2011-02-01,3.63,2.99,3.73,3.06,0,3.09,0,0,0,0,3.01,4.9,0,0,0,0,2.86,0,0,0,3.94,0,0,0,3.33,0,3.54,0,0,0,0,3.42,0,0,3.08,0,0,0,3.42,2.81,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,3.68
2011-03-01,3.63,2.99,3.73,3.06,0,3.09,0,0,0,0,3.01,4.9,0,0,0,0,2.86,0,0,0,3.94,0,0,0,3.33,0,3.54,0,0,0,0,3.42,0,0,3.08,0,0,0,3.42,2.81,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,3.68
2011-04-01,3.95,3.02,2.62,3.22,0,3.17,0,0,0,0,0,4.66,2.58,0,0,0,3.62,0,0,0,3,0,0,2.59,3.57,0,3.39,0,0,0,0,3.09,0,0,3.05,0,0,0,2.92,3.03,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,3.88
2011-05-01,3.95,3.02,2.62,3.22,0,3.17,0,0,0,0,0,4.66,2.58,0,0,0,3.62,0,0,0,3,0,0,2.59,3.57,0,3.39,0,0,0,0,3.09,0,0,3.05,0,0,0,2.92,3.03,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,3.88
2011-06-01,3.95,3.02,2.62,3.22,0,3.17,0,0,0,0,0,4.66,2.58,0,0,0,3.62,0,0,0,3,0,0,2.59,3.57,0,3.39,0,0,0,0,3.09,0,0,3.05,0,0,0,2.92,3.03,0,0,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,3.88
2011-07-01,3.03,3.8,0,2.95,0,3.1,0,0,0,0,0,4.42,3.31,2.93,0,0,4.19,0,0,0,2.68,0,0,2.7,3.41,0,3.05,0,0,0,0,3.13,0,0,2.93,0,0,0,3.73,3.11,0,0,2.77,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,4.03
2011-08-01,3.03,3.8,0,2.95,0,3.1,0,0,0,0,0,4.42,3.31,2.93,0,0,4.19,0,0,0,2.68,0,0,2.7,3.41,0,3.05,0,0,0,0,3.13,0,0,2.93,0,0,0,3.73,3.11,0,0,2.77,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,4.03
2011-09-01,3.03,3.8,0,2.95,0,3.1,0,0,0,0,0,4.42,3.31,2.93,0,0,4.19,0,0,0,2.68,0,0,2.7,3.41,0,3.05,0,0,0,0,3.13,0,0,2.93,0,0,0,3.73,3.11,0,0,2.77,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,4.03
2011-10-01,0,4.29,0,0,0,3.11,0,0,0,0,0,4.5,3.25,2.84,0,0,3.95,0,0,2.8,2.54,0,0,2.72,4.21,0,3.29,0,0,0,0,3.73,0,0,3.45,0,0,0,3.86,3.25,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,2.79
2011-11-01,0,4.29,0,0,0,3.11,0,0,0,0,0,4.5,3.25,2.84,0,0,3.95,0,0,2.8,2.54,0,0,2.72,4.21,0,3.29,0,0,0,0,3.73,0,0,3.45,0,0,0,3.86,3.25,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,2.79
2011-12-01,0,4.29,0,0,0,3.11,0,0,0,0,0,4.5,3.25,2.84,0,0,3.95,0,0,2.8,2.54,0,0,2.72,4.21,0,3.29,0,0,0,0,3.73,0,0,3.45,0,0,0,3.86,3.25,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,2.79
2012-01-01,0,4.06,2.95,0,0,2.93,0,0,0,0,0,4.04,3.04,3.17,0,0,3.99,0,0,3.64,0,0,0,2.62,3.28,0,3.41,0,0,0,0,3.63,0,0,3.28,0,0,0,4.1,3.04,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,2.98
2012-02-01,0,4.06,2.95,0,0,2.93,0,0,0,0,0,4.04,3.04,3.17,0,0,3.99,0,0,3.64,0,0,0,2.62,3.28,0,3.41,0,0,0,0,3.63,0,0,3.28,0,0,0,4.1,3.04,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,2.98
2012-03-01,0,4.06,2.95,0,0,2.93,0,0,0,0,0,4.04,3.04,3.17,0,0,3.99,0,0,3.64,0,0,0,2.62,3.28,0,3.41,0,0,0,0,3.63,0,0,3.28,0,0,0,4.1,3.04,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,2.98
2012-04-01,0,4.33,2.98,0,0,2.9,0,0,0,0,0,2.71,2.69,2.8,0,0,3.65,0,0,4.1,2.75,0,0,2.71,3.79,0,3.18,0,0,0,0,4.04,0,0,2.73,0,0,0,4.39,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,2.98
2012-05-01,0,4.33,2.98,0,0,2.9,0,0,0,0,0,2.71,2.69,2.8,0,0,3.65,0,0,4.1,2.75,0,0,2.71,3.79,0,3.18,0,0,0,0,4.04,0,0,2.73,0,0,0,4.39,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,2.98
2012-06-01,0,4.33,2.98,0,0,2.9,0,0,0,0,0,2.71,2.69,2.8,0,0,3.65,0,0,4.1,2.75,0,0,2.71,3.79,0,3.18,0,0,0,0,4.04,0,0,2.73,0,0,0,4.39,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,2.98
2012-07-01,0,3.34,2.37,0,0,2.86,0,0,2.9,0,0,0,0,0,0,0,2.41,0,0,4.36,3.05,0,0,3.06,4.16,0,3.38,0,0,2.63,0,4.32,0,0,0,0,0,0,3.82,0,0,0,0,2.44,0,0,0,0,3.57,0,0,0,0,0,0,2.61,0,3.06
2012-08-01,0,3.34,2.37,0,0,2.86,0,0,2.9,0,0,0,0,0,0,0,2.41,0,0,4.36,3.05,0,0,3.06,4.16,0,3.38,0,0,2.63,0,4.32,0,0,0,0,0,0,3.82,0,0,0,0,2.44,0,0,0,0,3.57,0,0,0,0,0,0,2.61,0,3.06
2012-09-01,0,3.34,2.37,0,0,2.86,0,0,2.9,0,0,0,0,0,0,0,2.41,0,0,4.36,3.05,0,0,3.06,4.16,0,3.38,0,0,2.63,0,4.32,0,0,0,0,0,0,3.82,0,0,0,0,2.44,0,0,0,0,3.57,0,0,0,0,0,0,2.61,0,3.06
2012-10-01,0,3.26,0,0,0,2.92,0,0,3.21,0,0,2.86,0,0,0,0,2.84,0,0,4.2,2.27,0,0,3.04,4.37,0,3.38,0,0,2.69,0,4.47,0,0,0,0,0,0,4.04,0,0,0,0,2.43,0,0,0,0,3.92,0,0,0,0,0,0,0,0,3.33
2012-11-01,0,3.26,0,0,0,2.92,0,0,3.21,0,0,2.86,0,0,0,0,2.84,0,0,4.2,2.27,0,0,3.04,4.37,0,3.38,0,0,2.69,0,4.47,0,0,0,0,0,0,4.04,0,0,0,0,2.43,0,0,0,0,3.92,0,0,0,0,0,0,0,0,3.33
2012-12-01,0,3.26,0,0,0,2.92,0,0,3.21,0,0,2.86,0,0,0,0,2.84,0,0,4.2,2.27,0,0,3.04,4.37,0,3.38,0,0,2.69,0,4.47,0,0,0,0,0,0,4.04,0,0,0,0,2.43,0,0,0,0,3.92,0,0,0,0,0,0,0,0,3.33
2013-01-01,0,3.47,0,0,0,2.95,0,0,3.15,0,0,2.96,0,0,0,0,0,0,0,3.21,0,0,0,3.17,4.68,0,3.02,0,0,2.87,0,4.2,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.96,0,0,0,3.14,0,0,2.82,0,2.96
2013-02-01,0,3.47,0,0,0,2.95,0,0,3.15,0,0,2.96,0,0,0,0,0,0,0,3.21,0,0,0,3.17,4.68,0,3.02,0,0,2.87,0,4.2,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.96,0,0,0,3.14,0,0,2.82,0,2.96
2013-03-01,0,3.47,0,0,0,2.95,0,0,3.15,0,0,2.96,0,0,0,0,0,0,0,3.21,0,0,0,3.17,4.68,0,3.02,0,0,2.87,0,4.2,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,3.96,0,0,0,3.14,0,0,2.82,0,2.96
2013-04-01,0,3.62,0,0,0,0,0,0,2.49,0,0,2.89,0,0,0,0,0,0,0,3.55,0,0,0,2.99,4.57,3.06,2.58,0,0,2.54,0,4.42,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,2.52,0,3.39,0,0,0,3.46,0,0,4.1,0,2.75
2013-05-01,0,3.62,0,0,0,0,0,0,2.49,0,0,2.89,0,0,0,0,0,0,0,3.55,0,0,0,2.99,4.57,3.06,2.58,0,0,2.54,0,4.42,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,2.52,0,3.39,0,0,0,3.46,0,0,4.1,0,2.75
2013-06-01,0,3.62,0,0,0,0,0,0,2.49,0,0,2.89,0,0,0,0,0,0,0,3.55,0,0,0,2.99,4.57,3.06,2.58,0,0,2.54,0,4.42,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,2.52,0,3.39,0,0,0,3.46,0,0,4.1,0,2.75
2013-07-01,0,3.5,0,0,0,2.93,0,0,0,0,0,2.85,0,0,0,0,0,0,0,4.21,0,0,0,2.95,3.83,3.46,3.17,0,0,0,0,4.2,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,2.68,0,3.1,0,0,0,3.56,0,0,4.06,0,2.74
2013-08-01,0,3.5,0,0,0,2.93,0,0,0,0,0,2.85,0,0,0,0,0,0,0,4.21,0,0,0,2.95,3.83,3.46,3.17,0,0,0,0,4.2,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,2.68,0,3.1,0,0,0,3.56,0,0,4.06,0,2.74
2013-09-01,0,3.5,0,0,0,2.93,0,0,0,0,0,2.85,0,0,0,0,0,0,0,4.21,0,0,0,2.95,3.83,3.46,3.17,0,0,0,0,4.2,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,2.68,0,3.1,0,0,0,3.56,0,0,4.06,0,2.74
2013-10-01,0,3.41,0,0,0,3.03,0,0,0,0,0,2.98,0,0,0,0,0,0,0,4.4,0,0,0,3.57,3.57,3.44,3.67,2.74,0,0,0,4.78,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,3.39,2.59,0,0,2.67,0,0,3.98,0,2.8
2013-11-01,0,3.41,0,0,0,3.03,0,0,0,0,0,2.98,0,0,0,0,0,0,0,4.4,0,0,0,3.57,3.57,3.44,3.67,2.74,0,0,0,4.78,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,3.39,2.59,0,0,2.67,0,0,3.98,0,2.8
2013-12-01,0,3.41,0,0,0,3.03,0,0,0,0,0,2.98,0,0,0,0,0,0,0,4.4,0,0,0,3.57,3.57,3.44,3.67,2.74,0,0,0,4.78,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,3.39,2.59,0,0,2.67,0,0,3.98,0,2.8
