"Date","AAPL","ABM","ABT","ADBE","ADSK","AIG","AIN","AIZ","AJG","ALEX","AMD","AMTD","APA","AT","ATR","AVA","AVP","BAX","BBY","BDK","BEC","BEN","BG","BKC","BOH","BOKF","BR","BUD","C","CACI","CBT","CCL","CFG","CLH","CMP","COST","COV","CRI","CRL","CSCO","CSL","CTAS","CTXS","CVA","CVBF","CVS","CVX","CW","DBD","DENN","DEO","DKS","DYN","EA","EAT","EBAY","EFX","ENS","EOG","FELE","FEYE","FII","FLIR","FLO","FLS","FST","FTNT","GFI","GIL","GPK","GWR","GWW","HAE","HBI","HE","HEES","HOLX","HUM","HURN","ICLR","IFF","INTC","IPXL","IRDM","JPM","KBR","KMB","KMI","KSS","KW","LAZ","LECO","LII","LIZ","LKQ","LOGM","LVS","MASI","MAT","MATX","MDLZ","MDU","MLNX","MON","MSA","MSFT","MU","MVL","NEM","NKTR","NLC","NLY","NOK","NOMD","NSC","NTR","NUAN","NVDA","NWL","OI","ORI","OXY","PENN","PFE","PHG","PII","PLCE","POWI","PTV","QCOM","RAMP","RBA","RBC","RF","RIG","RYN","SCHN","SCS","SEE","SEIC","SERV","SHW","SKX","SMG","STE","STT","SUM","SWK","SYF","SYNA","SYY","TAP","TERP","THS","TOT","TRMB","TRV","UMPQ","UNP","USB","UVV","VICI","VRNT","VRSN","VZ","WDC","WFC","WLTW","WM","WWW","XYL","YUM","ZBRA"
2007-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,3.26,0,0,3.19,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,1.94,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.76,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,2.07,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,1.96,0,0,0,0,0
2007-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93,3.26,0,0,3.19,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,1.94,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,2.76,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,2.07,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,0,1.96,0,0,0,0,0
2007-10-01,0,0,2.14,0,0,0,2.07,0,0,0,0,0,0,0,0,0,3.37,2.76,0,0,3.29,0,0,0,0,0,0,3.02,0,2.16,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,3.1,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0
2007-11-01,0,0,2.14,0,0,0,2.07,0,0,0,0,0,0,0,0,0,3.37,2.76,0,0,3.29,0,0,0,0,0,0,3.02,0,2.16,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,3.1,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0
2007-12-01,0,0,2.14,0,0,0,2.07,0,0,0,0,0,0,0,0,0,3.37,2.76,0,0,3.29,0,0,0,0,0,0,3.02,0,2.16,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,3.1,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0
2008-01-01,0,0,2.7,0,0,0,2.46,0,0,0,0,0,0,0,0,0,2.93,0,0,0,2.95,0,0,0,0,0,0,3.27,0,3.12,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.61,0,0,0,0,0,0,2.87,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0
2008-02-01,0,0,2.7,0,0,0,2.46,0,0,0,0,0,0,0,0,0,2.93,0,0,0,2.95,0,0,0,0,0,0,3.27,0,3.12,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.61,0,0,0,0,0,0,2.87,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0
2008-03-01,0,0,2.7,0,0,0,2.46,0,0,0,0,0,0,0,0,0,2.93,0,0,0,2.95,0,0,0,0,0,0,3.27,0,3.12,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.61,0,0,0,0,0,0,2.87,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0
2008-04-01,0,0,2.91,0,0,0,2.2,0,0,0,0,0,0,0,0,0,2.71,0,0,0,2.83,0,0,0,0,0,0,2,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,2.75,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,2.25,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,2.38,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,2.59,0,0,0,0,0
2008-05-01,0,0,2.91,0,0,0,2.2,0,0,0,0,0,0,0,0,0,2.71,0,0,0,2.83,0,0,0,0,0,0,2,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,2.75,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,2.25,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,2.38,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,2.59,0,0,0,0,0
2008-06-01,0,0,2.91,0,0,0,2.2,0,0,0,0,0,0,0,0,0,2.71,0,0,0,2.83,0,0,0,0,0,0,2,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,2.75,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,2.25,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,2.38,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,2.59,0,0,0,0,0
2008-07-01,0,0,3.27,0,0,0,2.35,0,0,0,0,0,0,0,0,0,2.78,0,0,0,2.83,0,0,0,0,0,0,0,0,3.19,2.75,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,2.61,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,3.26,0,0,0,0,0
2008-08-01,0,0,3.27,0,0,0,2.35,0,0,0,0,0,0,0,0,0,2.78,0,0,0,2.83,0,0,0,0,0,0,0,0,3.19,2.75,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,2.61,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,3.26,0,0,0,0,0
2008-09-01,0,0,3.27,0,0,0,2.35,0,0,0,0,0,0,0,0,0,2.78,0,0,0,2.83,0,0,0,0,0,0,0,0,3.19,2.75,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,2.61,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,3.26,0,0,0,0,0
2008-10-01,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.4,0,0,0,2.5,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,3.56,0,0,0,0,0,0,3.02,0,0,0,2.4,0,3.91,0,0,0,0,0,0,0,0,0,0,3.14,0,3.12,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3.33,0,0,0,0,0
2008-11-01,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.4,0,0,0,2.5,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,3.56,0,0,0,0,0,0,3.02,0,0,0,2.4,0,3.91,0,0,0,0,0,0,0,0,0,0,3.14,0,3.12,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3.33,0,0,0,0,0
2008-12-01,0,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.4,0,0,0,2.5,0,0,0,0,0,0,0,0,3.51,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,3.56,0,0,0,0,0,0,3.02,0,0,0,2.4,0,3.91,0,0,0,0,0,0,0,0,0,0,3.14,0,3.12,0,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3.33,0,0,0,0,0
2009-01-01,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,2.27,2.15,3.19,0,2.25,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,2.18,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,2.7,0,0,3.55,2.17,0,0,0,0
2009-02-01,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,2.27,2.15,3.19,0,2.25,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,2.18,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,2.7,0,0,3.55,2.17,0,0,0,0
2009-03-01,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,2.27,2.15,3.19,0,2.25,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,2.13,0,0,0,0,0,0,2.13,0,0,0,2.18,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,2.7,0,0,3.55,2.17,0,0,0,0
2009-04-01,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,2.18,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,2.16,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,2.6,0,2.16,2.17,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,3.54,2.42,0,0,0,2.51
2009-05-01,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,2.18,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,2.16,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,2.6,0,2.16,2.17,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,3.54,2.42,0,0,0,2.51
