"Date","AAP","ADS","AN","ARES","AWI","BAC","BRK","CHEF","CHRW","CHTR","CMPR","CPRT","CVET","DNOW","DSWL","FFH","FL","FWONK","GLIBA","GRUB","HBI","HEI","IBKR","IBM","INWK","JEF","LB","LBTYK","LTRPA","MCO","MNRO","MSM","RAVN","RBA","RCII","RUE","SAM","SAVE","SD","SNE","SPB","ST","TAP","TRIP","VMI","WFC","XPO","XRAY","Y"
2017-05-01,0,0,10.12,0,0.21,3.43,19.37,0,0,0,22.65,0.92,0,4.88,0,0,0,0,0,0,0.19,0.3,8.08,0,0,10.9,0,0,0,0,4.84,4.52,0,0,3.65,0,0.72,0,0,0,0,1.28,0.43,0.55,0,2.76,0,0,0
2017-06-01,0,0,10.12,0,0.21,3.43,19.37,0,0,0,22.65,0.92,0,4.88,0,0,0,0,0,0,0.19,0.3,8.08,0,0,10.9,0,0,0,0,4.84,4.52,0,0,3.65,0,0.72,0,0,0,0,1.28,0.43,0.55,0,2.76,0,0,0
2017-07-01,0.32,2.94,9.07,0,0.2,3.12,18.33,0,0,0,20.21,0.87,0,0,0,0,1.89,0,0,0,0,0.32,8.54,0,0,9.23,0,0,0,0,8.73,2.87,0,0,3.53,0,0,4.3,0,0,0,0,1.73,2.29,0,1.24,0,0,0
2017-08-01,0.32,2.94,9.07,0,0.2,3.12,18.33,0,0,0,20.21,0.87,0,0,0,0,1.89,0,0,0,0,0.32,8.54,0,0,9.23,0,0,0,0,8.73,2.87,0,0,3.53,0,0,4.3,0,0,0,0,1.73,2.29,0,1.24,0,0,0
2017-09-01,0.32,2.94,9.07,0,0.2,3.12,18.33,0,0,0,20.21,0.87,0,0,0,0,1.89,0,0,0,0,0.32,8.54,0,0,9.23,0,0,0,0,8.73,2.87,0,0,3.53,0,0,4.3,0,0,0,0,1.73,2.29,0,1.24,0,0,0
2017-10-01,4.71,3.99,8.58,0,0.22,1.53,18.44,0,0,0,19.43,1.02,0,0,0,0,0,0,0,0,0,0.32,10.41,0,0,8.99,0,0,0,0,8.38,3.14,0.09,0,4.27,0,0,4.13,0,0,0,0,0,0.97,0,1.26,0,0.07,0
2017-11-01,4.71,3.99,8.58,0,0.22,1.53,18.44,0,0,0,19.43,1.02,0,0,0,0,0,0,0,0,0,0.32,10.41,0,0,8.99,0,0,0,0,8.38,3.14,0.09,0,4.27,0,0,4.13,0,0,0,0,0,0.97,0,1.26,0,0.07,0
2017-12-01,4.71,3.99,8.58,0,0.22,1.53,18.44,0,0,0,19.43,1.02,0,0,0,0,0,0,0,0,0,0.32,10.41,0,0,8.99,0,0,0,0,8.38,3.14,0.09,0,4.27,0,0,4.13,0,0,0,0,0,0.97,0,1.26,0,0.07,0
2018-01-01,5.77,14.25,6.72,0,0.18,1.35,16.13,0,0,0,18.97,1.03,0,0,0.03,0,0,0,0,0,0,0.3,9.68,0,0,6.43,0,0,0,0,6.98,2.31,0.08,0,2.91,0,0,3.03,0,0,0,0,3.75,0,0,0,0,0.05,0
2018-02-01,5.77,14.25,6.72,0,0.18,1.35,16.13,0,0,0,18.97,1.03,0,0,0.03,0,0,0,0,0,0,0.3,9.68,0,0,6.43,0,0,0,0,6.98,2.31,0.08,0,2.91,0,0,3.03,0,0,0,0,3.75,0,0,0,0,0.05,0
2018-03-01,5.77,14.25,6.72,0,0.18,1.35,16.13,0,0,0,18.97,1.03,0,0,0.03,0,0,0,0,0,0,0.3,9.68,0,0,6.43,0,0,0,0,6.98,2.31,0.08,0,2.91,0,0,3.03,0,0,0,0,3.75,0,0,0,0,0.05,0
2018-04-01,5.09,18.33,7.05,0,0.2,1.19,15.18,0,0,0,17.09,1.12,0,0,0.03,0,0,0,0,0,0,0.31,8.41,0,0,6.35,0,0,0,0,7.48,1.48,0.09,0,0.05,0,0,2.9,0,0,0,0,7.59,0,0,0,0,0.04,0
2018-05-01,5.09,18.33,7.05,0,0.2,1.19,15.18,0,0,0,17.09,1.12,0,0,0.03,0,0,0,0,0,0,0.31,8.41,0,0,6.35,0,0,0,0,7.48,1.48,0.09,0,0.05,0,0,2.9,0,0,0,0,7.59,0,0,0,0,0.04,0
2018-06-01,5.09,18.33,7.05,0,0.2,1.19,15.18,0,0,0,17.09,1.12,0,0,0.03,0,0,0,0,0,0,0.31,8.41,0,0,6.35,0,0,0,0,7.48,1.48,0.09,0,0.05,0,0,2.9,0,0,0,0,7.59,0,0,0,0,0.04,0
2018-07-01,0,18.86,5.68,0,0,0.6,20.04,0,0,2.46,15.18,0,0,0,0.03,0,0,0,0.78,0,0,0.36,6.82,0,0,5.75,3.78,0.02,0,0,8.46,0,0.1,0,0,0,0,3.51,0,0,0,0,7.53,0,0,0,0,0.03,0
2018-08-01,0,18.86,5.68,0,0,0.6,20.04,0,0,2.46,15.18,0,0,0,0.03,0,0,0,0.78,0,0,0.36,6.82,0,0,5.75,3.78,0.02,0,0,8.46,0,0.1,0,0,0,0,3.51,0,0,0,0,7.53,0,0,0,0,0.03,0
2018-09-01,0,18.86,5.68,0,0,0.6,20.04,0,0,2.46,15.18,0,0,0,0.03,0,0,0,0.78,0,0,0.36,6.82,0,0,5.75,3.78,0.02,0,0,8.46,0,0.1,0,0,0,0,3.51,0,0,0,0,7.53,0,0,0,0,0.03,0
2018-10-01,0,17.67,9.02,0,0,0.54,20.56,0,0,0.34,12.95,0,0,0,0.01,0,0,0,0.69,0,0,0,5.81,0,0,5.44,0.88,0,0,0,9.02,0,0,0,0,0,0,2.28,0,0,10.29,0,4.49,0,0,0,0,0,0
2018-11-01,0,17.67,9.02,0,0,0.54,20.56,0,0,0.34,12.95,0,0,0,0.01,0,0,0,0.69,0,0,0,5.81,0,0,5.44,0.88,0,0,0,9.02,0,0,0,0,0,0,2.28,0,0,10.29,0,4.49,0,0,0,0,0,0
2018-12-01,0,17.67,9.02,0,0,0.54,20.56,0,0,0.34,12.95,0,0,0,0.01,0,0,0,0.69,0,0,0,5.81,0,0,5.44,0.88,0,0,0,9.02,0,0,0,0,0,0,2.28,0,0,10.29,0,4.49,0,0,0,0,0,0
2019-01-01,0,13.95,8.64,0,0,0.54,27.2,0,0,0.02,11.84,0,0,0,0,0,0,0,0.84,0,0,0,4.94,0,0,5.49,0,0,0,0,10.1,0,0,0,0,0,0,1.85,0,0,12.16,0,2.43,0,0,0,0,0,0
2019-02-01,0,13.95,8.64,0,0,0.54,27.2,0,0,0.02,11.84,0,0,0,0,0,0,0,0.84,0,0,0,4.94,0,0,5.49,0,0,0,0,10.1,0,0,0,0,0,0,1.85,0,0,12.16,0,2.43,0,0,0,0,0,0
2019-03-01,0,13.95,8.64,0,0,0.54,27.2,0,0,0.02,11.84,0,0,0,0,0,0,0,0.84,0,0,0,4.94,0,0,5.49,0,0,0,0,10.1,0,0,0,0,0,0,1.85,0,0,12.16,0,2.43,0,0,0,0,0,0
2019-04-01,0,13.28,9.63,0,0,0.53,29.93,0,0,0.02,13.25,0,0,0,0,0,0,0,0.87,0,0,0,4.89,0,0,5.31,0,0,0,0,9.49,0,0,0,0,0,0,1.58,0,0,11.22,0,0,0,0,0,0,0,0
2019-05-01,0,13.28,9.63,0,0,0.53,29.93,0,0,0.02,13.25,0,0,0,0,0,0,0,0.87,0,0,0,4.89,0,0,5.31,0,0,0,0,9.49,0,0,0,0,0,0,1.58,0,0,11.22,0,0,0,0,0,0,0,0
2019-06-01,0,13.28,9.63,0,0,0.53,29.93,0,0,0.02,13.25,0,0,0,0,0,0,0,0.87,0,0,0,4.89,0,0,5.31,0,0,0,0,9.49,0,0,0,0,0,0,1.58,0,0,11.22,0,0,0,0,0,0,0,0
2019-07-01,0,9.03,10.14,0,0,0.5,32.46,0,0,0.02,17.98,0,0,0,0,0,0,0,0.81,0.02,0,0,4.28,0,0,4.71,0,0,0,0,8.19,0,0,0,0,0,0,1.11,0,0,10.75,0,0,0,0,0,0,0,0
2019-08-01,0,9.03,10.14,0,0,0.5,32.46,0,0,0.02,17.98,0,0,0,0,0,0,0,0.81,0.02,0,0,4.28,0,0,4.71,0,0,0,0,8.19,0,0,0,0,0,0,1.11,0,0,10.75,0,0,0,0,0,0,0,0
2019-09-01,0,9.03,10.14,0,0,0.5,32.46,0,0,0.02,17.98,0,0,0,0,0,0,0,0.81,0.02,0,0,4.28,0,0,4.71,0,0,0,0,8.19,0,0,0,0,0,0,1.11,0,0,10.75,0,0,0,0,0,0,0,0
2019-10-01,0,9.52,8.89,0,0,0.6,31.1,0,0,0,17.05,0,1.15,0,0,0,0,0,0.92,0.01,0,0,3.72,0,0,5.8,0,0,0,0,8.12,0,0,0,0,0,0,1.24,0,0,11.88,0,0,0,0,0,0,0,0
2019-11-01,0,9.52,8.89,0,0,0.6,31.1,0,0,0,17.05,0,1.15,0,0,0,0,0,0.92,0.01,0,0,3.72,0,0,5.8,0,0,0,0,8.12,0,0,0,0,0,0,1.24,0,0,11.88,0,0,0,0,0,0,0,0
2019-12-01,0,9.52,8.89,0,0,0.6,31.1,0,0,0,17.05,0,1.15,0,0,0,0,0,0.92,0.01,0,0,3.72,0,0,5.8,0,0,0,0,8.12,0,0,0,0,0,0,1.24,0,0,11.88,0,0,0,0,0,0,0,0
