"Date","ACN","ADI","AGN","AIG","AMZN","ANTM","AON","APA","AXP","AZO","BHC","BKNG","BRK","BUD","CFC","CMCSA","COP","COV","CRM","CSGP","CVS","DELL","DEO","DHR","DIS","DISCA","DISCK","DLTR","EBAY","ENDP","EOG","ESRX","EXPE","FB","FNMA","FOX","FOXA","FWONA","FWONK","GHC","GOOG","GOOGL","HPQ","IAC","JPM","KMX","LBRDK","LBTYK","LH","LMT","LOW","LSXMK","MA","MLM","MON","MSFT","MSI","NWSA","OMC","ORCL","PCP","PX","PXD","QRTEA","RRC","RWT","SCHW","SWN","TDG","TDS","TGT","TMO","TXN","UNH","UPS","V","VMC","WFC","WMT"
2008-02-01,0,0,0,5.07,0,3.52,0,0,4.42,0,0,0,11.9,0,0,4.33,0,2.44,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,3.85,0,0,0,0,0,0,0,3.96,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,5.31,0,0,0,3.96,0,0,0,3.29,0,0,0,2.32,0
2008-03-01,0,0,0,5.07,0,3.52,0,0,4.42,0,0,0,11.9,0,0,4.33,0,2.44,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,0,3.85,0,0,0,0,0,0,0,3.96,0,0,2.67,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,5.31,0,0,0,3.96,0,0,0,3.29,0,0,0,2.32,0
2008-04-01,0,0,0,2.91,0,4.97,0,0,4,0,0,0,12.04,0,0,3.75,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,2.54,0,0,0,4.42,0,0,2.51,0,0,0,0,2.47,0,0,0,0,0,0,0,4.86,0,3.94,0,0,0,5.55,0,0,0,3,2.43,0,0,0,0
2008-05-01,0,0,0,2.91,0,4.97,0,0,4,0,0,0,12.04,0,0,3.75,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,2.54,0,0,0,4.42,0,0,2.51,0,0,0,0,2.47,0,0,0,0,0,0,0,4.86,0,3.94,0,0,0,5.55,0,0,0,3,2.43,0,0,0,0
2008-06-01,0,0,0,2.91,0,4.97,0,0,4,0,0,0,12.04,0,0,3.75,0,0,0,0,0,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,2.54,0,0,0,4.42,0,0,2.51,0,0,0,0,2.47,0,0,0,0,0,0,0,4.86,0,3.94,0,0,0,5.55,0,0,0,3,2.43,0,0,0,0
2008-07-01,0,0,0,0,0,5.38,0,0,4.46,0,0,0,15.65,0,0,3.75,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,4.6,0,0,0,0,0,0,0,4.88,0,0,2.67,0,0,0,0,2.84,0,0,0,0,0,0,0,5.05,0,4.35,0,0,0,5.36,0,0,0,3.44,2.95,0,0,2.93,0
2008-08-01,0,0,0,0,0,5.38,0,0,4.46,0,0,0,15.65,0,0,3.75,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,4.6,0,0,0,0,0,0,0,4.88,0,0,2.67,0,0,0,0,2.84,0,0,0,0,0,0,0,5.05,0,4.35,0,0,0,5.36,0,0,0,3.44,2.95,0,0,2.93,0
2008-09-01,0,0,0,0,0,5.38,0,0,4.46,0,0,0,15.65,0,0,3.75,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,4.6,0,0,0,0,0,0,0,4.88,0,0,2.67,0,0,0,0,2.84,0,0,0,0,0,0,0,5.05,0,4.35,0,0,0,5.36,0,0,0,3.44,2.95,0,0,2.93,0
2008-10-01,0,0,0,0,0,6.78,0,0,3.33,0,0,0,15.51,0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,3.76,0,0,3.46,0,0,2.4,0,3.61,0,0,0,0,0,0,0,0,0,4.72,0,0,0,5.98,0,0,0,4.35,4.1,0,2.39,2.38,2.78
2008-11-01,0,0,0,0,0,6.78,0,0,3.33,0,0,0,15.51,0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,3.76,0,0,3.46,0,0,2.4,0,3.61,0,0,0,0,0,0,0,0,0,4.72,0,0,0,5.98,0,0,0,4.35,4.1,0,2.39,2.38,2.78
2008-12-01,0,0,0,0,0,6.78,0,0,3.33,0,0,0,15.51,0,0,0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,0,0,0,0,0,0,0,3.76,0,0,3.46,0,0,2.4,0,3.61,0,0,0,0,0,0,0,0,0,4.72,0,0,0,5.98,0,0,0,4.35,4.1,0,2.39,2.38,2.78
2009-01-01,0,0,0,0,0,5.93,0,0,3,0,0,0,15.43,0,0,0,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,3.25,0,0,0,0,0,0,0,4.28,0,0,3.32,0,0,2.4,0,4.18,0,0,0,0,0,0,0,1.98,0,7.33,0,0,0,5.02,0,0,0,3.49,3.92,0,1.86,0,0
2009-02-01,0,0,0,0,0,5.93,0,0,3,0,0,0,15.43,0,0,0,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,3.25,0,0,0,0,0,0,0,4.28,0,0,3.32,0,0,2.4,0,4.18,0,0,0,0,0,0,0,1.98,0,7.33,0,0,0,5.02,0,0,0,3.49,3.92,0,1.86,0,0
2009-03-01,0,0,0,0,0,5.93,0,0,3,0,0,0,15.43,0,0,0,0,0,0,0,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,3.25,0,0,0,0,0,0,0,4.28,0,0,3.32,0,0,2.4,0,4.18,0,0,0,0,0,0,0,1.98,0,7.33,0,0,0,5.02,0,0,0,3.49,3.92,0,1.86,0,0
2009-04-01,0,0,0,0,0,5.56,0,0,4.29,0,0,0,13.57,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,2.89,0,0,0,0,0,0,0,4.37,0,0,2.12,0,0,2.15,0,4.87,0,0,0,0,0,0,0,3.08,0,5.51,0,0,0,4.86,0,0,0,2.87,3.58,0,0,2.16,0
2009-05-01,0,0,0,0,0,5.56,0,0,4.29,0,0,0,13.57,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,2.89,0,0,0,0,0,0,0,4.37,0,0,2.12,0,0,2.15,0,4.87,0,0,0,0,0,0,0,3.08,0,5.51,0,0,0,4.86,0,0,0,2.87,3.58,0,0,2.16,0
2009-06-01,0,0,0,0,0,5.56,0,0,4.29,0,0,0,13.57,0,0,0,0,0,0,0,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,2.89,0,0,0,0,0,0,0,4.37,0,0,2.12,0,0,2.15,0,4.87,0,0,0,0,0,0,0,3.08,0,5.51,0,0,0,4.86,0,0,0,2.87,3.58,0,0,2.16,0
2009-07-01,0,0,0,0,0,2.76,0,0,0,0,0,0,14.74,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,2.98,0,0,0,0,0,0,0,5.32,0,0,2.17,0,0,2.38,0,5.02,0,1.97,0,0,0,0,0,5.1,0,5.31,0,0,0,4.87,0,0,0,0,3.83,0,1.94,2.15,0
2009-08-01,0,0,0,0,0,2.76,0,0,0,0,0,0,14.74,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,2.98,0,0,0,0,0,0,0,5.32,0,0,2.17,0,0,2.38,0,5.02,0,1.97,0,0,0,0,0,5.1,0,5.31,0,0,0,4.87,0,0,0,0,3.83,0,1.94,2.15,0
2009-09-01,0,0,0,0,0,2.76,0,0,0,0,0,0,14.74,0,0,0,0,0,0,0,0,5.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65,0,2.98,0,0,0,0,0,0,0,5.32,0,0,2.17,0,0,2.38,0,5.02,0,1.97,0,0,0,0,0,5.1,0,5.31,0,0,0,4.87,0,0,0,0,3.83,0,1.94,2.15,0
2009-10-01,0,0,0,0,0,0,0,0,0,0,0,0,14.73,0,0,0,1.91,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,1.91,0,0,0,0,0,0,0,5.51,0,0,1.91,0,0,3.34,0,5.8,0,0,0,0,0,0,0,5.15,0,5.21,0,0,0,4.62,0,0,0,0,4.09,0,2.72,0,2.18
2009-11-01,0,0,0,0,0,0,0,0,0,0,0,0,14.73,0,0,0,1.91,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,1.91,0,0,0,0,0,0,0,5.51,0,0,1.91,0,0,3.34,0,5.8,0,0,0,0,0,0,0,5.15,0,5.21,0,0,0,4.62,0,0,0,0,4.09,0,2.72,0,2.18
2009-12-01,0,0,0,0,0,0,0,0,0,0,0,0,14.73,0,0,0,1.91,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,1.91,0,0,0,0,0,0,0,5.51,0,0,1.91,0,0,3.34,0,5.8,0,0,0,0,0,0,0,5.15,0,5.21,0,0,0,4.62,0,0,0,0,4.09,0,2.72,0,2.18
2010-01-01,1.9,0,0,0,0,3.33,0,0,0,1.79,0,0,11.87,0,0,0,2.65,0,0,0,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,6.57,0,0,0,0,0,3.02,0,5.3,0,0,0,0,0,0,0,6.53,0,5.28,0,0,0,3.18,0,0,0,0,4.37,0,2.57,0,2.16
2010-02-01,1.9,0,0,0,0,3.33,0,0,0,1.79,0,0,11.87,0,0,0,2.65,0,0,0,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,6.57,0,0,0,0,0,3.02,0,5.3,0,0,0,0,0,0,0,6.53,0,5.28,0,0,0,3.18,0,0,0,0,4.37,0,2.57,0,2.16
2010-03-01,1.9,0,0,0,0,3.33,0,0,0,1.79,0,0,11.87,0,0,0,2.65,0,0,0,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,6.57,0,0,0,0,0,3.02,0,5.3,0,0,0,0,0,0,0,6.53,0,5.28,0,0,0,3.18,0,0,0,0,4.37,0,2.57,0,2.16
2010-04-01,4.48,0,0,0,0,0,3.54,0,0,0,0,0,6.52,0,0,0,4.68,0,0,0,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,5.88,0,0,0,0,0,3.24,2.83,5.64,0,0,0,0,0,0,0,5.08,0,4.75,0,0,0,2.39,0,0,0,0,4.26,0,2.51,0,3.27
2010-05-01,4.48,0,0,0,0,0,3.54,0,0,0,0,0,6.52,0,0,0,4.68,0,0,0,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,5.88,0,0,0,0,0,3.24,2.83,5.64,0,0,0,0,0,0,0,5.08,0,4.75,0,0,0,2.39,0,0,0,0,4.26,0,2.51,0,3.27
2010-06-01,4.48,0,0,0,0,0,3.54,0,0,0,0,0,6.52,0,0,0,4.68,0,0,0,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,0,0,0,0,0,5.88,0,0,0,0,0,3.24,2.83,5.64,0,0,0,0,0,0,0,5.08,0,4.75,0,0,0,2.39,0,0,0,0,4.26,0,2.51,0,3.27
2010-07-01,4.73,0,0,0,0,0,3.87,0,0,0,0,0,5.62,0,0,0,4.97,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,4.73,0,0,0,0,0,3.09,2.67,5.45,0,0,2.81,0,0,0,0,6.02,0,4.22,0,0,0,0,0,0,5.29,0,4.54,0,0,0,3.31
2010-08-01,4.73,0,0,0,0,0,3.87,0,0,0,0,0,5.62,0,0,0,4.97,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,4.73,0,0,0,0,0,3.09,2.67,5.45,0,0,2.81,0,0,0,0,6.02,0,4.22,0,0,0,0,0,0,5.29,0,4.54,0,0,0,3.31
2010-09-01,4.73,0,0,0,0,0,3.87,0,0,0,0,0,5.62,0,0,0,4.97,0,0,0,0,5.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,4.73,0,0,0,0,0,3.09,2.67,5.45,0,0,2.81,0,0,0,0,6.02,0,4.22,0,0,0,0,0,0,5.29,0,4.54,0,0,0,3.31
2010-10-01,4.83,0,0,0,0,0,5.72,0,0,0,0,0,5.48,0,0,0,5.93,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,3.65,0,2.39,0,0,0,3.44,3.68,6.25,0,0,3.28,0,0,0,0,5.61,0,3.34,0,0,0,0,0,0,5.94,0,4.79,0,0,0,3.35
2010-11-01,4.83,0,0,0,0,0,5.72,0,0,0,0,0,5.48,0,0,0,5.93,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,3.65,0,2.39,0,0,0,3.44,3.68,6.25,0,0,3.28,0,0,0,0,5.61,0,3.34,0,0,0,0,0,0,5.94,0,4.79,0,0,0,3.35
2010-12-01,4.83,0,0,0,0,0,5.72,0,0,0,0,0,5.48,0,0,0,5.93,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,0,0,0,0,0,3.65,0,2.39,0,0,0,3.44,3.68,6.25,0,0,3.28,0,0,0,0,5.61,0,3.34,0,0,0,0,0,0,5.94,0,4.79,0,0,0,3.35
2011-01-01,4.69,0,0,0,0,0,5.97,0,0,0,0,0,4.84,0,0,0,4.86,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,4.14,0,2.2,0,0,0,3.28,0,5.56,0,0,3.44,0,0,0,0,5.57,0,2.92,0,0,0,0,0,0,5.05,0,4.8,0,2.22,0,3.17
2011-02-01,4.69,0,0,0,0,0,5.97,0,0,0,0,0,4.84,0,0,0,4.86,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,4.14,0,2.2,0,0,0,3.28,0,5.56,0,0,3.44,0,0,0,0,5.57,0,2.92,0,0,0,0,0,0,5.05,0,4.8,0,2.22,0,3.17
2011-03-01,4.69,0,0,0,0,0,5.97,0,0,0,0,0,4.84,0,0,0,4.86,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14,0,0,0,0,0,4.14,0,2.2,0,0,0,3.28,0,5.56,0,0,3.44,0,0,0,0,5.57,0,2.92,0,0,0,0,0,0,5.05,0,4.8,0,2.22,0,3.17
2011-04-01,0,0,0,0,0,0,6.03,0,0,0,0,0,4.91,2.39,0,0,4.77,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,4.61,0,2.31,0,0,0,3.05,2.21,5.94,0,0,3.52,0,0,0,0,5.64,0,0,0,0,0,0,3.28,0,5,0,4.91,0,0,5.13,3.37
2011-05-01,0,0,0,0,0,0,6.03,0,0,0,0,0,4.91,2.39,0,0,4.77,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,4.61,0,2.31,0,0,0,3.05,2.21,5.94,0,0,3.52,0,0,0,0,5.64,0,0,0,0,0,0,3.28,0,5,0,4.91,0,0,5.13,3.37
2011-06-01,0,0,0,0,0,0,6.03,0,0,0,0,0,4.91,2.39,0,0,4.77,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,4.61,0,2.31,0,0,0,3.05,2.21,5.94,0,0,3.52,0,0,0,0,5.64,0,0,0,0,0,0,3.28,0,5,0,4.91,0,0,5.13,3.37
2011-07-01,0,0,0,0,0,0,5.56,0,0,0,2.66,0,5.34,3.04,0,0,4.53,0,0,0,3.01,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,3.97,0,0,0,0,0,3.62,0,5.88,0,0,3.03,0,0,0,0,3.81,0,0,0,0,0,0,4.04,0,4.96,0,4.52,0,0,4.97,3.35
2011-08-01,0,0,0,0,0,0,5.56,0,0,0,2.66,0,5.34,3.04,0,0,4.53,0,0,0,3.01,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,3.97,0,0,0,0,0,3.62,0,5.88,0,0,3.03,0,0,0,0,3.81,0,0,0,0,0,0,4.04,0,4.96,0,4.52,0,0,4.97,3.35
2011-09-01,0,0,0,0,0,0,5.56,0,0,0,2.66,0,5.34,3.04,0,0,4.53,0,0,0,3.01,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,0,0,3.97,0,0,0,0,0,3.62,0,5.88,0,0,3.03,0,0,0,0,3.81,0,0,0,0,0,0,4.04,0,4.96,0,4.52,0,0,4.97,3.35
2011-10-01,0,0,0,0,0,0,5.19,0,0,0,4.3,0,5.28,3.28,0,0,0,0,0,0,3.42,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,3.46,0,0,0,0,4.12,0,0,0,0,0,3.65,0,5.32,0,0,3.44,0,0,0,0,3.92,0,0,0,0,0,0,3.44,0,4.4,0,4.43,0,0,5.33,2.89
2011-11-01,0,0,0,0,0,0,5.19,0,0,0,4.3,0,5.28,3.28,0,0,0,0,0,0,3.42,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,3.46,0,0,0,0,4.12,0,0,0,0,0,3.65,0,5.32,0,0,3.44,0,0,0,0,3.92,0,0,0,0,0,0,3.44,0,4.4,0,4.43,0,0,5.33,2.89
2011-12-01,0,0,0,0,0,0,5.19,0,0,0,4.3,0,5.28,3.28,0,0,0,0,0,0,3.42,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64,3.46,0,0,0,0,4.12,0,0,0,0,0,3.65,0,5.32,0,0,3.44,0,0,0,0,3.92,0,0,0,0,0,0,3.44,0,4.4,0,4.43,0,0,5.33,2.89
2012-01-01,0,0,0,0,0,0,5.21,0,0,0,5.03,0,5.98,3.63,0,0,0,0,0,0,3.24,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4.02,0,0,0,0,3.59,0,0,0,0,0,3.85,0,3.62,0,0,3.64,0,0,0,0,3.81,0,0,0,2.58,0,0,3.85,0,4.41,0,4.06,0,0,5.43,0
2012-02-01,0,0,0,0,0,0,5.21,0,0,0,5.03,0,5.98,3.63,0,0,0,0,0,0,3.24,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4.02,0,0,0,0,3.59,0,0,0,0,0,3.85,0,3.62,0,0,3.64,0,0,0,0,3.81,0,0,0,2.58,0,0,3.85,0,4.41,0,4.06,0,0,5.43,0
2012-03-01,0,0,0,0,0,0,5.21,0,0,0,5.03,0,5.98,3.63,0,0,0,0,0,0,3.24,3.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,4.02,0,0,0,0,3.59,0,0,0,0,0,3.85,0,3.62,0,0,3.64,0,0,0,0,3.81,0,0,0,2.58,0,0,3.85,0,4.41,0,4.06,0,0,5.43,0
2012-04-01,0,0,0,0,0,0,5.51,0,0,0,5.28,0,6.82,0,0,0,0,0,0,0,3.76,3.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,3.76,0,0,0,0,3.97,0,0,0,0,0,3.93,0,3.82,0,0,3.88,0,0,0,0,3.33,3.43,0,0,2.99,0,0,4.16,0,4.18,0,4.26,0,0,5.33,0
