Date,POWI
1998-12-29,11.625
1998-12-30,11.5
1998-12-31,12.53125
1999-01-04,12.25
1999-01-05,12.78125
1999-01-06,14.5
1999-01-07,14.8125
1999-01-08,14.75
1999-01-11,14.71875
1999-01-12,15.0
1999-01-13,14.75
1999-01-14,13.9375
1999-01-15,14.0
1999-01-19,15.0625
1999-01-20,16.5
1999-01-21,17.1875
1999-01-22,15.6875
1999-01-25,16.0
1999-01-26,15.9375
1999-01-27,15.1875
1999-01-28,14.75
1999-01-29,15.9375
1999-02-01,15.1875
1999-02-02,14.25
1999-02-03,15.1875
1999-02-04,14.8125
1999-02-05,13.75
1999-02-08,13.375
1999-02-09,11.75
1999-02-10,12.8125
1999-02-11,12.8125
1999-02-12,12.5625
1999-02-16,11.3125
1999-02-17,11.1875
1999-02-18,11.5
1999-02-19,11.0625
1999-02-22,11.375
1999-02-23,11.65625
1999-02-24,12.28125
1999-02-25,12.0
1999-02-26,12.0625
1999-03-01,12.125
1999-03-02,12.75
1999-03-03,12.78125
1999-03-04,12.875
1999-03-05,13.1875
1999-03-08,12.75
1999-03-09,12.25
1999-03-10,12.0625
1999-03-11,11.4375
1999-03-12,10.75
1999-03-15,11.0625
1999-03-16,11.28125
1999-03-17,12.8125
1999-03-18,14.9375
1999-03-19,15.75
1999-03-22,15.0
1999-03-23,13.59375
1999-03-24,14.65625
1999-03-25,14.65625
1999-03-26,15.0625
1999-03-29,15.375
1999-03-30,14.5
1999-03-31,15.875
1999-04-01,15.75
1999-04-05,15.6875
1999-04-06,15.9375
1999-04-07,16.125
1999-04-08,15.6875
1999-04-09,15.5
1999-04-12,14.84375
1999-04-13,16.25
1999-04-14,16.8125
1999-04-15,16.5
1999-04-16,15.8125
1999-04-19,14.4375
1999-04-20,14.21875
1999-04-21,16.09375
1999-04-22,18.125
1999-04-23,19.75
1999-04-26,20.09375
1999-04-27,19.5625
1999-04-28,18.4375
1999-04-29,18.0625
1999-04-30,19.625
1999-05-03,20.96875
1999-05-04,22.0625
1999-05-05,23.96875
1999-05-06,22.3125
1999-05-07,22.5
1999-05-10,22.25
1999-05-11,22.4375
1999-05-12,23.875
1999-05-13,24.0
1999-05-14,23.125
1999-05-17,23.59375
1999-05-18,25.0
1999-05-19,25.5625
1999-05-20,26.0
1999-05-21,26.3125
1999-05-24,25.0625
1999-05-25,25.0
1999-05-26,22.90625
1999-05-27,22.1875
1999-05-28,24.28125
1999-06-01,25.0
1999-06-02,25.9375
1999-06-03,25.25
1999-06-04,26.4375
1999-06-07,27.5
1999-06-08,28.03125
1999-06-09,28.1875
1999-06-10,27.5
1999-06-11,26.375
1999-06-14,27.15625
1999-06-15,29.125
1999-06-16,30.5
1999-06-17,30.625
1999-06-18,32.28125
1999-06-21,33.5
1999-06-22,32.3125
1999-06-23,32.125
1999-06-24,31.0625
1999-06-25,30.625
1999-06-28,29.1875
1999-06-29,31.5
1999-06-30,36.5625
1999-07-01,36.5
1999-07-02,34.75
1999-07-06,32.992188
1999-07-07,32.75
1999-07-08,34.9375
1999-07-09,33.84375
1999-07-12,34.1875
1999-07-13,34.125
1999-07-14,36.78125
1999-07-15,35.875
1999-07-16,36.8125
1999-07-19,38.625
1999-07-20,35.375
1999-07-21,33.0
1999-07-22,31.125
1999-07-23,25.96875
1999-07-26,26.5
1999-07-27,26.9375
1999-07-28,27.0625
1999-07-29,27.25
1999-07-30,28.8125
1999-08-02,28.71875
1999-08-03,27.625
1999-08-04,26.875
1999-08-05,28.21875
1999-08-06,27.59375
1999-08-09,27.375
1999-08-10,29.0
1999-08-11,29.03125
1999-08-12,29.03125
1999-08-13,30.40625
1999-08-16,31.0625
1999-08-17,32.4375
1999-08-18,34.5
1999-08-19,34.5
1999-08-20,35.625
1999-08-23,35.9375
1999-08-24,35.125
1999-08-25,35.125
1999-08-26,34.28125
1999-08-27,32.0
1999-08-30,30.6875
1999-08-31,33.96875
1999-09-01,36.5625
1999-09-02,35.8125
1999-09-03,35.96875
1999-09-07,35.71875
1999-09-08,36.6875
1999-09-09,37.125
1999-09-10,37.21875
1999-09-13,36.03125
1999-09-14,35.875
1999-09-15,35.5625
1999-09-16,37.125
1999-09-17,38.5
1999-09-20,36.75
1999-09-21,33.28125
1999-09-22,35.0625
1999-09-23,32.375
1999-09-24,32.3125
1999-09-27,33.5
1999-09-28,33.5
1999-09-29,34.625
1999-09-30,34.625
1999-10-01,35.5
1999-10-04,36.875
1999-10-05,37.875
1999-10-06,38.0625
1999-10-07,38.75
1999-10-08,37.5
1999-10-11,38.0625
1999-10-12,37.5625
1999-10-13,34.875
1999-10-14,37.5
1999-10-15,36.5
1999-10-18,40.25
1999-10-19,39.25
1999-10-20,41.75
1999-10-21,41.9375
1999-10-22,42.28125
1999-10-25,44.0625
1999-10-26,48.5625
1999-10-27,47.8125
1999-10-28,49.65625
1999-10-29,50.96875
1999-11-01,49.46875
1999-11-02,48.40625
1999-11-03,53.5625
1999-11-04,52.28125
1999-11-05,51.4375
1999-11-08,55.75
1999-11-09,54.5
1999-11-10,54.625
1999-11-11,53.34375
1999-11-12,51.875
1999-11-15,56.6875
1999-11-16,55.03125
1999-11-17,51.5
1999-11-18,52.53125
1999-11-19,51.53125
1999-11-22,48.84375
1999-11-23,43.5
1999-11-24,45.0
1999-11-26,45.3125
1999-11-29,39.9375
1999-11-30,39.875
1999-12-01,45.125
1999-12-02,49.9375
1999-12-03,50.1875
1999-12-06,52.5
1999-12-07,51.5
1999-12-08,50.875
1999-12-09,46.375
1999-12-10,45.0
1999-12-13,43.875
1999-12-14,43.0
1999-12-15,41.0625
1999-12-16,44.1875
1999-12-17,43.625
1999-12-20,43.0
1999-12-21,43.5
1999-12-22,47.25
1999-12-23,46.5625
1999-12-27,46.0
1999-12-28,47.0625
1999-12-29,46.5
1999-12-30,45.0625
1999-12-31,47.9375
2000-01-03,46.4375
2000-01-04,45.5
2000-01-05,47.375
2000-01-06,46.125
2000-01-07,49.0
2000-01-10,52.75
2000-01-11,51.375
2000-01-12,54.375
2000-01-13,58.0
2000-01-14,61.625
2000-01-18,65.625
2000-01-19,63.25
2000-01-20,62.25
2000-01-21,51.4375
2000-01-24,46.25
2000-01-25,46.0625
2000-01-26,42.3125
2000-01-27,41.875
2000-01-28,40.875
2000-01-31,36.5625
2000-02-01,37.5
2000-02-02,38.25
2000-02-03,39.625
2000-02-04,41.125
2000-02-07,42.0625
2000-02-08,47.625
2000-02-09,47.4375
2000-02-10,50.375
2000-02-11,49.75
2000-02-14,50.125
2000-02-15,48.5
2000-02-16,47.0
2000-02-17,47.21875
2000-02-18,45.6875
2000-02-22,43.9375
2000-02-23,45.375
2000-02-24,47.125
2000-02-25,47.5
2000-02-28,44.75
2000-02-29,51.9375
2000-03-01,63.484375
2000-03-02,57.25
2000-03-03,65.0
2000-03-06,63.0625
2000-03-07,60.375
2000-03-08,59.75
2000-03-09,61.75
2000-03-10,59.5
2000-03-13,55.125
2000-03-14,50.0
2000-03-15,44.0625
2000-03-16,48.3125
2000-03-17,50.125
2000-03-20,49.875
2000-03-21,49.0
2000-03-22,48.75
2000-03-23,49.25
2000-03-24,29.5625
2000-03-27,27.875
2000-03-28,26.0625
2000-03-29,24.125
2000-03-30,22.75
2000-03-31,25.0
2000-04-03,21.9375
2000-04-04,21.5
2000-04-05,21.1875
2000-04-06,19.75
2000-04-07,21.5625
2000-04-10,22.4375
2000-04-11,19.375
2000-04-12,18.0
2000-04-13,17.5625
2000-04-14,15.0625
2000-04-17,16.4375
2000-04-18,23.0
2000-04-19,20.875
2000-04-20,21.375
2000-04-24,20.125
2000-04-25,20.5625
2000-04-26,21.125
2000-04-27,22.0
2000-04-28,22.75
2000-05-01,25.875
2000-05-02,27.0
2000-05-03,27.8125
2000-05-04,28.6875
2000-05-05,27.75
2000-05-08,25.0625
2000-05-09,24.1875
2000-05-10,21.75
2000-05-11,22.9375
2000-05-12,22.875
2000-05-15,23.9375
2000-05-16,26.0
2000-05-17,25.125
2000-05-18,23.75
2000-05-19,24.25
2000-05-22,23.5
2000-05-23,21.375
2000-05-24,21.375
2000-05-25,20.0
2000-05-26,20.0
2000-05-30,23.1875
2000-05-31,23.25
2000-06-01,25.0625
2000-06-02,26.875
2000-06-05,26.375
2000-06-06,25.0
2000-06-07,26.125
2000-06-08,27.75
2000-06-09,29.625
2000-06-12,28.375
2000-06-13,26.875
2000-06-14,24.75
2000-06-15,25.0
2000-06-16,24.3125
2000-06-19,24.375
2000-06-20,24.5625
2000-06-21,26.5
2000-06-22,30.75
2000-06-23,27.9375
2000-06-26,26.9375
2000-06-27,23.9375
2000-06-28,22.875
2000-06-29,24.25
2000-06-30,23.5625
2000-07-03,24.0625
2000-07-05,22.375
2000-07-06,22.4375
2000-07-07,23.4375
2000-07-10,23.875
2000-07-11,24.25
2000-07-12,25.6875
2000-07-13,26.0625
2000-07-14,24.5
2000-07-17,26.125
2000-07-18,25.25
2000-07-19,22.4375
2000-07-20,23.90625
2000-07-21,21.25
2000-07-24,20.875
2000-07-25,21.875
2000-07-26,21.5625
2000-07-27,18.4375
2000-07-28,17.6875
2000-07-31,19.3125
2000-08-01,18.375
2000-08-02,17.875
2000-08-03,17.125
2000-08-04,17.4375
2000-08-07,17.6875
2000-08-08,19.125
2000-08-09,18.875
2000-08-10,18.5
2000-08-11,18.875
2000-08-14,19.3125
2000-08-15,18.6875
2000-08-16,18.9375
2000-08-17,20.0
2000-08-18,21.0
2000-08-21,21.125
2000-08-22,20.0625
2000-08-23,21.3125
2000-08-24,20.0
2000-08-25,20.375
2000-08-28,18.875
2000-08-29,17.5
2000-08-30,17.0625
2000-08-31,17.0
2000-09-01,18.0
2000-09-05,16.625
2000-09-06,16.125
2000-09-07,16.0625
2000-09-08,15.3125
2000-09-11,15.0625
2000-09-12,14.875
2000-09-13,14.6875
2000-09-14,15.1875
2000-09-15,14.3125
2000-09-18,14.375
2000-09-19,16.5
2000-09-20,15.25
2000-09-21,14.75
2000-09-22,14.875
2000-09-25,14.25
2000-09-26,12.75
2000-09-27,13.1875
2000-09-28,15.0
2000-09-29,13.9375
2000-10-02,12.75
2000-10-03,13.0
2000-10-04,14.9375
2000-10-05,14.125
2000-10-06,13.875
2000-10-09,13.8125
2000-10-10,12.4375
2000-10-11,13.0
2000-10-12,12.0625
2000-10-13,12.0625
2000-10-16,11.1875
2000-10-17,10.125
2000-10-18,11.625
2000-10-19,11.9375
2000-10-20,12.25
2000-10-23,12.1875
2000-10-24,11.5625
2000-10-25,10.5
2000-10-26,10.6875
2000-10-27,10.875
2000-10-30,12.25
2000-10-31,13.4375
2000-11-01,13.0625
2000-11-02,15.0625
2000-11-03,17.1875
2000-11-06,16.75
2000-11-07,16.0
2000-11-08,14.375
2000-11-09,15.8125
2000-11-10,14.375
2000-11-13,14.6875
2000-11-14,16.5
2000-11-15,16.125
2000-11-16,15.3125
2000-11-17,15.25
2000-11-20,14.375
2000-11-21,13.8125
2000-11-22,13.25
2000-11-24,14.0
2000-11-27,13.125
2000-11-28,11.9375
2000-11-29,12.0
2000-11-30,12.125
2000-12-01,11.84375
2000-12-04,11.375
2000-12-05,13.9375
2000-12-06,12.5625
2000-12-07,12.4375
2000-12-08,15.75
2000-12-11,15.375
2000-12-12,15.5
2000-12-13,14.4375
2000-12-14,13.5
2000-12-15,12.875
2000-12-18,10.25
2000-12-19,9.6875
2000-12-20,9.625
2000-12-21,9.34375
2000-12-22,9.625
2000-12-26,9.8125
2000-12-27,9.96875
2000-12-28,10.875
2000-12-29,11.5
2001-01-02,10.25
2001-01-03,12.8125
2001-01-04,12.0
2001-01-05,11.375
2001-01-08,12.125
2001-01-09,11.6875
2001-01-10,11.75
2001-01-11,13.0
2001-01-12,14.8125
2001-01-16,15.25
2001-01-17,15.3125
2001-01-18,15.0
2001-01-19,15.875
2001-01-22,16.3125
2001-01-23,16.5625
2001-01-24,20.0
2001-01-25,20.125
2001-01-26,19.5625
2001-01-29,20.9375
2001-01-30,23.0625
2001-01-31,22.25
2001-02-01,21.5
2001-02-02,20.25
2001-02-05,21.5
2001-02-06,22.25
2001-02-07,22.9375
2001-02-08,20.125
2001-02-09,19.125
2001-02-12,19.5
2001-02-13,19.625
2001-02-14,20.1875
2001-02-15,21.6875
2001-02-16,20.0
2001-02-20,18.5
2001-02-21,18.4375
2001-02-22,18.0
2001-02-23,17.25
2001-02-26,18.125
2001-02-27,18.0
2001-02-28,15.8125
2001-03-01,15.21875
2001-03-02,16.5
2001-03-05,16.875
2001-03-06,17.0
2001-03-07,17.375
2001-03-08,17.5
2001-03-09,17.3125
2001-03-12,16.375
2001-03-13,16.5
2001-03-14,16.5
2001-03-15,16.1875
2001-03-16,15.6875
2001-03-19,15.9375
2001-03-20,15.75
2001-03-21,15.8125
2001-03-22,17.421875
2001-03-23,17.875
2001-03-26,18.125
2001-03-27,18.3125
2001-03-28,17.3125
2001-03-29,16.625
2001-03-30,17.25
2001-04-02,15.5
2001-04-03,14.0
2001-04-04,13.1875
2001-04-05,15.4375
2001-04-06,15.375
2001-04-09,14.5
2001-04-10,16.0
2001-04-11,18.15
2001-04-12,17.799999
2001-04-16,17.450001
2001-04-17,17.33
2001-04-18,19.969998999999998
2001-04-19,22.790001
2001-04-20,21.049999
2001-04-23,19.92
2001-04-24,20.139999
2001-04-25,20.25
2001-04-26,18.65
2001-04-27,19.040001
2001-04-30,18.66
2001-05-01,18.9
2001-05-02,19.700001
2001-05-03,20.25
2001-05-04,19.299999
2001-05-07,18.85
2001-05-08,19.67
2001-05-09,18.030001000000002
2001-05-10,17.93
2001-05-11,17.1
2001-05-14,16.65
2001-05-15,16.83
2001-05-16,17.0
2001-05-17,18.450001
2001-05-18,18.709999
2001-05-21,18.799999
2001-05-22,17.959999
2001-05-23,16.709999
2001-05-24,16.200001
2001-05-25,16.0
2001-05-29,14.87
2001-05-30,12.65
2001-05-31,12.1
2001-06-01,12.88
2001-06-04,13.1
2001-06-05,13.27
2001-06-06,14.2
2001-06-07,15.05
2001-06-08,14.5
2001-06-11,14.25
2001-06-12,14.05
2001-06-13,13.82
2001-06-14,13.02
2001-06-15,13.3
2001-06-18,12.76
2001-06-19,12.41
2001-06-20,13.15
2001-06-21,12.91
2001-06-22,13.04
2001-06-25,12.9
2001-06-26,13.3
2001-06-27,15.4
2001-06-28,16.290001
2001-06-29,15.6
2001-07-02,15.79
2001-07-03,15.6
2001-07-05,15.36
2001-07-06,15.68
2001-07-09,15.45
2001-07-10,16.0
2001-07-11,16.43
2001-07-12,17.1
2001-07-13,17.0
2001-07-16,16.700001
2001-07-17,16.799999
2001-07-18,15.65
2001-07-19,17.0
2001-07-20,19.77
2001-07-23,20.139999
2001-07-24,18.65
2001-07-25,19.85
2001-07-26,20.200001
2001-07-27,22.219998999999998
2001-07-30,21.65
2001-07-31,21.65
2001-08-01,25.0
2001-08-02,25.709999
2001-08-03,25.459999
2001-08-06,23.700001
2001-08-07,22.99
2001-08-08,22.549999
2001-08-09,22.49
2001-08-10,22.5
2001-08-13,23.799999
2001-08-14,23.799999
2001-08-15,22.549999
2001-08-16,22.77
2001-08-17,21.75
2001-08-20,22.24
2001-08-21,21.4
2001-08-22,22.91
2001-08-23,21.809998999999998
2001-08-24,23.030001000000002
2001-08-27,23.190001000000002
2001-08-28,23.209999
2001-08-29,23.52
2001-08-30,23.0
2001-08-31,23.690001000000002
2001-09-04,22.33
2001-09-05,20.690001000000002
2001-09-06,20.0
2001-09-07,20.16
2001-09-10,19.32
2001-09-17,17.889999
2001-09-18,16.299999
2001-09-19,16.27
2001-09-20,16.91
2001-09-21,18.65
2001-09-24,19.74
2001-09-25,21.4
2001-09-26,19.1
2001-09-27,18.6
2001-09-28,18.219998999999998
2001-10-01,16.58
2001-10-02,17.01
2001-10-03,19.0
2001-10-04,19.49
2001-10-05,19.040001
2001-10-08,18.9
2001-10-09,18.0
2001-10-10,18.6
2001-10-11,19.58
2001-10-12,20.209999
2001-10-15,20.4
2001-10-16,21.799999
2001-10-17,21.530001000000002
2001-10-18,21.07
2001-10-19,23.09
2001-10-22,24.75
2001-10-23,24.01
2001-10-24,22.65
2001-10-25,24.709999
2001-10-26,24.02
2001-10-29,22.950001
2001-10-30,22.360001
2001-10-31,23.01
2001-11-01,24.35
2001-11-02,23.950001
2001-11-05,23.719998999999998
2001-11-06,24.450001
2001-11-07,24.290001
2001-11-08,26.049999
2001-11-09,25.65
2001-11-12,25.58
2001-11-13,27.1
2001-11-14,26.290001
2001-11-15,25.99
2001-11-16,25.440001000000002
2001-11-19,24.25
2001-11-20,22.77
2001-11-21,22.799999
2001-11-23,23.0
2001-11-26,23.6
2001-11-27,23.200001
2001-11-28,22.49
2001-11-29,22.41
2001-11-30,22.700001
2001-12-03,22.299999
2001-12-04,23.52
2001-12-05,26.799999
2001-12-06,26.25
2001-12-07,25.85
2001-12-10,25.299999
2001-12-11,25.35
2001-12-12,24.59
2001-12-13,23.860001
2001-12-14,23.049999
2001-12-17,23.57
2001-12-18,24.799999
2001-12-19,23.059998999999998
2001-12-20,21.34
2001-12-21,22.440001000000002
2001-12-24,22.15
2001-12-26,21.799999
2001-12-27,22.530001000000002
2001-12-28,22.700001
2001-12-31,22.84
2002-01-02,23.5
2002-01-03,24.950001
2002-01-04,24.75
2002-01-07,23.379998999999998
2002-01-08,23.059998999999998
2002-01-09,23.200001
2002-01-10,22.4
2002-01-11,21.27
2002-01-14,21.23
2002-01-15,20.6
2002-01-16,19.969998999999998
2002-01-17,18.950001
2002-01-18,17.549999
2002-01-22,17.32
2002-01-23,17.5
2002-01-24,17.5
2002-01-25,17.360001
2002-01-28,17.0
2002-01-29,16.629998999999998
2002-01-30,17.5
2002-01-31,18.1
2002-02-01,18.1
2002-02-04,17.49
2002-02-05,17.25
2002-02-06,16.98
2002-02-07,17.26
2002-02-08,17.35
2002-02-11,18.0
2002-02-12,18.17
2002-02-13,18.66
2002-02-14,17.709999
2002-02-15,17.450001
2002-02-19,15.95
2002-02-20,15.65
2002-02-21,14.82
2002-02-22,15.49
2002-02-25,16.440001000000002
2002-02-26,16.459999
2002-02-27,16.15
2002-02-28,15.74
2002-03-01,16.52
2002-03-04,17.969998999999998
2002-03-05,18.93
2002-03-06,18.940001000000002
2002-03-07,18.66
2002-03-08,19.85
2002-03-11,19.68
2002-03-12,19.1
2002-03-13,18.139999
2002-03-14,18.4
2002-03-15,19.15
2002-03-18,19.450001
2002-03-19,19.5
2002-03-20,18.76
2002-03-21,19.709999
2002-03-22,18.77
2002-03-25,18.66
2002-03-26,18.360001
2002-03-27,18.950001
2002-03-28,19.049999
2002-04-01,19.120001000000002
2002-04-02,18.93
2002-04-03,18.6
2002-04-04,18.68
2002-04-05,18.049999
2002-04-08,17.6
2002-04-09,17.33
2002-04-10,17.75
2002-04-11,16.83
2002-04-12,17.92
2002-04-15,18.24
2002-04-16,20.18
2002-04-17,19.83
2002-04-18,19.620001000000002
2002-04-19,19.200001
2002-04-22,18.51
2002-04-23,18.379998999999998
2002-04-24,17.780001000000002
2002-04-25,18.299999
2002-04-26,19.629998999999998
2002-04-29,19.49
2002-04-30,21.15
2002-05-01,21.85
2002-05-02,21.200001
2002-05-03,20.549999
2002-05-06,19.41
2002-05-07,19.559998999999998
2002-05-08,21.4
2002-05-09,20.870001000000002
2002-05-10,20.200001
2002-05-13,22.48
2002-05-14,24.83
2002-05-15,25.290001
2002-05-16,24.35
2002-05-17,24.75
2002-05-20,24.75
2002-05-21,24.790001
2002-05-22,23.75
2002-05-23,24.0
2002-05-24,22.92
2002-05-28,23.040001
2002-05-29,22.68
2002-05-30,22.530001000000002
2002-05-31,22.549999
2002-06-03,20.719998999999998
2002-06-04,21.4
2002-06-05,21.959999
2002-06-06,19.85
2002-06-07,19.889999
2002-06-10,19.83
2002-06-11,18.950001
2002-06-12,19.1
2002-06-13,19.360001
2002-06-14,19.940001000000002
2002-06-17,21.93
2002-06-18,22.75
2002-06-19,21.209999
2002-06-20,20.48
2002-06-21,19.98
2002-06-24,18.27
2002-06-25,16.370001000000002
2002-06-26,17.049999
2002-06-27,18.01
2002-06-28,18.120001000000002
2002-07-01,17.59
2002-07-02,16.58
2002-07-03,16.059998999999998
2002-07-05,17.790001
2002-07-08,16.950001
2002-07-09,16.24
2002-07-10,16.0
2002-07-11,16.120001000000002
2002-07-12,17.459999
2002-07-15,17.790001
2002-07-16,18.719998999999998
2002-07-17,19.5
2002-07-18,18.66
2002-07-19,18.17
2002-07-22,17.6
2002-07-23,16.83
2002-07-24,17.709999
2002-07-25,14.75
2002-07-26,14.39
2002-07-29,14.94
2002-07-30,15.81
2002-07-31,14.9
2002-08-01,14.04
2002-08-02,13.6
2002-08-05,11.9
2002-08-06,12.69
2002-08-07,13.4
2002-08-08,13.9
2002-08-09,13.31
2002-08-12,13.0
2002-08-13,13.04
2002-08-14,13.79
2002-08-15,14.75
2002-08-16,16.02
2002-08-19,18.4
2002-08-20,17.02
2002-08-21,17.469998999999998
2002-08-22,17.780001000000002
2002-08-23,16.290001
2002-08-26,16.08
2002-08-27,15.48
2002-08-28,14.7
2002-08-29,13.93
2002-08-30,14.27
2002-09-03,13.34
2002-09-04,13.5
2002-09-05,12.75
2002-09-06,13.0
2002-09-09,13.48
2002-09-10,14.19
2002-09-11,14.13
2002-09-12,13.73
2002-09-13,13.12
2002-09-16,12.5
2002-09-17,12.15
2002-09-18,11.45
2002-09-19,11.06
2002-09-20,11.03
2002-09-23,10.98
2002-09-24,11.1
2002-09-25,11.8
2002-09-26,11.78
2002-09-27,12.09
2002-09-30,12.19
2002-10-01,12.47
2002-10-02,12.66
2002-10-03,11.0
2002-10-04,10.15
2002-10-07,10.15
2002-10-08,10.32
2002-10-09,10.11
