Date,NRG
2004-12-02,15.75
2004-12-03,15.8
2004-12-06,16.059998999999998
2004-12-07,15.85
2004-12-08,15.705
2004-12-09,15.985
2004-12-10,16.0
2004-12-13,16.0
2004-12-14,16.059998999999998
2004-12-15,17.155001000000002
2004-12-16,17.129998999999998
2004-12-17,16.945
2004-12-20,16.945
2004-12-21,17.33
2004-12-22,17.645
2004-12-23,17.75
2004-12-27,17.74
2004-12-28,17.895
2004-12-29,17.905001000000002
2004-12-30,17.950001
2004-12-31,18.025
2005-01-03,17.705
2005-01-04,17.355
2005-01-05,17.139999
2005-01-06,17.309998999999998
2005-01-07,17.275
2005-01-10,17.344998999999998
2005-01-11,17.059998999999998
2005-01-12,17.030001000000002
2005-01-13,17.145
2005-01-14,17.115
2005-01-18,17.0
2005-01-19,16.870001000000002
2005-01-20,16.75
2005-01-21,16.6
2005-01-24,16.715
2005-01-25,16.715
2005-01-26,16.844998999999998
2005-01-27,16.99
2005-01-28,17.24
2005-01-31,17.5
2005-02-01,17.665001
2005-02-02,17.75
2005-02-03,17.795
2005-02-04,17.620001000000002
2005-02-07,17.85
2005-02-08,18.0
2005-02-09,18.0
2005-02-10,18.025
2005-02-11,18.375
2005-02-14,18.799999
2005-02-15,18.844998999999998
2005-02-16,19.129998999999998
2005-02-17,19.245001000000002
2005-02-18,19.17
2005-02-22,18.5
2005-02-23,18.445
2005-02-24,19.030001000000002
2005-02-25,19.334999
2005-02-28,19.254998999999998
2005-03-01,19.344998999999998
2005-03-02,19.235001
2005-03-03,19.075001
2005-03-04,19.299999
2005-03-07,19.275
2005-03-08,19.174999
2005-03-09,19.094998999999998
2005-03-10,18.73
2005-03-11,18.674999
2005-03-14,18.924999
2005-03-15,18.84
2005-03-16,18.424999
2005-03-17,18.799999
2005-03-18,18.75
2005-03-21,18.700001
2005-03-22,18.01
2005-03-23,17.459999
2005-03-24,17.475
2005-03-28,17.275
2005-03-29,17.075001
2005-03-30,16.549999
2005-03-31,17.075001
2005-04-01,17.360001
2005-04-04,17.540001
2005-04-05,17.504998999999998
2005-04-06,17.385
2005-04-07,17.525
2005-04-08,17.355
2005-04-11,17.495001000000002
2005-04-12,17.299999
2005-04-13,17.0
2005-04-14,16.75
2005-04-15,16.145
2005-04-18,16.025
2005-04-19,16.530001000000002
2005-04-20,16.23
2005-04-21,16.504998999999998
2005-04-22,16.799999
2005-04-25,16.875
2005-04-26,16.700001
2005-04-27,16.48
2005-04-28,15.925
2005-04-29,15.55
2005-05-02,15.43
2005-05-03,15.35
2005-05-04,15.45
2005-05-05,15.575
2005-05-06,15.805
2005-05-09,16.295
2005-05-10,16.799999
2005-05-11,16.950001
2005-05-12,16.415001
2005-05-13,15.9
2005-05-16,15.925
2005-05-17,16.040001
2005-05-18,16.445
2005-05-19,16.555
2005-05-20,16.549999
2005-05-23,16.834999
2005-05-24,17.045
2005-05-25,17.375
2005-05-26,17.6
2005-05-27,17.610001
2005-05-31,17.875
2005-06-01,17.945
2005-06-02,18.135
2005-06-03,17.975
2005-06-06,17.620001000000002
2005-06-07,17.405001000000002
2005-06-08,17.42
2005-06-09,17.709999
2005-06-10,17.965
2005-06-13,18.15
2005-06-14,18.280001000000002
2005-06-15,18.120001000000002
2005-06-16,18.299999
2005-06-17,18.405001000000002
2005-06-20,18.48
2005-06-21,18.495001000000002
2005-06-22,18.485001
2005-06-23,18.43
2005-06-24,18.5
2005-06-27,18.615
2005-06-28,18.690001000000002
2005-06-29,18.610001
2005-06-30,18.799999
2005-07-01,19.0
2005-07-05,19.055
2005-07-06,18.73
2005-07-07,18.815001000000002
2005-07-08,18.83
2005-07-11,19.025
2005-07-12,19.0
2005-07-13,18.940001000000002
2005-07-14,18.629998999999998
2005-07-15,18.440001000000002
2005-07-18,18.469998999999998
2005-07-19,18.475
2005-07-20,18.655001000000002
2005-07-21,18.280001000000002
2005-07-22,19.075001
2005-07-25,18.885
2005-07-26,18.690001000000002
2005-07-27,18.924999
2005-07-28,18.905001000000002
2005-07-29,19.174999
2005-08-01,19.4
2005-08-02,20.0
2005-08-03,19.959999
2005-08-04,20.76
2005-08-05,20.004998999999998
2005-08-08,19.525
2005-08-09,19.35
2005-08-10,19.695
2005-08-11,19.18
2005-08-12,19.465
2005-08-15,19.225
2005-08-16,18.969998999999998
2005-08-17,18.775
2005-08-18,18.725
2005-08-19,19.280001000000002
2005-08-22,19.299999
2005-08-23,19.32
2005-08-24,19.495001000000002
2005-08-25,19.565001000000002
2005-08-26,19.450001
2005-08-29,19.549999
2005-08-30,20.0
2005-08-31,20.01
2005-09-01,20.525
2005-09-02,20.434998999999998
2005-09-06,20.365
2005-09-07,20.375
2005-09-08,20.700001
2005-09-09,20.370001000000002
2005-09-12,20.5
2005-09-13,20.42
2005-09-14,20.5
2005-09-15,20.68
2005-09-16,20.445
2005-09-19,20.389999
2005-09-20,20.275
2005-09-21,19.875
2005-09-22,20.025
2005-09-23,20.245001000000002
2005-09-26,20.35
2005-09-27,20.764999
2005-09-28,21.525
2005-09-29,21.125
2005-09-30,21.299999
2005-10-03,24.275
2005-10-04,24.035
2005-10-05,23.049999
2005-10-06,22.469998999999998
2005-10-07,22.555
2005-10-10,22.530001000000002
2005-10-11,22.834999
2005-10-12,22.455
2005-10-13,22.1
2005-10-14,22.360001
2005-10-17,22.424999
2005-10-18,21.985001
2005-10-19,22.299999
2005-10-20,21.0
2005-10-21,20.885
2005-10-24,21.205
2005-10-25,21.15
2005-10-26,21.165001
2005-10-27,20.82
2005-10-28,21.375
2005-10-31,21.504998999999998
2005-11-01,20.485001
2005-11-02,20.235001
2005-11-03,20.565001000000002
2005-11-04,20.65
2005-11-07,20.805
2005-11-08,20.325001
2005-11-09,20.344998999999998
2005-11-10,19.625
2005-11-11,19.1
2005-11-14,19.875
2005-11-15,20.17
2005-11-16,20.434998999999998
2005-11-17,20.85
2005-11-18,21.625
2005-11-21,22.225
2005-11-22,22.549999
2005-11-23,22.625
2005-11-25,22.625
2005-11-28,21.865
2005-11-29,21.709999
2005-11-30,21.834999
2005-12-01,22.049999
2005-12-02,21.885
2005-12-05,21.940001000000002
2005-12-06,22.0
2005-12-07,22.0
2005-12-08,22.235001
2005-12-09,22.215
2005-12-12,22.405001000000002
2005-12-13,22.549999
2005-12-14,22.559998999999998
2005-12-15,22.695
2005-12-16,22.799999
2005-12-19,22.674999
2005-12-20,22.51
2005-12-21,22.450001
2005-12-22,23.0
2005-12-23,23.110001
2005-12-27,22.885
2005-12-28,23.0
2005-12-29,23.07
2005-12-30,23.559998999999998
2006-01-03,23.975
2006-01-04,23.75
2006-01-05,23.174999
2006-01-06,23.065001000000002
2006-01-09,23.4
2006-01-10,23.209999
2006-01-11,22.975
2006-01-12,23.540001
2006-01-13,24.370001000000002
2006-01-17,24.674999
2006-01-18,24.605
2006-01-19,24.325001
2006-01-20,24.129998999999998
2006-01-23,24.200001
2006-01-24,24.445
2006-01-25,24.625
2006-01-26,24.34
2006-01-27,24.305
2006-01-30,24.459999
2006-01-31,24.135
2006-02-01,24.0
2006-02-02,23.6
2006-02-03,23.65
2006-02-06,24.014999
2006-02-07,23.625
2006-02-08,23.200001
2006-02-09,23.200001
2006-02-10,23.08
2006-02-13,23.110001
2006-02-14,22.23
2006-02-15,22.209999
2006-02-16,22.684998999999998
2006-02-17,22.945
2006-02-21,22.85
2006-02-22,22.870001000000002
2006-02-23,22.25
2006-02-24,22.1
2006-02-27,21.790001
2006-02-28,21.625
2006-03-01,22.0
2006-03-02,22.209999
2006-03-03,22.045
2006-03-06,21.264999
2006-03-07,21.450001
2006-03-08,21.715
2006-03-09,21.65
2006-03-10,21.59
2006-03-13,22.205
2006-03-14,22.440001000000002
2006-03-15,22.780001000000002
2006-03-16,22.82
2006-03-17,23.110001
2006-03-20,22.684998999999998
2006-03-21,22.325001
2006-03-22,22.559998999999998
2006-03-23,22.584999
2006-03-24,22.705
2006-03-27,22.605
2006-03-28,22.645
2006-03-29,22.57
2006-03-30,22.549999
2006-03-31,22.610001
2006-04-03,23.025
2006-04-04,23.139999
2006-04-05,23.715
2006-04-06,24.059998999999998
2006-04-07,23.91
2006-04-10,23.9
2006-04-11,23.65
2006-04-12,23.610001
2006-04-13,23.559998999999998
2006-04-17,23.6
2006-04-18,23.945
2006-04-19,24.035
2006-04-20,24.174999
2006-04-21,23.969998999999998
2006-04-24,23.825001
2006-04-25,23.73
2006-04-26,23.790001
2006-04-27,23.85
2006-04-28,23.795
2006-05-01,23.58
2006-05-02,23.92
2006-05-03,24.02
2006-05-04,23.85
2006-05-05,24.344998999999998
2006-05-08,24.125
2006-05-09,24.105
2006-05-10,24.084999
2006-05-11,23.889999
2006-05-12,23.33
2006-05-15,22.885
2006-05-16,22.639999
2006-05-17,22.225
2006-05-18,21.75
2006-05-19,21.605
2006-05-22,21.504998999999998
2006-05-23,21.745001000000002
2006-05-24,21.559998999999998
2006-05-25,21.700001
2006-05-26,21.85
2006-05-30,21.504998999999998
2006-05-31,24.875
2006-06-01,25.15
2006-06-02,25.934998999999998
2006-06-05,25.469998999999998
2006-06-06,25.195
2006-06-07,25.225
2006-06-08,25.325001
2006-06-09,25.424999
2006-06-12,23.459999
2006-06-13,22.75
2006-06-14,23.325001
2006-06-15,24.125
2006-06-16,24.225
2006-06-19,23.940001000000002
2006-06-20,23.565001000000002
2006-06-21,23.924999
2006-06-22,23.424999
2006-06-23,23.58
2006-06-26,23.49
2006-06-27,23.254998999999998
2006-06-28,23.15
2006-06-29,23.469998999999998
2006-06-30,24.09
2006-07-03,23.84
2006-07-05,23.545
2006-07-06,23.475
2006-07-07,23.715
2006-07-10,23.950001
2006-07-11,23.98
2006-07-12,23.934998999999998
2006-07-13,23.58
2006-07-14,23.58
2006-07-17,23.5
2006-07-18,23.5
2006-07-19,23.674999
2006-07-20,24.07
2006-07-21,23.754998999999998
2006-07-24,24.0
2006-07-25,24.43
2006-07-26,24.475
2006-07-27,24.43
2006-07-28,24.91
2006-07-31,24.625
2006-08-01,24.295
2006-08-02,24.424999
2006-08-03,23.754998999999998
2006-08-04,23.5
2006-08-07,23.360001
2006-08-08,23.815001000000002
2006-08-09,24.379998999999998
2006-08-10,24.18
2006-08-11,24.055
2006-08-14,24.07
2006-08-15,24.200001
2006-08-16,24.42
2006-08-17,24.15
2006-08-18,24.370001000000002
2006-08-21,24.4
2006-08-22,24.895
2006-08-23,25.08
2006-08-24,24.934998999999998
2006-08-25,25.174999
2006-08-28,24.945
2006-08-29,25.205
2006-08-30,25.334999
2006-08-31,25.32
2006-09-01,25.215
2006-09-05,25.0
2006-09-06,24.885
2006-09-07,25.049999
2006-09-08,25.23
2006-09-11,24.51
2006-09-12,24.200001
2006-09-13,23.950001
2006-09-14,23.77
2006-09-15,23.65
2006-09-18,24.040001
2006-09-19,24.040001
2006-09-20,23.66
2006-09-21,23.665001
2006-09-22,23.615
2006-09-25,23.360001
2006-09-26,22.459999
2006-09-27,22.75
2006-09-28,22.66
2006-09-29,22.65
2006-10-02,22.834999
2006-10-03,22.610001
2006-10-04,22.559998999999998
2006-10-05,22.405001000000002
2006-10-06,22.58
2006-10-09,22.764999
2006-10-10,23.15
2006-10-11,23.299999
2006-10-12,23.540001
2006-10-13,23.635
2006-10-16,23.895
2006-10-17,23.450001
2006-10-18,23.415001
2006-10-19,23.875
2006-10-20,23.870001000000002
2006-10-23,24.139999
2006-10-24,24.525
2006-10-25,24.549999
2006-10-26,24.549999
2006-10-27,24.225
2006-10-30,24.084999
2006-10-31,24.075001
2006-11-01,24.184998999999998
2006-11-02,24.155001000000002
2006-11-03,26.565001000000002
2006-11-06,26.540001
2006-11-07,26.945
2006-11-08,27.25
2006-11-09,27.455
2006-11-10,27.200001
2006-11-13,27.219998999999998
2006-11-14,27.415001
2006-11-15,27.15
2006-11-16,26.945
2006-11-17,26.895
2006-11-20,27.254998999999998
2006-11-21,27.5
2006-11-22,27.934998999999998
2006-11-24,27.85
2006-11-27,27.674999
2006-11-28,28.34
2006-11-29,28.865
2006-11-30,28.459999
2006-12-01,28.754998999999998
2006-12-04,28.934998999999998
2006-12-05,29.315001000000002
2006-12-06,29.27
2006-12-07,29.139999
2006-12-08,28.905001000000002
2006-12-11,28.965
2006-12-12,29.040001
2006-12-13,29.389999
2006-12-14,28.870001000000002
2006-12-15,28.790001
2006-12-18,28.924999
2006-12-19,28.98
2006-12-20,28.475
2006-12-21,28.174999
2006-12-22,28.110001
2006-12-26,28.15
2006-12-27,28.025
2006-12-28,28.075001
2006-12-29,28.004998999999998
2007-01-03,27.915001
2007-01-04,27.700001
2007-01-05,27.254998999999998
2007-01-08,27.475
2007-01-09,27.695
2007-01-10,27.99
2007-01-11,28.145
2007-01-12,27.985001
2007-01-16,28.01
2007-01-17,27.99
2007-01-18,28.02
2007-01-19,28.445
2007-01-22,28.74
2007-01-23,29.030001000000002
2007-01-24,29.09
2007-01-25,29.155001000000002
2007-01-26,29.184998999999998
2007-01-29,29.299999
2007-01-30,29.725
2007-01-31,29.965
2007-02-01,30.290001
2007-02-02,30.52
2007-02-05,30.645
2007-02-06,30.264999
2007-02-07,30.035
2007-02-08,30.16
2007-02-09,30.049999
2007-02-12,29.875
2007-02-13,29.975
2007-02-14,30.190001000000002
2007-02-15,30.285
2007-02-16,30.860001
2007-02-20,30.879998999999998
2007-02-21,30.725
2007-02-22,31.174999
2007-02-23,31.76
2007-02-26,33.875
2007-02-27,33.125
2007-02-28,33.174999
2007-03-01,33.665001000000004
2007-03-02,33.709998999999996
2007-03-05,33.505001
2007-03-06,33.965
2007-03-07,34.595001
2007-03-08,34.849998
2007-03-09,34.974998
2007-03-12,34.825001
2007-03-13,34.080002
2007-03-14,34.605
2007-03-15,34.860001000000004
2007-03-16,34.830002
2007-03-19,35.334998999999996
2007-03-20,35.5
2007-03-21,36.0
2007-03-22,36.099998
2007-03-23,36.294998
2007-03-26,36.525002
2007-03-27,36.880001
2007-03-28,36.825001
2007-03-29,36.875
2007-03-30,36.02
2007-04-02,36.755001
2007-04-03,36.68
2007-04-04,36.810001
2007-04-05,36.990002000000004
2007-04-09,38.314999
2007-04-10,38.575001
2007-04-11,38.700001
2007-04-12,38.669998
2007-04-13,38.98
2007-04-16,39.384997999999996
2007-04-17,39.400002
2007-04-18,39.48
2007-04-19,39.264998999999996
2007-04-20,38.965
2007-04-23,39.66
2007-04-24,39.805
2007-04-25,39.834998999999996
2007-04-26,40.154999
2007-04-27,39.439999
2007-04-30,39.48
2007-05-01,39.790001000000004
2007-05-02,40.105
2007-05-03,40.599998
2007-05-04,41.814999
2007-05-07,41.98
2007-05-08,41.895
2007-05-09,43.044998
2007-05-10,42.259997999999996
2007-05-11,42.105
2007-05-14,42.029999
2007-05-15,41.904999
2007-05-16,41.605
2007-05-17,41.904999
2007-05-18,42.985001000000004
2007-05-21,43.560001
2007-05-22,42.965
2007-05-23,42.82
2007-05-24,41.75
2007-05-25,41.91
2007-05-29,42.095001
2007-05-30,43.154999
2007-05-31,43.945
2007-06-01,44.43
2007-06-04,44.450001
2007-06-05,43.919998
2007-06-06,42.82
2007-06-07,41.32
2007-06-08,42.32
2007-06-11,42.82
2007-06-12,43.41
2007-06-13,44.0
2007-06-14,44.619999
2007-06-15,45.700001
2007-06-18,45.310001
2007-06-19,44.779999
2007-06-20,43.32
2007-06-21,43.509997999999996
2007-06-22,42.41
2007-06-25,42.220001
2007-06-26,41.369999
2007-06-27,42.009997999999996
2007-06-28,41.580002
2007-06-29,41.57
2007-07-02,42.400002
2007-07-03,42.529999
2007-07-05,42.93
2007-07-06,42.990002000000004
2007-07-09,43.360001000000004
2007-07-10,42.990002000000004
2007-07-11,42.459998999999996
2007-07-12,43.740002000000004
2007-07-13,44.0
2007-07-16,43.900002
2007-07-17,43.939999
2007-07-18,43.720001
2007-07-19,44.439999
2007-07-20,43.740002000000004
2007-07-23,43.689999
2007-07-24,40.900002
2007-07-25,40.119999
2007-07-26,37.73
2007-07-27,36.650002
2007-07-30,38.849998
2007-07-31,38.549999
2007-08-01,39.099998
2007-08-02,40.099998
2007-08-03,39.18
2007-08-06,39.299999
2007-08-07,40.869999
2007-08-08,42.049999
2007-08-09,40.560001
2007-08-10,39.25
2007-08-13,40.029999
2007-08-14,39.41
2007-08-15,38.59
2007-08-16,36.700001
2007-08-17,36.830002
2007-08-20,36.84
2007-08-21,37.07
2007-08-22,38.07
2007-08-23,38.5
2007-08-24,39.43
2007-08-27,38.77
2007-08-28,37.700001
2007-08-29,38.23
2007-08-30,38.110001000000004
2007-08-31,38.09
2007-09-04,39.419998
2007-09-05,39.029999
2007-09-06,39.970001
2007-09-07,39.139998999999996
2007-09-10,38.360001000000004
2007-09-11,38.82
2007-09-12,38.939999
2007-09-13,38.779999
2007-09-14,39.119999
2007-09-17,38.799999
2007-09-18,40.259997999999996
2007-09-19,40.939999
2007-09-20,40.330002
2007-09-21,41.200001
2007-09-24,41.810001
2007-09-25,41.779999
2007-09-26,42.0
2007-09-27,42.57
2007-09-28,42.290001000000004
2007-10-01,42.93
2007-10-02,42.540001000000004
2007-10-03,42.66
2007-10-04,43.110001000000004
2007-10-05,43.709998999999996
2007-10-08,43.799999
2007-10-09,44.209998999999996
2007-10-10,43.650002
2007-10-11,44.610001000000004
2007-10-12,45.400002
2007-10-15,44.950001
2007-10-16,45.389998999999996
2007-10-17,46.369999
2007-10-18,46.900002
2007-10-19,46.0
2007-10-22,45.119999
2007-10-23,44.84
2007-10-24,44.849998
2007-10-25,44.720001
2007-10-26,44.799999
2007-10-29,45.439999
2007-10-30,45.66
2007-10-31,45.66
2007-11-01,44.5
2007-11-02,45.419998
2007-11-05,45.400002
2007-11-06,45.68
2007-11-07,44.209998999999996
2007-11-08,43.84
2007-11-09,41.740002000000004
2007-11-12,40.52
2007-11-13,40.950001
2007-11-14,40.709998999999996
2007-11-15,40.16
2007-11-16,39.619999
2007-11-19,39.52
2007-11-20,39.549999
2007-11-21,39.189999
2007-11-23,39.139998999999996
2007-11-26,39.779999
2007-11-27,39.900002
2007-11-28,41.779999
2007-11-29,42.23
2007-11-30,42.389998999999996
2007-12-03,42.220001
2007-12-04,41.57
2007-12-05,42.52
2007-12-06,42.990002000000004
2007-12-07,43.330002
2007-12-10,42.68
2007-12-11,41.700001
2007-12-12,42.290001000000004
2007-12-13,41.900002
2007-12-14,41.869999
2007-12-17,41.279999
2007-12-18,40.669998
2007-12-19,40.950001
2007-12-20,41.860001000000004
2007-12-21,43.209998999999996
2007-12-24,42.84
2007-12-26,43.0
2007-12-27,43.119999
2007-12-28,43.209998999999996
2007-12-31,43.34
2008-01-02,42.82
2008-01-03,42.200001
2008-01-04,41.419998
2008-01-07,40.189999
2008-01-08,39.560001
2008-01-09,39.279999
2008-01-10,39.540001000000004
2008-01-11,40.490002000000004
2008-01-14,40.98
2008-01-15,39.419998
2008-01-16,38.459998999999996
2008-01-17,36.939999
2008-01-18,37.48
2008-01-22,36.689999
2008-01-23,37.16
2008-01-24,37.490002000000004
2008-01-25,37.529999
2008-01-28,37.400002
2008-01-29,37.700001
2008-01-30,37.720001
2008-01-31,38.59
2008-02-01,39.580002
2008-02-04,40.299999
2008-02-05,39.279999
2008-02-06,39.09
2008-02-07,38.220001
2008-02-08,37.779999
2008-02-11,38.220001
2008-02-12,38.77
2008-02-13,38.610001000000004
2008-02-14,38.549999
2008-02-15,39.18
2008-02-19,40.169998
2008-02-20,39.889998999999996
2008-02-21,39.5
2008-02-22,39.799999
2008-02-25,40.700001
2008-02-26,41.360001000000004
2008-02-27,40.740002000000004
2008-02-28,41.41
2008-02-29,41.27
2008-03-03,41.630001
2008-03-04,42.389998999999996
2008-03-05,42.720001
2008-03-06,42.23
2008-03-07,42.209998999999996
2008-03-10,41.799999
2008-03-11,42.73
2008-03-12,42.700001
2008-03-13,42.509997999999996
2008-03-14,41.25
2008-03-17,39.849998
2008-03-18,40.369999
2008-03-19,39.0
2008-03-20,37.970001
2008-03-24,37.549999
2008-03-25,37.939999
2008-03-26,38.59
2008-03-27,38.919998
2008-03-28,38.459998999999996
2008-03-31,38.990002000000004
2008-04-01,40.049999
2008-04-02,39.650002
2008-04-03,39.209998999999996
2008-04-04,40.220001
2008-04-07,39.5
2008-04-08,39.32
2008-04-09,39.900002
2008-04-10,40.799999
2008-04-11,40.419998
2008-04-14,41.529999
2008-04-15,42.299999
2008-04-16,42.84
2008-04-17,43.669998
2008-04-18,44.43
2008-04-21,44.869999
2008-04-22,44.779999
2008-04-23,44.84
2008-04-24,44.630001
2008-04-25,44.110001000000004
2008-04-28,44.959998999999996
2008-04-29,44.099998
2008-04-30,43.950001
2008-05-01,42.669998
2008-05-02,43.130001
2008-05-05,43.810001
2008-05-06,43.68
2008-05-07,42.34
2008-05-08,42.439999
2008-05-09,42.459998999999996
2008-05-12,42.77
2008-05-13,43.040001000000004
2008-05-14,42.98
2008-05-15,42.959998999999996
2008-05-16,43.799999
2008-05-19,44.080002
2008-05-20,42.150002
2008-05-21,42.509997999999996
2008-05-22,40.349998
2008-05-23,40.0
2008-05-27,40.360001000000004
2008-05-28,41.029999
2008-05-29,40.810001
2008-05-30,41.59
2008-06-02,41.59
2008-06-03,41.779999
2008-06-04,42.75
2008-06-05,43.349998
2008-06-06,42.41
2008-06-09,43.259997999999996
2008-06-10,43.369999
2008-06-11,42.990002000000004
2008-06-12,43.07
2008-06-13,43.82
2008-06-16,44.200001
2008-06-17,44.09
2008-06-18,43.529999
2008-06-19,43.470001
2008-06-20,43.049999
2008-06-23,42.970001
2008-06-24,42.98
2008-06-25,43.439999
2008-06-26,42.669998
2008-06-27,42.279999
2008-06-30,42.900002
2008-07-01,43.330002
2008-07-02,42.970001
2008-07-03,41.970001
2008-07-07,39.950001
2008-07-08,39.310001
2008-07-09,40.0
2008-07-10,39.689999
2008-07-11,39.580002
2008-07-14,38.779999
2008-07-15,38.209998999999996
2008-07-16,37.25
2008-07-17,36.18
2008-07-18,36.689999
2008-07-21,38.849998
2008-07-22,37.77
2008-07-23,36.709998999999996
2008-07-24,34.880001
2008-07-25,35.790001000000004
2008-07-28,34.57
2008-07-29,35.84
2008-07-30,36.720001
2008-07-31,36.290001000000004
2008-08-01,36.259997999999996
2008-08-04,33.650002
