Date,ALC
2019-08-21,60.509997999999996
2019-08-22,59.73
2019-08-23,58.619999
2019-08-26,58.560001
2019-08-27,60.57
2019-08-28,60.849998
2019-08-29,60.860001000000004
2019-08-30,60.959998999999996
2019-09-03,60.560001
2019-09-04,60.580002
2019-09-05,59.790001000000004
2019-09-06,59.84
2019-09-09,58.599998
2019-09-10,60.189999
2019-09-11,59.75
2019-09-12,59.77
2019-09-13,59.450001
2019-09-16,59.459998999999996
2019-09-17,59.830002
2019-09-18,59.48
2019-09-19,59.240002000000004
2019-09-20,59.77
2019-09-23,60.580002
2019-09-24,59.709998999999996
2019-09-25,59.360001000000004
2019-09-26,58.849998
2019-09-27,58.599998
2019-09-30,58.290001000000004
2019-10-01,57.669998
2019-10-02,56.75
2019-10-03,56.66
2019-10-04,57.139998999999996
2019-10-07,56.98
2019-10-08,55.98
2019-10-09,56.25
2019-10-10,56.240002000000004
2019-10-11,56.23
2019-10-14,57.029999
2019-10-15,57.82
2019-10-16,57.849998
2019-10-17,59.07
2019-10-18,59.009997999999996
2019-10-21,58.5
2019-10-22,58.099998
2019-10-23,57.709998999999996
2019-10-24,58.139998999999996
2019-10-25,58.290001000000004
2019-10-28,57.740002000000004
2019-10-29,58.060001
2019-10-30,58.98
2019-10-31,59.27
2019-11-01,58.939999
2019-11-04,59.0
2019-11-05,58.669998
2019-11-06,58.540001000000004
2019-11-07,58.650002
2019-11-08,58.0
2019-11-11,58.310001
2019-11-12,58.68
2019-11-13,59.119999
2019-11-14,58.919998
2019-11-15,58.830002
2019-11-18,58.98
2019-11-19,59.09
2019-11-20,56.889998999999996
2019-11-21,56.810001
2019-11-22,56.720001
2019-11-25,56.59
2019-11-26,56.139998999999996
2019-11-27,55.959998999999996
2019-11-29,55.290001000000004
2019-12-02,55.73
2019-12-03,55.369999
2019-12-04,55.970001
2019-12-05,55.27
2019-12-06,55.759997999999996
2019-12-09,55.439999
2019-12-10,55.040001000000004
2019-12-11,55.700001
2019-12-12,56.330002
2019-12-13,55.799999
2019-12-16,56.25
2019-12-17,56.419998
2019-12-18,57.099998
2019-12-19,57.209998999999996
2019-12-20,57.0
2019-12-23,57.209998999999996
2019-12-24,57.060001
2019-12-26,57.0
2019-12-27,57.41
2019-12-30,56.169998
2019-12-31,56.57
2020-01-02,56.369999
2020-01-03,57.389998999999996
2020-01-06,57.32
2020-01-07,57.610001000000004
2020-01-08,57.279999
2020-01-09,57.220001
2020-01-10,57.48
2020-01-13,58.5
2020-01-14,60.150002
2020-01-15,61.16
2020-01-16,61.189999
2020-01-17,61.470001
2020-01-21,61.290001000000004
2020-01-22,62.52
2020-01-23,61.740002000000004
2020-01-24,61.57
2020-01-27,61.049999
2020-01-28,60.599998
2020-01-29,60.48
2020-01-30,59.799999
2020-01-31,58.939999
2020-02-03,59.380001
2020-02-04,60.560001
2020-02-05,61.349998
2020-02-06,61.509997999999996
2020-02-07,61.150002
2020-02-10,61.23
2020-02-11,61.869999
2020-02-12,62.689999
2020-02-13,62.400002
2020-02-14,62.779999
2020-02-18,63.0
2020-02-19,63.259997999999996
2020-02-20,63.459998999999996
2020-02-21,63.439999
2020-02-24,60.470001
2020-02-25,58.799999
2020-02-26,63.189999
2020-02-27,61.509997999999996
2020-02-28,61.299999
2020-03-02,62.990002000000004
2020-03-03,63.200001
2020-03-04,63.0
2020-03-05,61.040001000000004
2020-03-06,59.279999
2020-03-09,56.639998999999996
2020-03-10,56.369999
2020-03-11,54.200001
2020-03-12,50.41
2020-03-13,53.119999
2020-03-16,47.68
2020-03-17,47.380001
2020-03-18,45.919998
2020-03-19,46.049999
2020-03-20,42.950001
2020-03-23,39.860001000000004
2020-03-24,45.060001
2020-03-25,47.59
2020-03-26,48.279999
2020-03-27,46.93
2020-03-30,50.880001
2020-03-31,50.82
2020-04-01,49.450001
2020-04-02,49.529999
2020-04-03,50.009997999999996
2020-04-06,52.32
2020-04-07,51.5
2020-04-08,52.330002
2020-04-09,53.330002
2020-04-13,51.68
2020-04-14,52.720001
2020-04-15,50.68
2020-04-16,50.91
2020-04-17,53.130001
2020-04-20,53.330002
2020-04-21,51.73
2020-04-22,52.389998999999996
2020-04-23,52.630001
2020-04-24,53.200001
2020-04-27,53.970001
2020-04-28,53.02
2020-04-29,53.630001
2020-04-30,52.810001
2020-05-01,51.209998999999996
2020-05-04,50.25
2020-05-05,51.470001
2020-05-06,51.75
2020-05-07,53.759997999999996
2020-05-08,54.060001
